"aar","bydel_nr","innvkat_3","kjonn","enhet","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr","alder_grupper","tabellvariabel"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1259","0_5","195"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1260","0_5","172"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1263","0_5","573"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1264","0_5","103"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1265","0_5","14"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1266","0_5","52"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1401","0_5","411"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1411","0_5","54"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1412","0_5","16"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1413","0_5","28"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1416","0_5","120"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1417","0_5","73"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1418","0_5","32"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1419","0_5","71"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1420","0_5","268"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1421","0_5","44"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1422","0_5","57"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1424","0_5","144"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1426","0_5","169"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1428","0_5","87"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1429","0_5","97"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1430","0_5","114"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1431","0_5","107"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1432","0_5","500"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1433","0_5","95"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1438","0_5","98"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1439","0_5","196"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1441","0_5","83"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1443","0_5","214"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1444","0_5","34"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1445","0_5","164"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1449","0_5","221"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1502","0_5","846"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1504","0_5","1562"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1505","0_5","806"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1511","0_5","76"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1514","0_5","66"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1515","0_5","278"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1516","0_5","280"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1517","0_5","178"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1519","0_5","292"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1520","0_5","380"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1523","0_5","65"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1524","0_5","51"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1525","0_5","128"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1526","0_5","35"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1528","0_5","268"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1529","0_5","198"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1531","0_5","392"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1532","0_5","318"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1534","0_5","291"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1535","0_5","199"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1539","0_5","247"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1543","0_5","85"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1545","0_5","70"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1546","0_5","31"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1547","0_5","125"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1548","0_5","333"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1551","0_5","119"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1554","0_5","199"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1557","0_5","82"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1560","0_5","85"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1563","0_5","190"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1566","0_5","161"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1567","0_5","80"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1571","0_5","34"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1573","0_5","61"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1576","0_5","89"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1601","0_5","6472"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1612","0_5","139"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1613","0_5","19"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1617","0_5","113"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1620","0_5","153"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1621","0_5","158"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1622","0_5","42"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1624","0_5","200"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1627","0_5","168"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1630","0_5","72"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1632","0_5","18"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1633","0_5","15"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1634","0_5","230"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1635","0_5","52"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1636","0_5","122"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1638","0_5","436"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1640","0_5","135"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1644","0_5","64"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1648","0_5","226"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1653","0_5","590"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1657","0_5","325"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1662","0_5","235"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1663","0_5","531"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1664","0_5","94"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1665","0_5","26"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1702","0_5","707"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1703","0_5","426"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1711","0_5","64"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1714","0_5","848"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1717","0_5","91"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1718","0_5","122"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1719","0_5","664"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1721","0_5","478"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1724","0_5","70"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1725","0_5","51"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1736","0_5","59"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1738","0_5","31"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1739","0_5","18"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1740","0_5","23"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1742","0_5","71"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1743","0_5","46"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1744","0_5","154"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1748","0_5","14"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1749","0_5","23"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1750","0_5","165"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1751","0_5","155"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1755","0_5","15"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1756","0_5","211"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1804","0_5","1811"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1805","0_5","572"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1811","0_5","30"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1812","0_5","49"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1813","0_5","283"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1815","0_5","27"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1816","0_5","11"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1818","0_5","43"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1820","0_5","226"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1822","0_5","73"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1824","0_5","388"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1825","0_5","32"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1826","0_5","34"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1827","0_5","49"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1828","0_5","62"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1832","0_5","134"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1833","0_5","793"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1834","0_5","66"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1835","0_5","11"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1836","0_5","42"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1837","0_5","205"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1838","0_5","59"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1839","0_5","23"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1840","0_5","143"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1841","0_5","266"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1845","0_5","44"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1848","0_5","63"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1849","0_5","53"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1850","0_5","45"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1851","0_5","50"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1852","0_5","32"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1853","0_5","40"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1854","0_5","70"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1856","0_5","15"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1857","0_5","25"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1859","0_5","42"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1860","0_5","390"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1865","0_5","263"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1866","0_5","229"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1867","0_5","46"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1868","0_5","123"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1870","0_5","339"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1871","0_5","124"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1874","0_5","26"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1901","0_5","814"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1902","0_5","2498"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1911","0_5","92"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1913","0_5","94"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1917","0_5","34"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1919","0_5","28"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1920","0_5","37"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1922","0_5","138"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1923","0_5","62"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1924","0_5","196"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1925","0_5","103"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1926","0_5","32"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1927","0_5","44"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1928","0_5","15"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1929","0_5","28"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1931","0_5","408"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1933","0_5","145"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1936","0_5","52"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1938","0_5","77"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1939","0_5","62"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1940","0_5","51"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1941","0_5","85"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1942","0_5","165"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","1943","0_5","36"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2002","0_5","43"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2003","0_5","163"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2004","0_5","362"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2011","0_5","110"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2012","0_5","860"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2014","0_5","17"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2015","0_5","37"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2017","0_5","23"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2018","0_5","33"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2019","0_5","82"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2020","0_5","106"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2021","0_5","72"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2022","0_5","39"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2023","0_5","30"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2024","0_5","18"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2025","0_5","70"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2027","0_5","34"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2028","0_5","64"
2014,"NULL","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","2030","0_5","302"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","00","NULL","NULL","0_5","186402"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","01","NULL","NULL","0_5","9637"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","02","NULL","NULL","0_5","22054"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","03","NULL","NULL","0_5","25534"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","04","NULL","NULL","0_5","5919"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","05","NULL","NULL","0_5","5677"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","06","NULL","NULL","0_5","9458"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","07","NULL","NULL","0_5","8127"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","08","NULL","NULL","0_5","5516"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","09","NULL","NULL","0_5","4142"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","10","NULL","NULL","0_5","7080"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","11","NULL","NULL","0_5","19035"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","12","NULL","NULL","0_5","19369"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","14","NULL","NULL","0_5","3795"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","15","NULL","NULL","0_5","8997"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","16","NULL","NULL","0_5","11308"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","17","NULL","NULL","0_5","4790"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","18","NULL","NULL","0_5","7935"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","19","NULL","NULL","0_5","5597"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","20","NULL","NULL","0_5","2432"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","99","NULL","NULL","0_5","."
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","01","NULL","0_5","1016"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","02","NULL","0_5","2059"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","03","NULL","0_5","1930"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","04","NULL","0_5","4632"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","05","NULL","0_5","6883"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","06","NULL","0_5","5121"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","07","NULL","0_5","6355"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","08","NULL","0_5","3695"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","09","NULL","0_5","25534"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","10","NULL","0_5","467"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","11","NULL","0_5","1429"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","12","NULL","0_5","2954"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","13","NULL","0_5","1069"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","14","NULL","0_5","2126"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","15","NULL","0_5","935"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","16","NULL","0_5","1182"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","17","NULL","0_5","391"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","18","NULL","0_5","506"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","19","NULL","0_5","537"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","20","NULL","0_5","6510"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","21","NULL","0_5","554"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","22","NULL","0_5","1109"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","23","NULL","0_5","624"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","24","NULL","0_5","1184"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","25","NULL","0_5","4639"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","26","NULL","0_5","2965"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","27","NULL","0_5","3887"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","28","NULL","0_5","554"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","29","NULL","0_5","633"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","30","NULL","0_5","442"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","31","NULL","0_5","236"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","32","NULL","0_5","3213"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","33","NULL","0_5","1371"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","34","NULL","0_5","972"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","35","NULL","0_5","5430"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","36","NULL","0_5","956"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","37","NULL","0_5","3963"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","38","NULL","0_5","957"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","39","NULL","0_5","13159"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","40","NULL","0_5","9961"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","41","NULL","0_5","1055"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","42","NULL","0_5","703"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","43","NULL","0_5","487"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","44","NULL","0_5","1372"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","45","NULL","0_5","413"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","46","NULL","0_5","2492"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","47","NULL","0_5","2886"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","48","NULL","0_5","302"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","49","NULL","0_5","1128"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","50","NULL","0_5","1019"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","51","NULL","0_5","1346"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","52","NULL","0_5","1876"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","53","NULL","0_5","1946"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","54","NULL","0_5","561"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","55","NULL","0_5","1655"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","56","NULL","0_5","2959"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","57","NULL","0_5","817"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","58","NULL","0_5","277"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","59","NULL","0_5","291"
2014,"NULL","befolkningen_ellers","1","personer","befolkning_alder","NULL","60","NULL","0_5","776"
