"aar","fylke_nr","innvkat_3","vreg_3","enhet","tabellvariabel","tabell_navn","bydel_nr","kommune_nr","naringsregion_nr"
"2013","NULL","alle","alle","personer","41","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","alle","alle","prosent","1.8","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","23","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.3","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","innvandrere","1","personer","16","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","innvandrere","1","prosent","4.6","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","innvandrere","2","personer","2","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","innvandrere","2","prosent","2.6","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","innvandrere","alle","personer","18","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","innvandrere","alle","prosent","4.3","arbledige_innvkat_land","NULL","0620","NULL"
"2013","NULL","alle","alle","personer","21","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","alle","alle","prosent","1.3","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","15","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","innvandrere","1","personer","4","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","innvandrere","1","prosent","4.3","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","innvandrere","2","personer","2","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","innvandrere","2","prosent","11.8","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","innvandrere","alle","personer","6","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","innvandrere","alle","prosent","5.4","arbledige_innvkat_land","NULL","0621","NULL"
"2013","NULL","alle","alle","personer","29","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","alle","alle","prosent","2.6","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","24","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.5","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","innvandrere","1","personer","3","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","innvandrere","1","prosent","2.1","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","innvandrere","2","personer","2","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","innvandrere","2","prosent","11","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","innvandrere","alle","personer","5","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","innvandrere","alle","prosent","3.1","arbledige_innvkat_land","NULL","0622","NULL"
"2013","NULL","alle","alle","personer","243","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","alle","alle","prosent","3.7","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","185","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3.1","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","innvandrere","1","personer","27","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","innvandrere","1","prosent","7.1","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","innvandrere","2","personer","31","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","innvandrere","2","prosent","14","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","innvandrere","alle","personer","58","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","innvandrere","alle","prosent","9.6","arbledige_innvkat_land","NULL","0623","NULL"
"2013","NULL","alle","alle","personer","285","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","alle","alle","prosent","3.2","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","186","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.4","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","innvandrere","1","personer","56","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","innvandrere","1","prosent","6.8","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","innvandrere","2","personer","43","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","innvandrere","2","prosent","11.3","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","innvandrere","alle","personer","99","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","innvandrere","alle","prosent","8.3","arbledige_innvkat_land","NULL","0624","NULL"
"2013","NULL","alle","alle","personer","437","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","alle","alle","prosent","3.6","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","256","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.6","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","innvandrere","1","personer","65","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","innvandrere","1","prosent","6.2","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","innvandrere","2","personer","116","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","innvandrere","2","prosent","11.2","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","innvandrere","alle","personer","181","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","innvandrere","alle","prosent","8.7","arbledige_innvkat_land","NULL","0625","NULL"
"2013","NULL","alle","alle","personer","335","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","alle","alle","prosent","2.7","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","169","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.6","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","innvandrere","1","personer","70","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","innvandrere","1","prosent","5.1","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","innvandrere","2","personer","96","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","innvandrere","2","prosent","10.1","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","innvandrere","alle","personer","166","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","innvandrere","alle","prosent","7.1","arbledige_innvkat_land","NULL","0626","NULL"
"2013","NULL","alle","alle","personer","281","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","alle","alle","prosent","2.6","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","181","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","innvandrere","1","personer","70","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","innvandrere","1","prosent","6.2","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","innvandrere","2","personer","30","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","innvandrere","2","prosent","6.7","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","innvandrere","alle","personer","100","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","innvandrere","alle","prosent","6.4","arbledige_innvkat_land","NULL","0627","NULL"
"2013","NULL","alle","alle","personer","120","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","alle","alle","prosent","2.7","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","81","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.1","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","innvandrere","1","personer","17","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","innvandrere","1","prosent","4","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","innvandrere","2","personer","22","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","innvandrere","2","prosent","17.8","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","innvandrere","alle","personer","39","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","innvandrere","alle","prosent","7.1","arbledige_innvkat_land","NULL","0628","NULL"
"2013","NULL","alle","alle","personer","26","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","alle","alle","prosent","1.9","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","19","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.6","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","innvandrere","1","personer","2","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","innvandrere","1","prosent","2.2","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","innvandrere","2","personer","5","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","innvandrere","2","prosent","24.5","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","innvandrere","alle","personer","7","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","innvandrere","alle","prosent","6.2","arbledige_innvkat_land","NULL","0631","NULL"
"2013","NULL","alle","alle","personer","8","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","alle","alle","prosent","1.2","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","6","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","0632","NULL"
"2013","NULL","alle","alle","personer","19","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","alle","alle","prosent","1.5","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","13","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.2","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","innvandrere","1","personer","3","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","innvandrere","1","prosent","3.6","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","innvandrere","2","personer","3","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","innvandrere","2","prosent","10.6","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","innvandrere","alle","personer","6","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","innvandrere","alle","prosent","5.4","arbledige_innvkat_land","NULL","0633","NULL"
"2013","NULL","alle","alle","personer","539","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","alle","alle","prosent","4.4","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","354","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3.3","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","innvandrere","1","personer","72","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","innvandrere","1","prosent","8.4","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","innvandrere","2","personer","113","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","innvandrere","2","prosent","13.9","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","innvandrere","alle","personer","185","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","innvandrere","alle","prosent","11.1","arbledige_innvkat_land","NULL","0701","NULL"
"2013","NULL","alle","alle","personer","179","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","alle","alle","prosent","3.6","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","135","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","innvandrere","1","personer","21","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","innvandrere","1","prosent","6.9","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","innvandrere","2","personer","23","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","innvandrere","2","prosent","12.1","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","innvandrere","alle","personer","44","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","innvandrere","alle","prosent","8.9","arbledige_innvkat_land","NULL","0702","NULL"
"2013","NULL","alle","alle","personer","772","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","alle","alle","prosent","3.7","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","485","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.7","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","innvandrere","1","personer","114","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","innvandrere","1","prosent","7.1","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","innvandrere","2","personer","173","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","innvandrere","2","prosent","15.6","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","innvandrere","alle","personer","287","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","innvandrere","alle","prosent","10.6","arbledige_innvkat_land","NULL","0704","NULL"
"2013","NULL","alle","alle","personer","882","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","alle","alle","prosent","4.2","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","535","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","innvandrere","1","personer","134","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","innvandrere","1","prosent","8","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","innvandrere","2","personer","213","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","innvandrere","2","prosent","14.7","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","innvandrere","alle","personer","347","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","innvandrere","alle","prosent","11.1","arbledige_innvkat_land","NULL","0706","NULL"
"2013","NULL","alle","alle","personer","765","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","alle","alle","prosent","3.9","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","513","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.9","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","innvandrere","1","personer","82","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","innvandrere","1","prosent","6.5","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","innvandrere","2","personer","170","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","innvandrere","2","prosent","17.6","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","innvandrere","alle","personer","252","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","innvandrere","alle","prosent","11.3","arbledige_innvkat_land","NULL","0709","NULL"
"2013","NULL","alle","alle","personer","128","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","alle","alle","prosent","4","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","98","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3.5","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","innvandrere","1","personer","22","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","innvandrere","1","prosent","7.4","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","innvandrere","2","personer","8","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","innvandrere","2","prosent","9.2","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","innvandrere","alle","personer","30","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","innvandrere","alle","prosent","7.8","arbledige_innvkat_land","NULL","0711","NULL"
"2013","NULL","alle","alle","personer","173","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","alle","alle","prosent","3.9","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","123","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3.2","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","innvandrere","1","personer","21","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","innvandrere","1","prosent","5.7","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","innvandrere","2","personer","29","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","innvandrere","2","prosent","21.2","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","innvandrere","alle","personer","50","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","innvandrere","alle","prosent","9.8","arbledige_innvkat_land","NULL","0713","NULL"
"2013","NULL","alle","alle","personer","42","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","alle","alle","prosent","2.8","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","29","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.1","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","innvandrere","1","personer","9","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","innvandrere","1","prosent","8.2","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","innvandrere","2","personer","4","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","innvandrere","2","prosent","14.1","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","innvandrere","alle","personer","13","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","innvandrere","alle","prosent","9.4","arbledige_innvkat_land","NULL","0714","NULL"
"2013","NULL","alle","alle","personer","101","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","alle","alle","prosent","2.3","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","64","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.6","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","innvandrere","1","personer","23","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","innvandrere","1","prosent","7","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","innvandrere","2","personer","14","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","innvandrere","2","prosent","11","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","innvandrere","alle","personer","37","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","innvandrere","alle","prosent","8.1","arbledige_innvkat_land","NULL","0716","NULL"
"2013","NULL","alle","alle","personer","92","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","alle","alle","prosent","3.2","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","67","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.6","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","innvandrere","1","personer","11","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","innvandrere","1","prosent","4.9","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","innvandrere","2","personer","14","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","innvandrere","2","prosent","17.9","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","innvandrere","alle","personer","25","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","innvandrere","alle","prosent","8.2","arbledige_innvkat_land","NULL","0719","NULL"
"2013","NULL","alle","alle","personer","204","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","alle","alle","prosent","3.5","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","142","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.8","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","innvandrere","1","personer","27","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","innvandrere","1","prosent","5.2","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","innvandrere","2","personer","35","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","innvandrere","2","prosent","16.4","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","innvandrere","alle","personer","62","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","innvandrere","alle","prosent","8.5","arbledige_innvkat_land","NULL","0720","NULL"
"2013","NULL","alle","alle","personer","314","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","alle","alle","prosent","3.1","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","232","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.6","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","innvandrere","1","personer","37","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","innvandrere","1","prosent","6.2","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","innvandrere","2","personer","45","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","innvandrere","2","prosent","9.8","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","innvandrere","alle","personer","82","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","innvandrere","alle","prosent","7.7","arbledige_innvkat_land","NULL","0722","NULL"
"2013","NULL","alle","alle","personer","75","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","alle","alle","prosent","3.4","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","66","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3.4","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","innvandrere","1","personer","3","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","innvandrere","1","prosent","1.7","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","innvandrere","2","personer","6","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","innvandrere","2","prosent","9.5","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","innvandrere","alle","personer","9","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","innvandrere","alle","prosent","3.7","arbledige_innvkat_land","NULL","0723","NULL"
"2013","NULL","alle","alle","personer","25","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","alle","alle","prosent","2.2","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","19","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.8","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","innvandrere","1","personer","2","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","innvandrere","1","prosent","3","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","innvandrere","2","personer","4","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","innvandrere","2","prosent","22.1","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","innvandrere","alle","personer","6","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","innvandrere","alle","prosent","7.2","arbledige_innvkat_land","NULL","0728","NULL"
"2013","NULL","alle","alle","personer","753","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","alle","alle","prosent","4.4","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","525","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3.4","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","innvandrere","1","personer","73","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","innvandrere","1","prosent","9","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","innvandrere","2","personer","155","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","innvandrere","2","prosent","16.1","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","innvandrere","alle","personer","228","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","innvandrere","alle","prosent","12.9","arbledige_innvkat_land","NULL","0805","NULL"
"2013","NULL","alle","alle","personer","1215","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","alle","alle","prosent","4.8","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","788","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3.5","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","innvandrere","1","personer","96","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","innvandrere","1","prosent","7.4","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","innvandrere","2","personer","331","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","innvandrere","2","prosent","18.5","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","innvandrere","alle","personer","427","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","innvandrere","alle","prosent","13.8","arbledige_innvkat_land","NULL","0806","NULL"
"2013","NULL","alle","alle","personer","261","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","alle","alle","prosent","4.5","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","182","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","3.5","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","innvandrere","1","personer","32","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","innvandrere","1","prosent","10.2","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","innvandrere","2","personer","47","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","innvandrere","2","prosent","19.6","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","innvandrere","alle","personer","79","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","innvandrere","alle","prosent","14.3","arbledige_innvkat_land","NULL","0807","NULL"
"2013","NULL","alle","alle","personer","33","arbledige_innvkat_land","NULL","0811","NULL"
"2013","NULL","alle","alle","prosent","2.8","arbledige_innvkat_land","NULL","0811","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","25","arbledige_innvkat_land","NULL","0811","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.3","arbledige_innvkat_land","NULL","0811","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","0811","NULL"
