"aar","fylke_nr","innvkat_4","kjonn","enhet","tabellvariabel","tabell_navn","bydel_nr","naringsregion_nr","kommune_nr"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","91.7","videregaende_deltakelse","NULL","21","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","11","videregaende_deltakelse","NULL","21","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","0.9","videregaende_deltakelse","NULL","21","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","13","videregaende_deltakelse","NULL","21","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","1","videregaende_deltakelse","NULL","21","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","24","videregaende_deltakelse","NULL","21","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1","videregaende_deltakelse","NULL","21","NULL"
"2013","NULL","alle","0","personer","1808","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","alle","1","personer","1998","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","alle","alle","personer","3806","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","innvandrere","0","personer","106","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","innvandrere","0","prosent","5.9","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","innvandrere","1","personer","143","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","innvandrere","1","prosent","7.2","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","innvandrere","alle","personer","249","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","innvandrere","alle","prosent","6.5","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","1664","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","92","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","1825","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","91.3","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","3489","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","91.7","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","38","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","2.1","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","30","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","1.5","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","68","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1.8","videregaende_deltakelse","NULL","22","NULL"
"2013","NULL","alle","0","personer","979","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","alle","1","personer","1110","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","alle","alle","personer","2089","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","innvandrere","0","personer","43","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","innvandrere","0","prosent","4.4","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","innvandrere","1","personer","67","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","innvandrere","1","prosent","6","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","innvandrere","alle","personer","110","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","innvandrere","alle","prosent","5.3","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","921","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","94.1","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","1030","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","92.8","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","1951","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","93.4","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","15","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","1.5","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","13","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","1.2","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","28","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1.3","videregaende_deltakelse","NULL","23","NULL"
"2013","NULL","alle","0","personer","2045","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","alle","1","personer","2227","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","alle","alle","personer","4272","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","innvandrere","0","personer","136","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","innvandrere","0","prosent","6.7","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","innvandrere","1","personer","174","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","innvandrere","1","prosent","7.8","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","innvandrere","alle","personer","310","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","innvandrere","alle","prosent","7.3","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","1881","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","92","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","2008","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","90.2","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","3889","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","91","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","28","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","1.4","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","45","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","2","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","73","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1.7","videregaende_deltakelse","NULL","24","NULL"
"2013","NULL","alle","0","personer","8259","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","alle","1","personer","8725","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","alle","alle","personer","16984","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","innvandrere","0","personer","543","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","innvandrere","0","prosent","6.6","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","innvandrere","1","personer","584","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","innvandrere","1","prosent","6.7","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","innvandrere","alle","personer","1127","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","innvandrere","alle","prosent","6.6","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","7534","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","91.2","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","7955","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","91.2","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","15489","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","91.2","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","182","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","2.2","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","186","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","2.1","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","368","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","2.2","videregaende_deltakelse","NULL","25","NULL"
"2013","NULL","alle","0","personer","5298","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","alle","1","personer","6291","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","alle","alle","personer","11589","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","innvandrere","0","personer","332","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","innvandrere","0","prosent","6.3","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","innvandrere","1","personer","416","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","innvandrere","1","prosent","6.6","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","innvandrere","alle","personer","748","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","innvandrere","alle","prosent","6.5","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","4769","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","90","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","5630","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","89.5","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","10399","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","89.7","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","197","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","3.7","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","245","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","3.9","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","442","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","3.8","videregaende_deltakelse","NULL","26","NULL"
"2013","NULL","alle","0","personer","7459","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","alle","1","personer","8016","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","alle","alle","personer","15475","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","innvandrere","0","personer","515","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","innvandrere","0","prosent","6.9","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","innvandrere","1","personer","609","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","innvandrere","1","prosent","7.6","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","innvandrere","alle","personer","1124","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","innvandrere","alle","prosent","7.3","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","6729","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","90.2","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","7137","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","89","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","13866","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","89.6","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","215","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","2.9","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","270","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","3.4","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","485","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","3.1","videregaende_deltakelse","NULL","27","NULL"
"2013","NULL","alle","0","personer","1020","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","alle","1","personer","1119","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","alle","alle","personer","2139","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","innvandrere","0","personer","87","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","innvandrere","0","prosent","8.5","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","innvandrere","1","personer","106","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","innvandrere","1","prosent","9.5","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","innvandrere","alle","personer","193","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","innvandrere","alle","prosent","9","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","916","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","89.8","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","1000","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","89.4","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","1916","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","89.6","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","17","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","1.7","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","13","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","1.2","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","30","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1.4","videregaende_deltakelse","NULL","28","NULL"
"2013","NULL","alle","0","personer","1125","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","alle","1","personer","1312","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","alle","alle","personer","2437","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","innvandrere","0","personer","54","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","innvandrere","0","prosent","4.8","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","innvandrere","1","personer","75","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","innvandrere","1","prosent","5.7","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","innvandrere","alle","personer","129","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","innvandrere","alle","prosent","5.3","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","1059","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","94.1","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","1219","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","92.9","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","2278","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","93.5","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","12","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","1.1","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","18","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","1.4","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","30","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1.2","videregaende_deltakelse","NULL","29","NULL"
"2013","NULL","alle","0","personer","830","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","alle","1","personer","1021","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","alle","alle","personer","1851","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","innvandrere","0","personer","43","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","innvandrere","0","prosent","5.2","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","innvandrere","1","personer","49","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","innvandrere","1","prosent","4.8","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","innvandrere","alle","personer","92","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","innvandrere","alle","prosent","5","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","780","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","94","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","968","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","94.8","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","1748","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","94.4","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","7","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","0.8","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","4","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","0.4","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","11","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","0.6","videregaende_deltakelse","NULL","30","NULL"
"2013","NULL","alle","0","personer","471","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","alle","1","personer","470","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","alle","alle","personer","941","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","innvandrere","0","personer","64","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","innvandrere","0","prosent","13.6","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","innvandrere","1","personer","35","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","innvandrere","1","prosent","7.4","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","innvandrere","alle","personer","99","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","innvandrere","alle","prosent","10.5","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","398","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","84.5","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","431","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","91.7","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","829","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","88.1","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","9","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","1.9","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","4","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","0.9","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","13","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1.4","videregaende_deltakelse","NULL","31","NULL"
"2013","NULL","alle","0","personer","5536","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","alle","1","personer","6062","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","alle","alle","personer","11598","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","innvandrere","0","personer","344","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","innvandrere","0","prosent","6.2","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","innvandrere","1","personer","392","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","innvandrere","1","prosent","6.5","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","innvandrere","alle","personer","736","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","innvandrere","alle","prosent","6.3","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","5095","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","92","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","5548","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","91.5","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","10643","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","91.8","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","97","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","1.8","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","122","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","2","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","norskfodte_m_innvf","alle","personer","219","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1.9","videregaende_deltakelse","NULL","32","NULL"
"2013","NULL","alle","0","personer","2376","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","alle","0","prosent","100","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","alle","1","personer","2729","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","alle","1","prosent","100","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","alle","alle","personer","5105","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","alle","alle","prosent","100","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","innvandrere","0","personer","151","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","innvandrere","0","prosent","6.4","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","innvandrere","1","personer","139","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","innvandrere","1","prosent","5.1","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","innvandrere","alle","personer","290","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","innvandrere","alle","prosent","5.7","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","personer","2199","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","92.6","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","personer","2548","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","93.4","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","4747","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","93","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","norskfodte_m_innvf","0","personer","26","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","norskfodte_m_innvf","0","prosent","1.1","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","norskfodte_m_innvf","1","personer","42","videregaende_deltakelse","NULL","33","NULL"
"2013","NULL","norskfodte_m_innvf","1","prosent","1.5","videregaende_deltakelse","NULL","33","NULL"
