"aar","bydel_nr","innvgrunn_5","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","familie","alle","prosent","72.1","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","flukt","0","personer","30","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","flukt","0","prosent","73.2","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","flukt","1","personer","26","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","flukt","1","prosent","60.5","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","flukt","alle","personer","56","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","flukt","alle","prosent","66.7","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","annet_uoppgitt","0","personer","52","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","83.9","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","annet_uoppgitt","1","personer","37","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","annet_uoppgitt","1","prosent","82.2","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","annet_uoppgitt","alle","personer","89","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","annet_uoppgitt","alle","prosent","83.2","sysselsatte_innvandringsgrunn","NULL","62","NULL"
"2013","NULL","alle","0","personer","419","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","alle","0","prosent","58.4","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","alle","1","personer","470","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","alle","1","prosent","69.5","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","alle","alle","personer","889","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","alle","alle","prosent","63.8","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","arbeid","0","personer","55","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","arbeid","0","prosent","71.4","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","arbeid","1","personer","199","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","arbeid","1","prosent","80.2","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","arbeid","alle","personer","254","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","arbeid","alle","prosent","78.2","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","familie","0","personer","177","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","familie","0","prosent","59.2","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","familie","1","personer","39","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","familie","1","prosent","66.1","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","familie","alle","personer","216","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","familie","alle","prosent","60.3","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","flukt","0","personer","88","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","flukt","0","prosent","42.9","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","flukt","1","personer","140","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","flukt","1","prosent","56.5","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","flukt","alle","personer","228","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","flukt","alle","prosent","50.3","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","annet_uoppgitt","0","personer","99","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","72.8","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","annet_uoppgitt","1","personer","92","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","annet_uoppgitt","1","prosent","76","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","annet_uoppgitt","alle","personer","191","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","annet_uoppgitt","alle","prosent","74.3","sysselsatte_innvandringsgrunn","NULL","63","NULL"
"2013","NULL","alle","0","personer","776","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","alle","0","prosent","57.4","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","alle","1","personer","1228","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","alle","1","prosent","66.9","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","alle","alle","personer","2004","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","alle","alle","prosent","62.9","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","arbeid","0","personer","163","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","arbeid","0","prosent","74.8","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","arbeid","1","personer","739","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","arbeid","1","prosent","76.1","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","arbeid","alle","personer","902","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","arbeid","alle","prosent","75.9","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","familie","0","personer","294","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","familie","0","prosent","62.8","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","familie","1","personer","65","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","familie","1","prosent","70.7","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","familie","alle","personer","359","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","familie","alle","prosent","64.1","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","flukt","0","personer","150","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","flukt","0","prosent","36.5","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","flukt","1","personer","253","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","flukt","1","prosent","46.7","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","flukt","alle","personer","403","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","flukt","alle","prosent","42.3","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","annet_uoppgitt","0","personer","169","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","66.5","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","annet_uoppgitt","1","personer","171","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","annet_uoppgitt","1","prosent","74","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","annet_uoppgitt","alle","personer","340","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","annet_uoppgitt","alle","prosent","70.1","sysselsatte_innvandringsgrunn","NULL","64","NULL"
"2013","NULL","alle","0","personer","126","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","alle","0","prosent","65.6","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","alle","1","personer","117","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","alle","1","prosent","62.6","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","alle","alle","personer","243","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","alle","alle","prosent","64.1","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","arbeid","0","personer","26","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","arbeid","0","prosent","83.9","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","arbeid","1","personer","53","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","arbeid","1","prosent","82.8","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","arbeid","alle","personer","79","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","arbeid","alle","prosent","83.2","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","familie","0","personer","23","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","familie","0","prosent","56.1","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","familie","1","personer","10","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","familie","1","prosent","100","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","familie","alle","personer","33","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","familie","alle","prosent","64.7","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","flukt","0","personer","9","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","flukt","0","prosent","22","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","flukt","1","personer","21","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","flukt","1","prosent","29.6","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","flukt","alle","personer","30","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","flukt","alle","prosent","26.8","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","annet_uoppgitt","0","personer","68","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","86.1","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","annet_uoppgitt","1","personer","33","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","annet_uoppgitt","1","prosent","78.6","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","annet_uoppgitt","alle","personer","101","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","annet_uoppgitt","alle","prosent","83.5","sysselsatte_innvandringsgrunn","NULL","65","NULL"
"2013","NULL","alle","0","personer","175","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","alle","0","prosent","65.8","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","alle","1","personer","182","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","alle","1","prosent","74.3","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","alle","alle","personer","357","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","alle","alle","prosent","69.9","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","arbeid","0","personer","40","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","arbeid","0","prosent","88.9","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","arbeid","1","personer","105","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","arbeid","1","prosent","83.3","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","arbeid","alle","personer","145","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","arbeid","alle","prosent","84.8","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","familie","0","personer","84","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","familie","0","prosent","64.6","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","familie","1","personer","13","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","familie","1","prosent","76.5","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","familie","alle","personer","97","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","familie","alle","prosent","66","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","flukt","0","personer","16","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","flukt","0","prosent","37.2","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","flukt","1","personer","39","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","flukt","1","prosent","59.1","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","flukt","alle","personer","55","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","flukt","alle","prosent","50.5","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","annet_uoppgitt","0","personer","35","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","72.9","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","annet_uoppgitt","1","personer","25","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","annet_uoppgitt","1","prosent","69.4","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","annet_uoppgitt","alle","personer","60","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","annet_uoppgitt","alle","prosent","71.4","sysselsatte_innvandringsgrunn","NULL","66","NULL"
"2013","NULL","alle","0","personer","289","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","alle","0","prosent","58","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","alle","1","personer","306","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","alle","1","prosent","68.6","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","alle","alle","personer","595","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","alle","alle","prosent","63","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","arbeid","0","personer","69","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","arbeid","0","prosent","77.5","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","arbeid","1","personer","146","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","arbeid","1","prosent","85.4","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","arbeid","alle","personer","215","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","arbeid","alle","prosent","82.7","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","familie","0","personer","116","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","familie","0","prosent","65.9","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","familie","1","personer","25","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","familie","1","prosent","69.4","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","familie","alle","personer","141","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","familie","alle","prosent","66.5","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","flukt","0","personer","49","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","flukt","0","prosent","32.9","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","flukt","1","personer","73","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","flukt","1","prosent","44","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","flukt","alle","personer","122","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","flukt","alle","prosent","38.7","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","annet_uoppgitt","0","personer","55","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","65.5","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","annet_uoppgitt","1","personer","62","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","annet_uoppgitt","1","prosent","84.9","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","annet_uoppgitt","alle","personer","117","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","annet_uoppgitt","alle","prosent","74.5","sysselsatte_innvandringsgrunn","NULL","67","NULL"
"2013","NULL","alle","0","personer","192","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","alle","0","prosent","59.3","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","alle","1","personer","152","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","alle","1","prosent","65","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","alle","alle","personer","344","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","alle","alle","prosent","61.6","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","arbeid","0","personer","46","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","arbeid","0","prosent","83.6","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","arbeid","1","personer","78","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","arbeid","1","prosent","78.8","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","arbeid","alle","personer","124","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","arbeid","alle","prosent","80.5","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","familie","0","personer","87","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","familie","0","prosent","60.4","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","familie","1","personer","13","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","familie","1","prosent","59.1","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","familie","alle","personer","100","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","familie","alle","prosent","60.2","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","flukt","0","personer","17","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","flukt","0","prosent","28.3","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","flukt","1","personer","26","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","flukt","1","prosent","37.7","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","flukt","alle","personer","43","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","flukt","alle","prosent","33.3","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","annet_uoppgitt","0","personer","42","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","64.6","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","annet_uoppgitt","1","personer","35","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","annet_uoppgitt","1","prosent","79.5","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","annet_uoppgitt","alle","personer","77","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","annet_uoppgitt","alle","prosent","70.6","sysselsatte_innvandringsgrunn","NULL","68","NULL"
"2013","NULL","alle","0","personer","242","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","alle","0","prosent","60.3","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","alle","1","personer","292","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","alle","1","prosent","63.3","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","alle","alle","personer","534","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","alle","alle","prosent","61.9","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","arbeid","0","personer","56","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","arbeid","0","prosent","71.8","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","arbeid","1","personer","164","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","arbeid","1","prosent","78.8","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","arbeid","alle","personer","220","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","arbeid","alle","prosent","76.9","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","familie","0","personer","72","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","familie","0","prosent","58.1","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","familie","1","personer","19","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","familie","1","prosent","73.1","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","familie","alle","personer","91","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","familie","alle","prosent","60.7","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","flukt","0","personer","48","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","flukt","0","prosent","41","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","flukt","1","personer","63","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","flukt","1","prosent","37.7","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","flukt","alle","personer","111","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","flukt","alle","prosent","39.1","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","annet_uoppgitt","0","personer","66","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","80.5","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","annet_uoppgitt","1","personer","46","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","annet_uoppgitt","1","prosent","76.7","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","annet_uoppgitt","alle","personer","112","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","annet_uoppgitt","alle","prosent","78.9","sysselsatte_innvandringsgrunn","NULL","69","NULL"
"2013","NULL","alle","0","personer","96","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","alle","0","prosent","81.4","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","alle","1","personer","82","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","alle","1","prosent","89.1","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","alle","alle","personer","178","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","alle","alle","prosent","84.8","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","arbeid","0","personer","36","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","arbeid","0","prosent","80","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","arbeid","1","personer","56","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","arbeid","1","prosent","94.9","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","arbeid","alle","personer","92","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","arbeid","alle","prosent","88.5","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","familie","0","personer","31","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","familie","0","prosent","86.1","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","familie","1","personer","2","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","familie","1","prosent","40","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","familie","alle","personer","33","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","familie","alle","prosent","80.5","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","flukt","0","personer","2","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","flukt","0","prosent","100","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","flukt","1","personer","1","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","flukt","1","prosent","50","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","flukt","alle","personer","3","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","flukt","alle","prosent","75","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","annet_uoppgitt","0","personer","27","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","77.1","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","annet_uoppgitt","1","personer","23","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","annet_uoppgitt","1","prosent","88.5","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","annet_uoppgitt","alle","personer","50","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","annet_uoppgitt","alle","prosent","82","sysselsatte_innvandringsgrunn","NULL","70","NULL"
"2013","NULL","alle","0","personer","228","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","alle","0","prosent","64.2","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","alle","1","personer","211","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","alle","1","prosent","58.8","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","alle","alle","personer","439","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","alle","alle","prosent","61.5","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","arbeid","0","personer","44","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","arbeid","0","prosent","89.8","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","arbeid","1","personer","100","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","arbeid","1","prosent","79.4","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","arbeid","alle","personer","144","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","arbeid","alle","prosent","82.3","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","familie","0","personer","100","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","familie","0","prosent","71.4","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","familie","1","personer","24","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","familie","1","prosent","68.6","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","familie","alle","personer","124","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","familie","alle","prosent","70.9","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","flukt","0","personer","36","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","flukt","0","prosent","37.1","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","flukt","1","personer","49","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","flukt","1","prosent","32.7","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","flukt","alle","personer","85","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","flukt","alle","prosent","34.4","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","annet_uoppgitt","0","personer","48","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","annet_uoppgitt","0","prosent","69.6","sysselsatte_innvandringsgrunn","NULL","71","NULL"
"2013","NULL","annet_uoppgitt","1","personer","38","sysselsatte_innvandringsgrunn","NULL","71","NULL"
