"aar","bydel_nr","innvkat_5","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","befolkningen_ellers","alle","prosent","61.6","sosialhjelp","NULL","NULL","0214"
"2013","NULL","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","0214"
"2013","NULL","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","0214"
"2013","NULL","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","0214"
"2013","NULL","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","0214"
"2013","NULL","norskfodte_m_innvf","alle","personer",":","sosialhjelp","NULL","NULL","0214"
"2013","NULL","norskfodte_m_innvf","alle","prosent",":","sosialhjelp","NULL","NULL","0214"
"2013","NULL","bef_u_innv_og_norskf","0","personer","77","sosialhjelp","NULL","NULL","0214"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","62.6","sosialhjelp","NULL","NULL","0214"
"2013","NULL","bef_u_innv_og_norskf","1","personer","87","sosialhjelp","NULL","NULL","0214"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","60","sosialhjelp","NULL","NULL","0214"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","164","sosialhjelp","NULL","NULL","0214"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","61.2","sosialhjelp","NULL","NULL","0214"
"2013","NULL","alle","0","personer","109","sosialhjelp","NULL","NULL","0215"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0215"
"2013","NULL","alle","1","personer","126","sosialhjelp","NULL","NULL","0215"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0215"
"2013","NULL","alle","alle","personer","235","sosialhjelp","NULL","NULL","0215"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0215"
"2013","NULL","innvandrere","0","personer","25","sosialhjelp","NULL","NULL","0215"
"2013","NULL","innvandrere","0","prosent","22.9","sosialhjelp","NULL","NULL","0215"
"2013","NULL","innvandrere","1","personer","34","sosialhjelp","NULL","NULL","0215"
"2013","NULL","innvandrere","1","prosent","27","sosialhjelp","NULL","NULL","0215"
"2013","NULL","innvandrere","alle","personer","59","sosialhjelp","NULL","NULL","0215"
"2013","NULL","innvandrere","alle","prosent","25.1","sosialhjelp","NULL","NULL","0215"
"2013","NULL","befolkningen_ellers","0","personer","84","sosialhjelp","NULL","NULL","0215"
"2013","NULL","befolkningen_ellers","0","prosent","77.1","sosialhjelp","NULL","NULL","0215"
"2013","NULL","befolkningen_ellers","1","personer","92","sosialhjelp","NULL","NULL","0215"
"2013","NULL","befolkningen_ellers","1","prosent","73","sosialhjelp","NULL","NULL","0215"
"2013","NULL","befolkningen_ellers","alle","personer","176","sosialhjelp","NULL","NULL","0215"
"2013","NULL","befolkningen_ellers","alle","prosent","74.9","sosialhjelp","NULL","NULL","0215"
"2013","NULL","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","0215"
"2013","NULL","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","0215"
"2013","NULL","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","0215"
"2013","NULL","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","0215"
"2013","NULL","norskfodte_m_innvf","alle","personer",":","sosialhjelp","NULL","NULL","0215"
"2013","NULL","norskfodte_m_innvf","alle","prosent",":","sosialhjelp","NULL","NULL","0215"
"2013","NULL","bef_u_innv_og_norskf","0","personer","83","sosialhjelp","NULL","NULL","0215"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","76.1","sosialhjelp","NULL","NULL","0215"
"2013","NULL","bef_u_innv_og_norskf","1","personer","92","sosialhjelp","NULL","NULL","0215"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","73","sosialhjelp","NULL","NULL","0215"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","175","sosialhjelp","NULL","NULL","0215"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","74.5","sosialhjelp","NULL","NULL","0215"
"2013","NULL","alle","0","personer","144","sosialhjelp","NULL","NULL","0216"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0216"
"2013","NULL","alle","1","personer","168","sosialhjelp","NULL","NULL","0216"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0216"
"2013","NULL","alle","alle","personer","312","sosialhjelp","NULL","NULL","0216"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0216"
"2013","NULL","innvandrere","0","personer","59","sosialhjelp","NULL","NULL","0216"
"2013","NULL","innvandrere","0","prosent","41","sosialhjelp","NULL","NULL","0216"
"2013","NULL","innvandrere","1","personer","48","sosialhjelp","NULL","NULL","0216"
"2013","NULL","innvandrere","1","prosent","28.6","sosialhjelp","NULL","NULL","0216"
"2013","NULL","innvandrere","alle","personer","107","sosialhjelp","NULL","NULL","0216"
"2013","NULL","innvandrere","alle","prosent","34.3","sosialhjelp","NULL","NULL","0216"
"2013","NULL","befolkningen_ellers","0","personer","85","sosialhjelp","NULL","NULL","0216"
"2013","NULL","befolkningen_ellers","0","prosent","59","sosialhjelp","NULL","NULL","0216"
"2013","NULL","befolkningen_ellers","1","personer","120","sosialhjelp","NULL","NULL","0216"
"2013","NULL","befolkningen_ellers","1","prosent","71.4","sosialhjelp","NULL","NULL","0216"
"2013","NULL","befolkningen_ellers","alle","personer","205","sosialhjelp","NULL","NULL","0216"
"2013","NULL","befolkningen_ellers","alle","prosent","65.7","sosialhjelp","NULL","NULL","0216"
"2013","NULL","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","0216"
"2013","NULL","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","0216"
"2013","NULL","norskfodte_m_innvf","1","personer","4","sosialhjelp","NULL","NULL","0216"
"2013","NULL","norskfodte_m_innvf","1","prosent","2.4","sosialhjelp","NULL","NULL","0216"
"2013","NULL","norskfodte_m_innvf","alle","personer","5","sosialhjelp","NULL","NULL","0216"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1.6","sosialhjelp","NULL","NULL","0216"
"2013","NULL","bef_u_innv_og_norskf","0","personer","84","sosialhjelp","NULL","NULL","0216"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","58.3","sosialhjelp","NULL","NULL","0216"
"2013","NULL","bef_u_innv_og_norskf","1","personer","116","sosialhjelp","NULL","NULL","0216"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","69","sosialhjelp","NULL","NULL","0216"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","200","sosialhjelp","NULL","NULL","0216"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","64.1","sosialhjelp","NULL","NULL","0216"
"2013","NULL","alle","0","personer","153","sosialhjelp","NULL","NULL","0217"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0217"
"2013","NULL","alle","1","personer","199","sosialhjelp","NULL","NULL","0217"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0217"
"2013","NULL","alle","alle","personer","352","sosialhjelp","NULL","NULL","0217"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0217"
"2013","NULL","innvandrere","0","personer","74","sosialhjelp","NULL","NULL","0217"
"2013","NULL","innvandrere","0","prosent","48.4","sosialhjelp","NULL","NULL","0217"
"2013","NULL","innvandrere","1","personer","93","sosialhjelp","NULL","NULL","0217"
"2013","NULL","innvandrere","1","prosent","46.7","sosialhjelp","NULL","NULL","0217"
"2013","NULL","innvandrere","alle","personer","167","sosialhjelp","NULL","NULL","0217"
"2013","NULL","innvandrere","alle","prosent","47.4","sosialhjelp","NULL","NULL","0217"
"2013","NULL","befolkningen_ellers","0","personer","79","sosialhjelp","NULL","NULL","0217"
"2013","NULL","befolkningen_ellers","0","prosent","51.6","sosialhjelp","NULL","NULL","0217"
"2013","NULL","befolkningen_ellers","1","personer","106","sosialhjelp","NULL","NULL","0217"
"2013","NULL","befolkningen_ellers","1","prosent","53.3","sosialhjelp","NULL","NULL","0217"
"2013","NULL","befolkningen_ellers","alle","personer","185","sosialhjelp","NULL","NULL","0217"
"2013","NULL","befolkningen_ellers","alle","prosent","52.6","sosialhjelp","NULL","NULL","0217"
"2013","NULL","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","0217"
"2013","NULL","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","0217"
"2013","NULL","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","0217"
"2013","NULL","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","0217"
"2013","NULL","norskfodte_m_innvf","alle","personer","6","sosialhjelp","NULL","NULL","0217"
"2013","NULL","norskfodte_m_innvf","alle","prosent","1.7","sosialhjelp","NULL","NULL","0217"
"2013","NULL","bef_u_innv_og_norskf","0","personer","76","sosialhjelp","NULL","NULL","0217"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","49.7","sosialhjelp","NULL","NULL","0217"
"2013","NULL","bef_u_innv_og_norskf","1","personer","103","sosialhjelp","NULL","NULL","0217"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","51.8","sosialhjelp","NULL","NULL","0217"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","179","sosialhjelp","NULL","NULL","0217"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","50.9","sosialhjelp","NULL","NULL","0217"
"2013","NULL","alle","0","personer","829","sosialhjelp","NULL","NULL","0219"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0219"
"2013","NULL","alle","1","personer","1009","sosialhjelp","NULL","NULL","0219"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0219"
"2013","NULL","alle","alle","personer","1838","sosialhjelp","NULL","NULL","0219"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0219"
"2013","NULL","innvandrere","0","personer","476","sosialhjelp","NULL","NULL","0219"
"2013","NULL","innvandrere","0","prosent","57.4","sosialhjelp","NULL","NULL","0219"
"2013","NULL","innvandrere","1","personer","505","sosialhjelp","NULL","NULL","0219"
"2013","NULL","innvandrere","1","prosent","50","sosialhjelp","NULL","NULL","0219"
"2013","NULL","innvandrere","alle","personer","981","sosialhjelp","NULL","NULL","0219"
"2013","NULL","innvandrere","alle","prosent","53.4","sosialhjelp","NULL","NULL","0219"
"2013","NULL","befolkningen_ellers","0","personer","353","sosialhjelp","NULL","NULL","0219"
"2013","NULL","befolkningen_ellers","0","prosent","42.6","sosialhjelp","NULL","NULL","0219"
"2013","NULL","befolkningen_ellers","1","personer","504","sosialhjelp","NULL","NULL","0219"
"2013","NULL","befolkningen_ellers","1","prosent","50","sosialhjelp","NULL","NULL","0219"
"2013","NULL","befolkningen_ellers","alle","personer","857","sosialhjelp","NULL","NULL","0219"
"2013","NULL","befolkningen_ellers","alle","prosent","46.6","sosialhjelp","NULL","NULL","0219"
"2013","NULL","norskfodte_m_innvf","0","personer","17","sosialhjelp","NULL","NULL","0219"
"2013","NULL","norskfodte_m_innvf","0","prosent","2.1","sosialhjelp","NULL","NULL","0219"
"2013","NULL","norskfodte_m_innvf","1","personer","19","sosialhjelp","NULL","NULL","0219"
"2013","NULL","norskfodte_m_innvf","1","prosent","1.9","sosialhjelp","NULL","NULL","0219"
"2013","NULL","norskfodte_m_innvf","alle","personer","36","sosialhjelp","NULL","NULL","0219"
"2013","NULL","norskfodte_m_innvf","alle","prosent","2","sosialhjelp","NULL","NULL","0219"
"2013","NULL","bef_u_innv_og_norskf","0","personer","336","sosialhjelp","NULL","NULL","0219"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","40.5","sosialhjelp","NULL","NULL","0219"
"2013","NULL","bef_u_innv_og_norskf","1","personer","485","sosialhjelp","NULL","NULL","0219"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","48.1","sosialhjelp","NULL","NULL","0219"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","821","sosialhjelp","NULL","NULL","0219"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","44.7","sosialhjelp","NULL","NULL","0219"
"2013","NULL","alle","0","personer","425","sosialhjelp","NULL","NULL","0220"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0220"
"2013","NULL","alle","1","personer","498","sosialhjelp","NULL","NULL","0220"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0220"
"2013","NULL","alle","alle","personer","923","sosialhjelp","NULL","NULL","0220"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0220"
"2013","NULL","innvandrere","0","personer","233","sosialhjelp","NULL","NULL","0220"
"2013","NULL","innvandrere","0","prosent","54.8","sosialhjelp","NULL","NULL","0220"
"2013","NULL","innvandrere","1","personer","251","sosialhjelp","NULL","NULL","0220"
"2013","NULL","innvandrere","1","prosent","50.4","sosialhjelp","NULL","NULL","0220"
"2013","NULL","innvandrere","alle","personer","484","sosialhjelp","NULL","NULL","0220"
"2013","NULL","innvandrere","alle","prosent","52.4","sosialhjelp","NULL","NULL","0220"
"2013","NULL","befolkningen_ellers","0","personer","192","sosialhjelp","NULL","NULL","0220"
"2013","NULL","befolkningen_ellers","0","prosent","45.2","sosialhjelp","NULL","NULL","0220"
"2013","NULL","befolkningen_ellers","1","personer","247","sosialhjelp","NULL","NULL","0220"
"2013","NULL","befolkningen_ellers","1","prosent","49.6","sosialhjelp","NULL","NULL","0220"
"2013","NULL","befolkningen_ellers","alle","personer","439","sosialhjelp","NULL","NULL","0220"
"2013","NULL","befolkningen_ellers","alle","prosent","47.6","sosialhjelp","NULL","NULL","0220"
"2013","NULL","norskfodte_m_innvf","0","personer","7","sosialhjelp","NULL","NULL","0220"
"2013","NULL","norskfodte_m_innvf","0","prosent","1.6","sosialhjelp","NULL","NULL","0220"
"2013","NULL","norskfodte_m_innvf","1","personer","15","sosialhjelp","NULL","NULL","0220"
"2013","NULL","norskfodte_m_innvf","1","prosent","3","sosialhjelp","NULL","NULL","0220"
"2013","NULL","norskfodte_m_innvf","alle","personer","22","sosialhjelp","NULL","NULL","0220"
"2013","NULL","norskfodte_m_innvf","alle","prosent","2.4","sosialhjelp","NULL","NULL","0220"
"2013","NULL","bef_u_innv_og_norskf","0","personer","185","sosialhjelp","NULL","NULL","0220"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","43.5","sosialhjelp","NULL","NULL","0220"
"2013","NULL","bef_u_innv_og_norskf","1","personer","232","sosialhjelp","NULL","NULL","0220"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","46.6","sosialhjelp","NULL","NULL","0220"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","417","sosialhjelp","NULL","NULL","0220"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","45.2","sosialhjelp","NULL","NULL","0220"
"2013","NULL","alle","0","personer","165","sosialhjelp","NULL","NULL","0221"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0221"
"2013","NULL","alle","1","personer","209","sosialhjelp","NULL","NULL","0221"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0221"
"2013","NULL","alle","alle","personer","374","sosialhjelp","NULL","NULL","0221"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0221"
"2013","NULL","innvandrere","0","personer","32","sosialhjelp","NULL","NULL","0221"
"2013","NULL","innvandrere","0","prosent","19.4","sosialhjelp","NULL","NULL","0221"
"2013","NULL","innvandrere","1","personer","48","sosialhjelp","NULL","NULL","0221"
"2013","NULL","innvandrere","1","prosent","23","sosialhjelp","NULL","NULL","0221"
"2013","NULL","innvandrere","alle","personer","80","sosialhjelp","NULL","NULL","0221"
"2013","NULL","innvandrere","alle","prosent","21.4","sosialhjelp","NULL","NULL","0221"
"2013","NULL","befolkningen_ellers","0","personer","133","sosialhjelp","NULL","NULL","0221"
"2013","NULL","befolkningen_ellers","0","prosent","80.6","sosialhjelp","NULL","NULL","0221"
"2013","NULL","befolkningen_ellers","1","personer","161","sosialhjelp","NULL","NULL","0221"
"2013","NULL","befolkningen_ellers","1","prosent","77","sosialhjelp","NULL","NULL","0221"
"2013","NULL","befolkningen_ellers","alle","personer","294","sosialhjelp","NULL","NULL","0221"
"2013","NULL","befolkningen_ellers","alle","prosent","78.6","sosialhjelp","NULL","NULL","0221"
"2013","NULL","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","0221"
"2013","NULL","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","0221"
"2013","NULL","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","0221"
"2013","NULL","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","0221"
"2013","NULL","norskfodte_m_innvf","alle","personer",":","sosialhjelp","NULL","NULL","0221"
"2013","NULL","norskfodte_m_innvf","alle","prosent",":","sosialhjelp","NULL","NULL","0221"
"2013","NULL","bef_u_innv_og_norskf","0","personer","132","sosialhjelp","NULL","NULL","0221"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","80","sosialhjelp","NULL","NULL","0221"
"2013","NULL","bef_u_innv_og_norskf","1","personer","161","sosialhjelp","NULL","NULL","0221"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","77","sosialhjelp","NULL","NULL","0221"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","293","sosialhjelp","NULL","NULL","0221"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","78.3","sosialhjelp","NULL","NULL","0221"
"2013","NULL","alle","0","personer","120","sosialhjelp","NULL","NULL","0226"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0226"
"2013","NULL","alle","1","personer","132","sosialhjelp","NULL","NULL","0226"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0226"
"2013","NULL","alle","alle","personer","252","sosialhjelp","NULL","NULL","0226"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0226"
"2013","NULL","innvandrere","0","personer","27","sosialhjelp","NULL","NULL","0226"
"2013","NULL","innvandrere","0","prosent","22.5","sosialhjelp","NULL","NULL","0226"
"2013","NULL","innvandrere","1","personer","51","sosialhjelp","NULL","NULL","0226"
"2013","NULL","innvandrere","1","prosent","38.6","sosialhjelp","NULL","NULL","0226"
"2013","NULL","innvandrere","alle","personer","78","sosialhjelp","NULL","NULL","0226"
"2013","NULL","innvandrere","alle","prosent","31","sosialhjelp","NULL","NULL","0226"
"2013","NULL","befolkningen_ellers","0","personer","93","sosialhjelp","NULL","NULL","0226"
"2013","NULL","befolkningen_ellers","0","prosent","77.5","sosialhjelp","NULL","NULL","0226"
"2013","NULL","befolkningen_ellers","1","personer","81","sosialhjelp","NULL","NULL","0226"
"2013","NULL","befolkningen_ellers","1","prosent","61.4","sosialhjelp","NULL","NULL","0226"
"2013","NULL","befolkningen_ellers","alle","personer","174","sosialhjelp","NULL","NULL","0226"
"2013","NULL","befolkningen_ellers","alle","prosent","69","sosialhjelp","NULL","NULL","0226"
"2013","NULL","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","0226"
"2013","NULL","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","0226"
"2013","NULL","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","0226"
"2013","NULL","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","0226"
"2013","NULL","norskfodte_m_innvf","alle","personer",":","sosialhjelp","NULL","NULL","0226"
"2013","NULL","norskfodte_m_innvf","alle","prosent",":","sosialhjelp","NULL","NULL","0226"
"2013","NULL","bef_u_innv_og_norskf","0","personer","92","sosialhjelp","NULL","NULL","0226"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","76.7","sosialhjelp","NULL","NULL","0226"
"2013","NULL","bef_u_innv_og_norskf","1","personer","80","sosialhjelp","NULL","NULL","0226"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","60.6","sosialhjelp","NULL","NULL","0226"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","172","sosialhjelp","NULL","NULL","0226"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","68.3","sosialhjelp","NULL","NULL","0226"
"2013","NULL","alle","0","personer","82","sosialhjelp","NULL","NULL","0227"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0227"
"2013","NULL","alle","1","personer","79","sosialhjelp","NULL","NULL","0227"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0227"
"2013","NULL","alle","alle","personer","161","sosialhjelp","NULL","NULL","0227"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0227"
"2013","NULL","innvandrere","0","personer","28","sosialhjelp","NULL","NULL","0227"
"2013","NULL","innvandrere","0","prosent","34.1","sosialhjelp","NULL","NULL","0227"
"2013","NULL","innvandrere","1","personer","26","sosialhjelp","NULL","NULL","0227"
"2013","NULL","innvandrere","1","prosent","32.9","sosialhjelp","NULL","NULL","0227"
"2013","NULL","innvandrere","alle","personer","54","sosialhjelp","NULL","NULL","0227"
"2013","NULL","innvandrere","alle","prosent","33.5","sosialhjelp","NULL","NULL","0227"
"2013","NULL","befolkningen_ellers","0","personer","54","sosialhjelp","NULL","NULL","0227"
"2013","NULL","befolkningen_ellers","0","prosent","65.9","sosialhjelp","NULL","NULL","0227"
"2013","NULL","befolkningen_ellers","1","personer","53","sosialhjelp","NULL","NULL","0227"
"2013","NULL","befolkningen_ellers","1","prosent","67.1","sosialhjelp","NULL","NULL","0227"
"2013","NULL","befolkningen_ellers","alle","personer","107","sosialhjelp","NULL","NULL","0227"
"2013","NULL","befolkningen_ellers","alle","prosent","66.5","sosialhjelp","NULL","NULL","0227"
"2013","NULL","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","0227"
"2013","NULL","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","0227"
"2013","NULL","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","0227"
"2013","NULL","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","0227"
"2013","NULL","norskfodte_m_innvf","alle","personer",":","sosialhjelp","NULL","NULL","0227"
"2013","NULL","norskfodte_m_innvf","alle","prosent",":","sosialhjelp","NULL","NULL","0227"
"2013","NULL","bef_u_innv_og_norskf","0","personer","54","sosialhjelp","NULL","NULL","0227"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","65.9","sosialhjelp","NULL","NULL","0227"
"2013","NULL","bef_u_innv_og_norskf","1","personer","51","sosialhjelp","NULL","NULL","0227"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","64.6","sosialhjelp","NULL","NULL","0227"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","105","sosialhjelp","NULL","NULL","0227"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","65.2","sosialhjelp","NULL","NULL","0227"
"2013","NULL","alle","0","personer","154","sosialhjelp","NULL","NULL","0228"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0228"
"2013","NULL","alle","1","personer","166","sosialhjelp","NULL","NULL","0228"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0228"
"2013","NULL","alle","alle","personer","320","sosialhjelp","NULL","NULL","0228"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0228"
"2013","NULL","innvandrere","0","personer","85","sosialhjelp","NULL","NULL","0228"
"2013","NULL","innvandrere","0","prosent","55.2","sosialhjelp","NULL","NULL","0228"
"2013","NULL","innvandrere","1","personer","84","sosialhjelp","NULL","NULL","0228"
"2013","NULL","innvandrere","1","prosent","50.6","sosialhjelp","NULL","NULL","0228"
"2013","NULL","innvandrere","alle","personer","169","sosialhjelp","NULL","NULL","0228"
"2013","NULL","innvandrere","alle","prosent","52.8","sosialhjelp","NULL","NULL","0228"
"2013","NULL","befolkningen_ellers","0","personer","69","sosialhjelp","NULL","NULL","0228"
"2013","NULL","befolkningen_ellers","0","prosent","44.8","sosialhjelp","NULL","NULL","0228"
"2013","NULL","befolkningen_ellers","1","personer","82","sosialhjelp","NULL","NULL","0228"
"2013","NULL","befolkningen_ellers","1","prosent","49.4","sosialhjelp","NULL","NULL","0228"
"2013","NULL","befolkningen_ellers","alle","personer","151","sosialhjelp","NULL","NULL","0228"
"2013","NULL","befolkningen_ellers","alle","prosent","47.2","sosialhjelp","NULL","NULL","0228"
"2013","NULL","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","0228"
"2013","NULL","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","0228"
"2013","NULL","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","0228"
"2013","NULL","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","0228"
"2013","NULL","norskfodte_m_innvf","alle","personer",":","sosialhjelp","NULL","NULL","0228"
"2013","NULL","norskfodte_m_innvf","alle","prosent",":","sosialhjelp","NULL","NULL","0228"
"2013","NULL","bef_u_innv_og_norskf","0","personer","68","sosialhjelp","NULL","NULL","0228"
"2013","NULL","bef_u_innv_og_norskf","0","prosent","44.2","sosialhjelp","NULL","NULL","0228"
"2013","NULL","bef_u_innv_og_norskf","1","personer","80","sosialhjelp","NULL","NULL","0228"
"2013","NULL","bef_u_innv_og_norskf","1","prosent","48.2","sosialhjelp","NULL","NULL","0228"
"2013","NULL","bef_u_innv_og_norskf","alle","personer","148","sosialhjelp","NULL","NULL","0228"
"2013","NULL","bef_u_innv_og_norskf","alle","prosent","46.3","sosialhjelp","NULL","NULL","0228"
"2013","NULL","alle","0","personer","90","sosialhjelp","NULL","NULL","0229"
"2013","NULL","alle","0","prosent","100","sosialhjelp","NULL","NULL","0229"
"2013","NULL","alle","1","personer","110","sosialhjelp","NULL","NULL","0229"
"2013","NULL","alle","1","prosent","100","sosialhjelp","NULL","NULL","0229"
"2013","NULL","alle","alle","personer","200","sosialhjelp","NULL","NULL","0229"
"2013","NULL","alle","alle","prosent","100","sosialhjelp","NULL","NULL","0229"
"2013","NULL","innvandrere","0","personer","16","sosialhjelp","NULL","NULL","0229"
"2013","NULL","innvandrere","0","prosent","17.8","sosialhjelp","NULL","NULL","0229"
"2013","NULL","innvandrere","1","personer","25","sosialhjelp","NULL","NULL","0229"
"2013","NULL","innvandrere","1","prosent","22.7","sosialhjelp","NULL","NULL","0229"
"2013","NULL","innvandrere","alle","personer","41","sosialhjelp","NULL","NULL","0229"
"2013","NULL","innvandrere","alle","prosent","20.5","sosialhjelp","NULL","NULL","0229"
"2013","NULL","befolkningen_ellers","0","personer","74","sosialhjelp","NULL","NULL","0229"
"2013","NULL","befolkningen_ellers","0","prosent","82.2","sosialhjelp","NULL","NULL","0229"
"2013","NULL","befolkningen_ellers","1","personer","85","sosialhjelp","NULL","NULL","0229"
"2013","NULL","befolkningen_ellers","1","prosent","77.3","sosialhjelp","NULL","NULL","0229"
"2013","NULL","befolkningen_ellers","alle","personer","159","sosialhjelp","NULL","NULL","0229"
"2013","NULL","befolkningen_ellers","alle","prosent","79.5","sosialhjelp","NULL","NULL","0229"
"2013","NULL","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","0229"
"2013","NULL","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","0229"
"2013","NULL","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","0229"
"2013","NULL","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","0229"
"2013","NULL","norskfodte_m_innvf","alle","personer",":","sosialhjelp","NULL","NULL","0229"
