"aar","bydel_nr","innvkat_3","aldersinndeling_etter_grskole","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","befolkningen_ellers","16_25","prosent","7.6","ikke_arbutd_innvkat_alder","NULL","19","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","1491","ikke_arbutd_innvkat_alder","NULL","19","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","17.8","ikke_arbutd_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","alle","personer","450","ikke_arbutd_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","alle","prosent","36.1","ikke_arbutd_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","16_25","personer","85","ikke_arbutd_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","16_25","prosent","44.3","ikke_arbutd_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","26_66","personer","365","ikke_arbutd_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","26_66","prosent","34.6","ikke_arbutd_innvkat_alder","NULL","19","NULL"
"2013","NULL","alle","alle","personer","23380","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","alle","prosent","19.7","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","16_25","personer","2941","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","16_25","prosent","13.5","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","26_66","personer","20439","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","26_66","prosent","21.1","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","16343","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","17.1","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","2054","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","11","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","14289","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","18.6","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","alle","personer","7037","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","alle","prosent","30.6","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","16_25","personer","887","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","16_25","prosent","28.2","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","26_66","personer","6150","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","26_66","prosent","30.9","ikke_arbutd_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","alle","personer","2100","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","alle","prosent","15.7","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","16_25","personer","293","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","16_25","prosent","11.6","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","26_66","personer","1807","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","26_66","prosent","16.6","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","1536","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","13.7","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","188","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","8.6","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","1348","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","14.9","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","alle","personer","564","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","alle","prosent","26.2","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","16_25","personer","105","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","16_25","prosent","30.3","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","26_66","personer","459","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","26_66","prosent","25.4","ikke_arbutd_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","alle","personer","3520","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","alle","prosent","16.2","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","16_25","personer","443","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","16_25","prosent","11.1","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","26_66","personer","3077","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","26_66","prosent","17.3","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","2683","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","14.5","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","307","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","8.7","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","2376","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","15.9","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","alle","personer","837","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","alle","prosent","25.7","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","16_25","personer","136","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","16_25","prosent","27.6","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","26_66","personer","701","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","26_66","prosent","25.3","ikke_arbutd_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","alle","personer","2603","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","alle","prosent","20.4","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","16_25","personer","289","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","16_25","prosent","13.3","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","26_66","personer","2314","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","26_66","prosent","21.9","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","2216","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","19.3","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","232","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","11.5","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","1984","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","20.9","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","alle","personer","387","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","alle","prosent","31","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","16_25","personer","57","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","16_25","prosent","34.5","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","26_66","personer","330","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","26_66","prosent","30.4","ikke_arbutd_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","alle","personer","5077","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","alle","prosent","20.9","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","16_25","personer","624","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","16_25","prosent","13.8","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","26_66","personer","4453","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","26_66","prosent","22.6","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","4104","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","19.5","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","478","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","11.9","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","3626","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","21.3","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","alle","personer","973","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","alle","prosent","30.2","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","16_25","personer","146","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","16_25","prosent","29.3","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","26_66","personer","827","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","26_66","prosent","30.3","ikke_arbutd_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","alle","personer","18296","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","alle","alle","prosent","20.5","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","alle","16_25","personer","2475","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","alle","16_25","prosent","14.2","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","alle","26_66","personer","15821","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","alle","26_66","prosent","22","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","14922","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","19.2","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","1905","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","12.3","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","13017","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","20.9","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","innvandrere","alle","personer","3374","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","innvandrere","alle","prosent","29.6","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","innvandrere","16_25","personer","570","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","innvandrere","16_25","prosent","29.8","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","innvandrere","26_66","personer","2804","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","innvandrere","26_66","prosent","29.6","ikke_arbutd_innvkat_alder","NULL","25","NULL"
"2013","NULL","alle","alle","personer","13470","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","alle","alle","prosent","22.6","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","alle","16_25","personer","1754","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","alle","16_25","prosent","15.6","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","alle","26_66","personer","11716","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","alle","26_66","prosent","24.3","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","10727","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","20.9","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","1330","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","13.3","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","9397","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","22.8","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","innvandrere","alle","personer","2743","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","innvandrere","alle","prosent","33.5","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","innvandrere","16_25","personer","424","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","innvandrere","16_25","prosent","34.6","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","innvandrere","26_66","personer","2319","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","innvandrere","26_66","prosent","33.3","ikke_arbutd_innvkat_alder","NULL","26","NULL"
"2013","NULL","alle","alle","personer","17797","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","alle","alle","prosent","22.3","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","alle","16_25","personer","2404","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","alle","16_25","prosent","15.2","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","alle","26_66","personer","15393","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","alle","26_66","prosent","24.1","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","14334","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","20.4","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","1774","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","12.6","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","12560","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","22.4","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","innvandrere","alle","personer","3463","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","innvandrere","alle","prosent","35.5","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","innvandrere","16_25","personer","630","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","innvandrere","16_25","prosent","35.4","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","innvandrere","26_66","personer","2833","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","innvandrere","26_66","prosent","35.5","ikke_arbutd_innvkat_alder","NULL","27","NULL"
"2013","NULL","alle","alle","personer","2297","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","alle","alle","prosent","20.9","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","alle","16_25","personer","299","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","alle","16_25","prosent","13.1","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","alle","26_66","personer","1998","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","alle","26_66","prosent","23","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","1873","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","19.4","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","202","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","10.4","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","1671","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","21.7","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","innvandrere","alle","personer","424","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","innvandrere","alle","prosent","32","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","innvandrere","16_25","personer","97","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","innvandrere","16_25","prosent","28","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","innvandrere","26_66","personer","327","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","innvandrere","26_66","prosent","33.4","ikke_arbutd_innvkat_alder","NULL","28","NULL"
"2013","NULL","alle","alle","personer","2821","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","alle","alle","prosent","21.8","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","alle","16_25","personer","355","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","alle","16_25","prosent","14.4","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","alle","26_66","personer","2466","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","alle","26_66","prosent","23.5","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","2350","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","20.3","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","256","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","11.6","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","2094","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","22.4","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","innvandrere","alle","personer","471","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","innvandrere","alle","prosent","33.3","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","innvandrere","16_25","personer","99","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","innvandrere","16_25","prosent","38.8","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","innvandrere","26_66","personer","372","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","innvandrere","26_66","prosent","32.1","ikke_arbutd_innvkat_alder","NULL","29","NULL"
"2013","NULL","alle","alle","personer","1448","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","alle","alle","prosent","15.8","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","alle","16_25","personer","160","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","alle","16_25","prosent","9.2","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","alle","26_66","personer","1288","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","alle","26_66","prosent","17.4","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","1247","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","15","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","132","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","8.1","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","1115","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","16.7","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","innvandrere","alle","personer","201","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","innvandrere","alle","prosent","23.7","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","innvandrere","16_25","personer","28","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","innvandrere","16_25","prosent","23.9","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","innvandrere","26_66","personer","173","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","innvandrere","26_66","prosent","23.6","ikke_arbutd_innvkat_alder","NULL","30","NULL"
"2013","NULL","alle","alle","personer","826","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","alle","alle","prosent","18.2","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","alle","16_25","personer","93","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","alle","16_25","prosent","10.6","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","alle","26_66","personer","733","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","alle","26_66","prosent","20","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","664","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","16.6","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","70","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","9","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","594","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","18.5","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","innvandrere","alle","personer","162","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","innvandrere","alle","prosent","29.1","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","innvandrere","16_25","personer","23","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","innvandrere","16_25","prosent","22.8","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","innvandrere","26_66","personer","139","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","innvandrere","26_66","prosent","30.5","ikke_arbutd_innvkat_alder","NULL","31","NULL"
"2013","NULL","alle","alle","personer","13557","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","alle","alle","prosent","22.7","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","alle","16_25","personer","1772","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","alle","16_25","prosent","14.8","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","alle","26_66","personer","11785","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","alle","26_66","prosent","24.7","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","11108","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","21.2","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","1383","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","12.9","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","9725","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","23.3","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","innvandrere","alle","personer","2449","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","innvandrere","alle","prosent","33.6","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","innvandrere","16_25","personer","389","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","innvandrere","16_25","prosent","31.1","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","innvandrere","26_66","personer","2060","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","innvandrere","26_66","prosent","34.1","ikke_arbutd_innvkat_alder","NULL","32","NULL"
"2013","NULL","alle","alle","personer","4282","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","alle","alle","prosent","18.6","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","alle","16_25","personer","535","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","alle","16_25","prosent","11.2","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","alle","26_66","personer","3747","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","alle","26_66","prosent","20.6","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","3515","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","17.2","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","befolkningen_ellers","16_25","personer","392","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","befolkningen_ellers","16_25","prosent","9","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","befolkningen_ellers","26_66","personer","3123","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","befolkningen_ellers","26_66","prosent","19.4","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","innvandrere","alle","personer","767","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","innvandrere","alle","prosent","30.9","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","innvandrere","16_25","personer","143","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","innvandrere","16_25","prosent","35.2","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","innvandrere","26_66","personer","624","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","innvandrere","26_66","prosent","30.1","ikke_arbutd_innvkat_alder","NULL","33","NULL"
"2013","NULL","alle","alle","personer","3385","ikke_arbutd_innvkat_alder","NULL","34","NULL"
"2013","NULL","alle","alle","prosent","20.8","ikke_arbutd_innvkat_alder","NULL","34","NULL"
"2013","NULL","alle","16_25","personer","432","ikke_arbutd_innvkat_alder","NULL","34","NULL"
