"aar","bydel_nr","flytting","innvkat_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","Fylke","naringsregion_nr","kommune_nr"
"2013","NULL","innflytting","befolkningen_ellers","alle","personer","841","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utflytting","alle","alle","personer","910","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utflytting","innvandrere","1","personer","78","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utflytting","innvandrere","2","personer","53","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utflytting","innvandrere","alle","personer","131","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utflytting","befolkningen_ellers","alle","personer","779","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnflytting","alle","alle","personer","111","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnflytting","innvandrere","1","personer","16","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnflytting","innvandrere","2","personer","33","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnflytting","innvandrere","alle","personer","49","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnflytting","befolkningen_ellers","alle","personer","62","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","innvandring_og_innflytting","alle","alle","personer","1116","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","innvandring_og_innflytting","innvandrere","1","personer","143","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","innvandring_og_innflytting","innvandrere","2","personer","113","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","innvandring_og_innflytting","innvandrere","alle","personer","256","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","innvandring_og_innflytting","befolkningen_ellers","alle","personer","860","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utvandring_og_utflytting","alle","alle","personer","972","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utvandring_og_utflytting","innvandrere","1","personer","90","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utvandring_og_utflytting","innvandrere","2","personer","74","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utvandring_og_utflytting","innvandrere","alle","personer","164","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","utvandring_og_utflytting","befolkningen_ellers","alle","personer","808","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","alle","alle","personer","144","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","1","personer","53","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","2","personer","39","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","alle","personer","92","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","alle","personer","52","befolkning_flytting","NULL","NULL","NULL","0136"
"2013","NULL","innvandring","alle","alle","personer","38","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring","innvandrere","1","personer","24","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring","innvandrere","2","personer","5","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring","innvandrere","alle","personer","29","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring","befolkningen_ellers","alle","personer","9","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring","alle","alle","personer","14","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring","innvandrere","1","personer","11","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring","innvandrere","2","personer","0","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring","innvandrere","alle","personer","11","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring","befolkningen_ellers","alle","personer","3","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring","alle","alle","personer","24","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring","innvandrere","1","personer","13","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring","innvandrere","2","personer","5","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring","innvandrere","alle","personer","18","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring","befolkningen_ellers","alle","personer","6","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innflytting","alle","alle","personer","445","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innflytting","innvandrere","1","personer","34","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innflytting","innvandrere","2","personer","17","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innflytting","innvandrere","alle","personer","51","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innflytting","befolkningen_ellers","alle","personer","394","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utflytting","alle","alle","personer","366","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utflytting","innvandrere","1","personer","47","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utflytting","innvandrere","2","personer","18","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utflytting","innvandrere","alle","personer","65","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utflytting","befolkningen_ellers","alle","personer","301","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnflytting","alle","alle","personer","79","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnflytting","innvandrere","1","personer","-13","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnflytting","innvandrere","2","personer","-1","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnflytting","innvandrere","alle","personer","-14","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnflytting","befolkningen_ellers","alle","personer","93","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring_og_innflytting","alle","alle","personer","483","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring_og_innflytting","innvandrere","1","personer","58","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring_og_innflytting","innvandrere","2","personer","22","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring_og_innflytting","innvandrere","alle","personer","80","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring_og_innflytting","befolkningen_ellers","alle","personer","403","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring_og_utflytting","alle","alle","personer","380","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring_og_utflytting","innvandrere","1","personer","58","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring_og_utflytting","innvandrere","2","personer","18","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring_og_utflytting","innvandrere","alle","personer","76","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","utvandring_og_utflytting","befolkningen_ellers","alle","personer","304","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","alle","alle","personer","103","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","1","personer","0","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","2","personer","4","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","alle","personer","4","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","alle","personer","99","befolkning_flytting","NULL","NULL","NULL","0137"
"2013","NULL","innvandring","alle","alle","personer","140","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring","innvandrere","1","personer","64","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring","innvandrere","2","personer","65","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring","innvandrere","alle","personer","129","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring","befolkningen_ellers","alle","personer","11","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring","alle","alle","personer","26","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring","innvandrere","1","personer","13","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring","innvandrere","2","personer","5","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring","innvandrere","alle","personer","18","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring","befolkningen_ellers","alle","personer","8","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring","alle","alle","personer","114","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring","innvandrere","1","personer","51","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring","innvandrere","2","personer","60","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring","innvandrere","alle","personer","111","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring","befolkningen_ellers","alle","personer","3","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innflytting","alle","alle","personer","446","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innflytting","innvandrere","1","personer","54","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innflytting","innvandrere","2","personer","48","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innflytting","innvandrere","alle","personer","102","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innflytting","befolkningen_ellers","alle","personer","344","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utflytting","alle","alle","personer","400","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utflytting","innvandrere","1","personer","53","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utflytting","innvandrere","2","personer","64","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utflytting","innvandrere","alle","personer","117","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utflytting","befolkningen_ellers","alle","personer","283","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnflytting","alle","alle","personer","46","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnflytting","innvandrere","1","personer","1","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnflytting","innvandrere","2","personer","-16","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnflytting","innvandrere","alle","personer","-15","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnflytting","befolkningen_ellers","alle","personer","61","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring_og_innflytting","alle","alle","personer","586","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring_og_innflytting","innvandrere","1","personer","118","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring_og_innflytting","innvandrere","2","personer","113","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring_og_innflytting","innvandrere","alle","personer","231","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring_og_innflytting","befolkningen_ellers","alle","personer","355","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring_og_utflytting","alle","alle","personer","426","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring_og_utflytting","innvandrere","1","personer","66","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring_og_utflytting","innvandrere","2","personer","69","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring_og_utflytting","innvandrere","alle","personer","135","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","utvandring_og_utflytting","befolkningen_ellers","alle","personer","291","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","alle","alle","personer","160","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","1","personer","52","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","2","personer","44","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","alle","personer","96","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","alle","personer","64","befolkning_flytting","NULL","NULL","NULL","0138"
"2013","NULL","innvandring","alle","alle","personer","204","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring","innvandrere","1","personer","83","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring","innvandrere","2","personer","82","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring","innvandrere","alle","personer","165","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring","befolkningen_ellers","alle","personer","39","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring","alle","alle","personer","86","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring","innvandrere","1","personer","34","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring","innvandrere","2","personer","17","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring","innvandrere","alle","personer","51","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring","befolkningen_ellers","alle","personer","35","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring","alle","alle","personer","118","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring","innvandrere","1","personer","49","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring","innvandrere","2","personer","65","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring","innvandrere","alle","personer","114","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring","befolkningen_ellers","alle","personer","4","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innflytting","alle","alle","personer","1046","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innflytting","innvandrere","1","personer","116","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innflytting","innvandrere","2","personer","81","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innflytting","innvandrere","alle","personer","197","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innflytting","befolkningen_ellers","alle","personer","849","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utflytting","alle","alle","personer","933","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utflytting","innvandrere","1","personer","92","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utflytting","innvandrere","2","personer","118","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utflytting","innvandrere","alle","personer","210","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utflytting","befolkningen_ellers","alle","personer","723","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnflytting","alle","alle","personer","113","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnflytting","innvandrere","1","personer","24","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnflytting","innvandrere","2","personer","-37","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnflytting","innvandrere","alle","personer","-13","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnflytting","befolkningen_ellers","alle","personer","126","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring_og_innflytting","alle","alle","personer","1250","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring_og_innflytting","innvandrere","1","personer","199","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring_og_innflytting","innvandrere","2","personer","163","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring_og_innflytting","innvandrere","alle","personer","362","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring_og_innflytting","befolkningen_ellers","alle","personer","888","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring_og_utflytting","alle","alle","personer","1019","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring_og_utflytting","innvandrere","1","personer","126","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring_og_utflytting","innvandrere","2","personer","135","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring_og_utflytting","innvandrere","alle","personer","261","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","utvandring_og_utflytting","befolkningen_ellers","alle","personer","758","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","alle","alle","personer","231","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","1","personer","73","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","2","personer","28","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","alle","personer","101","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","alle","personer","130","befolkning_flytting","NULL","NULL","NULL","0211"
"2013","NULL","innvandring","alle","alle","personer","313","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring","innvandrere","1","personer","170","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring","innvandrere","2","personer","83","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring","innvandrere","alle","personer","253","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring","befolkningen_ellers","alle","personer","60","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring","alle","alle","personer","173","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring","innvandrere","1","personer","64","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring","innvandrere","2","personer","36","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring","innvandrere","alle","personer","100","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring","befolkningen_ellers","alle","personer","73","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring","alle","alle","personer","140","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring","innvandrere","1","personer","106","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring","innvandrere","2","personer","47","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring","innvandrere","alle","personer","153","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring","befolkningen_ellers","alle","personer","-13","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innflytting","alle","alle","personer","1774","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innflytting","innvandrere","1","personer","180","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innflytting","innvandrere","2","personer","218","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innflytting","innvandrere","alle","personer","398","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innflytting","befolkningen_ellers","alle","personer","1376","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utflytting","alle","alle","personer","1795","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utflytting","innvandrere","1","personer","197","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utflytting","innvandrere","2","personer","160","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utflytting","innvandrere","alle","personer","357","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utflytting","befolkningen_ellers","alle","personer","1438","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnflytting","alle","alle","personer","-21","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnflytting","innvandrere","1","personer","-17","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnflytting","innvandrere","2","personer","58","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnflytting","innvandrere","alle","personer","41","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnflytting","befolkningen_ellers","alle","personer","-62","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring_og_innflytting","alle","alle","personer","2087","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring_og_innflytting","innvandrere","1","personer","350","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring_og_innflytting","innvandrere","2","personer","301","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring_og_innflytting","innvandrere","alle","personer","651","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring_og_innflytting","befolkningen_ellers","alle","personer","1436","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring_og_utflytting","alle","alle","personer","1968","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring_og_utflytting","innvandrere","1","personer","261","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring_og_utflytting","innvandrere","2","personer","196","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring_og_utflytting","innvandrere","alle","personer","457","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","utvandring_og_utflytting","befolkningen_ellers","alle","personer","1511","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","alle","alle","personer","119","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","1","personer","89","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","2","personer","105","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","alle","personer","194","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","alle","personer","-75","befolkning_flytting","NULL","NULL","NULL","0213"
"2013","NULL","innvandring","alle","alle","personer","409","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innvandring","innvandrere","1","personer","189","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innvandring","innvandrere","2","personer","189","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innvandring","innvandrere","alle","personer","378","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innvandring","befolkningen_ellers","alle","personer","31","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring","alle","alle","personer","251","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring","innvandrere","1","personer","83","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring","innvandrere","2","personer","120","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring","innvandrere","alle","personer","203","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring","befolkningen_ellers","alle","personer","48","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnvandring","alle","alle","personer","158","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnvandring","innvandrere","1","personer","106","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnvandring","innvandrere","2","personer","69","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnvandring","innvandrere","alle","personer","175","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnvandring","befolkningen_ellers","alle","personer","-17","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innflytting","alle","alle","personer","1464","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innflytting","innvandrere","1","personer","155","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innflytting","innvandrere","2","personer","196","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innflytting","innvandrere","alle","personer","351","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innflytting","befolkningen_ellers","alle","personer","1113","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utflytting","alle","alle","personer","1324","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utflytting","innvandrere","1","personer","118","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utflytting","innvandrere","2","personer","206","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utflytting","innvandrere","alle","personer","324","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utflytting","befolkningen_ellers","alle","personer","1000","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnflytting","alle","alle","personer","140","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnflytting","innvandrere","1","personer","37","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnflytting","innvandrere","2","personer","-10","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnflytting","innvandrere","alle","personer","27","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnflytting","befolkningen_ellers","alle","personer","113","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innvandring_og_innflytting","alle","alle","personer","1873","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innvandring_og_innflytting","innvandrere","1","personer","344","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innvandring_og_innflytting","innvandrere","2","personer","385","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innvandring_og_innflytting","innvandrere","alle","personer","729","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","innvandring_og_innflytting","befolkningen_ellers","alle","personer","1144","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring_og_utflytting","alle","alle","personer","1575","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring_og_utflytting","innvandrere","1","personer","201","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring_og_utflytting","innvandrere","2","personer","326","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring_og_utflytting","innvandrere","alle","personer","527","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","utvandring_og_utflytting","befolkningen_ellers","alle","personer","1048","befolkning_flytting","NULL","NULL","NULL","0214"
"2013","NULL","nettoinnvandring_og_nettoinnflytting","alle","alle","personer","298","befolkning_flytting","NULL","NULL","NULL","0214"
