"tabell_navn","aar","kommune_nr","fylke_nr","bydel_nr","naringsregion_nr","innvkat_3","kjonn","enhet","tabellvariabel"
"sosialhjelp","2013","1449","NULL","NULL","NULL","alle","alle","personer","95"
"sosialhjelp","2013","1449","NULL","NULL","NULL","alle","alle","prosent","1.75"
"sosialhjelp","2013","1449","NULL","NULL","NULL","alle","1","personer","55"
"sosialhjelp","2013","1449","NULL","NULL","NULL","alle","1","prosent","1.91"
"sosialhjelp","2013","1449","NULL","NULL","NULL","alle","0","personer","40"
"sosialhjelp","2013","1449","NULL","NULL","NULL","alle","0","prosent","1.57"
"sosialhjelp","2013","1449","NULL","NULL","NULL","befolkningen_ellers","alle","personer","58"
"sosialhjelp","2013","1449","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.26"
"sosialhjelp","2013","1449","NULL","NULL","NULL","befolkningen_ellers","1","personer","36"
"sosialhjelp","2013","1449","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.53"
"sosialhjelp","2013","1449","NULL","NULL","NULL","befolkningen_ellers","0","personer","22"
"sosialhjelp","2013","1449","NULL","NULL","NULL","befolkningen_ellers","0","prosent","0.99"
"sosialhjelp","2013","1449","NULL","NULL","NULL","innvandrere","alle","personer","37"
"sosialhjelp","2013","1449","NULL","NULL","NULL","innvandrere","alle","prosent","4.37"
"sosialhjelp","2013","1449","NULL","NULL","NULL","innvandrere","1","personer","19"
"sosialhjelp","2013","1449","NULL","NULL","NULL","innvandrere","1","prosent","3.63"
"sosialhjelp","2013","1449","NULL","NULL","NULL","innvandrere","0","personer","18"
"sosialhjelp","2013","1449","NULL","NULL","NULL","innvandrere","0","prosent","5.59"
"sosialhjelp","2013","1502","NULL","NULL","NULL","alle","alle","personer","510"
"sosialhjelp","2013","1502","NULL","NULL","NULL","alle","alle","prosent","2.49"
"sosialhjelp","2013","1502","NULL","NULL","NULL","alle","1","personer","276"
"sosialhjelp","2013","1502","NULL","NULL","NULL","alle","1","prosent","2.70"
"sosialhjelp","2013","1502","NULL","NULL","NULL","alle","0","personer","234"
"sosialhjelp","2013","1502","NULL","NULL","NULL","alle","0","prosent","2.27"
"sosialhjelp","2013","1502","NULL","NULL","NULL","befolkningen_ellers","alle","personer","358"
"sosialhjelp","2013","1502","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.95"
"sosialhjelp","2013","1502","NULL","NULL","NULL","befolkningen_ellers","1","personer","203"
"sosialhjelp","2013","1502","NULL","NULL","NULL","befolkningen_ellers","1","prosent","2.23"
"sosialhjelp","2013","1502","NULL","NULL","NULL","befolkningen_ellers","0","personer","155"
"sosialhjelp","2013","1502","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.66"
"sosialhjelp","2013","1502","NULL","NULL","NULL","innvandrere","alle","personer","152"
"sosialhjelp","2013","1502","NULL","NULL","NULL","innvandrere","alle","prosent","7.24"
"sosialhjelp","2013","1502","NULL","NULL","NULL","innvandrere","1","personer","73"
"sosialhjelp","2013","1502","NULL","NULL","NULL","innvandrere","1","prosent","6.51"
"sosialhjelp","2013","1502","NULL","NULL","NULL","innvandrere","0","personer","79"
"sosialhjelp","2013","1502","NULL","NULL","NULL","innvandrere","0","prosent","8.09"
"sosialhjelp","2013","1504","NULL","NULL","NULL","alle","alle","personer","898"
"sosialhjelp","2013","1504","NULL","NULL","NULL","alle","alle","prosent","2.52"
"sosialhjelp","2013","1504","NULL","NULL","NULL","alle","1","personer","497"
"sosialhjelp","2013","1504","NULL","NULL","NULL","alle","1","prosent","2.75"
"sosialhjelp","2013","1504","NULL","NULL","NULL","alle","0","personer","401"
"sosialhjelp","2013","1504","NULL","NULL","NULL","alle","0","prosent","2.28"
"sosialhjelp","2013","1504","NULL","NULL","NULL","befolkningen_ellers","alle","personer","650"
"sosialhjelp","2013","1504","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","2.09"
"sosialhjelp","2013","1504","NULL","NULL","NULL","befolkningen_ellers","1","personer","357"
"sosialhjelp","2013","1504","NULL","NULL","NULL","befolkningen_ellers","1","prosent","2.29"
"sosialhjelp","2013","1504","NULL","NULL","NULL","befolkningen_ellers","0","personer","293"
"sosialhjelp","2013","1504","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.88"
"sosialhjelp","2013","1504","NULL","NULL","NULL","innvandrere","alle","personer","248"
"sosialhjelp","2013","1504","NULL","NULL","NULL","innvandrere","alle","prosent","5.54"
"sosialhjelp","2013","1504","NULL","NULL","NULL","innvandrere","1","personer","140"
"sosialhjelp","2013","1504","NULL","NULL","NULL","innvandrere","1","prosent","5.56"
"sosialhjelp","2013","1504","NULL","NULL","NULL","innvandrere","0","personer","108"
"sosialhjelp","2013","1504","NULL","NULL","NULL","innvandrere","0","prosent","5.51"
"sosialhjelp","2013","1505","NULL","NULL","NULL","alle","alle","personer","596"
"sosialhjelp","2013","1505","NULL","NULL","NULL","alle","alle","prosent","3.09"
"sosialhjelp","2013","1505","NULL","NULL","NULL","alle","1","personer","319"
"sosialhjelp","2013","1505","NULL","NULL","NULL","alle","1","prosent","3.28"
"sosialhjelp","2013","1505","NULL","NULL","NULL","alle","0","personer","277"
"sosialhjelp","2013","1505","NULL","NULL","NULL","alle","0","prosent","2.90"
"sosialhjelp","2013","1505","NULL","NULL","NULL","befolkningen_ellers","alle","personer","424"
"sosialhjelp","2013","1505","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","2.47"
"sosialhjelp","2013","1505","NULL","NULL","NULL","befolkningen_ellers","1","personer","233"
"sosialhjelp","2013","1505","NULL","NULL","NULL","befolkningen_ellers","1","prosent","2.72"
"sosialhjelp","2013","1505","NULL","NULL","NULL","befolkningen_ellers","0","personer","191"
"sosialhjelp","2013","1505","NULL","NULL","NULL","befolkningen_ellers","0","prosent","2.23"
"sosialhjelp","2013","1505","NULL","NULL","NULL","innvandrere","alle","personer","172"
"sosialhjelp","2013","1505","NULL","NULL","NULL","innvandrere","alle","prosent","8.17"
"sosialhjelp","2013","1505","NULL","NULL","NULL","innvandrere","1","personer","86"
"sosialhjelp","2013","1505","NULL","NULL","NULL","innvandrere","1","prosent","7.53"
"sosialhjelp","2013","1505","NULL","NULL","NULL","innvandrere","0","personer","86"
"sosialhjelp","2013","1505","NULL","NULL","NULL","innvandrere","0","prosent","8.92"
"sosialhjelp","2013","1511","NULL","NULL","NULL","alle","alle","personer","33"
"sosialhjelp","2013","1511","NULL","NULL","NULL","alle","alle","prosent","1.24"
"sosialhjelp","2013","1511","NULL","NULL","NULL","alle","1","personer","18"
"sosialhjelp","2013","1511","NULL","NULL","NULL","alle","1","prosent","1.32"
"sosialhjelp","2013","1511","NULL","NULL","NULL","alle","0","personer","15"
"sosialhjelp","2013","1511","NULL","NULL","NULL","alle","0","prosent","1.16"
"sosialhjelp","2013","1511","NULL","NULL","NULL","befolkningen_ellers","alle","personer","29"
"sosialhjelp","2013","1511","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.16"
"sosialhjelp","2013","1511","NULL","NULL","NULL","befolkningen_ellers","1","personer","15"
"sosialhjelp","2013","1511","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.15"
"sosialhjelp","2013","1511","NULL","NULL","NULL","befolkningen_ellers","0","personer","14"
"sosialhjelp","2013","1511","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.16"
"sosialhjelp","2013","1511","NULL","NULL","NULL","innvandrere","alle","personer","4"
"sosialhjelp","2013","1511","NULL","NULL","NULL","innvandrere","alle","prosent","2.65"
"sosialhjelp","2013","1511","NULL","NULL","NULL","innvandrere","1","personer","3"
"sosialhjelp","2013","1511","NULL","NULL","NULL","innvandrere","1","prosent","4.62"
"sosialhjelp","2013","1511","NULL","NULL","NULL","innvandrere","0","personer",":"
"sosialhjelp","2013","1511","NULL","NULL","NULL","innvandrere","0","prosent",":"
"sosialhjelp","2013","1514","NULL","NULL","NULL","alle","alle","personer","24"
"sosialhjelp","2013","1514","NULL","NULL","NULL","alle","alle","prosent","1.13"
"sosialhjelp","2013","1514","NULL","NULL","NULL","alle","1","personer","15"
"sosialhjelp","2013","1514","NULL","NULL","NULL","alle","1","prosent","1.35"
"sosialhjelp","2013","1514","NULL","NULL","NULL","alle","0","personer","9"
"sosialhjelp","2013","1514","NULL","NULL","NULL","alle","0","prosent","0.90"
"sosialhjelp","2013","1514","NULL","NULL","NULL","befolkningen_ellers","alle","personer","20"
"sosialhjelp","2013","1514","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.13"
"sosialhjelp","2013","1514","NULL","NULL","NULL","befolkningen_ellers","1","personer","12"
"sosialhjelp","2013","1514","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.36"
"sosialhjelp","2013","1514","NULL","NULL","NULL","befolkningen_ellers","0","personer","8"
"sosialhjelp","2013","1514","NULL","NULL","NULL","befolkningen_ellers","0","prosent","0.90"
"sosialhjelp","2013","1514","NULL","NULL","NULL","innvandrere","alle","personer","4"
"sosialhjelp","2013","1514","NULL","NULL","NULL","innvandrere","alle","prosent","1.15"
"sosialhjelp","2013","1514","NULL","NULL","NULL","innvandrere","1","personer","3"
"sosialhjelp","2013","1514","NULL","NULL","NULL","innvandrere","1","prosent","1.31"
"sosialhjelp","2013","1514","NULL","NULL","NULL","innvandrere","0","personer",":"
"sosialhjelp","2013","1514","NULL","NULL","NULL","innvandrere","0","prosent",":"
"sosialhjelp","2013","1515","NULL","NULL","NULL","alle","alle","personer","158"
"sosialhjelp","2013","1515","NULL","NULL","NULL","alle","alle","prosent","2.32"
"sosialhjelp","2013","1515","NULL","NULL","NULL","alle","1","personer","77"
"sosialhjelp","2013","1515","NULL","NULL","NULL","alle","1","prosent","2.23"
"sosialhjelp","2013","1515","NULL","NULL","NULL","alle","0","personer","81"
"sosialhjelp","2013","1515","NULL","NULL","NULL","alle","0","prosent","2.41"
"sosialhjelp","2013","1515","NULL","NULL","NULL","befolkningen_ellers","alle","personer","117"
"sosialhjelp","2013","1515","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.93"
"sosialhjelp","2013","1515","NULL","NULL","NULL","befolkningen_ellers","1","personer","60"
"sosialhjelp","2013","1515","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.94"
"sosialhjelp","2013","1515","NULL","NULL","NULL","befolkningen_ellers","0","personer","57"
"sosialhjelp","2013","1515","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.92"
"sosialhjelp","2013","1515","NULL","NULL","NULL","innvandrere","alle","personer","41"
"sosialhjelp","2013","1515","NULL","NULL","NULL","innvandrere","alle","prosent","5.42"
"sosialhjelp","2013","1515","NULL","NULL","NULL","innvandrere","1","personer","17"
"sosialhjelp","2013","1515","NULL","NULL","NULL","innvandrere","1","prosent","4.71"
"sosialhjelp","2013","1515","NULL","NULL","NULL","innvandrere","0","personer","24"
"sosialhjelp","2013","1515","NULL","NULL","NULL","innvandrere","0","prosent","6.08"
"sosialhjelp","2013","1516","NULL","NULL","NULL","alle","alle","personer","161"
"sosialhjelp","2013","1516","NULL","NULL","NULL","alle","alle","prosent","2.64"
"sosialhjelp","2013","1516","NULL","NULL","NULL","alle","1","personer","75"
"sosialhjelp","2013","1516","NULL","NULL","NULL","alle","1","prosent","2.32"
"sosialhjelp","2013","1516","NULL","NULL","NULL","alle","0","personer","86"
"sosialhjelp","2013","1516","NULL","NULL","NULL","alle","0","prosent","3.00"
"sosialhjelp","2013","1516","NULL","NULL","NULL","befolkningen_ellers","alle","personer","96"
"sosialhjelp","2013","1516","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.89"
"sosialhjelp","2013","1516","NULL","NULL","NULL","befolkningen_ellers","1","personer","54"
"sosialhjelp","2013","1516","NULL","NULL","NULL","befolkningen_ellers","1","prosent","2.09"
"sosialhjelp","2013","1516","NULL","NULL","NULL","befolkningen_ellers","0","personer","42"
"sosialhjelp","2013","1516","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.69"
"sosialhjelp","2013","1516","NULL","NULL","NULL","innvandrere","alle","personer","65"
"sosialhjelp","2013","1516","NULL","NULL","NULL","innvandrere","alle","prosent","6.31"
"sosialhjelp","2013","1516","NULL","NULL","NULL","innvandrere","1","personer","21"
"sosialhjelp","2013","1516","NULL","NULL","NULL","innvandrere","1","prosent","3.21"
"sosialhjelp","2013","1516","NULL","NULL","NULL","innvandrere","0","personer","44"
"sosialhjelp","2013","1516","NULL","NULL","NULL","innvandrere","0","prosent","11.70"
"sosialhjelp","2013","1517","NULL","NULL","NULL","alle","alle","personer","77"
"sosialhjelp","2013","1517","NULL","NULL","NULL","alle","alle","prosent","1.99"
"sosialhjelp","2013","1517","NULL","NULL","NULL","alle","1","personer","38"
"sosialhjelp","2013","1517","NULL","NULL","NULL","alle","1","prosent","1.94"
"sosialhjelp","2013","1517","NULL","NULL","NULL","alle","0","personer","39"
"sosialhjelp","2013","1517","NULL","NULL","NULL","alle","0","prosent","2.03"
"sosialhjelp","2013","1517","NULL","NULL","NULL","befolkningen_ellers","alle","personer","52"
"sosialhjelp","2013","1517","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.58"
"sosialhjelp","2013","1517","NULL","NULL","NULL","befolkningen_ellers","1","personer","25"
"sosialhjelp","2013","1517","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.53"
"sosialhjelp","2013","1517","NULL","NULL","NULL","befolkningen_ellers","0","personer","27"
"sosialhjelp","2013","1517","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.63"
"sosialhjelp","2013","1517","NULL","NULL","NULL","innvandrere","alle","personer","25"
"sosialhjelp","2013","1517","NULL","NULL","NULL","innvandrere","alle","prosent","4.27"
"sosialhjelp","2013","1517","NULL","NULL","NULL","innvandrere","1","personer","13"
"sosialhjelp","2013","1517","NULL","NULL","NULL","innvandrere","1","prosent","4.06"
"sosialhjelp","2013","1517","NULL","NULL","NULL","innvandrere","0","personer","12"
"sosialhjelp","2013","1517","NULL","NULL","NULL","innvandrere","0","prosent","4.53"
"sosialhjelp","2013","1519","NULL","NULL","NULL","alle","alle","personer","142"
"sosialhjelp","2013","1519","NULL","NULL","NULL","alle","alle","prosent","2.05"
"sosialhjelp","2013","1519","NULL","NULL","NULL","alle","1","personer","90"
"sosialhjelp","2013","1519","NULL","NULL","NULL","alle","1","prosent","2.60"
"sosialhjelp","2013","1519","NULL","NULL","NULL","alle","0","personer","52"
"sosialhjelp","2013","1519","NULL","NULL","NULL","alle","0","prosent","1.50"
"sosialhjelp","2013","1519","NULL","NULL","NULL","befolkningen_ellers","alle","personer","72"
"sosialhjelp","2013","1519","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.15"
"sosialhjelp","2013","1519","NULL","NULL","NULL","befolkningen_ellers","1","personer","40"
"sosialhjelp","2013","1519","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.28"
"sosialhjelp","2013","1519","NULL","NULL","NULL","befolkningen_ellers","0","personer","32"
"sosialhjelp","2013","1519","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.01"
"sosialhjelp","2013","1519","NULL","NULL","NULL","innvandrere","alle","personer","70"
"sosialhjelp","2013","1519","NULL","NULL","NULL","innvandrere","alle","prosent","10.95"
"sosialhjelp","2013","1519","NULL","NULL","NULL","innvandrere","1","personer","50"
"sosialhjelp","2013","1519","NULL","NULL","NULL","innvandrere","1","prosent","14.93"
"sosialhjelp","2013","1519","NULL","NULL","NULL","innvandrere","0","personer","20"
"sosialhjelp","2013","1519","NULL","NULL","NULL","innvandrere","0","prosent","6.58"
"sosialhjelp","2013","1520","NULL","NULL","NULL","alle","alle","personer","161"
"sosialhjelp","2013","1520","NULL","NULL","NULL","alle","alle","prosent","1.98"
"sosialhjelp","2013","1520","NULL","NULL","NULL","alle","1","personer","90"
"sosialhjelp","2013","1520","NULL","NULL","NULL","alle","1","prosent","2.18"
"sosialhjelp","2013","1520","NULL","NULL","NULL","alle","0","personer","71"
"sosialhjelp","2013","1520","NULL","NULL","NULL","alle","0","prosent","1.77"
"sosialhjelp","2013","1520","NULL","NULL","NULL","befolkningen_ellers","alle","personer","98"
"sosialhjelp","2013","1520","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.30"
"sosialhjelp","2013","1520","NULL","NULL","NULL","befolkningen_ellers","1","personer","56"
"sosialhjelp","2013","1520","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.47"
"sosialhjelp","2013","1520","NULL","NULL","NULL","befolkningen_ellers","0","personer","42"
"sosialhjelp","2013","1520","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.13"
"sosialhjelp","2013","1520","NULL","NULL","NULL","innvandrere","alle","personer","63"
"sosialhjelp","2013","1520","NULL","NULL","NULL","innvandrere","alle","prosent","10.62"
"sosialhjelp","2013","1520","NULL","NULL","NULL","innvandrere","1","personer","34"
"sosialhjelp","2013","1520","NULL","NULL","NULL","innvandrere","1","prosent","11.11"
"sosialhjelp","2013","1520","NULL","NULL","NULL","innvandrere","0","personer","29"
"sosialhjelp","2013","1520","NULL","NULL","NULL","innvandrere","0","prosent","10.10"
"sosialhjelp","2013","1523","NULL","NULL","NULL","alle","alle","personer","51"
"sosialhjelp","2013","1523","NULL","NULL","NULL","alle","alle","prosent","2.83"
"sosialhjelp","2013","1523","NULL","NULL","NULL","alle","1","personer","26"
"sosialhjelp","2013","1523","NULL","NULL","NULL","alle","1","prosent","2.87"
"sosialhjelp","2013","1523","NULL","NULL","NULL","alle","0","personer","25"
"sosialhjelp","2013","1523","NULL","NULL","NULL","alle","0","prosent","2.79"
"sosialhjelp","2013","1523","NULL","NULL","NULL","befolkningen_ellers","alle","personer","38"
"sosialhjelp","2013","1523","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","2.46"
"sosialhjelp","2013","1523","NULL","NULL","NULL","befolkningen_ellers","1","personer","17"
"sosialhjelp","2013","1523","NULL","NULL","NULL","befolkningen_ellers","1","prosent","2.21"
"sosialhjelp","2013","1523","NULL","NULL","NULL","befolkningen_ellers","0","personer","21"
"sosialhjelp","2013","1523","NULL","NULL","NULL","befolkningen_ellers","0","prosent","2.71"
"sosialhjelp","2013","1523","NULL","NULL","NULL","innvandrere","alle","personer","13"
"sosialhjelp","2013","1523","NULL","NULL","NULL","innvandrere","alle","prosent","5.02"
"sosialhjelp","2013","1523","NULL","NULL","NULL","innvandrere","1","personer","9"
"sosialhjelp","2013","1523","NULL","NULL","NULL","innvandrere","1","prosent","6.57"
"sosialhjelp","2013","1523","NULL","NULL","NULL","innvandrere","0","personer","4"
"sosialhjelp","2013","1523","NULL","NULL","NULL","innvandrere","0","prosent","3.28"
"sosialhjelp","2013","1524","NULL","NULL","NULL","alle","alle","personer","13"
"sosialhjelp","2013","1524","NULL","NULL","NULL","alle","alle","prosent","1.00"
"sosialhjelp","2013","1524","NULL","NULL","NULL","alle","1","personer","7"
"sosialhjelp","2013","1524","NULL","NULL","NULL","alle","1","prosent","1.08"
"sosialhjelp","2013","1524","NULL","NULL","NULL","alle","0","personer","6"
"sosialhjelp","2013","1524","NULL","NULL","NULL","alle","0","prosent","0.92"
"sosialhjelp","2013","1524","NULL","NULL","NULL","befolkningen_ellers","alle","personer",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","befolkningen_ellers","alle","prosent",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","befolkningen_ellers","1","personer",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","befolkningen_ellers","1","prosent",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","befolkningen_ellers","0","personer",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","befolkningen_ellers","0","prosent",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","innvandrere","alle","personer",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","innvandrere","alle","prosent",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","innvandrere","1","personer",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","innvandrere","1","prosent",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","innvandrere","0","personer",":"
"sosialhjelp","2013","1524","NULL","NULL","NULL","innvandrere","0","prosent",":"
"sosialhjelp","2013","1525","NULL","NULL","NULL","alle","alle","personer","28"
"sosialhjelp","2013","1525","NULL","NULL","NULL","alle","alle","prosent","0.77"
"sosialhjelp","2013","1525","NULL","NULL","NULL","alle","1","personer","16"
"sosialhjelp","2013","1525","NULL","NULL","NULL","alle","1","prosent","0.86"
"sosialhjelp","2013","1525","NULL","NULL","NULL","alle","0","personer","12"
"sosialhjelp","2013","1525","NULL","NULL","NULL","alle","0","prosent","0.68"
"sosialhjelp","2013","1525","NULL","NULL","NULL","befolkningen_ellers","alle","personer","23"
"sosialhjelp","2013","1525","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","0.74"
"sosialhjelp","2013","1525","NULL","NULL","NULL","befolkningen_ellers","1","personer","12"
"sosialhjelp","2013","1525","NULL","NULL","NULL","befolkningen_ellers","1","prosent","0.77"
"sosialhjelp","2013","1525","NULL","NULL","NULL","befolkningen_ellers","0","personer","11"
"sosialhjelp","2013","1525","NULL","NULL","NULL","befolkningen_ellers","0","prosent","0.71"
"sosialhjelp","2013","1525","NULL","NULL","NULL","innvandrere","alle","personer","5"
"sosialhjelp","2013","1525","NULL","NULL","NULL","innvandrere","alle","prosent","0.93"
"sosialhjelp","2013","1525","NULL","NULL","NULL","innvandrere","1","personer","4"
"sosialhjelp","2013","1525","NULL","NULL","NULL","innvandrere","1","prosent","1.32"
"sosialhjelp","2013","1525","NULL","NULL","NULL","innvandrere","0","personer",":"
"sosialhjelp","2013","1525","NULL","NULL","NULL","innvandrere","0","prosent",":"
"sosialhjelp","2013","1526","NULL","NULL","NULL","alle","alle","personer","16"
"sosialhjelp","2013","1526","NULL","NULL","NULL","alle","alle","prosent","2.06"
"sosialhjelp","2013","1526","NULL","NULL","NULL","alle","1","personer","8"
"sosialhjelp","2013","1526","NULL","NULL","NULL","alle","1","prosent","2.04"
"sosialhjelp","2013","1526","NULL","NULL","NULL","alle","0","personer","8"
"sosialhjelp","2013","1526","NULL","NULL","NULL","alle","0","prosent","2.08"
"sosialhjelp","2013","1526","NULL","NULL","NULL","befolkningen_ellers","alle","personer","12"
"sosialhjelp","2013","1526","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.82"
"sosialhjelp","2013","1526","NULL","NULL","NULL","befolkningen_ellers","1","personer","6"
"sosialhjelp","2013","1526","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.83"
"sosialhjelp","2013","1526","NULL","NULL","NULL","befolkningen_ellers","0","personer","6"
"sosialhjelp","2013","1526","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.82"
"sosialhjelp","2013","1526","NULL","NULL","NULL","innvandrere","alle","personer","4"
"sosialhjelp","2013","1526","NULL","NULL","NULL","innvandrere","alle","prosent","3.36"
"sosialhjelp","2013","1526","NULL","NULL","NULL","innvandrere","1","personer",":"
"sosialhjelp","2013","1526","NULL","NULL","NULL","innvandrere","1","prosent",":"
"sosialhjelp","2013","1526","NULL","NULL","NULL","innvandrere","0","personer",":"
"sosialhjelp","2013","1526","NULL","NULL","NULL","innvandrere","0","prosent",":"
"sosialhjelp","2013","1528","NULL","NULL","NULL","alle","alle","personer","96"
"sosialhjelp","2013","1528","NULL","NULL","NULL","alle","alle","prosent","1.62"
"sosialhjelp","2013","1528","NULL","NULL","NULL","alle","1","personer","55"
"sosialhjelp","2013","1528","NULL","NULL","NULL","alle","1","prosent","1.84"
"sosialhjelp","2013","1528","NULL","NULL","NULL","alle","0","personer","41"
"sosialhjelp","2013","1528","NULL","NULL","NULL","alle","0","prosent","1.41"
"sosialhjelp","2013","1528","NULL","NULL","NULL","befolkningen_ellers","alle","personer","66"
"sosialhjelp","2013","1528","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.27"
"sosialhjelp","2013","1528","NULL","NULL","NULL","befolkningen_ellers","1","personer","40"
"sosialhjelp","2013","1528","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.52"
"sosialhjelp","2013","1528","NULL","NULL","NULL","befolkningen_ellers","0","personer","26"
"sosialhjelp","2013","1528","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.01"
"sosialhjelp","2013","1528","NULL","NULL","NULL","innvandrere","alle","personer","30"
"sosialhjelp","2013","1528","NULL","NULL","NULL","innvandrere","alle","prosent","4.17"
"sosialhjelp","2013","1528","NULL","NULL","NULL","innvandrere","1","personer","15"
"sosialhjelp","2013","1528","NULL","NULL","NULL","innvandrere","1","prosent","4.05"
"sosialhjelp","2013","1528","NULL","NULL","NULL","innvandrere","0","personer","15"
"sosialhjelp","2013","1528","NULL","NULL","NULL","innvandrere","0","prosent","4.30"
"sosialhjelp","2013","1529","NULL","NULL","NULL","alle","alle","personer","65"
"sosialhjelp","2013","1529","NULL","NULL","NULL","alle","alle","prosent","1.99"
"sosialhjelp","2013","1529","NULL","NULL","NULL","alle","1","personer","31"
"sosialhjelp","2013","1529","NULL","NULL","NULL","alle","1","prosent","1.86"
"sosialhjelp","2013","1529","NULL","NULL","NULL","alle","0","personer","34"
"sosialhjelp","2013","1529","NULL","NULL","NULL","alle","0","prosent","2.12"
"sosialhjelp","2013","1529","NULL","NULL","NULL","befolkningen_ellers","alle","personer","58"
"sosialhjelp","2013","1529","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","1.96"
"sosialhjelp","2013","1529","NULL","NULL","NULL","befolkningen_ellers","1","personer","27"
"sosialhjelp","2013","1529","NULL","NULL","NULL","befolkningen_ellers","1","prosent","1.79"
"sosialhjelp","2013","1529","NULL","NULL","NULL","befolkningen_ellers","0","personer","31"
"sosialhjelp","2013","1529","NULL","NULL","NULL","befolkningen_ellers","0","prosent","2.13"
"sosialhjelp","2013","1529","NULL","NULL","NULL","innvandrere","alle","personer","7"
"sosialhjelp","2013","1529","NULL","NULL","NULL","innvandrere","alle","prosent","2.26"
"sosialhjelp","2013","1529","NULL","NULL","NULL","innvandrere","1","personer","4"
"sosialhjelp","2013","1529","NULL","NULL","NULL","innvandrere","1","prosent","2.48"
"sosialhjelp","2013","1529","NULL","NULL","NULL","innvandrere","0","personer","3"
"sosialhjelp","2013","1529","NULL","NULL","NULL","innvandrere","0","prosent","2.01"
"sosialhjelp","2013","1531","NULL","NULL","NULL","alle","alle","personer","58"
"sosialhjelp","2013","1531","NULL","NULL","NULL","alle","alle","prosent","0.90"
"sosialhjelp","2013","1531","NULL","NULL","NULL","alle","1","personer","30"
"sosialhjelp","2013","1531","NULL","NULL","NULL","alle","1","prosent","0.91"
"sosialhjelp","2013","1531","NULL","NULL","NULL","alle","0","personer","28"
"sosialhjelp","2013","1531","NULL","NULL","NULL","alle","0","prosent","0.89"
"sosialhjelp","2013","1531","NULL","NULL","NULL","befolkningen_ellers","alle","personer","47"
"sosialhjelp","2013","1531","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","0.82"
"sosialhjelp","2013","1531","NULL","NULL","NULL","befolkningen_ellers","1","personer","24"
"sosialhjelp","2013","1531","NULL","NULL","NULL","befolkningen_ellers","1","prosent","0.82"
"sosialhjelp","2013","1531","NULL","NULL","NULL","befolkningen_ellers","0","personer","23"
"sosialhjelp","2013","1531","NULL","NULL","NULL","befolkningen_ellers","0","prosent","0.81"
"sosialhjelp","2013","1531","NULL","NULL","NULL","innvandrere","alle","personer","11"
"sosialhjelp","2013","1531","NULL","NULL","NULL","innvandrere","alle","prosent","1.62"
"sosialhjelp","2013","1531","NULL","NULL","NULL","innvandrere","1","personer","6"
"sosialhjelp","2013","1531","NULL","NULL","NULL","innvandrere","1","prosent","1.54"
"sosialhjelp","2013","1531","NULL","NULL","NULL","innvandrere","0","personer","5"
