"fylke_nr","provetype","enhet","aar","tabell_navn","spraaknivaa","tabellvariabel"
"04","muntlig","prosent","2015","norsk_prover","b1","41"
"04","skriftlig","personer","2015","norsk_prover","b1","48"
"04","skriftlig","prosent","2015","norsk_prover","b1","22"
"05","lese","personer","2015","norsk_prover","b1","122"
"05","lese","prosent","2015","norsk_prover","b1","48"
"05","lytting","personer","2015","norsk_prover","b1","127"
"05","lytting","prosent","2015","norsk_prover","b1","49"
"05","muntlig","personer","2015","norsk_prover","b1","88"
"05","muntlig","prosent","2015","norsk_prover","b1","33"
"05","skriftlig","personer","2015","norsk_prover","b1","57"
"05","skriftlig","prosent","2015","norsk_prover","b1","19"
"06","lese","personer","2015","norsk_prover","b1","240"
"06","lese","prosent","2015","norsk_prover","b1","60"
"06","lytting","personer","2015","norsk_prover","b1","244"
"06","lytting","prosent","2015","norsk_prover","b1","61"
"06","muntlig","personer","2015","norsk_prover","b1","203"
"06","muntlig","prosent","2015","norsk_prover","b1","50"
"06","skriftlig","personer","2015","norsk_prover","b1","130"
"06","skriftlig","prosent","2015","norsk_prover","b1","29"
"07","lese","personer","2015","norsk_prover","b1","123"
"07","lese","prosent","2015","norsk_prover","b1","62"
"07","lytting","personer","2015","norsk_prover","b1","125"
"07","lytting","prosent","2015","norsk_prover","b1","62"
"07","muntlig","personer","2015","norsk_prover","b1","96"
"07","muntlig","prosent","2015","norsk_prover","b1","51"
"07","skriftlig","personer","2015","norsk_prover","b1","70"
"07","skriftlig","prosent","2015","norsk_prover","b1","32"
"08","lese","personer","2015","norsk_prover","b1","115"
"08","lese","prosent","2015","norsk_prover","b1","40"
"08","lytting","personer","2015","norsk_prover","b1","147"
"08","lytting","prosent","2015","norsk_prover","b1","50"
"08","muntlig","personer","2015","norsk_prover","b1","76"
"08","muntlig","prosent","2015","norsk_prover","b1","27"
"08","skriftlig","personer","2015","norsk_prover","b1","44"
"08","skriftlig","prosent","2015","norsk_prover","b1","14"
"09","lese","personer","2015","norsk_prover","b1","84"
"09","lese","prosent","2015","norsk_prover","b1","52"
"09","lytting","personer","2015","norsk_prover","b1","86"
"09","lytting","prosent","2015","norsk_prover","b1","54"
"09","muntlig","personer","2015","norsk_prover","b1","47"
"09","muntlig","prosent","2015","norsk_prover","b1","28"
"09","skriftlig","personer","2015","norsk_prover","b1","36"
"09","skriftlig","prosent","2015","norsk_prover","b1","20"
"10","lese","personer","2015","norsk_prover","b1","140"
"10","lese","prosent","2015","norsk_prover","b1","52"
"10","lytting","personer","2015","norsk_prover","b1","143"
"10","lytting","prosent","2015","norsk_prover","b1","53"
"10","muntlig","personer","2015","norsk_prover","b1","95"
"10","muntlig","prosent","2015","norsk_prover","b1","36"
"10","skriftlig","personer","2015","norsk_prover","b1","61"
"10","skriftlig","prosent","2015","norsk_prover","b1","22"
"11","lese","personer","2015","norsk_prover","b1","527"
"11","lese","prosent","2015","norsk_prover","b1","65"
"11","lytting","personer","2015","norsk_prover","b1","504"
"11","lytting","prosent","2015","norsk_prover","b1","63"
"11","muntlig","personer","2015","norsk_prover","b1","341"
"11","muntlig","prosent","2015","norsk_prover","b1","42"
"11","skriftlig","personer","2015","norsk_prover","b1","259"
"11","skriftlig","prosent","2015","norsk_prover","b1","30"
"12","lese","personer","2015","norsk_prover","b1","392"
"12","lese","prosent","2015","norsk_prover","b1","58"
"12","lytting","personer","2015","norsk_prover","b1","410"
"12","lytting","prosent","2015","norsk_prover","b1","60"
"12","muntlig","personer","2015","norsk_prover","b1","237"
"12","muntlig","prosent","2015","norsk_prover","b1","34"
"12","skriftlig","personer","2015","norsk_prover","b1","195"
"12","skriftlig","prosent","2015","norsk_prover","b1","26"
"14","lese","personer","2015","norsk_prover","b1","75"
"14","lese","prosent","2015","norsk_prover","b1","52"
"14","lytting","personer","2015","norsk_prover","b1","66"
"14","lytting","prosent","2015","norsk_prover","b1","46"
"14","muntlig","personer","2015","norsk_prover","b1","79"
"14","muntlig","prosent","2015","norsk_prover","b1","53"
"14","skriftlig","personer","2015","norsk_prover","b1","24"
"14","skriftlig","prosent","2015","norsk_prover","b1","16"
"15","lese","personer","2015","norsk_prover","b1","181"
"15","lese","prosent","2015","norsk_prover","b1","54"
"15","lytting","personer","2015","norsk_prover","b1","186"
"15","lytting","prosent","2015","norsk_prover","b1","55"
"15","muntlig","personer","2015","norsk_prover","b1","131"
"15","muntlig","prosent","2015","norsk_prover","b1","39"
"15","skriftlig","personer","2015","norsk_prover","b1","77"
"15","skriftlig","prosent","2015","norsk_prover","b1","21"
"16","lese","personer","2015","norsk_prover","b1","201"
"16","lese","prosent","2015","norsk_prover","b1","54"
"16","lytting","personer","2015","norsk_prover","b1","190"
"16","lytting","prosent","2015","norsk_prover","b1","51"
"16","muntlig","personer","2015","norsk_prover","b1","95"
"16","muntlig","prosent","2015","norsk_prover","b1","27"
"16","skriftlig","personer","2015","norsk_prover","b1","74"
"16","skriftlig","prosent","2015","norsk_prover","b1","19"
"17","lese","personer","2015","norsk_prover","b1","100"
"17","lese","prosent","2015","norsk_prover","b1","49"
"17","lytting","personer","2015","norsk_prover","b1","95"
"17","lytting","prosent","2015","norsk_prover","b1","46"
"17","muntlig","personer","2015","norsk_prover","b1","83"
"17","muntlig","prosent","2015","norsk_prover","b1","41"
"17","skriftlig","personer","2015","norsk_prover","b1","45"
"17","skriftlig","prosent","2015","norsk_prover","b1","21"
"18","lese","personer","2015","norsk_prover","b1","184"
"18","lese","prosent","2015","norsk_prover","b1","51"
"18","lytting","personer","2015","norsk_prover","b1","177"
"18","lytting","prosent","2015","norsk_prover","b1","49"
"18","muntlig","personer","2015","norsk_prover","b1","112"
"18","muntlig","prosent","2015","norsk_prover","b1","35"
"18","skriftlig","personer","2015","norsk_prover","b1","76"
"18","skriftlig","prosent","2015","norsk_prover","b1","20"
"19","lese","personer","2015","norsk_prover","b1","153"
"19","lese","prosent","2015","norsk_prover","b1","48"
"19","lytting","personer","2015","norsk_prover","b1","154"
"19","lytting","prosent","2015","norsk_prover","b1","49"
"19","muntlig","personer","2015","norsk_prover","b1","79"
"19","muntlig","prosent","2015","norsk_prover","b1","25"
"19","skriftlig","personer","2015","norsk_prover","b1","43"
"19","skriftlig","prosent","2015","norsk_prover","b1","13"
"20","lese","personer","2015","norsk_prover","b1","79"
"20","lese","prosent","2015","norsk_prover","b1","48"
"20","lytting","personer","2015","norsk_prover","b1","88"
"20","lytting","prosent","2015","norsk_prover","b1","52"
"20","muntlig","personer","2015","norsk_prover","b1","60"
"20","muntlig","prosent","2015","norsk_prover","b1","37"
"20","skriftlig","personer","2015","norsk_prover","b1","42"
"20","skriftlig","prosent","2015","norsk_prover","b1","22"
"00","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"00","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"00","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"00","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"00","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"00","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"00","skriftlig","personer","2015","norsk_prover","ikke_vurdert","89"
"00","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"01","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"01","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"01","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"01","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"01","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"01","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"01","skriftlig","personer","2015","norsk_prover","ikke_vurdert","3"
"01","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"02","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"02","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"02","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"02","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"02","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"02","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"02","skriftlig","personer","2015","norsk_prover","ikke_vurdert","13"
"02","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"03","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"03","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"03","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"03","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"03","muntlig","personer","2015","norsk_prover","ikke_vurdert","16"
"03","muntlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"03","skriftlig","personer","2015","norsk_prover","ikke_vurdert","18"
"03","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"04","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"04","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"04","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"04","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"04","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"04","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"04","skriftlig","personer","2015","norsk_prover","ikke_vurdert","4"
"04","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","2"
"05","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"05","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"05","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"05","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"05","muntlig","personer","2015","norsk_prover","ikke_vurdert","3"
"05","muntlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"05","skriftlig","personer","2015","norsk_prover","ikke_vurdert","3"
"05","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"06","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"06","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"06","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"06","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"06","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"06","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"06","skriftlig","personer","2015","norsk_prover","ikke_vurdert","4"
"06","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"07","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"07","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"07","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"07","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"07","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"07","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"07","skriftlig","personer","2015","norsk_prover","ikke_vurdert","2"
"07","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"08","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"08","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"08","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"08","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"08","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"08","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"08","skriftlig","personer","2015","norsk_prover","ikke_vurdert","9"
"08","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","3"
"09","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"09","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"09","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"09","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"09","muntlig","personer","2015","norsk_prover","ikke_vurdert","2"
"09","muntlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"09","skriftlig","personer","2015","norsk_prover","ikke_vurdert","2"
"09","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"10","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"10","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"10","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"10","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"10","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"10","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"10","skriftlig","personer","2015","norsk_prover","ikke_vurdert","3"
"10","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"11","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"11","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"11","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"11","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"11","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"11","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"11","skriftlig","personer","2015","norsk_prover","ikke_vurdert","0"
"11","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"12","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"12","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"12","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"12","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"12","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"12","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"12","skriftlig","personer","2015","norsk_prover","ikke_vurdert","0"
"12","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"14","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"14","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"14","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"14","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"14","muntlig","personer","2015","norsk_prover","ikke_vurdert","1"
"14","muntlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"14","skriftlig","personer","2015","norsk_prover","ikke_vurdert","2"
"14","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"15","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"15","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"15","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"15","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"15","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"15","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"15","skriftlig","personer","2015","norsk_prover","ikke_vurdert","4"
"15","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"16","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"16","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"16","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"16","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"16","muntlig","personer","2015","norsk_prover","ikke_vurdert","4"
"16","muntlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"16","skriftlig","personer","2015","norsk_prover","ikke_vurdert","0"
"16","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"17","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"17","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"17","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"17","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"17","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"17","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"17","skriftlig","personer","2015","norsk_prover","ikke_vurdert","2"
"17","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"18","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"18","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"18","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"18","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"18","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"18","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"18","skriftlig","personer","2015","norsk_prover","ikke_vurdert","4"
"18","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"19","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"19","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"19","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"19","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"19","muntlig","personer","2015","norsk_prover","ikke_vurdert","3"
"19","muntlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"19","skriftlig","personer","2015","norsk_prover","ikke_vurdert","3"
"19","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"20","lese","personer","2015","norsk_prover","ikke_vurdert",":"
"20","lese","prosent","2015","norsk_prover","ikke_vurdert","."
"20","lytting","personer","2015","norsk_prover","ikke_vurdert",":"
"20","lytting","prosent","2015","norsk_prover","ikke_vurdert","."
"20","muntlig","personer","2015","norsk_prover","ikke_vurdert","0"
"20","muntlig","prosent","2015","norsk_prover","ikke_vurdert","0"
"20","skriftlig","personer","2015","norsk_prover","ikke_vurdert","2"
"20","skriftlig","prosent","2015","norsk_prover","ikke_vurdert","1"
"00","lese","personer","2015","norsk_prover","under_a1","161"
"00","lese","prosent","2015","norsk_prover","under_a1","2"
"00","lytting","personer","2015","norsk_prover","under_a1","81"
"00","lytting","prosent","2015","norsk_prover","under_a1","1"
"00","muntlig","personer","2015","norsk_prover","under_a1","0"
"00","muntlig","prosent","2015","norsk_prover","under_a1","0"
"00","skriftlig","personer","2015","norsk_prover","under_a1","179"
"00","skriftlig","prosent","2015","norsk_prover","under_a1","2"
"01","lese","personer","2015","norsk_prover","under_a1","2"
"01","lese","prosent","2015","norsk_prover","under_a1","1"
"01","lytting","personer","2015","norsk_prover","under_a1","0"
"01","lytting","prosent","2015","norsk_prover","under_a1","0"
"01","muntlig","personer","2015","norsk_prover","under_a1","0"
"01","muntlig","prosent","2015","norsk_prover","under_a1","0"
"01","skriftlig","personer","2015","norsk_prover","under_a1","0"
"01","skriftlig","prosent","2015","norsk_prover","under_a1","0"
"02","lese","personer","2015","norsk_prover","under_a1","11"
"02","lese","prosent","2015","norsk_prover","under_a1","1"
"02","lytting","personer","2015","norsk_prover","under_a1","23"
"02","lytting","prosent","2015","norsk_prover","under_a1","2"
"02","muntlig","personer","2015","norsk_prover","under_a1","0"
"02","muntlig","prosent","2015","norsk_prover","under_a1","0"
"02","skriftlig","personer","2015","norsk_prover","under_a1","13"
"02","skriftlig","prosent","2015","norsk_prover","under_a1","1"
"03","lese","personer","2015","norsk_prover","under_a1","15"
"03","lese","prosent","2015","norsk_prover","under_a1","1"
"03","lytting","personer","2015","norsk_prover","under_a1","0"
"03","lytting","prosent","2015","norsk_prover","under_a1","0"
"03","muntlig","personer","2015","norsk_prover","under_a1","0"
"03","muntlig","prosent","2015","norsk_prover","under_a1","0"
"03","skriftlig","personer","2015","norsk_prover","under_a1","18"
"03","skriftlig","prosent","2015","norsk_prover","under_a1","1"
"04","lese","personer","2015","norsk_prover","under_a1","8"
"04","lese","prosent","2015","norsk_prover","under_a1","4"
"04","lytting","personer","2015","norsk_prover","under_a1","2"
"04","lytting","prosent","2015","norsk_prover","under_a1","1"
"04","muntlig","personer","2015","norsk_prover","under_a1","0"
"04","muntlig","prosent","2015","norsk_prover","under_a1","0"
"04","skriftlig","personer","2015","norsk_prover","under_a1","6"
"04","skriftlig","prosent","2015","norsk_prover","under_a1","3"
"05","lese","personer","2015","norsk_prover","under_a1","8"
"05","lese","prosent","2015","norsk_prover","under_a1","3"
"05","lytting","personer","2015","norsk_prover","under_a1","0"
"05","lytting","prosent","2015","norsk_prover","under_a1","0"
"05","muntlig","personer","2015","norsk_prover","under_a1","0"
"05","muntlig","prosent","2015","norsk_prover","under_a1","0"
"05","skriftlig","personer","2015","norsk_prover","under_a1","12"
"05","skriftlig","prosent","2015","norsk_prover","under_a1","4"
"06","lese","personer","2015","norsk_prover","under_a1","8"
"06","lese","prosent","2015","norsk_prover","under_a1","2"
"06","lytting","personer","2015","norsk_prover","under_a1","4"
"06","lytting","prosent","2015","norsk_prover","under_a1","1"
"06","muntlig","personer","2015","norsk_prover","under_a1","8"
"06","muntlig","prosent","2015","norsk_prover","under_a1","2"
"06","skriftlig","personer","2015","norsk_prover","under_a1","13"
"06","skriftlig","prosent","2015","norsk_prover","under_a1","3"
"07","lese","personer","2015","norsk_prover","under_a1","8"
"07","lese","prosent","2015","norsk_prover","under_a1","4"
"07","lytting","personer","2015","norsk_prover","under_a1","2"
"07","lytting","prosent","2015","norsk_prover","under_a1","1"
"07","muntlig","personer","2015","norsk_prover","under_a1","0"
"07","muntlig","prosent","2015","norsk_prover","under_a1","0"
"07","skriftlig","personer","2015","norsk_prover","under_a1","9"
"07","skriftlig","prosent","2015","norsk_prover","under_a1","4"
"08","lese","personer","2015","norsk_prover","under_a1","9"
"08","lese","prosent","2015","norsk_prover","under_a1","3"
"08","lytting","personer","2015","norsk_prover","under_a1","0"
"08","lytting","prosent","2015","norsk_prover","under_a1","0"
"08","muntlig","personer","2015","norsk_prover","under_a1","0"
"08","muntlig","prosent","2015","norsk_prover","under_a1","0"
"08","skriftlig","personer","2015","norsk_prover","under_a1","9"
"08","skriftlig","prosent","2015","norsk_prover","under_a1","3"
"09","lese","personer","2015","norsk_prover","under_a1","2"
"09","lese","prosent","2015","norsk_prover","under_a1","1"
"09","lytting","personer","2015","norsk_prover","under_a1","2"
"09","lytting","prosent","2015","norsk_prover","under_a1","1"
"09","muntlig","personer","2015","norsk_prover","under_a1","0"
"09","muntlig","prosent","2015","norsk_prover","under_a1","0"
"09","skriftlig","personer","2015","norsk_prover","under_a1","7"
"09","skriftlig","prosent","2015","norsk_prover","under_a1","4"
"10","lese","personer","2015","norsk_prover","under_a1","5"
"10","lese","prosent","2015","norsk_prover","under_a1","2"
"10","lytting","personer","2015","norsk_prover","under_a1","0"
"10","lytting","prosent","2015","norsk_prover","under_a1","0"
"10","muntlig","personer","2015","norsk_prover","under_a1","0"
"10","muntlig","prosent","2015","norsk_prover","under_a1","0"
"10","skriftlig","personer","2015","norsk_prover","under_a1","8"
"10","skriftlig","prosent","2015","norsk_prover","under_a1","3"
"11","lese","personer","2015","norsk_prover","under_a1","8"
"11","lese","prosent","2015","norsk_prover","under_a1","1"
"11","lytting","personer","2015","norsk_prover","under_a1","0"
"11","lytting","prosent","2015","norsk_prover","under_a1","0"
"11","muntlig","personer","2015","norsk_prover","under_a1","0"
"11","muntlig","prosent","2015","norsk_prover","under_a1","0"
"11","skriftlig","personer","2015","norsk_prover","under_a1","9"
"11","skriftlig","prosent","2015","norsk_prover","under_a1","1"
"12","lese","personer","2015","norsk_prover","under_a1","7"
"12","lese","prosent","2015","norsk_prover","under_a1","1"
"12","lytting","personer","2015","norsk_prover","under_a1","0"
"12","lytting","prosent","2015","norsk_prover","under_a1","0"
"12","muntlig","personer","2015","norsk_prover","under_a1","0"
"12","muntlig","prosent","2015","norsk_prover","under_a1","0"
"12","skriftlig","personer","2015","norsk_prover","under_a1","7"
"12","skriftlig","prosent","2015","norsk_prover","under_a1","1"
"14","lese","personer","2015","norsk_prover","under_a1","1"
"14","lese","prosent","2015","norsk_prover","under_a1","1"
"14","lytting","personer","2015","norsk_prover","under_a1","1"
"14","lytting","prosent","2015","norsk_prover","under_a1","1"
"14","muntlig","personer","2015","norsk_prover","under_a1","0"
"14","muntlig","prosent","2015","norsk_prover","under_a1","0"
"14","skriftlig","personer","2015","norsk_prover","under_a1","5"
"14","skriftlig","prosent","2015","norsk_prover","under_a1","3"
"15","lese","personer","2015","norsk_prover","under_a1","3"
"15","lese","prosent","2015","norsk_prover","under_a1","1"
"15","lytting","personer","2015","norsk_prover","under_a1","0"
"15","lytting","prosent","2015","norsk_prover","under_a1","0"
"15","muntlig","personer","2015","norsk_prover","under_a1","0"
"15","muntlig","prosent","2015","norsk_prover","under_a1","0"
"15","skriftlig","personer","2015","norsk_prover","under_a1","4"
"15","skriftlig","prosent","2015","norsk_prover","under_a1","1"
"16","lese","personer","2015","norsk_prover","under_a1","4"
"16","lese","prosent","2015","norsk_prover","under_a1","1"
"16","lytting","personer","2015","norsk_prover","under_a1","0"
"16","lytting","prosent","2015","norsk_prover","under_a1","0"
"16","muntlig","personer","2015","norsk_prover","under_a1","0"
"16","muntlig","prosent","2015","norsk_prover","under_a1","0"
"16","skriftlig","personer","2015","norsk_prover","under_a1","8"
"16","skriftlig","prosent","2015","norsk_prover","under_a1","2"
"17","lese","personer","2015","norsk_prover","under_a1","4"
"17","lese","prosent","2015","norsk_prover","under_a1","2"
"17","lytting","personer","2015","norsk_prover","under_a1","0"
"17","lytting","prosent","2015","norsk_prover","under_a1","0"
"17","muntlig","personer","2015","norsk_prover","under_a1","0"
"17","muntlig","prosent","2015","norsk_prover","under_a1","0"
"17","skriftlig","personer","2015","norsk_prover","under_a1","6"
"17","skriftlig","prosent","2015","norsk_prover","under_a1","3"
"18","lese","personer","2015","norsk_prover","under_a1","22"
"18","lese","prosent","2015","norsk_prover","under_a1","6"
"18","lytting","personer","2015","norsk_prover","under_a1","0"
"18","lytting","prosent","2015","norsk_prover","under_a1","0"
"18","muntlig","personer","2015","norsk_prover","under_a1","3"
"18","muntlig","prosent","2015","norsk_prover","under_a1","1"
"18","skriftlig","personer","2015","norsk_prover","under_a1","23"
"18","skriftlig","prosent","2015","norsk_prover","under_a1","6"
"19","lese","personer","2015","norsk_prover","under_a1","16"
"19","lese","prosent","2015","norsk_prover","under_a1","5"
"19","lytting","personer","2015","norsk_prover","under_a1","3"
"19","lytting","prosent","2015","norsk_prover","under_a1","1"
"19","muntlig","personer","2015","norsk_prover","under_a1","0"
"19","muntlig","prosent","2015","norsk_prover","under_a1","0"
"19","skriftlig","personer","2015","norsk_prover","under_a1","10"
"19","skriftlig","prosent","2015","norsk_prover","under_a1","3"
"20","lese","personer","2015","norsk_prover","under_a1","8"
"20","lese","prosent","2015","norsk_prover","under_a1","5"
"20","lytting","personer","2015","norsk_prover","under_a1","0"
"20","lytting","prosent","2015","norsk_prover","under_a1","0"
"20","muntlig","personer","2015","norsk_prover","under_a1","0"
"20","muntlig","prosent","2015","norsk_prover","under_a1","0"
"20","skriftlig","personer","2015","norsk_prover","under_a1","4"
"20","skriftlig","prosent","2015","norsk_prover","under_a1","2"
