"aar","kommune_nr","botid_5","tabellvariabel","tabell_navn","enhet"
"2006","1004","5_9","106","sysselsatte_botid","personer"
"2007","0215","5_9","106","sysselsatte_botid","personer"
"2007","0423","alle","106","sysselsatte_botid","personer"
"2007","0716","10+","106","sysselsatte_botid","personer"
"2008","0542","0_4","106","sysselsatte_botid","personer"
"2008","1241","alle","106","sysselsatte_botid","personer"
"2009","0215","5_9","106","sysselsatte_botid","personer"
"2009","1445","alle","106","sysselsatte_botid","personer"
"2009","2020","alle","106","sysselsatte_botid","personer"
"2010","0125","5_9","106","sysselsatte_botid","personer"
"2010","0429","alle","106","sysselsatte_botid","personer"
"2010","1032","0_4","106","sysselsatte_botid","personer"
"2010","1046","alle","106","sysselsatte_botid","personer"
"2010","1638","0_4","106","sysselsatte_botid","personer"
"2010","1638","10+","106","sysselsatte_botid","personer"
"2010","1703","0_4","106","sysselsatte_botid","personer"
"2011","1223","alle","106","sysselsatte_botid","personer"
"2011","1417","alle","106","sysselsatte_botid","personer"
"2011","1818","alle","106","sysselsatte_botid","personer"
"2012","0829","alle","106","sysselsatte_botid","personer"
"2012","1004","5_9","106","sysselsatte_botid","personer"
"2012","1573","alle","106","sysselsatte_botid","personer"
"2012","1576","0_4","106","sysselsatte_botid","personer"
"2012","2011","alle","106","sysselsatte_botid","personer"
"2013","0430","alle","106","sysselsatte_botid","personer"
"2013","0617","10+","106","sysselsatte_botid","personer"
"2013","1441","alle","106","sysselsatte_botid","personer"
"2013","1511","alle","106","sysselsatte_botid","personer"
"2013","1535","5_9","106","sysselsatte_botid","personer"
"2013","1638","5_9","106","sysselsatte_botid","personer"
"2013","1851","alle","106","sysselsatte_botid","personer"
"2014","1433","alle","106","sysselsatte_botid","personer"
"2014","1547","0_4","106","sysselsatte_botid","personer"
"2014","1924","0_4","106","sysselsatte_botid","personer"
"2014","2003","0_4","106","sysselsatte_botid","personer"
"2014","2019","0_4","106","sysselsatte_botid","personer"
"2006","0536","alle","107","sysselsatte_botid","personer"
"2006","1146","alle","107","sysselsatte_botid","personer"
"2006","1160","0_4","107","sysselsatte_botid","personer"
"2006","1253","alle","107","sysselsatte_botid","personer"
"2006","1443","alle","107","sysselsatte_botid","personer"
"2007","0125","5_9","107","sysselsatte_botid","personer"
"2007","0415","alle","107","sysselsatte_botid","personer"
"2008","0623","0_4","107","sysselsatte_botid","personer"
"2009","1219","10+","107","sysselsatte_botid","personer"
"2009","1438","0_4","107","sysselsatte_botid","personer"
"2009","1729","alle","107","sysselsatte_botid","personer"
"2010","0221","5_9","107","sysselsatte_botid","personer"
"2010","1554","0_4","107","sysselsatte_botid","personer"
"2011","0532","10+","107","sysselsatte_botid","personer"
"2011","1418","alle","107","sysselsatte_botid","personer"
"2011","1519","10+","107","sysselsatte_botid","personer"
"2011","2021","alle","107","sysselsatte_botid","personer"
"2011","2028","0_4","107","sysselsatte_botid","personer"
"2012","0239","alle","107","sysselsatte_botid","personer"
"2012","0619","0_4","107","sysselsatte_botid","personer"
"2012","1524","alle","107","sysselsatte_botid","personer"
"2012","1612","alle","107","sysselsatte_botid","personer"
"2012","1638","5_9","107","sysselsatte_botid","personer"
"2012","1849","alle","107","sysselsatte_botid","personer"
"2012","2018","alle","107","sysselsatte_botid","personer"
"2013","0621","alle","107","sysselsatte_botid","personer"
"2013","1837","0_4","107","sysselsatte_botid","personer"
"2013","1860","10+","107","sysselsatte_botid","personer"
"2013","2021","alle","107","sysselsatte_botid","personer"
"2013","2023","0_4","107","sysselsatte_botid","personer"
"2014","0137","0_4","107","sysselsatte_botid","personer"
"2014","0620","5_9","107","sysselsatte_botid","personer"
"2014","1515","10+","107","sysselsatte_botid","personer"
"2006","0711","10+","108","sysselsatte_botid","personer"
"2006","1554","alle","108","sysselsatte_botid","personer"
"2007","0119","alle","108","sysselsatte_botid","personer"
"2007","0520","alle","108","sysselsatte_botid","personer"
"2007","1246","5_9","108","sysselsatte_botid","personer"
"2008","0711","10+","108","sysselsatte_botid","personer"
"2008","1235","0_4","108","sysselsatte_botid","personer"
"2008","1517","0_4","108","sysselsatte_botid","personer"
"2009","0618","0_4","108","sysselsatte_botid","personer"
"2009","1426","alle","108","sysselsatte_botid","personer"
"2010","0135","0_4","108","sysselsatte_botid","personer"
"2011","0417","5_9","108","sysselsatte_botid","personer"
"2011","0428","10+","108","sysselsatte_botid","personer"
"2011","0828","alle","108","sysselsatte_botid","personer"
"2011","1657","alle","108","sysselsatte_botid","personer"
"2011","1721","10+","108","sysselsatte_botid","personer"
"2012","0519","alle","108","sysselsatte_botid","personer"
"2012","1547","0_4","108","sysselsatte_botid","personer"
"2012","1931","10+","108","sysselsatte_botid","personer"
"2012","2021","alle","108","sysselsatte_botid","personer"
"2013","1224","5_9","108","sysselsatte_botid","personer"
"2013","1824","5_9","108","sysselsatte_botid","personer"
"2013","1860","5_9","108","sysselsatte_botid","personer"
"2013","1874","alle","108","sysselsatte_botid","personer"
"2013","1913","alle","108","sysselsatte_botid","personer"
"2014","0511","alle","108","sysselsatte_botid","personer"
"2014","0814","0_4","108","sysselsatte_botid","personer"
"2014","0819","10+","108","sysselsatte_botid","personer"
"2014","1443","0_4","108","sysselsatte_botid","personer"
"2014","1828","alle","108","sysselsatte_botid","personer"
"2006","0215","0_4","109","sysselsatte_botid","personer"
"2006","0226","0_4","109","sysselsatte_botid","personer"
"2006","0423","alle","109","sysselsatte_botid","personer"
"2006","0815","10+","109","sysselsatte_botid","personer"
"2006","1841","alle","109","sysselsatte_botid","personer"
"2007","0236","5_9","109","sysselsatte_botid","personer"
"2007","1018","0_4","109","sysselsatte_botid","personer"
"2007","1142","alle","109","sysselsatte_botid","personer"
"2007","1259","alle","109","sysselsatte_botid","personer"
"2007","1432","0_4","109","sysselsatte_botid","personer"
"2008","0815","0_4","109","sysselsatte_botid","personer"
"2008","1219","10+","109","sysselsatte_botid","personer"
"2008","1662","alle","109","sysselsatte_botid","personer"
"2009","0619","0_4","109","sysselsatte_botid","personer"
"2009","0713","0_4","109","sysselsatte_botid","personer"
"2009","1032","10+","109","sysselsatte_botid","personer"
"2009","1523","alle","109","sysselsatte_botid","personer"
"2010","0529","0_4","109","sysselsatte_botid","personer"
"2010","0542","0_4","109","sysselsatte_botid","personer"
"2010","1517","10+","109","sysselsatte_botid","personer"
"2010","1922","alle","109","sysselsatte_botid","personer"
"2011","0517","alle","109","sysselsatte_botid","personer"
"2011","1922","alle","109","sysselsatte_botid","personer"
"2012","0428","0_4","109","sysselsatte_botid","personer"
"2012","1017","0_4","109","sysselsatte_botid","personer"
"2012","1160","5_9","109","sysselsatte_botid","personer"
"2012","1263","10+","109","sysselsatte_botid","personer"
"2012","1431","alle","109","sysselsatte_botid","personer"
"2012","1942","alle","109","sysselsatte_botid","personer"
"2013","0128","5_9","109","sysselsatte_botid","personer"
"2013","1264","0_4","109","sysselsatte_botid","personer"
"2013","1548","5_9","109","sysselsatte_botid","personer"
"2013","1576","0_4","109","sysselsatte_botid","personer"
"2013","1612","alle","109","sysselsatte_botid","personer"
"2013","1866","5_9","109","sysselsatte_botid","personer"
"2013","2019","0_4","109","sysselsatte_botid","personer"
"2014","0137","5_9","109","sysselsatte_botid","personer"
"2014","0420","10+","109","sysselsatte_botid","personer"
"2014","0428","10+","109","sysselsatte_botid","personer"
"2014","1004","0_4","109","sysselsatte_botid","personer"
"2014","1421","alle","109","sysselsatte_botid","personer"
"2014","1717","alle","109","sysselsatte_botid","personer"
"2006","1119","5_9","110","sysselsatte_botid","personer"
"2006","1620","alle","110","sysselsatte_botid","personer"
"2006","1813","alle","110","sysselsatte_botid","personer"
"2007","0624","5_9","110","sysselsatte_botid","personer"
"2007","1662","alle","110","sysselsatte_botid","personer"
"2008","1702","10+","110","sysselsatte_botid","personer"
"2008","1865","0_4","110","sysselsatte_botid","personer"
"2011","1002","5_9","110","sysselsatte_botid","personer"
"2011","1263","5_9","110","sysselsatte_botid","personer"
"2011","1638","0_4","110","sysselsatte_botid","personer"
"2012","0807","5_9","110","sysselsatte_botid","personer"
"2012","0815","5_9","110","sysselsatte_botid","personer"
"2012","1130","5_9","110","sysselsatte_botid","personer"
"2012","1228","10+","110","sysselsatte_botid","personer"
"2012","1620","5_9","110","sysselsatte_botid","personer"
"2013","0135","10+","110","sysselsatte_botid","personer"
"2013","0631","alle","110","sysselsatte_botid","personer"
"2013","1445","0_4","110","sysselsatte_botid","personer"
"2013","1911","alle","110","sysselsatte_botid","personer"
"2014","1003","0_4","110","sysselsatte_botid","personer"
"2014","2028","10+","110","sysselsatte_botid","personer"
"2006","0402","5_9","111","sysselsatte_botid","personer"
"2006","0616","alle","111","sysselsatte_botid","personer"
"2007","0123","alle","111","sysselsatte_botid","personer"
"2007","0529","10+","111","sysselsatte_botid","personer"
"2007","0807","0_4","111","sysselsatte_botid","personer"
"2007","1211","alle","111","sysselsatte_botid","personer"
"2008","1401","5_9","111","sysselsatte_botid","personer"
"2008","1532","0_4","111","sysselsatte_botid","personer"
"2008","1703","10+","111","sysselsatte_botid","personer"
"2009","0119","alle","111","sysselsatte_botid","personer"
"2009","0711","10+","111","sysselsatte_botid","personer"
"2009","0814","0_4","111","sysselsatte_botid","personer"
"2010","0520","0_4","111","sysselsatte_botid","personer"
"2010","0620","10+","111","sysselsatte_botid","personer"
"2010","1560","alle","111","sysselsatte_botid","personer"
"2011","0119","alle","111","sysselsatte_botid","personer"
"2011","1449","5_9","111","sysselsatte_botid","personer"
"2012","1922","alle","111","sysselsatte_botid","personer"
"2012","2003","0_4","111","sysselsatte_botid","personer"
"2013","1531","5_9","111","sysselsatte_botid","personer"
"2013","1638","0_4","111","sysselsatte_botid","personer"
"2013","1750","0_4","111","sysselsatte_botid","personer"
"2013","1820","10+","111","sysselsatte_botid","personer"
"2013","1838","alle","111","sysselsatte_botid","personer"
"2013","1870","10+","111","sysselsatte_botid","personer"
"2013","1942","alle","111","sysselsatte_botid","personer"
"2014","0135","10+","111","sysselsatte_botid","personer"
"2014","1216","0_4","111","sysselsatte_botid","personer"
"2014","1245","10+","111","sysselsatte_botid","personer"
"2014","1422","alle","111","sysselsatte_botid","personer"
"2006","0211","0_4","112","sysselsatte_botid","personer"
"2007","0425","alle","112","sysselsatte_botid","personer"
"2007","1516","10+","112","sysselsatte_botid","personer"
"2008","0119","alle","112","sysselsatte_botid","personer"
"2008","0125","5_9","112","sysselsatte_botid","personer"
"2008","0238","5_9","112","sysselsatte_botid","personer"
"2008","0427","5_9","112","sysselsatte_botid","personer"
"2008","1121","5_9","112","sysselsatte_botid","personer"
"2008","1871","alle","112","sysselsatte_botid","personer"
"2009","0807","10+","112","sysselsatte_botid","personer"
"2009","0834","alle","112","sysselsatte_botid","personer"
"2009","1228","0_4","112","sysselsatte_botid","personer"
"2009","2003","10+","112","sysselsatte_botid","personer"
"2010","1528","10+","112","sysselsatte_botid","personer"
"2010","1534","5_9","112","sysselsatte_botid","personer"
"2011","0426","alle","112","sysselsatte_botid","personer"
"2011","1017","0_4","112","sysselsatte_botid","personer"
"2011","1046","alle","112","sysselsatte_botid","personer"
"2011","1429","alle","112","sysselsatte_botid","personer"
"2011","1624","0_4","112","sysselsatte_botid","personer"
"2011","1719","5_9","112","sysselsatte_botid","personer"
"2012","1216","0_4","112","sysselsatte_botid","personer"
"2013","0137","10+","112","sysselsatte_botid","personer"
"2013","0529","5_9","112","sysselsatte_botid","personer"
"2013","0617","5_9","112","sysselsatte_botid","personer"
"2013","0620","5_9","112","sysselsatte_botid","personer"
"2013","1032","5_9","112","sysselsatte_botid","personer"
"2013","1222","alle","112","sysselsatte_botid","personer"
"2013","1636","alle","112","sysselsatte_botid","personer"
"2013","1924","0_4","112","sysselsatte_botid","personer"
"2013","1931","10+","112","sysselsatte_botid","personer"
"2014","0829","alle","112","sysselsatte_botid","personer"
"2014","1141","5_9","112","sysselsatte_botid","personer"
"2014","1874","alle","112","sysselsatte_botid","personer"
"2006","0420","alle","113","sysselsatte_botid","personer"
"2006","1004","10+","113","sysselsatte_botid","personer"
"2006","1424","alle","113","sysselsatte_botid","personer"
"2006","1432","10+","113","sysselsatte_botid","personer"
"2006","1833","5_9","113","sysselsatte_botid","personer"
"2007","1122","0_4","113","sysselsatte_botid","personer"
"2008","0716","10+","113","sysselsatte_botid","personer"
"2008","1259","alle","113","sysselsatte_botid","personer"
"2008","1514","alle","113","sysselsatte_botid","personer"
"2009","0238","5_9","113","sysselsatte_botid","personer"
"2009","0427","5_9","113","sysselsatte_botid","personer"
"2009","0542","0_4","113","sysselsatte_botid","personer"
"2009","0544","alle","113","sysselsatte_botid","personer"
"2009","1221","5_9","113","sysselsatte_botid","personer"
"2010","0138","10+","113","sysselsatte_botid","personer"
"2010","0711","0_4","113","sysselsatte_botid","personer"
"2011","0807","5_9","113","sysselsatte_botid","personer"
"2011","1517","10+","113","sysselsatte_botid","personer"
"2012","0111","alle","113","sysselsatte_botid","personer"
"2012","0122","0_4","113","sysselsatte_botid","personer"
"2012","1253","5_9","113","sysselsatte_botid","personer"
"2012","1449","10+","113","sysselsatte_botid","personer"
"2012","1832","alle","113","sysselsatte_botid","personer"
"2012","1925","alle","113","sysselsatte_botid","personer"
"2013","1516","5_9","113","sysselsatte_botid","personer"
"2014","0122","0_4","113","sysselsatte_botid","personer"
"2014","0617","10+","113","sysselsatte_botid","personer"
"2014","1111","alle","113","sysselsatte_botid","personer"
"2014","1244","5_9","113","sysselsatte_botid","personer"
"2014","1851","alle","113","sysselsatte_botid","personer"
"2014","1860","10+","113","sysselsatte_botid","personer"
"2006","1029","alle","114","sysselsatte_botid","personer"
"2006","1532","alle","114","sysselsatte_botid","personer"
"2006","1805","5_9","114","sysselsatte_botid","personer"
"2006","2004","10+","114","sysselsatte_botid","personer"
"2007","0238","0_4","114","sysselsatte_botid","personer"
"2007","1018","10+","114","sysselsatte_botid","personer"
"2008","0536","alle","114","sysselsatte_botid","personer"
"2008","0834","alle","114","sysselsatte_botid","personer"
"2008","1224","0_4","114","sysselsatte_botid","personer"
"2009","0125","5_9","114","sysselsatte_botid","personer"
"2009","0822","alle","114","sysselsatte_botid","personer"
"2009","1231","alle","114","sysselsatte_botid","personer"
"2010","0402","5_9","114","sysselsatte_botid","personer"
"2010","0427","5_9","114","sysselsatte_botid","personer"
"2010","0612","10+","114","sysselsatte_botid","personer"
"2010","1032","10+","114","sysselsatte_botid","personer"
"2010","1865","10+","114","sysselsatte_botid","personer"
"2011","0619","0_4","114","sysselsatte_botid","personer"
"2011","1032","0_4","114","sysselsatte_botid","personer"
"2011","1528","10+","114","sysselsatte_botid","personer"
"2011","2003","0_4","114","sysselsatte_botid","personer"
"2012","0828","alle","114","sysselsatte_botid","personer"
"2012","1017","5_9","114","sysselsatte_botid","personer"
"2012","1721","10+","114","sysselsatte_botid","personer"
"2012","1941","alle","114","sysselsatte_botid","personer"
"2014","1532","10+","114","sysselsatte_botid","personer"
"2014","1703","5_9","114","sysselsatte_botid","personer"
"2014","1744","alle","114","sysselsatte_botid","personer"
"2014","2018","alle","114","sysselsatte_botid","personer"
"2006","0122","alle","115","sysselsatte_botid","personer"
"2006","0807","10+","115","sysselsatte_botid","personer"
"2006","0814","10+","115","sysselsatte_botid","personer"
"2007","0419","alle","115","sysselsatte_botid","personer"
"2007","0533","10+","115","sysselsatte_botid","personer"
"2007","0807","10+","115","sysselsatte_botid","personer"
"2007","1004","0_4","115","sysselsatte_botid","personer"
"2007","1004","5_9","115","sysselsatte_botid","personer"
"2007","1260","0_4","115","sysselsatte_botid","personer"
"2009","0423","alle","115","sysselsatte_botid","personer"
"2009","0522","alle","115","sysselsatte_botid","personer"
"2009","1662","alle","115","sysselsatte_botid","personer"
"2010","0538","alle","115","sysselsatte_botid","personer"
"2010","1833","5_9","115","sysselsatte_botid","personer"
"2011","0125","5_9","115","sysselsatte_botid","personer"
"2011","0138","10+","115","sysselsatte_botid","personer"
"2011","0533","0_4","115","sysselsatte_botid","personer"
"2011","0620","10+","115","sysselsatte_botid","personer"
"2011","1545","alle","115","sysselsatte_botid","personer"
"2011","1936","alle","115","sysselsatte_botid","personer"
"2011","2030","5_9","115","sysselsatte_botid","personer"
"2012","0533","0_4","115","sysselsatte_botid","personer"
"2012","1519","10+","115","sysselsatte_botid","personer"
"2012","1841","0_4","115","sysselsatte_botid","personer"
"2012","1913","alle","115","sysselsatte_botid","personer"
"2012","1936","alle","115","sysselsatte_botid","personer"
"2013","0111","alle","115","sysselsatte_botid","personer"
"2013","0534","5_9","115","sysselsatte_botid","personer"
"2013","0829","alle","115","sysselsatte_botid","personer"
"2013","1216","0_4","115","sysselsatte_botid","personer"
"2013","1548","10+","115","sysselsatte_botid","personer"
"2013","1818","alle","115","sysselsatte_botid","personer"
"2013","1866","10+","115","sysselsatte_botid","personer"
"2014","0123","10+","115","sysselsatte_botid","personer"
"2014","1146","10+","115","sysselsatte_botid","personer"
"2014","1228","5_9","115","sysselsatte_botid","personer"
"2014","1264","5_9","115","sysselsatte_botid","personer"
"2014","1511","alle","115","sysselsatte_botid","personer"
"2014","1573","alle","115","sysselsatte_botid","personer"
"2014","1638","0_4","115","sysselsatte_botid","personer"
"2014","2023","0_4","115","sysselsatte_botid","personer"
"2006","1018","10+","116","sysselsatte_botid","personer"
"2006","1235","10+","116","sysselsatte_botid","personer"
"2007","0412","5_9","116","sysselsatte_botid","personer"
"2007","0711","10+","116","sysselsatte_botid","personer"
"2007","1134","alle","116","sysselsatte_botid","personer"
"2008","1224","10+","116","sysselsatte_botid","personer"
"2008","1548","0_4","116","sysselsatte_botid","personer"
"2009","0536","alle","116","sysselsatte_botid","personer"
"2010","0619","0_4","116","sysselsatte_botid","personer"
"2010","0711","10+","116","sysselsatte_botid","personer"
"2010","1624","0_4","116","sysselsatte_botid","personer"
"2010","1933","alle","116","sysselsatte_botid","personer"
"2011","1251","alle","116","sysselsatte_botid","personer"
"2011","1751","alle","116","sysselsatte_botid","personer"
"2011","1865","10+","116","sysselsatte_botid","personer"
"2012","1112","alle","116","sysselsatte_botid","personer"
"2012","1866","0_4","116","sysselsatte_botid","personer"
"2013","0533","0_4","116","sysselsatte_botid","personer"
"2013","0622","0_4","116","sysselsatte_botid","personer"
"2013","0633","alle","116","sysselsatte_botid","personer"
"2013","1235","5_9","116","sysselsatte_botid","personer"
"2013","1520","10+","116","sysselsatte_botid","personer"
"2013","1718","alle","116","sysselsatte_botid","personer"
"2013","1832","alle","116","sysselsatte_botid","personer"
"2013","1849","alle","116","sysselsatte_botid","personer"
"2014","0532","10+","116","sysselsatte_botid","personer"
"2014","0533","0_4","116","sysselsatte_botid","personer"
"2014","1438","0_4","116","sysselsatte_botid","personer"
"2014","1535","10+","116","sysselsatte_botid","personer"
"2014","1554","5_9","116","sysselsatte_botid","personer"
"2006","0137","alle","117","sysselsatte_botid","personer"
"2006","0620","0_4","117","sysselsatte_botid","personer"
"2006","1130","10+","117","sysselsatte_botid","personer"
"2006","2030","0_4","117","sysselsatte_botid","personer"
"2007","0417","0_4","117","sysselsatte_botid","personer"
"2007","0928","alle","117","sysselsatte_botid","personer"
"2008","0423","alle","117","sysselsatte_botid","personer"
"2008","0529","10+","117","sysselsatte_botid","personer"
"2008","0617","0_4","117","sysselsatte_botid","personer"
"2008","1120","5_9","117","sysselsatte_botid","personer"
"2009","1514","alle","117","sysselsatte_botid","personer"
"2009","1663","0_4","117","sysselsatte_botid","personer"
"2010","0138","0_4","117","sysselsatte_botid","personer"
"2010","0521","0_4","117","sysselsatte_botid","personer"
"2010","0926","0_4","117","sysselsatte_botid","personer"
"2010","1228","0_4","117","sysselsatte_botid","personer"
"2010","1241","alle","117","sysselsatte_botid","personer"
"2010","1523","alle","117","sysselsatte_botid","personer"
"2010","1860","0_4","117","sysselsatte_botid","personer"
"2011","0817","alle","117","sysselsatte_botid","personer"
"2011","1439","10+","117","sysselsatte_botid","personer"
"2012","0138","10+","117","sysselsatte_botid","personer"
"2012","1223","alle","117","sysselsatte_botid","personer"
"2012","1418","alle","117","sysselsatte_botid","personer"
"2012","1430","alle","117","sysselsatte_botid","personer"
"2012","1868","0_4","117","sysselsatte_botid","personer"
"2013","1004","0_4","117","sysselsatte_botid","personer"
"2013","1431","alle","117","sysselsatte_botid","personer"
"2013","1539","5_9","117","sysselsatte_botid","personer"
"2014","0633","alle","117","sysselsatte_botid","personer"
"2014","0928","10+","117","sysselsatte_botid","personer"
"2014","1515","5_9","117","sysselsatte_botid","personer"
"2014","1849","alle","117","sysselsatte_botid","personer"
"2006","1133","alle","118","sysselsatte_botid","personer"
"2006","1535","alle","118","sysselsatte_botid","personer"
"2007","1714","0_4","118","sysselsatte_botid","personer"
"2007","1833","0_4","118","sysselsatte_botid","personer"
"2007","1833","5_9","118","sysselsatte_botid","personer"
"2008","0520","0_4","118","sysselsatte_botid","personer"
"2008","0533","10+","118","sysselsatte_botid","personer"
"2008","1516","10+","118","sysselsatte_botid","personer"
"2008","1840","alle","118","sysselsatte_botid","personer"
"2009","1924","alle","118","sysselsatte_botid","personer"
"2011","0137","0_4","118","sysselsatte_botid","personer"
"2011","1112","alle","118","sysselsatte_botid","personer"
"2011","1634","0_4","118","sysselsatte_botid","personer"
"2011","1653","10+","118","sysselsatte_botid","personer"
"2012","0517","alle","118","sysselsatte_botid","personer"
"2012","1411","alle","118","sysselsatte_botid","personer"
"2012","1439","10+","118","sysselsatte_botid","personer"
"2012","1551","alle","118","sysselsatte_botid","personer"
"2013","1046","alle","118","sysselsatte_botid","personer"
"2013","1724","alle","118","sysselsatte_botid","personer"
"2014","0135","5_9","118","sysselsatte_botid","personer"
"2014","0430","alle","118","sysselsatte_botid","personer"
"2014","1638","5_9","118","sysselsatte_botid","personer"
"2014","1820","10+","118","sysselsatte_botid","personer"
"2014","1866","5_9","118","sysselsatte_botid","personer"
"2006","1221","0_4","119","sysselsatte_botid","personer"
"2006","1663","10+","119","sysselsatte_botid","personer"
"2006","2012","5_9","119","sysselsatte_botid","personer"
"2007","0814","10+","119","sysselsatte_botid","personer"
"2007","1037","alle","119","sysselsatte_botid","personer"
"2007","1539","0_4","119","sysselsatte_botid","personer"
"2007","2004","5_9","119","sysselsatte_botid","personer"
"2008","0229","0_4","119","sysselsatte_botid","personer"
"2008","0628","0_4","119","sysselsatte_botid","personer"
"2008","1101","5_9","119","sysselsatte_botid","personer"
"2008","1130","0_4","119","sysselsatte_botid","personer"
"2008","1244","alle","119","sysselsatte_botid","personer"
"2009","1121","5_9","119","sysselsatte_botid","personer"
"2009","1224","10+","119","sysselsatte_botid","personer"
"2009","1235","0_4","119","sysselsatte_botid","personer"
"2009","1264","0_4","119","sysselsatte_botid","personer"
"2009","2019","alle","119","sysselsatte_botid","personer"
"2010","0533","10+","119","sysselsatte_botid","personer"
"2010","0834","alle","119","sysselsatte_botid","personer"
"2010","1621","alle","119","sysselsatte_botid","personer"
"2011","1211","0_4","119","sysselsatte_botid","personer"
"2011","1534","5_9","119","sysselsatte_botid","personer"
"2011","1554","0_4","119","sysselsatte_botid","personer"
"2011","1750","0_4","119","sysselsatte_botid","personer"
"2011","1866","0_4","119","sysselsatte_botid","personer"
"2011","1870","0_4","119","sysselsatte_botid","personer"
"2012","0714","alle","119","sysselsatte_botid","personer"
"2012","1750","0_4","119","sysselsatte_botid","personer"
"2013","0138","5_9","119","sysselsatte_botid","personer"
"2013","0426","alle","119","sysselsatte_botid","personer"
"2014","0926","5_9","119","sysselsatte_botid","personer"
"2014","1612","alle","119","sysselsatte_botid","personer"
"2006","1003","10+","120","sysselsatte_botid","personer"
"2007","0723","alle","120","sysselsatte_botid","personer"
"2007","1438","alle","120","sysselsatte_botid","personer"
"2007","1624","alle","120","sysselsatte_botid","personer"
"2007","2025","alle","120","sysselsatte_botid","personer"
"2008","1004","0_4","120","sysselsatte_botid","personer"
"2009","1101","5_9","120","sysselsatte_botid","personer"
"2009","1245","0_4","120","sysselsatte_botid","personer"
"2009","1517","0_4","120","sysselsatte_botid","personer"
"2009","1922","alle","120","sysselsatte_botid","personer"
"2010","0234","10+","120","sysselsatte_botid","personer"
"2010","0544","alle","120","sysselsatte_botid","personer"
"2010","1219","10+","120","sysselsatte_botid","personer"
"2010","1256","0_4","120","sysselsatte_botid","personer"
"2011","0711","10+","120","sysselsatte_botid","personer"
"2011","1833","5_9","120","sysselsatte_botid","personer"
"2012","0119","alle","120","sysselsatte_botid","personer"
"2012","0711","10+","120","sysselsatte_botid","personer"
"2013","0239","alle","120","sysselsatte_botid","personer"
"2013","0828","alle","120","sysselsatte_botid","personer"
"2013","1517","5_9","120","sysselsatte_botid","personer"
"2013","1519","10+","120","sysselsatte_botid","personer"
"2013","1865","5_9","120","sysselsatte_botid","personer"
"2013","1922","alle","120","sysselsatte_botid","personer"
"2014","1142","5_9","120","sysselsatte_botid","personer"
"2014","1256","5_9","120","sysselsatte_botid","personer"
"2014","1441","alle","120","sysselsatte_botid","personer"
"2014","1721","5_9","120","sysselsatte_botid","personer"
"2014","1870","10+","120","sysselsatte_botid","personer"
"2006","0722","5_9","121","sysselsatte_botid","personer"
"2006","1503","10+","121","sysselsatte_botid","personer"
"2006","1534","10+","121","sysselsatte_botid","personer"
"2008","0215","5_9","121","sysselsatte_botid","personer"
"2008","1135","alle","121","sysselsatte_botid","personer"
"2008","1529","alle","121","sysselsatte_botid","personer"
"2009","0128","10+","121","sysselsatte_botid","personer"
"2009","0533","10+","121","sysselsatte_botid","personer"
"2010","1426","alle","121","sysselsatte_botid","personer"
"2011","0622","alle","121","sysselsatte_botid","personer"
"2011","1566","alle","121","sysselsatte_botid","personer"
"2011","1621","alle","121","sysselsatte_botid","personer"
"2012","1251","alle","121","sysselsatte_botid","personer"
"2012","1401","5_9","121","sysselsatte_botid","personer"
"2012","1634","0_4","121","sysselsatte_botid","personer"
"2012","2023","alle","121","sysselsatte_botid","personer"
"2013","0519","alle","121","sysselsatte_botid","personer"
"2013","0620","10+","121","sysselsatte_botid","personer"
"2013","0814","0_4","121","sysselsatte_botid","personer"
"2013","1004","5_9","121","sysselsatte_botid","personer"
"2013","1228","10+","121","sysselsatte_botid","personer"
"2013","1411","alle","121","sysselsatte_botid","personer"
"2013","1525","5_9","121","sysselsatte_botid","personer"
"2014","0621","alle","121","sysselsatte_botid","personer"
"2014","1519","10+","121","sysselsatte_botid","personer"
"2014","1832","alle","121","sysselsatte_botid","personer"
"2006","1515","alle","122","sysselsatte_botid","personer"
"2007","1146","0_4","122","sysselsatte_botid","personer"
"2007","1617","0_4","122","sysselsatte_botid","personer"
"2008","0807","10+","122","sysselsatte_botid","personer"
"2008","1004","5_9","122","sysselsatte_botid","personer"
"2008","1235","10+","122","sysselsatte_botid","personer"
"2009","0419","alle","122","sysselsatte_botid","personer"
"2009","0716","10+","122","sysselsatte_botid","personer"
"2009","1017","10+","122","sysselsatte_botid","personer"
"2009","1135","alle","122","sysselsatte_botid","personer"
"2010","0814","0_4","122","sysselsatte_botid","personer"
"2010","0822","alle","122","sysselsatte_botid","personer"
"2011","1721","0_4","122","sysselsatte_botid","personer"
"2011","1824","0_4","122","sysselsatte_botid","personer"
"2011","2019","0_4","122","sysselsatte_botid","personer"
"2012","1417","alle","122","sysselsatte_botid","personer"
"2012","2002","alle","122","sysselsatte_botid","personer"
"2013","0612","5_9","122","sysselsatte_botid","personer"
"2013","1260","5_9","122","sysselsatte_botid","personer"
"2013","1721","10+","122","sysselsatte_botid","personer"
"2014","0137","10+","122","sysselsatte_botid","personer"
"2006","0237","5_9","123","sysselsatte_botid","personer"
"2006","2025","alle","123","sysselsatte_botid","personer"
"2007","1235","10+","123","sysselsatte_botid","personer"
"2008","0716","0_4","123","sysselsatte_botid","personer"
"2008","1119","10+","123","sysselsatte_botid","personer"
