"naringsregion_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"49","alle","2","prosent","94.87179487","2014","barnehagedeltakelse"
"50","alle","2","prosent","95.63953488","2014","barnehagedeltakelse"
"51","alle","2","prosent","96.882494","2014","barnehagedeltakelse"
"52","alle","2","prosent","95.67307692","2014","barnehagedeltakelse"
"53","alle","2","prosent","93.43283582","2014","barnehagedeltakelse"
"54","alle","2","prosent","93.46733668","2014","barnehagedeltakelse"
"55","alle","2","prosent","92.85714286","2014","barnehagedeltakelse"
"56","alle","2","prosent","95.46370968","2014","barnehagedeltakelse"
"57","alle","2","prosent","97.9757085","2014","barnehagedeltakelse"
"58","alle","2","prosent","97.93814433","2014","barnehagedeltakelse"
"59","alle","2","prosent","91.01123596","2014","barnehagedeltakelse"
"60","alle","2","prosent","96.88888889","2014","barnehagedeltakelse"
"61","alle","2","prosent","96.41891892","2014","barnehagedeltakelse"
"62","alle","2","prosent","96.875","2014","barnehagedeltakelse"
"63","alle","2","prosent","94.67455621","2014","barnehagedeltakelse"
"64","alle","2","prosent","96.875","2014","barnehagedeltakelse"
"65","alle","2","prosent","101.3333333","2014","barnehagedeltakelse"
"66","alle","2","prosent","92.68292683","2014","barnehagedeltakelse"
"67","alle","2","prosent","90.43478261","2014","barnehagedeltakelse"
"68","alle","2","prosent","96.35036496","2014","barnehagedeltakelse"
"69","alle","2","prosent","88","2014","barnehagedeltakelse"
"70","alle","2","prosent","95.83333333","2014","barnehagedeltakelse"
"71","alle","2","prosent","93.88888889","2014","barnehagedeltakelse"
"72","alle","2","prosent","94.26934097","2014","barnehagedeltakelse"
"73","alle","2","prosent","94.57013575","2014","barnehagedeltakelse"
"74","alle","2","prosent","93.59430605","2014","barnehagedeltakelse"
"75","alle","2","prosent","89.27038627","2014","barnehagedeltakelse"
"76","alle","2","prosent","93.56725146","2014","barnehagedeltakelse"
"77","alle","2","prosent","94.04145078","2014","barnehagedeltakelse"
"78","alle","2","prosent","92.59259259","2014","barnehagedeltakelse"
"79","alle","2","prosent","96.68141593","2014","barnehagedeltakelse"
"80","alle","2","prosent","94.66666667","2014","barnehagedeltakelse"
"81","alle","2","prosent","90.40178571","2014","barnehagedeltakelse"
"82","alle","2","prosent","91.34615385","2014","barnehagedeltakelse"
"83","alle","2","prosent","94.35483871","2014","barnehagedeltakelse"
"01","alle","3","prosent","96.58385093","2014","barnehagedeltakelse"
"02","alle","3","prosent","92.98737728","2014","barnehagedeltakelse"
"03","alle","3","prosent","92.19858156","2014","barnehagedeltakelse"
"04","alle","3","prosent","93.6827957","2014","barnehagedeltakelse"
"05","alle","3","prosent","95.49436796","2014","barnehagedeltakelse"
"06","alle","3","prosent","97.45475113","2014","barnehagedeltakelse"
"07","alle","3","prosent","93.9503386","2014","barnehagedeltakelse"
"08","alle","3","prosent","98.34299917","2014","barnehagedeltakelse"
"09","alle","3","prosent","91.48046362","2014","barnehagedeltakelse"
"10","alle","3","prosent","98.64864865","2014","barnehagedeltakelse"
"11","alle","3","prosent","97.11934156","2014","barnehagedeltakelse"
"12","alle","3","prosent","96.67359667","2014","barnehagedeltakelse"
"13","alle","3","prosent","98.2300885","2014","barnehagedeltakelse"
"14","alle","3","prosent","96.0755814","2014","barnehagedeltakelse"
"15","alle","3","prosent","96.07843137","2014","barnehagedeltakelse"
"16","alle","3","prosent","97.26368159","2014","barnehagedeltakelse"
"17","alle","3","prosent","96.8503937","2014","barnehagedeltakelse"
"18","alle","3","prosent","95.37572254","2014","barnehagedeltakelse"
"19","alle","3","prosent","91.47727273","2014","barnehagedeltakelse"
"20","alle","3","prosent","94.83310471","2014","barnehagedeltakelse"
"21","alle","3","prosent","95.45454545","2014","barnehagedeltakelse"
"22","alle","3","prosent","98.93333333","2014","barnehagedeltakelse"
"23","alle","3","prosent","89.31623932","2014","barnehagedeltakelse"
"24","alle","3","prosent","97.71573604","2014","barnehagedeltakelse"
"25","alle","3","prosent","94.88958991","2014","barnehagedeltakelse"
"26","alle","3","prosent","92.94234592","2014","barnehagedeltakelse"
"27","alle","3","prosent","93.95973154","2014","barnehagedeltakelse"
"28","alle","3","prosent","94.51219512","2014","barnehagedeltakelse"
"29","alle","3","prosent","98.5","2014","barnehagedeltakelse"
"30","alle","3","prosent","97.59036145","2014","barnehagedeltakelse"
"31","alle","3","prosent","93.15068493","2014","barnehagedeltakelse"
"32","alle","3","prosent","97.59926131","2014","barnehagedeltakelse"
"33","alle","3","prosent","93.70460048","2014","barnehagedeltakelse"
"34","alle","3","prosent","94.08284024","2014","barnehagedeltakelse"
"35","alle","3","prosent","95.02433748","2014","barnehagedeltakelse"
"36","alle","3","prosent","93.89067524","2014","barnehagedeltakelse"
"37","alle","3","prosent","95.68773234","2014","barnehagedeltakelse"
"38","alle","3","prosent","96.15384615","2014","barnehagedeltakelse"
"39","alle","3","prosent","95.63517915","2014","barnehagedeltakelse"
"40","alle","3","prosent","96.79111385","2014","barnehagedeltakelse"
"41","alle","3","prosent","94.4591029","2014","barnehagedeltakelse"
"42","alle","3","prosent","94.89361702","2014","barnehagedeltakelse"
"43","alle","3","prosent","97.79005525","2014","barnehagedeltakelse"
"44","alle","3","prosent","93.41463415","2014","barnehagedeltakelse"
"45","alle","3","prosent","94.16058394","2014","barnehagedeltakelse"
"46","alle","3","prosent","96.8","2014","barnehagedeltakelse"
"47","alle","3","prosent","94.59183673","2014","barnehagedeltakelse"
"48","alle","3","prosent","97.4789916","2014","barnehagedeltakelse"
"49","alle","3","prosent","96.93094629","2014","barnehagedeltakelse"
"50","alle","3","prosent","96.66666667","2014","barnehagedeltakelse"
"51","alle","3","prosent","98.95178197","2014","barnehagedeltakelse"
"52","alle","3","prosent","98.61751152","2014","barnehagedeltakelse"
"53","alle","3","prosent","98.11320755","2014","barnehagedeltakelse"
"54","alle","3","prosent","94.91525424","2014","barnehagedeltakelse"
"55","alle","3","prosent","97.07401033","2014","barnehagedeltakelse"
"56","alle","3","prosent","97.16520039","2014","barnehagedeltakelse"
"57","alle","3","prosent","98.9010989","2014","barnehagedeltakelse"
"58","alle","3","prosent","98.95833333","2014","barnehagedeltakelse"
"59","alle","3","prosent","95.4954955","2014","barnehagedeltakelse"
"60","alle","3","prosent","99.20318725","2014","barnehagedeltakelse"
"61","alle","3","prosent","99.02422611","2014","barnehagedeltakelse"
"62","alle","3","prosent","95.83333333","2014","barnehagedeltakelse"
"63","alle","3","prosent","98.34254144","2014","barnehagedeltakelse"
"64","alle","3","prosent","98.88734353","2014","barnehagedeltakelse"
"65","alle","3","prosent","97.19626168","2014","barnehagedeltakelse"
"66","alle","3","prosent","97.58064516","2014","barnehagedeltakelse"
"67","alle","3","prosent","97.4789916","2014","barnehagedeltakelse"
"68","alle","3","prosent","95.74468085","2014","barnehagedeltakelse"
"69","alle","3","prosent","93.38235294","2014","barnehagedeltakelse"
"70","alle","3","prosent","102.7027027","2014","barnehagedeltakelse"
"71","alle","3","prosent","98.24561404","2014","barnehagedeltakelse"
"72","alle","3","prosent","96.56160458","2014","barnehagedeltakelse"
"73","alle","3","prosent","96.68874172","2014","barnehagedeltakelse"
"74","alle","3","prosent","93.93939394","2014","barnehagedeltakelse"
"75","alle","3","prosent","94.36619718","2014","barnehagedeltakelse"
"76","alle","3","prosent","94.24242424","2014","barnehagedeltakelse"
"77","alle","3","prosent","98.12834225","2014","barnehagedeltakelse"
"78","alle","3","prosent","97.25609756","2014","barnehagedeltakelse"
"79","alle","3","prosent","98.13471503","2014","barnehagedeltakelse"
"80","alle","3","prosent","97.10144928","2014","barnehagedeltakelse"
"81","alle","3","prosent","93.55555556","2014","barnehagedeltakelse"
"82","alle","3","prosent","95.62043796","2014","barnehagedeltakelse"
"83","alle","3","prosent","95.76271186","2014","barnehagedeltakelse"
"01","alle","4","prosent","95.51820728","2014","barnehagedeltakelse"
"02","alle","4","prosent","96.04365621","2014","barnehagedeltakelse"
"03","alle","4","prosent","96.31811487","2014","barnehagedeltakelse"
"04","alle","4","prosent","95.96412556","2014","barnehagedeltakelse"
"05","alle","4","prosent","97.30382294","2014","barnehagedeltakelse"
"06","alle","4","prosent","97.2796518","2014","barnehagedeltakelse"
"07","alle","4","prosent","97.15860899","2014","barnehagedeltakelse"
"08","alle","4","prosent","98.40425532","2014","barnehagedeltakelse"
"09","alle","4","prosent","94.05649994","2014","barnehagedeltakelse"
"10","alle","4","prosent","97.00598802","2014","barnehagedeltakelse"
"11","alle","4","prosent","96.10655738","2014","barnehagedeltakelse"
"12","alle","4","prosent","98.59296482","2014","barnehagedeltakelse"
"13","alle","4","prosent","95.76719577","2014","barnehagedeltakelse"
"14","alle","4","prosent","97.84366577","2014","barnehagedeltakelse"
"15","alle","4","prosent","97.72079772","2014","barnehagedeltakelse"
"16","alle","4","prosent","98.47328244","2014","barnehagedeltakelse"
"17","alle","4","prosent","99.33333333","2014","barnehagedeltakelse"
"18","alle","4","prosent","99.09090909","2014","barnehagedeltakelse"
"19","alle","4","prosent","98.18181818","2014","barnehagedeltakelse"
"20","alle","4","prosent","95.71753986","2014","barnehagedeltakelse"
"21","alle","4","prosent","99.53703704","2014","barnehagedeltakelse"
"22","alle","4","prosent","99.25925926","2014","barnehagedeltakelse"
"23","alle","4","prosent","97.04433498","2014","barnehagedeltakelse"
"24","alle","4","prosent","96.90265487","2014","barnehagedeltakelse"
"25","alle","4","prosent","96.52014652","2014","barnehagedeltakelse"
"26","alle","4","prosent","96.5258216","2014","barnehagedeltakelse"
"27","alle","4","prosent","95.97069597","2014","barnehagedeltakelse"
"28","alle","4","prosent","97.47474747","2014","barnehagedeltakelse"
"29","alle","4","prosent","100","2014","barnehagedeltakelse"
"30","alle","4","prosent","96.75324675","2014","barnehagedeltakelse"
"31","alle","4","prosent","98.88888889","2014","barnehagedeltakelse"
"32","alle","4","prosent","97.71126761","2014","barnehagedeltakelse"
"33","alle","4","prosent","98.95615866","2014","barnehagedeltakelse"
"34","alle","4","prosent","95.65217391","2014","barnehagedeltakelse"
"35","alle","4","prosent","97.41046832","2014","barnehagedeltakelse"
"36","alle","4","prosent","95.63953488","2014","barnehagedeltakelse"
"37","alle","4","prosent","96.9654199","2014","barnehagedeltakelse"
"38","alle","4","prosent","97.34513274","2014","barnehagedeltakelse"
"39","alle","4","prosent","96.00422833","2014","barnehagedeltakelse"
"40","alle","4","prosent","97.22056186","2014","barnehagedeltakelse"
"41","alle","4","prosent","95.87628866","2014","barnehagedeltakelse"
"42","alle","4","prosent","98.52398524","2014","barnehagedeltakelse"
"43","alle","4","prosent","98.26589595","2014","barnehagedeltakelse"
"44","alle","4","prosent","97.64957265","2014","barnehagedeltakelse"
"45","alle","4","prosent","96.92307692","2014","barnehagedeltakelse"
"46","alle","4","prosent","98.59976663","2014","barnehagedeltakelse"
"47","alle","4","prosent","95.97107438","2014","barnehagedeltakelse"
"48","alle","4","prosent","100","2014","barnehagedeltakelse"
"49","alle","4","prosent","97.44897959","2014","barnehagedeltakelse"
"50","alle","4","prosent","98.35164835","2014","barnehagedeltakelse"
"51","alle","4","prosent","98.94291755","2014","barnehagedeltakelse"
"52","alle","4","prosent","98.88111888","2014","barnehagedeltakelse"
"53","alle","4","prosent","97.88519637","2014","barnehagedeltakelse"
"54","alle","4","prosent","98.52941176","2014","barnehagedeltakelse"
"55","alle","4","prosent","99.45355191","2014","barnehagedeltakelse"
"56","alle","4","prosent","98.96907216","2014","barnehagedeltakelse"
"57","alle","4","prosent","98.13432836","2014","barnehagedeltakelse"
"58","alle","4","prosent","95.83333333","2014","barnehagedeltakelse"
"59","alle","4","prosent","97.34513274","2014","barnehagedeltakelse"
"60","alle","4","prosent","97.19298246","2014","barnehagedeltakelse"
"61","alle","4","prosent","98.57003575","2014","barnehagedeltakelse"
"62","alle","4","prosent","98.66666667","2014","barnehagedeltakelse"
"63","alle","4","prosent","99.43977591","2014","barnehagedeltakelse"
"64","alle","4","prosent","100.2570694","2014","barnehagedeltakelse"
"65","alle","4","prosent","100","2014","barnehagedeltakelse"
"66","alle","4","prosent","100","2014","barnehagedeltakelse"
"67","alle","4","prosent","97.24409449","2014","barnehagedeltakelse"
"68","alle","4","prosent","100","2014","barnehagedeltakelse"
"69","alle","4","prosent","100","2014","barnehagedeltakelse"
"70","alle","4","prosent","95.23809524","2014","barnehagedeltakelse"
"71","alle","4","prosent","95.45454545","2014","barnehagedeltakelse"
"72","alle","4","prosent","99.73262032","2014","barnehagedeltakelse"
"73","alle","4","prosent","98.9059081","2014","barnehagedeltakelse"
"74","alle","4","prosent","98.98989899","2014","barnehagedeltakelse"
"75","alle","4","prosent","89.43396226","2014","barnehagedeltakelse"
"76","alle","4","prosent","98.18731118","2014","barnehagedeltakelse"
"77","alle","4","prosent","96.84684685","2014","barnehagedeltakelse"
"78","alle","4","prosent","100.6097561","2014","barnehagedeltakelse"
"79","alle","4","prosent","98.828125","2014","barnehagedeltakelse"
"80","alle","4","prosent","96.61016949","2014","barnehagedeltakelse"
"81","alle","4","prosent","96.09053498","2014","barnehagedeltakelse"
"82","alle","4","prosent","100","2014","barnehagedeltakelse"
"83","alle","4","prosent","96.84684685","2014","barnehagedeltakelse"
"01","alle","5","prosent","96.40883978","2014","barnehagedeltakelse"
"02","alle","5","prosent","96.56121045","2014","barnehagedeltakelse"
"03","alle","5","prosent","98.90260631","2014","barnehagedeltakelse"
"04","alle","5","prosent","97.04377487","2014","barnehagedeltakelse"
"05","alle","5","prosent","96.7704729","2014","barnehagedeltakelse"
"06","alle","5","prosent","98.38035528","2014","barnehagedeltakelse"
"07","alle","5","prosent","98.22695035","2014","barnehagedeltakelse"
"08","alle","5","prosent","97.07977208","2014","barnehagedeltakelse"
"09","alle","5","prosent","95.22562952","2014","barnehagedeltakelse"
"10","alle","5","prosent","98.44559585","2014","barnehagedeltakelse"
"11","alle","5","prosent","95.64393939","2014","barnehagedeltakelse"
"12","alle","5","prosent","98.15498155","2014","barnehagedeltakelse"
"13","alle","5","prosent","99.47089947","2014","barnehagedeltakelse"
"14","alle","5","prosent","99.8678996","2014","barnehagedeltakelse"
"15","alle","5","prosent","95.38461538","2014","barnehagedeltakelse"
"16","alle","5","prosent","97.75","2014","barnehagedeltakelse"
"17","alle","5","prosent","98.51851852","2014","barnehagedeltakelse"
"18","alle","5","prosent","100","2014","barnehagedeltakelse"
"19","alle","5","prosent","98.1042654","2014","barnehagedeltakelse"
"20","alle","5","prosent","97.02072539","2014","barnehagedeltakelse"
"21","alle","5","prosent","98.45360825","2014","barnehagedeltakelse"
"22","alle","5","prosent","98.61751152","2014","barnehagedeltakelse"
"23","alle","5","prosent","96.0199005","2014","barnehagedeltakelse"
"24","alle","5","prosent","97.82082324","2014","barnehagedeltakelse"
"25","alle","5","prosent","97.57033248","2014","barnehagedeltakelse"
"26","alle","5","prosent","96.39314698","2014","barnehagedeltakelse"
"27","alle","5","prosent","98.79154079","2014","barnehagedeltakelse"
"28","alle","5","prosent","100","2014","barnehagedeltakelse"
"29","alle","5","prosent","98.63013699","2014","barnehagedeltakelse"
"30","alle","5","prosent","97.5","2014","barnehagedeltakelse"
"31","alle","5","prosent","103.8961039","2014","barnehagedeltakelse"
"32","alle","5","prosent","97.87414966","2014","barnehagedeltakelse"
"33","alle","5","prosent","98.80239521","2014","barnehagedeltakelse"
"34","alle","5","prosent","98.56321839","2014","barnehagedeltakelse"
"35","alle","5","prosent","98.0162767","2014","barnehagedeltakelse"
"36","alle","5","prosent","97.83197832","2014","barnehagedeltakelse"
"37","alle","5","prosent","97.58179232","2014","barnehagedeltakelse"
"38","alle","5","prosent","97.82608696","2014","barnehagedeltakelse"
"39","alle","5","prosent","96.38208692","2014","barnehagedeltakelse"
"40","alle","5","prosent","97.94604537","2014","barnehagedeltakelse"
"41","alle","5","prosent","96.62921348","2014","barnehagedeltakelse"
"42","alle","5","prosent","98.7012987","2014","barnehagedeltakelse"
"43","alle","5","prosent","98.8372093","2014","barnehagedeltakelse"
"44","alle","5","prosent","96.61354582","2014","barnehagedeltakelse"
"45","alle","5","prosent","94.88636364","2014","barnehagedeltakelse"
"46","alle","5","prosent","97.83505155","2014","barnehagedeltakelse"
"47","alle","5","prosent","97.48792271","2014","barnehagedeltakelse"
"48","alle","5","prosent","99.10714286","2014","barnehagedeltakelse"
"49","alle","5","prosent","97.97979798","2014","barnehagedeltakelse"
"50","alle","5","prosent","98.84726225","2014","barnehagedeltakelse"
"51","alle","5","prosent","100.6521739","2014","barnehagedeltakelse"
"52","alle","5","prosent","98.42632332","2014","barnehagedeltakelse"
"53","alle","5","prosent","98.75","2014","barnehagedeltakelse"
"54","alle","5","prosent","96.77419355","2014","barnehagedeltakelse"
"55","alle","5","prosent","98.58934169","2014","barnehagedeltakelse"
"56","alle","5","prosent","98.42883549","2014","barnehagedeltakelse"
"57","alle","5","prosent","99.25093633","2014","barnehagedeltakelse"
"58","alle","5","prosent","95.83333333","2014","barnehagedeltakelse"
"59","alle","5","prosent","100","2014","barnehagedeltakelse"
"60","alle","5","prosent","101.0869565","2014","barnehagedeltakelse"
"61","alle","5","prosent","99.14219729","2014","barnehagedeltakelse"
"62","alle","5","prosent","98.9010989","2014","barnehagedeltakelse"
"63","alle","5","prosent","98.42105263","2014","barnehagedeltakelse"
"64","alle","5","prosent","100.7528231","2014","barnehagedeltakelse"
"65","alle","5","prosent","96.66666667","2014","barnehagedeltakelse"
"66","alle","5","prosent","99.18699187","2014","barnehagedeltakelse"
"67","alle","5","prosent","99.21568627","2014","barnehagedeltakelse"
"68","alle","5","prosent","101.1049724","2014","barnehagedeltakelse"
"69","alle","5","prosent","98.55072464","2014","barnehagedeltakelse"
"70","alle","5","prosent","97.5","2014","barnehagedeltakelse"
"71","alle","5","prosent","100","2014","barnehagedeltakelse"
"72","alle","5","prosent","97.54901961","2014","barnehagedeltakelse"
"73","alle","5","prosent","98.47560976","2014","barnehagedeltakelse"
"74","alle","5","prosent","95.62043796","2014","barnehagedeltakelse"
"75","alle","5","prosent","90.33457249","2014","barnehagedeltakelse"
"76","alle","5","prosent","96.05633803","2014","barnehagedeltakelse"
"77","alle","5","prosent","99.27360775","2014","barnehagedeltakelse"
"78","alle","5","prosent","98.67374005","2014","barnehagedeltakelse"
"79","alle","5","prosent","99.59677419","2014","barnehagedeltakelse"
"80","alle","5","prosent","97.85714286","2014","barnehagedeltakelse"
"81","alle","5","prosent","94.03578529","2014","barnehagedeltakelse"
"82","alle","5","prosent","96.2962963","2014","barnehagedeltakelse"
"83","alle","5","prosent","95.12195122","2014","barnehagedeltakelse"
"01","minoritet","1_5","personer","157","2014","barnehagedeltakelse"
"02","minoritet","1_5","personer","449","2014","barnehagedeltakelse"
"03","minoritet","1_5","personer","455","2014","barnehagedeltakelse"
"04","minoritet","1_5","personer","1086","2014","barnehagedeltakelse"
"05","minoritet","1_5","personer","1696","2014","barnehagedeltakelse"
"06","minoritet","1_5","personer","970","2014","barnehagedeltakelse"
"07","minoritet","1_5","personer","1814","2014","barnehagedeltakelse"
"08","minoritet","1_5","personer","786","2014","barnehagedeltakelse"
"09","minoritet","1_5","personer","10118","2014","barnehagedeltakelse"
"10","minoritet","1_5","personer","72","2014","barnehagedeltakelse"
"11","minoritet","1_5","personer","201","2014","barnehagedeltakelse"
"12","minoritet","1_5","personer","478","2014","barnehagedeltakelse"
"13","minoritet","1_5","personer","163","2014","barnehagedeltakelse"
"14","minoritet","1_5","personer","386","2014","barnehagedeltakelse"
"15","minoritet","1_5","personer","126","2014","barnehagedeltakelse"
"16","minoritet","1_5","personer","202","2014","barnehagedeltakelse"
"17","minoritet","1_5","personer","47","2014","barnehagedeltakelse"
"18","minoritet","1_5","personer","60","2014","barnehagedeltakelse"
"19","minoritet","1_5","personer","85","2014","barnehagedeltakelse"
"20","minoritet","1_5","personer","2117","2014","barnehagedeltakelse"
"21","minoritet","1_5","personer","140","2014","barnehagedeltakelse"
"22","minoritet","1_5","personer","266","2014","barnehagedeltakelse"
"23","minoritet","1_5","personer","104","2014","barnehagedeltakelse"
"24","minoritet","1_5","personer","233","2014","barnehagedeltakelse"
"25","minoritet","1_5","personer","709","2014","barnehagedeltakelse"
"26","minoritet","1_5","personer","655","2014","barnehagedeltakelse"
"27","minoritet","1_5","personer","807","2014","barnehagedeltakelse"
"28","minoritet","1_5","personer","113","2014","barnehagedeltakelse"
"29","minoritet","1_5","personer","126","2014","barnehagedeltakelse"
"30","minoritet","1_5","personer","65","2014","barnehagedeltakelse"
"31","minoritet","1_5","personer","38","2014","barnehagedeltakelse"
"32","minoritet","1_5","personer","557","2014","barnehagedeltakelse"
"33","minoritet","1_5","personer","186","2014","barnehagedeltakelse"
"34","minoritet","1_5","personer","122","2014","barnehagedeltakelse"
"35","minoritet","1_5","personer","1022","2014","barnehagedeltakelse"
"36","minoritet","1_5","personer","180","2014","barnehagedeltakelse"
"37","minoritet","1_5","personer","648","2014","barnehagedeltakelse"
"38","minoritet","1_5","personer","178","2014","barnehagedeltakelse"
"39","minoritet","1_5","personer","3211","2014","barnehagedeltakelse"
"40","minoritet","1_5","personer","2133","2014","barnehagedeltakelse"
"41","minoritet","1_5","personer","149","2014","barnehagedeltakelse"
"42","minoritet","1_5","personer","144","2014","barnehagedeltakelse"
"43","minoritet","1_5","personer","67","2014","barnehagedeltakelse"
"44","minoritet","1_5","personer","137","2014","barnehagedeltakelse"
"45","minoritet","1_5","personer","58","2014","barnehagedeltakelse"
"46","minoritet","1_5","personer","367","2014","barnehagedeltakelse"
"47","minoritet","1_5","personer","276","2014","barnehagedeltakelse"
"48","minoritet","1_5","personer","43","2014","barnehagedeltakelse"
"49","minoritet","1_5","personer","228","2014","barnehagedeltakelse"
"50","minoritet","1_5","personer","150","2014","barnehagedeltakelse"
"51","minoritet","1_5","personer","248","2014","barnehagedeltakelse"
"52","minoritet","1_5","personer","320","2014","barnehagedeltakelse"
"53","minoritet","1_5","personer","296","2014","barnehagedeltakelse"
"54","minoritet","1_5","personer","147","2014","barnehagedeltakelse"
"55","minoritet","1_5","personer","306","2014","barnehagedeltakelse"
"56","minoritet","1_5","personer","467","2014","barnehagedeltakelse"
"57","minoritet","1_5","personer","52","2014","barnehagedeltakelse"
"58","minoritet","1_5","personer","106","2014","barnehagedeltakelse"
"59","minoritet","1_5","personer","46","2014","barnehagedeltakelse"
"60","minoritet","1_5","personer","91","2014","barnehagedeltakelse"
"61","minoritet","1_5","personer","1453","2014","barnehagedeltakelse"
"62","minoritet","1_5","personer","28","2014","barnehagedeltakelse"
"63","minoritet","1_5","personer","128","2014","barnehagedeltakelse"
"64","minoritet","1_5","personer","237","2014","barnehagedeltakelse"
"65","minoritet","1_5","personer","31","2014","barnehagedeltakelse"
"66","minoritet","1_5","personer","47","2014","barnehagedeltakelse"
"67","minoritet","1_5","personer","104","2014","barnehagedeltakelse"
"68","minoritet","1_5","personer","80","2014","barnehagedeltakelse"
"69","minoritet","1_5","personer","64","2014","barnehagedeltakelse"
"70","minoritet","1_5","personer","22","2014","barnehagedeltakelse"
"71","minoritet","1_5","personer","56","2014","barnehagedeltakelse"
"72","minoritet","1_5","personer","117","2014","barnehagedeltakelse"
"73","minoritet","1_5","personer","332","2014","barnehagedeltakelse"
"74","minoritet","1_5","personer","113","2014","barnehagedeltakelse"
"75","minoritet","1_5","personer","120","2014","barnehagedeltakelse"
"76","minoritet","1_5","personer","171","2014","barnehagedeltakelse"
"77","minoritet","1_5","personer","181","2014","barnehagedeltakelse"
"78","minoritet","1_5","personer","138","2014","barnehagedeltakelse"
"79","minoritet","1_5","personer","407","2014","barnehagedeltakelse"
"80","minoritet","1_5","personer","48","2014","barnehagedeltakelse"
"81","minoritet","1_5","personer","237","2014","barnehagedeltakelse"
"82","minoritet","1_5","personer","27","2014","barnehagedeltakelse"
"83","minoritet","1_5","personer","167","2014","barnehagedeltakelse"
"01","minoritet","1","personer","13","2014","barnehagedeltakelse"
"02","minoritet","1","personer","38","2014","barnehagedeltakelse"
"03","minoritet","1","personer","27","2014","barnehagedeltakelse"
"04","minoritet","1","personer","85","2014","barnehagedeltakelse"
"05","minoritet","1","personer","159","2014","barnehagedeltakelse"
"06","minoritet","1","personer","105","2014","barnehagedeltakelse"
"07","minoritet","1","personer","165","2014","barnehagedeltakelse"
"08","minoritet","1","personer","86","2014","barnehagedeltakelse"
"09","minoritet","1","personer","818","2014","barnehagedeltakelse"
"10","minoritet","1","personer","11","2014","barnehagedeltakelse"
"11","minoritet","1","personer","23","2014","barnehagedeltakelse"
"12","minoritet","1","personer","57","2014","barnehagedeltakelse"
"13","minoritet","1","personer","12","2014","barnehagedeltakelse"
"14","minoritet","1","personer","38","2014","barnehagedeltakelse"
"15","minoritet","1","personer","13","2014","barnehagedeltakelse"
"16","minoritet","1","personer","26","2014","barnehagedeltakelse"
"17","minoritet","1","personer","8","2014","barnehagedeltakelse"
"18","minoritet","1","personer","7","2014","barnehagedeltakelse"
"19","minoritet","1","personer","6","2014","barnehagedeltakelse"
"20","minoritet","1","personer","208","2014","barnehagedeltakelse"
"21","minoritet","1","personer","15","2014","barnehagedeltakelse"
"22","minoritet","1","personer","31","2014","barnehagedeltakelse"
"23","minoritet","1","personer","9","2014","barnehagedeltakelse"
"24","minoritet","1","personer","22","2014","barnehagedeltakelse"
"25","minoritet","1","personer","65","2014","barnehagedeltakelse"
"26","minoritet","1","personer","65","2014","barnehagedeltakelse"
"27","minoritet","1","personer","86","2014","barnehagedeltakelse"
"28","minoritet","1","personer","10","2014","barnehagedeltakelse"
"29","minoritet","1","personer","17","2014","barnehagedeltakelse"
"30","minoritet","1","personer","7","2014","barnehagedeltakelse"
"31","minoritet","1","personer","4","2014","barnehagedeltakelse"
"32","minoritet","1","personer","58","2014","barnehagedeltakelse"
"33","minoritet","1","personer","16","2014","barnehagedeltakelse"
"34","minoritet","1","personer","9","2014","barnehagedeltakelse"
"35","minoritet","1","personer","92","2014","barnehagedeltakelse"
"36","minoritet","1","personer","21","2014","barnehagedeltakelse"
"37","minoritet","1","personer","62","2014","barnehagedeltakelse"
"38","minoritet","1","personer","17","2014","barnehagedeltakelse"
"39","minoritet","1","personer","384","2014","barnehagedeltakelse"
"40","minoritet","1","personer","272","2014","barnehagedeltakelse"
"41","minoritet","1","personer","17","2014","barnehagedeltakelse"
"42","minoritet","1","personer","21","2014","barnehagedeltakelse"
"43","minoritet","1","personer","5","2014","barnehagedeltakelse"
"44","minoritet","1","personer","14","2014","barnehagedeltakelse"
"45","minoritet","1","personer","6","2014","barnehagedeltakelse"
"46","minoritet","1","personer","36","2014","barnehagedeltakelse"
"47","minoritet","1","personer","26","2014","barnehagedeltakelse"
"48","minoritet","1","personer","4","2014","barnehagedeltakelse"
"49","minoritet","1","personer","28","2014","barnehagedeltakelse"
"50","minoritet","1","personer","13","2014","barnehagedeltakelse"
"51","minoritet","1","personer","31","2014","barnehagedeltakelse"
"52","minoritet","1","personer","33","2014","barnehagedeltakelse"
"53","minoritet","1","personer","33","2014","barnehagedeltakelse"
"54","minoritet","1","personer","24","2014","barnehagedeltakelse"
"55","minoritet","1","personer","43","2014","barnehagedeltakelse"
"56","minoritet","1","personer","61","2014","barnehagedeltakelse"
"57","minoritet","1","personer",":","2014","barnehagedeltakelse"
"58","minoritet","1","personer","12","2014","barnehagedeltakelse"
"59","minoritet","1","personer","7","2014","barnehagedeltakelse"
"60","minoritet","1","personer","14","2014","barnehagedeltakelse"
"61","minoritet","1","personer","173","2014","barnehagedeltakelse"
"62","minoritet","1","personer",":","2014","barnehagedeltakelse"
"63","minoritet","1","personer","12","2014","barnehagedeltakelse"
"64","minoritet","1","personer","33","2014","barnehagedeltakelse"
"65","minoritet","1","personer",":","2014","barnehagedeltakelse"
"66","minoritet","1","personer","10","2014","barnehagedeltakelse"
