"aar","bydel_nr","innvkat_3","vreg_3","kjonn","tabellvariabel","tabell_navn","enhet"
"2010","030111","alle","alle","alle","2799","ikke_arbutd_innvkat_land","personer"
"2010","030111","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030111","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030111","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030111","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030111","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030111","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030111","befolkningen_ellers","alle","0","787","ikke_arbutd_innvkat_land","personer"
"2010","030111","befolkningen_ellers","alle","1","706","ikke_arbutd_innvkat_land","personer"
"2010","030111","befolkningen_ellers","alle","alle","1493","ikke_arbutd_innvkat_land","personer"
"2010","030111","innvandrere","1","0","163","ikke_arbutd_innvkat_land","personer"
"2010","030111","innvandrere","1","1","154","ikke_arbutd_innvkat_land","personer"
"2010","030111","innvandrere","1","alle","317","ikke_arbutd_innvkat_land","personer"
"2010","030111","innvandrere","2","0","585","ikke_arbutd_innvkat_land","personer"
"2010","030111","innvandrere","2","1","404","ikke_arbutd_innvkat_land","personer"
"2010","030111","innvandrere","2","alle","989","ikke_arbutd_innvkat_land","personer"
"2010","030111","innvandrere","alle","0","748","ikke_arbutd_innvkat_land","personer"
"2010","030111","innvandrere","alle","1","558","ikke_arbutd_innvkat_land","personer"
"2010","030111","innvandrere","alle","alle","1306","ikke_arbutd_innvkat_land","personer"
"2010","030112","alle","1","0","90","ikke_arbutd_innvkat_land","personer"
"2010","030112","alle","1","1","140","ikke_arbutd_innvkat_land","personer"
"2010","030112","alle","1","alle","230","ikke_arbutd_innvkat_land","personer"
"2010","030112","alle","2","0","432","ikke_arbutd_innvkat_land","personer"
"2010","030112","alle","2","1","283","ikke_arbutd_innvkat_land","personer"
"2010","030112","alle","2","alle","715","ikke_arbutd_innvkat_land","personer"
"2010","030112","alle","alle","0","1268","ikke_arbutd_innvkat_land","personer"
"2010","030112","alle","alle","1","999","ikke_arbutd_innvkat_land","personer"
"2010","030112","alle","alle","alle","2267","ikke_arbutd_innvkat_land","personer"
"2010","030112","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030112","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030112","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030112","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030112","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030112","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030112","befolkningen_ellers","alle","0","746","ikke_arbutd_innvkat_land","personer"
"2010","030112","befolkningen_ellers","alle","1","576","ikke_arbutd_innvkat_land","personer"
"2010","030112","befolkningen_ellers","alle","alle","1322","ikke_arbutd_innvkat_land","personer"
"2010","030112","innvandrere","1","0","90","ikke_arbutd_innvkat_land","personer"
"2010","030112","innvandrere","1","1","140","ikke_arbutd_innvkat_land","personer"
"2010","030112","innvandrere","1","alle","230","ikke_arbutd_innvkat_land","personer"
"2010","030112","innvandrere","2","0","432","ikke_arbutd_innvkat_land","personer"
"2010","030112","innvandrere","2","1","283","ikke_arbutd_innvkat_land","personer"
"2010","030112","innvandrere","2","alle","715","ikke_arbutd_innvkat_land","personer"
"2010","030112","innvandrere","alle","0","522","ikke_arbutd_innvkat_land","personer"
"2010","030112","innvandrere","alle","1","423","ikke_arbutd_innvkat_land","personer"
"2010","030112","innvandrere","alle","alle","945","ikke_arbutd_innvkat_land","personer"
"2010","030113","alle","1","0","100","ikke_arbutd_innvkat_land","personer"
"2010","030113","alle","1","1","121","ikke_arbutd_innvkat_land","personer"
"2010","030113","alle","1","alle","221","ikke_arbutd_innvkat_land","personer"
"2010","030113","alle","2","0","677","ikke_arbutd_innvkat_land","personer"
"2010","030113","alle","2","1","452","ikke_arbutd_innvkat_land","personer"
"2010","030113","alle","2","alle","1129","ikke_arbutd_innvkat_land","personer"
"2010","030113","alle","alle","0","1607","ikke_arbutd_innvkat_land","personer"
"2010","030113","alle","alle","1","1319","ikke_arbutd_innvkat_land","personer"
"2010","030113","alle","alle","alle","2926","ikke_arbutd_innvkat_land","personer"
"2010","030113","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030113","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030113","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030113","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030113","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030113","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030113","befolkningen_ellers","alle","0","830","ikke_arbutd_innvkat_land","personer"
"2010","030113","befolkningen_ellers","alle","1","746","ikke_arbutd_innvkat_land","personer"
"2010","030113","befolkningen_ellers","alle","alle","1576","ikke_arbutd_innvkat_land","personer"
"2010","030113","innvandrere","1","0","100","ikke_arbutd_innvkat_land","personer"
"2010","030113","innvandrere","1","1","121","ikke_arbutd_innvkat_land","personer"
"2010","030113","innvandrere","1","alle","221","ikke_arbutd_innvkat_land","personer"
"2010","030113","innvandrere","2","0","677","ikke_arbutd_innvkat_land","personer"
"2010","030113","innvandrere","2","1","452","ikke_arbutd_innvkat_land","personer"
"2010","030113","innvandrere","2","alle","1129","ikke_arbutd_innvkat_land","personer"
"2010","030113","innvandrere","alle","0","777","ikke_arbutd_innvkat_land","personer"
"2010","030113","innvandrere","alle","1","573","ikke_arbutd_innvkat_land","personer"
"2010","030113","innvandrere","alle","alle","1350","ikke_arbutd_innvkat_land","personer"
"2010","030114","alle","1","0","50","ikke_arbutd_innvkat_land","personer"
"2010","030114","alle","1","1","75","ikke_arbutd_innvkat_land","personer"
"2010","030114","alle","1","alle","125","ikke_arbutd_innvkat_land","personer"
"2010","030114","alle","2","0","452","ikke_arbutd_innvkat_land","personer"
"2010","030114","alle","2","1","280","ikke_arbutd_innvkat_land","personer"
"2010","030114","alle","2","alle","732","ikke_arbutd_innvkat_land","personer"
"2010","030114","alle","alle","0","1041","ikke_arbutd_innvkat_land","personer"
"2010","030114","alle","alle","1","804","ikke_arbutd_innvkat_land","personer"
"2010","030114","alle","alle","alle","1845","ikke_arbutd_innvkat_land","personer"
"2010","030114","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030114","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030114","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030114","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030114","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030114","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030114","befolkningen_ellers","alle","0","539","ikke_arbutd_innvkat_land","personer"
"2010","030114","befolkningen_ellers","alle","1","449","ikke_arbutd_innvkat_land","personer"
"2010","030114","befolkningen_ellers","alle","alle","988","ikke_arbutd_innvkat_land","personer"
"2010","030114","innvandrere","1","0","50","ikke_arbutd_innvkat_land","personer"
"2010","030114","innvandrere","1","1","75","ikke_arbutd_innvkat_land","personer"
"2010","030114","innvandrere","1","alle","125","ikke_arbutd_innvkat_land","personer"
"2010","030114","innvandrere","2","0","452","ikke_arbutd_innvkat_land","personer"
"2010","030114","innvandrere","2","1","280","ikke_arbutd_innvkat_land","personer"
"2010","030114","innvandrere","2","alle","732","ikke_arbutd_innvkat_land","personer"
"2010","030114","innvandrere","alle","0","502","ikke_arbutd_innvkat_land","personer"
"2010","030114","innvandrere","alle","1","355","ikke_arbutd_innvkat_land","personer"
"2010","030114","innvandrere","alle","alle","857","ikke_arbutd_innvkat_land","personer"
"2010","030115","alle","1","0","54","ikke_arbutd_innvkat_land","personer"
"2010","030115","alle","1","1","63","ikke_arbutd_innvkat_land","personer"
"2010","030115","alle","1","alle","117","ikke_arbutd_innvkat_land","personer"
"2010","030115","alle","2","0","472","ikke_arbutd_innvkat_land","personer"
"2010","030115","alle","2","1","291","ikke_arbutd_innvkat_land","personer"
"2010","030115","alle","2","alle","763","ikke_arbutd_innvkat_land","personer"
"2010","030115","alle","alle","0","1177","ikke_arbutd_innvkat_land","personer"
"2010","030115","alle","alle","1","924","ikke_arbutd_innvkat_land","personer"
"2010","030115","alle","alle","alle","2101","ikke_arbutd_innvkat_land","personer"
"2010","030115","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030115","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030115","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030115","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030115","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030115","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030115","befolkningen_ellers","alle","0","651","ikke_arbutd_innvkat_land","personer"
"2010","030115","befolkningen_ellers","alle","1","570","ikke_arbutd_innvkat_land","personer"
"2010","030115","befolkningen_ellers","alle","alle","1221","ikke_arbutd_innvkat_land","personer"
"2010","030115","innvandrere","1","0","54","ikke_arbutd_innvkat_land","personer"
"2010","030115","innvandrere","1","1","63","ikke_arbutd_innvkat_land","personer"
"2010","030115","innvandrere","1","alle","117","ikke_arbutd_innvkat_land","personer"
"2010","030115","innvandrere","2","0","472","ikke_arbutd_innvkat_land","personer"
"2010","030115","innvandrere","2","1","291","ikke_arbutd_innvkat_land","personer"
"2010","030115","innvandrere","2","alle","763","ikke_arbutd_innvkat_land","personer"
"2010","030115","innvandrere","alle","0","526","ikke_arbutd_innvkat_land","personer"
"2010","030115","innvandrere","alle","1","354","ikke_arbutd_innvkat_land","personer"
"2010","030115","innvandrere","alle","alle","880","ikke_arbutd_innvkat_land","personer"
"2010","030116","alle","1","0","29","ikke_arbutd_innvkat_land","personer"
"2010","030116","alle","1","1","26","ikke_arbutd_innvkat_land","personer"
"2010","030116","alle","1","alle","55","ikke_arbutd_innvkat_land","personer"
"2010","030116","alle","2","0","365","ikke_arbutd_innvkat_land","personer"
"2010","030116","alle","2","1","238","ikke_arbutd_innvkat_land","personer"
"2010","030116","alle","2","alle","603","ikke_arbutd_innvkat_land","personer"
"2010","030116","alle","alle","0","771","ikke_arbutd_innvkat_land","personer"
"2010","030116","alle","alle","1","586","ikke_arbutd_innvkat_land","personer"
"2010","030116","alle","alle","alle","1357","ikke_arbutd_innvkat_land","personer"
"2010","030116","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030116","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030116","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030116","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030116","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030116","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030116","befolkningen_ellers","alle","0","377","ikke_arbutd_innvkat_land","personer"
"2010","030116","befolkningen_ellers","alle","1","322","ikke_arbutd_innvkat_land","personer"
"2010","030116","befolkningen_ellers","alle","alle","699","ikke_arbutd_innvkat_land","personer"
"2010","030116","innvandrere","1","0","29","ikke_arbutd_innvkat_land","personer"
"2010","030116","innvandrere","1","1","26","ikke_arbutd_innvkat_land","personer"
"2010","030116","innvandrere","1","alle","55","ikke_arbutd_innvkat_land","personer"
"2010","030116","innvandrere","2","0","365","ikke_arbutd_innvkat_land","personer"
"2010","030116","innvandrere","2","1","238","ikke_arbutd_innvkat_land","personer"
"2010","030116","innvandrere","2","alle","603","ikke_arbutd_innvkat_land","personer"
"2010","030116","innvandrere","alle","0","394","ikke_arbutd_innvkat_land","personer"
"2010","030116","innvandrere","alle","1","264","ikke_arbutd_innvkat_land","personer"
"2010","030116","innvandrere","alle","alle","658","ikke_arbutd_innvkat_land","personer"
"2010","030117","alle","1","0","39","ikke_arbutd_innvkat_land","personer"
"2010","030117","alle","1","1","71","ikke_arbutd_innvkat_land","personer"
"2010","030117","alle","1","alle","110","ikke_arbutd_innvkat_land","personer"
"2010","030117","alle","2","0","818","ikke_arbutd_innvkat_land","personer"
"2010","030117","alle","2","1","581","ikke_arbutd_innvkat_land","personer"
"2010","030117","alle","2","alle","1399","ikke_arbutd_innvkat_land","personer"
"2010","030117","alle","alle","0","1432","ikke_arbutd_innvkat_land","personer"
"2010","030117","alle","alle","1","1132","ikke_arbutd_innvkat_land","personer"
"2010","030117","alle","alle","alle","2564","ikke_arbutd_innvkat_land","personer"
"2010","030117","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030117","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030117","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030117","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030117","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030117","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030117","befolkningen_ellers","alle","0","575","ikke_arbutd_innvkat_land","personer"
"2010","030117","befolkningen_ellers","alle","1","480","ikke_arbutd_innvkat_land","personer"
"2010","030117","befolkningen_ellers","alle","alle","1055","ikke_arbutd_innvkat_land","personer"
"2010","030117","innvandrere","1","0","39","ikke_arbutd_innvkat_land","personer"
"2010","030117","innvandrere","1","1","71","ikke_arbutd_innvkat_land","personer"
"2010","030117","innvandrere","1","alle","110","ikke_arbutd_innvkat_land","personer"
"2010","030117","innvandrere","2","0","818","ikke_arbutd_innvkat_land","personer"
"2010","030117","innvandrere","2","1","581","ikke_arbutd_innvkat_land","personer"
"2010","030117","innvandrere","2","alle","1399","ikke_arbutd_innvkat_land","personer"
"2010","030117","innvandrere","alle","0","857","ikke_arbutd_innvkat_land","personer"
"2010","030117","innvandrere","alle","1","652","ikke_arbutd_innvkat_land","personer"
"2010","030117","innvandrere","alle","alle","1509","ikke_arbutd_innvkat_land","personer"
"2010","030199","alle","1","0","146","ikke_arbutd_innvkat_land","personer"
"2010","030199","alle","1","1","331","ikke_arbutd_innvkat_land","personer"
"2010","030199","alle","1","alle","477","ikke_arbutd_innvkat_land","personer"
"2010","030199","alle","2","0","267","ikke_arbutd_innvkat_land","personer"
"2010","030199","alle","2","1","394","ikke_arbutd_innvkat_land","personer"
"2010","030199","alle","2","alle","661","ikke_arbutd_innvkat_land","personer"
"2010","030199","alle","alle","0","762","ikke_arbutd_innvkat_land","personer"
"2010","030199","alle","alle","1","1386","ikke_arbutd_innvkat_land","personer"
"2010","030199","alle","alle","alle","2148","ikke_arbutd_innvkat_land","personer"
"2010","030199","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030199","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030199","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030199","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2010","030199","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2010","030199","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2010","030199","befolkningen_ellers","alle","0","349","ikke_arbutd_innvkat_land","personer"
"2010","030199","befolkningen_ellers","alle","1","661","ikke_arbutd_innvkat_land","personer"
"2010","030199","befolkningen_ellers","alle","alle","1010","ikke_arbutd_innvkat_land","personer"
"2010","030199","innvandrere","1","0","146","ikke_arbutd_innvkat_land","personer"
"2010","030199","innvandrere","1","1","331","ikke_arbutd_innvkat_land","personer"
"2010","030199","innvandrere","1","alle","477","ikke_arbutd_innvkat_land","personer"
"2010","030199","innvandrere","2","0","267","ikke_arbutd_innvkat_land","personer"
"2010","030199","innvandrere","2","1","394","ikke_arbutd_innvkat_land","personer"
"2010","030199","innvandrere","2","alle","661","ikke_arbutd_innvkat_land","personer"
"2010","030199","innvandrere","alle","0","413","ikke_arbutd_innvkat_land","personer"
"2010","030199","innvandrere","alle","1","725","ikke_arbutd_innvkat_land","personer"
"2010","030199","innvandrere","alle","alle","1138","ikke_arbutd_innvkat_land","personer"
"2011","00","alle","1","0","21599","ikke_arbutd_innvkat_land","personer"
"2011","00","alle","1","1","25152","ikke_arbutd_innvkat_land","personer"
"2011","00","alle","1","alle","46751","ikke_arbutd_innvkat_land","personer"
"2011","00","alle","2","0","55297","ikke_arbutd_innvkat_land","personer"
"2011","00","alle","2","1","39492","ikke_arbutd_innvkat_land","personer"
"2011","00","alle","2","alle","94789","ikke_arbutd_innvkat_land","personer"
"2011","00","alle","alle","0","339686","ikke_arbutd_innvkat_land","personer"
"2011","00","alle","alle","1","287913","ikke_arbutd_innvkat_land","personer"
"2011","00","alle","alle","alle","627599","ikke_arbutd_innvkat_land","personer"
"2011","00","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2011","00","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2011","00","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","00","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2011","00","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2011","00","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","00","befolkningen_ellers","alle","0","262790","ikke_arbutd_innvkat_land","personer"
"2011","00","befolkningen_ellers","alle","1","223269","ikke_arbutd_innvkat_land","personer"
"2011","00","befolkningen_ellers","alle","alle","486059","ikke_arbutd_innvkat_land","personer"
"2011","00","innvandrere","1","0","21599","ikke_arbutd_innvkat_land","personer"
"2011","00","innvandrere","1","1","25152","ikke_arbutd_innvkat_land","personer"
"2011","00","innvandrere","1","alle","46751","ikke_arbutd_innvkat_land","personer"
"2011","00","innvandrere","2","0","55297","ikke_arbutd_innvkat_land","personer"
"2011","00","innvandrere","2","1","39492","ikke_arbutd_innvkat_land","personer"
"2011","00","innvandrere","2","alle","94789","ikke_arbutd_innvkat_land","personer"
"2011","00","innvandrere","alle","0","76896","ikke_arbutd_innvkat_land","personer"
"2011","00","innvandrere","alle","1","64644","ikke_arbutd_innvkat_land","personer"
"2011","00","innvandrere","alle","alle","141540","ikke_arbutd_innvkat_land","personer"
"2011","030101","alle","1","0","512","ikke_arbutd_innvkat_land","personer"
"2011","030101","alle","1","1","726","ikke_arbutd_innvkat_land","personer"
"2011","030101","alle","1","alle","1238","ikke_arbutd_innvkat_land","personer"
"2011","030101","alle","2","0","1433","ikke_arbutd_innvkat_land","personer"
"2011","030101","alle","2","1","1346","ikke_arbutd_innvkat_land","personer"
"2011","030101","alle","2","alle","2779","ikke_arbutd_innvkat_land","personer"
"2011","030101","alle","alle","0","4363","ikke_arbutd_innvkat_land","personer"
"2011","030101","alle","alle","1","4584","ikke_arbutd_innvkat_land","personer"
"2011","030101","alle","alle","alle","8947","ikke_arbutd_innvkat_land","personer"
"2011","030101","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2011","030101","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2011","030101","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","030101","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2011","030101","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2011","030101","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","030101","befolkningen_ellers","alle","0","2418","ikke_arbutd_innvkat_land","personer"
"2011","030101","befolkningen_ellers","alle","1","2512","ikke_arbutd_innvkat_land","personer"
"2011","030101","befolkningen_ellers","alle","alle","4930","ikke_arbutd_innvkat_land","personer"
"2011","030101","innvandrere","1","0","512","ikke_arbutd_innvkat_land","personer"
"2011","030101","innvandrere","1","1","726","ikke_arbutd_innvkat_land","personer"
"2011","030101","innvandrere","1","alle","1238","ikke_arbutd_innvkat_land","personer"
"2011","030101","innvandrere","2","0","1433","ikke_arbutd_innvkat_land","personer"
"2011","030101","innvandrere","2","1","1346","ikke_arbutd_innvkat_land","personer"
"2011","030101","innvandrere","2","alle","2779","ikke_arbutd_innvkat_land","personer"
"2011","030101","innvandrere","alle","0","1945","ikke_arbutd_innvkat_land","personer"
"2011","030101","innvandrere","alle","1","2072","ikke_arbutd_innvkat_land","personer"
"2011","030101","innvandrere","alle","alle","4017","ikke_arbutd_innvkat_land","personer"
"2011","030102","alle","1","0","377","ikke_arbutd_innvkat_land","personer"
"2011","030102","alle","1","1","433","ikke_arbutd_innvkat_land","personer"
"2011","030102","alle","1","alle","810","ikke_arbutd_innvkat_land","personer"
"2011","030102","alle","2","0","1265","ikke_arbutd_innvkat_land","personer"
"2011","030102","alle","2","1","925","ikke_arbutd_innvkat_land","personer"
"2011","030102","alle","2","alle","2190","ikke_arbutd_innvkat_land","personer"
"2011","030102","alle","alle","0","3857","ikke_arbutd_innvkat_land","personer"
"2011","030102","alle","alle","1","3465","ikke_arbutd_innvkat_land","personer"
"2011","030102","alle","alle","alle","7322","ikke_arbutd_innvkat_land","personer"
"2011","030102","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2011","030102","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2011","030102","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","030102","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2011","030102","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2011","030102","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","030102","befolkningen_ellers","alle","0","2215","ikke_arbutd_innvkat_land","personer"
"2011","030102","befolkningen_ellers","alle","1","2107","ikke_arbutd_innvkat_land","personer"
"2011","030102","befolkningen_ellers","alle","alle","4322","ikke_arbutd_innvkat_land","personer"
"2011","030102","innvandrere","1","0","377","ikke_arbutd_innvkat_land","personer"
"2011","030102","innvandrere","1","1","433","ikke_arbutd_innvkat_land","personer"
"2011","030102","innvandrere","1","alle","810","ikke_arbutd_innvkat_land","personer"
"2011","030102","innvandrere","2","0","1265","ikke_arbutd_innvkat_land","personer"
"2011","030102","innvandrere","2","1","925","ikke_arbutd_innvkat_land","personer"
"2011","030102","innvandrere","2","alle","2190","ikke_arbutd_innvkat_land","personer"
"2011","030102","innvandrere","alle","0","1642","ikke_arbutd_innvkat_land","personer"
"2011","030102","innvandrere","alle","1","1358","ikke_arbutd_innvkat_land","personer"
"2011","030102","innvandrere","alle","alle","3000","ikke_arbutd_innvkat_land","personer"
"2011","030103","alle","1","0","445","ikke_arbutd_innvkat_land","personer"
"2011","030103","alle","1","1","513","ikke_arbutd_innvkat_land","personer"
"2011","030103","alle","1","alle","958","ikke_arbutd_innvkat_land","personer"
"2011","030103","alle","2","0","1604","ikke_arbutd_innvkat_land","personer"
"2011","030103","alle","2","1","1165","ikke_arbutd_innvkat_land","personer"
"2011","030103","alle","2","alle","2769","ikke_arbutd_innvkat_land","personer"
"2011","030103","alle","alle","0","4674","ikke_arbutd_innvkat_land","personer"
"2011","030103","alle","alle","1","4059","ikke_arbutd_innvkat_land","personer"
"2011","030103","alle","alle","alle","8733","ikke_arbutd_innvkat_land","personer"
"2011","030103","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2011","030103","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2011","030103","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","030103","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2011","030103","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2011","030103","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","030103","befolkningen_ellers","alle","0","2625","ikke_arbutd_innvkat_land","personer"
"2011","030103","befolkningen_ellers","alle","1","2381","ikke_arbutd_innvkat_land","personer"
"2011","030103","befolkningen_ellers","alle","alle","5006","ikke_arbutd_innvkat_land","personer"
"2011","030103","innvandrere","1","0","445","ikke_arbutd_innvkat_land","personer"
"2011","030103","innvandrere","1","1","513","ikke_arbutd_innvkat_land","personer"
"2011","030103","innvandrere","1","alle","958","ikke_arbutd_innvkat_land","personer"
"2011","030103","innvandrere","2","0","1604","ikke_arbutd_innvkat_land","personer"
"2011","030103","innvandrere","2","1","1165","ikke_arbutd_innvkat_land","personer"
"2011","030103","innvandrere","2","alle","2769","ikke_arbutd_innvkat_land","personer"
"2011","030103","innvandrere","alle","0","2049","ikke_arbutd_innvkat_land","personer"
"2011","030103","innvandrere","alle","1","1678","ikke_arbutd_innvkat_land","personer"
"2011","030103","innvandrere","alle","alle","3727","ikke_arbutd_innvkat_land","personer"
"2011","030104","alle","1","0","426","ikke_arbutd_innvkat_land","personer"
"2011","030104","alle","1","1","542","ikke_arbutd_innvkat_land","personer"
"2011","030104","alle","1","alle","968","ikke_arbutd_innvkat_land","personer"
"2011","030104","alle","2","0","1391","ikke_arbutd_innvkat_land","personer"
"2011","030104","alle","2","1","1154","ikke_arbutd_innvkat_land","personer"
"2011","030104","alle","2","alle","2545","ikke_arbutd_innvkat_land","personer"
"2011","030104","alle","alle","0","3862","ikke_arbutd_innvkat_land","personer"
"2011","030104","alle","alle","1","3691","ikke_arbutd_innvkat_land","personer"
"2011","030104","alle","alle","alle","7553","ikke_arbutd_innvkat_land","personer"
"2011","030104","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2011","030104","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2011","030104","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","030104","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2011","030104","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2011","030104","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2011","030104","befolkningen_ellers","alle","0","2045","ikke_arbutd_innvkat_land","personer"
"2011","030104","befolkningen_ellers","alle","1","1995","ikke_arbutd_innvkat_land","personer"
"2011","030104","befolkningen_ellers","alle","alle","4040","ikke_arbutd_innvkat_land","personer"
"2011","030104","innvandrere","1","0","426","ikke_arbutd_innvkat_land","personer"
"2011","030104","innvandrere","1","1","542","ikke_arbutd_innvkat_land","personer"
"2011","030104","innvandrere","1","alle","968","ikke_arbutd_innvkat_land","personer"
"2011","030104","innvandrere","2","0","1391","ikke_arbutd_innvkat_land","personer"
"2011","030104","innvandrere","2","1","1154","ikke_arbutd_innvkat_land","personer"
"2011","030104","innvandrere","2","alle","2545","ikke_arbutd_innvkat_land","personer"
"2011","030104","innvandrere","alle","0","1817","ikke_arbutd_innvkat_land","personer"
"2011","030104","innvandrere","alle","1","1696","ikke_arbutd_innvkat_land","personer"
"2011","030104","innvandrere","alle","alle","3513","ikke_arbutd_innvkat_land","personer"
"2011","030105","alle","1","0","341","ikke_arbutd_innvkat_land","personer"
"2011","030105","alle","1","1","454","ikke_arbutd_innvkat_land","personer"
"2011","030105","alle","1","alle","795","ikke_arbutd_innvkat_land","personer"
