"tabell_navn","aar","kommune_nr","kjonn","innvkat_5","enhet","tabellvariabel"
"grunnskolepoeng","2014","0417","alle","bef_u_innv_og_norskf","personer","205"
"grunnskolepoeng","2014","0417","alle","befolkningen_ellers","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","0417","alle","befolkningen_ellers","personer","206"
"grunnskolepoeng","2014","0417","alle","innvandrere","grunnskolepoeng","34,4"
"grunnskolepoeng","2014","0417","alle","innvandrere","personer","15"
"grunnskolepoeng","2014","0417","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0417","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0417","1","alle","grunnskolepoeng","37,4"
"grunnskolepoeng","2014","0417","1","alle","personer","121"
"grunnskolepoeng","2014","0417","1","bef_u_innv_og_norskf","grunnskolepoeng","37,8"
"grunnskolepoeng","2014","0417","1","bef_u_innv_og_norskf","personer","111"
"grunnskolepoeng","2014","0417","1","befolkningen_ellers","grunnskolepoeng","37,8"
"grunnskolepoeng","2014","0417","1","befolkningen_ellers","personer","111"
"grunnskolepoeng","2014","0417","1","innvandrere","grunnskolepoeng","33,2"
"grunnskolepoeng","2014","0417","1","innvandrere","personer","10"
"grunnskolepoeng","2014","0417","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0417","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0417","0","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","0417","0","alle","personer","100"
"grunnskolepoeng","2014","0417","0","bef_u_innv_og_norskf","grunnskolepoeng","42"
"grunnskolepoeng","2014","0417","0","bef_u_innv_og_norskf","personer","94"
"grunnskolepoeng","2014","0417","0","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","0417","0","befolkningen_ellers","personer","95"
"grunnskolepoeng","2014","0417","0","innvandrere","grunnskolepoeng","37"
"grunnskolepoeng","2014","0417","0","innvandrere","personer","5"
"grunnskolepoeng","2014","0417","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0417","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0418","alle","alle","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","0418","alle","alle","personer","58"
"grunnskolepoeng","2014","0418","alle","bef_u_innv_og_norskf","grunnskolepoeng","36,2"
"grunnskolepoeng","2014","0418","alle","bef_u_innv_og_norskf","personer","55"
"grunnskolepoeng","2014","0418","alle","befolkningen_ellers","grunnskolepoeng","36,2"
"grunnskolepoeng","2014","0418","alle","befolkningen_ellers","personer","56"
"grunnskolepoeng","2014","0418","alle","innvandrere","grunnskolepoeng","43,6"
"grunnskolepoeng","2014","0418","alle","innvandrere","personer","3"
"grunnskolepoeng","2014","0418","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0418","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0418","1","alle","grunnskolepoeng","33,2"
"grunnskolepoeng","2014","0418","1","alle","personer","29"
"grunnskolepoeng","2014","0418","1","bef_u_innv_og_norskf","grunnskolepoeng","32,8"
"grunnskolepoeng","2014","0418","1","bef_u_innv_og_norskf","personer","28"
"grunnskolepoeng","2014","0418","1","befolkningen_ellers","grunnskolepoeng","32,8"
"grunnskolepoeng","2014","0418","1","befolkningen_ellers","personer","28"
"grunnskolepoeng","2014","0418","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0418","1","innvandrere","personer","0"
"grunnskolepoeng","2014","0418","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0418","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0418","0","alle","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","0418","0","alle","personer","29"
"grunnskolepoeng","2014","0418","0","bef_u_innv_og_norskf","grunnskolepoeng","40"
"grunnskolepoeng","2014","0418","0","bef_u_innv_og_norskf","personer","27"
"grunnskolepoeng","2014","0418","0","befolkningen_ellers","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","0418","0","befolkningen_ellers","personer","28"
"grunnskolepoeng","2014","0418","0","innvandrere","grunnskolepoeng","45,4"
"grunnskolepoeng","2014","0418","0","innvandrere","personer","3"
"grunnskolepoeng","2014","0418","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0418","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0419","alle","alle","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","0419","alle","alle","personer","93"
"grunnskolepoeng","2014","0419","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","0419","alle","bef_u_innv_og_norskf","personer","89"
"grunnskolepoeng","2014","0419","alle","befolkningen_ellers","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","0419","alle","befolkningen_ellers","personer","89"
"grunnskolepoeng","2014","0419","alle","innvandrere","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","0419","alle","innvandrere","personer","4"
"grunnskolepoeng","2014","0419","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0419","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0419","1","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","0419","1","alle","personer","44"
"grunnskolepoeng","2014","0419","1","bef_u_innv_og_norskf","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","0419","1","bef_u_innv_og_norskf","personer","42"
"grunnskolepoeng","2014","0419","1","befolkningen_ellers","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","0419","1","befolkningen_ellers","personer","42"
"grunnskolepoeng","2014","0419","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0419","1","innvandrere","personer","0"
"grunnskolepoeng","2014","0419","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0419","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0419","0","alle","grunnskolepoeng","42,2"
"grunnskolepoeng","2014","0419","0","alle","personer","49"
"grunnskolepoeng","2014","0419","0","bef_u_innv_og_norskf","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","0419","0","bef_u_innv_og_norskf","personer","47"
"grunnskolepoeng","2014","0419","0","befolkningen_ellers","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","0419","0","befolkningen_ellers","personer","47"
"grunnskolepoeng","2014","0419","0","innvandrere","grunnskolepoeng","35,4"
"grunnskolepoeng","2014","0419","0","innvandrere","personer","3"
"grunnskolepoeng","2014","0419","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0419","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0420","alle","alle","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","0420","alle","alle","personer","68"
"grunnskolepoeng","2014","0420","alle","bef_u_innv_og_norskf","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","0420","alle","bef_u_innv_og_norskf","personer","66"
"grunnskolepoeng","2014","0420","alle","befolkningen_ellers","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","0420","alle","befolkningen_ellers","personer","66"
"grunnskolepoeng","2014","0420","alle","innvandrere","grunnskolepoeng","36,2"
"grunnskolepoeng","2014","0420","alle","innvandrere","personer","3"
"grunnskolepoeng","2014","0420","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0420","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0420","1","alle","grunnskolepoeng","34,4"
"grunnskolepoeng","2014","0420","1","alle","personer","36"
"grunnskolepoeng","2014","0420","1","bef_u_innv_og_norskf","grunnskolepoeng","34"
"grunnskolepoeng","2014","0420","1","bef_u_innv_og_norskf","personer","35"
"grunnskolepoeng","2014","0420","1","befolkningen_ellers","grunnskolepoeng","34"
"grunnskolepoeng","2014","0420","1","befolkningen_ellers","personer","35"
"grunnskolepoeng","2014","0420","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0420","1","innvandrere","personer","0"
"grunnskolepoeng","2014","0420","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0420","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0420","0","alle","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","0420","0","alle","personer","32"
"grunnskolepoeng","2014","0420","0","bef_u_innv_og_norskf","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","0420","0","bef_u_innv_og_norskf","personer","31"
"grunnskolepoeng","2014","0420","0","befolkningen_ellers","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","0420","0","befolkningen_ellers","personer","31"
"grunnskolepoeng","2014","0420","0","innvandrere","grunnskolepoeng","28,2"
"grunnskolepoeng","2014","0420","0","innvandrere","personer","3"
"grunnskolepoeng","2014","0420","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0420","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0423","alle","alle","grunnskolepoeng","36,2"
"grunnskolepoeng","2014","0423","alle","alle","personer","66"
"grunnskolepoeng","2014","0423","alle","bef_u_innv_og_norskf","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","0423","alle","bef_u_innv_og_norskf","personer","62"
"grunnskolepoeng","2014","0423","alle","befolkningen_ellers","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","0423","alle","befolkningen_ellers","personer","63"
"grunnskolepoeng","2014","0423","alle","innvandrere","grunnskolepoeng","28,4"
"grunnskolepoeng","2014","0423","alle","innvandrere","personer","3"
"grunnskolepoeng","2014","0423","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0423","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0423","1","alle","grunnskolepoeng","35,8"
"grunnskolepoeng","2014","0423","1","alle","personer","41"
"grunnskolepoeng","2014","0423","1","bef_u_innv_og_norskf","grunnskolepoeng","36,4"
"grunnskolepoeng","2014","0423","1","bef_u_innv_og_norskf","personer","37"
"grunnskolepoeng","2014","0423","1","befolkningen_ellers","grunnskolepoeng","36,4"
"grunnskolepoeng","2014","0423","1","befolkningen_ellers","personer","38"
"grunnskolepoeng","2014","0423","1","innvandrere","grunnskolepoeng","28,4"
"grunnskolepoeng","2014","0423","1","innvandrere","personer","3"
"grunnskolepoeng","2014","0423","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0423","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0423","0","alle","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","0423","0","alle","personer","25"
"grunnskolepoeng","2014","0423","0","bef_u_innv_og_norskf","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","0423","0","bef_u_innv_og_norskf","personer","25"
"grunnskolepoeng","2014","0423","0","befolkningen_ellers","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","0423","0","befolkningen_ellers","personer","25"
"grunnskolepoeng","2014","0423","0","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0423","0","innvandrere","personer","0"
"grunnskolepoeng","2014","0423","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0423","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0425","alle","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","0425","alle","alle","personer","63"
"grunnskolepoeng","2014","0425","alle","bef_u_innv_og_norskf","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","0425","alle","bef_u_innv_og_norskf","personer","61"
"grunnskolepoeng","2014","0425","alle","befolkningen_ellers","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","0425","alle","befolkningen_ellers","personer","62"
"grunnskolepoeng","2014","0425","alle","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0425","alle","innvandrere","personer","0"
"grunnskolepoeng","2014","0425","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0425","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0425","1","alle","grunnskolepoeng","35,6"
"grunnskolepoeng","2014","0425","1","alle","personer","34"
"grunnskolepoeng","2014","0425","1","bef_u_innv_og_norskf","grunnskolepoeng","35,4"
"grunnskolepoeng","2014","0425","1","bef_u_innv_og_norskf","personer","33"
"grunnskolepoeng","2014","0425","1","befolkningen_ellers","grunnskolepoeng","35,4"
"grunnskolepoeng","2014","0425","1","befolkningen_ellers","personer","33"
"grunnskolepoeng","2014","0425","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0425","1","innvandrere","personer","0"
"grunnskolepoeng","2014","0425","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0425","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0425","0","alle","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","0425","0","alle","personer","29"
"grunnskolepoeng","2014","0425","0","bef_u_innv_og_norskf","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","0425","0","bef_u_innv_og_norskf","personer","28"
"grunnskolepoeng","2014","0425","0","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","0425","0","befolkningen_ellers","personer","29"
"grunnskolepoeng","2014","0425","0","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0425","0","innvandrere","personer","0"
"grunnskolepoeng","2014","0425","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0425","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0426","alle","alle","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0426","alle","alle","personer","33"
"grunnskolepoeng","2014","0426","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0426","alle","bef_u_innv_og_norskf","personer","30"
"grunnskolepoeng","2014","0426","alle","befolkningen_ellers","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0426","alle","befolkningen_ellers","personer","30"
"grunnskolepoeng","2014","0426","alle","innvandrere","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","0426","alle","innvandrere","personer","3"
"grunnskolepoeng","2014","0426","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0426","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0426","1","alle","grunnskolepoeng","36"
"grunnskolepoeng","2014","0426","1","alle","personer","15"
"grunnskolepoeng","2014","0426","1","bef_u_innv_og_norskf","grunnskolepoeng","35,2"
"grunnskolepoeng","2014","0426","1","bef_u_innv_og_norskf","personer","14"
"grunnskolepoeng","2014","0426","1","befolkningen_ellers","grunnskolepoeng","35,2"
"grunnskolepoeng","2014","0426","1","befolkningen_ellers","personer","14"
"grunnskolepoeng","2014","0426","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0426","1","innvandrere","personer","0"
"grunnskolepoeng","2014","0426","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0426","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0426","0","alle","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","0426","0","alle","personer","18"
"grunnskolepoeng","2014","0426","0","bef_u_innv_og_norskf","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","0426","0","bef_u_innv_og_norskf","personer","16"
"grunnskolepoeng","2014","0426","0","befolkningen_ellers","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","0426","0","befolkningen_ellers","personer","16"
"grunnskolepoeng","2014","0426","0","innvandrere","grunnskolepoeng","34,8"
"grunnskolepoeng","2014","0426","0","innvandrere","personer","3"
"grunnskolepoeng","2014","0426","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0426","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0427","alle","alle","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","0427","alle","alle","personer","226"
"grunnskolepoeng","2014","0427","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0427","alle","bef_u_innv_og_norskf","personer","205"
"grunnskolepoeng","2014","0427","alle","befolkningen_ellers","grunnskolepoeng","39"
"grunnskolepoeng","2014","0427","alle","befolkningen_ellers","personer","211"
"grunnskolepoeng","2014","0427","alle","innvandrere","grunnskolepoeng","35,2"
"grunnskolepoeng","2014","0427","alle","innvandrere","personer","15"
"grunnskolepoeng","2014","0427","alle","norskfodte_m_innvf","grunnskolepoeng","30"
"grunnskolepoeng","2014","0427","alle","norskfodte_m_innvf","personer","6"
"grunnskolepoeng","2014","0427","1","alle","grunnskolepoeng","36,4"
"grunnskolepoeng","2014","0427","1","alle","personer","124"
"grunnskolepoeng","2014","0427","1","bef_u_innv_og_norskf","grunnskolepoeng","37"
"grunnskolepoeng","2014","0427","1","bef_u_innv_og_norskf","personer","114"
"grunnskolepoeng","2014","0427","1","befolkningen_ellers","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","0427","1","befolkningen_ellers","personer","118"
"grunnskolepoeng","2014","0427","1","innvandrere","grunnskolepoeng","31,6"
"grunnskolepoeng","2014","0427","1","innvandrere","personer","6"
"grunnskolepoeng","2014","0427","1","norskfodte_m_innvf","grunnskolepoeng","25,6"
"grunnskolepoeng","2014","0427","1","norskfodte_m_innvf","personer","4"
"grunnskolepoeng","2014","0427","0","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","0427","0","alle","personer","102"
"grunnskolepoeng","2014","0427","0","bef_u_innv_og_norskf","grunnskolepoeng","42"
"grunnskolepoeng","2014","0427","0","bef_u_innv_og_norskf","personer","91"
"grunnskolepoeng","2014","0427","0","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","0427","0","befolkningen_ellers","personer","93"
"grunnskolepoeng","2014","0427","0","innvandrere","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","0427","0","innvandrere","personer","9"
"grunnskolepoeng","2014","0427","0","norskfodte_m_innvf","grunnskolepoeng","39"
"grunnskolepoeng","2014","0427","0","norskfodte_m_innvf","personer","3"
"grunnskolepoeng","2014","0428","alle","alle","grunnskolepoeng","41,4"
"grunnskolepoeng","2014","0428","alle","alle","personer","65"
"grunnskolepoeng","2014","0428","alle","bef_u_innv_og_norskf","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","0428","alle","bef_u_innv_og_norskf","personer","60"
"grunnskolepoeng","2014","0428","alle","befolkningen_ellers","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","0428","alle","befolkningen_ellers","personer","61"
"grunnskolepoeng","2014","0428","alle","innvandrere","grunnskolepoeng","44,6"
"grunnskolepoeng","2014","0428","alle","innvandrere","personer","4"
"grunnskolepoeng","2014","0428","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0428","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0428","1","alle","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","0428","1","alle","personer","32"
"grunnskolepoeng","2014","0428","1","bef_u_innv_og_norskf","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","0428","1","bef_u_innv_og_norskf","personer","31"
"grunnskolepoeng","2014","0428","1","befolkningen_ellers","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","0428","1","befolkningen_ellers","personer","31"
"grunnskolepoeng","2014","0428","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0428","1","innvandrere","personer","0"
"grunnskolepoeng","2014","0428","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0428","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0428","0","alle","grunnskolepoeng","42,8"
"grunnskolepoeng","2014","0428","0","alle","personer","33"
"grunnskolepoeng","2014","0428","0","bef_u_innv_og_norskf","grunnskolepoeng","42,4"
"grunnskolepoeng","2014","0428","0","bef_u_innv_og_norskf","personer","29"
"grunnskolepoeng","2014","0428","0","befolkningen_ellers","grunnskolepoeng","42,4"
"grunnskolepoeng","2014","0428","0","befolkningen_ellers","personer","30"
"grunnskolepoeng","2014","0428","0","innvandrere","grunnskolepoeng","46"
"grunnskolepoeng","2014","0428","0","innvandrere","personer","3"
"grunnskolepoeng","2014","0428","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0428","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0429","alle","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","0429","alle","alle","personer","53"
"grunnskolepoeng","2014","0429","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0429","alle","bef_u_innv_og_norskf","personer","49"
"grunnskolepoeng","2014","0429","alle","befolkningen_ellers","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0429","alle","befolkningen_ellers","personer","49"
"grunnskolepoeng","2014","0429","alle","innvandrere","grunnskolepoeng","29,6"
"grunnskolepoeng","2014","0429","alle","innvandrere","personer","4"
"grunnskolepoeng","2014","0429","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0429","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0429","1","alle","grunnskolepoeng","37,2"
"grunnskolepoeng","2014","0429","1","alle","personer","32"
"grunnskolepoeng","2014","0429","1","bef_u_innv_og_norskf","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","0429","1","bef_u_innv_og_norskf","personer","30"
"grunnskolepoeng","2014","0429","1","befolkningen_ellers","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","0429","1","befolkningen_ellers","personer","30"
"grunnskolepoeng","2014","0429","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0429","1","innvandrere","personer","0"
"grunnskolepoeng","2014","0429","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0429","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0429","0","alle","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","0429","0","alle","personer","21"
"grunnskolepoeng","2014","0429","0","bef_u_innv_og_norskf","grunnskolepoeng","41,4"
"grunnskolepoeng","2014","0429","0","bef_u_innv_og_norskf","personer","19"
"grunnskolepoeng","2014","0429","0","befolkningen_ellers","grunnskolepoeng","41,4"
"grunnskolepoeng","2014","0429","0","befolkningen_ellers","personer","19"
"grunnskolepoeng","2014","0429","0","innvandrere","grunnskolepoeng","30"
"grunnskolepoeng","2014","0429","0","innvandrere","personer","3"
"grunnskolepoeng","2014","0429","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0429","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0430","alle","alle","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","0430","alle","alle","personer","29"
"grunnskolepoeng","2014","0430","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0430","alle","bef_u_innv_og_norskf","personer","26"
"grunnskolepoeng","2014","0430","alle","befolkningen_ellers","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0430","alle","befolkningen_ellers","personer","26"
"grunnskolepoeng","2014","0430","alle","innvandrere","grunnskolepoeng","32,2"
"grunnskolepoeng","2014","0430","alle","innvandrere","personer","3"
"grunnskolepoeng","2014","0430","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0430","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0430","1","alle","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0430","1","alle","personer","16"
"grunnskolepoeng","2014","0430","1","bef_u_innv_og_norskf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0430","1","bef_u_innv_og_norskf","personer","16"
"grunnskolepoeng","2014","0430","1","befolkningen_ellers","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0430","1","befolkningen_ellers","personer","16"
"grunnskolepoeng","2014","0430","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0430","1","innvandrere","personer","0"
"grunnskolepoeng","2014","0430","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0430","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0430","0","alle","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","0430","0","alle","personer","13"
"grunnskolepoeng","2014","0430","0","bef_u_innv_og_norskf","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","0430","0","bef_u_innv_og_norskf","personer","10"
"grunnskolepoeng","2014","0430","0","befolkningen_ellers","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","0430","0","befolkningen_ellers","personer","10"
"grunnskolepoeng","2014","0430","0","innvandrere","grunnskolepoeng","32,2"
"grunnskolepoeng","2014","0430","0","innvandrere","personer","3"
"grunnskolepoeng","2014","0430","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0430","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0432","alle","alle","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0432","alle","alle","personer","23"
"grunnskolepoeng","2014","0432","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0432","alle","bef_u_innv_og_norskf","personer","23"
"grunnskolepoeng","2014","0432","alle","befolkningen_ellers","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","0432","alle","befolkningen_ellers","personer","23"
"grunnskolepoeng","2014","0432","alle","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0432","alle","innvandrere","personer","0"
"grunnskolepoeng","2014","0432","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0432","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0432","1","alle","grunnskolepoeng","34,4"
"grunnskolepoeng","2014","0432","1","alle","personer","8"
"grunnskolepoeng","2014","0432","1","bef_u_innv_og_norskf","grunnskolepoeng","34,4"
"grunnskolepoeng","2014","0432","1","bef_u_innv_og_norskf","personer","8"
"grunnskolepoeng","2014","0432","1","befolkningen_ellers","grunnskolepoeng","34,4"
"grunnskolepoeng","2014","0432","1","befolkningen_ellers","personer","8"
"grunnskolepoeng","2014","0432","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0432","1","innvandrere","personer","0"
"grunnskolepoeng","2014","0432","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0432","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0432","0","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","0432","0","alle","personer","15"
"grunnskolepoeng","2014","0432","0","bef_u_innv_og_norskf","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","0432","0","bef_u_innv_og_norskf","personer","15"
"grunnskolepoeng","2014","0432","0","befolkningen_ellers","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","0432","0","befolkningen_ellers","personer","15"
"grunnskolepoeng","2014","0432","0","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","0432","0","innvandrere","personer","0"
"grunnskolepoeng","2014","0432","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","0432","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","0434","alle","alle","grunnskolepoeng","40,8"
"grunnskolepoeng","2014","0434","alle","alle","personer","12"
"grunnskolepoeng","2014","0434","alle","bef_u_innv_og_norskf","grunnskolepoeng","41,4"
"grunnskolepoeng","2014","0434","alle","bef_u_innv_og_norskf","personer","11"
"grunnskolepoeng","2014","0434","alle","befolkningen_ellers","grunnskolepoeng","41,4"
