"naringsregion_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"05","alle","4","prosent","100","2013","barnehagedeltakelse"
"06","alle","4","prosent","100","2013","barnehagedeltakelse"
"07","alle","4","prosent","100","2013","barnehagedeltakelse"
"08","alle","4","prosent","100","2013","barnehagedeltakelse"
"09","alle","4","prosent","100","2013","barnehagedeltakelse"
"10","alle","4","prosent","100","2013","barnehagedeltakelse"
"11","alle","4","prosent","100","2013","barnehagedeltakelse"
"12","alle","4","prosent","100","2013","barnehagedeltakelse"
"13","alle","4","prosent","100","2013","barnehagedeltakelse"
"14","alle","4","prosent","100","2013","barnehagedeltakelse"
"15","alle","4","prosent","100","2013","barnehagedeltakelse"
"16","alle","4","prosent","100","2013","barnehagedeltakelse"
"17","alle","4","prosent","100","2013","barnehagedeltakelse"
"18","alle","4","prosent","100","2013","barnehagedeltakelse"
"19","alle","4","prosent","100","2013","barnehagedeltakelse"
"20","alle","4","prosent","100","2013","barnehagedeltakelse"
"21","alle","4","prosent","100","2013","barnehagedeltakelse"
"22","alle","4","prosent","100","2013","barnehagedeltakelse"
"23","alle","4","prosent","100","2013","barnehagedeltakelse"
"24","alle","4","prosent","100","2013","barnehagedeltakelse"
"25","alle","4","prosent","100","2013","barnehagedeltakelse"
"26","alle","4","prosent","100","2013","barnehagedeltakelse"
"27","alle","4","prosent","100","2013","barnehagedeltakelse"
"28","alle","4","prosent","100","2013","barnehagedeltakelse"
"29","alle","4","prosent","100","2013","barnehagedeltakelse"
"30","alle","4","prosent","100","2013","barnehagedeltakelse"
"31","alle","4","prosent","100","2013","barnehagedeltakelse"
"32","alle","4","prosent","100","2013","barnehagedeltakelse"
"33","alle","4","prosent","100","2013","barnehagedeltakelse"
"34","alle","4","prosent","100","2013","barnehagedeltakelse"
"35","alle","4","prosent","100","2013","barnehagedeltakelse"
"36","alle","4","prosent","100","2013","barnehagedeltakelse"
"37","alle","4","prosent","100","2013","barnehagedeltakelse"
"38","alle","4","prosent","100","2013","barnehagedeltakelse"
"39","alle","4","prosent","100","2013","barnehagedeltakelse"
"40","alle","4","prosent","100","2013","barnehagedeltakelse"
"41","alle","4","prosent","100","2013","barnehagedeltakelse"
"42","alle","4","prosent","100","2013","barnehagedeltakelse"
"43","alle","4","prosent","100","2013","barnehagedeltakelse"
"44","alle","4","prosent","100","2013","barnehagedeltakelse"
"45","alle","4","prosent","100","2013","barnehagedeltakelse"
"46","alle","4","prosent","100","2013","barnehagedeltakelse"
"47","alle","4","prosent","100","2013","barnehagedeltakelse"
"48","alle","4","prosent","100","2013","barnehagedeltakelse"
"49","alle","4","prosent","100","2013","barnehagedeltakelse"
"50","alle","4","prosent","100","2013","barnehagedeltakelse"
"51","alle","4","prosent","100","2013","barnehagedeltakelse"
"52","alle","4","prosent","100","2013","barnehagedeltakelse"
"53","alle","4","prosent","100","2013","barnehagedeltakelse"
"54","alle","4","prosent","100","2013","barnehagedeltakelse"
"55","alle","4","prosent","100","2013","barnehagedeltakelse"
"56","alle","4","prosent","100","2013","barnehagedeltakelse"
"57","alle","4","prosent","100","2013","barnehagedeltakelse"
"58","alle","4","prosent","100","2013","barnehagedeltakelse"
"59","alle","4","prosent","100","2013","barnehagedeltakelse"
"60","alle","4","prosent","100","2013","barnehagedeltakelse"
"61","alle","4","prosent","100","2013","barnehagedeltakelse"
"62","alle","4","prosent","100","2013","barnehagedeltakelse"
"63","alle","4","prosent","100","2013","barnehagedeltakelse"
"64","alle","4","prosent","100","2013","barnehagedeltakelse"
"65","alle","4","prosent","100","2013","barnehagedeltakelse"
"66","alle","4","prosent","100","2013","barnehagedeltakelse"
"67","alle","4","prosent","100","2013","barnehagedeltakelse"
"68","alle","4","prosent","100","2013","barnehagedeltakelse"
"69","alle","4","prosent","100","2013","barnehagedeltakelse"
"70","alle","4","prosent","100","2013","barnehagedeltakelse"
"71","alle","4","prosent","100","2013","barnehagedeltakelse"
"72","alle","4","prosent","100","2013","barnehagedeltakelse"
"73","alle","4","prosent","100","2013","barnehagedeltakelse"
"74","alle","4","prosent","100","2013","barnehagedeltakelse"
"75","alle","4","prosent","100","2013","barnehagedeltakelse"
"76","alle","4","prosent","100","2013","barnehagedeltakelse"
"77","alle","4","prosent","100","2013","barnehagedeltakelse"
"78","alle","4","prosent","100","2013","barnehagedeltakelse"
"79","alle","4","prosent","100","2013","barnehagedeltakelse"
"80","alle","4","prosent","100","2013","barnehagedeltakelse"
"81","alle","4","prosent","100","2013","barnehagedeltakelse"
"82","alle","4","prosent","100","2013","barnehagedeltakelse"
"83","alle","4","prosent","100","2013","barnehagedeltakelse"
"01","alle","5","prosent","100","2013","barnehagedeltakelse"
"02","alle","5","prosent","100","2013","barnehagedeltakelse"
"03","alle","5","prosent","100","2013","barnehagedeltakelse"
"04","alle","5","prosent","100","2013","barnehagedeltakelse"
"05","alle","5","prosent","100","2013","barnehagedeltakelse"
"06","alle","5","prosent","100","2013","barnehagedeltakelse"
"07","alle","5","prosent","100","2013","barnehagedeltakelse"
"08","alle","5","prosent","100","2013","barnehagedeltakelse"
"09","alle","5","prosent","100","2013","barnehagedeltakelse"
"10","alle","5","prosent","100","2013","barnehagedeltakelse"
"11","alle","5","prosent","100","2013","barnehagedeltakelse"
"12","alle","5","prosent","100","2013","barnehagedeltakelse"
"13","alle","5","prosent","100","2013","barnehagedeltakelse"
"14","alle","5","prosent","100","2013","barnehagedeltakelse"
"15","alle","5","prosent","100","2013","barnehagedeltakelse"
"16","alle","5","prosent","100","2013","barnehagedeltakelse"
"17","alle","5","prosent","100","2013","barnehagedeltakelse"
"18","alle","5","prosent","100","2013","barnehagedeltakelse"
"19","alle","5","prosent","100","2013","barnehagedeltakelse"
"20","alle","5","prosent","100","2013","barnehagedeltakelse"
"21","alle","5","prosent","100","2013","barnehagedeltakelse"
"22","alle","5","prosent","100","2013","barnehagedeltakelse"
"23","alle","5","prosent","100","2013","barnehagedeltakelse"
"24","alle","5","prosent","100","2013","barnehagedeltakelse"
"25","alle","5","prosent","100","2013","barnehagedeltakelse"
"26","alle","5","prosent","100","2013","barnehagedeltakelse"
"27","alle","5","prosent","100","2013","barnehagedeltakelse"
"28","alle","5","prosent","100","2013","barnehagedeltakelse"
"29","alle","5","prosent","100","2013","barnehagedeltakelse"
"30","alle","5","prosent","100","2013","barnehagedeltakelse"
"31","alle","5","prosent","100","2013","barnehagedeltakelse"
"32","alle","5","prosent","100","2013","barnehagedeltakelse"
"33","alle","5","prosent","100","2013","barnehagedeltakelse"
"34","alle","5","prosent","100","2013","barnehagedeltakelse"
"35","alle","5","prosent","100","2013","barnehagedeltakelse"
"36","alle","5","prosent","100","2013","barnehagedeltakelse"
"37","alle","5","prosent","100","2013","barnehagedeltakelse"
"38","alle","5","prosent","100","2013","barnehagedeltakelse"
"39","alle","5","prosent","100","2013","barnehagedeltakelse"
"40","alle","5","prosent","100","2013","barnehagedeltakelse"
"41","alle","5","prosent","100","2013","barnehagedeltakelse"
"42","alle","5","prosent","100","2013","barnehagedeltakelse"
"43","alle","5","prosent","100","2013","barnehagedeltakelse"
"44","alle","5","prosent","100","2013","barnehagedeltakelse"
"45","alle","5","prosent","100","2013","barnehagedeltakelse"
"46","alle","5","prosent","100","2013","barnehagedeltakelse"
"47","alle","5","prosent","100","2013","barnehagedeltakelse"
"48","alle","5","prosent","100","2013","barnehagedeltakelse"
"49","alle","5","prosent","100","2013","barnehagedeltakelse"
"50","alle","5","prosent","100","2013","barnehagedeltakelse"
"51","alle","5","prosent","100","2013","barnehagedeltakelse"
"52","alle","5","prosent","100","2013","barnehagedeltakelse"
"53","alle","5","prosent","100","2013","barnehagedeltakelse"
"54","alle","5","prosent","100","2013","barnehagedeltakelse"
"55","alle","5","prosent","100","2013","barnehagedeltakelse"
"56","alle","5","prosent","100","2013","barnehagedeltakelse"
"57","alle","5","prosent","100","2013","barnehagedeltakelse"
"58","alle","5","prosent","100","2013","barnehagedeltakelse"
"59","alle","5","prosent","100","2013","barnehagedeltakelse"
"60","alle","5","prosent","100","2013","barnehagedeltakelse"
"61","alle","5","prosent","100","2013","barnehagedeltakelse"
"62","alle","5","prosent","100","2013","barnehagedeltakelse"
"63","alle","5","prosent","100","2013","barnehagedeltakelse"
"64","alle","5","prosent","100","2013","barnehagedeltakelse"
"65","alle","5","prosent","100","2013","barnehagedeltakelse"
"66","alle","5","prosent","100","2013","barnehagedeltakelse"
"67","alle","5","prosent","100","2013","barnehagedeltakelse"
"68","alle","5","prosent","100","2013","barnehagedeltakelse"
"69","alle","5","prosent","100","2013","barnehagedeltakelse"
"70","alle","5","prosent","100","2013","barnehagedeltakelse"
"71","alle","5","prosent","100","2013","barnehagedeltakelse"
"72","alle","5","prosent","100","2013","barnehagedeltakelse"
"73","alle","5","prosent","100","2013","barnehagedeltakelse"
"74","alle","5","prosent","100","2013","barnehagedeltakelse"
"75","alle","5","prosent","100","2013","barnehagedeltakelse"
"76","alle","5","prosent","100","2013","barnehagedeltakelse"
"77","alle","5","prosent","100","2013","barnehagedeltakelse"
"78","alle","5","prosent","100","2013","barnehagedeltakelse"
"79","alle","5","prosent","100","2013","barnehagedeltakelse"
"80","alle","5","prosent","100","2013","barnehagedeltakelse"
"81","alle","5","prosent","100","2013","barnehagedeltakelse"
"82","alle","5","prosent","100","2013","barnehagedeltakelse"
"83","alle","5","prosent","100","2013","barnehagedeltakelse"
"01","innvandrerbakgr","1_5","personer","243","2013","barnehagedeltakelse"
"02","innvandrerbakgr","1_5","personer","559","2013","barnehagedeltakelse"
"03","innvandrerbakgr","1_5","personer","551","2013","barnehagedeltakelse"
"04","innvandrerbakgr","1_5","personer","1514","2013","barnehagedeltakelse"
"05","innvandrerbakgr","1_5","personer","1921","2013","barnehagedeltakelse"
"06","innvandrerbakgr","1_5","personer","1095","2013","barnehagedeltakelse"
"07","innvandrerbakgr","1_5","personer","2004","2013","barnehagedeltakelse"
"08","innvandrerbakgr","1_5","personer","854","2013","barnehagedeltakelse"
"09","innvandrerbakgr","1_5","personer","12529","2013","barnehagedeltakelse"
"10","innvandrerbakgr","1_5","personer","73","2013","barnehagedeltakelse"
"11","innvandrerbakgr","1_5","personer","234","2013","barnehagedeltakelse"
"12","innvandrerbakgr","1_5","personer","543","2013","barnehagedeltakelse"
"13","innvandrerbakgr","1_5","personer","212","2013","barnehagedeltakelse"
"14","innvandrerbakgr","1_5","personer","435","2013","barnehagedeltakelse"
"15","innvandrerbakgr","1_5","personer","161","2013","barnehagedeltakelse"
"16","innvandrerbakgr","1_5","personer","257","2013","barnehagedeltakelse"
"17","innvandrerbakgr","1_5","personer","59","2013","barnehagedeltakelse"
"18","innvandrerbakgr","1_5","personer","74","2013","barnehagedeltakelse"
"19","innvandrerbakgr","1_5","personer","106","2013","barnehagedeltakelse"
"20","innvandrerbakgr","1_5","personer","2325","2013","barnehagedeltakelse"
"21","innvandrerbakgr","1_5","personer","166","2013","barnehagedeltakelse"
"22","innvandrerbakgr","1_5","personer","319","2013","barnehagedeltakelse"
"23","innvandrerbakgr","1_5","personer","143","2013","barnehagedeltakelse"
"24","innvandrerbakgr","1_5","personer","306","2013","barnehagedeltakelse"
"25","innvandrerbakgr","1_5","personer","950","2013","barnehagedeltakelse"
"26","innvandrerbakgr","1_5","personer","841","2013","barnehagedeltakelse"
"27","innvandrerbakgr","1_5","personer","999","2013","barnehagedeltakelse"
"28","innvandrerbakgr","1_5","personer","138","2013","barnehagedeltakelse"
"29","innvandrerbakgr","1_5","personer","121","2013","barnehagedeltakelse"
"30","innvandrerbakgr","1_5","personer","69","2013","barnehagedeltakelse"
"31","innvandrerbakgr","1_5","personer","49","2013","barnehagedeltakelse"
"32","innvandrerbakgr","1_5","personer","685","2013","barnehagedeltakelse"
"33","innvandrerbakgr","1_5","personer","232","2013","barnehagedeltakelse"
"34","innvandrerbakgr","1_5","personer","178","2013","barnehagedeltakelse"
"35","innvandrerbakgr","1_5","personer","1288","2013","barnehagedeltakelse"
"36","innvandrerbakgr","1_5","personer","180","2013","barnehagedeltakelse"
"37","innvandrerbakgr","1_5","personer","816","2013","barnehagedeltakelse"
"38","innvandrerbakgr","1_5","personer","200","2013","barnehagedeltakelse"
"39","innvandrerbakgr","1_5","personer","3926","2013","barnehagedeltakelse"
"40","innvandrerbakgr","1_5","personer","2625","2013","barnehagedeltakelse"
"41","innvandrerbakgr","1_5","personer","191","2013","barnehagedeltakelse"
"42","innvandrerbakgr","1_5","personer","176","2013","barnehagedeltakelse"
"43","innvandrerbakgr","1_5","personer","69","2013","barnehagedeltakelse"
"44","innvandrerbakgr","1_5","personer","176","2013","barnehagedeltakelse"
"45","innvandrerbakgr","1_5","personer","86","2013","barnehagedeltakelse"
"46","innvandrerbakgr","1_5","personer","453","2013","barnehagedeltakelse"
"47","innvandrerbakgr","1_5","personer","337","2013","barnehagedeltakelse"
"48","innvandrerbakgr","1_5","personer","42","2013","barnehagedeltakelse"
"49","innvandrerbakgr","1_5","personer","234","2013","barnehagedeltakelse"
"50","innvandrerbakgr","1_5","personer","176","2013","barnehagedeltakelse"
"51","innvandrerbakgr","1_5","personer","255","2013","barnehagedeltakelse"
"52","innvandrerbakgr","1_5","personer","361","2013","barnehagedeltakelse"
"53","innvandrerbakgr","1_5","personer","317","2013","barnehagedeltakelse"
"54","innvandrerbakgr","1_5","personer","174","2013","barnehagedeltakelse"
"55","innvandrerbakgr","1_5","personer","327","2013","barnehagedeltakelse"
"56","innvandrerbakgr","1_5","personer","573","2013","barnehagedeltakelse"
"57","innvandrerbakgr","1_5","personer","56","2013","barnehagedeltakelse"
"58","innvandrerbakgr","1_5","personer","111","2013","barnehagedeltakelse"
"59","innvandrerbakgr","1_5","personer","40","2013","barnehagedeltakelse"
"60","innvandrerbakgr","1_5","personer","81","2013","barnehagedeltakelse"
"61","innvandrerbakgr","1_5","personer","1651","2013","barnehagedeltakelse"
"62","innvandrerbakgr","1_5","personer","32","2013","barnehagedeltakelse"
"63","innvandrerbakgr","1_5","personer","150","2013","barnehagedeltakelse"
"64","innvandrerbakgr","1_5","personer","282","2013","barnehagedeltakelse"
"65","innvandrerbakgr","1_5","personer","29","2013","barnehagedeltakelse"
"66","innvandrerbakgr","1_5","personer","41","2013","barnehagedeltakelse"
"67","innvandrerbakgr","1_5","personer","120","2013","barnehagedeltakelse"
"68","innvandrerbakgr","1_5","personer","50","2013","barnehagedeltakelse"
"69","innvandrerbakgr","1_5","personer","90","2013","barnehagedeltakelse"
"70","innvandrerbakgr","1_5","personer","18","2013","barnehagedeltakelse"
"71","innvandrerbakgr","1_5","personer","66","2013","barnehagedeltakelse"
"72","innvandrerbakgr","1_5","personer","139","2013","barnehagedeltakelse"
"73","innvandrerbakgr","1_5","personer","356","2013","barnehagedeltakelse"
"74","innvandrerbakgr","1_5","personer","146","2013","barnehagedeltakelse"
"75","innvandrerbakgr","1_5","personer","158","2013","barnehagedeltakelse"
"76","innvandrerbakgr","1_5","personer","198","2013","barnehagedeltakelse"
"77","innvandrerbakgr","1_5","personer","187","2013","barnehagedeltakelse"
"78","innvandrerbakgr","1_5","personer","132","2013","barnehagedeltakelse"
"79","innvandrerbakgr","1_5","personer","483","2013","barnehagedeltakelse"
"80","innvandrerbakgr","1_5","personer","38","2013","barnehagedeltakelse"
"81","innvandrerbakgr","1_5","personer","255","2013","barnehagedeltakelse"
"82","innvandrerbakgr","1_5","personer","25","2013","barnehagedeltakelse"
"83","innvandrerbakgr","1_5","personer","168","2013","barnehagedeltakelse"
"01","innvandrerbakgr","1","personer","44","2013","barnehagedeltakelse"
"02","innvandrerbakgr","1","personer","115","2013","barnehagedeltakelse"
"03","innvandrerbakgr","1","personer","114","2013","barnehagedeltakelse"
"04","innvandrerbakgr","1","personer","298","2013","barnehagedeltakelse"
"05","innvandrerbakgr","1","personer","406","2013","barnehagedeltakelse"
"06","innvandrerbakgr","1","personer","238","2013","barnehagedeltakelse"
"07","innvandrerbakgr","1","personer","382","2013","barnehagedeltakelse"
"08","innvandrerbakgr","1","personer","173","2013","barnehagedeltakelse"
"09","innvandrerbakgr","1","personer","2495","2013","barnehagedeltakelse"
"10","innvandrerbakgr","1","personer","20","2013","barnehagedeltakelse"
"11","innvandrerbakgr","1","personer","52","2013","barnehagedeltakelse"
"12","innvandrerbakgr","1","personer","116","2013","barnehagedeltakelse"
"13","innvandrerbakgr","1","personer","41","2013","barnehagedeltakelse"
"14","innvandrerbakgr","1","personer","92","2013","barnehagedeltakelse"
"15","innvandrerbakgr","1","personer","37","2013","barnehagedeltakelse"
"16","innvandrerbakgr","1","personer","52","2013","barnehagedeltakelse"
"17","innvandrerbakgr","1","personer","15","2013","barnehagedeltakelse"
"18","innvandrerbakgr","1","personer","9","2013","barnehagedeltakelse"
"19","innvandrerbakgr","1","personer","29","2013","barnehagedeltakelse"
"20","innvandrerbakgr","1","personer","475","2013","barnehagedeltakelse"
"21","innvandrerbakgr","1","personer","40","2013","barnehagedeltakelse"
"22","innvandrerbakgr","1","personer","68","2013","barnehagedeltakelse"
"23","innvandrerbakgr","1","personer","24","2013","barnehagedeltakelse"
"24","innvandrerbakgr","1","personer","57","2013","barnehagedeltakelse"
"25","innvandrerbakgr","1","personer","204","2013","barnehagedeltakelse"
"26","innvandrerbakgr","1","personer","168","2013","barnehagedeltakelse"
"27","innvandrerbakgr","1","personer","217","2013","barnehagedeltakelse"
"28","innvandrerbakgr","1","personer","34","2013","barnehagedeltakelse"
"29","innvandrerbakgr","1","personer","26","2013","barnehagedeltakelse"
"30","innvandrerbakgr","1","personer","12","2013","barnehagedeltakelse"
"31","innvandrerbakgr","1","personer","7","2013","barnehagedeltakelse"
"32","innvandrerbakgr","1","personer","140","2013","barnehagedeltakelse"
"33","innvandrerbakgr","1","personer","49","2013","barnehagedeltakelse"
"34","innvandrerbakgr","1","personer","37","2013","barnehagedeltakelse"
"35","innvandrerbakgr","1","personer","275","2013","barnehagedeltakelse"
"36","innvandrerbakgr","1","personer","36","2013","barnehagedeltakelse"
"37","innvandrerbakgr","1","personer","164","2013","barnehagedeltakelse"
"38","innvandrerbakgr","1","personer","45","2013","barnehagedeltakelse"
"39","innvandrerbakgr","1","personer","855","2013","barnehagedeltakelse"
"40","innvandrerbakgr","1","personer","579","2013","barnehagedeltakelse"
"41","innvandrerbakgr","1","personer","42","2013","barnehagedeltakelse"
"42","innvandrerbakgr","1","personer","34","2013","barnehagedeltakelse"
"43","innvandrerbakgr","1","personer","12","2013","barnehagedeltakelse"
"44","innvandrerbakgr","1","personer","40","2013","barnehagedeltakelse"
"45","innvandrerbakgr","1","personer","19","2013","barnehagedeltakelse"
"46","innvandrerbakgr","1","personer","89","2013","barnehagedeltakelse"
"47","innvandrerbakgr","1","personer","70","2013","barnehagedeltakelse"
"48","innvandrerbakgr","1","personer","8","2013","barnehagedeltakelse"
"49","innvandrerbakgr","1","personer","61","2013","barnehagedeltakelse"
"50","innvandrerbakgr","1","personer","49","2013","barnehagedeltakelse"
"51","innvandrerbakgr","1","personer","49","2013","barnehagedeltakelse"
"52","innvandrerbakgr","1","personer","79","2013","barnehagedeltakelse"
"53","innvandrerbakgr","1","personer","70","2013","barnehagedeltakelse"
"54","innvandrerbakgr","1","personer","43","2013","barnehagedeltakelse"
"55","innvandrerbakgr","1","personer","63","2013","barnehagedeltakelse"
"56","innvandrerbakgr","1","personer","119","2013","barnehagedeltakelse"
"57","innvandrerbakgr","1","personer","10","2013","barnehagedeltakelse"
"58","innvandrerbakgr","1","personer","24","2013","barnehagedeltakelse"
"59","innvandrerbakgr","1","personer","9","2013","barnehagedeltakelse"
"60","innvandrerbakgr","1","personer","12","2013","barnehagedeltakelse"
"61","innvandrerbakgr","1","personer","341","2013","barnehagedeltakelse"
"62","innvandrerbakgr","1","personer","7","2013","barnehagedeltakelse"
"63","innvandrerbakgr","1","personer","27","2013","barnehagedeltakelse"
"64","innvandrerbakgr","1","personer","58","2013","barnehagedeltakelse"
"65","innvandrerbakgr","1","personer",":","2013","barnehagedeltakelse"
"66","innvandrerbakgr","1","personer","10","2013","barnehagedeltakelse"
"67","innvandrerbakgr","1","personer","32","2013","barnehagedeltakelse"
"68","innvandrerbakgr","1","personer","10","2013","barnehagedeltakelse"
"69","innvandrerbakgr","1","personer","23","2013","barnehagedeltakelse"
"70","innvandrerbakgr","1","personer",":","2013","barnehagedeltakelse"
"71","innvandrerbakgr","1","personer","14","2013","barnehagedeltakelse"
"72","innvandrerbakgr","1","personer","32","2013","barnehagedeltakelse"
"73","innvandrerbakgr","1","personer","73","2013","barnehagedeltakelse"
"74","innvandrerbakgr","1","personer","34","2013","barnehagedeltakelse"
"75","innvandrerbakgr","1","personer","32","2013","barnehagedeltakelse"
"76","innvandrerbakgr","1","personer","49","2013","barnehagedeltakelse"
"77","innvandrerbakgr","1","personer","45","2013","barnehagedeltakelse"
"78","innvandrerbakgr","1","personer","27","2013","barnehagedeltakelse"
"79","innvandrerbakgr","1","personer","93","2013","barnehagedeltakelse"
"80","innvandrerbakgr","1","personer","10","2013","barnehagedeltakelse"
"81","innvandrerbakgr","1","personer","55","2013","barnehagedeltakelse"
"82","innvandrerbakgr","1","personer","4","2013","barnehagedeltakelse"
"83","innvandrerbakgr","1","personer","43","2013","barnehagedeltakelse"
"01","innvandrerbakgr","2","personer","45","2013","barnehagedeltakelse"
"02","innvandrerbakgr","2","personer","110","2013","barnehagedeltakelse"
"03","innvandrerbakgr","2","personer","121","2013","barnehagedeltakelse"
"04","innvandrerbakgr","2","personer","276","2013","barnehagedeltakelse"
"05","innvandrerbakgr","2","personer","400","2013","barnehagedeltakelse"
"06","innvandrerbakgr","2","personer","215","2013","barnehagedeltakelse"
"07","innvandrerbakgr","2","personer","414","2013","barnehagedeltakelse"
"08","innvandrerbakgr","2","personer","134","2013","barnehagedeltakelse"
"09","innvandrerbakgr","2","personer","2564","2013","barnehagedeltakelse"
"10","innvandrerbakgr","2","personer","14","2013","barnehagedeltakelse"
"11","innvandrerbakgr","2","personer","40","2013","barnehagedeltakelse"
"12","innvandrerbakgr","2","personer","109","2013","barnehagedeltakelse"
"13","innvandrerbakgr","2","personer","39","2013","barnehagedeltakelse"
"14","innvandrerbakgr","2","personer","90","2013","barnehagedeltakelse"
"15","innvandrerbakgr","2","personer","41","2013","barnehagedeltakelse"
"16","innvandrerbakgr","2","personer","52","2013","barnehagedeltakelse"
"17","innvandrerbakgr","2","personer","10","2013","barnehagedeltakelse"
"18","innvandrerbakgr","2","personer","19","2013","barnehagedeltakelse"
"19","innvandrerbakgr","2","personer","23","2013","barnehagedeltakelse"
"20","innvandrerbakgr","2","personer","443","2013","barnehagedeltakelse"
"21","innvandrerbakgr","2","personer","28","2013","barnehagedeltakelse"
"22","innvandrerbakgr","2","personer","67","2013","barnehagedeltakelse"
"23","innvandrerbakgr","2","personer","34","2013","barnehagedeltakelse"
"24","innvandrerbakgr","2","personer","68","2013","barnehagedeltakelse"
"25","innvandrerbakgr","2","personer","180","2013","barnehagedeltakelse"
"26","innvandrerbakgr","2","personer","172","2013","barnehagedeltakelse"
"27","innvandrerbakgr","2","personer","205","2013","barnehagedeltakelse"
"28","innvandrerbakgr","2","personer","17","2013","barnehagedeltakelse"
"29","innvandrerbakgr","2","personer","21","2013","barnehagedeltakelse"
"30","innvandrerbakgr","2","personer","14","2013","barnehagedeltakelse"
"31","innvandrerbakgr","2","personer","4","2013","barnehagedeltakelse"
"32","innvandrerbakgr","2","personer","130","2013","barnehagedeltakelse"
"33","innvandrerbakgr","2","personer","42","2013","barnehagedeltakelse"
"34","innvandrerbakgr","2","personer","30","2013","barnehagedeltakelse"
"35","innvandrerbakgr","2","personer","239","2013","barnehagedeltakelse"
"36","innvandrerbakgr","2","personer","45","2013","barnehagedeltakelse"
"37","innvandrerbakgr","2","personer","188","2013","barnehagedeltakelse"
"38","innvandrerbakgr","2","personer","39","2013","barnehagedeltakelse"
"39","innvandrerbakgr","2","personer","802","2013","barnehagedeltakelse"
"40","innvandrerbakgr","2","personer","559","2013","barnehagedeltakelse"
"41","innvandrerbakgr","2","personer","40","2013","barnehagedeltakelse"
"42","innvandrerbakgr","2","personer","47","2013","barnehagedeltakelse"
"43","innvandrerbakgr","2","personer","11","2013","barnehagedeltakelse"
"44","innvandrerbakgr","2","personer","31","2013","barnehagedeltakelse"
"45","innvandrerbakgr","2","personer","14","2013","barnehagedeltakelse"
"46","innvandrerbakgr","2","personer","100","2013","barnehagedeltakelse"
"47","innvandrerbakgr","2","personer","70","2013","barnehagedeltakelse"
"48","innvandrerbakgr","2","personer","10","2013","barnehagedeltakelse"
"49","innvandrerbakgr","2","personer","39","2013","barnehagedeltakelse"
"50","innvandrerbakgr","2","personer","29","2013","barnehagedeltakelse"
"51","innvandrerbakgr","2","personer","52","2013","barnehagedeltakelse"
"52","innvandrerbakgr","2","personer","71","2013","barnehagedeltakelse"
"53","innvandrerbakgr","2","personer","67","2013","barnehagedeltakelse"
"54","innvandrerbakgr","2","personer","32","2013","barnehagedeltakelse"
"55","innvandrerbakgr","2","personer","72","2013","barnehagedeltakelse"
"56","innvandrerbakgr","2","personer","120","2013","barnehagedeltakelse"
"57","innvandrerbakgr","2","personer","16","2013","barnehagedeltakelse"
"58","innvandrerbakgr","2","personer","25","2013","barnehagedeltakelse"
"59","innvandrerbakgr","2","personer","10","2013","barnehagedeltakelse"
"60","innvandrerbakgr","2","personer","19","2013","barnehagedeltakelse"
"61","innvandrerbakgr","2","personer","372","2013","barnehagedeltakelse"
"62","innvandrerbakgr","2","personer","6","2013","barnehagedeltakelse"
"63","innvandrerbakgr","2","personer","36","2013","barnehagedeltakelse"
"64","innvandrerbakgr","2","personer","61","2013","barnehagedeltakelse"
"65","innvandrerbakgr","2","personer","14","2013","barnehagedeltakelse"
"66","innvandrerbakgr","2","personer","9","2013","barnehagedeltakelse"
"67","innvandrerbakgr","2","personer","22","2013","barnehagedeltakelse"
"68","innvandrerbakgr","2","personer","12","2013","barnehagedeltakelse"
"69","innvandrerbakgr","2","personer","15","2013","barnehagedeltakelse"
"70","innvandrerbakgr","2","personer","4","2013","barnehagedeltakelse"
"71","innvandrerbakgr","2","personer","13","2013","barnehagedeltakelse"
"72","innvandrerbakgr","2","personer","33","2013","barnehagedeltakelse"
"73","innvandrerbakgr","2","personer","60","2013","barnehagedeltakelse"
"74","innvandrerbakgr","2","personer","39","2013","barnehagedeltakelse"
"75","innvandrerbakgr","2","personer","32","2013","barnehagedeltakelse"
"76","innvandrerbakgr","2","personer","32","2013","barnehagedeltakelse"
"77","innvandrerbakgr","2","personer","30","2013","barnehagedeltakelse"
"78","innvandrerbakgr","2","personer","38","2013","barnehagedeltakelse"
"79","innvandrerbakgr","2","personer","93","2013","barnehagedeltakelse"
"80","innvandrerbakgr","2","personer","7","2013","barnehagedeltakelse"
"81","innvandrerbakgr","2","personer","47","2013","barnehagedeltakelse"
"82","innvandrerbakgr","2","personer","7","2013","barnehagedeltakelse"
"83","innvandrerbakgr","2","personer","38","2013","barnehagedeltakelse"
"01","innvandrerbakgr","3","personer","48","2013","barnehagedeltakelse"
"02","innvandrerbakgr","3","personer","126","2013","barnehagedeltakelse"
"03","innvandrerbakgr","3","personer","101","2013","barnehagedeltakelse"
"04","innvandrerbakgr","3","personer","306","2013","barnehagedeltakelse"
"05","innvandrerbakgr","3","personer","387","2013","barnehagedeltakelse"
"06","innvandrerbakgr","3","personer","223","2013","barnehagedeltakelse"
"07","innvandrerbakgr","3","personer","413","2013","barnehagedeltakelse"
"08","innvandrerbakgr","3","personer","189","2013","barnehagedeltakelse"
"09","innvandrerbakgr","3","personer","2550","2013","barnehagedeltakelse"
"10","innvandrerbakgr","3","personer","12","2013","barnehagedeltakelse"
