"tabell_navn","aar","fylke_nr","enhet","flytting","innvkat_3","tabellvariabel"
"befolkning_flytting","2014","03","personer","innvandring_og_innflytting","befolkningen_ellers","24766"
"befolkning_flytting","2014","03","personer","nettoinnflytting","befolkningen_ellers","-206"
"befolkning_flytting","2014","03","personer","nettoinnvandring","befolkningen_ellers","-115"
"befolkning_flytting","2014","03","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-321"
"befolkning_flytting","2014","03","personer","utflytting","befolkningen_ellers","22814"
"befolkning_flytting","2014","03","personer","utvandring","befolkningen_ellers","2273"
"befolkning_flytting","2014","03","personer","utvandring_og_utflytting","befolkningen_ellers","25087"
"befolkning_flytting","2014","04","personer","innflytting","befolkningen_ellers","3914"
"befolkning_flytting","2014","04","personer","innvandring","befolkningen_ellers","270"
"befolkning_flytting","2014","04","personer","innvandring_og_innflytting","befolkningen_ellers","4184"
"befolkning_flytting","2014","04","personer","nettoinnflytting","befolkningen_ellers","37"
"befolkning_flytting","2014","04","personer","nettoinnvandring","befolkningen_ellers","37"
"befolkning_flytting","2014","04","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","74"
"befolkning_flytting","2014","04","personer","utflytting","befolkningen_ellers","3877"
"befolkning_flytting","2014","04","personer","utvandring","befolkningen_ellers","233"
"befolkning_flytting","2014","04","personer","utvandring_og_utflytting","befolkningen_ellers","4110"
"befolkning_flytting","2014","05","personer","innflytting","befolkningen_ellers","3889"
"befolkning_flytting","2014","05","personer","innvandring","befolkningen_ellers","195"
"befolkning_flytting","2014","05","personer","innvandring_og_innflytting","befolkningen_ellers","4084"
"befolkning_flytting","2014","05","personer","nettoinnflytting","befolkningen_ellers","-55"
"befolkning_flytting","2014","05","personer","nettoinnvandring","befolkningen_ellers","62"
"befolkning_flytting","2014","05","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","7"
"befolkning_flytting","2014","05","personer","utflytting","befolkningen_ellers","3944"
"befolkning_flytting","2014","05","personer","utvandring","befolkningen_ellers","133"
"befolkning_flytting","2014","05","personer","utvandring_og_utflytting","befolkningen_ellers","4077"
"befolkning_flytting","2014","06","personer","innflytting","befolkningen_ellers","5988"
"befolkning_flytting","2014","06","personer","innvandring","befolkningen_ellers","422"
"befolkning_flytting","2014","06","personer","innvandring_og_innflytting","befolkningen_ellers","6410"
"befolkning_flytting","2014","06","personer","nettoinnflytting","befolkningen_ellers","43"
"befolkning_flytting","2014","06","personer","nettoinnvandring","befolkningen_ellers","0"
"befolkning_flytting","2014","06","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","43"
"befolkning_flytting","2014","06","personer","utflytting","befolkningen_ellers","5945"
"befolkning_flytting","2014","06","personer","utvandring","befolkningen_ellers","422"
"befolkning_flytting","2014","06","personer","utvandring_og_utflytting","befolkningen_ellers","6367"
"befolkning_flytting","2014","07","personer","innflytting","befolkningen_ellers","5343"
"befolkning_flytting","2014","07","personer","innvandring","befolkningen_ellers","393"
"befolkning_flytting","2014","07","personer","innvandring_og_innflytting","befolkningen_ellers","5736"
"befolkning_flytting","2014","07","personer","nettoinnflytting","befolkningen_ellers","236"
"befolkning_flytting","2014","07","personer","nettoinnvandring","befolkningen_ellers","-39"
"befolkning_flytting","2014","07","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","197"
"befolkning_flytting","2014","07","personer","utflytting","befolkningen_ellers","5107"
"befolkning_flytting","2014","07","personer","utvandring","befolkningen_ellers","432"
"befolkning_flytting","2014","07","personer","utvandring_og_utflytting","befolkningen_ellers","5539"
"befolkning_flytting","2014","08","personer","innflytting","befolkningen_ellers","2798"
"befolkning_flytting","2014","08","personer","innvandring","befolkningen_ellers","185"
"befolkning_flytting","2014","08","personer","innvandring_og_innflytting","befolkningen_ellers","2983"
"befolkning_flytting","2014","08","personer","nettoinnflytting","befolkningen_ellers","-152"
"befolkning_flytting","2014","08","personer","nettoinnvandring","befolkningen_ellers","5"
"befolkning_flytting","2014","08","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-147"
"befolkning_flytting","2014","08","personer","utflytting","befolkningen_ellers","2950"
"befolkning_flytting","2014","08","personer","utvandring","befolkningen_ellers","180"
"befolkning_flytting","2014","08","personer","utvandring_og_utflytting","befolkningen_ellers","3130"
"befolkning_flytting","2014","09","personer","innflytting","befolkningen_ellers","2389"
"befolkning_flytting","2014","09","personer","innvandring","befolkningen_ellers","179"
"befolkning_flytting","2014","09","personer","innvandring_og_innflytting","befolkningen_ellers","2568"
"befolkning_flytting","2014","09","personer","nettoinnflytting","befolkningen_ellers","106"
"befolkning_flytting","2014","09","personer","nettoinnvandring","befolkningen_ellers","59"
"befolkning_flytting","2014","09","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","165"
"befolkning_flytting","2014","09","personer","utflytting","befolkningen_ellers","2283"
"befolkning_flytting","2014","09","personer","utvandring","befolkningen_ellers","120"
"befolkning_flytting","2014","09","personer","utvandring_og_utflytting","befolkningen_ellers","2403"
"befolkning_flytting","2014","10","personer","innflytting","befolkningen_ellers","3546"
"befolkning_flytting","2014","10","personer","innvandring","befolkningen_ellers","248"
"befolkning_flytting","2014","10","personer","innvandring_og_innflytting","befolkningen_ellers","3794"
"befolkning_flytting","2014","10","personer","nettoinnflytting","befolkningen_ellers","353"
"befolkning_flytting","2014","10","personer","nettoinnvandring","befolkningen_ellers","13"
"befolkning_flytting","2014","10","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","366"
"befolkning_flytting","2014","10","personer","utflytting","befolkningen_ellers","3193"
"befolkning_flytting","2014","10","personer","utvandring","befolkningen_ellers","235"
"befolkning_flytting","2014","10","personer","utvandring_og_utflytting","befolkningen_ellers","3428"
"befolkning_flytting","2014","11","personer","innflytting","befolkningen_ellers","5050"
"befolkning_flytting","2014","11","personer","innvandring","befolkningen_ellers","766"
"befolkning_flytting","2014","11","personer","innvandring_og_innflytting","befolkningen_ellers","5816"
"befolkning_flytting","2014","11","personer","nettoinnflytting","befolkningen_ellers","-407"
"befolkning_flytting","2014","11","personer","nettoinnvandring","befolkningen_ellers","48"
"befolkning_flytting","2014","11","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-359"
"befolkning_flytting","2014","11","personer","utflytting","befolkningen_ellers","5457"
"befolkning_flytting","2014","11","personer","utvandring","befolkningen_ellers","718"
"befolkning_flytting","2014","11","personer","utvandring_og_utflytting","befolkningen_ellers","6175"
"befolkning_flytting","2014","12","personer","innflytting","befolkningen_ellers","6967"
"befolkning_flytting","2014","12","personer","innvandring","befolkningen_ellers","749"
"befolkning_flytting","2014","12","personer","innvandring_og_innflytting","befolkningen_ellers","7716"
"befolkning_flytting","2014","12","personer","nettoinnflytting","befolkningen_ellers","-110"
"befolkning_flytting","2014","12","personer","nettoinnvandring","befolkningen_ellers","161"
"befolkning_flytting","2014","12","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","51"
"befolkning_flytting","2014","12","personer","utflytting","befolkningen_ellers","7077"
"befolkning_flytting","2014","12","personer","utvandring","befolkningen_ellers","588"
"befolkning_flytting","2014","12","personer","utvandring_og_utflytting","befolkningen_ellers","7665"
"befolkning_flytting","2014","14","personer","innflytting","befolkningen_ellers","1543"
"befolkning_flytting","2014","14","personer","innvandring","befolkningen_ellers","79"
"befolkning_flytting","2014","14","personer","innvandring_og_innflytting","befolkningen_ellers","1622"
"befolkning_flytting","2014","14","personer","nettoinnflytting","befolkningen_ellers","-518"
"befolkning_flytting","2014","14","personer","nettoinnvandring","befolkningen_ellers","12"
"befolkning_flytting","2014","14","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-506"
"befolkning_flytting","2014","14","personer","utflytting","befolkningen_ellers","2061"
"befolkning_flytting","2014","14","personer","utvandring","befolkningen_ellers","67"
"befolkning_flytting","2014","14","personer","utvandring_og_utflytting","befolkningen_ellers","2128"
"befolkning_flytting","2014","15","personer","innflytting","befolkningen_ellers","3417"
"befolkning_flytting","2014","15","personer","innvandring","befolkningen_ellers","302"
"befolkning_flytting","2014","15","personer","innvandring_og_innflytting","befolkningen_ellers","3719"
"befolkning_flytting","2014","15","personer","nettoinnflytting","befolkningen_ellers","-330"
"befolkning_flytting","2014","15","personer","nettoinnvandring","befolkningen_ellers","82"
"befolkning_flytting","2014","15","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-248"
"befolkning_flytting","2014","15","personer","utflytting","befolkningen_ellers","3747"
"befolkning_flytting","2014","15","personer","utvandring","befolkningen_ellers","220"
"befolkning_flytting","2014","15","personer","utvandring_og_utflytting","befolkningen_ellers","3967"
"befolkning_flytting","2014","16","personer","innflytting","befolkningen_ellers","7221"
"befolkning_flytting","2014","16","personer","innvandring","befolkningen_ellers","373"
"befolkning_flytting","2014","16","personer","innvandring_og_innflytting","befolkningen_ellers","7594"
"befolkning_flytting","2014","16","personer","nettoinnflytting","befolkningen_ellers","770"
"befolkning_flytting","2014","16","personer","nettoinnvandring","befolkningen_ellers","8"
"befolkning_flytting","2014","16","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","778"
"befolkning_flytting","2014","16","personer","utflytting","befolkningen_ellers","6451"
"befolkning_flytting","2014","16","personer","utvandring","befolkningen_ellers","365"
"befolkning_flytting","2014","16","personer","utvandring_og_utflytting","befolkningen_ellers","6816"
"befolkning_flytting","2014","17","personer","innflytting","befolkningen_ellers","2588"
"befolkning_flytting","2014","17","personer","innvandring","befolkningen_ellers","126"
"befolkning_flytting","2014","17","personer","innvandring_og_innflytting","befolkningen_ellers","2714"
"befolkning_flytting","2014","17","personer","nettoinnflytting","befolkningen_ellers","-98"
"befolkning_flytting","2014","17","personer","nettoinnvandring","befolkningen_ellers","10"
"befolkning_flytting","2014","17","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-88"
"befolkning_flytting","2014","17","personer","utflytting","befolkningen_ellers","2686"
"befolkning_flytting","2014","17","personer","utvandring","befolkningen_ellers","116"
"befolkning_flytting","2014","17","personer","utvandring_og_utflytting","befolkningen_ellers","2802"
"befolkning_flytting","2014","18","personer","innflytting","befolkningen_ellers","3594"
"befolkning_flytting","2014","18","personer","innvandring","befolkningen_ellers","244"
"befolkning_flytting","2014","18","personer","innvandring_og_innflytting","befolkningen_ellers","3838"
"befolkning_flytting","2014","18","personer","nettoinnflytting","befolkningen_ellers","-774"
"befolkning_flytting","2014","18","personer","nettoinnvandring","befolkningen_ellers","63"
"befolkning_flytting","2014","18","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-711"
"befolkning_flytting","2014","18","personer","utflytting","befolkningen_ellers","4368"
"befolkning_flytting","2014","18","personer","utvandring","befolkningen_ellers","181"
"befolkning_flytting","2014","18","personer","utvandring_og_utflytting","befolkningen_ellers","4549"
"befolkning_flytting","2014","19","personer","innflytting","befolkningen_ellers","3286"
"befolkning_flytting","2014","19","personer","innvandring","befolkningen_ellers","187"
"befolkning_flytting","2014","19","personer","innvandring_og_innflytting","befolkningen_ellers","3473"
"befolkning_flytting","2014","19","personer","nettoinnflytting","befolkningen_ellers","-417"
"befolkning_flytting","2014","19","personer","nettoinnvandring","befolkningen_ellers","18"
"befolkning_flytting","2014","19","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-399"
"befolkning_flytting","2014","19","personer","utflytting","befolkningen_ellers","3703"
"befolkning_flytting","2014","19","personer","utvandring","befolkningen_ellers","169"
"befolkning_flytting","2014","19","personer","utvandring_og_utflytting","befolkningen_ellers","3872"
"befolkning_flytting","2014","20","personer","innflytting","befolkningen_ellers","1555"
"befolkning_flytting","2014","20","personer","innvandring","befolkningen_ellers","81"
"befolkning_flytting","2014","20","personer","innvandring_og_innflytting","befolkningen_ellers","1636"
"befolkning_flytting","2014","20","personer","nettoinnflytting","befolkningen_ellers","-291"
"befolkning_flytting","2014","20","personer","nettoinnvandring","befolkningen_ellers","4"
"befolkning_flytting","2014","20","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-287"
"befolkning_flytting","2014","20","personer","utflytting","befolkningen_ellers","1846"
"befolkning_flytting","2014","20","personer","utvandring","befolkningen_ellers","77"
"befolkning_flytting","2014","20","personer","utvandring_og_utflytting","befolkningen_ellers","1923"
