"aar","innvkat_4","enhet","tabell_navn","kommune_nr","kjonn","tabellvariabel"
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0239","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0301","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0402","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0403","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0412","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0415","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0417","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0418","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0419","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0420","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0423","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0425","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0426","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0427","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0428","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0429","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0430","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0432","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0434","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0436","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0437","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0438","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0439","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0441","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0501","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0502","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0511","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0512","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0513","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0514","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0515","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0516","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0517","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0519","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0520","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0521","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0522","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0528","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0529","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0532","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0533","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0534","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0536","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0538","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0540","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0541","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0542","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0543","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0544","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0545","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0602","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0604","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0605","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0612","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0615","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0616","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0617","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0618","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0619","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0620","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0621","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0622","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0623","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0624","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0625","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0626","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0627","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0628","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0631","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0632","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0633","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0701","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0702","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0704","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0706","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0709","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0711","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0713","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0714","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0716","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0719","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0720","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0722","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0723","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0728","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0805","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0806","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0807","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0811","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0814","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0815","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0817","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0819","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0821","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0822","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0826","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0827","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0828","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0829","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0830","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0831","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0833","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0834","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0901","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0904","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0906","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0911","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0912","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0914","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0919","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0926","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0928","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0929","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0935","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0937","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0938","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0940","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","0941","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1001","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1002","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1003","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1004","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1014","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1017","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1018","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1021","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1026","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1027","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1029","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1032","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1034","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1037","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1046","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1101","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1102","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1103","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1106","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1111","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1112","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1114","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1119","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1120","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1121","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1122","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1124","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1127","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1129","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1130","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1133","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1134","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1135","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1141","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1142","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1144","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1145","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1146","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1149","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1151","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1160","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1201","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1211","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1216","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1219","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1221","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1222","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1223","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1224","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1227","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1228","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1231","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1232","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1233","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1234","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1235","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1238","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1241","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1242","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1243","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1244","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1245","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1246","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1247","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1251","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1252","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1253","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1256","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1259","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1260","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1263","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1264","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1265","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1266","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1401","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1411","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1412","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1413","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1416","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1417","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1418","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1419","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1420","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1421","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1422","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1424","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1426","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1428","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1429","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1430","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1431","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1432","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1433","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1438","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1439","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1441","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1443","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1444","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1445","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1449","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1502","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1504","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1505","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1511","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1514","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1515","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1516","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1517","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1519","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1520","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1523","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1524","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1525","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1526","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1528","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1529","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1531","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1532","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1534","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1535","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1539","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1543","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1545","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1546","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1547","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1548","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1551","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1554","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1557","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1560","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1563","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1566","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1567","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1571","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1573","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1576","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1601","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1612","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1613","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1617","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1620","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1621","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1622","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1624","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1627","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1630","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1632","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1633","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1634","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1635","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1636","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1638","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1640","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1644","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1648","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1653","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1657","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1662","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1663","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1664","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1665","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1702","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1703","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1711","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1714","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1717","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1718","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1719","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1721","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1724","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1725","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1736","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1738","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1739","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1740","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1742","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1743","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1744","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1748","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1749","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1750","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1751","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1755","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1756","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1804","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1805","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1811","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1812","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1813","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1815","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1816","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1818","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1820","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1822","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1824","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1825","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1826","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1827","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1828","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1832","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1833","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1834","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1835","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1836","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1837","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1838","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1839","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1840","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1841","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1845","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1848","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1849","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1850","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1851","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1852","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1853","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1854","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1856","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1857","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1859","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1860","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1865","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1866","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1867","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1868","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1870","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1871","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1874","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1901","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1902","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1911","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1913","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1917","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1919","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1920","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1922","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1923","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1924","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1925","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1926","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1927","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1928","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1929","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1931","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1933","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1936","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1938","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1939","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1940","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1941","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1942","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","1943","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2002","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2003","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2004","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2011","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2012","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2014","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2015","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2017","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2018","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2019","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2020","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2021","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2022","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2023","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2024","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2025","0","."
2013,"innvandrere","gjennomsnitt","grunnskolepoeng","2027","0","."
