"tabell_navn","aar","fylke_nr","kjonn","innvkat_5","enhet","tabellvariabel"
"grunnskolepoeng","2014","12","alle","innvandrere","grunnskolepoeng","35,4"
"grunnskolepoeng","2014","12","alle","innvandrere","personer","343"
"grunnskolepoeng","2014","12","alle","norskfodte_m_innvf","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","12","alle","norskfodte_m_innvf","personer","123"
"grunnskolepoeng","2014","12","1","alle","grunnskolepoeng","39"
"grunnskolepoeng","2014","12","1","alle","personer","3021"
"grunnskolepoeng","2014","12","1","bef_u_innv_og_norskf","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","12","1","bef_u_innv_og_norskf","personer","2780"
"grunnskolepoeng","2014","12","1","befolkningen_ellers","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","12","1","befolkningen_ellers","personer","2855"
"grunnskolepoeng","2014","12","1","innvandrere","grunnskolepoeng","33,6"
"grunnskolepoeng","2014","12","1","innvandrere","personer","158"
"grunnskolepoeng","2014","12","1","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","12","1","norskfodte_m_innvf","personer","69"
"grunnskolepoeng","2014","12","0","alle","grunnskolepoeng","42,8"
"grunnskolepoeng","2014","12","0","alle","personer","2944"
"grunnskolepoeng","2014","12","0","bef_u_innv_og_norskf","grunnskolepoeng","43,2"
"grunnskolepoeng","2014","12","0","bef_u_innv_og_norskf","personer","2710"
"grunnskolepoeng","2014","12","0","befolkningen_ellers","grunnskolepoeng","43,2"
"grunnskolepoeng","2014","12","0","befolkningen_ellers","personer","2765"
"grunnskolepoeng","2014","12","0","innvandrere","grunnskolepoeng","37,2"
"grunnskolepoeng","2014","12","0","innvandrere","personer","186"
"grunnskolepoeng","2014","12","0","norskfodte_m_innvf","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","12","0","norskfodte_m_innvf","personer","53"
"grunnskolepoeng","2014","14","alle","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","14","alle","alle","personer","1437"
"grunnskolepoeng","2014","14","alle","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","14","alle","bef_u_innv_og_norskf","personer","1347"
"grunnskolepoeng","2014","14","alle","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","14","alle","befolkningen_ellers","personer","1354"
"grunnskolepoeng","2014","14","alle","innvandrere","grunnskolepoeng","38,2"
"grunnskolepoeng","2014","14","alle","innvandrere","personer","84"
"grunnskolepoeng","2014","14","alle","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","14","alle","norskfodte_m_innvf","personer","3"
"grunnskolepoeng","2014","14","1","alle","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","14","1","alle","personer","721"
"grunnskolepoeng","2014","14","1","bef_u_innv_og_norskf","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","14","1","bef_u_innv_og_norskf","personer","672"
"grunnskolepoeng","2014","14","1","befolkningen_ellers","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","14","1","befolkningen_ellers","personer","677"
"grunnskolepoeng","2014","14","1","innvandrere","grunnskolepoeng","36"
"grunnskolepoeng","2014","14","1","innvandrere","personer","36"
"grunnskolepoeng","2014","14","1","norskfodte_m_innvf","grunnskolepoeng","38,8"
"grunnskolepoeng","2014","14","1","norskfodte_m_innvf","personer","3"
"grunnskolepoeng","2014","14","0","alle","grunnskolepoeng","43,4"
"grunnskolepoeng","2014","14","0","alle","personer","716"
"grunnskolepoeng","2014","14","0","bef_u_innv_og_norskf","grunnskolepoeng","43,6"
"grunnskolepoeng","2014","14","0","bef_u_innv_og_norskf","personer","675"
"grunnskolepoeng","2014","14","0","befolkningen_ellers","grunnskolepoeng","43,6"
"grunnskolepoeng","2014","14","0","befolkningen_ellers","personer","677"
"grunnskolepoeng","2014","14","0","innvandrere","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","14","0","innvandrere","personer","46"
"grunnskolepoeng","2014","14","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","14","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","15","alle","alle","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","15","alle","alle","personer","3206"
"grunnskolepoeng","2014","15","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","15","alle","bef_u_innv_og_norskf","personer","2992"
"grunnskolepoeng","2014","15","alle","befolkningen_ellers","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","15","alle","befolkningen_ellers","personer","3024"
"grunnskolepoeng","2014","15","alle","innvandrere","grunnskolepoeng","35,8"
"grunnskolepoeng","2014","15","alle","innvandrere","personer","185"
"grunnskolepoeng","2014","15","alle","norskfodte_m_innvf","grunnskolepoeng","40,8"
"grunnskolepoeng","2014","15","alle","norskfodte_m_innvf","personer","28"
"grunnskolepoeng","2014","15","1","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","15","1","alle","personer","1661"
"grunnskolepoeng","2014","15","1","bef_u_innv_og_norskf","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","15","1","bef_u_innv_og_norskf","personer","1542"
"grunnskolepoeng","2014","15","1","befolkningen_ellers","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","15","1","befolkningen_ellers","personer","1556"
"grunnskolepoeng","2014","15","1","innvandrere","grunnskolepoeng","34,6"
"grunnskolepoeng","2014","15","1","innvandrere","personer","100"
"grunnskolepoeng","2014","15","1","norskfodte_m_innvf","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","15","1","norskfodte_m_innvf","personer","11"
"grunnskolepoeng","2014","15","0","alle","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","15","0","alle","personer","1545"
"grunnskolepoeng","2014","15","0","bef_u_innv_og_norskf","grunnskolepoeng","43"
"grunnskolepoeng","2014","15","0","bef_u_innv_og_norskf","personer","1450"
"grunnskolepoeng","2014","15","0","befolkningen_ellers","grunnskolepoeng","43"
"grunnskolepoeng","2014","15","0","befolkningen_ellers","personer","1468"
"grunnskolepoeng","2014","15","0","innvandrere","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","15","0","innvandrere","personer","76"
"grunnskolepoeng","2014","15","0","norskfodte_m_innvf","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","15","0","norskfodte_m_innvf","personer","18"
"grunnskolepoeng","2014","16","alle","alle","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","16","alle","alle","personer","3592"
"grunnskolepoeng","2014","16","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","16","alle","bef_u_innv_og_norskf","personer","3349"
"grunnskolepoeng","2014","16","alle","befolkningen_ellers","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","16","alle","befolkningen_ellers","personer","3414"
"grunnskolepoeng","2014","16","alle","innvandrere","grunnskolepoeng","36"
"grunnskolepoeng","2014","16","alle","innvandrere","personer","175"
"grunnskolepoeng","2014","16","alle","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","16","alle","norskfodte_m_innvf","personer","64"
"grunnskolepoeng","2014","16","1","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","16","1","alle","personer","1820"
"grunnskolepoeng","2014","16","1","bef_u_innv_og_norskf","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","16","1","bef_u_innv_og_norskf","personer","1689"
"grunnskolepoeng","2014","16","1","befolkningen_ellers","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","16","1","befolkningen_ellers","personer","1724"
"grunnskolepoeng","2014","16","1","innvandrere","grunnskolepoeng","35"
"grunnskolepoeng","2014","16","1","innvandrere","personer","85"
"grunnskolepoeng","2014","16","1","norskfodte_m_innvf","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","16","1","norskfodte_m_innvf","personer","32"
"grunnskolepoeng","2014","16","0","alle","grunnskolepoeng","42,2"
"grunnskolepoeng","2014","16","0","alle","personer","1772"
"grunnskolepoeng","2014","16","0","bef_u_innv_og_norskf","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","16","0","bef_u_innv_og_norskf","personer","1660"
"grunnskolepoeng","2014","16","0","befolkningen_ellers","grunnskolepoeng","42,4"
"grunnskolepoeng","2014","16","0","befolkningen_ellers","personer","1690"
"grunnskolepoeng","2014","16","0","innvandrere","grunnskolepoeng","37,4"
"grunnskolepoeng","2014","16","0","innvandrere","personer","90"
"grunnskolepoeng","2014","16","0","norskfodte_m_innvf","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","16","0","norskfodte_m_innvf","personer","32"
"grunnskolepoeng","2014","17","alle","alle","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","17","alle","alle","personer","1750"
"grunnskolepoeng","2014","17","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","17","alle","bef_u_innv_og_norskf","personer","1671"
"grunnskolepoeng","2014","17","alle","befolkningen_ellers","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","17","alle","befolkningen_ellers","personer","1677"
"grunnskolepoeng","2014","17","alle","innvandrere","grunnskolepoeng","35"
"grunnskolepoeng","2014","17","alle","innvandrere","personer","69"
"grunnskolepoeng","2014","17","alle","norskfodte_m_innvf","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","17","alle","norskfodte_m_innvf","personer","9"
"grunnskolepoeng","2014","17","1","alle","grunnskolepoeng","37,2"
"grunnskolepoeng","2014","17","1","alle","personer","904"
"grunnskolepoeng","2014","17","1","bef_u_innv_og_norskf","grunnskolepoeng","37,4"
"grunnskolepoeng","2014","17","1","bef_u_innv_og_norskf","personer","870"
"grunnskolepoeng","2014","17","1","befolkningen_ellers","grunnskolepoeng","37,4"
"grunnskolepoeng","2014","17","1","befolkningen_ellers","personer","872"
"grunnskolepoeng","2014","17","1","innvandrere","grunnskolepoeng","34,4"
"grunnskolepoeng","2014","17","1","innvandrere","personer","28"
"grunnskolepoeng","2014","17","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","17","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","17","0","alle","grunnskolepoeng","42"
"grunnskolepoeng","2014","17","0","alle","personer","847"
"grunnskolepoeng","2014","17","0","bef_u_innv_og_norskf","grunnskolepoeng","42,4"
"grunnskolepoeng","2014","17","0","bef_u_innv_og_norskf","personer","802"
"grunnskolepoeng","2014","17","0","befolkningen_ellers","grunnskolepoeng","42,2"
"grunnskolepoeng","2014","17","0","befolkningen_ellers","personer","806"
"grunnskolepoeng","2014","17","0","innvandrere","grunnskolepoeng","35,6"
"grunnskolepoeng","2014","17","0","innvandrere","personer","40"
"grunnskolepoeng","2014","17","0","norskfodte_m_innvf","grunnskolepoeng","40,8"
"grunnskolepoeng","2014","17","0","norskfodte_m_innvf","personer","9"
"grunnskolepoeng","2014","18","alle","alle","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","18","alle","alle","personer","3032"
"grunnskolepoeng","2014","18","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","18","alle","bef_u_innv_og_norskf","personer","2833"
"grunnskolepoeng","2014","18","alle","befolkningen_ellers","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","18","alle","befolkningen_ellers","personer","2851"
"grunnskolepoeng","2014","18","alle","innvandrere","grunnskolepoeng","36,2"
"grunnskolepoeng","2014","18","alle","innvandrere","personer","177"
"grunnskolepoeng","2014","18","alle","norskfodte_m_innvf","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","18","alle","norskfodte_m_innvf","personer","14"
"grunnskolepoeng","2014","18","1","alle","grunnskolepoeng","38,2"
"grunnskolepoeng","2014","18","1","alle","personer","1570"
"grunnskolepoeng","2014","18","1","bef_u_innv_og_norskf","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","18","1","bef_u_innv_og_norskf","personer","1466"
"grunnskolepoeng","2014","18","1","befolkningen_ellers","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","18","1","befolkningen_ellers","personer","1477"
"grunnskolepoeng","2014","18","1","innvandrere","grunnskolepoeng","35,8"
"grunnskolepoeng","2014","18","1","innvandrere","personer","86"
"grunnskolepoeng","2014","18","1","norskfodte_m_innvf","grunnskolepoeng","41"
"grunnskolepoeng","2014","18","1","norskfodte_m_innvf","personer","9"
"grunnskolepoeng","2014","18","0","alle","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","18","0","alle","personer","1462"
"grunnskolepoeng","2014","18","0","bef_u_innv_og_norskf","grunnskolepoeng","43"
"grunnskolepoeng","2014","18","0","bef_u_innv_og_norskf","personer","1367"
"grunnskolepoeng","2014","18","0","befolkningen_ellers","grunnskolepoeng","43"
"grunnskolepoeng","2014","18","0","befolkningen_ellers","personer","1374"
"grunnskolepoeng","2014","18","0","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","18","0","innvandrere","personer","87"
"grunnskolepoeng","2014","18","0","norskfodte_m_innvf","grunnskolepoeng","42,8"
"grunnskolepoeng","2014","18","0","norskfodte_m_innvf","personer","6"
"grunnskolepoeng","2014","19","alle","alle","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","19","alle","alle","personer","1964"
"grunnskolepoeng","2014","19","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","19","alle","bef_u_innv_og_norskf","personer","1868"
"grunnskolepoeng","2014","19","alle","befolkningen_ellers","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","19","alle","befolkningen_ellers","personer","1877"
"grunnskolepoeng","2014","19","alle","innvandrere","grunnskolepoeng","36,4"
"grunnskolepoeng","2014","19","alle","innvandrere","personer","81"
"grunnskolepoeng","2014","19","alle","norskfodte_m_innvf","grunnskolepoeng","43,6"
"grunnskolepoeng","2014","19","alle","norskfodte_m_innvf","personer","8"
"grunnskolepoeng","2014","19","1","alle","grunnskolepoeng","38,2"
"grunnskolepoeng","2014","19","1","alle","personer","1029"
"grunnskolepoeng","2014","19","1","bef_u_innv_og_norskf","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","19","1","bef_u_innv_og_norskf","personer","978"
"grunnskolepoeng","2014","19","1","befolkningen_ellers","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","19","1","befolkningen_ellers","personer","985"
"grunnskolepoeng","2014","19","1","innvandrere","grunnskolepoeng","34,6"
"grunnskolepoeng","2014","19","1","innvandrere","personer","32"
"grunnskolepoeng","2014","19","1","norskfodte_m_innvf","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","19","1","norskfodte_m_innvf","personer","6"
"grunnskolepoeng","2014","19","0","alle","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","19","0","alle","personer","933"
"grunnskolepoeng","2014","19","0","bef_u_innv_og_norskf","grunnskolepoeng","42,8"
"grunnskolepoeng","2014","19","0","bef_u_innv_og_norskf","personer","888"
"grunnskolepoeng","2014","19","0","befolkningen_ellers","grunnskolepoeng","42,8"
"grunnskolepoeng","2014","19","0","befolkningen_ellers","personer","890"
"grunnskolepoeng","2014","19","0","innvandrere","grunnskolepoeng","38,2"
"grunnskolepoeng","2014","19","0","innvandrere","personer","48"
"grunnskolepoeng","2014","19","0","norskfodte_m_innvf","grunnskolepoeng","50,6"
"grunnskolepoeng","2014","19","0","norskfodte_m_innvf","personer","3"
"grunnskolepoeng","2014","20","alle","alle","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","20","alle","alle","personer","921"
"grunnskolepoeng","2014","20","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","20","alle","bef_u_innv_og_norskf","personer","859"
"grunnskolepoeng","2014","20","alle","befolkningen_ellers","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","20","alle","befolkningen_ellers","personer","868"
"grunnskolepoeng","2014","20","alle","innvandrere","grunnskolepoeng","34"
"grunnskolepoeng","2014","20","alle","innvandrere","personer","48"
"grunnskolepoeng","2014","20","alle","norskfodte_m_innvf","grunnskolepoeng","37,2"
"grunnskolepoeng","2014","20","alle","norskfodte_m_innvf","personer","9"
"grunnskolepoeng","2014","20","1","alle","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","20","1","alle","personer","468"
"grunnskolepoeng","2014","20","1","bef_u_innv_og_norskf","grunnskolepoeng","37"
"grunnskolepoeng","2014","20","1","bef_u_innv_og_norskf","personer","442"
"grunnskolepoeng","2014","20","1","befolkningen_ellers","grunnskolepoeng","37"
"grunnskolepoeng","2014","20","1","befolkningen_ellers","personer","447"
"grunnskolepoeng","2014","20","1","innvandrere","grunnskolepoeng","33,6"
"grunnskolepoeng","2014","20","1","innvandrere","personer","20"
"grunnskolepoeng","2014","20","1","norskfodte_m_innvf","grunnskolepoeng","32,4"
"grunnskolepoeng","2014","20","1","norskfodte_m_innvf","personer","6"
"grunnskolepoeng","2014","20","0","alle","grunnskolepoeng","42,4"
"grunnskolepoeng","2014","20","0","alle","personer","454"
"grunnskolepoeng","2014","20","0","bef_u_innv_og_norskf","grunnskolepoeng","43"
"grunnskolepoeng","2014","20","0","bef_u_innv_og_norskf","personer","418"
"grunnskolepoeng","2014","20","0","befolkningen_ellers","grunnskolepoeng","43"
"grunnskolepoeng","2014","20","0","befolkningen_ellers","personer","422"
"grunnskolepoeng","2014","20","0","innvandrere","grunnskolepoeng","34,4"
"grunnskolepoeng","2014","20","0","innvandrere","personer","28"
"grunnskolepoeng","2014","20","0","norskfodte_m_innvf","grunnskolepoeng","43,4"
"grunnskolepoeng","2014","20","0","norskfodte_m_innvf","personer","3"
"grunnskolepoeng","2014","99","alle","alle","grunnskolepoeng","33,6"
"grunnskolepoeng","2014","99","alle","alle","personer","99"
"grunnskolepoeng","2014","99","alle","bef_u_innv_og_norskf","grunnskolepoeng","33,6"
"grunnskolepoeng","2014","99","alle","bef_u_innv_og_norskf","personer","99"
"grunnskolepoeng","2014","99","alle","befolkningen_ellers","grunnskolepoeng","33,6"
"grunnskolepoeng","2014","99","alle","befolkningen_ellers","personer","99"
"grunnskolepoeng","2014","99","alle","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","99","alle","innvandrere","personer","0"
"grunnskolepoeng","2014","99","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","99","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","99","1","alle","grunnskolepoeng","32"
"grunnskolepoeng","2014","99","1","alle","personer","45"
"grunnskolepoeng","2014","99","1","bef_u_innv_og_norskf","grunnskolepoeng","32"
"grunnskolepoeng","2014","99","1","bef_u_innv_og_norskf","personer","45"
"grunnskolepoeng","2014","99","1","befolkningen_ellers","grunnskolepoeng","32"
"grunnskolepoeng","2014","99","1","befolkningen_ellers","personer","45"
"grunnskolepoeng","2014","99","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","99","1","innvandrere","personer","0"
"grunnskolepoeng","2014","99","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","99","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","99","0","alle","grunnskolepoeng","34,8"
"grunnskolepoeng","2014","99","0","alle","personer","54"
"grunnskolepoeng","2014","99","0","bef_u_innv_og_norskf","grunnskolepoeng","34,8"
"grunnskolepoeng","2014","99","0","bef_u_innv_og_norskf","personer","54"
"grunnskolepoeng","2014","99","0","befolkningen_ellers","grunnskolepoeng","34,8"
"grunnskolepoeng","2014","99","0","befolkningen_ellers","personer","54"
"grunnskolepoeng","2014","99","0","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2014","99","0","innvandrere","personer","0"
"grunnskolepoeng","2014","99","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","99","0","norskfodte_m_innvf","personer","0"
