"tabell_navn","aar","kommune_nr","vreg_3","enhet","tabellvariabel","flytting"
"befolkning_flytting_vreg","2014","0121","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","0122","1","personer","33","innflytting"
"befolkning_flytting_vreg","2014","0122","2","personer","20","innflytting"
"befolkning_flytting_vreg","2014","0123","1","personer","41","innflytting"
"befolkning_flytting_vreg","2014","0123","2","personer","30","innflytting"
"befolkning_flytting_vreg","2014","0124","1","personer","95","innflytting"
"befolkning_flytting_vreg","2014","0124","2","personer","134","innflytting"
"befolkning_flytting_vreg","2014","0125","1","personer","66","innflytting"
"befolkning_flytting_vreg","2014","0125","2","personer","59","innflytting"
"befolkning_flytting_vreg","2014","0127","1","personer","26","innflytting"
"befolkning_flytting_vreg","2014","0127","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0128","1","personer","42","innflytting"
"befolkning_flytting_vreg","2014","0128","2","personer","30","innflytting"
"befolkning_flytting_vreg","2014","0135","1","personer","70","innflytting"
"befolkning_flytting_vreg","2014","0135","2","personer","34","innflytting"
"befolkning_flytting_vreg","2014","0136","1","personer","107","innflytting"
"befolkning_flytting_vreg","2014","0136","2","personer","98","innflytting"
"befolkning_flytting_vreg","2014","0137","1","personer","38","innflytting"
"befolkning_flytting_vreg","2014","0137","2","personer","22","innflytting"
"befolkning_flytting_vreg","2014","0138","1","personer","64","innflytting"
"befolkning_flytting_vreg","2014","0138","2","personer","47","innflytting"
"befolkning_flytting_vreg","2014","0211","1","personer","159","innflytting"
"befolkning_flytting_vreg","2014","0211","2","personer","106","innflytting"
"befolkning_flytting_vreg","2014","0213","1","personer","203","innflytting"
"befolkning_flytting_vreg","2014","0213","2","personer","212","innflytting"
"befolkning_flytting_vreg","2014","0214","1","personer","195","innflytting"
"befolkning_flytting_vreg","2014","0214","2","personer","164","innflytting"
"befolkning_flytting_vreg","2014","0215","1","personer","82","innflytting"
"befolkning_flytting_vreg","2014","0215","2","personer","68","innflytting"
"befolkning_flytting_vreg","2014","0216","1","personer","99","innflytting"
"befolkning_flytting_vreg","2014","0216","2","personer","60","innflytting"
"befolkning_flytting_vreg","2014","0217","1","personer","213","innflytting"
"befolkning_flytting_vreg","2014","0217","2","personer","160","innflytting"
"befolkning_flytting_vreg","2014","0219","1","personer","921","innflytting"
"befolkning_flytting_vreg","2014","0219","2","personer","1028","innflytting"
"befolkning_flytting_vreg","2014","0220","1","personer","535","innflytting"
"befolkning_flytting_vreg","2014","0220","2","personer","489","innflytting"
"befolkning_flytting_vreg","2014","0221","1","personer","150","innflytting"
"befolkning_flytting_vreg","2014","0221","2","personer","67","innflytting"
"befolkning_flytting_vreg","2014","0226","1","personer","163","innflytting"
"befolkning_flytting_vreg","2014","0226","2","personer","101","innflytting"
"befolkning_flytting_vreg","2014","0227","1","personer","128","innflytting"
"befolkning_flytting_vreg","2014","0227","2","personer","80","innflytting"
"befolkning_flytting_vreg","2014","0228","1","personer","214","innflytting"
"befolkning_flytting_vreg","2014","0228","2","personer","225","innflytting"
"befolkning_flytting_vreg","2014","0229","1","personer","89","innflytting"
"befolkning_flytting_vreg","2014","0229","2","personer","54","innflytting"
"befolkning_flytting_vreg","2014","0230","1","personer","365","innflytting"
"befolkning_flytting_vreg","2014","0230","2","personer","556","innflytting"
"befolkning_flytting_vreg","2014","0231","1","personer","470","innflytting"
"befolkning_flytting_vreg","2014","0231","2","personer","714","innflytting"
"befolkning_flytting_vreg","2014","0233","1","personer","183","innflytting"
"befolkning_flytting_vreg","2014","0233","2","personer","142","innflytting"
"befolkning_flytting_vreg","2014","0234","1","personer","85","innflytting"
"befolkning_flytting_vreg","2014","0234","2","personer","23","innflytting"
"befolkning_flytting_vreg","2014","0235","1","personer","370","innflytting"
"befolkning_flytting_vreg","2014","0235","2","personer","361","innflytting"
"befolkning_flytting_vreg","2014","0236","1","personer","152","innflytting"
"befolkning_flytting_vreg","2014","0236","2","personer","97","innflytting"
"befolkning_flytting_vreg","2014","0237","1","personer","159","innflytting"
"befolkning_flytting_vreg","2014","0237","2","personer","169","innflytting"
"befolkning_flytting_vreg","2014","0238","1","personer","159","innflytting"
"befolkning_flytting_vreg","2014","0238","2","personer","102","innflytting"
"befolkning_flytting_vreg","2014","0239","1","personer","21","innflytting"
"befolkning_flytting_vreg","2014","0239","2","personer","15","innflytting"
"befolkning_flytting_vreg","2014","0301","1","personer","2632","innflytting"
"befolkning_flytting_vreg","2014","0301","2","personer","4350","innflytting"
"befolkning_flytting_vreg","2014","0402","1","personer","46","innflytting"
"befolkning_flytting_vreg","2014","0402","2","personer","84","innflytting"
"befolkning_flytting_vreg","2014","0403","1","personer","110","innflytting"
"befolkning_flytting_vreg","2014","0403","2","personer","178","innflytting"
"befolkning_flytting_vreg","2014","0412","1","personer","95","innflytting"
"befolkning_flytting_vreg","2014","0412","2","personer","77","innflytting"
"befolkning_flytting_vreg","2014","0415","1","personer","33","innflytting"
"befolkning_flytting_vreg","2014","0415","2","personer","24","innflytting"
"befolkning_flytting_vreg","2014","0417","1","personer","83","innflytting"
"befolkning_flytting_vreg","2014","0417","2","personer","75","innflytting"
"befolkning_flytting_vreg","2014","0418","1","personer","6","innflytting"
"befolkning_flytting_vreg","2014","0418","2","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0419","1","personer","36","innflytting"
"befolkning_flytting_vreg","2014","0419","2","personer","21","innflytting"
"befolkning_flytting_vreg","2014","0420","1","personer","17","innflytting"
"befolkning_flytting_vreg","2014","0420","2","personer","29","innflytting"
"befolkning_flytting_vreg","2014","0423","1","personer","14","innflytting"
"befolkning_flytting_vreg","2014","0423","2","personer","13","innflytting"
"befolkning_flytting_vreg","2014","0425","1","personer","16","innflytting"
"befolkning_flytting_vreg","2014","0425","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0426","1","personer","13","innflytting"
"befolkning_flytting_vreg","2014","0426","2","personer","6","innflytting"
"befolkning_flytting_vreg","2014","0427","1","personer","51","innflytting"
"befolkning_flytting_vreg","2014","0427","2","personer","88","innflytting"
"befolkning_flytting_vreg","2014","0428","1","personer","14","innflytting"
"befolkning_flytting_vreg","2014","0428","2","personer","17","innflytting"
"befolkning_flytting_vreg","2014","0429","1","personer","17","innflytting"
"befolkning_flytting_vreg","2014","0429","2","personer","20","innflytting"
"befolkning_flytting_vreg","2014","0430","1","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0430","2","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0432","1","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0432","2","personer","12","innflytting"
"befolkning_flytting_vreg","2014","0434","1","personer","5","innflytting"
"befolkning_flytting_vreg","2014","0434","2","personer","13","innflytting"
"befolkning_flytting_vreg","2014","0436","1","personer","5","innflytting"
"befolkning_flytting_vreg","2014","0436","2","personer","5","innflytting"
"befolkning_flytting_vreg","2014","0437","1","personer","17","innflytting"
"befolkning_flytting_vreg","2014","0437","2","personer","27","innflytting"
"befolkning_flytting_vreg","2014","0438","1","personer","5","innflytting"
"befolkning_flytting_vreg","2014","0438","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0439","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","0439","2","personer","6","innflytting"
"befolkning_flytting_vreg","2014","0441","1","personer","16","innflytting"
"befolkning_flytting_vreg","2014","0441","2","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0501","1","personer","115","innflytting"
"befolkning_flytting_vreg","2014","0501","2","personer","144","innflytting"
"befolkning_flytting_vreg","2014","0502","1","personer","86","innflytting"
"befolkning_flytting_vreg","2014","0502","2","personer","174","innflytting"
"befolkning_flytting_vreg","2014","0511","1","personer","9","innflytting"
"befolkning_flytting_vreg","2014","0511","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0512","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","0512","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0513","1","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0513","2","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0514","1","personer","4","innflytting"
"befolkning_flytting_vreg","2014","0514","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0515","1","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0515","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0516","1","personer","16","innflytting"
"befolkning_flytting_vreg","2014","0516","2","personer","19","innflytting"
"befolkning_flytting_vreg","2014","0517","1","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0517","2","personer","12","innflytting"
"befolkning_flytting_vreg","2014","0519","1","personer","10","innflytting"
"befolkning_flytting_vreg","2014","0519","2","personer","6","innflytting"
"befolkning_flytting_vreg","2014","0520","1","personer","10","innflytting"
"befolkning_flytting_vreg","2014","0520","2","personer","23","innflytting"
"befolkning_flytting_vreg","2014","0521","1","personer","19","innflytting"
"befolkning_flytting_vreg","2014","0521","2","personer","20","innflytting"
"befolkning_flytting_vreg","2014","0522","1","personer","18","innflytting"
"befolkning_flytting_vreg","2014","0522","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0528","1","personer","51","innflytting"
"befolkning_flytting_vreg","2014","0528","2","personer","39","innflytting"
"befolkning_flytting_vreg","2014","0529","1","personer","44","innflytting"
"befolkning_flytting_vreg","2014","0529","2","personer","55","innflytting"
"befolkning_flytting_vreg","2014","0532","1","personer","39","innflytting"
"befolkning_flytting_vreg","2014","0532","2","personer","30","innflytting"
"befolkning_flytting_vreg","2014","0533","1","personer","31","innflytting"
"befolkning_flytting_vreg","2014","0533","2","personer","51","innflytting"
"befolkning_flytting_vreg","2014","0534","1","personer","30","innflytting"
"befolkning_flytting_vreg","2014","0534","2","personer","64","innflytting"
"befolkning_flytting_vreg","2014","0536","1","personer","15","innflytting"
"befolkning_flytting_vreg","2014","0536","2","personer","25","innflytting"
"befolkning_flytting_vreg","2014","0538","1","personer","9","innflytting"
"befolkning_flytting_vreg","2014","0538","2","personer","29","innflytting"
"befolkning_flytting_vreg","2014","0540","1","personer","4","innflytting"
"befolkning_flytting_vreg","2014","0540","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0541","1","personer","9","innflytting"
"befolkning_flytting_vreg","2014","0541","2","personer","10","innflytting"
"befolkning_flytting_vreg","2014","0542","1","personer","15","innflytting"
"befolkning_flytting_vreg","2014","0542","2","personer","38","innflytting"
"befolkning_flytting_vreg","2014","0543","1","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0543","2","personer","14","innflytting"
"befolkning_flytting_vreg","2014","0544","1","personer","10","innflytting"
"befolkning_flytting_vreg","2014","0544","2","personer","10","innflytting"
"befolkning_flytting_vreg","2014","0545","1","personer","12","innflytting"
"befolkning_flytting_vreg","2014","0545","2","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0602","1","personer","470","innflytting"
"befolkning_flytting_vreg","2014","0602","2","personer","624","innflytting"
"befolkning_flytting_vreg","2014","0604","1","personer","93","innflytting"
"befolkning_flytting_vreg","2014","0604","2","personer","156","innflytting"
"befolkning_flytting_vreg","2014","0605","1","personer","111","innflytting"
"befolkning_flytting_vreg","2014","0605","2","personer","131","innflytting"
"befolkning_flytting_vreg","2014","0612","1","personer","55","innflytting"
"befolkning_flytting_vreg","2014","0612","2","personer","26","innflytting"
"befolkning_flytting_vreg","2014","0615","1","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0615","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0616","1","personer","13","innflytting"
"befolkning_flytting_vreg","2014","0616","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0617","1","personer","21","innflytting"
"befolkning_flytting_vreg","2014","0617","2","personer","17","innflytting"
"befolkning_flytting_vreg","2014","0618","1","personer","28","innflytting"
"befolkning_flytting_vreg","2014","0618","2","personer","9","innflytting"
"befolkning_flytting_vreg","2014","0619","1","personer","14","innflytting"
"befolkning_flytting_vreg","2014","0619","2","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0620","1","personer","16","innflytting"
"befolkning_flytting_vreg","2014","0620","2","personer","12","innflytting"
"befolkning_flytting_vreg","2014","0621","1","personer","15","innflytting"
"befolkning_flytting_vreg","2014","0621","2","personer","12","innflytting"
"befolkning_flytting_vreg","2014","0622","1","personer","5","innflytting"
"befolkning_flytting_vreg","2014","0622","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0623","1","personer","56","innflytting"
"befolkning_flytting_vreg","2014","0623","2","personer","43","innflytting"
"befolkning_flytting_vreg","2014","0624","1","personer","142","innflytting"
"befolkning_flytting_vreg","2014","0624","2","personer","74","innflytting"
"befolkning_flytting_vreg","2014","0625","1","personer","187","innflytting"
"befolkning_flytting_vreg","2014","0625","2","personer","216","innflytting"
"befolkning_flytting_vreg","2014","0626","1","personer","209","innflytting"
"befolkning_flytting_vreg","2014","0626","2","personer","189","innflytting"
"befolkning_flytting_vreg","2014","0627","1","personer","210","innflytting"
"befolkning_flytting_vreg","2014","0627","2","personer","90","innflytting"
"befolkning_flytting_vreg","2014","0628","1","personer","82","innflytting"
"befolkning_flytting_vreg","2014","0628","2","personer","38","innflytting"
"befolkning_flytting_vreg","2014","0631","1","personer","18","innflytting"
"befolkning_flytting_vreg","2014","0631","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0632","1","personer","10","innflytting"
"befolkning_flytting_vreg","2014","0632","2","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0633","1","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0633","2","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0701","1","personer","99","innflytting"
"befolkning_flytting_vreg","2014","0701","2","personer","132","innflytting"
"befolkning_flytting_vreg","2014","0702","1","personer","78","innflytting"
"befolkning_flytting_vreg","2014","0702","2","personer","31","innflytting"
"befolkning_flytting_vreg","2014","0704","1","personer","279","innflytting"
"befolkning_flytting_vreg","2014","0704","2","personer","263","innflytting"
"befolkning_flytting_vreg","2014","0706","1","personer","216","innflytting"
"befolkning_flytting_vreg","2014","0706","2","personer","190","innflytting"
"befolkning_flytting_vreg","2014","0709","1","personer","116","innflytting"
"befolkning_flytting_vreg","2014","0709","2","personer","117","innflytting"
"befolkning_flytting_vreg","2014","0711","1","personer","63","innflytting"
"befolkning_flytting_vreg","2014","0711","2","personer","17","innflytting"
"befolkning_flytting_vreg","2014","0713","1","personer","77","innflytting"
"befolkning_flytting_vreg","2014","0713","2","personer","35","innflytting"
"befolkning_flytting_vreg","2014","0714","1","personer","24","innflytting"
"befolkning_flytting_vreg","2014","0714","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","0716","1","personer","49","innflytting"
"befolkning_flytting_vreg","2014","0716","2","personer","32","innflytting"
"befolkning_flytting_vreg","2014","0719","1","personer","35","innflytting"
"befolkning_flytting_vreg","2014","0719","2","personer","23","innflytting"
"befolkning_flytting_vreg","2014","0720","1","personer","105","innflytting"
"befolkning_flytting_vreg","2014","0720","2","personer","50","innflytting"
"befolkning_flytting_vreg","2014","0722","1","personer","124","innflytting"
"befolkning_flytting_vreg","2014","0722","2","personer","129","innflytting"
"befolkning_flytting_vreg","2014","0723","1","personer","34","innflytting"
"befolkning_flytting_vreg","2014","0723","2","personer","17","innflytting"
"befolkning_flytting_vreg","2014","0728","1","personer","20","innflytting"
"befolkning_flytting_vreg","2014","0728","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0805","1","personer","132","innflytting"
"befolkning_flytting_vreg","2014","0805","2","personer","210","innflytting"
"befolkning_flytting_vreg","2014","0806","1","personer","160","innflytting"
"befolkning_flytting_vreg","2014","0806","2","personer","293","innflytting"
"befolkning_flytting_vreg","2014","0807","1","personer","38","innflytting"
"befolkning_flytting_vreg","2014","0807","2","personer","98","innflytting"
"befolkning_flytting_vreg","2014","0811","1","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0811","2","personer","5","innflytting"
"befolkning_flytting_vreg","2014","0814","1","personer","37","innflytting"
"befolkning_flytting_vreg","2014","0814","2","personer","48","innflytting"
"befolkning_flytting_vreg","2014","0815","1","personer","32","innflytting"
"befolkning_flytting_vreg","2014","0815","2","personer","51","innflytting"
"befolkning_flytting_vreg","2014","0817","1","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0817","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0819","1","personer","24","innflytting"
"befolkning_flytting_vreg","2014","0819","2","personer","21","innflytting"
"befolkning_flytting_vreg","2014","0821","1","personer","35","innflytting"
"befolkning_flytting_vreg","2014","0821","2","personer","42","innflytting"
"befolkning_flytting_vreg","2014","0822","1","personer","16","innflytting"
"befolkning_flytting_vreg","2014","0822","2","personer","20","innflytting"
"befolkning_flytting_vreg","2014","0826","1","personer","9","innflytting"
"befolkning_flytting_vreg","2014","0826","2","personer","22","innflytting"
"befolkning_flytting_vreg","2014","0827","1","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0827","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","0828","1","personer","6","innflytting"
"befolkning_flytting_vreg","2014","0828","2","personer","12","innflytting"
"befolkning_flytting_vreg","2014","0829","1","personer","6","innflytting"
"befolkning_flytting_vreg","2014","0829","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0830","1","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0830","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","0831","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","0831","2","personer","4","innflytting"
"befolkning_flytting_vreg","2014","0833","1","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0833","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0834","1","personer","12","innflytting"
"befolkning_flytting_vreg","2014","0834","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0901","1","personer","19","innflytting"
"befolkning_flytting_vreg","2014","0901","2","personer","23","innflytting"
"befolkning_flytting_vreg","2014","0904","1","personer","79","innflytting"
"befolkning_flytting_vreg","2014","0904","2","personer","110","innflytting"
"befolkning_flytting_vreg","2014","0906","1","personer","160","innflytting"
"befolkning_flytting_vreg","2014","0906","2","personer","149","innflytting"
"befolkning_flytting_vreg","2014","0911","1","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0911","2","personer","15","innflytting"
"befolkning_flytting_vreg","2014","0912","1","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0912","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0914","1","personer","14","innflytting"
"befolkning_flytting_vreg","2014","0914","2","personer","24","innflytting"
"befolkning_flytting_vreg","2014","0919","1","personer","32","innflytting"
"befolkning_flytting_vreg","2014","0919","2","personer","16","innflytting"
"befolkning_flytting_vreg","2014","0926","1","personer","41","innflytting"
"befolkning_flytting_vreg","2014","0926","2","personer","48","innflytting"
"befolkning_flytting_vreg","2014","0928","1","personer","19","innflytting"
"befolkning_flytting_vreg","2014","0928","2","personer","13","innflytting"
"befolkning_flytting_vreg","2014","0929","1","personer","4","innflytting"
"befolkning_flytting_vreg","2014","0929","2","personer","9","innflytting"
"befolkning_flytting_vreg","2014","0935","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","0935","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","0937","1","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0937","2","personer","13","innflytting"
"befolkning_flytting_vreg","2014","0938","1","personer","4","innflytting"
"befolkning_flytting_vreg","2014","0938","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","0940","1","personer","3","innflytting"
"befolkning_flytting_vreg","2014","0940","2","personer","7","innflytting"
"befolkning_flytting_vreg","2014","0941","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","0941","2","personer","5","innflytting"
"befolkning_flytting_vreg","2014","1001","1","personer","224","innflytting"
"befolkning_flytting_vreg","2014","1001","2","personer","513","innflytting"
"befolkning_flytting_vreg","2014","1002","1","personer","26","innflytting"
"befolkning_flytting_vreg","2014","1002","2","personer","54","innflytting"
"befolkning_flytting_vreg","2014","1003","1","personer","22","innflytting"
"befolkning_flytting_vreg","2014","1003","2","personer","28","innflytting"
"befolkning_flytting_vreg","2014","1004","1","personer","16","innflytting"
"befolkning_flytting_vreg","2014","1004","2","personer","27","innflytting"
"befolkning_flytting_vreg","2014","1014","1","personer","41","innflytting"
"befolkning_flytting_vreg","2014","1014","2","personer","55","innflytting"
"befolkning_flytting_vreg","2014","1017","1","personer","34","innflytting"
"befolkning_flytting_vreg","2014","1017","2","personer","50","innflytting"
"befolkning_flytting_vreg","2014","1018","1","personer","53","innflytting"
"befolkning_flytting_vreg","2014","1018","2","personer","55","innflytting"
"befolkning_flytting_vreg","2014","1021","1","personer","9","innflytting"
"befolkning_flytting_vreg","2014","1021","2","personer","9","innflytting"
"befolkning_flytting_vreg","2014","1026","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1026","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1027","1","personer","6","innflytting"
"befolkning_flytting_vreg","2014","1027","2","personer","5","innflytting"
"befolkning_flytting_vreg","2014","1029","1","personer","26","innflytting"
"befolkning_flytting_vreg","2014","1029","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","1032","1","personer","24","innflytting"
"befolkning_flytting_vreg","2014","1032","2","personer","41","innflytting"
"befolkning_flytting_vreg","2014","1034","1","personer","3","innflytting"
"befolkning_flytting_vreg","2014","1034","2","personer","5","innflytting"
"befolkning_flytting_vreg","2014","1037","1","personer","12","innflytting"
"befolkning_flytting_vreg","2014","1037","2","personer","21","innflytting"
"befolkning_flytting_vreg","2014","1046","1","personer","13","innflytting"
"befolkning_flytting_vreg","2014","1046","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","1101","1","personer","55","innflytting"
"befolkning_flytting_vreg","2014","1101","2","personer","49","innflytting"
"befolkning_flytting_vreg","2014","1102","1","personer","692","innflytting"
"befolkning_flytting_vreg","2014","1102","2","personer","557","innflytting"
"befolkning_flytting_vreg","2014","1103","1","personer","740","innflytting"
"befolkning_flytting_vreg","2014","1103","2","personer","913","innflytting"
"befolkning_flytting_vreg","2014","1106","1","personer","226","innflytting"
"befolkning_flytting_vreg","2014","1106","2","personer","193","innflytting"
"befolkning_flytting_vreg","2014","1111","1","personer","8","innflytting"
"befolkning_flytting_vreg","2014","1111","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1112","1","personer","16","innflytting"
"befolkning_flytting_vreg","2014","1112","2","personer","13","innflytting"
"befolkning_flytting_vreg","2014","1114","1","personer","30","innflytting"
"befolkning_flytting_vreg","2014","1114","2","personer","4","innflytting"
"befolkning_flytting_vreg","2014","1119","1","personer","121","innflytting"
"befolkning_flytting_vreg","2014","1119","2","personer","60","innflytting"
"befolkning_flytting_vreg","2014","1120","1","personer","176","innflytting"
"befolkning_flytting_vreg","2014","1120","2","personer","83","innflytting"
"befolkning_flytting_vreg","2014","1121","1","personer","142","innflytting"
"befolkning_flytting_vreg","2014","1121","2","personer","90","innflytting"
"befolkning_flytting_vreg","2014","1122","1","personer","80","innflytting"
"befolkning_flytting_vreg","2014","1122","2","personer","59","innflytting"
"befolkning_flytting_vreg","2014","1124","1","personer","383","innflytting"
"befolkning_flytting_vreg","2014","1124","2","personer","235","innflytting"
"befolkning_flytting_vreg","2014","1127","1","personer","102","innflytting"
"befolkning_flytting_vreg","2014","1127","2","personer","94","innflytting"
"befolkning_flytting_vreg","2014","1129","1","personer","3","innflytting"
"befolkning_flytting_vreg","2014","1129","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1130","1","personer","44","innflytting"
"befolkning_flytting_vreg","2014","1130","2","personer","43","innflytting"
"befolkning_flytting_vreg","2014","1133","1","personer","7","innflytting"
"befolkning_flytting_vreg","2014","1133","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","1134","1","personer","10","innflytting"
"befolkning_flytting_vreg","2014","1134","2","personer","21","innflytting"
"befolkning_flytting_vreg","2014","1135","1","personer","4","innflytting"
"befolkning_flytting_vreg","2014","1135","2","personer","13","innflytting"
"befolkning_flytting_vreg","2014","1141","1","personer","23","innflytting"
"befolkning_flytting_vreg","2014","1141","2","personer","4","innflytting"
"befolkning_flytting_vreg","2014","1142","1","personer","45","innflytting"
"befolkning_flytting_vreg","2014","1142","2","personer","21","innflytting"
"befolkning_flytting_vreg","2014","1144","1","personer","7","innflytting"
"befolkning_flytting_vreg","2014","1144","2","personer","4","innflytting"
"befolkning_flytting_vreg","2014","1145","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1145","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1146","1","personer","36","innflytting"
"befolkning_flytting_vreg","2014","1146","2","personer","33","innflytting"
"befolkning_flytting_vreg","2014","1149","1","personer","138","innflytting"
"befolkning_flytting_vreg","2014","1149","2","personer","109","innflytting"
"befolkning_flytting_vreg","2014","1151","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1151","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1160","1","personer","35","innflytting"
"befolkning_flytting_vreg","2014","1160","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","1201","1","personer","751","innflytting"
"befolkning_flytting_vreg","2014","1201","2","personer","931","innflytting"
"befolkning_flytting_vreg","2014","1211","1","personer","9","innflytting"
"befolkning_flytting_vreg","2014","1211","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","1216","1","personer","24","innflytting"
"befolkning_flytting_vreg","2014","1216","2","personer","11","innflytting"
"befolkning_flytting_vreg","2014","1219","1","personer","22","innflytting"
"befolkning_flytting_vreg","2014","1219","2","personer","34","innflytting"
"befolkning_flytting_vreg","2014","1221","1","personer","79","innflytting"
"befolkning_flytting_vreg","2014","1221","2","personer","70","innflytting"
"befolkning_flytting_vreg","2014","1222","1","personer","29","innflytting"
"befolkning_flytting_vreg","2014","1222","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","1223","1","personer","11","innflytting"
"befolkning_flytting_vreg","2014","1223","2","personer","8","innflytting"
"befolkning_flytting_vreg","2014","1224","1","personer","16","innflytting"
"befolkning_flytting_vreg","2014","1224","2","personer","19","innflytting"
"befolkning_flytting_vreg","2014","1227","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1227","2","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1228","1","personer","13","innflytting"
"befolkning_flytting_vreg","2014","1228","2","personer","19","innflytting"
"befolkning_flytting_vreg","2014","1231","1","personer","10","innflytting"
"befolkning_flytting_vreg","2014","1231","2","personer","5","innflytting"
"befolkning_flytting_vreg","2014","1232","1","personer","0","innflytting"
"befolkning_flytting_vreg","2014","1232","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","1233","1","personer","3","innflytting"
"befolkning_flytting_vreg","2014","1233","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","1234","1","personer","4","innflytting"
"befolkning_flytting_vreg","2014","1234","2","personer","4","innflytting"
"befolkning_flytting_vreg","2014","1235","1","personer","25","innflytting"
"befolkning_flytting_vreg","2014","1235","2","personer","31","innflytting"
"befolkning_flytting_vreg","2014","1238","1","personer","15","innflytting"
"befolkning_flytting_vreg","2014","1238","2","personer","12","innflytting"
"befolkning_flytting_vreg","2014","1241","1","personer","7","innflytting"
"befolkning_flytting_vreg","2014","1241","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","1242","1","personer","17","innflytting"
"befolkning_flytting_vreg","2014","1242","2","personer","3","innflytting"
"befolkning_flytting_vreg","2014","1243","1","personer","127","innflytting"
"befolkning_flytting_vreg","2014","1243","2","personer","38","innflytting"
"befolkning_flytting_vreg","2014","1244","1","personer","8","innflytting"
"befolkning_flytting_vreg","2014","1244","2","personer","10","innflytting"
"befolkning_flytting_vreg","2014","1245","1","personer","49","innflytting"
