"tabell_navn","aar","naringsregion_nr","landbakgrunn","enhet","tabellvariabel"
"befolkning_opprinnelsesland",2015,"23",276,"person",":"
"befolkning_opprinnelsesland",2015,"23",278,"person","."
"befolkning_opprinnelsesland",2015,"23",279,"person","."
"befolkning_opprinnelsesland",2015,"23",281,"person","."
"befolkning_opprinnelsesland",2015,"23",283,"person","."
"befolkning_opprinnelsesland",2015,"23",286,"person","."
"befolkning_opprinnelsesland",2015,"23",289,"person","."
"befolkning_opprinnelsesland",2015,"23",296,"person","."
"befolkning_opprinnelsesland",2015,"23",299,"person","."
"befolkning_opprinnelsesland",2015,"23",303,"person","6"
"befolkning_opprinnelsesland",2015,"23",304,"person","."
"befolkning_opprinnelsesland",2015,"23",306,"person","."
"befolkning_opprinnelsesland",2015,"23",307,"person","."
"befolkning_opprinnelsesland",2015,"23",308,"person","."
"befolkning_opprinnelsesland",2015,"23",309,"person","."
"befolkning_opprinnelsesland",2015,"23",313,"person","."
"befolkning_opprinnelsesland",2015,"23",319,"person","."
"befolkning_opprinnelsesland",2015,"23",322,"person","."
"befolkning_opprinnelsesland",2015,"23",323,"person","."
"befolkning_opprinnelsesland",2015,"23",326,"person","."
"befolkning_opprinnelsesland",2015,"23",329,"person","5"
"befolkning_opprinnelsesland",2015,"23",333,"person","."
"befolkning_opprinnelsesland",2015,"23",336,"person","."
"befolkning_opprinnelsesland",2015,"23",337,"person","."
"befolkning_opprinnelsesland",2015,"23",338,"person","."
"befolkning_opprinnelsesland",2015,"23",339,"person","."
"befolkning_opprinnelsesland",2015,"23",346,"person","54"
"befolkning_opprinnelsesland",2015,"23",355,"person","."
"befolkning_opprinnelsesland",2015,"23",356,"person","6"
"befolkning_opprinnelsesland",2015,"23",357,"person","."
"befolkning_opprinnelsesland",2015,"23",359,"person",":"
"befolkning_opprinnelsesland",2015,"23",369,"person",":"
"befolkning_opprinnelsesland",2015,"23",373,"person","."
"befolkning_opprinnelsesland",2015,"23",376,"person","."
"befolkning_opprinnelsesland",2015,"23",379,"person",":"
"befolkning_opprinnelsesland",2015,"23",386,"person",":"
"befolkning_opprinnelsesland",2015,"23",389,"person","."
"befolkning_opprinnelsesland",2015,"23",393,"person","."
"befolkning_opprinnelsesland",2015,"23",404,"person","27"
"befolkning_opprinnelsesland",2015,"23",406,"person","."
"befolkning_opprinnelsesland",2015,"23",407,"person","."
"befolkning_opprinnelsesland",2015,"23",409,"person","."
"befolkning_opprinnelsesland",2015,"23",410,"person","."
"befolkning_opprinnelsesland",2015,"23",412,"person","."
"befolkning_opprinnelsesland",2015,"23",416,"person","."
"befolkning_opprinnelsesland",2015,"23",420,"person","."
"befolkning_opprinnelsesland",2015,"23",424,"person",":"
"befolkning_opprinnelsesland",2015,"23",426,"person","."
"befolkning_opprinnelsesland",2015,"23",428,"person","28"
"befolkning_opprinnelsesland",2015,"23",430,"person","."
"befolkning_opprinnelsesland",2015,"23",432,"person",":"
"befolkning_opprinnelsesland",2015,"23",436,"person","."
"befolkning_opprinnelsesland",2015,"23",444,"person","7"
"befolkning_opprinnelsesland",2015,"23",448,"person","."
"befolkning_opprinnelsesland",2015,"23",452,"person","76"
"befolkning_opprinnelsesland",2015,"23",456,"person","21"
"befolkning_opprinnelsesland",2015,"23",460,"person","."
"befolkning_opprinnelsesland",2015,"23",464,"person",":"
"befolkning_opprinnelsesland",2015,"23",476,"person",":"
"befolkning_opprinnelsesland",2015,"23",478,"person","."
"befolkning_opprinnelsesland",2015,"23",480,"person",":"
"befolkning_opprinnelsesland",2015,"23",484,"person","20"
"befolkning_opprinnelsesland",2015,"23",488,"person","."
"befolkning_opprinnelsesland",2015,"23",492,"person",":"
"befolkning_opprinnelsesland",2015,"23",496,"person","."
"befolkning_opprinnelsesland",2015,"23",500,"person","."
"befolkning_opprinnelsesland",2015,"23",502,"person","."
"befolkning_opprinnelsesland",2015,"23",504,"person","."
"befolkning_opprinnelsesland",2015,"23",508,"person",":"
"befolkning_opprinnelsesland",2015,"23",510,"person","."
"befolkning_opprinnelsesland",2015,"23",512,"person","."
"befolkning_opprinnelsesland",2015,"23",513,"person","."
"befolkning_opprinnelsesland",2015,"23",516,"person","."
"befolkning_opprinnelsesland",2015,"23",520,"person","."
"befolkning_opprinnelsesland",2015,"23",524,"person","11"
"befolkning_opprinnelsesland",2015,"23",528,"person","."
"befolkning_opprinnelsesland",2015,"23",534,"person",":"
"befolkning_opprinnelsesland",2015,"23",537,"person","."
"befolkning_opprinnelsesland",2015,"23",540,"person","."
"befolkning_opprinnelsesland",2015,"23",544,"person","."
"befolkning_opprinnelsesland",2015,"23",548,"person","."
"befolkning_opprinnelsesland",2015,"23",550,"person","."
"befolkning_opprinnelsesland",2015,"23",552,"person","."
"befolkning_opprinnelsesland",2015,"23",554,"person","."
"befolkning_opprinnelsesland",2015,"23",564,"person","21"
"befolkning_opprinnelsesland",2015,"23",568,"person","55"
"befolkning_opprinnelsesland",2015,"23",575,"person","10"
"befolkning_opprinnelsesland",2015,"23",578,"person","."
"befolkning_opprinnelsesland",2015,"23",601,"person","."
"befolkning_opprinnelsesland",2015,"23",602,"person","."
"befolkning_opprinnelsesland",2015,"23",603,"person","."
"befolkning_opprinnelsesland",2015,"23",604,"person","."
"befolkning_opprinnelsesland",2015,"23",605,"person","."
"befolkning_opprinnelsesland",2015,"23",606,"person","."
"befolkning_opprinnelsesland",2015,"23",608,"person","."
"befolkning_opprinnelsesland",2015,"23",612,"person","6"
"befolkning_opprinnelsesland",2015,"23",613,"person","."
"befolkning_opprinnelsesland",2015,"23",616,"person","."
"befolkning_opprinnelsesland",2015,"23",620,"person","."
"befolkning_opprinnelsesland",2015,"23",622,"person","."
"befolkning_opprinnelsesland",2015,"23",624,"person","."
"befolkning_opprinnelsesland",2015,"23",629,"person","."
"befolkning_opprinnelsesland",2015,"23",631,"person","."
"befolkning_opprinnelsesland",2015,"23",632,"person","."
"befolkning_opprinnelsesland",2015,"23",636,"person","."
"befolkning_opprinnelsesland",2015,"23",644,"person","."
"befolkning_opprinnelsesland",2015,"23",648,"person","."
"befolkning_opprinnelsesland",2015,"23",650,"person","."
"befolkning_opprinnelsesland",2015,"23",652,"person",":"
"befolkning_opprinnelsesland",2015,"23",654,"person","."
"befolkning_opprinnelsesland",2015,"23",657,"person","."
"befolkning_opprinnelsesland",2015,"23",658,"person","."
"befolkning_opprinnelsesland",2015,"23",659,"person","."
"befolkning_opprinnelsesland",2015,"23",660,"person","."
"befolkning_opprinnelsesland",2015,"23",661,"person","."
"befolkning_opprinnelsesland",2015,"23",664,"person","."
"befolkning_opprinnelsesland",2015,"23",668,"person","."
"befolkning_opprinnelsesland",2015,"23",672,"person","."
"befolkning_opprinnelsesland",2015,"23",676,"person","."
"befolkning_opprinnelsesland",2015,"23",677,"person","."
"befolkning_opprinnelsesland",2015,"23",678,"person","."
"befolkning_opprinnelsesland",2015,"23",679,"person","."
"befolkning_opprinnelsesland",2015,"23",680,"person","."
"befolkning_opprinnelsesland",2015,"23",681,"person","."
"befolkning_opprinnelsesland",2015,"23",684,"person","9"
"befolkning_opprinnelsesland",2015,"23",685,"person","."
"befolkning_opprinnelsesland",2015,"23",686,"person","."
"befolkning_opprinnelsesland",2015,"23",687,"person","."
"befolkning_opprinnelsesland",2015,"23",705,"person",":"
"befolkning_opprinnelsesland",2015,"23",710,"person","."
"befolkning_opprinnelsesland",2015,"23",715,"person","7"
"befolkning_opprinnelsesland",2015,"23",720,"person","."
"befolkning_opprinnelsesland",2015,"23",725,"person","15"
"befolkning_opprinnelsesland",2015,"23",730,"person","."
"befolkning_opprinnelsesland",2015,"23",735,"person","."
"befolkning_opprinnelsesland",2015,"23",740,"person","."
"befolkning_opprinnelsesland",2015,"23",745,"person","."
"befolkning_opprinnelsesland",2015,"23",755,"person","."
"befolkning_opprinnelsesland",2015,"23",760,"person","5"
"befolkning_opprinnelsesland",2015,"23",765,"person","."
"befolkning_opprinnelsesland",2015,"23",770,"person",":"
"befolkning_opprinnelsesland",2015,"23",775,"person","."
"befolkning_opprinnelsesland",2015,"23",802,"person","."
"befolkning_opprinnelsesland",2015,"23",805,"person","."
"befolkning_opprinnelsesland",2015,"23",806,"person","."
"befolkning_opprinnelsesland",2015,"23",807,"person","."
"befolkning_opprinnelsesland",2015,"23",808,"person","."
"befolkning_opprinnelsesland",2015,"23",809,"person","."
"befolkning_opprinnelsesland",2015,"23",811,"person","."
"befolkning_opprinnelsesland",2015,"23",812,"person","."
"befolkning_opprinnelsesland",2015,"23",813,"person","."
"befolkning_opprinnelsesland",2015,"23",814,"person","."
"befolkning_opprinnelsesland",2015,"23",815,"person","."
"befolkning_opprinnelsesland",2015,"23",816,"person","."
"befolkning_opprinnelsesland",2015,"23",817,"person","."
"befolkning_opprinnelsesland",2015,"23",818,"person","."
"befolkning_opprinnelsesland",2015,"23",819,"person","."
"befolkning_opprinnelsesland",2015,"23",820,"person",":"
"befolkning_opprinnelsesland",2015,"23",821,"person","."
"befolkning_opprinnelsesland",2015,"23",822,"person","."
"befolkning_opprinnelsesland",2015,"23",826,"person","."
"befolkning_opprinnelsesland",2015,"23",827,"person","."
"befolkning_opprinnelsesland",2015,"23",828,"person","."
"befolkning_opprinnelsesland",2015,"23",829,"person","."
"befolkning_opprinnelsesland",2015,"23",830,"person","."
"befolkning_opprinnelsesland",2015,"23",832,"person","."
"befolkning_opprinnelsesland",2015,"23",833,"person","."
"befolkning_opprinnelsesland",2015,"23",835,"person","."
"befolkning_opprinnelsesland",2015,"23",839,"person","."
"befolkning_opprinnelsesland",2015,"23",840,"person","."
"befolkning_opprinnelsesland",2015,"23",970,"person","45"
"befolkning_opprinnelsesland",2015,"23",980,"person","."
"befolkning_opprinnelsesland",2015,"23",990,"person","."
"befolkning_opprinnelsesland",2015,"24",101,"person","198"
"befolkning_opprinnelsesland",2015,"24",102,"person",":"
"befolkning_opprinnelsesland",2015,"24",103,"person","27"
"befolkning_opprinnelsesland",2015,"24",104,"person","4"
"befolkning_opprinnelsesland",2015,"24",105,"person","54"
"befolkning_opprinnelsesland",2015,"24",106,"person","153"
"befolkning_opprinnelsesland",2015,"24",111,"person","4"
"befolkning_opprinnelsesland",2015,"24",112,"person","5"
"befolkning_opprinnelsesland",2015,"24",113,"person","34"
"befolkning_opprinnelsesland",2015,"24",114,"person","."
"befolkning_opprinnelsesland",2015,"24",115,"person","13"
"befolkning_opprinnelsesland",2015,"24",117,"person","16"
"befolkning_opprinnelsesland",2015,"24",118,"person","."
"befolkning_opprinnelsesland",2015,"24",119,"person",":"
"befolkning_opprinnelsesland",2015,"24",120,"person","20"
"befolkning_opprinnelsesland",2015,"24",121,"person","6"
"befolkning_opprinnelsesland",2015,"24",122,"person","17"
"befolkning_opprinnelsesland",2015,"24",123,"person","20"
"befolkning_opprinnelsesland",2015,"24",124,"person","107"
"befolkning_opprinnelsesland",2015,"24",126,"person",":"
"befolkning_opprinnelsesland",2015,"24",127,"person","65"
"befolkning_opprinnelsesland",2015,"24",128,"person","5"
"befolkning_opprinnelsesland",2015,"24",129,"person","."
"befolkning_opprinnelsesland",2015,"24",130,"person","."
"befolkning_opprinnelsesland",2015,"24",131,"person","781"
"befolkning_opprinnelsesland",2015,"24",132,"person","5"
"befolkning_opprinnelsesland",2015,"24",133,"person","41"
"befolkning_opprinnelsesland",2015,"24",134,"person","."
"befolkning_opprinnelsesland",2015,"24",136,"person","202"
"befolkning_opprinnelsesland",2015,"24",137,"person","23"
"befolkning_opprinnelsesland",2015,"24",138,"person",":"
"befolkning_opprinnelsesland",2015,"24",139,"person","78"
"befolkning_opprinnelsesland",2015,"24",140,"person","166"
"befolkning_opprinnelsesland",2015,"24",141,"person","11"
"befolkning_opprinnelsesland",2015,"24",143,"person","15"
"befolkning_opprinnelsesland",2015,"24",144,"person","196"
"befolkning_opprinnelsesland",2015,"24",146,"person",":"
"befolkning_opprinnelsesland",2015,"24",148,"person","12"
"befolkning_opprinnelsesland",2015,"24",152,"person","27"
"befolkning_opprinnelsesland",2015,"24",153,"person","8"
"befolkning_opprinnelsesland",2015,"24",154,"person","."
"befolkning_opprinnelsesland",2015,"24",155,"person","136"
"befolkning_opprinnelsesland",2015,"24",156,"person","7"
"befolkning_opprinnelsesland",2015,"24",157,"person","29"
"befolkning_opprinnelsesland",2015,"24",158,"person","17"
"befolkning_opprinnelsesland",2015,"24",159,"person","33"
"befolkning_opprinnelsesland",2015,"24",160,"person","7"
"befolkning_opprinnelsesland",2015,"24",161,"person","115"
"befolkning_opprinnelsesland",2015,"24",162,"person","."
"befolkning_opprinnelsesland",2015,"24",163,"person","."
"befolkning_opprinnelsesland",2015,"24",164,"person","."
"befolkning_opprinnelsesland",2015,"24",203,"person","5"
"befolkning_opprinnelsesland",2015,"24",204,"person",":"
"befolkning_opprinnelsesland",2015,"24",205,"person","."
"befolkning_opprinnelsesland",2015,"24",209,"person","."
"befolkning_opprinnelsesland",2015,"24",213,"person","."
"befolkning_opprinnelsesland",2015,"24",216,"person",":"
"befolkning_opprinnelsesland",2015,"24",220,"person","."
"befolkning_opprinnelsesland",2015,"24",229,"person","."
"befolkning_opprinnelsesland",2015,"24",235,"person","."
"befolkning_opprinnelsesland",2015,"24",239,"person",":"
"befolkning_opprinnelsesland",2015,"24",241,"person","43"
"befolkning_opprinnelsesland",2015,"24",246,"person","12"
"befolkning_opprinnelsesland",2015,"24",249,"person","8"
"befolkning_opprinnelsesland",2015,"24",250,"person","."
"befolkning_opprinnelsesland",2015,"24",254,"person",":"
"befolkning_opprinnelsesland",2015,"24",256,"person","6"
"befolkning_opprinnelsesland",2015,"24",260,"person","4"
"befolkning_opprinnelsesland",2015,"24",264,"person",":"
"befolkning_opprinnelsesland",2015,"24",266,"person","."
"befolkning_opprinnelsesland",2015,"24",270,"person",":"
"befolkning_opprinnelsesland",2015,"24",273,"person","."
"befolkning_opprinnelsesland",2015,"24",276,"person","7"
"befolkning_opprinnelsesland",2015,"24",278,"person",":"
"befolkning_opprinnelsesland",2015,"24",279,"person","8"
"befolkning_opprinnelsesland",2015,"24",281,"person","."
"befolkning_opprinnelsesland",2015,"24",283,"person","5"
"befolkning_opprinnelsesland",2015,"24",286,"person",":"
"befolkning_opprinnelsesland",2015,"24",289,"person","."
"befolkning_opprinnelsesland",2015,"24",296,"person",":"
"befolkning_opprinnelsesland",2015,"24",299,"person","."
"befolkning_opprinnelsesland",2015,"24",303,"person","17"
"befolkning_opprinnelsesland",2015,"24",304,"person","."
"befolkning_opprinnelsesland",2015,"24",306,"person","."
"befolkning_opprinnelsesland",2015,"24",307,"person","."
"befolkning_opprinnelsesland",2015,"24",308,"person","."
"befolkning_opprinnelsesland",2015,"24",309,"person","."
"befolkning_opprinnelsesland",2015,"24",313,"person",":"
"befolkning_opprinnelsesland",2015,"24",319,"person","."
"befolkning_opprinnelsesland",2015,"24",322,"person","."
"befolkning_opprinnelsesland",2015,"24",323,"person","."
"befolkning_opprinnelsesland",2015,"24",326,"person",":"
"befolkning_opprinnelsesland",2015,"24",329,"person",":"
"befolkning_opprinnelsesland",2015,"24",333,"person","."
"befolkning_opprinnelsesland",2015,"24",336,"person",":"
"befolkning_opprinnelsesland",2015,"24",337,"person","."
"befolkning_opprinnelsesland",2015,"24",338,"person","."
"befolkning_opprinnelsesland",2015,"24",339,"person",":"
"befolkning_opprinnelsesland",2015,"24",346,"person","72"
"befolkning_opprinnelsesland",2015,"24",355,"person","."
"befolkning_opprinnelsesland",2015,"24",356,"person","12"
"befolkning_opprinnelsesland",2015,"24",357,"person","."
"befolkning_opprinnelsesland",2015,"24",359,"person",":"
"befolkning_opprinnelsesland",2015,"24",369,"person",":"
"befolkning_opprinnelsesland",2015,"24",373,"person","."
"befolkning_opprinnelsesland",2015,"24",376,"person",":"
"befolkning_opprinnelsesland",2015,"24",379,"person",":"
"befolkning_opprinnelsesland",2015,"24",386,"person",":"
"befolkning_opprinnelsesland",2015,"24",389,"person",":"
"befolkning_opprinnelsesland",2015,"24",393,"person",":"
"befolkning_opprinnelsesland",2015,"24",404,"person","80"
"befolkning_opprinnelsesland",2015,"24",406,"person","4"
"befolkning_opprinnelsesland",2015,"24",407,"person",":"
"befolkning_opprinnelsesland",2015,"24",409,"person","."
"befolkning_opprinnelsesland",2015,"24",410,"person",":"
"befolkning_opprinnelsesland",2015,"24",412,"person","."
"befolkning_opprinnelsesland",2015,"24",416,"person","."
"befolkning_opprinnelsesland",2015,"24",420,"person",":"
"befolkning_opprinnelsesland",2015,"24",424,"person","9"
"befolkning_opprinnelsesland",2015,"24",426,"person","."
"befolkning_opprinnelsesland",2015,"24",428,"person","132"
"befolkning_opprinnelsesland",2015,"24",430,"person","."
"befolkning_opprinnelsesland",2015,"24",432,"person","."
"befolkning_opprinnelsesland",2015,"24",436,"person",":"
"befolkning_opprinnelsesland",2015,"24",444,"person","28"
"befolkning_opprinnelsesland",2015,"24",448,"person","12"
"befolkning_opprinnelsesland",2015,"24",452,"person","117"
"befolkning_opprinnelsesland",2015,"24",456,"person","116"
"befolkning_opprinnelsesland",2015,"24",460,"person",":"
"befolkning_opprinnelsesland",2015,"24",464,"person",":"
"befolkning_opprinnelsesland",2015,"24",476,"person","."
"befolkning_opprinnelsesland",2015,"24",478,"person","."
"befolkning_opprinnelsesland",2015,"24",480,"person","11"
"befolkning_opprinnelsesland",2015,"24",484,"person","55"
"befolkning_opprinnelsesland",2015,"24",488,"person","."
"befolkning_opprinnelsesland",2015,"24",492,"person","12"
"befolkning_opprinnelsesland",2015,"24",496,"person",":"
"befolkning_opprinnelsesland",2015,"24",500,"person","."
"befolkning_opprinnelsesland",2015,"24",502,"person","."
"befolkning_opprinnelsesland",2015,"24",504,"person","."
"befolkning_opprinnelsesland",2015,"24",508,"person","7"
"befolkning_opprinnelsesland",2015,"24",510,"person","."
"befolkning_opprinnelsesland",2015,"24",512,"person",":"
"befolkning_opprinnelsesland",2015,"24",513,"person","."
"befolkning_opprinnelsesland",2015,"24",516,"person","."
"befolkning_opprinnelsesland",2015,"24",520,"person","."
"befolkning_opprinnelsesland",2015,"24",524,"person","58"
"befolkning_opprinnelsesland",2015,"24",528,"person",":"
"befolkning_opprinnelsesland",2015,"24",534,"person","25"
"befolkning_opprinnelsesland",2015,"24",537,"person","."
"befolkning_opprinnelsesland",2015,"24",540,"person","."
"befolkning_opprinnelsesland",2015,"24",544,"person",":"
"befolkning_opprinnelsesland",2015,"24",548,"person",":"
"befolkning_opprinnelsesland",2015,"24",550,"person","."
"befolkning_opprinnelsesland",2015,"24",552,"person",":"
"befolkning_opprinnelsesland",2015,"24",554,"person","15"
"befolkning_opprinnelsesland",2015,"24",564,"person","33"
"befolkning_opprinnelsesland",2015,"24",568,"person","148"
"befolkning_opprinnelsesland",2015,"24",575,"person","20"
"befolkning_opprinnelsesland",2015,"24",578,"person",":"
"befolkning_opprinnelsesland",2015,"24",601,"person","."
"befolkning_opprinnelsesland",2015,"24",602,"person","."
"befolkning_opprinnelsesland",2015,"24",603,"person","."
"befolkning_opprinnelsesland",2015,"24",604,"person","."
"befolkning_opprinnelsesland",2015,"24",605,"person","."
"befolkning_opprinnelsesland",2015,"24",606,"person","."
"befolkning_opprinnelsesland",2015,"24",608,"person","."
"befolkning_opprinnelsesland",2015,"24",612,"person","10"
"befolkning_opprinnelsesland",2015,"24",613,"person","."
"befolkning_opprinnelsesland",2015,"24",616,"person",":"
"befolkning_opprinnelsesland",2015,"24",620,"person","7"
"befolkning_opprinnelsesland",2015,"24",622,"person","."
"befolkning_opprinnelsesland",2015,"24",624,"person","6"
"befolkning_opprinnelsesland",2015,"24",629,"person","."
"befolkning_opprinnelsesland",2015,"24",631,"person","."
"befolkning_opprinnelsesland",2015,"24",632,"person","4"
"befolkning_opprinnelsesland",2015,"24",636,"person","."
"befolkning_opprinnelsesland",2015,"24",644,"person",":"
"befolkning_opprinnelsesland",2015,"24",648,"person",":"
"befolkning_opprinnelsesland",2015,"24",650,"person","."
"befolkning_opprinnelsesland",2015,"24",652,"person","4"
"befolkning_opprinnelsesland",2015,"24",654,"person","."
"befolkning_opprinnelsesland",2015,"24",657,"person","."
"befolkning_opprinnelsesland",2015,"24",658,"person","."
"befolkning_opprinnelsesland",2015,"24",659,"person","."
"befolkning_opprinnelsesland",2015,"24",660,"person","."
"befolkning_opprinnelsesland",2015,"24",661,"person","."
"befolkning_opprinnelsesland",2015,"24",664,"person","."
"befolkning_opprinnelsesland",2015,"24",668,"person","."
"befolkning_opprinnelsesland",2015,"24",672,"person","."
"befolkning_opprinnelsesland",2015,"24",676,"person","."
"befolkning_opprinnelsesland",2015,"24",677,"person","."
"befolkning_opprinnelsesland",2015,"24",678,"person","."
"befolkning_opprinnelsesland",2015,"24",679,"person","."
"befolkning_opprinnelsesland",2015,"24",680,"person",":"
"befolkning_opprinnelsesland",2015,"24",681,"person","."
"befolkning_opprinnelsesland",2015,"24",684,"person","36"
"befolkning_opprinnelsesland",2015,"24",685,"person","."
"befolkning_opprinnelsesland",2015,"24",686,"person","."
"befolkning_opprinnelsesland",2015,"24",687,"person","."
"befolkning_opprinnelsesland",2015,"24",705,"person","19"
"befolkning_opprinnelsesland",2015,"24",710,"person","9"
"befolkning_opprinnelsesland",2015,"24",715,"person","17"
"befolkning_opprinnelsesland",2015,"24",720,"person","."
"befolkning_opprinnelsesland",2015,"24",725,"person","29"
"befolkning_opprinnelsesland",2015,"24",730,"person","4"
"befolkning_opprinnelsesland",2015,"24",735,"person",":"
"befolkning_opprinnelsesland",2015,"24",740,"person","."
"befolkning_opprinnelsesland",2015,"24",745,"person","."
"befolkning_opprinnelsesland",2015,"24",755,"person","6"
"befolkning_opprinnelsesland",2015,"24",760,"person","7"
"befolkning_opprinnelsesland",2015,"24",765,"person","."
"befolkning_opprinnelsesland",2015,"24",770,"person","15"
"befolkning_opprinnelsesland",2015,"24",775,"person","4"
"befolkning_opprinnelsesland",2015,"24",802,"person","."
"befolkning_opprinnelsesland",2015,"24",805,"person","4"
"befolkning_opprinnelsesland",2015,"24",806,"person","."
"befolkning_opprinnelsesland",2015,"24",807,"person","."
"befolkning_opprinnelsesland",2015,"24",808,"person","."
"befolkning_opprinnelsesland",2015,"24",809,"person","."
"befolkning_opprinnelsesland",2015,"24",811,"person","."
"befolkning_opprinnelsesland",2015,"24",812,"person","."
"befolkning_opprinnelsesland",2015,"24",813,"person","."
"befolkning_opprinnelsesland",2015,"24",814,"person","."
"befolkning_opprinnelsesland",2015,"24",815,"person","."
"befolkning_opprinnelsesland",2015,"24",816,"person","."
"befolkning_opprinnelsesland",2015,"24",817,"person","."
"befolkning_opprinnelsesland",2015,"24",818,"person","."
"befolkning_opprinnelsesland",2015,"24",819,"person","."
"befolkning_opprinnelsesland",2015,"24",820,"person",":"
"befolkning_opprinnelsesland",2015,"24",821,"person","."
"befolkning_opprinnelsesland",2015,"24",822,"person","."
"befolkning_opprinnelsesland",2015,"24",826,"person","."
"befolkning_opprinnelsesland",2015,"24",827,"person","."
"befolkning_opprinnelsesland",2015,"24",828,"person","."
"befolkning_opprinnelsesland",2015,"24",829,"person","."
"befolkning_opprinnelsesland",2015,"24",830,"person","."
"befolkning_opprinnelsesland",2015,"24",832,"person","."
"befolkning_opprinnelsesland",2015,"24",833,"person","."
"befolkning_opprinnelsesland",2015,"24",835,"person","."
"befolkning_opprinnelsesland",2015,"24",839,"person","."
"befolkning_opprinnelsesland",2015,"24",840,"person","."
"befolkning_opprinnelsesland",2015,"24",970,"person","90"
"befolkning_opprinnelsesland",2015,"24",980,"person","."
"befolkning_opprinnelsesland",2015,"24",990,"person","."
"befolkning_opprinnelsesland",2015,"25",101,"person","624"
"befolkning_opprinnelsesland",2015,"25",102,"person","4"
"befolkning_opprinnelsesland",2015,"25",103,"person","113"
"befolkning_opprinnelsesland",2015,"25",104,"person","9"
"befolkning_opprinnelsesland",2015,"25",105,"person","172"
"befolkning_opprinnelsesland",2015,"25",106,"person","777"
"befolkning_opprinnelsesland",2015,"25",111,"person","8"
"befolkning_opprinnelsesland",2015,"25",112,"person","23"
"befolkning_opprinnelsesland",2015,"25",113,"person","111"
"befolkning_opprinnelsesland",2015,"25",114,"person","."
"befolkning_opprinnelsesland",2015,"25",115,"person","49"
"befolkning_opprinnelsesland",2015,"25",117,"person","59"
"befolkning_opprinnelsesland",2015,"25",118,"person","."
"befolkning_opprinnelsesland",2015,"25",119,"person","34"
"befolkning_opprinnelsesland",2015,"25",120,"person","18"
"befolkning_opprinnelsesland",2015,"25",121,"person","30"
"befolkning_opprinnelsesland",2015,"25",122,"person","36"
"befolkning_opprinnelsesland",2015,"25",123,"person","78"
"befolkning_opprinnelsesland",2015,"25",124,"person","278"
"befolkning_opprinnelsesland",2015,"25",126,"person","6"
"befolkning_opprinnelsesland",2015,"25",127,"person","132"
"befolkning_opprinnelsesland",2015,"25",128,"person","."
"befolkning_opprinnelsesland",2015,"25",129,"person",":"
"befolkning_opprinnelsesland",2015,"25",130,"person","."
"befolkning_opprinnelsesland",2015,"25",131,"person","1967"
"befolkning_opprinnelsesland",2015,"25",132,"person","58"
"befolkning_opprinnelsesland",2015,"25",133,"person","172"
"befolkning_opprinnelsesland",2015,"25",134,"person","."
"befolkning_opprinnelsesland",2015,"25",136,"person","1456"
"befolkning_opprinnelsesland",2015,"25",137,"person","71"
"befolkning_opprinnelsesland",2015,"25",138,"person","11"
"befolkning_opprinnelsesland",2015,"25",139,"person","335"
"befolkning_opprinnelsesland",2015,"25",140,"person","315"
"befolkning_opprinnelsesland",2015,"25",141,"person","53"
"befolkning_opprinnelsesland",2015,"25",143,"person","62"
"befolkning_opprinnelsesland",2015,"25",144,"person","635"
"befolkning_opprinnelsesland",2015,"25",146,"person","13"
"befolkning_opprinnelsesland",2015,"25",148,"person","88"
"befolkning_opprinnelsesland",2015,"25",152,"person","98"
"befolkning_opprinnelsesland",2015,"25",153,"person","31"
"befolkning_opprinnelsesland",2015,"25",154,"person","."
"befolkning_opprinnelsesland",2015,"25",155,"person","513"
"befolkning_opprinnelsesland",2015,"25",156,"person","17"
"befolkning_opprinnelsesland",2015,"25",157,"person","85"
"befolkning_opprinnelsesland",2015,"25",158,"person","29"
"befolkning_opprinnelsesland",2015,"25",159,"person","61"
"befolkning_opprinnelsesland",2015,"25",160,"person",":"
"befolkning_opprinnelsesland",2015,"25",161,"person","278"
"befolkning_opprinnelsesland",2015,"25",162,"person","."
"befolkning_opprinnelsesland",2015,"25",163,"person","."
"befolkning_opprinnelsesland",2015,"25",164,"person","."
"befolkning_opprinnelsesland",2015,"25",203,"person","8"
"befolkning_opprinnelsesland",2015,"25",204,"person","15"
"befolkning_opprinnelsesland",2015,"25",205,"person","4"
"befolkning_opprinnelsesland",2015,"25",209,"person","."
"befolkning_opprinnelsesland",2015,"25",213,"person","."
"befolkning_opprinnelsesland",2015,"25",216,"person","14"
"befolkning_opprinnelsesland",2015,"25",220,"person","."
"befolkning_opprinnelsesland",2015,"25",229,"person",":"
"befolkning_opprinnelsesland",2015,"25",235,"person","."
"befolkning_opprinnelsesland",2015,"25",239,"person","10"
"befolkning_opprinnelsesland",2015,"25",241,"person","178"
"befolkning_opprinnelsesland",2015,"25",246,"person","38"
"befolkning_opprinnelsesland",2015,"25",249,"person","28"
"befolkning_opprinnelsesland",2015,"25",250,"person","."
"befolkning_opprinnelsesland",2015,"25",254,"person","."
"befolkning_opprinnelsesland",2015,"25",256,"person","38"
"befolkning_opprinnelsesland",2015,"25",260,"person","16"
"befolkning_opprinnelsesland",2015,"25",264,"person","4"
"befolkning_opprinnelsesland",2015,"25",266,"person",":"
"befolkning_opprinnelsesland",2015,"25",270,"person","7"
"befolkning_opprinnelsesland",2015,"25",273,"person","4"
