"aar","bydel_nr","innvkat_3","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr","utd_4"
2013,"NULL","alle","0","personer","1182","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","alle","0","prosent","34.1","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","alle","1","personer","1366","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","alle","1","prosent","39.6","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","alle","alle","personer","2548","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","alle","alle","prosent","36.8","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","innvandrere","0","personer","131","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","innvandrere","0","prosent","22.5","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","innvandrere","1","personer","184","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","innvandrere","1","prosent","27.1","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","innvandrere","alle","personer","315","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","innvandrere","alle","prosent","25","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","befolkningen_ellers","0","personer","1051","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","befolkningen_ellers","0","prosent","36.4","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","befolkningen_ellers","1","personer","1182","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","befolkningen_ellers","1","prosent","42.7","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","befolkningen_ellers","alle","personer","2233","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","befolkningen_ellers","alle","prosent","39.5","utdanningsniva","NULL","NULL","0233","vgs"
2013,"NULL","alle","0","personer","1637","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","alle","0","prosent","47.2","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","alle","1","personer","1210","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","alle","1","prosent","35.1","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","alle","alle","personer","2847","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","alle","alle","prosent","41.2","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","innvandrere","0","personer","226","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","innvandrere","0","prosent","38.8","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","innvandrere","1","personer","152","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","innvandrere","1","prosent","22.4","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","innvandrere","alle","personer","378","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","innvandrere","alle","prosent","30","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","0","personer","1411","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","0","prosent","48.9","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","1","personer","1058","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","1","prosent","38.2","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","alle","personer","2469","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","alle","prosent","43.7","utdanningsniva","NULL","NULL","0233","universitet_og_hogskole"
2013,"NULL","alle","0","personer","119","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","alle","0","prosent","3.4","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","alle","1","personer","252","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","alle","1","prosent","7.3","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","alle","alle","personer","371","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","alle","alle","prosent","5.4","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","innvandrere","0","personer","115","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","innvandrere","0","prosent","19.8","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","innvandrere","1","personer","248","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","innvandrere","1","prosent","36.5","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","innvandrere","alle","personer","363","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","innvandrere","alle","prosent","28.8","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","0","personer","4","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","0","prosent","0.1","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","1","personer","4","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","1","prosent","0.1","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","alle","personer","8","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","alle","prosent","0.1","utdanningsniva","NULL","NULL","0233","uoppgitt_ingen"
2013,"NULL","alle","0","personer","152","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","alle","0","prosent","16","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","alle","1","personer","194","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","alle","1","prosent","18.7","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","alle","alle","personer","346","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","alle","alle","prosent","17.4","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","innvandrere","0","personer","20","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","innvandrere","0","prosent","14.3","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","innvandrere","1","personer","39","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","innvandrere","1","prosent","15.9","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","innvandrere","alle","personer","59","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","innvandrere","alle","prosent","15.3","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","befolkningen_ellers","0","personer","132","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","befolkningen_ellers","0","prosent","16.3","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","befolkningen_ellers","1","personer","155","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","befolkningen_ellers","1","prosent","19.6","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","befolkningen_ellers","alle","personer","287","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","befolkningen_ellers","alle","prosent","17.9","utdanningsniva","NULL","NULL","0234","grunnskole"
2013,"NULL","alle","0","personer","346","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","alle","0","prosent","36.3","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","alle","1","personer","447","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","alle","1","prosent","43.1","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","alle","alle","personer","793","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","alle","alle","prosent","39.8","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","innvandrere","0","personer","40","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","innvandrere","0","prosent","28.6","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","innvandrere","1","personer","68","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","innvandrere","1","prosent","27.6","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","innvandrere","alle","personer","108","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","innvandrere","alle","prosent","28","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","befolkningen_ellers","0","personer","306","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","befolkningen_ellers","0","prosent","37.7","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","befolkningen_ellers","1","personer","379","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","befolkningen_ellers","1","prosent","47.9","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","befolkningen_ellers","alle","personer","685","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","befolkningen_ellers","alle","prosent","42.7","utdanningsniva","NULL","NULL","0234","vgs"
2013,"NULL","alle","0","personer","417","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","alle","0","prosent","43.8","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","alle","1","personer","292","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","alle","1","prosent","28.1","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","alle","alle","personer","709","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","alle","alle","prosent","35.6","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","innvandrere","0","personer","45","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","innvandrere","0","prosent","32.1","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","innvandrere","1","personer","38","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","innvandrere","1","prosent","15.4","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","innvandrere","alle","personer","83","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","innvandrere","alle","prosent","21.5","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","0","personer","372","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","0","prosent","45.8","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","1","personer","254","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","1","prosent","32.1","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","alle","personer","626","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","alle","prosent","39","utdanningsniva","NULL","NULL","0234","universitet_og_hogskole"
2013,"NULL","alle","0","personer","37","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","alle","0","prosent","3.9","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","alle","1","personer","105","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","alle","1","prosent","10.1","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","alle","alle","personer","142","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","alle","alle","prosent","7.1","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","innvandrere","0","personer","35","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","innvandrere","0","prosent","25","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","innvandrere","1","personer","101","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","innvandrere","1","prosent","41.1","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","innvandrere","alle","personer","136","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","innvandrere","alle","prosent","35.2","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","0","personer","2","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","0","prosent","0.2","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","1","personer","4","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","1","prosent","0.5","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","alle","personer","6","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","alle","prosent","0.4","utdanningsniva","NULL","NULL","0234","uoppgitt_ingen"
2013,"NULL","alle","0","personer","976","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","alle","0","prosent","19.6","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","alle","1","personer","1217","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","alle","1","prosent","23.1","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","alle","alle","personer","2193","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","alle","alle","prosent","21.4","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","innvandrere","0","personer","264","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","innvandrere","0","prosent","22.1","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","innvandrere","1","personer","276","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","innvandrere","1","prosent","20.7","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","innvandrere","alle","personer","540","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","innvandrere","alle","prosent","21.4","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","befolkningen_ellers","0","personer","712","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","befolkningen_ellers","0","prosent","18.8","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","befolkningen_ellers","1","personer","941","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","befolkningen_ellers","1","prosent","23.9","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","befolkningen_ellers","alle","personer","1653","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","befolkningen_ellers","alle","prosent","21.4","utdanningsniva","NULL","NULL","0235","grunnskole"
2013,"NULL","alle","0","personer","1883","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","alle","0","prosent","37.7","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","alle","1","personer","2277","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","alle","1","prosent","43.2","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","alle","alle","personer","4160","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","alle","alle","prosent","40.5","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","innvandrere","0","personer","321","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","innvandrere","0","prosent","26.9","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","innvandrere","1","personer","375","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","innvandrere","1","prosent","28.1","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","innvandrere","alle","personer","696","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","innvandrere","alle","prosent","27.5","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","befolkningen_ellers","0","personer","1562","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","befolkningen_ellers","0","prosent","41.2","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","befolkningen_ellers","1","personer","1902","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","befolkningen_ellers","1","prosent","48.3","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","befolkningen_ellers","alle","personer","3464","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","befolkningen_ellers","alle","prosent","44.8","utdanningsniva","NULL","NULL","0235","vgs"
2013,"NULL","alle","0","personer","1886","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","alle","0","prosent","37.8","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","alle","1","personer","1340","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","alle","1","prosent","25.4","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","alle","alle","personer","3226","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","alle","alle","prosent","31.4","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","innvandrere","0","personer","373","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","innvandrere","0","prosent","31.2","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","innvandrere","1","personer","258","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","innvandrere","1","prosent","19.4","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","innvandrere","alle","personer","631","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","innvandrere","alle","prosent","25","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","0","personer","1513","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","0","prosent","39.9","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","1","personer","1082","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","1","prosent","27.5","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","alle","personer","2595","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","alle","prosent","33.6","utdanningsniva","NULL","NULL","0235","universitet_og_hogskole"
2013,"NULL","alle","0","personer","245","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","alle","0","prosent","4.9","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","alle","1","personer","437","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","alle","1","prosent","8.3","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","alle","alle","personer","682","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","alle","alle","prosent","6.6","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","innvandrere","0","personer","237","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","innvandrere","0","prosent","19.8","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","innvandrere","1","personer","424","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","innvandrere","1","prosent","31.8","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","innvandrere","alle","personer","661","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","innvandrere","alle","prosent","26.1","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","0","personer","8","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","0","prosent","0.2","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","1","personer","13","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","1","prosent","0.3","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","alle","personer","21","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","alle","prosent","0.3","utdanningsniva","NULL","NULL","0235","uoppgitt_ingen"
2013,"NULL","alle","0","personer","622","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","alle","0","prosent","21.8","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","alle","1","personer","783","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","alle","1","prosent","26.7","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","alle","alle","personer","1405","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","alle","alle","prosent","24.3","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","innvandrere","0","personer","92","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","innvandrere","0","prosent","21.2","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","innvandrere","1","personer","73","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","innvandrere","1","prosent","16.4","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","innvandrere","alle","personer","165","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","innvandrere","alle","prosent","18.8","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","befolkningen_ellers","0","personer","530","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","befolkningen_ellers","0","prosent","22","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","befolkningen_ellers","1","personer","710","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","befolkningen_ellers","1","prosent","28.6","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","befolkningen_ellers","alle","personer","1240","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","befolkningen_ellers","alle","prosent","25.3","utdanningsniva","NULL","NULL","0236","grunnskole"
2013,"NULL","alle","0","personer","1230","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","alle","0","prosent","43.2","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","alle","1","personer","1448","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","alle","1","prosent","49.4","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","alle","alle","personer","2678","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","alle","alle","prosent","46.4","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","innvandrere","0","personer","104","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","innvandrere","0","prosent","24","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","innvandrere","1","personer","137","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","innvandrere","1","prosent","30.7","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","innvandrere","alle","personer","241","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","innvandrere","alle","prosent","27.4","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","befolkningen_ellers","0","personer","1126","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","befolkningen_ellers","0","prosent","46.6","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","befolkningen_ellers","1","personer","1311","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","befolkningen_ellers","1","prosent","52.8","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","befolkningen_ellers","alle","personer","2437","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","befolkningen_ellers","alle","prosent","49.8","utdanningsniva","NULL","NULL","0236","vgs"
2013,"NULL","alle","0","personer","906","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","alle","0","prosent","31.8","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","alle","1","personer","538","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","alle","1","prosent","18.4","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","alle","alle","personer","1444","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","alle","alle","prosent","25","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","innvandrere","0","personer","153","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","innvandrere","0","prosent","35.3","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","innvandrere","1","personer","87","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","innvandrere","1","prosent","19.5","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","innvandrere","alle","personer","240","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","innvandrere","alle","prosent","27.3","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","0","personer","753","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","0","prosent","31.2","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","1","personer","451","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","1","prosent","18.2","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","alle","personer","1204","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","befolkningen_ellers","alle","prosent","24.6","utdanningsniva","NULL","NULL","0236","universitet_og_hogskole"
2013,"NULL","alle","0","personer","89","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","alle","0","prosent","3.1","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","alle","1","personer","161","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","alle","1","prosent","5.5","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","alle","alle","personer","250","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","alle","alle","prosent","4.3","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","innvandrere","0","personer","84","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","innvandrere","0","prosent","19.4","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","innvandrere","1","personer","149","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","innvandrere","1","prosent","33.4","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","innvandrere","alle","personer","233","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","innvandrere","alle","prosent","26.5","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","0","personer","5","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","0","prosent","0.2","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","1","personer","12","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","1","prosent","0.5","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","alle","personer","17","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","befolkningen_ellers","alle","prosent","0.3","utdanningsniva","NULL","NULL","0236","uoppgitt_ingen"
2013,"NULL","alle","0","personer","724","utdanningsniva","NULL","NULL","0237","grunnskole"
