"aar","bydel_nr","kjonn","enhet","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr","vreg_3","vreg_6","vreg_9","tabellvariabel"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1445","NULL","NULL","norden","30"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1449","NULL","NULL","norden","76"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1502","NULL","NULL","norden","175"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1504","NULL","NULL","norden","453"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1505","NULL","NULL","norden","181"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1511","NULL","NULL","norden","17"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1514","NULL","NULL","norden","18"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1515","NULL","NULL","norden","51"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1516","NULL","NULL","norden","54"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1517","NULL","NULL","norden","29"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1519","NULL","NULL","norden","53"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1520","NULL","NULL","norden","57"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1523","NULL","NULL","norden","28"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1524","NULL","NULL","norden","21"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1525","NULL","NULL","norden","36"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1526","NULL","NULL","norden","29"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1528","NULL","NULL","norden","37"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1529","NULL","NULL","norden","25"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1531","NULL","NULL","norden","64"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1532","NULL","NULL","norden","57"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1534","NULL","NULL","norden","79"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1535","NULL","NULL","norden","67"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1539","NULL","NULL","norden","64"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1543","NULL","NULL","norden","7"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1545","NULL","NULL","norden","10"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1546","NULL","NULL","norden","8"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1547","NULL","NULL","norden","15"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1548","NULL","NULL","norden","45"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1551","NULL","NULL","norden","6"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1554","NULL","NULL","norden","23"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1557","NULL","NULL","norden","7"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1560","NULL","NULL","norden","14"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1563","NULL","NULL","norden","19"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1566","NULL","NULL","norden","15"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1567","NULL","NULL","norden","4"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1571","NULL","NULL","norden","3"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1573","NULL","NULL","norden","22"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1576","NULL","NULL","norden","16"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1601","NULL","NULL","norden","1878"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1612","NULL","NULL","norden","12"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1613","NULL","NULL","norden","6"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1617","NULL","NULL","norden","26"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1620","NULL","NULL","norden","45"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1621","NULL","NULL","norden","16"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1622","NULL","NULL","norden","5"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1624","NULL","NULL","norden","35"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1627","NULL","NULL","norden","23"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1630","NULL","NULL","norden","10"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1632","NULL","NULL","norden","4"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1633","NULL","NULL","norden","0"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1634","NULL","NULL","norden","64"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1635","NULL","NULL","norden","8"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1636","NULL","NULL","norden","10"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1638","NULL","NULL","norden","58"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1640","NULL","NULL","norden","84"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1644","NULL","NULL","norden","11"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1648","NULL","NULL","norden","25"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1653","NULL","NULL","norden","57"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1657","NULL","NULL","norden","30"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1662","NULL","NULL","norden","37"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1663","NULL","NULL","norden","116"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1664","NULL","NULL","norden","21"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1665","NULL","NULL","norden","15"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1702","NULL","NULL","norden","105"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1703","NULL","NULL","norden","64"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1711","NULL","NULL","norden","40"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1714","NULL","NULL","norden","143"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1717","NULL","NULL","norden","9"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1718","NULL","NULL","norden","23"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1719","NULL","NULL","norden","106"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1721","NULL","NULL","norden","75"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1724","NULL","NULL","norden","15"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1725","NULL","NULL","norden","10"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1736","NULL","NULL","norden","31"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1738","NULL","NULL","norden","50"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1739","NULL","NULL","norden","15"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1740","NULL","NULL","norden","6"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1742","NULL","NULL","norden","17"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1743","NULL","NULL","norden","8"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1744","NULL","NULL","norden","12"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1748","NULL","NULL","norden","4"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1749","NULL","NULL","norden","12"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1750","NULL","NULL","norden","30"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1751","NULL","NULL","norden","31"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1755","NULL","NULL","norden","3"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1756","NULL","NULL","norden","34"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1804","NULL","NULL","norden","408"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1805","NULL","NULL","norden","284"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1811","NULL","NULL","norden","3"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1812","NULL","NULL","norden","11"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1813","NULL","NULL","norden","48"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1815","NULL","NULL","norden","13"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1816","NULL","NULL","norden","0"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1818","NULL","NULL","norden","18"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1820","NULL","NULL","norden","48"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1822","NULL","NULL","norden","21"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1824","NULL","NULL","norden","63"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1825","NULL","NULL","norden","21"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1826","NULL","NULL","norden","22"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1827","NULL","NULL","norden","3"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1828","NULL","NULL","norden","11"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1832","NULL","NULL","norden","36"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1833","NULL","NULL","norden","180"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1834","NULL","NULL","norden","35"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1835","NULL","NULL","norden","3"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1836","NULL","NULL","norden","15"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1837","NULL","NULL","norden","54"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1838","NULL","NULL","norden","13"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1839","NULL","NULL","norden","10"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1840","NULL","NULL","norden","46"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1841","NULL","NULL","norden","61"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1845","NULL","NULL","norden","5"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1848","NULL","NULL","norden","18"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1849","NULL","NULL","norden","20"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1850","NULL","NULL","norden","28"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1851","NULL","NULL","norden","24"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1852","NULL","NULL","norden","9"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1853","NULL","NULL","norden","17"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1854","NULL","NULL","norden","23"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1856","NULL","NULL","norden","5"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1857","NULL","NULL","norden","3"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1859","NULL","NULL","norden","15"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1860","NULL","NULL","norden","67"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1865","NULL","NULL","norden","108"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1866","NULL","NULL","norden","47"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1867","NULL","NULL","norden","16"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1868","NULL","NULL","norden","52"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1870","NULL","NULL","norden","56"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1871","NULL","NULL","norden","46"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1874","NULL","NULL","norden","12"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1901","NULL","NULL","norden","157"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1902","NULL","NULL","norden","1240"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1911","NULL","NULL","norden","16"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1913","NULL","NULL","norden","16"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1917","NULL","NULL","norden","5"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1919","NULL","NULL","norden","29"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1920","NULL","NULL","norden","7"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1922","NULL","NULL","norden","27"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1923","NULL","NULL","norden","10"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1924","NULL","NULL","norden","47"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1925","NULL","NULL","norden","21"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1926","NULL","NULL","norden","7"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1927","NULL","NULL","norden","22"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1928","NULL","NULL","norden","21"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1929","NULL","NULL","norden","11"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1931","NULL","NULL","norden","69"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1933","NULL","NULL","norden","47"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1936","NULL","NULL","norden","25"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1938","NULL","NULL","norden","26"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1939","NULL","NULL","norden","51"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1940","NULL","NULL","norden","25"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1941","NULL","NULL","norden","18"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1942","NULL","NULL","norden","28"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","1943","NULL","NULL","norden","18"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2002","NULL","NULL","norden","59"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2003","NULL","NULL","norden","114"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2004","NULL","NULL","norden","196"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2011","NULL","NULL","norden","97"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2012","NULL","NULL","norden","265"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2014","NULL","NULL","norden","10"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2015","NULL","NULL","norden","41"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2017","NULL","NULL","norden","30"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2018","NULL","NULL","norden","24"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2019","NULL","NULL","norden","67"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2020","NULL","NULL","norden","64"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2021","NULL","NULL","norden","87"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2022","NULL","NULL","norden","44"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2023","NULL","NULL","norden","55"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2024","NULL","NULL","norden","17"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2025","NULL","NULL","norden","96"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2027","NULL","NULL","norden","26"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2028","NULL","NULL","norden","114"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","2030","NULL","NULL","norden","235"
2014,"000301","0","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","25087"
2014,"000301","0","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","47323"
2014,"000301","0","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","72410"
2014,"000301","1","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","32461"
2014,"000301","1","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","46851"
2014,"000301","1","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","79312"
2014,"000301","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","57548"
2014,"000301","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","94174"
2014,"000301","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","afrika","NULL","22739"
2014,"000301","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","asia","NULL","54902"
2014,"000301","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","europa","NULL","65836"
2014,"000301","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","nord_amerika_oseania","NULL","2718"
2014,"000301","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","sor_og_mellom_amerika","NULL","5487"
2014,"000301","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","alle","NULL","151682"
2014,"000301","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","151722"
2014,"030101","0","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","2018"
2014,"030101","0","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","4434"
2014,"030101","0","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","6452"
2014,"030101","1","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","2859"
2014,"030101","1","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","4934"
2014,"030101","1","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","7793"
2014,"030101","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","4877"
2014,"030101","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","9368"
2014,"030101","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","afrika","NULL","3014"
2014,"030101","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","asia","NULL","4804"
2014,"030101","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","europa","NULL","5596"
2014,"030101","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","nord_amerika_oseania","NULL","232"
2014,"030101","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","sor_og_mellom_amerika","NULL","595"
2014,"030101","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","alle","NULL","14241"
2014,"030101","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","14245"
2014,"030102","0","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","2727"
2014,"030102","0","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","3728"
2014,"030102","0","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","6455"
2014,"030102","1","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","3934"
2014,"030102","1","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","4326"
2014,"030102","1","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","8260"
2014,"030102","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","6661"
2014,"030102","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","8054"
2014,"030102","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","afrika","NULL","2278"
2014,"030102","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","asia","NULL","4010"
2014,"030102","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","europa","NULL","7459"
2014,"030102","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","nord_amerika_oseania","NULL","303"
2014,"030102","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","sor_og_mellom_amerika","NULL","658"
2014,"030102","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","alle","NULL","14708"
2014,"030102","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","14715"
2014,"030103","0","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","1491"
2014,"030103","0","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","2203"
2014,"030103","0","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","3694"
2014,"030103","1","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","1842"
2014,"030103","1","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","2357"
2014,"030103","1","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","4199"
2014,"030103","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","3333"
2014,"030103","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","4560"
2014,"030103","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","afrika","NULL","1759"
2014,"030103","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","asia","NULL","1808"
2014,"030103","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","europa","NULL","3799"
2014,"030103","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","nord_amerika_oseania","NULL","144"
2014,"030103","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","sor_og_mellom_amerika","NULL","382"
2014,"030103","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","alle","NULL","7892"
2014,"030103","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","7893"
2014,"030104","0","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","2053"
2014,"030104","0","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","1660"
2014,"030104","0","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","3713"
2014,"030104","1","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","2652"
2014,"030104","1","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","2020"
2014,"030104","1","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","4672"
2014,"030104","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","4705"
2014,"030104","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","3680"
2014,"030104","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","afrika","NULL","1022"
2014,"030104","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","asia","NULL","1708"
2014,"030104","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","europa","NULL","5025"
2014,"030104","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","nord_amerika_oseania","NULL","233"
2014,"030104","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","sor_og_mellom_amerika","NULL","397"
2014,"030104","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","alle","NULL","8385"
2014,"030104","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","8385"
2014,"030105","0","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","3813"
2014,"030105","0","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","2659"
2014,"030105","0","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","6472"
2014,"030105","1","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","4366"
2014,"030105","1","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","2358"
2014,"030105","1","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","6724"
2014,"030105","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","8179"
2014,"030105","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","5017"
2014,"030105","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","afrika","NULL","797"
2014,"030105","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","asia","NULL","2642"
2014,"030105","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","europa","NULL","8535"
2014,"030105","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","nord_amerika_oseania","NULL","567"
2014,"030105","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","sor_og_mellom_amerika","NULL","655"
2014,"030105","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","alle","NULL","13196"
2014,"030105","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","13196"
2014,"030106","0","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","1377"
2014,"030106","0","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","1162"
2014,"030106","0","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","2539"
2014,"030106","1","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","1419"
2014,"030106","1","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","811"
2014,"030106","1","personer","befolkning_verdensregion","NULL","NULL","NULL","alle","NULL","NULL","2230"
2014,"030106","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","1","NULL","NULL","2796"
2014,"030106","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","2","NULL","NULL","1973"
2014,"030106","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","afrika","NULL","306"
2014,"030106","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","asia","NULL","1158"
2014,"030106","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","europa","NULL","2970"
2014,"030106","alle","personer","befolkning_verdensregion","NULL","NULL","NULL","NULL","nord_amerika_oseania","NULL","151"
