"naringsregion_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"57","alle","4","prosent","100","2014","barnehagedeltakelse"
"58","alle","4","prosent","100","2014","barnehagedeltakelse"
"59","alle","4","prosent","100","2014","barnehagedeltakelse"
"60","alle","4","prosent","100","2014","barnehagedeltakelse"
"61","alle","4","prosent","100","2014","barnehagedeltakelse"
"62","alle","4","prosent","100","2014","barnehagedeltakelse"
"63","alle","4","prosent","100","2014","barnehagedeltakelse"
"64","alle","4","prosent","100","2014","barnehagedeltakelse"
"65","alle","4","prosent","100","2014","barnehagedeltakelse"
"66","alle","4","prosent","100","2014","barnehagedeltakelse"
"67","alle","4","prosent","100","2014","barnehagedeltakelse"
"68","alle","4","prosent","100","2014","barnehagedeltakelse"
"69","alle","4","prosent","100","2014","barnehagedeltakelse"
"70","alle","4","prosent","100","2014","barnehagedeltakelse"
"71","alle","4","prosent","100","2014","barnehagedeltakelse"
"72","alle","4","prosent","100","2014","barnehagedeltakelse"
"73","alle","4","prosent","100","2014","barnehagedeltakelse"
"74","alle","4","prosent","100","2014","barnehagedeltakelse"
"75","alle","4","prosent","100","2014","barnehagedeltakelse"
"76","alle","4","prosent","100","2014","barnehagedeltakelse"
"77","alle","4","prosent","100","2014","barnehagedeltakelse"
"78","alle","4","prosent","100","2014","barnehagedeltakelse"
"79","alle","4","prosent","100","2014","barnehagedeltakelse"
"80","alle","4","prosent","100","2014","barnehagedeltakelse"
"81","alle","4","prosent","100","2014","barnehagedeltakelse"
"82","alle","4","prosent","100","2014","barnehagedeltakelse"
"83","alle","4","prosent","100","2014","barnehagedeltakelse"
"01","alle","5","prosent","100","2014","barnehagedeltakelse"
"02","alle","5","prosent","100","2014","barnehagedeltakelse"
"03","alle","5","prosent","100","2014","barnehagedeltakelse"
"04","alle","5","prosent","100","2014","barnehagedeltakelse"
"05","alle","5","prosent","100","2014","barnehagedeltakelse"
"06","alle","5","prosent","100","2014","barnehagedeltakelse"
"07","alle","5","prosent","100","2014","barnehagedeltakelse"
"08","alle","5","prosent","100","2014","barnehagedeltakelse"
"09","alle","5","prosent","100","2014","barnehagedeltakelse"
"10","alle","5","prosent","100","2014","barnehagedeltakelse"
"11","alle","5","prosent","100","2014","barnehagedeltakelse"
"12","alle","5","prosent","100","2014","barnehagedeltakelse"
"13","alle","5","prosent","100","2014","barnehagedeltakelse"
"14","alle","5","prosent","100","2014","barnehagedeltakelse"
"15","alle","5","prosent","100","2014","barnehagedeltakelse"
"16","alle","5","prosent","100","2014","barnehagedeltakelse"
"17","alle","5","prosent","100","2014","barnehagedeltakelse"
"18","alle","5","prosent","100","2014","barnehagedeltakelse"
"19","alle","5","prosent","100","2014","barnehagedeltakelse"
"20","alle","5","prosent","100","2014","barnehagedeltakelse"
"21","alle","5","prosent","100","2014","barnehagedeltakelse"
"22","alle","5","prosent","100","2014","barnehagedeltakelse"
"23","alle","5","prosent","100","2014","barnehagedeltakelse"
"24","alle","5","prosent","100","2014","barnehagedeltakelse"
"25","alle","5","prosent","100","2014","barnehagedeltakelse"
"26","alle","5","prosent","100","2014","barnehagedeltakelse"
"27","alle","5","prosent","100","2014","barnehagedeltakelse"
"28","alle","5","prosent","100","2014","barnehagedeltakelse"
"29","alle","5","prosent","100","2014","barnehagedeltakelse"
"30","alle","5","prosent","100","2014","barnehagedeltakelse"
"31","alle","5","prosent","100","2014","barnehagedeltakelse"
"32","alle","5","prosent","100","2014","barnehagedeltakelse"
"33","alle","5","prosent","100","2014","barnehagedeltakelse"
"34","alle","5","prosent","100","2014","barnehagedeltakelse"
"35","alle","5","prosent","100","2014","barnehagedeltakelse"
"36","alle","5","prosent","100","2014","barnehagedeltakelse"
"37","alle","5","prosent","100","2014","barnehagedeltakelse"
"38","alle","5","prosent","100","2014","barnehagedeltakelse"
"39","alle","5","prosent","100","2014","barnehagedeltakelse"
"40","alle","5","prosent","100","2014","barnehagedeltakelse"
"41","alle","5","prosent","100","2014","barnehagedeltakelse"
"42","alle","5","prosent","100","2014","barnehagedeltakelse"
"43","alle","5","prosent","100","2014","barnehagedeltakelse"
"44","alle","5","prosent","100","2014","barnehagedeltakelse"
"45","alle","5","prosent","100","2014","barnehagedeltakelse"
"46","alle","5","prosent","100","2014","barnehagedeltakelse"
"47","alle","5","prosent","100","2014","barnehagedeltakelse"
"48","alle","5","prosent","100","2014","barnehagedeltakelse"
"49","alle","5","prosent","100","2014","barnehagedeltakelse"
"50","alle","5","prosent","100","2014","barnehagedeltakelse"
"51","alle","5","prosent","100","2014","barnehagedeltakelse"
"52","alle","5","prosent","100","2014","barnehagedeltakelse"
"53","alle","5","prosent","100","2014","barnehagedeltakelse"
"54","alle","5","prosent","100","2014","barnehagedeltakelse"
"55","alle","5","prosent","100","2014","barnehagedeltakelse"
"56","alle","5","prosent","100","2014","barnehagedeltakelse"
"57","alle","5","prosent","100","2014","barnehagedeltakelse"
"58","alle","5","prosent","100","2014","barnehagedeltakelse"
"59","alle","5","prosent","100","2014","barnehagedeltakelse"
"60","alle","5","prosent","100","2014","barnehagedeltakelse"
"61","alle","5","prosent","100","2014","barnehagedeltakelse"
"62","alle","5","prosent","100","2014","barnehagedeltakelse"
"63","alle","5","prosent","100","2014","barnehagedeltakelse"
"64","alle","5","prosent","100","2014","barnehagedeltakelse"
"65","alle","5","prosent","100","2014","barnehagedeltakelse"
"66","alle","5","prosent","100","2014","barnehagedeltakelse"
"67","alle","5","prosent","100","2014","barnehagedeltakelse"
"68","alle","5","prosent","100","2014","barnehagedeltakelse"
"69","alle","5","prosent","100","2014","barnehagedeltakelse"
"70","alle","5","prosent","100","2014","barnehagedeltakelse"
"71","alle","5","prosent","100","2014","barnehagedeltakelse"
"72","alle","5","prosent","100","2014","barnehagedeltakelse"
"73","alle","5","prosent","100","2014","barnehagedeltakelse"
"74","alle","5","prosent","100","2014","barnehagedeltakelse"
"75","alle","5","prosent","100","2014","barnehagedeltakelse"
"76","alle","5","prosent","100","2014","barnehagedeltakelse"
"77","alle","5","prosent","100","2014","barnehagedeltakelse"
"78","alle","5","prosent","100","2014","barnehagedeltakelse"
"79","alle","5","prosent","100","2014","barnehagedeltakelse"
"80","alle","5","prosent","100","2014","barnehagedeltakelse"
"81","alle","5","prosent","100","2014","barnehagedeltakelse"
"82","alle","5","prosent","100","2014","barnehagedeltakelse"
"83","alle","5","prosent","100","2014","barnehagedeltakelse"
"01","innvandrerbakgr","1_5","personer","228","2014","barnehagedeltakelse"
"02","innvandrerbakgr","1_5","personer","603","2014","barnehagedeltakelse"
"03","innvandrerbakgr","1_5","personer","598","2014","barnehagedeltakelse"
"04","innvandrerbakgr","1_5","personer","1590","2014","barnehagedeltakelse"
"05","innvandrerbakgr","1_5","personer","2153","2014","barnehagedeltakelse"
"06","innvandrerbakgr","1_5","personer","1152","2014","barnehagedeltakelse"
"07","innvandrerbakgr","1_5","personer","2098","2014","barnehagedeltakelse"
"08","innvandrerbakgr","1_5","personer","947","2014","barnehagedeltakelse"
"09","innvandrerbakgr","1_5","personer","12732","2014","barnehagedeltakelse"
"10","innvandrerbakgr","1_5","personer","84","2014","barnehagedeltakelse"
"11","innvandrerbakgr","1_5","personer","255","2014","barnehagedeltakelse"
"12","innvandrerbakgr","1_5","personer","606","2014","barnehagedeltakelse"
"13","innvandrerbakgr","1_5","personer","200","2014","barnehagedeltakelse"
"14","innvandrerbakgr","1_5","personer","472","2014","barnehagedeltakelse"
"15","innvandrerbakgr","1_5","personer","183","2014","barnehagedeltakelse"
"16","innvandrerbakgr","1_5","personer","258","2014","barnehagedeltakelse"
"17","innvandrerbakgr","1_5","personer","69","2014","barnehagedeltakelse"
"18","innvandrerbakgr","1_5","personer","82","2014","barnehagedeltakelse"
"19","innvandrerbakgr","1_5","personer","113","2014","barnehagedeltakelse"
"20","innvandrerbakgr","1_5","personer","2438","2014","barnehagedeltakelse"
"21","innvandrerbakgr","1_5","personer","158","2014","barnehagedeltakelse"
"22","innvandrerbakgr","1_5","personer","339","2014","barnehagedeltakelse"
"23","innvandrerbakgr","1_5","personer","156","2014","barnehagedeltakelse"
"24","innvandrerbakgr","1_5","personer","318","2014","barnehagedeltakelse"
"25","innvandrerbakgr","1_5","personer","1006","2014","barnehagedeltakelse"
"26","innvandrerbakgr","1_5","personer","879","2014","barnehagedeltakelse"
"27","innvandrerbakgr","1_5","personer","1029","2014","barnehagedeltakelse"
"28","innvandrerbakgr","1_5","personer","142","2014","barnehagedeltakelse"
"29","innvandrerbakgr","1_5","personer","127","2014","barnehagedeltakelse"
"30","innvandrerbakgr","1_5","personer","73","2014","barnehagedeltakelse"
"31","innvandrerbakgr","1_5","personer","57","2014","barnehagedeltakelse"
"32","innvandrerbakgr","1_5","personer","710","2014","barnehagedeltakelse"
"33","innvandrerbakgr","1_5","personer","266","2014","barnehagedeltakelse"
"34","innvandrerbakgr","1_5","personer","173","2014","barnehagedeltakelse"
"35","innvandrerbakgr","1_5","personer","1373","2014","barnehagedeltakelse"
"36","innvandrerbakgr","1_5","personer","208","2014","barnehagedeltakelse"
"37","innvandrerbakgr","1_5","personer","840","2014","barnehagedeltakelse"
"38","innvandrerbakgr","1_5","personer","222","2014","barnehagedeltakelse"
"39","innvandrerbakgr","1_5","personer","4244","2014","barnehagedeltakelse"
"40","innvandrerbakgr","1_5","personer","2834","2014","barnehagedeltakelse"
"41","innvandrerbakgr","1_5","personer","213","2014","barnehagedeltakelse"
"42","innvandrerbakgr","1_5","personer","197","2014","barnehagedeltakelse"
"43","innvandrerbakgr","1_5","personer","83","2014","barnehagedeltakelse"
"44","innvandrerbakgr","1_5","personer","214","2014","barnehagedeltakelse"
"45","innvandrerbakgr","1_5","personer","92","2014","barnehagedeltakelse"
"46","innvandrerbakgr","1_5","personer","473","2014","barnehagedeltakelse"
"47","innvandrerbakgr","1_5","personer","395","2014","barnehagedeltakelse"
"48","innvandrerbakgr","1_5","personer","53","2014","barnehagedeltakelse"
"49","innvandrerbakgr","1_5","personer","264","2014","barnehagedeltakelse"
"50","innvandrerbakgr","1_5","personer","176","2014","barnehagedeltakelse"
"51","innvandrerbakgr","1_5","personer","271","2014","barnehagedeltakelse"
"52","innvandrerbakgr","1_5","personer","376","2014","barnehagedeltakelse"
"53","innvandrerbakgr","1_5","personer","384","2014","barnehagedeltakelse"
"54","innvandrerbakgr","1_5","personer","194","2014","barnehagedeltakelse"
"55","innvandrerbakgr","1_5","personer","350","2014","barnehagedeltakelse"
"56","innvandrerbakgr","1_5","personer","622","2014","barnehagedeltakelse"
"57","innvandrerbakgr","1_5","personer","56","2014","barnehagedeltakelse"
"58","innvandrerbakgr","1_5","personer","109","2014","barnehagedeltakelse"
"59","innvandrerbakgr","1_5","personer","47","2014","barnehagedeltakelse"
"60","innvandrerbakgr","1_5","personer","93","2014","barnehagedeltakelse"
"61","innvandrerbakgr","1_5","personer","1784","2014","barnehagedeltakelse"
"62","innvandrerbakgr","1_5","personer","28","2014","barnehagedeltakelse"
"63","innvandrerbakgr","1_5","personer","159","2014","barnehagedeltakelse"
"64","innvandrerbakgr","1_5","personer","287","2014","barnehagedeltakelse"
"65","innvandrerbakgr","1_5","personer","43","2014","barnehagedeltakelse"
"66","innvandrerbakgr","1_5","personer","56","2014","barnehagedeltakelse"
"67","innvandrerbakgr","1_5","personer","139","2014","barnehagedeltakelse"
"68","innvandrerbakgr","1_5","personer","75","2014","barnehagedeltakelse"
"69","innvandrerbakgr","1_5","personer","94","2014","barnehagedeltakelse"
"70","innvandrerbakgr","1_5","personer","25","2014","barnehagedeltakelse"
"71","innvandrerbakgr","1_5","personer","69","2014","barnehagedeltakelse"
"72","innvandrerbakgr","1_5","personer","137","2014","barnehagedeltakelse"
"73","innvandrerbakgr","1_5","personer","377","2014","barnehagedeltakelse"
"74","innvandrerbakgr","1_5","personer","144","2014","barnehagedeltakelse"
"75","innvandrerbakgr","1_5","personer","158","2014","barnehagedeltakelse"
"76","innvandrerbakgr","1_5","personer","203","2014","barnehagedeltakelse"
"77","innvandrerbakgr","1_5","personer","211","2014","barnehagedeltakelse"
"78","innvandrerbakgr","1_5","personer","158","2014","barnehagedeltakelse"
"79","innvandrerbakgr","1_5","personer","504","2014","barnehagedeltakelse"
"80","innvandrerbakgr","1_5","personer","49","2014","barnehagedeltakelse"
"81","innvandrerbakgr","1_5","personer","300","2014","barnehagedeltakelse"
"82","innvandrerbakgr","1_5","personer","31","2014","barnehagedeltakelse"
"83","innvandrerbakgr","1_5","personer","188","2014","barnehagedeltakelse"
"01","innvandrerbakgr","1","personer","42","2014","barnehagedeltakelse"
"02","innvandrerbakgr","1","personer","114","2014","barnehagedeltakelse"
"03","innvandrerbakgr","1","personer","116","2014","barnehagedeltakelse"
"04","innvandrerbakgr","1","personer","313","2014","barnehagedeltakelse"
"05","innvandrerbakgr","1","personer","451","2014","barnehagedeltakelse"
"06","innvandrerbakgr","1","personer","232","2014","barnehagedeltakelse"
"07","innvandrerbakgr","1","personer","393","2014","barnehagedeltakelse"
"08","innvandrerbakgr","1","personer","199","2014","barnehagedeltakelse"
"09","innvandrerbakgr","1","personer","2505","2014","barnehagedeltakelse"
"10","innvandrerbakgr","1","personer","16","2014","barnehagedeltakelse"
"11","innvandrerbakgr","1","personer","47","2014","barnehagedeltakelse"
"12","innvandrerbakgr","1","personer","118","2014","barnehagedeltakelse"
"13","innvandrerbakgr","1","personer","27","2014","barnehagedeltakelse"
"14","innvandrerbakgr","1","personer","97","2014","barnehagedeltakelse"
"15","innvandrerbakgr","1","personer","43","2014","barnehagedeltakelse"
"16","innvandrerbakgr","1","personer","49","2014","barnehagedeltakelse"
"17","innvandrerbakgr","1","personer","15","2014","barnehagedeltakelse"
"18","innvandrerbakgr","1","personer","23","2014","barnehagedeltakelse"
"19","innvandrerbakgr","1","personer","17","2014","barnehagedeltakelse"
"20","innvandrerbakgr","1","personer","496","2014","barnehagedeltakelse"
"21","innvandrerbakgr","1","personer","26","2014","barnehagedeltakelse"
"22","innvandrerbakgr","1","personer","81","2014","barnehagedeltakelse"
"23","innvandrerbakgr","1","personer","32","2014","barnehagedeltakelse"
"24","innvandrerbakgr","1","personer","62","2014","barnehagedeltakelse"
"25","innvandrerbakgr","1","personer","200","2014","barnehagedeltakelse"
"26","innvandrerbakgr","1","personer","165","2014","barnehagedeltakelse"
"27","innvandrerbakgr","1","personer","188","2014","barnehagedeltakelse"
"28","innvandrerbakgr","1","personer","26","2014","barnehagedeltakelse"
"29","innvandrerbakgr","1","personer","29","2014","barnehagedeltakelse"
"30","innvandrerbakgr","1","personer","18","2014","barnehagedeltakelse"
"31","innvandrerbakgr","1","personer","17","2014","barnehagedeltakelse"
"32","innvandrerbakgr","1","personer","135","2014","barnehagedeltakelse"
"33","innvandrerbakgr","1","personer","60","2014","barnehagedeltakelse"
"34","innvandrerbakgr","1","personer","27","2014","barnehagedeltakelse"
"35","innvandrerbakgr","1","personer","263","2014","barnehagedeltakelse"
"36","innvandrerbakgr","1","personer","40","2014","barnehagedeltakelse"
"37","innvandrerbakgr","1","personer","154","2014","barnehagedeltakelse"
"38","innvandrerbakgr","1","personer","43","2014","barnehagedeltakelse"
"39","innvandrerbakgr","1","personer","910","2014","barnehagedeltakelse"
"40","innvandrerbakgr","1","personer","631","2014","barnehagedeltakelse"
"41","innvandrerbakgr","1","personer","48","2014","barnehagedeltakelse"
"42","innvandrerbakgr","1","personer","47","2014","barnehagedeltakelse"
"43","innvandrerbakgr","1","personer","16","2014","barnehagedeltakelse"
"44","innvandrerbakgr","1","personer","48","2014","barnehagedeltakelse"
"45","innvandrerbakgr","1","personer","19","2014","barnehagedeltakelse"
"46","innvandrerbakgr","1","personer","86","2014","barnehagedeltakelse"
"47","innvandrerbakgr","1","personer","82","2014","barnehagedeltakelse"
"48","innvandrerbakgr","1","personer","12","2014","barnehagedeltakelse"
"49","innvandrerbakgr","1","personer","56","2014","barnehagedeltakelse"
"50","innvandrerbakgr","1","personer","27","2014","barnehagedeltakelse"
"51","innvandrerbakgr","1","personer","56","2014","barnehagedeltakelse"
"52","innvandrerbakgr","1","personer","72","2014","barnehagedeltakelse"
"53","innvandrerbakgr","1","personer","86","2014","barnehagedeltakelse"
"54","innvandrerbakgr","1","personer","47","2014","barnehagedeltakelse"
"55","innvandrerbakgr","1","personer","62","2014","barnehagedeltakelse"
"56","innvandrerbakgr","1","personer","133","2014","barnehagedeltakelse"
"57","innvandrerbakgr","1","personer","10","2014","barnehagedeltakelse"
"58","innvandrerbakgr","1","personer","24","2014","barnehagedeltakelse"
"59","innvandrerbakgr","1","personer","8","2014","barnehagedeltakelse"
"60","innvandrerbakgr","1","personer","29","2014","barnehagedeltakelse"
"61","innvandrerbakgr","1","personer","353","2014","barnehagedeltakelse"
"62","innvandrerbakgr","1","personer",":","2014","barnehagedeltakelse"
"63","innvandrerbakgr","1","personer","27","2014","barnehagedeltakelse"
"64","innvandrerbakgr","1","personer","62","2014","barnehagedeltakelse"
"65","innvandrerbakgr","1","personer","11","2014","barnehagedeltakelse"
"66","innvandrerbakgr","1","personer","16","2014","barnehagedeltakelse"
"67","innvandrerbakgr","1","personer","32","2014","barnehagedeltakelse"
"68","innvandrerbakgr","1","personer","19","2014","barnehagedeltakelse"
"69","innvandrerbakgr","1","personer","26","2014","barnehagedeltakelse"
"70","innvandrerbakgr","1","personer","5","2014","barnehagedeltakelse"
"71","innvandrerbakgr","1","personer","15","2014","barnehagedeltakelse"
"72","innvandrerbakgr","1","personer","17","2014","barnehagedeltakelse"
"73","innvandrerbakgr","1","personer","76","2014","barnehagedeltakelse"
"74","innvandrerbakgr","1","personer","28","2014","barnehagedeltakelse"
"75","innvandrerbakgr","1","personer","30","2014","barnehagedeltakelse"
"76","innvandrerbakgr","1","personer","40","2014","barnehagedeltakelse"
"77","innvandrerbakgr","1","personer","49","2014","barnehagedeltakelse"
"78","innvandrerbakgr","1","personer","40","2014","barnehagedeltakelse"
"79","innvandrerbakgr","1","personer","107","2014","barnehagedeltakelse"
"80","innvandrerbakgr","1","personer","10","2014","barnehagedeltakelse"
"81","innvandrerbakgr","1","personer","74","2014","barnehagedeltakelse"
"82","innvandrerbakgr","1","personer","14","2014","barnehagedeltakelse"
"83","innvandrerbakgr","1","personer","39","2014","barnehagedeltakelse"
"01","innvandrerbakgr","2","personer","44","2014","barnehagedeltakelse"
"02","innvandrerbakgr","2","personer","123","2014","barnehagedeltakelse"
"03","innvandrerbakgr","2","personer","123","2014","barnehagedeltakelse"
"04","innvandrerbakgr","2","personer","314","2014","barnehagedeltakelse"
"05","innvandrerbakgr","2","personer","446","2014","barnehagedeltakelse"
"06","innvandrerbakgr","2","personer","239","2014","barnehagedeltakelse"
"07","innvandrerbakgr","2","personer","400","2014","barnehagedeltakelse"
"08","innvandrerbakgr","2","personer","187","2014","barnehagedeltakelse"
"09","innvandrerbakgr","2","personer","2567","2014","barnehagedeltakelse"
"10","innvandrerbakgr","2","personer","23","2014","barnehagedeltakelse"
"11","innvandrerbakgr","2","personer","50","2014","barnehagedeltakelse"
"12","innvandrerbakgr","2","personer","125","2014","barnehagedeltakelse"
"13","innvandrerbakgr","2","personer","44","2014","barnehagedeltakelse"
"14","innvandrerbakgr","2","personer","100","2014","barnehagedeltakelse"
"15","innvandrerbakgr","2","personer","37","2014","barnehagedeltakelse"
"16","innvandrerbakgr","2","personer","50","2014","barnehagedeltakelse"
"17","innvandrerbakgr","2","personer","15","2014","barnehagedeltakelse"
"18","innvandrerbakgr","2","personer","11","2014","barnehagedeltakelse"
"19","innvandrerbakgr","2","personer","34","2014","barnehagedeltakelse"
"20","innvandrerbakgr","2","personer","498","2014","barnehagedeltakelse"
"21","innvandrerbakgr","2","personer","34","2014","barnehagedeltakelse"
"22","innvandrerbakgr","2","personer","73","2014","barnehagedeltakelse"
"23","innvandrerbakgr","2","personer","26","2014","barnehagedeltakelse"
"24","innvandrerbakgr","2","personer","62","2014","barnehagedeltakelse"
"25","innvandrerbakgr","2","personer","217","2014","barnehagedeltakelse"
"26","innvandrerbakgr","2","personer","176","2014","barnehagedeltakelse"
"27","innvandrerbakgr","2","personer","213","2014","barnehagedeltakelse"
"28","innvandrerbakgr","2","personer","33","2014","barnehagedeltakelse"
"29","innvandrerbakgr","2","personer","26","2014","barnehagedeltakelse"
"30","innvandrerbakgr","2","personer","14","2014","barnehagedeltakelse"
"31","innvandrerbakgr","2","personer","8","2014","barnehagedeltakelse"
"32","innvandrerbakgr","2","personer","151","2014","barnehagedeltakelse"
"33","innvandrerbakgr","2","personer","52","2014","barnehagedeltakelse"
"34","innvandrerbakgr","2","personer","39","2014","barnehagedeltakelse"
"35","innvandrerbakgr","2","personer","289","2014","barnehagedeltakelse"
"36","innvandrerbakgr","2","personer","36","2014","barnehagedeltakelse"
"37","innvandrerbakgr","2","personer","171","2014","barnehagedeltakelse"
"38","innvandrerbakgr","2","personer","51","2014","barnehagedeltakelse"
"39","innvandrerbakgr","2","personer","901","2014","barnehagedeltakelse"
"40","innvandrerbakgr","2","personer","589","2014","barnehagedeltakelse"
"41","innvandrerbakgr","2","personer","45","2014","barnehagedeltakelse"
"42","innvandrerbakgr","2","personer","36","2014","barnehagedeltakelse"
"43","innvandrerbakgr","2","personer","13","2014","barnehagedeltakelse"
"44","innvandrerbakgr","2","personer","42","2014","barnehagedeltakelse"
"45","innvandrerbakgr","2","personer","20","2014","barnehagedeltakelse"
"46","innvandrerbakgr","2","personer","96","2014","barnehagedeltakelse"
"47","innvandrerbakgr","2","personer","88","2014","barnehagedeltakelse"
"48","innvandrerbakgr","2","personer","10","2014","barnehagedeltakelse"
"49","innvandrerbakgr","2","personer","64","2014","barnehagedeltakelse"
"50","innvandrerbakgr","2","personer","48","2014","barnehagedeltakelse"
"51","innvandrerbakgr","2","personer","54","2014","barnehagedeltakelse"
"52","innvandrerbakgr","2","personer","74","2014","barnehagedeltakelse"
"53","innvandrerbakgr","2","personer","78","2014","barnehagedeltakelse"
"54","innvandrerbakgr","2","personer","46","2014","barnehagedeltakelse"
"55","innvandrerbakgr","2","personer","66","2014","barnehagedeltakelse"
"56","innvandrerbakgr","2","personer","122","2014","barnehagedeltakelse"
"57","innvandrerbakgr","2","personer","11","2014","barnehagedeltakelse"
"58","innvandrerbakgr","2","personer","23","2014","barnehagedeltakelse"
"59","innvandrerbakgr","2","personer","10","2014","barnehagedeltakelse"
"60","innvandrerbakgr","2","personer","10","2014","barnehagedeltakelse"
"61","innvandrerbakgr","2","personer","359","2014","barnehagedeltakelse"
"62","innvandrerbakgr","2","personer",":","2014","barnehagedeltakelse"
"63","innvandrerbakgr","2","personer","29","2014","barnehagedeltakelse"
"64","innvandrerbakgr","2","personer","55","2014","barnehagedeltakelse"
"65","innvandrerbakgr","2","personer","4","2014","barnehagedeltakelse"
"66","innvandrerbakgr","2","personer","10","2014","barnehagedeltakelse"
"67","innvandrerbakgr","2","personer","35","2014","barnehagedeltakelse"
"68","innvandrerbakgr","2","personer","11","2014","barnehagedeltakelse"
"69","innvandrerbakgr","2","personer","22","2014","barnehagedeltakelse"
"70","innvandrerbakgr","2","personer",":","2014","barnehagedeltakelse"
"71","innvandrerbakgr","2","personer","14","2014","barnehagedeltakelse"
"72","innvandrerbakgr","2","personer","33","2014","barnehagedeltakelse"
"73","innvandrerbakgr","2","personer","81","2014","barnehagedeltakelse"
"74","innvandrerbakgr","2","personer","32","2014","barnehagedeltakelse"
"75","innvandrerbakgr","2","personer","34","2014","barnehagedeltakelse"
"76","innvandrerbakgr","2","personer","48","2014","barnehagedeltakelse"
"77","innvandrerbakgr","2","personer","45","2014","barnehagedeltakelse"
"78","innvandrerbakgr","2","personer","28","2014","barnehagedeltakelse"
"79","innvandrerbakgr","2","personer","102","2014","barnehagedeltakelse"
"80","innvandrerbakgr","2","personer","13","2014","barnehagedeltakelse"
"81","innvandrerbakgr","2","personer","58","2014","barnehagedeltakelse"
"82","innvandrerbakgr","2","personer",":","2014","barnehagedeltakelse"
"83","innvandrerbakgr","2","personer","46","2014","barnehagedeltakelse"
"01","innvandrerbakgr","3","personer","44","2014","barnehagedeltakelse"
"02","innvandrerbakgr","3","personer","120","2014","barnehagedeltakelse"
"03","innvandrerbakgr","3","personer","127","2014","barnehagedeltakelse"
"04","innvandrerbakgr","3","personer","296","2014","barnehagedeltakelse"
"05","innvandrerbakgr","3","personer","434","2014","barnehagedeltakelse"
"06","innvandrerbakgr","3","personer","229","2014","barnehagedeltakelse"
"07","innvandrerbakgr","3","personer","451","2014","barnehagedeltakelse"
"08","innvandrerbakgr","3","personer","147","2014","barnehagedeltakelse"
"09","innvandrerbakgr","3","personer","2576","2014","barnehagedeltakelse"
"10","innvandrerbakgr","3","personer","16","2014","barnehagedeltakelse"
"11","innvandrerbakgr","3","personer","47","2014","barnehagedeltakelse"
"12","innvandrerbakgr","3","personer","123","2014","barnehagedeltakelse"
"13","innvandrerbakgr","3","personer","45","2014","barnehagedeltakelse"
"14","innvandrerbakgr","3","personer","95","2014","barnehagedeltakelse"
"15","innvandrerbakgr","3","personer","40","2014","barnehagedeltakelse"
"16","innvandrerbakgr","3","personer","49","2014","barnehagedeltakelse"
"17","innvandrerbakgr","3","personer","12","2014","barnehagedeltakelse"
"18","innvandrerbakgr","3","personer","21","2014","barnehagedeltakelse"
"19","innvandrerbakgr","3","personer","22","2014","barnehagedeltakelse"
"20","innvandrerbakgr","3","personer","469","2014","barnehagedeltakelse"
"21","innvandrerbakgr","3","personer","32","2014","barnehagedeltakelse"
"22","innvandrerbakgr","3","personer","62","2014","barnehagedeltakelse"
"23","innvandrerbakgr","3","personer","35","2014","barnehagedeltakelse"
"24","innvandrerbakgr","3","personer","64","2014","barnehagedeltakelse"
"25","innvandrerbakgr","3","personer","186","2014","barnehagedeltakelse"
"26","innvandrerbakgr","3","personer","179","2014","barnehagedeltakelse"
"27","innvandrerbakgr","3","personer","212","2014","barnehagedeltakelse"
"28","innvandrerbakgr","3","personer","15","2014","barnehagedeltakelse"
"29","innvandrerbakgr","3","personer","20","2014","barnehagedeltakelse"
"30","innvandrerbakgr","3","personer","15","2014","barnehagedeltakelse"
"31","innvandrerbakgr","3","personer","8","2014","barnehagedeltakelse"
"32","innvandrerbakgr","3","personer","133","2014","barnehagedeltakelse"
"33","innvandrerbakgr","3","personer","46","2014","barnehagedeltakelse"
"34","innvandrerbakgr","3","personer","31","2014","barnehagedeltakelse"
"35","innvandrerbakgr","3","personer","261","2014","barnehagedeltakelse"
"36","innvandrerbakgr","3","personer","54","2014","barnehagedeltakelse"
"37","innvandrerbakgr","3","personer","185","2014","barnehagedeltakelse"
"38","innvandrerbakgr","3","personer","39","2014","barnehagedeltakelse"
"39","innvandrerbakgr","3","personer","837","2014","barnehagedeltakelse"
"40","innvandrerbakgr","3","personer","572","2014","barnehagedeltakelse"
"41","innvandrerbakgr","3","personer","40","2014","barnehagedeltakelse"
"42","innvandrerbakgr","3","personer","49","2014","barnehagedeltakelse"
"43","innvandrerbakgr","3","personer","14","2014","barnehagedeltakelse"
"44","innvandrerbakgr","3","personer","39","2014","barnehagedeltakelse"
"45","innvandrerbakgr","3","personer","14","2014","barnehagedeltakelse"
"46","innvandrerbakgr","3","personer","108","2014","barnehagedeltakelse"
"47","innvandrerbakgr","3","personer","81","2014","barnehagedeltakelse"
"48","innvandrerbakgr","3","personer","12","2014","barnehagedeltakelse"
"49","innvandrerbakgr","3","personer","41","2014","barnehagedeltakelse"
"50","innvandrerbakgr","3","personer","31","2014","barnehagedeltakelse"
"51","innvandrerbakgr","3","personer","55","2014","barnehagedeltakelse"
"52","innvandrerbakgr","3","personer","70","2014","barnehagedeltakelse"
"53","innvandrerbakgr","3","personer","77","2014","barnehagedeltakelse"
