"kommune_nr","innvkat_3","vreg_3","enhet","aar","tabellvariabel","tabell_navn"
"1927","alle","alle","prosent","2012","9.9","vedvarende_lavinntekt"
"1928","alle","alle","prosent","2012","11.5","vedvarende_lavinntekt"
"1929","alle","alle","prosent","2012","8.6","vedvarende_lavinntekt"
"1931","alle","alle","prosent","2012","7.2","vedvarende_lavinntekt"
"1933","alle","alle","prosent","2012","7.8","vedvarende_lavinntekt"
"1936","alle","alle","prosent","2012","8.1","vedvarende_lavinntekt"
"1938","alle","alle","prosent","2012","7.6","vedvarende_lavinntekt"
"1939","alle","alle","prosent","2012","6.4","vedvarende_lavinntekt"
"1940","alle","alle","prosent","2012","8.3","vedvarende_lavinntekt"
"1941","alle","alle","prosent","2012","6.7","vedvarende_lavinntekt"
"1942","alle","alle","prosent","2012","5.8","vedvarende_lavinntekt"
"1943","alle","alle","prosent","2012","10.0","vedvarende_lavinntekt"
"2002","alle","alle","prosent","2012","10.6","vedvarende_lavinntekt"
"2003","alle","alle","prosent","2012","5.7","vedvarende_lavinntekt"
"2004","alle","alle","prosent","2012","5.0","vedvarende_lavinntekt"
"2011","alle","alle","prosent","2012","14.3","vedvarende_lavinntekt"
"2012","alle","alle","prosent","2012","4.8","vedvarende_lavinntekt"
"2014","alle","alle","prosent","2012","7.5","vedvarende_lavinntekt"
"2015","alle","alle","prosent","2012","6.3","vedvarende_lavinntekt"
"2017","alle","alle","prosent","2012","8.4","vedvarende_lavinntekt"
"2018","alle","alle","prosent","2012","9.4","vedvarende_lavinntekt"
"2019","alle","alle","prosent","2012","7.7","vedvarende_lavinntekt"
"2020","alle","alle","prosent","2012","6.4","vedvarende_lavinntekt"
"2021","alle","alle","prosent","2012","9.7","vedvarende_lavinntekt"
"2022","alle","alle","prosent","2012","9.8","vedvarende_lavinntekt"
"2023","alle","alle","prosent","2012","7.5","vedvarende_lavinntekt"
"2024","alle","alle","prosent","2012","7.2","vedvarende_lavinntekt"
"2025","alle","alle","prosent","2012","7.7","vedvarende_lavinntekt"
"2027","alle","alle","prosent","2012","8.9","vedvarende_lavinntekt"
"2028","alle","alle","prosent","2012","7.3","vedvarende_lavinntekt"
"2030","alle","alle","prosent","2012","4.5","vedvarende_lavinntekt"
"0101","innvandrere","1","prosent","2012","22.4","vedvarende_lavinntekt"
"0104","innvandrere","1","prosent","2012","20.3","vedvarende_lavinntekt"
"0105","innvandrere","1","prosent","2012","21.9","vedvarende_lavinntekt"
"0106","innvandrere","1","prosent","2012","17.4","vedvarende_lavinntekt"
"0111","innvandrere","1","prosent","2012","15.4","vedvarende_lavinntekt"
"0118","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0119","innvandrere","1","prosent","2012","25.2","vedvarende_lavinntekt"
"0121","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0122","innvandrere","1","prosent","2012","22.4","vedvarende_lavinntekt"
"0123","innvandrere","1","prosent","2012","13.9","vedvarende_lavinntekt"
"0124","innvandrere","1","prosent","2012","15.7","vedvarende_lavinntekt"
"0125","innvandrere","1","prosent","2012","28.3","vedvarende_lavinntekt"
"0127","innvandrere","1","prosent","2012","22.8","vedvarende_lavinntekt"
"0128","innvandrere","1","prosent","2012","23.5","vedvarende_lavinntekt"
"0135","innvandrere","1","prosent","2012","18.0","vedvarende_lavinntekt"
"0136","innvandrere","1","prosent","2012","16.3","vedvarende_lavinntekt"
"0137","innvandrere","1","prosent","2012","19.6","vedvarende_lavinntekt"
"0138","innvandrere","1","prosent","2012","17.0","vedvarende_lavinntekt"
"0211","innvandrere","1","prosent","2012","10.3","vedvarende_lavinntekt"
"0213","innvandrere","1","prosent","2012","14.9","vedvarende_lavinntekt"
"0214","innvandrere","1","prosent","2012","18.4","vedvarende_lavinntekt"
"0215","innvandrere","1","prosent","2012","15.5","vedvarende_lavinntekt"
"0216","innvandrere","1","prosent","2012","12.2","vedvarende_lavinntekt"
"0217","innvandrere","1","prosent","2012","9.0","vedvarende_lavinntekt"
"0219","innvandrere","1","prosent","2012","16.1","vedvarende_lavinntekt"
"0220","innvandrere","1","prosent","2012","16.4","vedvarende_lavinntekt"
"0221","innvandrere","1","prosent","2012","22.2","vedvarende_lavinntekt"
"0226","innvandrere","1","prosent","2012","19.7","vedvarende_lavinntekt"
"0227","innvandrere","1","prosent","2012","18.5","vedvarende_lavinntekt"
"0228","innvandrere","1","prosent","2012","14.4","vedvarende_lavinntekt"
"0229","innvandrere","1","prosent","2012","15.5","vedvarende_lavinntekt"
"0230","innvandrere","1","prosent","2012","14.9","vedvarende_lavinntekt"
"0231","innvandrere","1","prosent","2012","17.8","vedvarende_lavinntekt"
"0233","innvandrere","1","prosent","2012","14.8","vedvarende_lavinntekt"
"0234","innvandrere","1","prosent","2012","12.8","vedvarende_lavinntekt"
"0235","innvandrere","1","prosent","2012","15.1","vedvarende_lavinntekt"
"0236","innvandrere","1","prosent","2012","15.1","vedvarende_lavinntekt"
"0237","innvandrere","1","prosent","2012","14.5","vedvarende_lavinntekt"
"0238","innvandrere","1","prosent","2012","18.8","vedvarende_lavinntekt"
"0239","innvandrere","1","prosent","2012","13.0","vedvarende_lavinntekt"
"0301","innvandrere","1","prosent","2012","19.3","vedvarende_lavinntekt"
"0402","innvandrere","1","prosent","2012","16.6","vedvarende_lavinntekt"
"0403","innvandrere","1","prosent","2012","15.5","vedvarende_lavinntekt"
"0412","innvandrere","1","prosent","2012","20.5","vedvarende_lavinntekt"
"0415","innvandrere","1","prosent","2012","26.1","vedvarende_lavinntekt"
"0417","innvandrere","1","prosent","2012","24.6","vedvarende_lavinntekt"
"0418","innvandrere","1","prosent","2012","35.5","vedvarende_lavinntekt"
"0419","innvandrere","1","prosent","2012","27.9","vedvarende_lavinntekt"
"0420","innvandrere","1","prosent","2012","17.9","vedvarende_lavinntekt"
"0423","innvandrere","1","prosent","2012","25.0","vedvarende_lavinntekt"
"0425","innvandrere","1","prosent","2012","26.8","vedvarende_lavinntekt"
"0426","innvandrere","1","prosent","2012","24.3","vedvarende_lavinntekt"
"0427","innvandrere","1","prosent","2012","23.4","vedvarende_lavinntekt"
"0428","innvandrere","1","prosent","2012","18.1","vedvarende_lavinntekt"
"0429","innvandrere","1","prosent","2012","31.0","vedvarende_lavinntekt"
"0430","innvandrere","1","prosent","2012","31.8","vedvarende_lavinntekt"
"0432","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0434","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0436","innvandrere","1","prosent","2012","29.7","vedvarende_lavinntekt"
"0437","innvandrere","1","prosent","2012","19.9","vedvarende_lavinntekt"
"0438","innvandrere","1","prosent","2012","19.6","vedvarende_lavinntekt"
"0439","innvandrere","1","prosent","2012","30.8","vedvarende_lavinntekt"
"0441","innvandrere","1","prosent","2012","20.0","vedvarende_lavinntekt"
"0501","innvandrere","1","prosent","2012","15.9","vedvarende_lavinntekt"
"0502","innvandrere","1","prosent","2012","18.4","vedvarende_lavinntekt"
"0511","innvandrere","1","prosent","2012","37.9","vedvarende_lavinntekt"
"0512","innvandrere","1","prosent","2012","46.3","vedvarende_lavinntekt"
"0513","innvandrere","1","prosent","2012","31.4","vedvarende_lavinntekt"
"0514","innvandrere","1","prosent","2012","30.0","vedvarende_lavinntekt"
"0515","innvandrere","1","prosent","2012","30.4","vedvarende_lavinntekt"
"0516","innvandrere","1","prosent","2012","27.5","vedvarende_lavinntekt"
"0517","innvandrere","1","prosent","2012","22.7","vedvarende_lavinntekt"
"0519","innvandrere","1","prosent","2012","26.0","vedvarende_lavinntekt"
"0520","innvandrere","1","prosent","2012","34.6","vedvarende_lavinntekt"
"0521","innvandrere","1","prosent","2012","25.9","vedvarende_lavinntekt"
"0522","innvandrere","1","prosent","2012","34.8","vedvarende_lavinntekt"
"0528","innvandrere","1","prosent","2012","22.2","vedvarende_lavinntekt"
"0529","innvandrere","1","prosent","2012","14.5","vedvarende_lavinntekt"
"0532","innvandrere","1","prosent","2012","18.6","vedvarende_lavinntekt"
"0533","innvandrere","1","prosent","2012","22.2","vedvarende_lavinntekt"
"0534","innvandrere","1","prosent","2012","24.5","vedvarende_lavinntekt"
"0536","innvandrere","1","prosent","2012","33.1","vedvarende_lavinntekt"
"0538","innvandrere","1","prosent","2012","28.6","vedvarende_lavinntekt"
"0540","innvandrere","1","prosent","2012","31.4","vedvarende_lavinntekt"
"0541","innvandrere","1","prosent","2012","45.0","vedvarende_lavinntekt"
"0542","innvandrere","1","prosent","2012","34.3","vedvarende_lavinntekt"
"0543","innvandrere","1","prosent","2012","31.7","vedvarende_lavinntekt"
"0544","innvandrere","1","prosent","2012","28.7","vedvarende_lavinntekt"
"0545","innvandrere","1","prosent","2012","39.8","vedvarende_lavinntekt"
"0602","innvandrere","1","prosent","2012","18.5","vedvarende_lavinntekt"
"0604","innvandrere","1","prosent","2012","14.3","vedvarende_lavinntekt"
"0605","innvandrere","1","prosent","2012","23.7","vedvarende_lavinntekt"
"0612","innvandrere","1","prosent","2012","19.8","vedvarende_lavinntekt"
"0615","innvandrere","1","prosent","2012","37.2","vedvarende_lavinntekt"
"0616","innvandrere","1","prosent","2012","23.1","vedvarende_lavinntekt"
"0617","innvandrere","1","prosent","2012","17.2","vedvarende_lavinntekt"
"0618","innvandrere","1","prosent","2012","20.8","vedvarende_lavinntekt"
"0619","innvandrere","1","prosent","2012","29.7","vedvarende_lavinntekt"
"0620","innvandrere","1","prosent","2012","20.6","vedvarende_lavinntekt"
"0621","innvandrere","1","prosent","2012","38.5","vedvarende_lavinntekt"
"0622","innvandrere","1","prosent","2012","29.4","vedvarende_lavinntekt"
"0623","innvandrere","1","prosent","2012","17.4","vedvarende_lavinntekt"
"0624","innvandrere","1","prosent","2012","19.1","vedvarende_lavinntekt"
"0625","innvandrere","1","prosent","2012","13.4","vedvarende_lavinntekt"
"0626","innvandrere","1","prosent","2012","17.2","vedvarende_lavinntekt"
"0627","innvandrere","1","prosent","2012","13.6","vedvarende_lavinntekt"
"0628","innvandrere","1","prosent","2012","13.5","vedvarende_lavinntekt"
"0631","innvandrere","1","prosent","2012","13.8","vedvarende_lavinntekt"
"0632","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0633","innvandrere","1","prosent","2012","35.1","vedvarende_lavinntekt"
"0701","innvandrere","1","prosent","2012","19.1","vedvarende_lavinntekt"
"0702","innvandrere","1","prosent","2012","17.6","vedvarende_lavinntekt"
"0704","innvandrere","1","prosent","2012","21.0","vedvarende_lavinntekt"
"0706","innvandrere","1","prosent","2012","19.8","vedvarende_lavinntekt"
"0709","innvandrere","1","prosent","2012","17.6","vedvarende_lavinntekt"
"0711","innvandrere","1","prosent","2012","18.0","vedvarende_lavinntekt"
"0713","innvandrere","1","prosent","2012","17.2","vedvarende_lavinntekt"
"0714","innvandrere","1","prosent","2012","21.4","vedvarende_lavinntekt"
"0716","innvandrere","1","prosent","2012","16.4","vedvarende_lavinntekt"
"0719","innvandrere","1","prosent","2012","28.5","vedvarende_lavinntekt"
"0720","innvandrere","1","prosent","2012","23.2","vedvarende_lavinntekt"
"0722","innvandrere","1","prosent","2012","17.9","vedvarende_lavinntekt"
"0723","innvandrere","1","prosent","2012","26.7","vedvarende_lavinntekt"
"0728","innvandrere","1","prosent","2012","19.0","vedvarende_lavinntekt"
"0805","innvandrere","1","prosent","2012","18.8","vedvarende_lavinntekt"
"0806","innvandrere","1","prosent","2012","20.1","vedvarende_lavinntekt"
"0807","innvandrere","1","prosent","2012","25.6","vedvarende_lavinntekt"
"0811","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0814","innvandrere","1","prosent","2012","13.9","vedvarende_lavinntekt"
"0815","innvandrere","1","prosent","2012","22.0","vedvarende_lavinntekt"
"0817","innvandrere","1","prosent","2012","26.3","vedvarende_lavinntekt"
"0819","innvandrere","1","prosent","2012","13.9","vedvarende_lavinntekt"
"0821","innvandrere","1","prosent","2012","40.6","vedvarende_lavinntekt"
"0822","innvandrere","1","prosent","2012","27.4","vedvarende_lavinntekt"
"0826","innvandrere","1","prosent","2012","25.9","vedvarende_lavinntekt"
"0827","innvandrere","1","prosent","2012","39.3","vedvarende_lavinntekt"
"0828","innvandrere","1","prosent","2012","14.3","vedvarende_lavinntekt"
"0829","innvandrere","1","prosent","2012","37.4","vedvarende_lavinntekt"
"0830","innvandrere","1","prosent","2012","27.7","vedvarende_lavinntekt"
"0831","innvandrere","1","prosent","2012","22.5","vedvarende_lavinntekt"
"0833","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0834","innvandrere","1","prosent","2012","22.9","vedvarende_lavinntekt"
"0901","innvandrere","1","prosent","2012","28.0","vedvarende_lavinntekt"
"0904","innvandrere","1","prosent","2012","21.0","vedvarende_lavinntekt"
"0906","innvandrere","1","prosent","2012","23.6","vedvarende_lavinntekt"
"0911","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0912","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0914","innvandrere","1","prosent","2012","32.5","vedvarende_lavinntekt"
"0919","innvandrere","1","prosent","2012","25.3","vedvarende_lavinntekt"
"0926","innvandrere","1","prosent","2012","13.5","vedvarende_lavinntekt"
"0928","innvandrere","1","prosent","2012","12.0","vedvarende_lavinntekt"
"0929","innvandrere","1","prosent","2012","40.2","vedvarende_lavinntekt"
"0935","innvandrere","1","prosent","2012","44.9","vedvarende_lavinntekt"
"0937","innvandrere","1","prosent","2012","34.4","vedvarende_lavinntekt"
"0938","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0940","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"0941","innvandrere","1","prosent","2012","19.7","vedvarende_lavinntekt"
"1001","innvandrere","1","prosent","2012","16.7","vedvarende_lavinntekt"
"1002","innvandrere","1","prosent","2012","18.6","vedvarende_lavinntekt"
"1003","innvandrere","1","prosent","2012","24.0","vedvarende_lavinntekt"
"1004","innvandrere","1","prosent","2012","15.6","vedvarende_lavinntekt"
"1014","innvandrere","1","prosent","2012","20.5","vedvarende_lavinntekt"
"1017","innvandrere","1","prosent","2012","18.8","vedvarende_lavinntekt"
"1018","innvandrere","1","prosent","2012","19.6","vedvarende_lavinntekt"
"1021","innvandrere","1","prosent","2012","23.6","vedvarende_lavinntekt"
"1026","innvandrere","1","prosent","2012","34.1","vedvarende_lavinntekt"
"1027","innvandrere","1","prosent","2012","21.5","vedvarende_lavinntekt"
"1029","innvandrere","1","prosent","2012","23.9","vedvarende_lavinntekt"
"1032","innvandrere","1","prosent","2012","24.4","vedvarende_lavinntekt"
"1034","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1037","innvandrere","1","prosent","2012","21.2","vedvarende_lavinntekt"
"1046","innvandrere","1","prosent","2012","14.3","vedvarende_lavinntekt"
"1101","innvandrere","1","prosent","2012","10.3","vedvarende_lavinntekt"
"1102","innvandrere","1","prosent","2012","12.6","vedvarende_lavinntekt"
"1103","innvandrere","1","prosent","2012","11.6","vedvarende_lavinntekt"
"1106","innvandrere","1","prosent","2012","22.0","vedvarende_lavinntekt"
"1111","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1112","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1114","innvandrere","1","prosent","2012","17.8","vedvarende_lavinntekt"
"1119","innvandrere","1","prosent","2012","15.6","vedvarende_lavinntekt"
"1120","innvandrere","1","prosent","2012","16.3","vedvarende_lavinntekt"
"1121","innvandrere","1","prosent","2012","11.5","vedvarende_lavinntekt"
"1122","innvandrere","1","prosent","2012","8.1","vedvarende_lavinntekt"
"1124","innvandrere","1","prosent","2012","12.3","vedvarende_lavinntekt"
"1127","innvandrere","1","prosent","2012","15.0","vedvarende_lavinntekt"
"1129","innvandrere","1","prosent","2012","21.0","vedvarende_lavinntekt"
"1130","innvandrere","1","prosent","2012","17.3","vedvarende_lavinntekt"
"1133","innvandrere","1","prosent","2012","16.8","vedvarende_lavinntekt"
"1134","innvandrere","1","prosent","2012","9.6","vedvarende_lavinntekt"
"1135","innvandrere","1","prosent","2012","21.2","vedvarende_lavinntekt"
"1141","innvandrere","1","prosent","2012","20.2","vedvarende_lavinntekt"
"1142","innvandrere","1","prosent","2012","15.2","vedvarende_lavinntekt"
"1144","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1145","innvandrere","1","prosent","2012","41.7","vedvarende_lavinntekt"
"1146","innvandrere","1","prosent","2012","13.6","vedvarende_lavinntekt"
"1149","innvandrere","1","prosent","2012","18.6","vedvarende_lavinntekt"
"1151","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1160","innvandrere","1","prosent","2012","19.4","vedvarende_lavinntekt"
"1201","innvandrere","1","prosent","2012","18.1","vedvarende_lavinntekt"
"1211","innvandrere","1","prosent","2012","22.3","vedvarende_lavinntekt"
"1216","innvandrere","1","prosent","2012","18.8","vedvarende_lavinntekt"
"1219","innvandrere","1","prosent","2012","13.4","vedvarende_lavinntekt"
"1221","innvandrere","1","prosent","2012","13.6","vedvarende_lavinntekt"
"1222","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1223","innvandrere","1","prosent","2012","25.0","vedvarende_lavinntekt"
"1224","innvandrere","1","prosent","2012","23.3","vedvarende_lavinntekt"
"1227","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1228","innvandrere","1","prosent","2012","12.7","vedvarende_lavinntekt"
"1231","innvandrere","1","prosent","2012","12.7","vedvarende_lavinntekt"
"1232","innvandrere","1","prosent","2012","26.7","vedvarende_lavinntekt"
"1233","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1234","innvandrere","1","prosent","2012","26.2","vedvarende_lavinntekt"
"1235","innvandrere","1","prosent","2012","26.3","vedvarende_lavinntekt"
"1238","innvandrere","1","prosent","2012","25.0","vedvarende_lavinntekt"
"1241","innvandrere","1","prosent","2012","18.5","vedvarende_lavinntekt"
"1242","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1243","innvandrere","1","prosent","2012","20.2","vedvarende_lavinntekt"
"1244","innvandrere","1","prosent","2012","20.2","vedvarende_lavinntekt"
"1245","innvandrere","1","prosent","2012","16.0","vedvarende_lavinntekt"
"1246","innvandrere","1","prosent","2012","15.4","vedvarende_lavinntekt"
"1247","innvandrere","1","prosent","2012","14.8","vedvarende_lavinntekt"
"1251","innvandrere","1","prosent","2012","18.6","vedvarende_lavinntekt"
"1252","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1253","innvandrere","1","prosent","2012","17.8","vedvarende_lavinntekt"
"1256","innvandrere","1","prosent","2012","16.9","vedvarende_lavinntekt"
"1259","innvandrere","1","prosent","2012","11.1","vedvarende_lavinntekt"
"1260","innvandrere","1","prosent","2012","17.8","vedvarende_lavinntekt"
"1263","innvandrere","1","prosent","2012","18.4","vedvarende_lavinntekt"
"1264","innvandrere","1","prosent","2012","10.8","vedvarende_lavinntekt"
"1265","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1266","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1401","innvandrere","1","prosent","2012","14.8","vedvarende_lavinntekt"
"1411","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1412","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1413","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1416","innvandrere","1","prosent","2012","21.1","vedvarende_lavinntekt"
"1417","innvandrere","1","prosent","2012","25.0","vedvarende_lavinntekt"
"1418","innvandrere","1","prosent","2012","14.3","vedvarende_lavinntekt"
"1419","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1420","innvandrere","1","prosent","2012","20.5","vedvarende_lavinntekt"
"1421","innvandrere","1","prosent","2012","23.8","vedvarende_lavinntekt"
"1422","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1424","innvandrere","1","prosent","2012","14.2","vedvarende_lavinntekt"
"1426","innvandrere","1","prosent","2012","16.9","vedvarende_lavinntekt"
"1428","innvandrere","1","prosent","2012","28.6","vedvarende_lavinntekt"
"1429","innvandrere","1","prosent","2012","39.3","vedvarende_lavinntekt"
"1430","innvandrere","1","prosent","2012","20.8","vedvarende_lavinntekt"
"1431","innvandrere","1","prosent","2012","15.4","vedvarende_lavinntekt"
"1432","innvandrere","1","prosent","2012","12.5","vedvarende_lavinntekt"
"1433","innvandrere","1","prosent","2012","20.7","vedvarende_lavinntekt"
"1438","innvandrere","1","prosent","2012","14.3","vedvarende_lavinntekt"
"1439","innvandrere","1","prosent","2012","24.1","vedvarende_lavinntekt"
"1441","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1443","innvandrere","1","prosent","2012","16.0","vedvarende_lavinntekt"
"1444","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1445","innvandrere","1","prosent","2012","18.8","vedvarende_lavinntekt"
"1449","innvandrere","1","prosent","2012","12.5","vedvarende_lavinntekt"
"1502","innvandrere","1","prosent","2012","17.2","vedvarende_lavinntekt"
"1504","innvandrere","1","prosent","2012","20.3","vedvarende_lavinntekt"
"1505","innvandrere","1","prosent","2012","22.0","vedvarende_lavinntekt"
"1511","innvandrere","1","prosent","2012","33.8","vedvarende_lavinntekt"
"1514","innvandrere","1","prosent","2012","23.9","vedvarende_lavinntekt"
"1515","innvandrere","1","prosent","2012","22.5","vedvarende_lavinntekt"
"1516","innvandrere","1","prosent","2012","11.8","vedvarende_lavinntekt"
"1517","innvandrere","1","prosent","2012","20.1","vedvarende_lavinntekt"
"1519","innvandrere","1","prosent","2012","21.5","vedvarende_lavinntekt"
"1520","innvandrere","1","prosent","2012","20.0","vedvarende_lavinntekt"
"1523","innvandrere","1","prosent","2012","22.5","vedvarende_lavinntekt"
"1524","innvandrere","1","prosent","2012","12.6","vedvarende_lavinntekt"
"1525","innvandrere","1","prosent","2012","15.8","vedvarende_lavinntekt"
"1526","innvandrere","1","prosent","2012","34.0","vedvarende_lavinntekt"
"1528","innvandrere","1","prosent","2012","14.8","vedvarende_lavinntekt"
"1529","innvandrere","1","prosent","2012","16.0","vedvarende_lavinntekt"
"1531","innvandrere","1","prosent","2012","18.9","vedvarende_lavinntekt"
"1532","innvandrere","1","prosent","2012","17.9","vedvarende_lavinntekt"
"1534","innvandrere","1","prosent","2012","14.6","vedvarende_lavinntekt"
"1535","innvandrere","1","prosent","2012","20.6","vedvarende_lavinntekt"
"1539","innvandrere","1","prosent","2012","14.7","vedvarende_lavinntekt"
"1543","innvandrere","1","prosent","2012","19.7","vedvarende_lavinntekt"
"1545","innvandrere","1","prosent","2012","23.5","vedvarende_lavinntekt"
"1546","innvandrere","1","prosent","2012","34.7","vedvarende_lavinntekt"
"1547","innvandrere","1","prosent","2012","16.0","vedvarende_lavinntekt"
"1548","innvandrere","1","prosent","2012","29.1","vedvarende_lavinntekt"
"1551","innvandrere","1","prosent","2012","38.4","vedvarende_lavinntekt"
"1554","innvandrere","1","prosent","2012","19.5","vedvarende_lavinntekt"
"1557","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1560","innvandrere","1","prosent","2012","24.8","vedvarende_lavinntekt"
"1563","innvandrere","1","prosent","2012","10.6","vedvarende_lavinntekt"
"1566","innvandrere","1","prosent","2012","18.0","vedvarende_lavinntekt"
"1567","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1571","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1573","innvandrere","1","prosent","2012","28.6","vedvarende_lavinntekt"
"1576","innvandrere","1","prosent","2012","24.1","vedvarende_lavinntekt"
"1601","innvandrere","1","prosent","2012","17.8","vedvarende_lavinntekt"
"1612","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1613","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1617","innvandrere","1","prosent","2012","20.4","vedvarende_lavinntekt"
"1620","innvandrere","1","prosent","2012","16.4","vedvarende_lavinntekt"
"1621","innvandrere","1","prosent","2012","23.0","vedvarende_lavinntekt"
"1622","innvandrere","1","prosent","2012","38.2","vedvarende_lavinntekt"
"1624","innvandrere","1","prosent","2012","22.7","vedvarende_lavinntekt"
"1627","innvandrere","1","prosent","2012","14.3","vedvarende_lavinntekt"
"1630","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1632","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1633","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1634","innvandrere","1","prosent","2012","19.3","vedvarende_lavinntekt"
"1635","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1636","innvandrere","1","prosent","2012","39.2","vedvarende_lavinntekt"
"1638","innvandrere","1","prosent","2012","21.6","vedvarende_lavinntekt"
"1640","innvandrere","1","prosent","2012","13.0","vedvarende_lavinntekt"
"1644","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1648","innvandrere","1","prosent","2012","17.3","vedvarende_lavinntekt"
"1653","innvandrere","1","prosent","2012","19.7","vedvarende_lavinntekt"
"1657","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1662","innvandrere","1","prosent","2012","21.9","vedvarende_lavinntekt"
"1663","innvandrere","1","prosent","2012","17.1","vedvarende_lavinntekt"
"1664","innvandrere","1","prosent","2012","37.0","vedvarende_lavinntekt"
"1665","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1702","innvandrere","1","prosent","2012","31.9","vedvarende_lavinntekt"
"1703","innvandrere","1","prosent","2012","9.2","vedvarende_lavinntekt"
"1711","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1714","innvandrere","1","prosent","2012","14.6","vedvarende_lavinntekt"
"1717","innvandrere","1","prosent","2012","49.4","vedvarende_lavinntekt"
"1718","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1719","innvandrere","1","prosent","2012","18.9","vedvarende_lavinntekt"
"1721","innvandrere","1","prosent","2012","17.8","vedvarende_lavinntekt"
"1724","innvandrere","1","prosent","2012","19.5","vedvarende_lavinntekt"
"1725","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1736","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1738","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1739","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1740","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1742","innvandrere","1","prosent","2012","20.9","vedvarende_lavinntekt"
"1743","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1744","innvandrere","1","prosent","2012","26.7","vedvarende_lavinntekt"
"1748","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1749","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1750","innvandrere","1","prosent","2012","18.2","vedvarende_lavinntekt"
"1751","innvandrere","1","prosent","2012","32.2","vedvarende_lavinntekt"
"1755","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1756","innvandrere","1","prosent","2012","23.1","vedvarende_lavinntekt"
"1804","innvandrere","1","prosent","2012","14.0","vedvarende_lavinntekt"
"1805","innvandrere","1","prosent","2012","13.5","vedvarende_lavinntekt"
"1811","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1812","innvandrere","1","prosent","2012","37.5","vedvarende_lavinntekt"
"1813","innvandrere","1","prosent","2012","23.0","vedvarende_lavinntekt"
"1815","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1816","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1818","innvandrere","1","prosent","2012","22.8","vedvarende_lavinntekt"
"1820","innvandrere","1","prosent","2012","18.0","vedvarende_lavinntekt"
