"aar","bydel_nr","vreg_2","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
2014,"NULL","1","0","personer","523","befolkning_verdensregion_2","NULL","75","NULL"
2014,"NULL","1","1","personer","652","befolkning_verdensregion_2","NULL","75","NULL"
2014,"NULL","1","alle","personer","1175","befolkning_verdensregion_2","NULL","75","NULL"
2014,"NULL","2","0","personer","527","befolkning_verdensregion_2","NULL","75","NULL"
2014,"NULL","2","1","personer","481","befolkning_verdensregion_2","NULL","75","NULL"
2014,"NULL","2","alle","personer","1008","befolkning_verdensregion_2","NULL","75","NULL"
2014,"NULL","1","0","personer","526","befolkning_verdensregion_2","NULL","76","NULL"
2014,"NULL","1","1","personer","651","befolkning_verdensregion_2","NULL","76","NULL"
2014,"NULL","1","alle","personer","1177","befolkning_verdensregion_2","NULL","76","NULL"
2014,"NULL","2","0","personer","826","befolkning_verdensregion_2","NULL","76","NULL"
2014,"NULL","2","1","personer","678","befolkning_verdensregion_2","NULL","76","NULL"
2014,"NULL","2","alle","personer","1504","befolkning_verdensregion_2","NULL","76","NULL"
2014,"NULL","1","0","personer","468","befolkning_verdensregion_2","NULL","77","NULL"
2014,"NULL","1","1","personer","648","befolkning_verdensregion_2","NULL","77","NULL"
2014,"NULL","1","alle","personer","1116","befolkning_verdensregion_2","NULL","77","NULL"
2014,"NULL","2","0","personer","907","befolkning_verdensregion_2","NULL","77","NULL"
2014,"NULL","2","1","personer","812","befolkning_verdensregion_2","NULL","77","NULL"
2014,"NULL","2","alle","personer","1719","befolkning_verdensregion_2","NULL","77","NULL"
2014,"NULL","1","0","personer","444","befolkning_verdensregion_2","NULL","78","NULL"
2014,"NULL","1","1","personer","516","befolkning_verdensregion_2","NULL","78","NULL"
2014,"NULL","1","alle","personer","960","befolkning_verdensregion_2","NULL","78","NULL"
2014,"NULL","2","0","personer","611","befolkning_verdensregion_2","NULL","78","NULL"
2014,"NULL","2","1","personer","451","befolkning_verdensregion_2","NULL","78","NULL"
2014,"NULL","2","alle","personer","1062","befolkning_verdensregion_2","NULL","78","NULL"
2014,"NULL","1","0","personer","1995","befolkning_verdensregion_2","NULL","79","NULL"
2014,"NULL","1","1","personer","2426","befolkning_verdensregion_2","NULL","79","NULL"
2014,"NULL","1","alle","personer","4421","befolkning_verdensregion_2","NULL","79","NULL"
2014,"NULL","2","0","personer","1866","befolkning_verdensregion_2","NULL","79","NULL"
2014,"NULL","2","1","personer","1684","befolkning_verdensregion_2","NULL","79","NULL"
2014,"NULL","2","alle","personer","3550","befolkning_verdensregion_2","NULL","79","NULL"
2014,"NULL","1","0","personer","234","befolkning_verdensregion_2","NULL","80","NULL"
2014,"NULL","1","1","personer","278","befolkning_verdensregion_2","NULL","80","NULL"
2014,"NULL","1","alle","personer","512","befolkning_verdensregion_2","NULL","80","NULL"
2014,"NULL","2","0","personer","216","befolkning_verdensregion_2","NULL","80","NULL"
2014,"NULL","2","1","personer","178","befolkning_verdensregion_2","NULL","80","NULL"
2014,"NULL","2","alle","personer","394","befolkning_verdensregion_2","NULL","80","NULL"
2014,"NULL","1","0","personer","854","befolkning_verdensregion_2","NULL","81","NULL"
2014,"NULL","1","1","personer","1288","befolkning_verdensregion_2","NULL","81","NULL"
2014,"NULL","1","alle","personer","2142","befolkning_verdensregion_2","NULL","81","NULL"
2014,"NULL","2","0","personer","1023","befolkning_verdensregion_2","NULL","81","NULL"
2014,"NULL","2","1","personer","785","befolkning_verdensregion_2","NULL","81","NULL"
2014,"NULL","2","alle","personer","1808","befolkning_verdensregion_2","NULL","81","NULL"
2014,"NULL","1","0","personer","341","befolkning_verdensregion_2","NULL","82","NULL"
2014,"NULL","1","1","personer","296","befolkning_verdensregion_2","NULL","82","NULL"
2014,"NULL","1","alle","personer","637","befolkning_verdensregion_2","NULL","82","NULL"
2014,"NULL","2","0","personer","262","befolkning_verdensregion_2","NULL","82","NULL"
2014,"NULL","2","1","personer","95","befolkning_verdensregion_2","NULL","82","NULL"
2014,"NULL","2","alle","personer","357","befolkning_verdensregion_2","NULL","82","NULL"
2014,"NULL","1","0","personer","723","befolkning_verdensregion_2","NULL","83","NULL"
2014,"NULL","1","1","personer","920","befolkning_verdensregion_2","NULL","83","NULL"
2014,"NULL","1","alle","personer","1643","befolkning_verdensregion_2","NULL","83","NULL"
2014,"NULL","2","0","personer","1010","befolkning_verdensregion_2","NULL","83","NULL"
2014,"NULL","2","1","personer","809","befolkning_verdensregion_2","NULL","83","NULL"
2014,"NULL","2","alle","personer","1819","befolkning_verdensregion_2","NULL","83","NULL"
2014,"NULL","1","0","personer","655","befolkning_verdensregion_2","NULL","NULL","0101"
2014,"NULL","1","1","personer","738","befolkning_verdensregion_2","NULL","NULL","0101"
2014,"NULL","1","alle","personer","1393","befolkning_verdensregion_2","NULL","NULL","0101"
2014,"NULL","2","0","personer","847","befolkning_verdensregion_2","NULL","NULL","0101"
2014,"NULL","2","1","personer","746","befolkning_verdensregion_2","NULL","NULL","0101"
2014,"NULL","2","alle","personer","1593","befolkning_verdensregion_2","NULL","NULL","0101"
2014,"NULL","1","0","personer","788","befolkning_verdensregion_2","NULL","NULL","0104"
2014,"NULL","1","1","personer","1063","befolkning_verdensregion_2","NULL","NULL","0104"
2014,"NULL","1","alle","personer","1851","befolkning_verdensregion_2","NULL","NULL","0104"
2014,"NULL","2","0","personer","1426","befolkning_verdensregion_2","NULL","NULL","0104"
2014,"NULL","2","1","personer","1290","befolkning_verdensregion_2","NULL","NULL","0104"
2014,"NULL","2","alle","personer","2716","befolkning_verdensregion_2","NULL","NULL","0104"
2014,"NULL","1","0","personer","1113","befolkning_verdensregion_2","NULL","NULL","0105"
2014,"NULL","1","1","personer","1578","befolkning_verdensregion_2","NULL","NULL","0105"
2014,"NULL","1","alle","personer","2691","befolkning_verdensregion_2","NULL","NULL","0105"
2014,"NULL","2","0","personer","2202","befolkning_verdensregion_2","NULL","NULL","0105"
2014,"NULL","2","1","personer","2026","befolkning_verdensregion_2","NULL","NULL","0105"
2014,"NULL","2","alle","personer","4228","befolkning_verdensregion_2","NULL","NULL","0105"
2014,"NULL","1","0","personer","1586","befolkning_verdensregion_2","NULL","NULL","0106"
2014,"NULL","1","1","personer","2184","befolkning_verdensregion_2","NULL","NULL","0106"
2014,"NULL","1","alle","personer","3770","befolkning_verdensregion_2","NULL","NULL","0106"
2014,"NULL","2","0","personer","2902","befolkning_verdensregion_2","NULL","NULL","0106"
2014,"NULL","2","1","personer","2730","befolkning_verdensregion_2","NULL","NULL","0106"
2014,"NULL","2","alle","personer","5632","befolkning_verdensregion_2","NULL","NULL","0106"
2014,"NULL","1","0","personer","61","befolkning_verdensregion_2","NULL","NULL","0111"
2014,"NULL","1","1","personer","69","befolkning_verdensregion_2","NULL","NULL","0111"
2014,"NULL","1","alle","personer","130","befolkning_verdensregion_2","NULL","NULL","0111"
2014,"NULL","2","0","personer","62","befolkning_verdensregion_2","NULL","NULL","0111"
2014,"NULL","2","1","personer","41","befolkning_verdensregion_2","NULL","NULL","0111"
2014,"NULL","2","alle","personer","103","befolkning_verdensregion_2","NULL","NULL","0111"
2014,"NULL","1","0","personer","12","befolkning_verdensregion_2","NULL","NULL","0118"
2014,"NULL","1","1","personer","16","befolkning_verdensregion_2","NULL","NULL","0118"
2014,"NULL","1","alle","personer","28","befolkning_verdensregion_2","NULL","NULL","0118"
2014,"NULL","2","0","personer","12","befolkning_verdensregion_2","NULL","NULL","0118"
2014,"NULL","2","1","personer","0","befolkning_verdensregion_2","NULL","NULL","0118"
2014,"NULL","2","alle","personer","12","befolkning_verdensregion_2","NULL","NULL","0118"
2014,"NULL","1","0","personer","94","befolkning_verdensregion_2","NULL","NULL","0119"
2014,"NULL","1","1","personer","70","befolkning_verdensregion_2","NULL","NULL","0119"
2014,"NULL","1","alle","personer","164","befolkning_verdensregion_2","NULL","NULL","0119"
2014,"NULL","2","0","personer","54","befolkning_verdensregion_2","NULL","NULL","0119"
2014,"NULL","2","1","personer","51","befolkning_verdensregion_2","NULL","NULL","0119"
2014,"NULL","2","alle","personer","105","befolkning_verdensregion_2","NULL","NULL","0119"
2014,"NULL","1","0","personer","21","befolkning_verdensregion_2","NULL","NULL","0121"
2014,"NULL","1","1","personer","20","befolkning_verdensregion_2","NULL","NULL","0121"
2014,"NULL","1","alle","personer","41","befolkning_verdensregion_2","NULL","NULL","0121"
2014,"NULL","2","0","personer","3","befolkning_verdensregion_2","NULL","NULL","0121"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","0121"
2014,"NULL","2","alle","personer","6","befolkning_verdensregion_2","NULL","NULL","0121"
2014,"NULL","1","0","personer","130","befolkning_verdensregion_2","NULL","NULL","0122"
2014,"NULL","1","1","personer","206","befolkning_verdensregion_2","NULL","NULL","0122"
2014,"NULL","1","alle","personer","336","befolkning_verdensregion_2","NULL","NULL","0122"
2014,"NULL","2","0","personer","80","befolkning_verdensregion_2","NULL","NULL","0122"
2014,"NULL","2","1","personer","55","befolkning_verdensregion_2","NULL","NULL","0122"
2014,"NULL","2","alle","personer","135","befolkning_verdensregion_2","NULL","NULL","0122"
2014,"NULL","1","0","personer","110","befolkning_verdensregion_2","NULL","NULL","0123"
2014,"NULL","1","1","personer","163","befolkning_verdensregion_2","NULL","NULL","0123"
2014,"NULL","1","alle","personer","273","befolkning_verdensregion_2","NULL","NULL","0123"
2014,"NULL","2","0","personer","153","befolkning_verdensregion_2","NULL","NULL","0123"
2014,"NULL","2","1","personer","120","befolkning_verdensregion_2","NULL","NULL","0123"
2014,"NULL","2","alle","personer","273","befolkning_verdensregion_2","NULL","NULL","0123"
2014,"NULL","1","0","personer","372","befolkning_verdensregion_2","NULL","NULL","0124"
2014,"NULL","1","1","personer","526","befolkning_verdensregion_2","NULL","NULL","0124"
2014,"NULL","1","alle","personer","898","befolkning_verdensregion_2","NULL","NULL","0124"
2014,"NULL","2","0","personer","738","befolkning_verdensregion_2","NULL","NULL","0124"
2014,"NULL","2","1","personer","656","befolkning_verdensregion_2","NULL","NULL","0124"
2014,"NULL","2","alle","personer","1394","befolkning_verdensregion_2","NULL","NULL","0124"
2014,"NULL","1","0","personer","340","befolkning_verdensregion_2","NULL","NULL","0125"
2014,"NULL","1","1","personer","435","befolkning_verdensregion_2","NULL","NULL","0125"
2014,"NULL","1","alle","personer","775","befolkning_verdensregion_2","NULL","NULL","0125"
2014,"NULL","2","0","personer","361","befolkning_verdensregion_2","NULL","NULL","0125"
2014,"NULL","2","1","personer","333","befolkning_verdensregion_2","NULL","NULL","0125"
2014,"NULL","2","alle","personer","694","befolkning_verdensregion_2","NULL","NULL","0125"
2014,"NULL","1","0","personer","82","befolkning_verdensregion_2","NULL","NULL","0127"
2014,"NULL","1","1","personer","143","befolkning_verdensregion_2","NULL","NULL","0127"
2014,"NULL","1","alle","personer","225","befolkning_verdensregion_2","NULL","NULL","0127"
2014,"NULL","2","0","personer","68","befolkning_verdensregion_2","NULL","NULL","0127"
2014,"NULL","2","1","personer","42","befolkning_verdensregion_2","NULL","NULL","0127"
2014,"NULL","2","alle","personer","110","befolkning_verdensregion_2","NULL","NULL","0127"
2014,"NULL","1","0","personer","175","befolkning_verdensregion_2","NULL","NULL","0128"
2014,"NULL","1","1","personer","288","befolkning_verdensregion_2","NULL","NULL","0128"
2014,"NULL","1","alle","personer","463","befolkning_verdensregion_2","NULL","NULL","0128"
2014,"NULL","2","0","personer","208","befolkning_verdensregion_2","NULL","NULL","0128"
2014,"NULL","2","1","personer","187","befolkning_verdensregion_2","NULL","NULL","0128"
2014,"NULL","2","alle","personer","395","befolkning_verdensregion_2","NULL","NULL","0128"
2014,"NULL","1","0","personer","136","befolkning_verdensregion_2","NULL","NULL","0135"
2014,"NULL","1","1","personer","276","befolkning_verdensregion_2","NULL","NULL","0135"
2014,"NULL","1","alle","personer","412","befolkning_verdensregion_2","NULL","NULL","0135"
2014,"NULL","2","0","personer","113","befolkning_verdensregion_2","NULL","NULL","0135"
2014,"NULL","2","1","personer","92","befolkning_verdensregion_2","NULL","NULL","0135"
2014,"NULL","2","alle","personer","205","befolkning_verdensregion_2","NULL","NULL","0135"
2014,"NULL","1","0","personer","346","befolkning_verdensregion_2","NULL","NULL","0136"
2014,"NULL","1","1","personer","454","befolkning_verdensregion_2","NULL","NULL","0136"
2014,"NULL","1","alle","personer","800","befolkning_verdensregion_2","NULL","NULL","0136"
2014,"NULL","2","0","personer","362","befolkning_verdensregion_2","NULL","NULL","0136"
2014,"NULL","2","1","personer","291","befolkning_verdensregion_2","NULL","NULL","0136"
2014,"NULL","2","alle","personer","653","befolkning_verdensregion_2","NULL","NULL","0136"
2014,"NULL","1","0","personer","159","befolkning_verdensregion_2","NULL","NULL","0137"
2014,"NULL","1","1","personer","227","befolkning_verdensregion_2","NULL","NULL","0137"
2014,"NULL","1","alle","personer","386","befolkning_verdensregion_2","NULL","NULL","0137"
2014,"NULL","2","0","personer","68","befolkning_verdensregion_2","NULL","NULL","0137"
2014,"NULL","2","1","personer","48","befolkning_verdensregion_2","NULL","NULL","0137"
2014,"NULL","2","alle","personer","116","befolkning_verdensregion_2","NULL","NULL","0137"
2014,"NULL","1","0","personer","195","befolkning_verdensregion_2","NULL","NULL","0138"
2014,"NULL","1","1","personer","268","befolkning_verdensregion_2","NULL","NULL","0138"
2014,"NULL","1","alle","personer","463","befolkning_verdensregion_2","NULL","NULL","0138"
2014,"NULL","2","0","personer","130","befolkning_verdensregion_2","NULL","NULL","0138"
2014,"NULL","2","1","personer","87","befolkning_verdensregion_2","NULL","NULL","0138"
2014,"NULL","2","alle","personer","217","befolkning_verdensregion_2","NULL","NULL","0138"
2014,"NULL","1","0","personer","406","befolkning_verdensregion_2","NULL","NULL","0211"
2014,"NULL","1","1","personer","569","befolkning_verdensregion_2","NULL","NULL","0211"
2014,"NULL","1","alle","personer","975","befolkning_verdensregion_2","NULL","NULL","0211"
2014,"NULL","2","0","personer","499","befolkning_verdensregion_2","NULL","NULL","0211"
2014,"NULL","2","1","personer","428","befolkning_verdensregion_2","NULL","NULL","0211"
2014,"NULL","2","alle","personer","927","befolkning_verdensregion_2","NULL","NULL","0211"
2014,"NULL","1","0","personer","733","befolkning_verdensregion_2","NULL","NULL","0213"
2014,"NULL","1","1","personer","951","befolkning_verdensregion_2","NULL","NULL","0213"
2014,"NULL","1","alle","personer","1684","befolkning_verdensregion_2","NULL","NULL","0213"
2014,"NULL","2","0","personer","1045","befolkning_verdensregion_2","NULL","NULL","0213"
2014,"NULL","2","1","personer","943","befolkning_verdensregion_2","NULL","NULL","0213"
2014,"NULL","2","alle","personer","1988","befolkning_verdensregion_2","NULL","NULL","0213"
2014,"NULL","1","0","personer","610","befolkning_verdensregion_2","NULL","NULL","0214"
2014,"NULL","1","1","personer","847","befolkning_verdensregion_2","NULL","NULL","0214"
2014,"NULL","1","alle","personer","1457","befolkning_verdensregion_2","NULL","NULL","0214"
2014,"NULL","2","0","personer","719","befolkning_verdensregion_2","NULL","NULL","0214"
2014,"NULL","2","1","personer","781","befolkning_verdensregion_2","NULL","NULL","0214"
2014,"NULL","2","alle","personer","1500","befolkning_verdensregion_2","NULL","NULL","0214"
2014,"NULL","1","0","personer","452","befolkning_verdensregion_2","NULL","NULL","0215"
2014,"NULL","1","1","personer","478","befolkning_verdensregion_2","NULL","NULL","0215"
2014,"NULL","1","alle","personer","930","befolkning_verdensregion_2","NULL","NULL","0215"
2014,"NULL","2","0","personer","301","befolkning_verdensregion_2","NULL","NULL","0215"
2014,"NULL","2","1","personer","219","befolkning_verdensregion_2","NULL","NULL","0215"
2014,"NULL","2","alle","personer","520","befolkning_verdensregion_2","NULL","NULL","0215"
2014,"NULL","1","0","personer","654","befolkning_verdensregion_2","NULL","NULL","0216"
2014,"NULL","1","1","personer","703","befolkning_verdensregion_2","NULL","NULL","0216"
2014,"NULL","1","alle","personer","1357","befolkning_verdensregion_2","NULL","NULL","0216"
2014,"NULL","2","0","personer","407","befolkning_verdensregion_2","NULL","NULL","0216"
2014,"NULL","2","1","personer","324","befolkning_verdensregion_2","NULL","NULL","0216"
2014,"NULL","2","alle","personer","731","befolkning_verdensregion_2","NULL","NULL","0216"
2014,"NULL","1","0","personer","678","befolkning_verdensregion_2","NULL","NULL","0217"
2014,"NULL","1","1","personer","800","befolkning_verdensregion_2","NULL","NULL","0217"
2014,"NULL","1","alle","personer","1478","befolkning_verdensregion_2","NULL","NULL","0217"
2014,"NULL","2","0","personer","803","befolkning_verdensregion_2","NULL","NULL","0217"
2014,"NULL","2","1","personer","656","befolkning_verdensregion_2","NULL","NULL","0217"
2014,"NULL","2","alle","personer","1459","befolkning_verdensregion_2","NULL","NULL","0217"
2014,"NULL","1","0","personer","4512","befolkning_verdensregion_2","NULL","NULL","0219"
2014,"NULL","1","1","personer","5414","befolkning_verdensregion_2","NULL","NULL","0219"
2014,"NULL","1","alle","personer","9926","befolkning_verdensregion_2","NULL","NULL","0219"
2014,"NULL","2","0","personer","4895","befolkning_verdensregion_2","NULL","NULL","0219"
2014,"NULL","2","1","personer","3947","befolkning_verdensregion_2","NULL","NULL","0219"
2014,"NULL","2","alle","personer","8842","befolkning_verdensregion_2","NULL","NULL","0219"
2014,"NULL","1","0","personer","2202","befolkning_verdensregion_2","NULL","NULL","0220"
2014,"NULL","1","1","personer","2750","befolkning_verdensregion_2","NULL","NULL","0220"
2014,"NULL","1","alle","personer","4952","befolkning_verdensregion_2","NULL","NULL","0220"
2014,"NULL","2","0","personer","2111","befolkning_verdensregion_2","NULL","NULL","0220"
2014,"NULL","2","1","personer","1782","befolkning_verdensregion_2","NULL","NULL","0220"
2014,"NULL","2","alle","personer","3893","befolkning_verdensregion_2","NULL","NULL","0220"
2014,"NULL","1","0","personer","413","befolkning_verdensregion_2","NULL","NULL","0221"
2014,"NULL","1","1","personer","636","befolkning_verdensregion_2","NULL","NULL","0221"
2014,"NULL","1","alle","personer","1049","befolkning_verdensregion_2","NULL","NULL","0221"
2014,"NULL","2","0","personer","215","befolkning_verdensregion_2","NULL","NULL","0221"
2014,"NULL","2","1","personer","155","befolkning_verdensregion_2","NULL","NULL","0221"
2014,"NULL","2","alle","personer","370","befolkning_verdensregion_2","NULL","NULL","0221"
2014,"NULL","1","0","personer","526","befolkning_verdensregion_2","NULL","NULL","0226"
2014,"NULL","1","1","personer","823","befolkning_verdensregion_2","NULL","NULL","0226"
2014,"NULL","1","alle","personer","1349","befolkning_verdensregion_2","NULL","NULL","0226"
2014,"NULL","2","0","personer","444","befolkning_verdensregion_2","NULL","NULL","0226"
2014,"NULL","2","1","personer","376","befolkning_verdensregion_2","NULL","NULL","0226"
2014,"NULL","2","alle","personer","820","befolkning_verdensregion_2","NULL","NULL","0226"
2014,"NULL","1","0","personer","332","befolkning_verdensregion_2","NULL","NULL","0227"
2014,"NULL","1","1","personer","503","befolkning_verdensregion_2","NULL","NULL","0227"
2014,"NULL","1","alle","personer","835","befolkning_verdensregion_2","NULL","NULL","0227"
2014,"NULL","2","0","personer","239","befolkning_verdensregion_2","NULL","NULL","0227"
2014,"NULL","2","1","personer","200","befolkning_verdensregion_2","NULL","NULL","0227"
2014,"NULL","2","alle","personer","439","befolkning_verdensregion_2","NULL","NULL","0227"
2014,"NULL","1","0","personer","429","befolkning_verdensregion_2","NULL","NULL","0228"
2014,"NULL","1","1","personer","625","befolkning_verdensregion_2","NULL","NULL","0228"
2014,"NULL","1","alle","personer","1054","befolkning_verdensregion_2","NULL","NULL","0228"
2014,"NULL","2","0","personer","874","befolkning_verdensregion_2","NULL","NULL","0228"
2014,"NULL","2","1","personer","722","befolkning_verdensregion_2","NULL","NULL","0228"
2014,"NULL","2","alle","personer","1596","befolkning_verdensregion_2","NULL","NULL","0228"
2014,"NULL","1","0","personer","283","befolkning_verdensregion_2","NULL","NULL","0229"
2014,"NULL","1","1","personer","380","befolkning_verdensregion_2","NULL","NULL","0229"
2014,"NULL","1","alle","personer","663","befolkning_verdensregion_2","NULL","NULL","0229"
2014,"NULL","2","0","personer","259","befolkning_verdensregion_2","NULL","NULL","0229"
2014,"NULL","2","1","personer","223","befolkning_verdensregion_2","NULL","NULL","0229"
2014,"NULL","2","alle","personer","482","befolkning_verdensregion_2","NULL","NULL","0229"
2014,"NULL","1","0","personer","897","befolkning_verdensregion_2","NULL","NULL","0230"
2014,"NULL","1","1","personer","1418","befolkning_verdensregion_2","NULL","NULL","0230"
2014,"NULL","1","alle","personer","2315","befolkning_verdensregion_2","NULL","NULL","0230"
2014,"NULL","2","0","personer","1966","befolkning_verdensregion_2","NULL","NULL","0230"
2014,"NULL","2","1","personer","1826","befolkning_verdensregion_2","NULL","NULL","0230"
2014,"NULL","2","alle","personer","3792","befolkning_verdensregion_2","NULL","NULL","0230"
2014,"NULL","1","0","personer","1214","befolkning_verdensregion_2","NULL","NULL","0231"
2014,"NULL","1","1","personer","1889","befolkning_verdensregion_2","NULL","NULL","0231"
2014,"NULL","1","alle","personer","3103","befolkning_verdensregion_2","NULL","NULL","0231"
2014,"NULL","2","0","personer","3028","befolkning_verdensregion_2","NULL","NULL","0231"
2014,"NULL","2","1","personer","2764","befolkning_verdensregion_2","NULL","NULL","0231"
2014,"NULL","2","alle","personer","5792","befolkning_verdensregion_2","NULL","NULL","0231"
2014,"NULL","1","0","personer","541","befolkning_verdensregion_2","NULL","NULL","0233"
2014,"NULL","1","1","personer","856","befolkning_verdensregion_2","NULL","NULL","0233"
2014,"NULL","1","alle","personer","1397","befolkning_verdensregion_2","NULL","NULL","0233"
2014,"NULL","2","0","personer","606","befolkning_verdensregion_2","NULL","NULL","0233"
2014,"NULL","2","1","personer","480","befolkning_verdensregion_2","NULL","NULL","0233"
2014,"NULL","2","alle","personer","1086","befolkning_verdensregion_2","NULL","NULL","0233"
2014,"NULL","1","0","personer","171","befolkning_verdensregion_2","NULL","NULL","0234"
2014,"NULL","1","1","personer","369","befolkning_verdensregion_2","NULL","NULL","0234"
2014,"NULL","1","alle","personer","540","befolkning_verdensregion_2","NULL","NULL","0234"
2014,"NULL","2","0","personer","101","befolkning_verdensregion_2","NULL","NULL","0234"
2014,"NULL","2","1","personer","76","befolkning_verdensregion_2","NULL","NULL","0234"
2014,"NULL","2","alle","personer","177","befolkning_verdensregion_2","NULL","NULL","0234"
2014,"NULL","1","0","personer","1038","befolkning_verdensregion_2","NULL","NULL","0235"
2014,"NULL","1","1","personer","1467","befolkning_verdensregion_2","NULL","NULL","0235"
2014,"NULL","1","alle","personer","2505","befolkning_verdensregion_2","NULL","NULL","0235"
2014,"NULL","2","0","personer","1345","befolkning_verdensregion_2","NULL","NULL","0235"
2014,"NULL","2","1","personer","1153","befolkning_verdensregion_2","NULL","NULL","0235"
2014,"NULL","2","alle","personer","2498","befolkning_verdensregion_2","NULL","NULL","0235"
2014,"NULL","1","0","personer","448","befolkning_verdensregion_2","NULL","NULL","0236"
2014,"NULL","1","1","personer","619","befolkning_verdensregion_2","NULL","NULL","0236"
2014,"NULL","1","alle","personer","1067","befolkning_verdensregion_2","NULL","NULL","0236"
2014,"NULL","2","0","personer","457","befolkning_verdensregion_2","NULL","NULL","0236"
2014,"NULL","2","1","personer","319","befolkning_verdensregion_2","NULL","NULL","0236"
2014,"NULL","2","alle","personer","776","befolkning_verdensregion_2","NULL","NULL","0236"
2014,"NULL","1","0","personer","548","befolkning_verdensregion_2","NULL","NULL","0237"
2014,"NULL","1","1","personer","726","befolkning_verdensregion_2","NULL","NULL","0237"
2014,"NULL","1","alle","personer","1274","befolkning_verdensregion_2","NULL","NULL","0237"
2014,"NULL","2","0","personer","583","befolkning_verdensregion_2","NULL","NULL","0237"
2014,"NULL","2","1","personer","405","befolkning_verdensregion_2","NULL","NULL","0237"
2014,"NULL","2","alle","personer","988","befolkning_verdensregion_2","NULL","NULL","0237"
2014,"NULL","1","0","personer","347","befolkning_verdensregion_2","NULL","NULL","0238"
2014,"NULL","1","1","personer","587","befolkning_verdensregion_2","NULL","NULL","0238"
2014,"NULL","1","alle","personer","934","befolkning_verdensregion_2","NULL","NULL","0238"
2014,"NULL","2","0","personer","357","befolkning_verdensregion_2","NULL","NULL","0238"
2014,"NULL","2","1","personer","255","befolkning_verdensregion_2","NULL","NULL","0238"
2014,"NULL","2","alle","personer","612","befolkning_verdensregion_2","NULL","NULL","0238"
2014,"NULL","1","0","personer","62","befolkning_verdensregion_2","NULL","NULL","0239"
2014,"NULL","1","1","personer","74","befolkning_verdensregion_2","NULL","NULL","0239"
2014,"NULL","1","alle","personer","136","befolkning_verdensregion_2","NULL","NULL","0239"
2014,"NULL","2","0","personer","38","befolkning_verdensregion_2","NULL","NULL","0239"
2014,"NULL","2","1","personer","30","befolkning_verdensregion_2","NULL","NULL","0239"
2014,"NULL","2","alle","personer","68","befolkning_verdensregion_2","NULL","NULL","0239"
2014,"NULL","1","0","personer","25087","befolkning_verdensregion_2","NULL","NULL","0301"
2014,"NULL","1","1","personer","32461","befolkning_verdensregion_2","NULL","NULL","0301"
2014,"NULL","1","alle","personer","57548","befolkning_verdensregion_2","NULL","NULL","0301"
2014,"NULL","2","0","personer","47323","befolkning_verdensregion_2","NULL","NULL","0301"
2014,"NULL","2","1","personer","46851","befolkning_verdensregion_2","NULL","NULL","0301"
2014,"NULL","2","alle","personer","94174","befolkning_verdensregion_2","NULL","NULL","0301"
2014,"NULL","1","0","personer","310","befolkning_verdensregion_2","NULL","NULL","0402"
2014,"NULL","1","1","personer","358","befolkning_verdensregion_2","NULL","NULL","0402"
2014,"NULL","1","alle","personer","668","befolkning_verdensregion_2","NULL","NULL","0402"
2014,"NULL","2","0","personer","542","befolkning_verdensregion_2","NULL","NULL","0402"
2014,"NULL","2","1","personer","516","befolkning_verdensregion_2","NULL","NULL","0402"
2014,"NULL","2","alle","personer","1058","befolkning_verdensregion_2","NULL","NULL","0402"
2014,"NULL","1","0","personer","492","befolkning_verdensregion_2","NULL","NULL","0403"
2014,"NULL","1","1","personer","610","befolkning_verdensregion_2","NULL","NULL","0403"
2014,"NULL","1","alle","personer","1102","befolkning_verdensregion_2","NULL","NULL","0403"
2014,"NULL","2","0","personer","870","befolkning_verdensregion_2","NULL","NULL","0403"
2014,"NULL","2","1","personer","823","befolkning_verdensregion_2","NULL","NULL","0403"
2014,"NULL","2","alle","personer","1693","befolkning_verdensregion_2","NULL","NULL","0403"
2014,"NULL","1","0","personer","600","befolkning_verdensregion_2","NULL","NULL","0412"
2014,"NULL","1","1","personer","851","befolkning_verdensregion_2","NULL","NULL","0412"
2014,"NULL","1","alle","personer","1451","befolkning_verdensregion_2","NULL","NULL","0412"
2014,"NULL","2","0","personer","502","befolkning_verdensregion_2","NULL","NULL","0412"
2014,"NULL","2","1","personer","381","befolkning_verdensregion_2","NULL","NULL","0412"
2014,"NULL","2","alle","personer","883","befolkning_verdensregion_2","NULL","NULL","0412"
2014,"NULL","1","0","personer","112","befolkning_verdensregion_2","NULL","NULL","0415"
2014,"NULL","1","1","personer","150","befolkning_verdensregion_2","NULL","NULL","0415"
2014,"NULL","1","alle","personer","262","befolkning_verdensregion_2","NULL","NULL","0415"
2014,"NULL","2","0","personer","142","befolkning_verdensregion_2","NULL","NULL","0415"
2014,"NULL","2","1","personer","96","befolkning_verdensregion_2","NULL","NULL","0415"
2014,"NULL","2","alle","personer","238","befolkning_verdensregion_2","NULL","NULL","0415"
2014,"NULL","1","0","personer","358","befolkning_verdensregion_2","NULL","NULL","0417"
2014,"NULL","1","1","personer","381","befolkning_verdensregion_2","NULL","NULL","0417"
2014,"NULL","1","alle","personer","739","befolkning_verdensregion_2","NULL","NULL","0417"
2014,"NULL","2","0","personer","365","befolkning_verdensregion_2","NULL","NULL","0417"
