"tabell_navn","aar","kommune_nr","kjonn","enhet","vreg_3","tabellvariabel"
"befolkning_verdensregion_3",2015,"1420","alle","person","1",348
"befolkning_verdensregion_3",2015,"1421","0","person","1",72
"befolkning_verdensregion_3",2015,"1421","1","person","1",79
"befolkning_verdensregion_3",2015,"1421","alle","person","1",151
"befolkning_verdensregion_3",2015,"1422","0","person","1",62
"befolkning_verdensregion_3",2015,"1422","1","person","1",70
"befolkning_verdensregion_3",2015,"1422","alle","person","1",132
"befolkning_verdensregion_3",2015,"1424","0","person","1",121
"befolkning_verdensregion_3",2015,"1424","1","person","1",182
"befolkning_verdensregion_3",2015,"1424","alle","person","1",303
"befolkning_verdensregion_3",2015,"1426","0","person","1",99
"befolkning_verdensregion_3",2015,"1426","1","person","1",125
"befolkning_verdensregion_3",2015,"1426","alle","person","1",224
"befolkning_verdensregion_3",2015,"1428","0","person","1",54
"befolkning_verdensregion_3",2015,"1428","1","person","1",57
"befolkning_verdensregion_3",2015,"1428","alle","person","1",111
"befolkning_verdensregion_3",2015,"1429","0","person","1",94
"befolkning_verdensregion_3",2015,"1429","1","person","1",80
"befolkning_verdensregion_3",2015,"1429","alle","person","1",174
"befolkning_verdensregion_3",2015,"1430","0","person","1",75
"befolkning_verdensregion_3",2015,"1430","1","person","1",111
"befolkning_verdensregion_3",2015,"1430","alle","person","1",186
"befolkning_verdensregion_3",2015,"1431","0","person","1",45
"befolkning_verdensregion_3",2015,"1431","1","person","1",77
"befolkning_verdensregion_3",2015,"1431","alle","person","1",122
"befolkning_verdensregion_3",2015,"1432","0","person","1",257
"befolkning_verdensregion_3",2015,"1432","1","person","1",341
"befolkning_verdensregion_3",2015,"1432","alle","person","1",598
"befolkning_verdensregion_3",2015,"1433","0","person","1",46
"befolkning_verdensregion_3",2015,"1433","1","person","1",69
"befolkning_verdensregion_3",2015,"1433","alle","person","1",115
"befolkning_verdensregion_3",2015,"1438","0","person","1",149
"befolkning_verdensregion_3",2015,"1438","1","person","1",184
"befolkning_verdensregion_3",2015,"1438","alle","person","1",333
"befolkning_verdensregion_3",2015,"1439","0","person","1",165
"befolkning_verdensregion_3",2015,"1439","1","person","1",284
"befolkning_verdensregion_3",2015,"1439","alle","person","1",449
"befolkning_verdensregion_3",2015,"1441","0","person","1",47
"befolkning_verdensregion_3",2015,"1441","1","person","1",60
"befolkning_verdensregion_3",2015,"1441","alle","person","1",107
"befolkning_verdensregion_3",2015,"1443","0","person","1",116
"befolkning_verdensregion_3",2015,"1443","1","person","1",164
"befolkning_verdensregion_3",2015,"1443","alle","person","1",280
"befolkning_verdensregion_3",2015,"1444","0","person","1",29
"befolkning_verdensregion_3",2015,"1444","1","person","1",29
"befolkning_verdensregion_3",2015,"1444","alle","person","1",58
"befolkning_verdensregion_3",2015,"1445","0","person","1",102
"befolkning_verdensregion_3",2015,"1445","1","person","1",115
"befolkning_verdensregion_3",2015,"1445","alle","person","1",217
"befolkning_verdensregion_3",2015,"1449","0","person","1",309
"befolkning_verdensregion_3",2015,"1449","1","person","1",527
"befolkning_verdensregion_3",2015,"1449","alle","person","1",836
"befolkning_verdensregion_3",2015,"1502","0","person","1",573
"befolkning_verdensregion_3",2015,"1502","1","person","1",800
"befolkning_verdensregion_3",2015,"1502","alle","person","1",1373
"befolkning_verdensregion_3",2015,"1504","0","person","1",1264
"befolkning_verdensregion_3",2015,"1504","1","person","1",2032
"befolkning_verdensregion_3",2015,"1504","alle","person","1",3296
"befolkning_verdensregion_3",2015,"1505","0","person","1",543
"befolkning_verdensregion_3",2015,"1505","1","person","1",905
"befolkning_verdensregion_3",2015,"1505","alle","person","1",1448
"befolkning_verdensregion_3",2015,"1511","0","person","1",55
"befolkning_verdensregion_3",2015,"1511","1","person","1",72
"befolkning_verdensregion_3",2015,"1511","alle","person","1",127
"befolkning_verdensregion_3",2015,"1514","0","person","1",112
"befolkning_verdensregion_3",2015,"1514","1","person","1",270
"befolkning_verdensregion_3",2015,"1514","alle","person","1",382
"befolkning_verdensregion_3",2015,"1515","0","person","1",293
"befolkning_verdensregion_3",2015,"1515","1","person","1",386
"befolkning_verdensregion_3",2015,"1515","alle","person","1",679
"befolkning_verdensregion_3",2015,"1516","0","person","1",176
"befolkning_verdensregion_3",2015,"1516","1","person","1",590
"befolkning_verdensregion_3",2015,"1516","alle","person","1",766
"befolkning_verdensregion_3",2015,"1517","0","person","1",170
"befolkning_verdensregion_3",2015,"1517","1","person","1",270
"befolkning_verdensregion_3",2015,"1517","alle","person","1",440
"befolkning_verdensregion_3",2015,"1519","0","person","1",150
"befolkning_verdensregion_3",2015,"1519","1","person","1",179
"befolkning_verdensregion_3",2015,"1519","alle","person","1",329
"befolkning_verdensregion_3",2015,"1520","0","person","1",157
"befolkning_verdensregion_3",2015,"1520","1","person","1",261
"befolkning_verdensregion_3",2015,"1520","alle","person","1",418
"befolkning_verdensregion_3",2015,"1523","0","person","1",82
"befolkning_verdensregion_3",2015,"1523","1","person","1",127
"befolkning_verdensregion_3",2015,"1523","alle","person","1",209
"befolkning_verdensregion_3",2015,"1524","0","person","1",67
"befolkning_verdensregion_3",2015,"1524","1","person","1",64
"befolkning_verdensregion_3",2015,"1524","alle","person","1",131
"befolkning_verdensregion_3",2015,"1525","0","person","1",239
"befolkning_verdensregion_3",2015,"1525","1","person","1",315
"befolkning_verdensregion_3",2015,"1525","alle","person","1",554
"befolkning_verdensregion_3",2015,"1526","0","person","1",54
"befolkning_verdensregion_3",2015,"1526","1","person","1",70
"befolkning_verdensregion_3",2015,"1526","alle","person","1",124
"befolkning_verdensregion_3",2015,"1528","0","person","1",221
"befolkning_verdensregion_3",2015,"1528","1","person","1",282
"befolkning_verdensregion_3",2015,"1528","alle","person","1",503
"befolkning_verdensregion_3",2015,"1529","0","person","1",116
"befolkning_verdensregion_3",2015,"1529","1","person","1",175
"befolkning_verdensregion_3",2015,"1529","alle","person","1",291
"befolkning_verdensregion_3",2015,"1531","0","person","1",209
"befolkning_verdensregion_3",2015,"1531","1","person","1",418
"befolkning_verdensregion_3",2015,"1531","alle","person","1",627
"befolkning_verdensregion_3",2015,"1532","0","person","1",209
"befolkning_verdensregion_3",2015,"1532","1","person","1",342
"befolkning_verdensregion_3",2015,"1532","alle","person","1",551
"befolkning_verdensregion_3",2015,"1534","0","person","1",310
"befolkning_verdensregion_3",2015,"1534","1","person","1",481
"befolkning_verdensregion_3",2015,"1534","alle","person","1",791
"befolkning_verdensregion_3",2015,"1535","0","person","1",174
"befolkning_verdensregion_3",2015,"1535","1","person","1",343
"befolkning_verdensregion_3",2015,"1535","alle","person","1",517
"befolkning_verdensregion_3",2015,"1539","0","person","1",167
"befolkning_verdensregion_3",2015,"1539","1","person","1",243
"befolkning_verdensregion_3",2015,"1539","alle","person","1",410
"befolkning_verdensregion_3",2015,"1543","0","person","1",54
"befolkning_verdensregion_3",2015,"1543","1","person","1",72
"befolkning_verdensregion_3",2015,"1543","alle","person","1",126
"befolkning_verdensregion_3",2015,"1545","0","person","1",86
"befolkning_verdensregion_3",2015,"1545","1","person","1",113
"befolkning_verdensregion_3",2015,"1545","alle","person","1",199
"befolkning_verdensregion_3",2015,"1546","0","person","1",61
"befolkning_verdensregion_3",2015,"1546","1","person","1",71
"befolkning_verdensregion_3",2015,"1546","alle","person","1",132
"befolkning_verdensregion_3",2015,"1547","0","person","1",112
"befolkning_verdensregion_3",2015,"1547","1","person","1",151
"befolkning_verdensregion_3",2015,"1547","alle","person","1",263
"befolkning_verdensregion_3",2015,"1548","0","person","1",232
"befolkning_verdensregion_3",2015,"1548","1","person","1",338
"befolkning_verdensregion_3",2015,"1548","alle","person","1",570
"befolkning_verdensregion_3",2015,"1551","0","person","1",59
"befolkning_verdensregion_3",2015,"1551","1","person","1",96
"befolkning_verdensregion_3",2015,"1551","alle","person","1",155
"befolkning_verdensregion_3",2015,"1554","0","person","1",141
"befolkning_verdensregion_3",2015,"1554","1","person","1",214
"befolkning_verdensregion_3",2015,"1554","alle","person","1",355
"befolkning_verdensregion_3",2015,"1557","0","person","1",44
"befolkning_verdensregion_3",2015,"1557","1","person","1",72
"befolkning_verdensregion_3",2015,"1557","alle","person","1",116
"befolkning_verdensregion_3",2015,"1560","0","person","1",61
"befolkning_verdensregion_3",2015,"1560","1","person","1",80
"befolkning_verdensregion_3",2015,"1560","alle","person","1",141
"befolkning_verdensregion_3",2015,"1563","0","person","1",59
"befolkning_verdensregion_3",2015,"1563","1","person","1",79
"befolkning_verdensregion_3",2015,"1563","alle","person","1",138
"befolkning_verdensregion_3",2015,"1566","0","person","1",64
"befolkning_verdensregion_3",2015,"1566","1","person","1",93
"befolkning_verdensregion_3",2015,"1566","alle","person","1",157
"befolkning_verdensregion_3",2015,"1567","0","person","1",11
"befolkning_verdensregion_3",2015,"1567","1","person","1",17
"befolkning_verdensregion_3",2015,"1567","alle","person","1",28
"befolkning_verdensregion_3",2015,"1571","0","person","1",21
"befolkning_verdensregion_3",2015,"1571","1","person","1",31
"befolkning_verdensregion_3",2015,"1571","alle","person","1",52
"befolkning_verdensregion_3",2015,"1573","0","person","1",69
"befolkning_verdensregion_3",2015,"1573","1","person","1",88
"befolkning_verdensregion_3",2015,"1573","alle","person","1",157
"befolkning_verdensregion_3",2015,"1576","0","person","1",84
"befolkning_verdensregion_3",2015,"1576","1","person","1",118
"befolkning_verdensregion_3",2015,"1576","alle","person","1",202
"befolkning_verdensregion_3",2015,"1601","0","person","1",3723
"befolkning_verdensregion_3",2015,"1601","1","person","1",5461
"befolkning_verdensregion_3",2015,"1601","alle","person","1",9184
"befolkning_verdensregion_3",2015,"1612","0","person","1",39
"befolkning_verdensregion_3",2015,"1612","1","person","1",49
"befolkning_verdensregion_3",2015,"1612","alle","person","1",88
"befolkning_verdensregion_3",2015,"1613","0","person","1",12
"befolkning_verdensregion_3",2015,"1613","1","person","1",28
"befolkning_verdensregion_3",2015,"1613","alle","person","1",40
"befolkning_verdensregion_3",2015,"1617","0","person","1",228
"befolkning_verdensregion_3",2015,"1617","1","person","1",392
"befolkning_verdensregion_3",2015,"1617","alle","person","1",620
"befolkning_verdensregion_3",2015,"1620","0","person","1",292
"befolkning_verdensregion_3",2015,"1620","1","person","1",447
"befolkning_verdensregion_3",2015,"1620","alle","person","1",739
"befolkning_verdensregion_3",2015,"1621","0","person","1",62
"befolkning_verdensregion_3",2015,"1621","1","person","1",103
"befolkning_verdensregion_3",2015,"1621","alle","person","1",165
"befolkning_verdensregion_3",2015,"1622","0","person","1",40
"befolkning_verdensregion_3",2015,"1622","1","person","1",61
"befolkning_verdensregion_3",2015,"1622","alle","person","1",101
"befolkning_verdensregion_3",2015,"1624","0","person","1",116
"befolkning_verdensregion_3",2015,"1624","1","person","1",258
"befolkning_verdensregion_3",2015,"1624","alle","person","1",374
"befolkning_verdensregion_3",2015,"1627","0","person","1",62
"befolkning_verdensregion_3",2015,"1627","1","person","1",101
"befolkning_verdensregion_3",2015,"1627","alle","person","1",163
"befolkning_verdensregion_3",2015,"1630","0","person","1",36
"befolkning_verdensregion_3",2015,"1630","1","person","1",46
"befolkning_verdensregion_3",2015,"1630","alle","person","1",82
"befolkning_verdensregion_3",2015,"1632","0","person","1",28
"befolkning_verdensregion_3",2015,"1632","1","person","1",37
"befolkning_verdensregion_3",2015,"1632","alle","person","1",65
"befolkning_verdensregion_3",2015,"1633","0","person","1",13
"befolkning_verdensregion_3",2015,"1633","1","person","1",17
"befolkning_verdensregion_3",2015,"1633","alle","person","1",30
"befolkning_verdensregion_3",2015,"1634","0","person","1",124
"befolkning_verdensregion_3",2015,"1634","1","person","1",187
"befolkning_verdensregion_3",2015,"1634","alle","person","1",311
"befolkning_verdensregion_3",2015,"1635","0","person","1",28
"befolkning_verdensregion_3",2015,"1635","1","person","1",37
"befolkning_verdensregion_3",2015,"1635","alle","person","1",65
"befolkning_verdensregion_3",2015,"1636","0","person","1",58
"befolkning_verdensregion_3",2015,"1636","1","person","1",85
"befolkning_verdensregion_3",2015,"1636","alle","person","1",143
"befolkning_verdensregion_3",2015,"1638","0","person","1",132
"befolkning_verdensregion_3",2015,"1638","1","person","1",173
"befolkning_verdensregion_3",2015,"1638","alle","person","1",305
"befolkning_verdensregion_3",2015,"1640","0","person","1",111
"befolkning_verdensregion_3",2015,"1640","1","person","1",110
"befolkning_verdensregion_3",2015,"1640","alle","person","1",221
"befolkning_verdensregion_3",2015,"1644","0","person","1",33
"befolkning_verdensregion_3",2015,"1644","1","person","1",35
"befolkning_verdensregion_3",2015,"1644","alle","person","1",68
"befolkning_verdensregion_3",2015,"1648","0","person","1",311
"befolkning_verdensregion_3",2015,"1648","1","person","1",323
"befolkning_verdensregion_3",2015,"1648","alle","person","1",634
"befolkning_verdensregion_3",2015,"1653","0","person","1",190
"befolkning_verdensregion_3",2015,"1653","1","person","1",367
"befolkning_verdensregion_3",2015,"1653","alle","person","1",557
"befolkning_verdensregion_3",2015,"1657","0","person","1",79
"befolkning_verdensregion_3",2015,"1657","1","person","1",120
"befolkning_verdensregion_3",2015,"1657","alle","person","1",199
"befolkning_verdensregion_3",2015,"1662","0","person","1",103
"befolkning_verdensregion_3",2015,"1662","1","person","1",156
"befolkning_verdensregion_3",2015,"1662","alle","person","1",259
"befolkning_verdensregion_3",2015,"1663","0","person","1",259
"befolkning_verdensregion_3",2015,"1663","1","person","1",431
"befolkning_verdensregion_3",2015,"1663","alle","person","1",690
"befolkning_verdensregion_3",2015,"1664","0","person","1",61
"befolkning_verdensregion_3",2015,"1664","1","person","1",79
"befolkning_verdensregion_3",2015,"1664","alle","person","1",140
"befolkning_verdensregion_3",2015,"1665","0","person","1",17
"befolkning_verdensregion_3",2015,"1665","1","person","1",10
"befolkning_verdensregion_3",2015,"1665","alle","person","1",27
"befolkning_verdensregion_3",2015,"1702","0","person","1",243
"befolkning_verdensregion_3",2015,"1702","1","person","1",362
"befolkning_verdensregion_3",2015,"1702","alle","person","1",605
"befolkning_verdensregion_3",2015,"1703","0","person","1",144
"befolkning_verdensregion_3",2015,"1703","1","person","1",167
"befolkning_verdensregion_3",2015,"1703","alle","person","1",311
"befolkning_verdensregion_3",2015,"1711","0","person","1",44
"befolkning_verdensregion_3",2015,"1711","1","person","1",53
"befolkning_verdensregion_3",2015,"1711","alle","person","1",97
"befolkning_verdensregion_3",2015,"1714","0","person","1",209
"befolkning_verdensregion_3",2015,"1714","1","person","1",350
"befolkning_verdensregion_3",2015,"1714","alle","person","1",559
"befolkning_verdensregion_3",2015,"1717","0","person","1",68
"befolkning_verdensregion_3",2015,"1717","1","person","1",82
"befolkning_verdensregion_3",2015,"1717","alle","person","1",150
"befolkning_verdensregion_3",2015,"1718","0","person","1",36
"befolkning_verdensregion_3",2015,"1718","1","person","1",57
"befolkning_verdensregion_3",2015,"1718","alle","person","1",93
"befolkning_verdensregion_3",2015,"1719","0","person","1",286
"befolkning_verdensregion_3",2015,"1719","1","person","1",399
"befolkning_verdensregion_3",2015,"1719","alle","person","1",685
"befolkning_verdensregion_3",2015,"1721","0","person","1",105
"befolkning_verdensregion_3",2015,"1721","1","person","1",359
"befolkning_verdensregion_3",2015,"1721","alle","person","1",464
"befolkning_verdensregion_3",2015,"1724","0","person","1",41
"befolkning_verdensregion_3",2015,"1724","1","person","1",113
"befolkning_verdensregion_3",2015,"1724","alle","person","1",154
"befolkning_verdensregion_3",2015,"1725","0","person","1",16
"befolkning_verdensregion_3",2015,"1725","1","person","1",21
"befolkning_verdensregion_3",2015,"1725","alle","person","1",37
"befolkning_verdensregion_3",2015,"1736","0","person","1",35
"befolkning_verdensregion_3",2015,"1736","1","person","1",23
"befolkning_verdensregion_3",2015,"1736","alle","person","1",58
"befolkning_verdensregion_3",2015,"1738","0","person","1",48
"befolkning_verdensregion_3",2015,"1738","1","person","1",31
"befolkning_verdensregion_3",2015,"1738","alle","person","1",79
"befolkning_verdensregion_3",2015,"1739","0","person","1",13
"befolkning_verdensregion_3",2015,"1739","1","person","1",15
"befolkning_verdensregion_3",2015,"1739","alle","person","1",28
"befolkning_verdensregion_3",2015,"1740","0","person","1",22
"befolkning_verdensregion_3",2015,"1740","1","person","1",8
"befolkning_verdensregion_3",2015,"1740","alle","person","1",30
"befolkning_verdensregion_3",2015,"1742","0","person","1",30
"befolkning_verdensregion_3",2015,"1742","1","person","1",40
"befolkning_verdensregion_3",2015,"1742","alle","person","1",70
"befolkning_verdensregion_3",2015,"1743","0","person","1",18
"befolkning_verdensregion_3",2015,"1743","1","person","1",18
"befolkning_verdensregion_3",2015,"1743","alle","person","1",36
"befolkning_verdensregion_3",2015,"1744","0","person","1",55
"befolkning_verdensregion_3",2015,"1744","1","person","1",79
"befolkning_verdensregion_3",2015,"1744","alle","person","1",134
"befolkning_verdensregion_3",2015,"1748","0","person","1",19
"befolkning_verdensregion_3",2015,"1748","1","person","1",20
"befolkning_verdensregion_3",2015,"1748","alle","person","1",39
"befolkning_verdensregion_3",2015,"1749","0","person","1",29
"befolkning_verdensregion_3",2015,"1749","1","person","1",46
"befolkning_verdensregion_3",2015,"1749","alle","person","1",75
"befolkning_verdensregion_3",2015,"1750","0","person","1",73
"befolkning_verdensregion_3",2015,"1750","1","person","1",121
"befolkning_verdensregion_3",2015,"1750","alle","person","1",194
"befolkning_verdensregion_3",2015,"1751","0","person","1",80
"befolkning_verdensregion_3",2015,"1751","1","person","1",86
"befolkning_verdensregion_3",2015,"1751","alle","person","1",166
"befolkning_verdensregion_3",2015,"1755","0","person","1",13
"befolkning_verdensregion_3",2015,"1755","1","person","1",8
"befolkning_verdensregion_3",2015,"1755","alle","person","1",21
"befolkning_verdensregion_3",2015,"1756","0","person","1",84
"befolkning_verdensregion_3",2015,"1756","1","person","1",97
"befolkning_verdensregion_3",2015,"1756","alle","person","1",181
"befolkning_verdensregion_3",2015,"1804","0","person","1",739
"befolkning_verdensregion_3",2015,"1804","1","person","1",1096
"befolkning_verdensregion_3",2015,"1804","alle","person","1",1835
"befolkning_verdensregion_3",2015,"1805","0","person","1",366
"befolkning_verdensregion_3",2015,"1805","1","person","1",557
"befolkning_verdensregion_3",2015,"1805","alle","person","1",923
"befolkning_verdensregion_3",2015,"1811","0","person","1",15
"befolkning_verdensregion_3",2015,"1811","1","person","1",18
"befolkning_verdensregion_3",2015,"1811","alle","person","1",33
"befolkning_verdensregion_3",2015,"1812","0","person","1",22
"befolkning_verdensregion_3",2015,"1812","1","person","1",25
"befolkning_verdensregion_3",2015,"1812","alle","person","1",47
"befolkning_verdensregion_3",2015,"1813","0","person","1",99
"befolkning_verdensregion_3",2015,"1813","1","person","1",101
"befolkning_verdensregion_3",2015,"1813","alle","person","1",200
"befolkning_verdensregion_3",2015,"1815","0","person","1",16
"befolkning_verdensregion_3",2015,"1815","1","person","1",16
"befolkning_verdensregion_3",2015,"1815","alle","person","1",32
"befolkning_verdensregion_3",2015,"1816","0","person","1",9
"befolkning_verdensregion_3",2015,"1816","1","person","1",14
"befolkning_verdensregion_3",2015,"1816","alle","person","1",23
"befolkning_verdensregion_3",2015,"1818","0","person","1",54
"befolkning_verdensregion_3",2015,"1818","1","person","1",100
"befolkning_verdensregion_3",2015,"1818","alle","person","1",154
"befolkning_verdensregion_3",2015,"1820","0","person","1",114
"befolkning_verdensregion_3",2015,"1820","1","person","1",168
"befolkning_verdensregion_3",2015,"1820","alle","person","1",282
"befolkning_verdensregion_3",2015,"1822","0","person","1",21
"befolkning_verdensregion_3",2015,"1822","1","person","1",28
"befolkning_verdensregion_3",2015,"1822","alle","person","1",49
"befolkning_verdensregion_3",2015,"1824","0","person","1",124
"befolkning_verdensregion_3",2015,"1824","1","person","1",180
"befolkning_verdensregion_3",2015,"1824","alle","person","1",304
"befolkning_verdensregion_3",2015,"1825","0","person","1",33
"befolkning_verdensregion_3",2015,"1825","1","person","1",36
"befolkning_verdensregion_3",2015,"1825","alle","person","1",69
"befolkning_verdensregion_3",2015,"1826","0","person","1",18
"befolkning_verdensregion_3",2015,"1826","1","person","1",24
"befolkning_verdensregion_3",2015,"1826","alle","person","1",42
"befolkning_verdensregion_3",2015,"1827","0","person","1",19
"befolkning_verdensregion_3",2015,"1827","1","person","1",32
"befolkning_verdensregion_3",2015,"1827","alle","person","1",51
"befolkning_verdensregion_3",2015,"1828","0","person","1",35
"befolkning_verdensregion_3",2015,"1828","1","person","1",61
"befolkning_verdensregion_3",2015,"1828","alle","person","1",96
"befolkning_verdensregion_3",2015,"1832","0","person","1",58
"befolkning_verdensregion_3",2015,"1832","1","person","1",73
"befolkning_verdensregion_3",2015,"1832","alle","person","1",131
"befolkning_verdensregion_3",2015,"1833","0","person","1",296
"befolkning_verdensregion_3",2015,"1833","1","person","1",445
"befolkning_verdensregion_3",2015,"1833","alle","person","1",741
"befolkning_verdensregion_3",2015,"1834","0","person","1",50
"befolkning_verdensregion_3",2015,"1834","1","person","1",44
"befolkning_verdensregion_3",2015,"1834","alle","person","1",94
"befolkning_verdensregion_3",2015,"1835","0","person","1",27
"befolkning_verdensregion_3",2015,"1835","1","person","1",39
"befolkning_verdensregion_3",2015,"1835","alle","person","1",66
"befolkning_verdensregion_3",2015,"1836","0","person","1",21
"befolkning_verdensregion_3",2015,"1836","1","person","1",16
"befolkning_verdensregion_3",2015,"1836","alle","person","1",37
"befolkning_verdensregion_3",2015,"1837","0","person","1",79
"befolkning_verdensregion_3",2015,"1837","1","person","1",115
"befolkning_verdensregion_3",2015,"1837","alle","person","1",194
"befolkning_verdensregion_3",2015,"1838","0","person","1",45
"befolkning_verdensregion_3",2015,"1838","1","person","1",70
"befolkning_verdensregion_3",2015,"1838","alle","person","1",115
"befolkning_verdensregion_3",2015,"1839","0","person","1",13
"befolkning_verdensregion_3",2015,"1839","1","person","1",7
"befolkning_verdensregion_3",2015,"1839","alle","person","1",20
"befolkning_verdensregion_3",2015,"1840","0","person","1",40
"befolkning_verdensregion_3",2015,"1840","1","person","1",66
"befolkning_verdensregion_3",2015,"1840","alle","person","1",106
"befolkning_verdensregion_3",2015,"1841","0","person","1",123
"befolkning_verdensregion_3",2015,"1841","1","person","1",162
"befolkning_verdensregion_3",2015,"1841","alle","person","1",285
"befolkning_verdensregion_3",2015,"1845","0","person","1",33
"befolkning_verdensregion_3",2015,"1845","1","person","1",38
"befolkning_verdensregion_3",2015,"1845","alle","person","1",71
"befolkning_verdensregion_3",2015,"1848","0","person","1",47
"befolkning_verdensregion_3",2015,"1848","1","person","1",78
"befolkning_verdensregion_3",2015,"1848","alle","person","1",125
"befolkning_verdensregion_3",2015,"1849","0","person","1",45
"befolkning_verdensregion_3",2015,"1849","1","person","1",62
"befolkning_verdensregion_3",2015,"1849","alle","person","1",107
"befolkning_verdensregion_3",2015,"1850","0","person","1",41
"befolkning_verdensregion_3",2015,"1850","1","person","1",55
"befolkning_verdensregion_3",2015,"1850","alle","person","1",96
"befolkning_verdensregion_3",2015,"1851","0","person","1",42
"befolkning_verdensregion_3",2015,"1851","1","person","1",48
"befolkning_verdensregion_3",2015,"1851","alle","person","1",90
"befolkning_verdensregion_3",2015,"1852","0","person","1",11
"befolkning_verdensregion_3",2015,"1852","1","person","1",6
"befolkning_verdensregion_3",2015,"1852","alle","person","1",17
"befolkning_verdensregion_3",2015,"1853","0","person","1",25
"befolkning_verdensregion_3",2015,"1853","1","person","1",31
"befolkning_verdensregion_3",2015,"1853","alle","person","1",56
"befolkning_verdensregion_3",2015,"1854","0","person","1",35
"befolkning_verdensregion_3",2015,"1854","1","person","1",34
"befolkning_verdensregion_3",2015,"1854","alle","person","1",69
"befolkning_verdensregion_3",2015,"1856","0","person","1",11
"befolkning_verdensregion_3",2015,"1856","1","person","1",13
"befolkning_verdensregion_3",2015,"1856","alle","person","1",24
"befolkning_verdensregion_3",2015,"1857","0","person","1",41
"befolkning_verdensregion_3",2015,"1857","1","person","1",55
"befolkning_verdensregion_3",2015,"1857","alle","person","1",96
"befolkning_verdensregion_3",2015,"1859","0","person","1",31
"befolkning_verdensregion_3",2015,"1859","1","person","1",35
"befolkning_verdensregion_3",2015,"1859","alle","person","1",66
"befolkning_verdensregion_3",2015,"1860","0","person","1",193
"befolkning_verdensregion_3",2015,"1860","1","person","1",197
"befolkning_verdensregion_3",2015,"1860","alle","person","1",390
"befolkning_verdensregion_3",2015,"1865","0","person","1",234
"befolkning_verdensregion_3",2015,"1865","1","person","1",340
"befolkning_verdensregion_3",2015,"1865","alle","person","1",574
"befolkning_verdensregion_3",2015,"1866","0","person","1",116
"befolkning_verdensregion_3",2015,"1866","1","person","1",142
"befolkning_verdensregion_3",2015,"1866","alle","person","1",258
"befolkning_verdensregion_3",2015,"1867","0","person","1",43
"befolkning_verdensregion_3",2015,"1867","1","person","1",51
"befolkning_verdensregion_3",2015,"1867","alle","person","1",94
"befolkning_verdensregion_3",2015,"1868","0","person","1",163
"befolkning_verdensregion_3",2015,"1868","1","person","1",180
"befolkning_verdensregion_3",2015,"1868","alle","person","1",343
"befolkning_verdensregion_3",2015,"1870","0","person","1",125
"befolkning_verdensregion_3",2015,"1870","1","person","1",162
"befolkning_verdensregion_3",2015,"1870","alle","person","1",287
"befolkning_verdensregion_3",2015,"1871","0","person","1",96
"befolkning_verdensregion_3",2015,"1871","1","person","1",113
"befolkning_verdensregion_3",2015,"1871","alle","person","1",209
"befolkning_verdensregion_3",2015,"1874","0","person","1",53
"befolkning_verdensregion_3",2015,"1874","1","person","1",82
"befolkning_verdensregion_3",2015,"1874","alle","person","1",135
"befolkning_verdensregion_3",2015,"1902","0","person","1",2007
"befolkning_verdensregion_3",2015,"1902","1","person","1",2517
"befolkning_verdensregion_3",2015,"1902","alle","person","1",4524
"befolkning_verdensregion_3",2015,"1903","0","person","1",310
"befolkning_verdensregion_3",2015,"1903","1","person","1",475
"befolkning_verdensregion_3",2015,"1903","alle","person","1",785
"befolkning_verdensregion_3",2015,"1911","0","person","1",39
"befolkning_verdensregion_3",2015,"1911","1","person","1",54
"befolkning_verdensregion_3",2015,"1911","alle","person","1",93
"befolkning_verdensregion_3",2015,"1913","0","person","1",43
"befolkning_verdensregion_3",2015,"1913","1","person","1",95
"befolkning_verdensregion_3",2015,"1913","alle","person","1",138
"befolkning_verdensregion_3",2015,"1917","0","person","1",27
"befolkning_verdensregion_3",2015,"1917","1","person","1",37
"befolkning_verdensregion_3",2015,"1917","alle","person","1",64
"befolkning_verdensregion_3",2015,"1919","0","person","1",50
"befolkning_verdensregion_3",2015,"1919","1","person","1",54
"befolkning_verdensregion_3",2015,"1919","alle","person","1",104
"befolkning_verdensregion_3",2015,"1920","0","person","1",16
"befolkning_verdensregion_3",2015,"1920","1","person","1",10
"befolkning_verdensregion_3",2015,"1920","alle","person","1",26
"befolkning_verdensregion_3",2015,"1922","0","person","1",42
"befolkning_verdensregion_3",2015,"1922","1","person","1",48
"befolkning_verdensregion_3",2015,"1922","alle","person","1",90
"befolkning_verdensregion_3",2015,"1923","0","person","1",25
"befolkning_verdensregion_3",2015,"1923","1","person","1",30
"befolkning_verdensregion_3",2015,"1923","alle","person","1",55
"befolkning_verdensregion_3",2015,"1924","0","person","1",78
"befolkning_verdensregion_3",2015,"1924","1","person","1",119
"befolkning_verdensregion_3",2015,"1924","alle","person","1",197
"befolkning_verdensregion_3",2015,"1925","0","person","1",60
"befolkning_verdensregion_3",2015,"1925","1","person","1",84
"befolkning_verdensregion_3",2015,"1925","alle","person","1",144
"befolkning_verdensregion_3",2015,"1926","0","person","1",16
"befolkning_verdensregion_3",2015,"1926","1","person","1",13
"befolkning_verdensregion_3",2015,"1926","alle","person","1",29
"befolkning_verdensregion_3",2015,"1927","0","person","1",25
"befolkning_verdensregion_3",2015,"1927","1","person","1",22
"befolkning_verdensregion_3",2015,"1927","alle","person","1",47
