"tabell_navn","aar","kommune_nr","enhet","vreg_6","tabellvariabel"
"befolkning_verdensregion_6","2015","1516","person","asia","268"
"befolkning_verdensregion_6","2015","1517","person","asia","156"
"befolkning_verdensregion_6","2015","1519","person","asia","177"
"befolkning_verdensregion_6","2015","1520","person","asia","167"
"befolkning_verdensregion_6","2015","1523","person","asia","41"
"befolkning_verdensregion_6","2015","1524","person","asia","11"
"befolkning_verdensregion_6","2015","1525","person","asia","66"
"befolkning_verdensregion_6","2015","1526","person","asia","19"
"befolkning_verdensregion_6","2015","1528","person","asia","176"
"befolkning_verdensregion_6","2015","1529","person","asia","40"
"befolkning_verdensregion_6","2015","1531","person","asia","170"
"befolkning_verdensregion_6","2015","1532","person","asia","71"
"befolkning_verdensregion_6","2015","1534","person","asia","243"
"befolkning_verdensregion_6","2015","1535","person","asia","130"
"befolkning_verdensregion_6","2015","1539","person","asia","82"
"befolkning_verdensregion_6","2015","1543","person","asia","24"
"befolkning_verdensregion_6","2015","1545","person","asia","28"
"befolkning_verdensregion_6","2015","1546","person","asia","11"
"befolkning_verdensregion_6","2015","1547","person","asia","50"
"befolkning_verdensregion_6","2015","1548","person","asia","120"
"befolkning_verdensregion_6","2015","1551","person","asia","45"
"befolkning_verdensregion_6","2015","1554","person","asia","54"
"befolkning_verdensregion_6","2015","1557","person","asia","26"
"befolkning_verdensregion_6","2015","1560","person","asia","40"
"befolkning_verdensregion_6","2015","1563","person","asia","184"
"befolkning_verdensregion_6","2015","1566","person","asia","41"
"befolkning_verdensregion_6","2015","1567","person","asia","3"
"befolkning_verdensregion_6","2015","1571","person","asia","9"
"befolkning_verdensregion_6","2015","1573","person","asia","15"
"befolkning_verdensregion_6","2015","1576","person","asia","50"
"befolkning_verdensregion_6","2015","1601","person","asia","6720"
"befolkning_verdensregion_6","2015","1612","person","asia","72"
"befolkning_verdensregion_6","2015","1613","person","asia","7"
"befolkning_verdensregion_6","2015","1617","person","asia","75"
"befolkning_verdensregion_6","2015","1620","person","asia","65"
"befolkning_verdensregion_6","2015","1621","person","asia","64"
"befolkning_verdensregion_6","2015","1622","person","asia","13"
"befolkning_verdensregion_6","2015","1624","person","asia","58"
"befolkning_verdensregion_6","2015","1627","person","asia","46"
"befolkning_verdensregion_6","2015","1630","person","asia","32"
"befolkning_verdensregion_6","2015","1632","person","asia","8"
"befolkning_verdensregion_6","2015","1633","person","asia","1"
"befolkning_verdensregion_6","2015","1634","person","asia","84"
"befolkning_verdensregion_6","2015","1635","person","asia","10"
"befolkning_verdensregion_6","2015","1636","person","asia","25"
"befolkning_verdensregion_6","2015","1638","person","asia","180"
"befolkning_verdensregion_6","2015","1640","person","asia","28"
"befolkning_verdensregion_6","2015","1644","person","asia","4"
"befolkning_verdensregion_6","2015","1648","person","asia","53"
"befolkning_verdensregion_6","2015","1653","person","asia","243"
"befolkning_verdensregion_6","2015","1657","person","asia","79"
"befolkning_verdensregion_6","2015","1662","person","asia","40"
"befolkning_verdensregion_6","2015","1663","person","asia","135"
"befolkning_verdensregion_6","2015","1664","person","asia","25"
"befolkning_verdensregion_6","2015","1665","person","asia","6"
"befolkning_verdensregion_6","2015","1702","person","asia","303"
"befolkning_verdensregion_6","2015","1703","person","asia","215"
"befolkning_verdensregion_6","2015","1711","person","asia","46"
"befolkning_verdensregion_6","2015","1714","person","asia","476"
"befolkning_verdensregion_6","2015","1717","person","asia","24"
"befolkning_verdensregion_6","2015","1718","person","asia","71"
"befolkning_verdensregion_6","2015","1719","person","asia","389"
"befolkning_verdensregion_6","2015","1721","person","asia","210"
"befolkning_verdensregion_6","2015","1724","person","asia","28"
"befolkning_verdensregion_6","2015","1725","person","asia","6"
"befolkning_verdensregion_6","2015","1736","person","asia","5"
"befolkning_verdensregion_6","2015","1738","person","asia","6"
"befolkning_verdensregion_6","2015","1739","person","asia","0"
"befolkning_verdensregion_6","2015","1740","person","asia","11"
"befolkning_verdensregion_6","2015","1742","person","asia","78"
"befolkning_verdensregion_6","2015","1743","person","asia","4"
"befolkning_verdensregion_6","2015","1744","person","asia","37"
"befolkning_verdensregion_6","2015","1748","person","asia","9"
"befolkning_verdensregion_6","2015","1749","person","asia","11"
"befolkning_verdensregion_6","2015","1750","person","asia","51"
"befolkning_verdensregion_6","2015","1751","person","asia","66"
"befolkning_verdensregion_6","2015","1755","person","asia","10"
"befolkning_verdensregion_6","2015","1756","person","asia","57"
"befolkning_verdensregion_6","2015","1804","person","asia","950"
"befolkning_verdensregion_6","2015","1805","person","asia","500"
"befolkning_verdensregion_6","2015","1811","person","asia","5"
"befolkning_verdensregion_6","2015","1812","person","asia","42"
"befolkning_verdensregion_6","2015","1813","person","asia","172"
"befolkning_verdensregion_6","2015","1815","person","asia","9"
"befolkning_verdensregion_6","2015","1816","person","asia","3"
"befolkning_verdensregion_6","2015","1818","person","asia","24"
"befolkning_verdensregion_6","2015","1820","person","asia","135"
"befolkning_verdensregion_6","2015","1822","person","asia","49"
"befolkning_verdensregion_6","2015","1824","person","asia","247"
"befolkning_verdensregion_6","2015","1825","person","asia","17"
"befolkning_verdensregion_6","2015","1826","person","asia","52"
"befolkning_verdensregion_6","2015","1827","person","asia","5"
"befolkning_verdensregion_6","2015","1828","person","asia","92"
"befolkning_verdensregion_6","2015","1832","person","asia","29"
"befolkning_verdensregion_6","2015","1833","person","asia","363"
"befolkning_verdensregion_6","2015","1834","person","asia","20"
"befolkning_verdensregion_6","2015","1835","person","asia","14"
"befolkning_verdensregion_6","2015","1836","person","asia","10"
"befolkning_verdensregion_6","2015","1837","person","asia","98"
"befolkning_verdensregion_6","2015","1838","person","asia","40"
"befolkning_verdensregion_6","2015","1839","person","asia","9"
"befolkning_verdensregion_6","2015","1840","person","asia","78"
"befolkning_verdensregion_6","2015","1841","person","asia","139"
"befolkning_verdensregion_6","2015","1845","person","asia","20"
"befolkning_verdensregion_6","2015","1848","person","asia","34"
"befolkning_verdensregion_6","2015","1849","person","asia","57"
"befolkning_verdensregion_6","2015","1850","person","asia","14"
"befolkning_verdensregion_6","2015","1851","person","asia","80"
"befolkning_verdensregion_6","2015","1852","person","asia","13"
"befolkning_verdensregion_6","2015","1853","person","asia","22"
"befolkning_verdensregion_6","2015","1854","person","asia","46"
"befolkning_verdensregion_6","2015","1856","person","asia","10"
"befolkning_verdensregion_6","2015","1857","person","asia","4"
"befolkning_verdensregion_6","2015","1859","person","asia","9"
"befolkning_verdensregion_6","2015","1860","person","asia","232"
"befolkning_verdensregion_6","2015","1865","person","asia","265"
"befolkning_verdensregion_6","2015","1866","person","asia","218"
"befolkning_verdensregion_6","2015","1867","person","asia","38"
"befolkning_verdensregion_6","2015","1868","person","asia","53"
"befolkning_verdensregion_6","2015","1870","person","asia","197"
"befolkning_verdensregion_6","2015","1871","person","asia","83"
"befolkning_verdensregion_6","2015","1874","person","asia","6"
"befolkning_verdensregion_6","2015","1902","person","asia","1470"
"befolkning_verdensregion_6","2015","1903","person","asia","657"
"befolkning_verdensregion_6","2015","1911","person","asia","108"
"befolkning_verdensregion_6","2015","1913","person","asia","27"
"befolkning_verdensregion_6","2015","1917","person","asia","28"
"befolkning_verdensregion_6","2015","1919","person","asia","11"
"befolkning_verdensregion_6","2015","1920","person","asia","12"
"befolkning_verdensregion_6","2015","1922","person","asia","63"
"befolkning_verdensregion_6","2015","1923","person","asia","67"
"befolkning_verdensregion_6","2015","1924","person","asia","62"
"befolkning_verdensregion_6","2015","1925","person","asia","47"
"befolkning_verdensregion_6","2015","1926","person","asia","11"
"befolkning_verdensregion_6","2015","1927","person","asia","31"
"befolkning_verdensregion_6","2015","1928","person","asia","12"
"befolkning_verdensregion_6","2015","1929","person","asia","9"
"befolkning_verdensregion_6","2015","1931","person","asia","174"
"befolkning_verdensregion_6","2015","1933","person","asia","46"
"befolkning_verdensregion_6","2015","1936","person","asia","32"
"befolkning_verdensregion_6","2015","1938","person","asia","28"
"befolkning_verdensregion_6","2015","1939","person","asia","12"
"befolkning_verdensregion_6","2015","1940","person","asia","25"
"befolkning_verdensregion_6","2015","1941","person","asia","27"
"befolkning_verdensregion_6","2015","1942","person","asia","73"
"befolkning_verdensregion_6","2015","1943","person","asia","11"
"befolkning_verdensregion_6","2015","2002","person","asia","20"
"befolkning_verdensregion_6","2015","2003","person","asia","349"
"befolkning_verdensregion_6","2015","2004","person","asia","336"
"befolkning_verdensregion_6","2015","2011","person","asia","24"
"befolkning_verdensregion_6","2015","2012","person","asia","460"
"befolkning_verdensregion_6","2015","2014","person","asia","25"
"befolkning_verdensregion_6","2015","2015","person","asia","21"
"befolkning_verdensregion_6","2015","2017","person","asia","13"
"befolkning_verdensregion_6","2015","2018","person","asia","20"
"befolkning_verdensregion_6","2015","2019","person","asia","82"
"befolkning_verdensregion_6","2015","2020","person","asia","39"
"befolkning_verdensregion_6","2015","2021","person","asia","14"
"befolkning_verdensregion_6","2015","2022","person","asia","31"
"befolkning_verdensregion_6","2015","2023","person","asia","24"
"befolkning_verdensregion_6","2015","2024","person","asia","4"
"befolkning_verdensregion_6","2015","2025","person","asia","30"
"befolkning_verdensregion_6","2015","2027","person","asia","22"
"befolkning_verdensregion_6","2015","2028","person","asia","48"
"befolkning_verdensregion_6","2015","2030","person","asia","209"
"befolkning_verdensregion_6","2015","0101","person","europa","1997"
"befolkning_verdensregion_6","2015","0104","person","europa","2380"
"befolkning_verdensregion_6","2015","0105","person","europa","4062"
"befolkning_verdensregion_6","2015","0106","person","europa","5094"
"befolkning_verdensregion_6","2015","0111","person","europa","153"
"befolkning_verdensregion_6","2015","0118","person","europa","35"
"befolkning_verdensregion_6","2015","0119","person","europa","203"
"befolkning_verdensregion_6","2015","0121","person","europa","47"
"befolkning_verdensregion_6","2015","0122","person","europa","374"
"befolkning_verdensregion_6","2015","0123","person","europa","317"
"befolkning_verdensregion_6","2015","0124","person","europa","1274"
"befolkning_verdensregion_6","2015","0125","person","europa","981"
"befolkning_verdensregion_6","2015","0127","person","europa","255"
"befolkning_verdensregion_6","2015","0128","person","europa","608"
"befolkning_verdensregion_6","2015","0135","person","europa","515"
"befolkning_verdensregion_6","2015","0136","person","europa","986"
"befolkning_verdensregion_6","2015","0137","person","europa","442"
"befolkning_verdensregion_6","2015","0138","person","europa","539"
"befolkning_verdensregion_6","2015","0211","person","europa","1180"
"befolkning_verdensregion_6","2015","0213","person","europa","2145"
"befolkning_verdensregion_6","2015","0214","person","europa","1759"
"befolkning_verdensregion_6","2015","0215","person","europa","1013"
"befolkning_verdensregion_6","2015","0216","person","europa","1514"
"befolkning_verdensregion_6","2015","0217","person","europa","1759"
"befolkning_verdensregion_6","2015","0219","person","europa","11325"
"befolkning_verdensregion_6","2015","0220","person","europa","5664"
"befolkning_verdensregion_6","2015","0221","person","europa","1182"
"befolkning_verdensregion_6","2015","0226","person","europa","1518"
"befolkning_verdensregion_6","2015","0227","person","europa","979"
"befolkning_verdensregion_6","2015","0228","person","europa","1332"
"befolkning_verdensregion_6","2015","0229","person","europa","820"
"befolkning_verdensregion_6","2015","0230","person","europa","2842"
"befolkning_verdensregion_6","2015","0231","person","europa","3819"
"befolkning_verdensregion_6","2015","0233","person","europa","1602"
"befolkning_verdensregion_6","2015","0234","person","europa","586"
"befolkning_verdensregion_6","2015","0235","person","europa","3188"
"befolkning_verdensregion_6","2015","0236","person","europa","1334"
"befolkning_verdensregion_6","2015","0237","person","europa","1547"
"befolkning_verdensregion_6","2015","0238","person","europa","1115"
"befolkning_verdensregion_6","2015","0239","person","europa","160"
"befolkning_verdensregion_6","2015","0301","person","europa","69990"
"befolkning_verdensregion_6","2015","0402","person","europa","876"
"befolkning_verdensregion_6","2015","0403","person","europa","1457"
"befolkning_verdensregion_6","2015","0412","person","europa","1728"
"befolkning_verdensregion_6","2015","0415","person","europa","317"
"befolkning_verdensregion_6","2015","0417","person","europa","936"
"befolkning_verdensregion_6","2015","0418","person","europa","126"
"befolkning_verdensregion_6","2015","0419","person","europa","294"
"befolkning_verdensregion_6","2015","0420","person","europa","280"
"befolkning_verdensregion_6","2015","0423","person","europa","206"
"befolkning_verdensregion_6","2015","0425","person","europa","262"
"befolkning_verdensregion_6","2015","0426","person","europa","186"
"befolkning_verdensregion_6","2015","0427","person","europa","915"
"befolkning_verdensregion_6","2015","0428","person","europa","429"
"befolkning_verdensregion_6","2015","0429","person","europa","232"
"befolkning_verdensregion_6","2015","0430","person","europa","156"
"befolkning_verdensregion_6","2015","0432","person","europa","64"
"befolkning_verdensregion_6","2015","0434","person","europa","66"
"befolkning_verdensregion_6","2015","0436","person","europa","112"
"befolkning_verdensregion_6","2015","0437","person","europa","339"
"befolkning_verdensregion_6","2015","0438","person","europa","74"
"befolkning_verdensregion_6","2015","0439","person","europa","46"
"befolkning_verdensregion_6","2015","0441","person","europa","129"
"befolkning_verdensregion_6","2015","0501","person","europa","1430"
"befolkning_verdensregion_6","2015","0502","person","europa","1616"
"befolkning_verdensregion_6","2015","0511","person","europa","135"
"befolkning_verdensregion_6","2015","0512","person","europa","115"
"befolkning_verdensregion_6","2015","0513","person","europa","86"
"befolkning_verdensregion_6","2015","0514","person","europa","58"
"befolkning_verdensregion_6","2015","0515","person","europa","81"
"befolkning_verdensregion_6","2015","0516","person","europa","204"
"befolkning_verdensregion_6","2015","0517","person","europa","141"
"befolkning_verdensregion_6","2015","0519","person","europa","208"
"befolkning_verdensregion_6","2015","0520","person","europa","278"
"befolkning_verdensregion_6","2015","0521","person","europa","394"
"befolkning_verdensregion_6","2015","0522","person","europa","251"
"befolkning_verdensregion_6","2015","0528","person","europa","793"
"befolkning_verdensregion_6","2015","0529","person","europa","447"
"befolkning_verdensregion_6","2015","0532","person","europa","365"
"befolkning_verdensregion_6","2015","0533","person","europa","387"
"befolkning_verdensregion_6","2015","0534","person","europa","580"
"befolkning_verdensregion_6","2015","0536","person","europa","221"
"befolkning_verdensregion_6","2015","0538","person","europa","227"
"befolkning_verdensregion_6","2015","0540","person","europa","121"
"befolkning_verdensregion_6","2015","0541","person","europa","67"
"befolkning_verdensregion_6","2015","0542","person","europa","421"
"befolkning_verdensregion_6","2015","0543","person","europa","98"
"befolkning_verdensregion_6","2015","0544","person","europa","190"
"befolkning_verdensregion_6","2015","0545","person","europa","157"
"befolkning_verdensregion_6","2015","0602","person","europa","6151"
"befolkning_verdensregion_6","2015","0604","person","europa","1898"
"befolkning_verdensregion_6","2015","0605","person","europa","1988"
"befolkning_verdensregion_6","2015","0612","person","europa","666"
"befolkning_verdensregion_6","2015","0615","person","europa","76"
"befolkning_verdensregion_6","2015","0616","person","europa","224"
"befolkning_verdensregion_6","2015","0617","person","europa","431"
"befolkning_verdensregion_6","2015","0618","person","europa","369"
"befolkning_verdensregion_6","2015","0619","person","europa","288"
"befolkning_verdensregion_6","2015","0620","person","europa","504"
"befolkning_verdensregion_6","2015","0621","person","europa","168"
"befolkning_verdensregion_6","2015","0622","person","europa","194"
"befolkning_verdensregion_6","2015","0623","person","europa","790"
"befolkning_verdensregion_6","2015","0624","person","europa","1427"
"befolkning_verdensregion_6","2015","0625","person","europa","1895"
"befolkning_verdensregion_6","2015","0626","person","europa","2301"
"befolkning_verdensregion_6","2015","0627","person","europa","1813"
"befolkning_verdensregion_6","2015","0628","person","europa","714"
"befolkning_verdensregion_6","2015","0631","person","europa","144"
"befolkning_verdensregion_6","2015","0632","person","europa","47"
"befolkning_verdensregion_6","2015","0633","person","europa","140"
"befolkning_verdensregion_6","2015","0701","person","europa","1850"
"befolkning_verdensregion_6","2015","0702","person","europa","623"
"befolkning_verdensregion_6","2015","0704","person","europa","2806"
"befolkning_verdensregion_6","2015","0706","person","europa","3489"
"befolkning_verdensregion_6","2015","0709","person","europa","2590"
"befolkning_verdensregion_6","2015","0711","person","europa","539"
"befolkning_verdensregion_6","2015","0713","person","europa","661"
"befolkning_verdensregion_6","2015","0714","person","europa","193"
"befolkning_verdensregion_6","2015","0716","person","europa","612"
"befolkning_verdensregion_6","2015","0719","person","europa","424"
"befolkning_verdensregion_6","2015","0720","person","europa","791"
"befolkning_verdensregion_6","2015","0722","person","europa","1207"
"befolkning_verdensregion_6","2015","0723","person","europa","344"
"befolkning_verdensregion_6","2015","0728","person","europa","128"
"befolkning_verdensregion_6","2015","0805","person","europa","1728"
"befolkning_verdensregion_6","2015","0806","person","europa","2920"
"befolkning_verdensregion_6","2015","0807","person","europa","590"
"befolkning_verdensregion_6","2015","0811","person","europa","61"
"befolkning_verdensregion_6","2015","0814","person","europa","488"
"befolkning_verdensregion_6","2015","0815","person","europa","564"
"befolkning_verdensregion_6","2015","0817","person","europa","205"
"befolkning_verdensregion_6","2015","0819","person","europa","386"
"befolkning_verdensregion_6","2015","0821","person","europa","385"
"befolkning_verdensregion_6","2015","0822","person","europa","228"
"befolkning_verdensregion_6","2015","0826","person","europa","313"
"befolkning_verdensregion_6","2015","0827","person","europa","64"
"befolkning_verdensregion_6","2015","0828","person","europa","153"
"befolkning_verdensregion_6","2015","0829","person","europa","156"
"befolkning_verdensregion_6","2015","0830","person","europa","107"
"befolkning_verdensregion_6","2015","0831","person","europa","92"
"befolkning_verdensregion_6","2015","0833","person","europa","99"
"befolkning_verdensregion_6","2015","0834","person","europa","208"
"befolkning_verdensregion_6","2015","0901","person","europa","369"
"befolkning_verdensregion_6","2015","0904","person","europa","1408"
"befolkning_verdensregion_6","2015","0906","person","europa","2877"
"befolkning_verdensregion_6","2015","0911","person","europa","113"
"befolkning_verdensregion_6","2015","0912","person","europa","87"
"befolkning_verdensregion_6","2015","0914","person","europa","383"
"befolkning_verdensregion_6","2015","0919","person","europa","256"
"befolkning_verdensregion_6","2015","0926","person","europa","479"
"befolkning_verdensregion_6","2015","0928","person","europa","290"
"befolkning_verdensregion_6","2015","0929","person","europa","131"
"befolkning_verdensregion_6","2015","0935","person","europa","80"
"befolkning_verdensregion_6","2015","0937","person","europa","191"
"befolkning_verdensregion_6","2015","0938","person","europa","47"
"befolkning_verdensregion_6","2015","0940","person","europa","43"
"befolkning_verdensregion_6","2015","0941","person","europa","102"
"befolkning_verdensregion_6","2015","1001","person","europa","5711"
"befolkning_verdensregion_6","2015","1002","person","europa","778"
"befolkning_verdensregion_6","2015","1003","person","europa","459"
"befolkning_verdensregion_6","2015","1004","person","europa","605"
"befolkning_verdensregion_6","2015","1014","person","europa","664"
"befolkning_verdensregion_6","2015","1017","person","europa","453"
"befolkning_verdensregion_6","2015","1018","person","europa","566"
"befolkning_verdensregion_6","2015","1021","person","europa","117"
"befolkning_verdensregion_6","2015","1026","person","europa","58"
"befolkning_verdensregion_6","2015","1027","person","europa","96"
"befolkning_verdensregion_6","2015","1029","person","europa","345"
"befolkning_verdensregion_6","2015","1032","person","europa","563"
"befolkning_verdensregion_6","2015","1034","person","europa","78"
"befolkning_verdensregion_6","2015","1037","person","europa","280"
"befolkning_verdensregion_6","2015","1046","person","europa","146"
"befolkning_verdensregion_6","2015","1101","person","europa","941"
"befolkning_verdensregion_6","2015","1102","person","europa","7486"
"befolkning_verdensregion_6","2015","1103","person","europa","13395"
"befolkning_verdensregion_6","2015","1106","person","europa","3459"
"befolkning_verdensregion_6","2015","1111","person","europa","125"
"befolkning_verdensregion_6","2015","1112","person","europa","145"
"befolkning_verdensregion_6","2015","1114","person","europa","196"
"befolkning_verdensregion_6","2015","1119","person","europa","1787"
"befolkning_verdensregion_6","2015","1120","person","europa","1645"
"befolkning_verdensregion_6","2015","1121","person","europa","1145"
"befolkning_verdensregion_6","2015","1122","person","europa","983"
"befolkning_verdensregion_6","2015","1124","person","europa","2516"
"befolkning_verdensregion_6","2015","1127","person","europa","726"
"befolkning_verdensregion_6","2015","1129","person","europa","79"
"befolkning_verdensregion_6","2015","1130","person","europa","706"
"befolkning_verdensregion_6","2015","1133","person","europa","291"
"befolkning_verdensregion_6","2015","1134","person","europa","254"
"befolkning_verdensregion_6","2015","1135","person","europa","205"
"befolkning_verdensregion_6","2015","1141","person","europa","359"
"befolkning_verdensregion_6","2015","1142","person","europa","410"
"befolkning_verdensregion_6","2015","1144","person","europa","42"
"befolkning_verdensregion_6","2015","1145","person","europa","64"
"befolkning_verdensregion_6","2015","1146","person","europa","476"
"befolkning_verdensregion_6","2015","1149","person","europa","2334"
"befolkning_verdensregion_6","2015","1151","person","europa","6"
"befolkning_verdensregion_6","2015","1160","person","europa","869"
"befolkning_verdensregion_6","2015","1201","person","europa","20867"
"befolkning_verdensregion_6","2015","1211","person","europa","351"
"befolkning_verdensregion_6","2015","1216","person","europa","341"
"befolkning_verdensregion_6","2015","1219","person","europa","657"
"befolkning_verdensregion_6","2015","1221","person","europa","1135"
"befolkning_verdensregion_6","2015","1222","person","europa","194"
"befolkning_verdensregion_6","2015","1223","person","europa","191"
"befolkning_verdensregion_6","2015","1224","person","europa","651"
"befolkning_verdensregion_6","2015","1227","person","europa","48"
"befolkning_verdensregion_6","2015","1228","person","europa","415"
"befolkning_verdensregion_6","2015","1231","person","europa","190"
"befolkning_verdensregion_6","2015","1232","person","europa","72"
"befolkning_verdensregion_6","2015","1233","person","europa","103"
"befolkning_verdensregion_6","2015","1234","person","europa","57"
"befolkning_verdensregion_6","2015","1235","person","europa","611"
"befolkning_verdensregion_6","2015","1238","person","europa","571"
"befolkning_verdensregion_6","2015","1241","person","europa","199"
"befolkning_verdensregion_6","2015","1242","person","europa","121"
"befolkning_verdensregion_6","2015","1243","person","europa","1419"
"befolkning_verdensregion_6","2015","1244","person","europa","450"
"befolkning_verdensregion_6","2015","1245","person","europa","419"
"befolkning_verdensregion_6","2015","1246","person","europa","1447"
"befolkning_verdensregion_6","2015","1247","person","europa","1354"
"befolkning_verdensregion_6","2015","1251","person","europa","161"
"befolkning_verdensregion_6","2015","1252","person","europa","21"
"befolkning_verdensregion_6","2015","1253","person","europa","524"
"befolkning_verdensregion_6","2015","1256","person","europa","417"
"befolkning_verdensregion_6","2015","1259","person","europa","228"
"befolkning_verdensregion_6","2015","1260","person","europa","385"
"befolkning_verdensregion_6","2015","1263","person","europa","785"
"befolkning_verdensregion_6","2015","1264","person","europa","273"
"befolkning_verdensregion_6","2015","1265","person","europa","28"
"befolkning_verdensregion_6","2015","1266","person","europa","51"
"befolkning_verdensregion_6","2015","1401","person","europa","692"
"befolkning_verdensregion_6","2015","1411","person","europa","181"
"befolkning_verdensregion_6","2015","1412","person","europa","68"
"befolkning_verdensregion_6","2015","1413","person","europa","116"
"befolkning_verdensregion_6","2015","1416","person","europa","210"
"befolkning_verdensregion_6","2015","1417","person","europa","179"
"befolkning_verdensregion_6","2015","1418","person","europa","140"
"befolkning_verdensregion_6","2015","1419","person","europa","90"
"befolkning_verdensregion_6","2015","1420","person","europa","368"
"befolkning_verdensregion_6","2015","1421","person","europa","148"
"befolkning_verdensregion_6","2015","1422","person","europa","139"
"befolkning_verdensregion_6","2015","1424","person","europa","328"
"befolkning_verdensregion_6","2015","1426","person","europa","234"
"befolkning_verdensregion_6","2015","1428","person","europa","115"
"befolkning_verdensregion_6","2015","1429","person","europa","178"
"befolkning_verdensregion_6","2015","1430","person","europa","190"
"befolkning_verdensregion_6","2015","1431","person","europa","132"
"befolkning_verdensregion_6","2015","1432","person","europa","688"
"befolkning_verdensregion_6","2015","1433","person","europa","124"
"befolkning_verdensregion_6","2015","1438","person","europa","352"
"befolkning_verdensregion_6","2015","1439","person","europa","481"
"befolkning_verdensregion_6","2015","1441","person","europa","110"
"befolkning_verdensregion_6","2015","1443","person","europa","297"
"befolkning_verdensregion_6","2015","1444","person","europa","56"
"befolkning_verdensregion_6","2015","1445","person","europa","212"
"befolkning_verdensregion_6","2015","1449","person","europa","858"
"befolkning_verdensregion_6","2015","1502","person","europa","1566"
"befolkning_verdensregion_6","2015","1504","person","europa","3552"
"befolkning_verdensregion_6","2015","1505","person","europa","1579"
"befolkning_verdensregion_6","2015","1511","person","europa","127"
"befolkning_verdensregion_6","2015","1514","person","europa","389"
"befolkning_verdensregion_6","2015","1515","person","europa","726"
"befolkning_verdensregion_6","2015","1516","person","europa","827"
"befolkning_verdensregion_6","2015","1517","person","europa","467"
"befolkning_verdensregion_6","2015","1519","person","europa","371"
"befolkning_verdensregion_6","2015","1520","person","europa","456"
"befolkning_verdensregion_6","2015","1523","person","europa","243"
"befolkning_verdensregion_6","2015","1524","person","europa","134"
"befolkning_verdensregion_6","2015","1525","person","europa","573"
"befolkning_verdensregion_6","2015","1526","person","europa","124"
"befolkning_verdensregion_6","2015","1528","person","europa","542"
"befolkning_verdensregion_6","2015","1529","person","europa","305"
"befolkning_verdensregion_6","2015","1531","person","europa","666"
"befolkning_verdensregion_6","2015","1532","person","europa","578"
"befolkning_verdensregion_6","2015","1534","person","europa","895"
"befolkning_verdensregion_6","2015","1535","person","europa","538"
"befolkning_verdensregion_6","2015","1539","person","europa","414"
"befolkning_verdensregion_6","2015","1543","person","europa","131"
"befolkning_verdensregion_6","2015","1545","person","europa","205"
"befolkning_verdensregion_6","2015","1546","person","europa","144"
"befolkning_verdensregion_6","2015","1547","person","europa","269"
"befolkning_verdensregion_6","2015","1548","person","europa","583"
"befolkning_verdensregion_6","2015","1551","person","europa","178"
"befolkning_verdensregion_6","2015","1554","person","europa","377"
"befolkning_verdensregion_6","2015","1557","person","europa","125"
"befolkning_verdensregion_6","2015","1560","person","europa","152"
"befolkning_verdensregion_6","2015","1563","person","europa","167"
"befolkning_verdensregion_6","2015","1566","person","europa","175"
"befolkning_verdensregion_6","2015","1567","person","europa","31"
"befolkning_verdensregion_6","2015","1571","person","europa","67"
"befolkning_verdensregion_6","2015","1573","person","europa","160"
"befolkning_verdensregion_6","2015","1576","person","europa","217"
"befolkning_verdensregion_6","2015","1601","person","europa","10319"
"befolkning_verdensregion_6","2015","1612","person","europa","113"
"befolkning_verdensregion_6","2015","1613","person","europa","39"
"befolkning_verdensregion_6","2015","1617","person","europa","645"
"befolkning_verdensregion_6","2015","1620","person","europa","758"
"befolkning_verdensregion_6","2015","1621","person","europa","178"
"befolkning_verdensregion_6","2015","1622","person","europa","116"
"befolkning_verdensregion_6","2015","1624","person","europa","382"
"befolkning_verdensregion_6","2015","1627","person","europa","171"
"befolkning_verdensregion_6","2015","1630","person","europa","85"
"befolkning_verdensregion_6","2015","1632","person","europa","68"
"befolkning_verdensregion_6","2015","1633","person","europa","29"
"befolkning_verdensregion_6","2015","1634","person","europa","331"
"befolkning_verdensregion_6","2015","1635","person","europa","70"
"befolkning_verdensregion_6","2015","1636","person","europa","158"
"befolkning_verdensregion_6","2015","1638","person","europa","403"
"befolkning_verdensregion_6","2015","1640","person","europa","267"
"befolkning_verdensregion_6","2015","1644","person","europa","79"
"befolkning_verdensregion_6","2015","1648","person","europa","645"
"befolkning_verdensregion_6","2015","1653","person","europa","579"
"befolkning_verdensregion_6","2015","1657","person","europa","215"
"befolkning_verdensregion_6","2015","1662","person","europa","266"
"befolkning_verdensregion_6","2015","1663","person","europa","754"
"befolkning_verdensregion_6","2015","1664","person","europa","153"
"befolkning_verdensregion_6","2015","1665","person","europa","26"
"befolkning_verdensregion_6","2015","1702","person","europa","681"
"befolkning_verdensregion_6","2015","1703","person","europa","366"
"befolkning_verdensregion_6","2015","1711","person","europa","132"
"befolkning_verdensregion_6","2015","1714","person","europa","633"
"befolkning_verdensregion_6","2015","1717","person","europa","148"
"befolkning_verdensregion_6","2015","1718","person","europa","101"
"befolkning_verdensregion_6","2015","1719","person","europa","767"
"befolkning_verdensregion_6","2015","1721","person","europa","503"
"befolkning_verdensregion_6","2015","1724","person","europa","166"
"befolkning_verdensregion_6","2015","1725","person","europa","39"
"befolkning_verdensregion_6","2015","1736","person","europa","60"
"befolkning_verdensregion_6","2015","1738","person","europa","77"
"befolkning_verdensregion_6","2015","1739","person","europa","31"
