"tabell_navn","aar","naringsregion_nr","forste_bosettingskommune","enhet","botid_3","tabellvariabel"
"flyktning_botid_flytting","2015","52","uoppgitt","personer","0_4","109"
"flyktning_botid_flytting","2015","52","uoppgitt","prosent","0_4","8.6"
"flyktning_botid_flytting","2015","53","alle","personer","0_4","478"
"flyktning_botid_flytting","2015","53","alle","prosent","0_4","51.1"
"flyktning_botid_flytting","2015","53","ja","personer","0_4","372"
"flyktning_botid_flytting","2015","53","ja","prosent","0_4","39.7"
"flyktning_botid_flytting","2015","53","nei","personer","0_4","36"
"flyktning_botid_flytting","2015","53","nei","prosent","0_4","3.8"
"flyktning_botid_flytting","2015","53","uoppgitt","personer","0_4","70"
"flyktning_botid_flytting","2015","53","uoppgitt","prosent","0_4","7.5"
"flyktning_botid_flytting","2015","54","alle","personer","0_4","80"
"flyktning_botid_flytting","2015","54","alle","prosent","0_4","25.0"
"flyktning_botid_flytting","2015","54","ja","personer","0_4","77"
"flyktning_botid_flytting","2015","54","ja","prosent","0_4","24.1"
"flyktning_botid_flytting","2015","54","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","54","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","54","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","54","uoppgitt","prosent","0_4","0.9"
"flyktning_botid_flytting","2015","55","alle","personer","0_4","508"
"flyktning_botid_flytting","2015","55","alle","prosent","0_4","46.5"
"flyktning_botid_flytting","2015","55","ja","personer","0_4","383"
"flyktning_botid_flytting","2015","55","ja","prosent","0_4","35.0"
"flyktning_botid_flytting","2015","55","nei","personer","0_4","57"
"flyktning_botid_flytting","2015","55","nei","prosent","0_4","5.2"
"flyktning_botid_flytting","2015","55","uoppgitt","personer","0_4","68"
"flyktning_botid_flytting","2015","55","uoppgitt","prosent","0_4","6.2"
"flyktning_botid_flytting","2015","56","alle","personer","0_4","451"
"flyktning_botid_flytting","2015","56","alle","prosent","0_4","32.5"
"flyktning_botid_flytting","2015","56","ja","personer","0_4","344"
"flyktning_botid_flytting","2015","56","ja","prosent","0_4","24.8"
"flyktning_botid_flytting","2015","56","nei","personer","0_4","53"
"flyktning_botid_flytting","2015","56","nei","prosent","0_4","3.8"
"flyktning_botid_flytting","2015","56","uoppgitt","personer","0_4","54"
"flyktning_botid_flytting","2015","56","uoppgitt","prosent","0_4","3.9"
"flyktning_botid_flytting","2015","57","alle","personer","0_4","99"
"flyktning_botid_flytting","2015","57","alle","prosent","0_4","79.8"
"flyktning_botid_flytting","2015","57","ja","personer","0_4","89"
"flyktning_botid_flytting","2015","57","ja","prosent","0_4","71.8"
"flyktning_botid_flytting","2015","57","nei","personer","0_4","5"
"flyktning_botid_flytting","2015","57","nei","prosent","0_4","4.0"
"flyktning_botid_flytting","2015","57","uoppgitt","personer","0_4","5"
"flyktning_botid_flytting","2015","57","uoppgitt","prosent","0_4","4.0"
"flyktning_botid_flytting","2015","58","alle","personer","0_4","31"
"flyktning_botid_flytting","2015","58","alle","prosent","0_4","54.4"
"flyktning_botid_flytting","2015","58","ja","personer","0_4","28"
"flyktning_botid_flytting","2015","58","ja","prosent","0_4","49.1"
"flyktning_botid_flytting","2015","58","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","58","nei","prosent","0_4","5.3"
"flyktning_botid_flytting","2015","58","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","58","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","59","alle","personer","0_4","81"
"flyktning_botid_flytting","2015","59","alle","prosent","0_4","48.2"
"flyktning_botid_flytting","2015","59","ja","personer","0_4","81"
"flyktning_botid_flytting","2015","59","ja","prosent","0_4","48.2"
"flyktning_botid_flytting","2015","59","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","59","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","59","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","59","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","60","alle","personer","0_4","163"
"flyktning_botid_flytting","2015","60","alle","prosent","0_4","41.7"
"flyktning_botid_flytting","2015","60","ja","personer","0_4","117"
"flyktning_botid_flytting","2015","60","ja","prosent","0_4","29.9"
"flyktning_botid_flytting","2015","60","nei","personer","0_4","25"
"flyktning_botid_flytting","2015","60","nei","prosent","0_4","6.4"
"flyktning_botid_flytting","2015","60","uoppgitt","personer","0_4","21"
"flyktning_botid_flytting","2015","60","uoppgitt","prosent","0_4","5.4"
"flyktning_botid_flytting","2015","61","alle","personer","0_4","1704"
"flyktning_botid_flytting","2015","61","alle","prosent","0_4","24.2"
"flyktning_botid_flytting","2015","61","ja","personer","0_4","1407"
"flyktning_botid_flytting","2015","61","ja","prosent","0_4","20.0"
"flyktning_botid_flytting","2015","61","nei","personer","0_4","88"
"flyktning_botid_flytting","2015","61","nei","prosent","0_4","1.2"
"flyktning_botid_flytting","2015","61","uoppgitt","personer","0_4","209"
"flyktning_botid_flytting","2015","61","uoppgitt","prosent","0_4","3.0"
"flyktning_botid_flytting","2015","62","alle","personer","0_4","50"
"flyktning_botid_flytting","2015","62","alle","prosent","0_4","42.0"
"flyktning_botid_flytting","2015","62","ja","personer","0_4","47"
"flyktning_botid_flytting","2015","62","ja","prosent","0_4","39.5"
"flyktning_botid_flytting","2015","62","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","62","nei","prosent","0_4","2.5"
"flyktning_botid_flytting","2015","62","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","62","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","63","alle","personer","0_4","335"
"flyktning_botid_flytting","2015","63","alle","prosent","0_4","48.4"
"flyktning_botid_flytting","2015","63","ja","personer","0_4","286"
"flyktning_botid_flytting","2015","63","ja","prosent","0_4","41.3"
"flyktning_botid_flytting","2015","63","nei","personer","0_4","10"
"flyktning_botid_flytting","2015","63","nei","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","63","uoppgitt","personer","0_4","39"
"flyktning_botid_flytting","2015","63","uoppgitt","prosent","0_4","5.6"
"flyktning_botid_flytting","2015","64","alle","personer","0_4","724"
"flyktning_botid_flytting","2015","64","alle","prosent","0_4","50.1"
"flyktning_botid_flytting","2015","64","ja","personer","0_4","579"
"flyktning_botid_flytting","2015","64","ja","prosent","0_4","40.1"
"flyktning_botid_flytting","2015","64","nei","personer","0_4","53"
"flyktning_botid_flytting","2015","64","nei","prosent","0_4","3.7"
"flyktning_botid_flytting","2015","64","uoppgitt","personer","0_4","92"
"flyktning_botid_flytting","2015","64","uoppgitt","prosent","0_4","6.4"
"flyktning_botid_flytting","2015","65","alle","personer","0_4","175"
"flyktning_botid_flytting","2015","65","alle","prosent","0_4","78.1"
"flyktning_botid_flytting","2015","65","ja","personer","0_4","107"
"flyktning_botid_flytting","2015","65","ja","prosent","0_4","47.8"
"flyktning_botid_flytting","2015","65","nei","personer","0_4","26"
"flyktning_botid_flytting","2015","65","nei","prosent","0_4","11.6"
"flyktning_botid_flytting","2015","65","uoppgitt","personer","0_4","42"
"flyktning_botid_flytting","2015","65","uoppgitt","prosent","0_4","18.8"
"flyktning_botid_flytting","2015","66","alle","personer","0_4","170"
"flyktning_botid_flytting","2015","66","alle","prosent","0_4","90.9"
"flyktning_botid_flytting","2015","66","ja","personer","0_4","167"
"flyktning_botid_flytting","2015","66","ja","prosent","0_4","89.3"
"flyktning_botid_flytting","2015","66","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","66","nei","prosent","0_4","1.6"
"flyktning_botid_flytting","2015","66","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","66","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","67","alle","personer","0_4","303"
"flyktning_botid_flytting","2015","67","alle","prosent","0_4","63.9"
"flyktning_botid_flytting","2015","67","ja","personer","0_4","222"
"flyktning_botid_flytting","2015","67","ja","prosent","0_4","46.8"
"flyktning_botid_flytting","2015","67","nei","personer","0_4","29"
"flyktning_botid_flytting","2015","67","nei","prosent","0_4","6.1"
"flyktning_botid_flytting","2015","67","uoppgitt","personer","0_4","52"
"flyktning_botid_flytting","2015","67","uoppgitt","prosent","0_4","11.0"
"flyktning_botid_flytting","2015","68","alle","personer","0_4","150"
"flyktning_botid_flytting","2015","68","alle","prosent","0_4","64.9"
"flyktning_botid_flytting","2015","68","ja","personer","0_4","144"
"flyktning_botid_flytting","2015","68","ja","prosent","0_4","62.3"
"flyktning_botid_flytting","2015","68","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","68","nei","prosent","0_4","1.3"
"flyktning_botid_flytting","2015","68","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","68","uoppgitt","prosent","0_4","1.3"
"flyktning_botid_flytting","2015","69","alle","personer","0_4","326"
"flyktning_botid_flytting","2015","69","alle","prosent","0_4","67.6"
"flyktning_botid_flytting","2015","69","ja","personer","0_4","263"
"flyktning_botid_flytting","2015","69","ja","prosent","0_4","54.6"
"flyktning_botid_flytting","2015","69","nei","personer","0_4","21"
"flyktning_botid_flytting","2015","69","nei","prosent","0_4","4.4"
"flyktning_botid_flytting","2015","69","uoppgitt","personer","0_4","42"
"flyktning_botid_flytting","2015","69","uoppgitt","prosent","0_4","8.7"
"flyktning_botid_flytting","2015","70","alle","personer","0_4","0"
"flyktning_botid_flytting","2015","70","alle","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","70","ja","personer","0_4","0"
"flyktning_botid_flytting","2015","70","ja","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","70","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","70","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","70","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","70","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","71","alle","personer","0_4","290"
"flyktning_botid_flytting","2015","71","alle","prosent","0_4","73.8"
"flyktning_botid_flytting","2015","71","ja","personer","0_4","136"
"flyktning_botid_flytting","2015","71","ja","prosent","0_4","34.6"
"flyktning_botid_flytting","2015","71","nei","personer","0_4","67"
"flyktning_botid_flytting","2015","71","nei","prosent","0_4","17.0"
"flyktning_botid_flytting","2015","71","uoppgitt","personer","0_4","87"
"flyktning_botid_flytting","2015","71","uoppgitt","prosent","0_4","22.1"
"flyktning_botid_flytting","2015","72","alle","personer","0_4","421"
"flyktning_botid_flytting","2015","72","alle","prosent","0_4","58.9"
"flyktning_botid_flytting","2015","72","ja","personer","0_4","272"
"flyktning_botid_flytting","2015","72","ja","prosent","0_4","38.0"
"flyktning_botid_flytting","2015","72","nei","personer","0_4","61"
"flyktning_botid_flytting","2015","72","nei","prosent","0_4","8.5"
"flyktning_botid_flytting","2015","72","uoppgitt","personer","0_4","88"
"flyktning_botid_flytting","2015","72","uoppgitt","prosent","0_4","12.3"
"flyktning_botid_flytting","2015","73","alle","personer","0_4","992"
"flyktning_botid_flytting","2015","73","alle","prosent","0_4","51.9"
"flyktning_botid_flytting","2015","73","ja","personer","0_4","730"
"flyktning_botid_flytting","2015","73","ja","prosent","0_4","38.2"
"flyktning_botid_flytting","2015","73","nei","personer","0_4","74"
"flyktning_botid_flytting","2015","73","nei","prosent","0_4","3.9"
"flyktning_botid_flytting","2015","73","uoppgitt","personer","0_4","188"
"flyktning_botid_flytting","2015","73","uoppgitt","prosent","0_4","9.8"
"flyktning_botid_flytting","2015","74","alle","personer","0_4","382"
"flyktning_botid_flytting","2015","74","alle","prosent","0_4","60.4"
"flyktning_botid_flytting","2015","74","ja","personer","0_4","293"
"flyktning_botid_flytting","2015","74","ja","prosent","0_4","46.4"
"flyktning_botid_flytting","2015","74","nei","personer","0_4","31"
"flyktning_botid_flytting","2015","74","nei","prosent","0_4","4.9"
"flyktning_botid_flytting","2015","74","uoppgitt","personer","0_4","58"
"flyktning_botid_flytting","2015","74","uoppgitt","prosent","0_4","9.2"
"flyktning_botid_flytting","2015","75","alle","personer","0_4","448"
"flyktning_botid_flytting","2015","75","alle","prosent","0_4","62.3"
"flyktning_botid_flytting","2015","75","ja","personer","0_4","346"
"flyktning_botid_flytting","2015","75","ja","prosent","0_4","48.1"
"flyktning_botid_flytting","2015","75","nei","personer","0_4","24"
"flyktning_botid_flytting","2015","75","nei","prosent","0_4","3.3"
"flyktning_botid_flytting","2015","75","uoppgitt","personer","0_4","78"
"flyktning_botid_flytting","2015","75","uoppgitt","prosent","0_4","10.8"
"flyktning_botid_flytting","2015","76","alle","personer","0_4","581"
"flyktning_botid_flytting","2015","76","alle","prosent","0_4","58.0"
"flyktning_botid_flytting","2015","76","ja","personer","0_4","464"
"flyktning_botid_flytting","2015","76","ja","prosent","0_4","46.3"
"flyktning_botid_flytting","2015","76","nei","personer","0_4","44"
"flyktning_botid_flytting","2015","76","nei","prosent","0_4","4.4"
"flyktning_botid_flytting","2015","76","uoppgitt","personer","0_4","73"
"flyktning_botid_flytting","2015","76","uoppgitt","prosent","0_4","7.3"
"flyktning_botid_flytting","2015","77","alle","personer","0_4","709"
"flyktning_botid_flytting","2015","77","alle","prosent","0_4","56.9"
"flyktning_botid_flytting","2015","77","ja","personer","0_4","521"
"flyktning_botid_flytting","2015","77","ja","prosent","0_4","41.8"
"flyktning_botid_flytting","2015","77","nei","personer","0_4","70"
"flyktning_botid_flytting","2015","77","nei","prosent","0_4","5.6"
"flyktning_botid_flytting","2015","77","uoppgitt","personer","0_4","118"
"flyktning_botid_flytting","2015","77","uoppgitt","prosent","0_4","9.5"
"flyktning_botid_flytting","2015","78","alle","personer","0_4","590"
"flyktning_botid_flytting","2015","78","alle","prosent","0_4","75.4"
"flyktning_botid_flytting","2015","78","ja","personer","0_4","382"
"flyktning_botid_flytting","2015","78","ja","prosent","0_4","48.8"
"flyktning_botid_flytting","2015","78","nei","personer","0_4","103"
"flyktning_botid_flytting","2015","78","nei","prosent","0_4","13.2"
"flyktning_botid_flytting","2015","78","uoppgitt","personer","0_4","105"
"flyktning_botid_flytting","2015","78","uoppgitt","prosent","0_4","13.4"
"flyktning_botid_flytting","2015","79","alle","personer","0_4","710"
"flyktning_botid_flytting","2015","79","alle","prosent","0_4","45.1"
"flyktning_botid_flytting","2015","79","ja","personer","0_4","598"
"flyktning_botid_flytting","2015","79","ja","prosent","0_4","38.0"
"flyktning_botid_flytting","2015","79","nei","personer","0_4","35"
"flyktning_botid_flytting","2015","79","nei","prosent","0_4","2.2"
"flyktning_botid_flytting","2015","79","uoppgitt","personer","0_4","77"
"flyktning_botid_flytting","2015","79","uoppgitt","prosent","0_4","4.9"
"flyktning_botid_flytting","2015","80","alle","personer","0_4","139"
"flyktning_botid_flytting","2015","80","alle","prosent","0_4","62.1"
"flyktning_botid_flytting","2015","80","ja","personer","0_4","77"
"flyktning_botid_flytting","2015","80","ja","prosent","0_4","34.4"
"flyktning_botid_flytting","2015","80","nei","personer","0_4","11"
"flyktning_botid_flytting","2015","80","nei","prosent","0_4","4.9"
"flyktning_botid_flytting","2015","80","uoppgitt","personer","0_4","51"
"flyktning_botid_flytting","2015","80","uoppgitt","prosent","0_4","22.8"
"flyktning_botid_flytting","2015","81","alle","personer","0_4","424"
"flyktning_botid_flytting","2015","81","alle","prosent","0_4","46.5"
"flyktning_botid_flytting","2015","81","ja","personer","0_4","325"
"flyktning_botid_flytting","2015","81","ja","prosent","0_4","35.6"
"flyktning_botid_flytting","2015","81","nei","personer","0_4","41"
"flyktning_botid_flytting","2015","81","nei","prosent","0_4","4.5"
"flyktning_botid_flytting","2015","81","uoppgitt","personer","0_4","58"
"flyktning_botid_flytting","2015","81","uoppgitt","prosent","0_4","6.4"
"flyktning_botid_flytting","2015","82","alle","personer","0_4","59"
"flyktning_botid_flytting","2015","82","alle","prosent","0_4","66.3"
"flyktning_botid_flytting","2015","82","ja","personer","0_4","56"
"flyktning_botid_flytting","2015","82","ja","prosent","0_4","62.9"
"flyktning_botid_flytting","2015","82","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","82","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","82","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","82","uoppgitt","prosent","0_4","3.4"
"flyktning_botid_flytting","2015","83","alle","personer","0_4","555"
"flyktning_botid_flytting","2015","83","alle","prosent","0_4","58.4"
"flyktning_botid_flytting","2015","83","ja","personer","0_4","465"
"flyktning_botid_flytting","2015","83","ja","prosent","0_4","48.9"
"flyktning_botid_flytting","2015","83","nei","personer","0_4","20"
"flyktning_botid_flytting","2015","83","nei","prosent","0_4","2.1"
"flyktning_botid_flytting","2015","83","uoppgitt","personer","0_4","70"
"flyktning_botid_flytting","2015","83","uoppgitt","prosent","0_4","7.4"
"flyktning_botid_flytting","2015","01","alle","personer","5+","1052"
"flyktning_botid_flytting","2015","01","alle","prosent","5+","91.3"
"flyktning_botid_flytting","2015","01","ja","personer","5+","177"
"flyktning_botid_flytting","2015","01","ja","prosent","5+","15.4"
"flyktning_botid_flytting","2015","01","nei","personer","5+","683"
"flyktning_botid_flytting","2015","01","nei","prosent","5+","59.3"
"flyktning_botid_flytting","2015","01","uoppgitt","personer","5+","192"
"flyktning_botid_flytting","2015","01","uoppgitt","prosent","5+","16.7"
"flyktning_botid_flytting","2015","02","alle","personer","5+","1933"
"flyktning_botid_flytting","2015","02","alle","prosent","5+","84.7"
"flyktning_botid_flytting","2015","02","ja","personer","5+","576"
"flyktning_botid_flytting","2015","02","ja","prosent","5+","25.2"
"flyktning_botid_flytting","2015","02","nei","personer","5+","1019"
"flyktning_botid_flytting","2015","02","nei","prosent","5+","44.7"
"flyktning_botid_flytting","2015","02","uoppgitt","personer","5+","338"
"flyktning_botid_flytting","2015","02","uoppgitt","prosent","5+","14.8"
"flyktning_botid_flytting","2015","03","alle","personer","5+","1949"
"flyktning_botid_flytting","2015","03","alle","prosent","5+","85.0"
"flyktning_botid_flytting","2015","03","ja","personer","5+","382"
"flyktning_botid_flytting","2015","03","ja","prosent","5+","16.7"
"flyktning_botid_flytting","2015","03","nei","personer","5+","962"
"flyktning_botid_flytting","2015","03","nei","prosent","5+","41.9"
"flyktning_botid_flytting","2015","03","uoppgitt","personer","5+","605"
"flyktning_botid_flytting","2015","03","uoppgitt","prosent","5+","26.4"
"flyktning_botid_flytting","2015","04","alle","personer","5+","6920"
"flyktning_botid_flytting","2015","04","alle","prosent","5+","88.9"
"flyktning_botid_flytting","2015","04","ja","personer","5+","1266"
"flyktning_botid_flytting","2015","04","ja","prosent","5+","16.3"
"flyktning_botid_flytting","2015","04","nei","personer","5+","4462"
"flyktning_botid_flytting","2015","04","nei","prosent","5+","57.3"
"flyktning_botid_flytting","2015","04","uoppgitt","personer","5+","1192"
"flyktning_botid_flytting","2015","04","uoppgitt","prosent","5+","15.3"
"flyktning_botid_flytting","2015","05","alle","personer","5+","5680"
"flyktning_botid_flytting","2015","05","alle","prosent","5+","84.5"
"flyktning_botid_flytting","2015","05","ja","personer","5+","1946"
"flyktning_botid_flytting","2015","05","ja","prosent","5+","29.0"
"flyktning_botid_flytting","2015","05","nei","personer","5+","2474"
"flyktning_botid_flytting","2015","05","nei","prosent","5+","36.8"
"flyktning_botid_flytting","2015","05","uoppgitt","personer","5+","1260"
"flyktning_botid_flytting","2015","05","uoppgitt","prosent","5+","18.8"
"flyktning_botid_flytting","2015","06","alle","personer","5+","3380"
"flyktning_botid_flytting","2015","06","alle","prosent","5+","79.9"
"flyktning_botid_flytting","2015","06","ja","personer","5+","1087"
"flyktning_botid_flytting","2015","06","ja","prosent","5+","25.7"
"flyktning_botid_flytting","2015","06","nei","personer","5+","1498"
"flyktning_botid_flytting","2015","06","nei","prosent","5+","35.4"
"flyktning_botid_flytting","2015","06","uoppgitt","personer","5+","795"
"flyktning_botid_flytting","2015","06","uoppgitt","prosent","5+","18.8"
"flyktning_botid_flytting","2015","07","alle","personer","5+","7515"
"flyktning_botid_flytting","2015","07","alle","prosent","5+","88.6"
"flyktning_botid_flytting","2015","07","ja","personer","5+","1350"
"flyktning_botid_flytting","2015","07","ja","prosent","5+","15.9"
"flyktning_botid_flytting","2015","07","nei","personer","5+","3993"
"flyktning_botid_flytting","2015","07","nei","prosent","5+","47.1"
"flyktning_botid_flytting","2015","07","uoppgitt","personer","5+","2172"
"flyktning_botid_flytting","2015","07","uoppgitt","prosent","5+","25.6"
"flyktning_botid_flytting","2015","08","alle","personer","5+","2427"
"flyktning_botid_flytting","2015","08","alle","prosent","5+","85.3"
"flyktning_botid_flytting","2015","08","ja","personer","5+","499"
"flyktning_botid_flytting","2015","08","ja","prosent","5+","17.5"
"flyktning_botid_flytting","2015","08","nei","personer","5+","1324"
"flyktning_botid_flytting","2015","08","nei","prosent","5+","46.5"
"flyktning_botid_flytting","2015","08","uoppgitt","personer","5+","604"
"flyktning_botid_flytting","2015","08","uoppgitt","prosent","5+","21.2"
"flyktning_botid_flytting","2015","09","alle","personer","5+","41541"
"flyktning_botid_flytting","2015","09","alle","prosent","5+","91.0"
"flyktning_botid_flytting","2015","09","ja","personer","5+","11791"
"flyktning_botid_flytting","2015","09","ja","prosent","5+","25.8"
"flyktning_botid_flytting","2015","09","nei","personer","5+","17949"
"flyktning_botid_flytting","2015","09","nei","prosent","5+","39.3"
"flyktning_botid_flytting","2015","09","uoppgitt","personer","5+","11801"
"flyktning_botid_flytting","2015","09","uoppgitt","prosent","5+","25.8"
"flyktning_botid_flytting","2015","10","alle","personer","5+","150"
"flyktning_botid_flytting","2015","10","alle","prosent","5+","44.9"
"flyktning_botid_flytting","2015","10","ja","personer","5+","102"
"flyktning_botid_flytting","2015","10","ja","prosent","5+","30.5"
"flyktning_botid_flytting","2015","10","nei","personer","5+","31"
"flyktning_botid_flytting","2015","10","nei","prosent","5+","9.3"
"flyktning_botid_flytting","2015","10","uoppgitt","personer","5+","17"
"flyktning_botid_flytting","2015","10","uoppgitt","prosent","5+","5.1"
"flyktning_botid_flytting","2015","11","alle","personer","5+","814"
"flyktning_botid_flytting","2015","11","alle","prosent","5+","62.7"
"flyktning_botid_flytting","2015","11","ja","personer","5+","362"
"flyktning_botid_flytting","2015","11","ja","prosent","5+","27.9"
"flyktning_botid_flytting","2015","11","nei","personer","5+","278"
"flyktning_botid_flytting","2015","11","nei","prosent","5+","21.4"
"flyktning_botid_flytting","2015","11","uoppgitt","personer","5+","174"
"flyktning_botid_flytting","2015","11","uoppgitt","prosent","5+","13.4"
"flyktning_botid_flytting","2015","12","alle","personer","5+","1841"
"flyktning_botid_flytting","2015","12","alle","prosent","5+","70.6"
"flyktning_botid_flytting","2015","12","ja","personer","5+","899"
"flyktning_botid_flytting","2015","12","ja","prosent","5+","34.5"
"flyktning_botid_flytting","2015","12","nei","personer","5+","603"
"flyktning_botid_flytting","2015","12","nei","prosent","5+","23.1"
"flyktning_botid_flytting","2015","12","uoppgitt","personer","5+","339"
"flyktning_botid_flytting","2015","12","uoppgitt","prosent","5+","13.0"
"flyktning_botid_flytting","2015","13","alle","personer","5+","659"
"flyktning_botid_flytting","2015","13","alle","prosent","5+","59.2"
"flyktning_botid_flytting","2015","13","ja","personer","5+","368"
"flyktning_botid_flytting","2015","13","ja","prosent","5+","33.0"
"flyktning_botid_flytting","2015","13","nei","personer","5+","197"
"flyktning_botid_flytting","2015","13","nei","prosent","5+","17.7"
"flyktning_botid_flytting","2015","13","uoppgitt","personer","5+","94"
"flyktning_botid_flytting","2015","13","uoppgitt","prosent","5+","8.4"
"flyktning_botid_flytting","2015","14","alle","personer","5+","1542"
"flyktning_botid_flytting","2015","14","alle","prosent","5+","66.6"
"flyktning_botid_flytting","2015","14","ja","personer","5+","825"
"flyktning_botid_flytting","2015","14","ja","prosent","5+","35.7"
"flyktning_botid_flytting","2015","14","nei","personer","5+","476"
"flyktning_botid_flytting","2015","14","nei","prosent","5+","20.6"
"flyktning_botid_flytting","2015","14","uoppgitt","personer","5+","241"
"flyktning_botid_flytting","2015","14","uoppgitt","prosent","5+","10.4"
"flyktning_botid_flytting","2015","15","alle","personer","5+","416"
"flyktning_botid_flytting","2015","15","alle","prosent","5+","47.7"
"flyktning_botid_flytting","2015","15","ja","personer","5+","256"
"flyktning_botid_flytting","2015","15","ja","prosent","5+","29.3"
"flyktning_botid_flytting","2015","15","nei","personer","5+","107"
"flyktning_botid_flytting","2015","15","nei","prosent","5+","12.3"
"flyktning_botid_flytting","2015","15","uoppgitt","personer","5+","53"
"flyktning_botid_flytting","2015","15","uoppgitt","prosent","5+","6.1"
"flyktning_botid_flytting","2015","16","alle","personer","5+","974"
"flyktning_botid_flytting","2015","16","alle","prosent","5+","73.0"
"flyktning_botid_flytting","2015","16","ja","personer","5+","581"
"flyktning_botid_flytting","2015","16","ja","prosent","5+","43.6"
"flyktning_botid_flytting","2015","16","nei","personer","5+","254"
"flyktning_botid_flytting","2015","16","nei","prosent","5+","19.0"
"flyktning_botid_flytting","2015","16","uoppgitt","personer","5+","139"
"flyktning_botid_flytting","2015","16","uoppgitt","prosent","5+","10.4"
"flyktning_botid_flytting","2015","17","alle","personer","5+","105"
"flyktning_botid_flytting","2015","17","alle","prosent","5+","47.7"
"flyktning_botid_flytting","2015","17","ja","personer","5+","55"
"flyktning_botid_flytting","2015","17","ja","prosent","5+","25.0"
"flyktning_botid_flytting","2015","17","nei","personer","5+","32"
"flyktning_botid_flytting","2015","17","nei","prosent","5+","14.5"
"flyktning_botid_flytting","2015","17","uoppgitt","personer","5+","18"
"flyktning_botid_flytting","2015","17","uoppgitt","prosent","5+","8.2"
"flyktning_botid_flytting","2015","18","alle","personer","5+","97"
"flyktning_botid_flytting","2015","18","alle","prosent","5+","22.6"
"flyktning_botid_flytting","2015","18","ja","personer","5+","62"
"flyktning_botid_flytting","2015","18","ja","prosent","5+","14.4"
"flyktning_botid_flytting","2015","18","nei","personer","5+","19"
"flyktning_botid_flytting","2015","18","nei","prosent","5+","4.4"
"flyktning_botid_flytting","2015","18","uoppgitt","personer","5+","16"
"flyktning_botid_flytting","2015","18","uoppgitt","prosent","5+","3.7"
"flyktning_botid_flytting","2015","19","alle","personer","5+","149"
"flyktning_botid_flytting","2015","19","alle","prosent","5+","34.3"
"flyktning_botid_flytting","2015","19","ja","personer","5+","101"
"flyktning_botid_flytting","2015","19","ja","prosent","5+","23.2"
"flyktning_botid_flytting","2015","19","nei","personer","5+","22"
"flyktning_botid_flytting","2015","19","nei","prosent","5+","5.1"
"flyktning_botid_flytting","2015","19","uoppgitt","personer","5+","26"
"flyktning_botid_flytting","2015","19","uoppgitt","prosent","5+","6.0"
"flyktning_botid_flytting","2015","20","alle","personer","5+","7086"
"flyktning_botid_flytting","2015","20","alle","prosent","5+","82.4"
"flyktning_botid_flytting","2015","20","ja","personer","5+","2059"
"flyktning_botid_flytting","2015","20","ja","prosent","5+","24.0"
"flyktning_botid_flytting","2015","20","nei","personer","5+","3657"
"flyktning_botid_flytting","2015","20","nei","prosent","5+","42.5"
"flyktning_botid_flytting","2015","20","uoppgitt","personer","5+","1370"
"flyktning_botid_flytting","2015","20","uoppgitt","prosent","5+","15.9"
"flyktning_botid_flytting","2015","21","alle","personer","5+","246"
"flyktning_botid_flytting","2015","21","alle","prosent","5+","46.5"
"flyktning_botid_flytting","2015","21","ja","personer","5+","142"
"flyktning_botid_flytting","2015","21","ja","prosent","5+","26.8"
"flyktning_botid_flytting","2015","21","nei","personer","5+","45"
"flyktning_botid_flytting","2015","21","nei","prosent","5+","8.5"
"flyktning_botid_flytting","2015","21","uoppgitt","personer","5+","59"
"flyktning_botid_flytting","2015","21","uoppgitt","prosent","5+","11.2"
"flyktning_botid_flytting","2015","22","alle","personer","5+","696"
"flyktning_botid_flytting","2015","22","alle","prosent","5+","65.1"
