"aar","naringsregion_nr","vreg_3","botid_5","tabellvariabel","tabell_navn","enhet"
"2010","73","2","0_4","383","sysselsatte_botid_land","personer"
"2010","73","2","10+","344","sysselsatte_botid_land","personer"
"2010","73","2","5_9","351","sysselsatte_botid_land","personer"
"2010","73","2","alle","1078","sysselsatte_botid_land","personer"
"2010","73","alle","0_4","946","sysselsatte_botid_land","personer"
"2010","73","alle","10+","751","sysselsatte_botid_land","personer"
"2010","73","alle","5_9","500","sysselsatte_botid_land","personer"
"2010","73","alle","alle","2197","sysselsatte_botid_land","personer"
"2010","74","1","0_4","211","sysselsatte_botid_land","personer"
"2010","74","1","10+","186","sysselsatte_botid_land","personer"
"2010","74","1","5_9","49","sysselsatte_botid_land","personer"
"2010","74","1","alle","446","sysselsatte_botid_land","personer"
"2010","74","2","0_4","174","sysselsatte_botid_land","personer"
"2010","74","2","10+","113","sysselsatte_botid_land","personer"
"2010","74","2","5_9","149","sysselsatte_botid_land","personer"
"2010","74","2","alle","436","sysselsatte_botid_land","personer"
"2010","74","alle","0_4","385","sysselsatte_botid_land","personer"
"2010","74","alle","10+","299","sysselsatte_botid_land","personer"
"2010","74","alle","5_9","198","sysselsatte_botid_land","personer"
"2010","74","alle","alle","882","sysselsatte_botid_land","personer"
"2010","75","1","0_4","267","sysselsatte_botid_land","personer"
"2010","75","1","10+","150","sysselsatte_botid_land","personer"
"2010","75","1","5_9","53","sysselsatte_botid_land","personer"
"2010","75","1","alle","470","sysselsatte_botid_land","personer"
"2010","75","2","0_4","133","sysselsatte_botid_land","personer"
"2010","75","2","10+","83","sysselsatte_botid_land","personer"
"2010","75","2","5_9","137","sysselsatte_botid_land","personer"
"2010","75","2","alle","353","sysselsatte_botid_land","personer"
"2010","75","alle","0_4","400","sysselsatte_botid_land","personer"
"2010","75","alle","10+","233","sysselsatte_botid_land","personer"
"2010","75","alle","5_9","190","sysselsatte_botid_land","personer"
"2010","75","alle","alle","823","sysselsatte_botid_land","personer"
"2010","76","1","0_4","210","sysselsatte_botid_land","personer"
"2010","76","1","10+","154","sysselsatte_botid_land","personer"
"2010","76","1","5_9","59","sysselsatte_botid_land","personer"
"2010","76","1","alle","423","sysselsatte_botid_land","personer"
"2010","76","2","0_4","200","sysselsatte_botid_land","personer"
"2010","76","2","10+","129","sysselsatte_botid_land","personer"
"2010","76","2","5_9","160","sysselsatte_botid_land","personer"
"2010","76","2","alle","489","sysselsatte_botid_land","personer"
"2010","76","alle","0_4","410","sysselsatte_botid_land","personer"
"2010","76","alle","10+","283","sysselsatte_botid_land","personer"
"2010","76","alle","5_9","219","sysselsatte_botid_land","personer"
"2010","76","alle","alle","912","sysselsatte_botid_land","personer"
"2010","77","1","0_4","242","sysselsatte_botid_land","personer"
"2010","77","1","10+","156","sysselsatte_botid_land","personer"
"2010","77","1","5_9","86","sysselsatte_botid_land","personer"
"2010","77","1","alle","484","sysselsatte_botid_land","personer"
"2010","77","2","0_4","189","sysselsatte_botid_land","personer"
"2010","77","2","10+","162","sysselsatte_botid_land","personer"
"2010","77","2","5_9","146","sysselsatte_botid_land","personer"
"2010","77","2","alle","497","sysselsatte_botid_land","personer"
"2010","77","alle","0_4","431","sysselsatte_botid_land","personer"
"2010","77","alle","10+","318","sysselsatte_botid_land","personer"
"2010","77","alle","5_9","232","sysselsatte_botid_land","personer"
"2010","77","alle","alle","981","sysselsatte_botid_land","personer"
"2010","78","1","0_4","204","sysselsatte_botid_land","personer"
"2010","78","1","10+","142","sysselsatte_botid_land","personer"
"2010","78","1","5_9","80","sysselsatte_botid_land","personer"
"2010","78","1","alle","426","sysselsatte_botid_land","personer"
"2010","78","2","0_4","116","sysselsatte_botid_land","personer"
"2010","78","2","10+","80","sysselsatte_botid_land","personer"
"2010","78","2","5_9","104","sysselsatte_botid_land","personer"
"2010","78","2","alle","300","sysselsatte_botid_land","personer"
"2010","78","alle","0_4","320","sysselsatte_botid_land","personer"
"2010","78","alle","10+","222","sysselsatte_botid_land","personer"
"2010","78","alle","5_9","184","sysselsatte_botid_land","personer"
"2010","78","alle","alle","726","sysselsatte_botid_land","personer"
"2010","79","1","0_4","1039","sysselsatte_botid_land","personer"
"2010","79","1","10+","780","sysselsatte_botid_land","personer"
"2010","79","1","5_9","358","sysselsatte_botid_land","personer"
"2010","79","1","alle","2177","sysselsatte_botid_land","personer"
"2010","79","2","0_4","574","sysselsatte_botid_land","personer"
"2010","79","2","10+","575","sysselsatte_botid_land","personer"
"2010","79","2","5_9","437","sysselsatte_botid_land","personer"
"2010","79","2","alle","1586","sysselsatte_botid_land","personer"
"2010","79","alle","0_4","1613","sysselsatte_botid_land","personer"
"2010","79","alle","10+","1355","sysselsatte_botid_land","personer"
"2010","79","alle","5_9","795","sysselsatte_botid_land","personer"
"2010","79","alle","alle","3763","sysselsatte_botid_land","personer"
"2010","80","1","0_4","101","sysselsatte_botid_land","personer"
"2010","80","1","10+","82","sysselsatte_botid_land","personer"
"2010","80","1","5_9","36","sysselsatte_botid_land","personer"
"2010","80","1","alle","219","sysselsatte_botid_land","personer"
"2010","80","2","0_4","56","sysselsatte_botid_land","personer"
"2010","80","2","10+","23","sysselsatte_botid_land","personer"
"2010","80","2","5_9","47","sysselsatte_botid_land","personer"
"2010","80","2","alle","126","sysselsatte_botid_land","personer"
"2010","80","alle","0_4","157","sysselsatte_botid_land","personer"
"2010","80","alle","10+","105","sysselsatte_botid_land","personer"
"2010","80","alle","5_9","83","sysselsatte_botid_land","personer"
"2010","80","alle","alle","345","sysselsatte_botid_land","personer"
"2010","81","1","0_4","618","sysselsatte_botid_land","personer"
"2010","81","1","10+","277","sysselsatte_botid_land","personer"
"2010","81","1","5_9","101","sysselsatte_botid_land","personer"
"2010","81","1","alle","996","sysselsatte_botid_land","personer"
"2010","81","2","0_4","388","sysselsatte_botid_land","personer"
"2010","81","2","10+","183","sysselsatte_botid_land","personer"
"2010","81","2","5_9","264","sysselsatte_botid_land","personer"
"2010","81","2","alle","835","sysselsatte_botid_land","personer"
"2010","81","alle","0_4","1006","sysselsatte_botid_land","personer"
"2010","81","alle","10+","460","sysselsatte_botid_land","personer"
"2010","81","alle","5_9","365","sysselsatte_botid_land","personer"
"2010","81","alle","alle","1831","sysselsatte_botid_land","personer"
"2010","82","1","0_4","81","sysselsatte_botid_land","personer"
"2010","82","1","10+","186","sysselsatte_botid_land","personer"
"2010","82","1","5_9","47","sysselsatte_botid_land","personer"
"2010","82","1","alle","314","sysselsatte_botid_land","personer"
"2010","82","2","0_4","64","sysselsatte_botid_land","personer"
"2010","82","2","10+","63","sysselsatte_botid_land","personer"
"2010","82","2","5_9","57","sysselsatte_botid_land","personer"
"2010","82","2","alle","184","sysselsatte_botid_land","personer"
"2010","82","alle","0_4","145","sysselsatte_botid_land","personer"
"2010","82","alle","10+","249","sysselsatte_botid_land","personer"
"2010","82","alle","5_9","104","sysselsatte_botid_land","personer"
"2010","82","alle","alle","498","sysselsatte_botid_land","personer"
"2010","83","1","0_4","311","sysselsatte_botid_land","personer"
"2010","83","1","10+","310","sysselsatte_botid_land","personer"
"2010","83","1","5_9","57","sysselsatte_botid_land","personer"
"2010","83","1","alle","678","sysselsatte_botid_land","personer"
"2010","83","2","0_4","238","sysselsatte_botid_land","personer"
"2010","83","2","10+","288","sysselsatte_botid_land","personer"
"2010","83","2","5_9","225","sysselsatte_botid_land","personer"
"2010","83","2","alle","751","sysselsatte_botid_land","personer"
"2010","83","alle","0_4","549","sysselsatte_botid_land","personer"
"2010","83","alle","10+","598","sysselsatte_botid_land","personer"
"2010","83","alle","5_9","282","sysselsatte_botid_land","personer"
"2010","83","alle","alle","1429","sysselsatte_botid_land","personer"
"2011","01","1","0_4","243","sysselsatte_botid_land","personer"
"2011","01","1","10+","300","sysselsatte_botid_land","personer"
"2011","01","1","5_9","76","sysselsatte_botid_land","personer"
"2011","01","1","alle","619","sysselsatte_botid_land","personer"
"2011","01","2","0_4","82","sysselsatte_botid_land","personer"
"2011","01","2","10+","391","sysselsatte_botid_land","personer"
"2011","01","2","5_9","115","sysselsatte_botid_land","personer"
"2011","01","2","alle","588","sysselsatte_botid_land","personer"
"2011","01","alle","0_4","325","sysselsatte_botid_land","personer"
"2011","01","alle","10+","691","sysselsatte_botid_land","personer"
"2011","01","alle","5_9","191","sysselsatte_botid_land","personer"
"2011","01","alle","alle","1207","sysselsatte_botid_land","personer"
"2011","02","1","0_4","850","sysselsatte_botid_land","personer"
"2011","02","1","10+","530","sysselsatte_botid_land","personer"
"2011","02","1","5_9","246","sysselsatte_botid_land","personer"
"2011","02","1","alle","1626","sysselsatte_botid_land","personer"
"2011","02","2","0_4","202","sysselsatte_botid_land","personer"
"2011","02","2","10+","836","sysselsatte_botid_land","personer"
"2011","02","2","5_9","338","sysselsatte_botid_land","personer"
"2011","02","2","alle","1376","sysselsatte_botid_land","personer"
"2011","02","alle","0_4","1052","sysselsatte_botid_land","personer"
"2011","02","alle","10+","1366","sysselsatte_botid_land","personer"
"2011","02","alle","5_9","584","sysselsatte_botid_land","personer"
"2011","02","alle","alle","3002","sysselsatte_botid_land","personer"
"2011","03","1","0_4","860","sysselsatte_botid_land","personer"
"2011","03","1","10+","632","sysselsatte_botid_land","personer"
"2011","03","1","5_9","258","sysselsatte_botid_land","personer"
"2011","03","1","alle","1750","sysselsatte_botid_land","personer"
"2011","03","2","0_4","241","sysselsatte_botid_land","personer"
"2011","03","2","10+","917","sysselsatte_botid_land","personer"
"2011","03","2","5_9","260","sysselsatte_botid_land","personer"
"2011","03","2","alle","1418","sysselsatte_botid_land","personer"
"2011","03","alle","0_4","1101","sysselsatte_botid_land","personer"
"2011","03","alle","10+","1549","sysselsatte_botid_land","personer"
"2011","03","alle","5_9","518","sysselsatte_botid_land","personer"
"2011","03","alle","alle","3168","sysselsatte_botid_land","personer"
"2011","04","1","0_4","1813","sysselsatte_botid_land","personer"
"2011","04","1","10+","1163","sysselsatte_botid_land","personer"
"2011","04","1","5_9","459","sysselsatte_botid_land","personer"
"2011","04","1","alle","3435","sysselsatte_botid_land","personer"
"2011","04","2","0_4","437","sysselsatte_botid_land","personer"
"2011","04","2","10+","2345","sysselsatte_botid_land","personer"
"2011","04","2","5_9","821","sysselsatte_botid_land","personer"
"2011","04","2","alle","3603","sysselsatte_botid_land","personer"
"2011","04","alle","0_4","2250","sysselsatte_botid_land","personer"
"2011","04","alle","10+","3508","sysselsatte_botid_land","personer"
"2011","04","alle","5_9","1280","sysselsatte_botid_land","personer"
"2011","04","alle","alle","7038","sysselsatte_botid_land","personer"
"2011","05","1","0_4","3482","sysselsatte_botid_land","personer"
"2011","05","1","10+","3500","sysselsatte_botid_land","personer"
"2011","05","1","5_9","1444","sysselsatte_botid_land","personer"
"2011","05","1","alle","8426","sysselsatte_botid_land","personer"
"2011","05","2","0_4","1207","sysselsatte_botid_land","personer"
"2011","05","2","10+","3307","sysselsatte_botid_land","personer"
"2011","05","2","5_9","1243","sysselsatte_botid_land","personer"
"2011","05","2","alle","5757","sysselsatte_botid_land","personer"
"2011","05","alle","0_4","4689","sysselsatte_botid_land","personer"
"2011","05","alle","10+","6807","sysselsatte_botid_land","personer"
"2011","05","alle","5_9","2687","sysselsatte_botid_land","personer"
"2011","05","alle","alle","14183","sysselsatte_botid_land","personer"
"2011","06","1","0_4","1703","sysselsatte_botid_land","personer"
"2011","06","1","10+","2270","sysselsatte_botid_land","personer"
"2011","06","1","5_9","693","sysselsatte_botid_land","personer"
"2011","06","1","alle","4666","sysselsatte_botid_land","personer"
"2011","06","2","0_4","802","sysselsatte_botid_land","personer"
"2011","06","2","10+","2137","sysselsatte_botid_land","personer"
"2011","06","2","5_9","729","sysselsatte_botid_land","personer"
"2011","06","2","alle","3668","sysselsatte_botid_land","personer"
"2011","06","alle","0_4","2505","sysselsatte_botid_land","personer"
"2011","06","alle","10+","4407","sysselsatte_botid_land","personer"
"2011","06","alle","5_9","1422","sysselsatte_botid_land","personer"
"2011","06","alle","alle","8334","sysselsatte_botid_land","personer"
"2011","07","1","0_4","2961","sysselsatte_botid_land","personer"
"2011","07","1","10+","2076","sysselsatte_botid_land","personer"
"2011","07","1","5_9","900","sysselsatte_botid_land","personer"
"2011","07","1","alle","5937","sysselsatte_botid_land","personer"
"2011","07","2","0_4","821","sysselsatte_botid_land","personer"
"2011","07","2","10+","4626","sysselsatte_botid_land","personer"
"2011","07","2","5_9","1179","sysselsatte_botid_land","personer"
"2011","07","2","alle","6626","sysselsatte_botid_land","personer"
"2011","07","alle","0_4","3782","sysselsatte_botid_land","personer"
"2011","07","alle","10+","6702","sysselsatte_botid_land","personer"
"2011","07","alle","5_9","2079","sysselsatte_botid_land","personer"
"2011","07","alle","alle","12563","sysselsatte_botid_land","personer"
"2011","08","1","0_4","1910","sysselsatte_botid_land","personer"
"2011","08","1","10+","930","sysselsatte_botid_land","personer"
"2011","08","1","5_9","534","sysselsatte_botid_land","personer"
"2011","08","1","alle","3374","sysselsatte_botid_land","personer"
"2011","08","2","0_4","447","sysselsatte_botid_land","personer"
"2011","08","2","10+","1356","sysselsatte_botid_land","personer"
"2011","08","2","5_9","563","sysselsatte_botid_land","personer"
"2011","08","2","alle","2366","sysselsatte_botid_land","personer"
"2011","08","alle","0_4","2357","sysselsatte_botid_land","personer"
"2011","08","alle","10+","2286","sysselsatte_botid_land","personer"
"2011","08","alle","5_9","1097","sysselsatte_botid_land","personer"
"2011","08","alle","alle","5740","sysselsatte_botid_land","personer"
"2011","09","1","0_4","19298","sysselsatte_botid_land","personer"
"2011","09","1","10+","9648","sysselsatte_botid_land","personer"
"2011","09","1","5_9","5146","sysselsatte_botid_land","personer"
"2011","09","1","alle","34092","sysselsatte_botid_land","personer"
"2011","09","2","0_4","8346","sysselsatte_botid_land","personer"
"2011","09","2","10+","28114","sysselsatte_botid_land","personer"
"2011","09","2","5_9","7944","sysselsatte_botid_land","personer"
"2011","09","2","alle","44404","sysselsatte_botid_land","personer"
"2011","09","alle","0_4","27644","sysselsatte_botid_land","personer"
"2011","09","alle","10+","37762","sysselsatte_botid_land","personer"
"2011","09","alle","5_9","13090","sysselsatte_botid_land","personer"
"2011","09","alle","alle","78496","sysselsatte_botid_land","personer"
"2011","10","1","0_4","223","sysselsatte_botid_land","personer"
"2011","10","1","10+","90","sysselsatte_botid_land","personer"
"2011","10","1","5_9","46","sysselsatte_botid_land","personer"
"2011","10","1","alle","359","sysselsatte_botid_land","personer"
"2011","10","2","0_4","45","sysselsatte_botid_land","personer"
"2011","10","2","10+","76","sysselsatte_botid_land","personer"
"2011","10","2","5_9","45","sysselsatte_botid_land","personer"
"2011","10","2","alle","166","sysselsatte_botid_land","personer"
"2011","10","alle","0_4","268","sysselsatte_botid_land","personer"
"2011","10","alle","10+","166","sysselsatte_botid_land","personer"
"2011","10","alle","5_9","91","sysselsatte_botid_land","personer"
"2011","10","alle","alle","525","sysselsatte_botid_land","personer"
"2011","11","1","0_4","405","sysselsatte_botid_land","personer"
"2011","11","1","10+","394","sysselsatte_botid_land","personer"
"2011","11","1","5_9","98","sysselsatte_botid_land","personer"
"2011","11","1","alle","897","sysselsatte_botid_land","personer"
"2011","11","2","0_4","101","sysselsatte_botid_land","personer"
"2011","11","2","10+","347","sysselsatte_botid_land","personer"
"2011","11","2","5_9","174","sysselsatte_botid_land","personer"
"2011","11","2","alle","622","sysselsatte_botid_land","personer"
"2011","11","alle","0_4","506","sysselsatte_botid_land","personer"
"2011","11","alle","10+","741","sysselsatte_botid_land","personer"
"2011","11","alle","5_9","272","sysselsatte_botid_land","personer"
"2011","11","alle","alle","1519","sysselsatte_botid_land","personer"
"2011","12","1","0_4","823","sysselsatte_botid_land","personer"
"2011","12","1","10+","639","sysselsatte_botid_land","personer"
"2011","12","1","5_9","275","sysselsatte_botid_land","personer"
"2011","12","1","alle","1737","sysselsatte_botid_land","personer"
"2011","12","2","0_4","344","sysselsatte_botid_land","personer"
"2011","12","2","10+","601","sysselsatte_botid_land","personer"
"2011","12","2","5_9","352","sysselsatte_botid_land","personer"
"2011","12","2","alle","1297","sysselsatte_botid_land","personer"
"2011","12","alle","0_4","1167","sysselsatte_botid_land","personer"
"2011","12","alle","10+","1240","sysselsatte_botid_land","personer"
"2011","12","alle","5_9","627","sysselsatte_botid_land","personer"
"2011","12","alle","alle","3034","sysselsatte_botid_land","personer"
"2011","13","1","0_4","318","sysselsatte_botid_land","personer"
"2011","13","1","10+","304","sysselsatte_botid_land","personer"
"2011","13","1","5_9","86","sysselsatte_botid_land","personer"
"2011","13","1","alle","708","sysselsatte_botid_land","personer"
"2011","13","2","0_4","81","sysselsatte_botid_land","personer"
"2011","13","2","10+","213","sysselsatte_botid_land","personer"
"2011","13","2","5_9","125","sysselsatte_botid_land","personer"
"2011","13","2","alle","419","sysselsatte_botid_land","personer"
"2011","13","alle","0_4","399","sysselsatte_botid_land","personer"
"2011","13","alle","10+","517","sysselsatte_botid_land","personer"
"2011","13","alle","5_9","211","sysselsatte_botid_land","personer"
"2011","13","alle","alle","1127","sysselsatte_botid_land","personer"
"2011","14","1","0_4","763","sysselsatte_botid_land","personer"
"2011","14","1","10+","429","sysselsatte_botid_land","personer"
"2011","14","1","5_9","199","sysselsatte_botid_land","personer"
"2011","14","1","alle","1391","sysselsatte_botid_land","personer"
"2011","14","2","0_4","247","sysselsatte_botid_land","personer"
"2011","14","2","10+","644","sysselsatte_botid_land","personer"
"2011","14","2","5_9","300","sysselsatte_botid_land","personer"
"2011","14","2","alle","1191","sysselsatte_botid_land","personer"
"2011","14","alle","0_4","1010","sysselsatte_botid_land","personer"
"2011","14","alle","10+","1073","sysselsatte_botid_land","personer"
"2011","14","alle","5_9","499","sysselsatte_botid_land","personer"
"2011","14","alle","alle","2582","sysselsatte_botid_land","personer"
"2011","15","1","0_4","297","sysselsatte_botid_land","personer"
"2011","15","1","10+","191","sysselsatte_botid_land","personer"
"2011","15","1","5_9","87","sysselsatte_botid_land","personer"
"2011","15","1","alle","575","sysselsatte_botid_land","personer"
"2011","15","2","0_4","106","sysselsatte_botid_land","personer"
"2011","15","2","10+","201","sysselsatte_botid_land","personer"
"2011","15","2","5_9","89","sysselsatte_botid_land","personer"
"2011","15","2","alle","396","sysselsatte_botid_land","personer"
"2011","15","alle","0_4","403","sysselsatte_botid_land","personer"
"2011","15","alle","10+","392","sysselsatte_botid_land","personer"
"2011","15","alle","5_9","176","sysselsatte_botid_land","personer"
"2011","15","alle","alle","971","sysselsatte_botid_land","personer"
"2011","16","1","0_4","411","sysselsatte_botid_land","personer"
"2011","16","1","10+","307","sysselsatte_botid_land","personer"
"2011","16","1","5_9","133","sysselsatte_botid_land","personer"
"2011","16","1","alle","851","sysselsatte_botid_land","personer"
"2011","16","2","0_4","157","sysselsatte_botid_land","personer"
"2011","16","2","10+","343","sysselsatte_botid_land","personer"
"2011","16","2","5_9","192","sysselsatte_botid_land","personer"
"2011","16","2","alle","692","sysselsatte_botid_land","personer"
"2011","16","alle","0_4","568","sysselsatte_botid_land","personer"
"2011","16","alle","10+","650","sysselsatte_botid_land","personer"
"2011","16","alle","5_9","325","sysselsatte_botid_land","personer"
"2011","16","alle","alle","1543","sysselsatte_botid_land","personer"
"2011","17","1","0_4","212","sysselsatte_botid_land","personer"
"2011","17","1","10+","50","sysselsatte_botid_land","personer"
"2011","17","1","5_9","69","sysselsatte_botid_land","personer"
"2011","17","1","alle","331","sysselsatte_botid_land","personer"
"2011","17","2","0_4","27","sysselsatte_botid_land","personer"
"2011","17","2","10+","38","sysselsatte_botid_land","personer"
"2011","17","2","5_9","33","sysselsatte_botid_land","personer"
"2011","17","2","alle","98","sysselsatte_botid_land","personer"
"2011","17","alle","0_4","239","sysselsatte_botid_land","personer"
"2011","17","alle","10+","88","sysselsatte_botid_land","personer"
"2011","17","alle","5_9","102","sysselsatte_botid_land","personer"
"2011","17","alle","alle","429","sysselsatte_botid_land","personer"
"2011","18","1","0_4","220","sysselsatte_botid_land","personer"
"2011","18","1","10+","69","sysselsatte_botid_land","personer"
"2011","18","1","5_9","45","sysselsatte_botid_land","personer"
"2011","18","1","alle","334","sysselsatte_botid_land","personer"
"2011","18","2","0_4","49","sysselsatte_botid_land","personer"
"2011","18","2","10+","41","sysselsatte_botid_land","personer"
"2011","18","2","5_9","38","sysselsatte_botid_land","personer"
"2011","18","2","alle","128","sysselsatte_botid_land","personer"
"2011","18","alle","0_4","269","sysselsatte_botid_land","personer"
"2011","18","alle","10+","110","sysselsatte_botid_land","personer"
"2011","18","alle","5_9","83","sysselsatte_botid_land","personer"
"2011","18","alle","alle","462","sysselsatte_botid_land","personer"
"2011","19","1","0_4","314","sysselsatte_botid_land","personer"
"2011","19","1","10+","131","sysselsatte_botid_land","personer"
"2011","19","1","5_9","64","sysselsatte_botid_land","personer"
"2011","19","1","alle","509","sysselsatte_botid_land","personer"
"2011","19","2","0_4","55","sysselsatte_botid_land","personer"
"2011","19","2","10+","76","sysselsatte_botid_land","personer"
"2011","19","2","5_9","36","sysselsatte_botid_land","personer"
"2011","19","2","alle","167","sysselsatte_botid_land","personer"
"2011","19","alle","0_4","369","sysselsatte_botid_land","personer"
"2011","19","alle","10+","207","sysselsatte_botid_land","personer"
"2011","19","alle","5_9","100","sysselsatte_botid_land","personer"
"2011","19","alle","alle","676","sysselsatte_botid_land","personer"
"2011","20","1","0_4","3331","sysselsatte_botid_land","personer"
"2011","20","1","10+","2082","sysselsatte_botid_land","personer"
"2011","20","1","5_9","1053","sysselsatte_botid_land","personer"
"2011","20","1","alle","6466","sysselsatte_botid_land","personer"
"2011","20","2","0_4","878","sysselsatte_botid_land","personer"
"2011","20","2","10+","3900","sysselsatte_botid_land","personer"
"2011","20","2","5_9","1439","sysselsatte_botid_land","personer"
"2011","20","2","alle","6217","sysselsatte_botid_land","personer"
"2011","20","alle","0_4","4209","sysselsatte_botid_land","personer"
"2011","20","alle","10+","5982","sysselsatte_botid_land","personer"
"2011","20","alle","5_9","2492","sysselsatte_botid_land","personer"
"2011","20","alle","alle","12683","sysselsatte_botid_land","personer"
"2011","21","1","0_4","659","sysselsatte_botid_land","personer"
"2011","21","1","10+","241","sysselsatte_botid_land","personer"
"2011","21","1","5_9","182","sysselsatte_botid_land","personer"
"2011","21","1","alle","1082","sysselsatte_botid_land","personer"
"2011","21","2","0_4","103","sysselsatte_botid_land","personer"
"2011","21","2","10+","133","sysselsatte_botid_land","personer"
"2011","21","2","5_9","97","sysselsatte_botid_land","personer"
"2011","21","2","alle","333","sysselsatte_botid_land","personer"
"2011","21","alle","0_4","762","sysselsatte_botid_land","personer"
"2011","21","alle","10+","374","sysselsatte_botid_land","personer"
"2011","21","alle","5_9","279","sysselsatte_botid_land","personer"
"2011","21","alle","alle","1415","sysselsatte_botid_land","personer"
"2011","22","1","0_4","574","sysselsatte_botid_land","personer"
"2011","22","1","10+","348","sysselsatte_botid_land","personer"
"2011","22","1","5_9","167","sysselsatte_botid_land","personer"
"2011","22","1","alle","1089","sysselsatte_botid_land","personer"
"2011","22","2","0_4","272","sysselsatte_botid_land","personer"
"2011","22","2","10+","339","sysselsatte_botid_land","personer"
"2011","22","2","5_9","201","sysselsatte_botid_land","personer"
"2011","22","2","alle","812","sysselsatte_botid_land","personer"
"2011","22","alle","0_4","846","sysselsatte_botid_land","personer"
"2011","22","alle","10+","687","sysselsatte_botid_land","personer"
"2011","22","alle","5_9","368","sysselsatte_botid_land","personer"
"2011","22","alle","alle","1901","sysselsatte_botid_land","personer"
"2011","23","1","0_4","275","sysselsatte_botid_land","personer"
"2011","23","1","10+","122","sysselsatte_botid_land","personer"
"2011","23","1","5_9","70","sysselsatte_botid_land","personer"
"2011","23","1","alle","467","sysselsatte_botid_land","personer"
"2011","23","2","0_4","53","sysselsatte_botid_land","personer"
"2011","23","2","10+","84","sysselsatte_botid_land","personer"
"2011","23","2","5_9","61","sysselsatte_botid_land","personer"
"2011","23","2","alle","198","sysselsatte_botid_land","personer"
"2011","23","alle","0_4","328","sysselsatte_botid_land","personer"
"2011","23","alle","10+","206","sysselsatte_botid_land","personer"
"2011","23","alle","5_9","131","sysselsatte_botid_land","personer"
"2011","23","alle","alle","665","sysselsatte_botid_land","personer"
"2011","24","1","0_4","594","sysselsatte_botid_land","personer"
"2011","24","1","10+","323","sysselsatte_botid_land","personer"
"2011","24","1","5_9","169","sysselsatte_botid_land","personer"
"2011","24","1","alle","1086","sysselsatte_botid_land","personer"
"2011","24","2","0_4","161","sysselsatte_botid_land","personer"
"2011","24","2","10+","399","sysselsatte_botid_land","personer"
"2011","24","2","5_9","179","sysselsatte_botid_land","personer"
"2011","24","2","alle","739","sysselsatte_botid_land","personer"
"2011","24","alle","0_4","755","sysselsatte_botid_land","personer"
"2011","24","alle","10+","722","sysselsatte_botid_land","personer"
"2011","24","alle","5_9","348","sysselsatte_botid_land","personer"
"2011","24","alle","alle","1825","sysselsatte_botid_land","personer"
"2011","25","1","0_4","2032","sysselsatte_botid_land","personer"
"2011","25","1","10+","1231","sysselsatte_botid_land","personer"
"2011","25","1","5_9","585","sysselsatte_botid_land","personer"
"2011","25","1","alle","3848","sysselsatte_botid_land","personer"
"2011","25","2","0_4","514","sysselsatte_botid_land","personer"
"2011","25","2","10+","1467","sysselsatte_botid_land","personer"
"2011","25","2","5_9","590","sysselsatte_botid_land","personer"
"2011","25","2","alle","2571","sysselsatte_botid_land","personer"
"2011","25","alle","0_4","2546","sysselsatte_botid_land","personer"
"2011","25","alle","10+","2698","sysselsatte_botid_land","personer"
"2011","25","alle","5_9","1175","sysselsatte_botid_land","personer"
"2011","25","alle","alle","6419","sysselsatte_botid_land","personer"
"2011","26","1","0_4","1255","sysselsatte_botid_land","personer"
"2011","26","1","10+","780","sysselsatte_botid_land","personer"
"2011","26","1","5_9","410","sysselsatte_botid_land","personer"
"2011","26","1","alle","2445","sysselsatte_botid_land","personer"
"2011","26","2","0_4","354","sysselsatte_botid_land","personer"
"2011","26","2","10+","1264","sysselsatte_botid_land","personer"
"2011","26","2","5_9","444","sysselsatte_botid_land","personer"
"2011","26","2","alle","2062","sysselsatte_botid_land","personer"
"2011","26","alle","0_4","1609","sysselsatte_botid_land","personer"
"2011","26","alle","10+","2044","sysselsatte_botid_land","personer"
"2011","26","alle","5_9","854","sysselsatte_botid_land","personer"
"2011","26","alle","alle","4507","sysselsatte_botid_land","personer"
"2011","27","1","0_4","1023","sysselsatte_botid_land","personer"
"2011","27","1","10+","873","sysselsatte_botid_land","personer"
"2011","27","1","5_9","297","sysselsatte_botid_land","personer"
"2011","27","1","alle","2193","sysselsatte_botid_land","personer"
"2011","27","2","0_4","485","sysselsatte_botid_land","personer"
"2011","27","2","10+","1573","sysselsatte_botid_land","personer"
"2011","27","2","5_9","687","sysselsatte_botid_land","personer"
"2011","27","2","alle","2745","sysselsatte_botid_land","personer"
"2011","27","alle","0_4","1508","sysselsatte_botid_land","personer"
"2011","27","alle","10+","2446","sysselsatte_botid_land","personer"
"2011","27","alle","5_9","984","sysselsatte_botid_land","personer"
"2011","27","alle","alle","4938","sysselsatte_botid_land","personer"
"2011","28","1","0_4","196","sysselsatte_botid_land","personer"
"2011","28","1","10+","110","sysselsatte_botid_land","personer"
"2011","28","1","5_9","41","sysselsatte_botid_land","personer"
"2011","28","1","alle","347","sysselsatte_botid_land","personer"
"2011","28","2","0_4","51","sysselsatte_botid_land","personer"
"2011","28","2","10+","120","sysselsatte_botid_land","personer"
"2011","28","2","5_9","85","sysselsatte_botid_land","personer"
"2011","28","2","alle","256","sysselsatte_botid_land","personer"
"2011","28","alle","0_4","247","sysselsatte_botid_land","personer"
"2011","28","alle","10+","230","sysselsatte_botid_land","personer"
"2011","28","alle","5_9","126","sysselsatte_botid_land","personer"
