"aar","bydel_nr","avslutning_arsak_8","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
2014,"NULL","arbeid","alle","prosent","19.2307692","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","sos_stnd","0","personer",":","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","sos_stnd","0","prosent",".","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","sos_stnd","1","personer",":","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","sos_stnd","1","prosent",".","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","sos_stnd","alle","personer","6","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","sos_stnd","alle","prosent","23.0769231","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","trygd_annen","0","personer",":","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","trygd_annen","0","prosent",".","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","trygd_annen","1","personer",":","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","trygd_annen","1","prosent",".","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","trygd_annen","alle","personer",":","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","trygd_annen","alle","prosent",".","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","annet","0","personer",":","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","annet","0","prosent",".","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","annet","1","personer",":","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","annet","1","prosent",".","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","annet","alle","personer","6","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","annet","alle","prosent","23.0769231","intro_avslutning_direkte_8","NULL","50","NULL"
2014,"NULL","alle","0","personer","9","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","alle","1","personer","13","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","alle","alle","personer","22","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","kvalifisering","0","personer","5","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","kvalifisering","0","prosent","55.55555556","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","kvalifisering","1","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","kvalifisering","1","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","kvalifisering","alle","personer","9","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","kvalifisering","alle","prosent","40.9090909","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","gr_skole","0","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","gr_skole","0","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","gr_skole","1","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","gr_skole","1","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","gr_skole","alle","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","gr_skole","alle","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","utdanning","0","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","utdanning","0","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","utdanning","1","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","utdanning","1","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","utdanning","alle","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","utdanning","alle","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","arbeid","0","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","arbeid","0","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","arbeid","1","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","arbeid","1","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","arbeid","alle","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","arbeid","alle","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","sos_stnd","0","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","sos_stnd","0","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","sos_stnd","1","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","sos_stnd","1","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","sos_stnd","alle","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","sos_stnd","alle","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","trygd_annen","0","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","trygd_annen","0","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","trygd_annen","1","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","trygd_annen","1","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","trygd_annen","alle","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","trygd_annen","alle","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","annet","0","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","annet","0","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","annet","1","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","annet","1","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","annet","alle","personer",":","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","annet","alle","prosent",".","intro_avslutning_direkte_8","NULL","51","NULL"
2014,"NULL","alle","0","personer","30","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","alle","1","personer","32","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","alle","alle","personer","62","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","kvalifisering","0","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","kvalifisering","0","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","kvalifisering","1","personer","6","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","kvalifisering","1","prosent","18.75","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","kvalifisering","alle","personer","10","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","kvalifisering","alle","prosent","16.1290323","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","gr_skole","0","personer","6","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","gr_skole","0","prosent","20","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","gr_skole","1","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","gr_skole","1","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","gr_skole","alle","personer","10","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","gr_skole","alle","prosent","16.1290323","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","utdanning","0","personer","7","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","utdanning","0","prosent","23.33333333","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","utdanning","1","personer","14","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","utdanning","1","prosent","43.75","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","utdanning","alle","personer","21","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","utdanning","alle","prosent","33.8709677","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","arbeid","0","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","arbeid","0","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","arbeid","1","personer","6","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","arbeid","1","prosent","18.75","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","arbeid","alle","personer","8","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","arbeid","alle","prosent","12.9032258","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","sos_stnd","0","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","sos_stnd","0","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","sos_stnd","1","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","sos_stnd","1","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","sos_stnd","alle","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","sos_stnd","alle","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","trygd_annen","0","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","trygd_annen","0","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","trygd_annen","1","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","trygd_annen","1","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","trygd_annen","alle","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","trygd_annen","alle","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","annet","0","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","annet","0","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","annet","1","personer",":","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","annet","1","prosent",".","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","annet","alle","personer","6","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","annet","alle","prosent","9.6774194","intro_avslutning_direkte_8","NULL","52","NULL"
2014,"NULL","alle","0","personer","13","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","alle","1","personer","21","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","alle","alle","personer","34","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","kvalifisering","0","personer","5","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","kvalifisering","0","prosent","38.46153846","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","kvalifisering","1","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","kvalifisering","1","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","kvalifisering","alle","personer","7","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","kvalifisering","alle","prosent","20.5882353","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","gr_skole","0","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","gr_skole","0","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","gr_skole","1","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","gr_skole","1","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","gr_skole","alle","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","gr_skole","alle","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","utdanning","0","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","utdanning","0","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","utdanning","1","personer","6","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","utdanning","1","prosent","28.57142857","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","utdanning","alle","personer","7","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","utdanning","alle","prosent","20.5882353","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","arbeid","0","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","arbeid","0","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","arbeid","1","personer","11","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","arbeid","1","prosent","52.38095238","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","arbeid","alle","personer","15","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","arbeid","alle","prosent","44.1176471","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","sos_stnd","0","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","sos_stnd","0","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","sos_stnd","1","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","sos_stnd","1","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","sos_stnd","alle","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","sos_stnd","alle","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","trygd_annen","0","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","trygd_annen","0","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","trygd_annen","1","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","trygd_annen","1","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","trygd_annen","alle","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","trygd_annen","alle","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","annet","0","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","annet","0","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","annet","1","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","annet","1","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","annet","alle","personer",":","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","annet","alle","prosent",".","intro_avslutning_direkte_8","NULL","53","NULL"
2014,"NULL","alle","0","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","alle","1","personer","5","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","alle","alle","personer","8","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","kvalifisering","0","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","kvalifisering","0","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","kvalifisering","1","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","kvalifisering","1","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","kvalifisering","alle","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","kvalifisering","alle","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","gr_skole","0","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","gr_skole","0","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","gr_skole","1","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","gr_skole","1","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","gr_skole","alle","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","gr_skole","alle","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","utdanning","0","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","utdanning","0","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","utdanning","1","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","utdanning","1","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","utdanning","alle","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","utdanning","alle","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","arbeid","0","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","arbeid","0","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","arbeid","1","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","arbeid","1","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","arbeid","alle","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","arbeid","alle","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","sos_stnd","0","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","sos_stnd","0","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","sos_stnd","1","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","sos_stnd","1","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","sos_stnd","alle","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","sos_stnd","alle","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","trygd_annen","0","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","trygd_annen","0","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","trygd_annen","1","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","trygd_annen","1","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","trygd_annen","alle","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","trygd_annen","alle","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","annet","0","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","annet","0","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","annet","1","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","annet","1","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","annet","alle","personer",":","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","annet","alle","prosent",".","intro_avslutning_direkte_8","NULL","54","NULL"
2014,"NULL","alle","0","personer","15","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","alle","1","personer","26","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","alle","alle","personer","41","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","kvalifisering","0","personer","6","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","kvalifisering","0","prosent","40","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","kvalifisering","1","personer","7","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","kvalifisering","1","prosent","26.92307692","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","kvalifisering","alle","personer","13","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","kvalifisering","alle","prosent","31.7073171","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","gr_skole","0","personer","5","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","gr_skole","0","prosent","33.33333333","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","gr_skole","1","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","gr_skole","1","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","gr_skole","alle","personer","5","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","gr_skole","alle","prosent","12.195122","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","utdanning","0","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","utdanning","0","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","utdanning","1","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","utdanning","1","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","utdanning","alle","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","utdanning","alle","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","arbeid","0","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","arbeid","0","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","arbeid","1","personer","12","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","arbeid","1","prosent","46.15384615","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","arbeid","alle","personer","12","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","arbeid","alle","prosent","29.2682927","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","sos_stnd","0","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","sos_stnd","0","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","sos_stnd","1","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","sos_stnd","1","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","sos_stnd","alle","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","sos_stnd","alle","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","trygd_annen","0","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","trygd_annen","0","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","trygd_annen","1","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","trygd_annen","1","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","trygd_annen","alle","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","trygd_annen","alle","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","annet","0","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","annet","0","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","annet","1","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","annet","1","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","annet","alle","personer",":","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","annet","alle","prosent",".","intro_avslutning_direkte_8","NULL","55","NULL"
2014,"NULL","alle","0","personer","21","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","alle","1","personer","12","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","alle","alle","personer","33","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","kvalifisering","0","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","kvalifisering","0","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","kvalifisering","1","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","kvalifisering","1","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","kvalifisering","alle","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","kvalifisering","alle","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","gr_skole","0","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","gr_skole","0","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","gr_skole","1","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","gr_skole","1","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","gr_skole","alle","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","gr_skole","alle","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","utdanning","0","personer","9","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","utdanning","0","prosent","42.85714286","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","utdanning","1","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","utdanning","1","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","utdanning","alle","personer","12","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","utdanning","alle","prosent","36.3636364","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","arbeid","0","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","arbeid","0","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","arbeid","1","personer","7","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","arbeid","1","prosent","58.33333333","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","arbeid","alle","personer","10","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","arbeid","alle","prosent","30.3030303","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","sos_stnd","0","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","sos_stnd","0","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","sos_stnd","1","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","sos_stnd","1","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","sos_stnd","alle","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","sos_stnd","alle","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","trygd_annen","0","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","trygd_annen","0","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","trygd_annen","1","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","trygd_annen","1","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","trygd_annen","alle","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","trygd_annen","alle","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","annet","0","personer","6","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","annet","0","prosent","28.57142857","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","annet","1","personer",":","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","annet","1","prosent",".","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","annet","alle","personer","7","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","annet","alle","prosent","21.2121212","intro_avslutning_direkte_8","NULL","56","NULL"
2014,"NULL","alle","0","personer",":","intro_avslutning_direkte_8","NULL","57","NULL"
2014,"NULL","alle","1","personer",":","intro_avslutning_direkte_8","NULL","57","NULL"
2014,"NULL","alle","alle","personer",":","intro_avslutning_direkte_8","NULL","57","NULL"
2014,"NULL","kvalifisering","0","personer",":","intro_avslutning_direkte_8","NULL","57","NULL"
2014,"NULL","kvalifisering","0","prosent",".","intro_avslutning_direkte_8","NULL","57","NULL"
2014,"NULL","kvalifisering","1","personer",":","intro_avslutning_direkte_8","NULL","57","NULL"
2014,"NULL","kvalifisering","1","prosent",".","intro_avslutning_direkte_8","NULL","57","NULL"
2014,"NULL","kvalifisering","alle","personer",":","intro_avslutning_direkte_8","NULL","57","NULL"
