"kommune_nr","provetype","enhet","aar","tabell_navn","spraaknivaa","tabellvariabel"
"1246","lytting","prosent","2015","norsk_prover","a2","14"
"1246","muntlig","personer","2015","norsk_prover","a2","16"
"1246","muntlig","prosent","2015","norsk_prover","a2","55"
"1246","skriftlig","personer","2015","norsk_prover","a2","9"
"1246","skriftlig","prosent","2015","norsk_prover","a2","31"
"1247","lese","personer","2015","norsk_prover","a2","7"
"1247","lese","prosent","2015","norsk_prover","a2","29"
"1247","lytting","personer","2015","norsk_prover","a2","5"
"1247","lytting","prosent","2015","norsk_prover","a2","20"
"1247","muntlig","personer","2015","norsk_prover","a2","16"
"1247","muntlig","prosent","2015","norsk_prover","a2","64"
"1247","skriftlig","personer","2015","norsk_prover","a2","13"
"1247","skriftlig","prosent","2015","norsk_prover","a2","52"
"1259","lese","personer","2015","norsk_prover","a2",":"
"1259","lese","prosent","2015","norsk_prover","a2",":"
"1259","lytting","personer","2015","norsk_prover","a2",":"
"1259","lytting","prosent","2015","norsk_prover","a2",":"
"1259","muntlig","personer","2015","norsk_prover","a2",":"
"1259","muntlig","prosent","2015","norsk_prover","a2",":"
"1259","skriftlig","personer","2015","norsk_prover","a2",":"
"1259","skriftlig","prosent","2015","norsk_prover","a2",":"
"1263","lese","personer","2015","norsk_prover","a2","6"
"1263","lese","prosent","2015","norsk_prover","a2","14"
"1263","lytting","personer","2015","norsk_prover","a2","15"
"1263","lytting","prosent","2015","norsk_prover","a2","38"
"1263","muntlig","personer","2015","norsk_prover","a2","25"
"1263","muntlig","prosent","2015","norsk_prover","a2","61"
"1263","skriftlig","personer","2015","norsk_prover","a2","21"
"1263","skriftlig","prosent","2015","norsk_prover","a2","50"
"1401","lese","personer","2015","norsk_prover","a2","15"
"1401","lese","prosent","2015","norsk_prover","a2","38"
"1401","lytting","personer","2015","norsk_prover","a2","21"
"1401","lytting","prosent","2015","norsk_prover","a2","54"
"1401","muntlig","personer","2015","norsk_prover","a2","11"
"1401","muntlig","prosent","2015","norsk_prover","a2","31"
"1401","skriftlig","personer","2015","norsk_prover","a2","22"
"1401","skriftlig","prosent","2015","norsk_prover","a2","51"
"1411","lese","personer","2015","norsk_prover","a2",":"
"1411","lese","prosent","2015","norsk_prover","a2",":"
"1411","lytting","personer","2015","norsk_prover","a2",":"
"1411","lytting","prosent","2015","norsk_prover","a2",":"
"1411","muntlig","personer","2015","norsk_prover","a2",":"
"1411","muntlig","prosent","2015","norsk_prover","a2",":"
"1411","skriftlig","personer","2015","norsk_prover","a2",":"
"1411","skriftlig","prosent","2015","norsk_prover","a2",":"
"1413","lese","personer","2015","norsk_prover","a2",":"
"1413","lese","prosent","2015","norsk_prover","a2",":"
"1413","lytting","personer","2015","norsk_prover","a2",":"
"1413","lytting","prosent","2015","norsk_prover","a2",":"
"1413","muntlig","personer","2015","norsk_prover","a2","6"
"1413","muntlig","prosent","2015","norsk_prover","a2","60"
"1413","skriftlig","personer","2015","norsk_prover","a2",":"
"1413","skriftlig","prosent","2015","norsk_prover","a2",":"
"1416","lese","personer","2015","norsk_prover","a2",":"
"1416","lese","prosent","2015","norsk_prover","a2",":"
"1416","lytting","personer","2015","norsk_prover","a2",":"
"1416","lytting","prosent","2015","norsk_prover","a2",":"
"1416","muntlig","personer","2015","norsk_prover","a2",":"
"1416","muntlig","prosent","2015","norsk_prover","a2",":"
"1416","skriftlig","personer","2015","norsk_prover","a2",":"
"1416","skriftlig","prosent","2015","norsk_prover","a2",":"
"1420","lese","personer","2015","norsk_prover","a2","4"
"1420","lese","prosent","2015","norsk_prover","a2","20"
"1420","lytting","personer","2015","norsk_prover","a2","4"
"1420","lytting","prosent","2015","norsk_prover","a2","21"
"1420","muntlig","personer","2015","norsk_prover","a2","10"
"1420","muntlig","prosent","2015","norsk_prover","a2","50"
"1420","skriftlig","personer","2015","norsk_prover","a2","6"
"1420","skriftlig","prosent","2015","norsk_prover","a2","27"
"1424","lese","personer","2015","norsk_prover","a2","1"
"1424","lese","prosent","2015","norsk_prover","a2","10"
"1424","lytting","personer","2015","norsk_prover","a2",":"
"1424","lytting","prosent","2015","norsk_prover","a2",":"
"1424","muntlig","personer","2015","norsk_prover","a2",":"
"1424","muntlig","prosent","2015","norsk_prover","a2",":"
"1424","skriftlig","personer","2015","norsk_prover","a2",":"
"1424","skriftlig","prosent","2015","norsk_prover","a2",":"
"1428","lese","personer","2015","norsk_prover","a2",":"
"1428","lese","prosent","2015","norsk_prover","a2",":"
"1428","lytting","personer","2015","norsk_prover","a2",":"
"1428","lytting","prosent","2015","norsk_prover","a2",":"
"1428","muntlig","personer","2015","norsk_prover","a2",":"
"1428","muntlig","prosent","2015","norsk_prover","a2",":"
"1428","skriftlig","personer","2015","norsk_prover","a2",":"
"1428","skriftlig","prosent","2015","norsk_prover","a2",":"
"1432","lese","personer","2015","norsk_prover","a2","2"
"1432","lese","prosent","2015","norsk_prover","a2","17"
"1432","lytting","personer","2015","norsk_prover","a2","10"
"1432","lytting","prosent","2015","norsk_prover","a2","67"
"1432","muntlig","personer","2015","norsk_prover","a2","5"
"1432","muntlig","prosent","2015","norsk_prover","a2","33"
"1432","skriftlig","personer","2015","norsk_prover","a2","12"
"1432","skriftlig","prosent","2015","norsk_prover","a2","75"
"1439","lese","personer","2015","norsk_prover","a2",":"
"1439","lese","prosent","2015","norsk_prover","a2",":"
"1439","lytting","personer","2015","norsk_prover","a2",":"
"1439","lytting","prosent","2015","norsk_prover","a2",":"
"1439","muntlig","personer","2015","norsk_prover","a2",":"
"1439","muntlig","prosent","2015","norsk_prover","a2",":"
"1439","skriftlig","personer","2015","norsk_prover","a2",":"
"1439","skriftlig","prosent","2015","norsk_prover","a2",":"
"1443","lese","personer","2015","norsk_prover","a2","3"
"1443","lese","prosent","2015","norsk_prover","a2","23"
"1443","lytting","personer","2015","norsk_prover","a2","4"
"1443","lytting","prosent","2015","norsk_prover","a2","33"
"1443","muntlig","personer","2015","norsk_prover","a2","6"
"1443","muntlig","prosent","2015","norsk_prover","a2","55"
"1443","skriftlig","personer","2015","norsk_prover","a2","5"
"1443","skriftlig","prosent","2015","norsk_prover","a2","42"
"1445","lese","personer","2015","norsk_prover","a2",":"
"1445","lese","prosent","2015","norsk_prover","a2",":"
"1445","lytting","personer","2015","norsk_prover","a2",":"
"1445","lytting","prosent","2015","norsk_prover","a2",":"
"1445","muntlig","personer","2015","norsk_prover","a2",":"
"1445","muntlig","prosent","2015","norsk_prover","a2",":"
"1445","skriftlig","personer","2015","norsk_prover","a2",":"
"1445","skriftlig","prosent","2015","norsk_prover","a2",":"
"1449","lese","personer","2015","norsk_prover","a2","7"
"1449","lese","prosent","2015","norsk_prover","a2","44"
"1449","lytting","personer","2015","norsk_prover","a2","8"
"1449","lytting","prosent","2015","norsk_prover","a2","50"
"1449","muntlig","personer","2015","norsk_prover","a2","3"
"1449","muntlig","prosent","2015","norsk_prover","a2","19"
"1449","skriftlig","personer","2015","norsk_prover","a2","8"
"1449","skriftlig","prosent","2015","norsk_prover","a2","50"
"1502","lese","personer","2015","norsk_prover","a2","12"
"1502","lese","prosent","2015","norsk_prover","a2","24"
"1502","lytting","personer","2015","norsk_prover","a2","12"
"1502","lytting","prosent","2015","norsk_prover","a2","24"
"1502","muntlig","personer","2015","norsk_prover","a2","37"
"1502","muntlig","prosent","2015","norsk_prover","a2","76"
"1502","skriftlig","personer","2015","norsk_prover","a2","28"
"1502","skriftlig","prosent","2015","norsk_prover","a2","55"
"1504","lese","personer","2015","norsk_prover","a2","17"
"1504","lese","prosent","2015","norsk_prover","a2","23"
"1504","lytting","personer","2015","norsk_prover","a2","24"
"1504","lytting","prosent","2015","norsk_prover","a2","32"
"1504","muntlig","personer","2015","norsk_prover","a2","44"
"1504","muntlig","prosent","2015","norsk_prover","a2","59"
"1504","skriftlig","personer","2015","norsk_prover","a2","41"
"1504","skriftlig","prosent","2015","norsk_prover","a2","48"
"1505","lese","personer","2015","norsk_prover","a2","4"
"1505","lese","prosent","2015","norsk_prover","a2","33"
"1505","lytting","personer","2015","norsk_prover","a2","4"
"1505","lytting","prosent","2015","norsk_prover","a2","33"
"1505","muntlig","personer","2015","norsk_prover","a2",":"
"1505","muntlig","prosent","2015","norsk_prover","a2",":"
"1505","skriftlig","personer","2015","norsk_prover","a2","6"
"1505","skriftlig","prosent","2015","norsk_prover","a2","46"
"1514","lese","personer","2015","norsk_prover","a2",":"
"1514","lese","prosent","2015","norsk_prover","a2",":"
"1514","lytting","personer","2015","norsk_prover","a2",":"
"1514","lytting","prosent","2015","norsk_prover","a2",":"
"1514","muntlig","personer","2015","norsk_prover","a2",":"
"1514","muntlig","prosent","2015","norsk_prover","a2",":"
"1514","skriftlig","personer","2015","norsk_prover","a2",":"
"1514","skriftlig","prosent","2015","norsk_prover","a2",":"
"1515","lese","personer","2015","norsk_prover","a2","2"
"1515","lese","prosent","2015","norsk_prover","a2","12"
"1515","lytting","personer","2015","norsk_prover","a2","5"
"1515","lytting","prosent","2015","norsk_prover","a2","29"
"1515","muntlig","personer","2015","norsk_prover","a2","7"
"1515","muntlig","prosent","2015","norsk_prover","a2","39"
"1515","skriftlig","personer","2015","norsk_prover","a2","7"
"1515","skriftlig","prosent","2015","norsk_prover","a2","41"
"1516","lese","personer","2015","norsk_prover","a2",":"
"1516","lese","prosent","2015","norsk_prover","a2",":"
"1516","lytting","personer","2015","norsk_prover","a2",":"
"1516","lytting","prosent","2015","norsk_prover","a2",":"
"1516","muntlig","personer","2015","norsk_prover","a2",":"
"1516","muntlig","prosent","2015","norsk_prover","a2",":"
"1516","skriftlig","personer","2015","norsk_prover","a2",":"
"1516","skriftlig","prosent","2015","norsk_prover","a2",":"
"1517","lese","personer","2015","norsk_prover","a2",":"
"1517","lese","prosent","2015","norsk_prover","a2",":"
"1517","lytting","personer","2015","norsk_prover","a2",":"
"1517","lytting","prosent","2015","norsk_prover","a2",":"
"1517","muntlig","personer","2015","norsk_prover","a2",":"
"1517","muntlig","prosent","2015","norsk_prover","a2",":"
"1517","skriftlig","personer","2015","norsk_prover","a2",":"
"1517","skriftlig","prosent","2015","norsk_prover","a2",":"
"1519","lese","personer","2015","norsk_prover","a2","4"
"1519","lese","prosent","2015","norsk_prover","a2","36"
"1519","lytting","personer","2015","norsk_prover","a2","4"
"1519","lytting","prosent","2015","norsk_prover","a2","36"
"1519","muntlig","personer","2015","norsk_prover","a2","7"
"1519","muntlig","prosent","2015","norsk_prover","a2","70"
"1519","skriftlig","personer","2015","norsk_prover","a2","7"
"1519","skriftlig","prosent","2015","norsk_prover","a2","64"
"1520","lese","personer","2015","norsk_prover","a2","9"
"1520","lese","prosent","2015","norsk_prover","a2","50"
"1520","lytting","personer","2015","norsk_prover","a2","9"
"1520","lytting","prosent","2015","norsk_prover","a2","50"
"1520","muntlig","personer","2015","norsk_prover","a2","12"
"1520","muntlig","prosent","2015","norsk_prover","a2","71"
"1520","skriftlig","personer","2015","norsk_prover","a2","9"
"1520","skriftlig","prosent","2015","norsk_prover","a2","47"
"1525","lese","personer","2015","norsk_prover","a2",":"
"1525","lese","prosent","2015","norsk_prover","a2",":"
"1525","lytting","personer","2015","norsk_prover","a2",":"
"1525","lytting","prosent","2015","norsk_prover","a2",":"
"1525","muntlig","personer","2015","norsk_prover","a2",":"
"1525","muntlig","prosent","2015","norsk_prover","a2",":"
"1525","skriftlig","personer","2015","norsk_prover","a2",":"
"1525","skriftlig","prosent","2015","norsk_prover","a2",":"
"1528","lese","personer","2015","norsk_prover","a2","10"
"1528","lese","prosent","2015","norsk_prover","a2","40"
"1528","lytting","personer","2015","norsk_prover","a2","10"
"1528","lytting","prosent","2015","norsk_prover","a2","45"
"1528","muntlig","personer","2015","norsk_prover","a2","9"
"1528","muntlig","prosent","2015","norsk_prover","a2","41"
"1528","skriftlig","personer","2015","norsk_prover","a2","13"
"1528","skriftlig","prosent","2015","norsk_prover","a2","48"
"1534","lese","personer","2015","norsk_prover","a2","6"
"1534","lese","prosent","2015","norsk_prover","a2","22"
"1534","lytting","personer","2015","norsk_prover","a2","10"
"1534","lytting","prosent","2015","norsk_prover","a2","37"
"1534","muntlig","personer","2015","norsk_prover","a2","12"
"1534","muntlig","prosent","2015","norsk_prover","a2","46"
"1534","skriftlig","personer","2015","norsk_prover","a2","12"
"1534","skriftlig","prosent","2015","norsk_prover","a2","43"
"1535","lese","personer","2015","norsk_prover","a2","7"
"1535","lese","prosent","2015","norsk_prover","a2","27"
"1535","lytting","personer","2015","norsk_prover","a2","9"
"1535","lytting","prosent","2015","norsk_prover","a2","35"
"1535","muntlig","personer","2015","norsk_prover","a2","15"
"1535","muntlig","prosent","2015","norsk_prover","a2","58"
"1535","skriftlig","personer","2015","norsk_prover","a2","11"
"1535","skriftlig","prosent","2015","norsk_prover","a2","39"
"1539","lese","personer","2015","norsk_prover","a2",":"
"1539","lese","prosent","2015","norsk_prover","a2",":"
"1539","lytting","personer","2015","norsk_prover","a2",":"
"1539","lytting","prosent","2015","norsk_prover","a2",":"
"1539","muntlig","personer","2015","norsk_prover","a2",":"
"1539","muntlig","prosent","2015","norsk_prover","a2",":"
"1539","skriftlig","personer","2015","norsk_prover","a2",":"
"1539","skriftlig","prosent","2015","norsk_prover","a2",":"
"1548","lese","personer","2015","norsk_prover","a2",":"
"1548","lese","prosent","2015","norsk_prover","a2",":"
"1548","lytting","personer","2015","norsk_prover","a2",":"
"1548","lytting","prosent","2015","norsk_prover","a2",":"
"1548","muntlig","personer","2015","norsk_prover","a2",":"
"1548","muntlig","prosent","2015","norsk_prover","a2",":"
"1548","skriftlig","personer","2015","norsk_prover","a2",":"
"1548","skriftlig","prosent","2015","norsk_prover","a2",":"
"1551","lese","personer","2015","norsk_prover","a2",":"
"1551","lese","prosent","2015","norsk_prover","a2",":"
"1551","lytting","personer","2015","norsk_prover","a2",":"
"1551","lytting","prosent","2015","norsk_prover","a2",":"
"1551","muntlig","personer","2015","norsk_prover","a2",":"
"1551","muntlig","prosent","2015","norsk_prover","a2",":"
"1551","skriftlig","personer","2015","norsk_prover","a2",":"
"1551","skriftlig","prosent","2015","norsk_prover","a2",":"
"1557","lese","personer","2015","norsk_prover","a2",":"
"1557","lese","prosent","2015","norsk_prover","a2",":"
"1557","lytting","personer","2015","norsk_prover","a2",":"
"1557","lytting","prosent","2015","norsk_prover","a2",":"
"1557","muntlig","personer","2015","norsk_prover","a2",":"
"1557","muntlig","prosent","2015","norsk_prover","a2",":"
"1557","skriftlig","personer","2015","norsk_prover","a2",":"
"1557","skriftlig","prosent","2015","norsk_prover","a2",":"
"1560","lese","personer","2015","norsk_prover","a2",":"
"1560","lese","prosent","2015","norsk_prover","a2",":"
"1560","lytting","personer","2015","norsk_prover","a2","4"
"1560","lytting","prosent","2015","norsk_prover","a2","40"
"1560","muntlig","personer","2015","norsk_prover","a2","8"
"1560","muntlig","prosent","2015","norsk_prover","a2","44"
"1560","skriftlig","personer","2015","norsk_prover","a2","7"
"1560","skriftlig","prosent","2015","norsk_prover","a2","47"
"1563","lese","personer","2015","norsk_prover","a2","11"
"1563","lese","prosent","2015","norsk_prover","a2","39"
"1563","lytting","personer","2015","norsk_prover","a2","14"
"1563","lytting","prosent","2015","norsk_prover","a2","48"
"1563","muntlig","personer","2015","norsk_prover","a2","13"
"1563","muntlig","prosent","2015","norsk_prover","a2","46"
"1563","skriftlig","personer","2015","norsk_prover","a2","20"
"1563","skriftlig","prosent","2015","norsk_prover","a2","67"
"1566","lese","personer","2015","norsk_prover","a2",":"
"1566","lese","prosent","2015","norsk_prover","a2",":"
"1566","lytting","personer","2015","norsk_prover","a2",":"
"1566","lytting","prosent","2015","norsk_prover","a2",":"
"1566","muntlig","personer","2015","norsk_prover","a2",":"
"1566","muntlig","prosent","2015","norsk_prover","a2",":"
"1566","skriftlig","personer","2015","norsk_prover","a2",":"
"1566","skriftlig","prosent","2015","norsk_prover","a2",":"
"1571","lese","personer","2015","norsk_prover","a2",":"
"1571","lese","prosent","2015","norsk_prover","a2",":"
"1571","lytting","personer","2015","norsk_prover","a2",":"
"1571","lytting","prosent","2015","norsk_prover","a2",":"
"1571","muntlig","personer","2015","norsk_prover","a2",":"
"1571","muntlig","prosent","2015","norsk_prover","a2",":"
"1571","skriftlig","personer","2015","norsk_prover","a2",":"
"1571","skriftlig","prosent","2015","norsk_prover","a2",":"
"1601","lese","personer","2015","norsk_prover","a2","65"
"1601","lese","prosent","2015","norsk_prover","a2","26"
"1601","lytting","personer","2015","norsk_prover","a2","83"
"1601","lytting","prosent","2015","norsk_prover","a2","33"
"1601","muntlig","personer","2015","norsk_prover","a2","145"
"1601","muntlig","prosent","2015","norsk_prover","a2","59"
"1601","skriftlig","personer","2015","norsk_prover","a2","136"
"1601","skriftlig","prosent","2015","norsk_prover","a2","52"
"1612","lese","personer","2015","norsk_prover","a2",":"
"1612","lese","prosent","2015","norsk_prover","a2",":"
"1612","lytting","personer","2015","norsk_prover","a2",":"
"1612","lytting","prosent","2015","norsk_prover","a2",":"
"1612","muntlig","personer","2015","norsk_prover","a2",":"
"1612","muntlig","prosent","2015","norsk_prover","a2",":"
"1612","skriftlig","personer","2015","norsk_prover","a2",":"
"1612","skriftlig","prosent","2015","norsk_prover","a2",":"
"1617","lese","personer","2015","norsk_prover","a2","3"
"1617","lese","prosent","2015","norsk_prover","a2","27"
"1617","lytting","personer","2015","norsk_prover","a2","5"
"1617","lytting","prosent","2015","norsk_prover","a2","50"
"1617","muntlig","personer","2015","norsk_prover","a2",":"
"1617","muntlig","prosent","2015","norsk_prover","a2",":"
"1617","skriftlig","personer","2015","norsk_prover","a2","9"
"1617","skriftlig","prosent","2015","norsk_prover","a2","75"
"1621","lese","personer","2015","norsk_prover","a2","6"
"1621","lese","prosent","2015","norsk_prover","a2","43"
"1621","lytting","personer","2015","norsk_prover","a2","7"
"1621","lytting","prosent","2015","norsk_prover","a2","50"
"1621","muntlig","personer","2015","norsk_prover","a2",":"
"1621","muntlig","prosent","2015","norsk_prover","a2",":"
"1621","skriftlig","personer","2015","norsk_prover","a2","5"
"1621","skriftlig","prosent","2015","norsk_prover","a2","36"
"1624","lese","personer","2015","norsk_prover","a2","3"
"1624","lese","prosent","2015","norsk_prover","a2","19"
"1624","lytting","personer","2015","norsk_prover","a2","7"
"1624","lytting","prosent","2015","norsk_prover","a2","44"
"1624","muntlig","personer","2015","norsk_prover","a2","10"
"1624","muntlig","prosent","2015","norsk_prover","a2","56"
"1624","skriftlig","personer","2015","norsk_prover","a2","2"
"1624","skriftlig","prosent","2015","norsk_prover","a2","12"
"1630","lese","personer","2015","norsk_prover","a2","2"
"1630","lese","prosent","2015","norsk_prover","a2","17"
"1630","lytting","personer","2015","norsk_prover","a2","5"
"1630","lytting","prosent","2015","norsk_prover","a2","42"
"1630","muntlig","personer","2015","norsk_prover","a2",":"
"1630","muntlig","prosent","2015","norsk_prover","a2",":"
"1630","skriftlig","personer","2015","norsk_prover","a2","5"
"1630","skriftlig","prosent","2015","norsk_prover","a2","38"
"1635","lese","personer","2015","norsk_prover","a2","8"
"1635","lese","prosent","2015","norsk_prover","a2","44"
"1635","lytting","personer","2015","norsk_prover","a2","11"
"1635","lytting","prosent","2015","norsk_prover","a2","65"
"1635","muntlig","personer","2015","norsk_prover","a2","11"
"1635","muntlig","prosent","2015","norsk_prover","a2","58"
"1635","skriftlig","personer","2015","norsk_prover","a2","7"
"1635","skriftlig","prosent","2015","norsk_prover","a2","41"
"1638","lese","personer","2015","norsk_prover","a2","5"
"1638","lese","prosent","2015","norsk_prover","a2","28"
"1638","lytting","personer","2015","norsk_prover","a2","9"
"1638","lytting","prosent","2015","norsk_prover","a2","47"
"1638","muntlig","personer","2015","norsk_prover","a2","11"
"1638","muntlig","prosent","2015","norsk_prover","a2","52"
"1638","skriftlig","personer","2015","norsk_prover","a2","11"
"1638","skriftlig","prosent","2015","norsk_prover","a2","61"
"1640","lese","personer","2015","norsk_prover","a2","6"
"1640","lese","prosent","2015","norsk_prover","a2","30"
"1640","lytting","personer","2015","norsk_prover","a2","8"
"1640","lytting","prosent","2015","norsk_prover","a2","38"
"1640","muntlig","personer","2015","norsk_prover","a2","11"
"1640","muntlig","prosent","2015","norsk_prover","a2","55"
"1640","skriftlig","personer","2015","norsk_prover","a2","12"
"1640","skriftlig","prosent","2015","norsk_prover","a2","55"
"1653","lese","personer","2015","norsk_prover","a2","2"
"1653","lese","prosent","2015","norsk_prover","a2","20"
"1653","lytting","personer","2015","norsk_prover","a2","3"
"1653","lytting","prosent","2015","norsk_prover","a2","30"
"1653","muntlig","personer","2015","norsk_prover","a2","5"
"1653","muntlig","prosent","2015","norsk_prover","a2","50"
"1653","skriftlig","personer","2015","norsk_prover","a2","4"
"1653","skriftlig","prosent","2015","norsk_prover","a2","40"
"1702","lese","personer","2015","norsk_prover","a2","5"
"1702","lese","prosent","2015","norsk_prover","a2","15"
"1702","lytting","personer","2015","norsk_prover","a2","12"
"1702","lytting","prosent","2015","norsk_prover","a2","33"
"1702","muntlig","personer","2015","norsk_prover","a2","19"
"1702","muntlig","prosent","2015","norsk_prover","a2","58"
"1702","skriftlig","personer","2015","norsk_prover","a2","14"
"1702","skriftlig","prosent","2015","norsk_prover","a2","39"
"1703","lese","personer","2015","norsk_prover","a2","6"
"1703","lese","prosent","2015","norsk_prover","a2","20"
"1703","lytting","personer","2015","norsk_prover","a2","9"
"1703","lytting","prosent","2015","norsk_prover","a2","30"
"1703","muntlig","personer","2015","norsk_prover","a2","18"
"1703","muntlig","prosent","2015","norsk_prover","a2","51"
"1703","skriftlig","personer","2015","norsk_prover","a2","13"
"1703","skriftlig","prosent","2015","norsk_prover","a2","42"
"1711","lese","personer","2015","norsk_prover","a2",":"
"1711","lese","prosent","2015","norsk_prover","a2",":"
"1711","lytting","personer","2015","norsk_prover","a2",":"
"1711","lytting","prosent","2015","norsk_prover","a2",":"
"1711","muntlig","personer","2015","norsk_prover","a2",":"
"1711","muntlig","prosent","2015","norsk_prover","a2",":"
"1711","skriftlig","personer","2015","norsk_prover","a2",":"
"1711","skriftlig","prosent","2015","norsk_prover","a2",":"
"1714","lese","personer","2015","norsk_prover","a2","10"
"1714","lese","prosent","2015","norsk_prover","a2","31"
"1714","lytting","personer","2015","norsk_prover","a2","11"
"1714","lytting","prosent","2015","norsk_prover","a2","34"
"1714","muntlig","personer","2015","norsk_prover","a2","16"
"1714","muntlig","prosent","2015","norsk_prover","a2","48"
"1714","skriftlig","personer","2015","norsk_prover","a2","12"
"1714","skriftlig","prosent","2015","norsk_prover","a2","35"
"1719","lese","personer","2015","norsk_prover","a2","12"
"1719","lese","prosent","2015","norsk_prover","a2","27"
"1719","lytting","personer","2015","norsk_prover","a2","16"
"1719","lytting","prosent","2015","norsk_prover","a2","36"
"1719","muntlig","personer","2015","norsk_prover","a2","17"
"1719","muntlig","prosent","2015","norsk_prover","a2","40"
"1719","skriftlig","personer","2015","norsk_prover","a2","25"
"1719","skriftlig","prosent","2015","norsk_prover","a2","52"
"1721","lese","personer","2015","norsk_prover","a2","3"
"1721","lese","prosent","2015","norsk_prover","a2","21"
"1721","lytting","personer","2015","norsk_prover","a2","5"
"1721","lytting","prosent","2015","norsk_prover","a2","36"
"1721","muntlig","personer","2015","norsk_prover","a2","6"
"1721","muntlig","prosent","2015","norsk_prover","a2","46"
"1721","skriftlig","personer","2015","norsk_prover","a2","7"
"1721","skriftlig","prosent","2015","norsk_prover","a2","47"
"1736","lese","personer","2015","norsk_prover","a2",":"
"1736","lese","prosent","2015","norsk_prover","a2",":"
"1736","lytting","personer","2015","norsk_prover","a2",":"
"1736","lytting","prosent","2015","norsk_prover","a2",":"
"1736","muntlig","personer","2015","norsk_prover","a2",":"
"1736","muntlig","prosent","2015","norsk_prover","a2",":"
"1736","skriftlig","personer","2015","norsk_prover","a2",":"
"1736","skriftlig","prosent","2015","norsk_prover","a2",":"
"1750","lese","personer","2015","norsk_prover","a2","2"
"1750","lese","prosent","2015","norsk_prover","a2","13"
"1750","lytting","personer","2015","norsk_prover","a2","6"
"1750","lytting","prosent","2015","norsk_prover","a2","40"
"1750","muntlig","personer","2015","norsk_prover","a2","4"
"1750","muntlig","prosent","2015","norsk_prover","a2","27"
"1750","skriftlig","personer","2015","norsk_prover","a2","9"
"1750","skriftlig","prosent","2015","norsk_prover","a2","60"
"1751","lese","personer","2015","norsk_prover","a2","5"
"1751","lese","prosent","2015","norsk_prover","a2","38"
"1751","lytting","personer","2015","norsk_prover","a2","4"
"1751","lytting","prosent","2015","norsk_prover","a2","31"
"1751","muntlig","personer","2015","norsk_prover","a2","6"
"1751","muntlig","prosent","2015","norsk_prover","a2","55"
"1751","skriftlig","personer","2015","norsk_prover","a2","2"
"1751","skriftlig","prosent","2015","norsk_prover","a2","15"
"1756","lese","personer","2015","norsk_prover","a2","2"
"1756","lese","prosent","2015","norsk_prover","a2","15"
"1756","lytting","personer","2015","norsk_prover","a2","5"
"1756","lytting","prosent","2015","norsk_prover","a2","38"
"1756","muntlig","personer","2015","norsk_prover","a2","5"
"1756","muntlig","prosent","2015","norsk_prover","a2","50"
"1756","skriftlig","personer","2015","norsk_prover","a2","5"
"1756","skriftlig","prosent","2015","norsk_prover","a2","38"
"1804","lese","personer","2015","norsk_prover","a2","8"
"1804","lese","prosent","2015","norsk_prover","a2","16"
"1804","lytting","personer","2015","norsk_prover","a2","15"
"1804","lytting","prosent","2015","norsk_prover","a2","29"
"1804","muntlig","personer","2015","norsk_prover","a2","27"
"1804","muntlig","prosent","2015","norsk_prover","a2","60"
"1804","skriftlig","personer","2015","norsk_prover","a2","18"
"1804","skriftlig","prosent","2015","norsk_prover","a2","33"
"1805","lese","personer","2015","norsk_prover","a2","3"
"1805","lese","prosent","2015","norsk_prover","a2","23"
"1805","lytting","personer","2015","norsk_prover","a2","5"
"1805","lytting","prosent","2015","norsk_prover","a2","36"
"1805","muntlig","personer","2015","norsk_prover","a2","9"
"1805","muntlig","prosent","2015","norsk_prover","a2","60"
"1805","skriftlig","personer","2015","norsk_prover","a2","7"
"1805","skriftlig","prosent","2015","norsk_prover","a2","54"
"1813","lese","personer","2015","norsk_prover","a2","4"
"1813","lese","prosent","2015","norsk_prover","a2","36"
"1813","lytting","personer","2015","norsk_prover","a2","1"
"1813","lytting","prosent","2015","norsk_prover","a2","9"
"1813","muntlig","personer","2015","norsk_prover","a2",":"
"1813","muntlig","prosent","2015","norsk_prover","a2",":"
"1813","skriftlig","personer","2015","norsk_prover","a2","7"
"1813","skriftlig","prosent","2015","norsk_prover","a2","58"
"1818","lese","personer","2015","norsk_prover","a2",":"
"1818","lese","prosent","2015","norsk_prover","a2",":"
"1818","lytting","personer","2015","norsk_prover","a2",":"
"1818","lytting","prosent","2015","norsk_prover","a2",":"
"1818","muntlig","personer","2015","norsk_prover","a2",":"
"1818","muntlig","prosent","2015","norsk_prover","a2",":"
"1818","skriftlig","personer","2015","norsk_prover","a2",":"
"1818","skriftlig","prosent","2015","norsk_prover","a2",":"
"1820","lese","personer","2015","norsk_prover","a2","6"
"1820","lese","prosent","2015","norsk_prover","a2","20"
"1820","lytting","personer","2015","norsk_prover","a2","10"
"1820","lytting","prosent","2015","norsk_prover","a2","34"
"1820","muntlig","personer","2015","norsk_prover","a2","15"
"1820","muntlig","prosent","2015","norsk_prover","a2","50"
"1820","skriftlig","personer","2015","norsk_prover","a2","14"
"1820","skriftlig","prosent","2015","norsk_prover","a2","42"
"1822","lese","personer","2015","norsk_prover","a2",":"
"1822","lese","prosent","2015","norsk_prover","a2",":"
"1822","lytting","personer","2015","norsk_prover","a2",":"
"1822","lytting","prosent","2015","norsk_prover","a2",":"
"1822","muntlig","personer","2015","norsk_prover","a2",":"
