"tabell_navn","aar","bydel_nr","kjonn","innvkat_5","enhet","tabellvariabel"
"grunnskolepoeng","2015","030112","0","norskfodte_m_innvf","personer","124"
"grunnskolepoeng","2015","030113","alle","alle","grunnskolepoeng","41"
"grunnskolepoeng","2015","030113","alle","alle","personer","524"
"grunnskolepoeng","2015","030113","alle","bef_u_innv_og_norskf","grunnskolepoeng","42,6"
"grunnskolepoeng","2015","030113","alle","bef_u_innv_og_norskf","personer","383"
"grunnskolepoeng","2015","030113","alle","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2015","030113","alle","befolkningen_ellers","personer","464"
"grunnskolepoeng","2015","030113","alle","innvandrere","grunnskolepoeng","34,8"
"grunnskolepoeng","2015","030113","alle","innvandrere","personer","60"
"grunnskolepoeng","2015","030113","alle","norskfodte_m_innvf","grunnskolepoeng","38,6"
"grunnskolepoeng","2015","030113","alle","norskfodte_m_innvf","personer","81"
"grunnskolepoeng","2015","030113","1","alle","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","030113","1","alle","personer","271"
"grunnskolepoeng","2015","030113","1","bef_u_innv_og_norskf","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","030113","1","bef_u_innv_og_norskf","personer","193"
"grunnskolepoeng","2015","030113","1","befolkningen_ellers","grunnskolepoeng","39,8"
"grunnskolepoeng","2015","030113","1","befolkningen_ellers","personer","239"
"grunnskolepoeng","2015","030113","1","innvandrere","grunnskolepoeng","34"
"grunnskolepoeng","2015","030113","1","innvandrere","personer","32"
"grunnskolepoeng","2015","030113","1","norskfodte_m_innvf","grunnskolepoeng","36,8"
"grunnskolepoeng","2015","030113","1","norskfodte_m_innvf","personer","46"
"grunnskolepoeng","2015","030113","0","alle","grunnskolepoeng","43"
"grunnskolepoeng","2015","030113","0","alle","personer","253"
"grunnskolepoeng","2015","030113","0","bef_u_innv_og_norskf","grunnskolepoeng","44,4"
"grunnskolepoeng","2015","030113","0","bef_u_innv_og_norskf","personer","190"
"grunnskolepoeng","2015","030113","0","befolkningen_ellers","grunnskolepoeng","44"
"grunnskolepoeng","2015","030113","0","befolkningen_ellers","personer","225"
"grunnskolepoeng","2015","030113","0","innvandrere","grunnskolepoeng","35,8"
"grunnskolepoeng","2015","030113","0","innvandrere","personer","28"
"grunnskolepoeng","2015","030113","0","norskfodte_m_innvf","grunnskolepoeng","41,2"
"grunnskolepoeng","2015","030113","0","norskfodte_m_innvf","personer","35"
"grunnskolepoeng","2015","030114","alle","alle","grunnskolepoeng","43,4"
"grunnskolepoeng","2015","030114","alle","alle","personer","526"
"grunnskolepoeng","2015","030114","alle","bef_u_innv_og_norskf","grunnskolepoeng","44,2"
"grunnskolepoeng","2015","030114","alle","bef_u_innv_og_norskf","personer","478"
"grunnskolepoeng","2015","030114","alle","befolkningen_ellers","grunnskolepoeng","43,8"
"grunnskolepoeng","2015","030114","alle","befolkningen_ellers","personer","504"
"grunnskolepoeng","2015","030114","alle","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2015","030114","alle","innvandrere","personer","22"
"grunnskolepoeng","2015","030114","alle","norskfodte_m_innvf","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","030114","alle","norskfodte_m_innvf","personer","26"
"grunnskolepoeng","2015","030114","1","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2015","030114","1","alle","personer","259"
"grunnskolepoeng","2015","030114","1","bef_u_innv_og_norskf","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","030114","1","bef_u_innv_og_norskf","personer","233"
"grunnskolepoeng","2015","030114","1","befolkningen_ellers","grunnskolepoeng","42"
"grunnskolepoeng","2015","030114","1","befolkningen_ellers","personer","248"
"grunnskolepoeng","2015","030114","1","innvandrere","grunnskolepoeng","34,8"
"grunnskolepoeng","2015","030114","1","innvandrere","personer","11"
"grunnskolepoeng","2015","030114","1","norskfodte_m_innvf","grunnskolepoeng","36,8"
"grunnskolepoeng","2015","030114","1","norskfodte_m_innvf","personer","15"
"grunnskolepoeng","2015","030114","0","alle","grunnskolepoeng","45,4"
"grunnskolepoeng","2015","030114","0","alle","personer","267"
"grunnskolepoeng","2015","030114","0","bef_u_innv_og_norskf","grunnskolepoeng","45,8"
"grunnskolepoeng","2015","030114","0","bef_u_innv_og_norskf","personer","245"
"grunnskolepoeng","2015","030114","0","befolkningen_ellers","grunnskolepoeng","45,6"
"grunnskolepoeng","2015","030114","0","befolkningen_ellers","personer","256"
"grunnskolepoeng","2015","030114","0","innvandrere","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","030114","0","innvandrere","personer","11"
"grunnskolepoeng","2015","030114","0","norskfodte_m_innvf","grunnskolepoeng","40"
"grunnskolepoeng","2015","030114","0","norskfodte_m_innvf","personer","11"
"grunnskolepoeng","2015","030115","alle","alle","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","030115","alle","alle","personer","510"
"grunnskolepoeng","2015","030115","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","030115","alle","bef_u_innv_og_norskf","personer","217"
"grunnskolepoeng","2015","030115","alle","befolkningen_ellers","grunnskolepoeng","38,6"
"grunnskolepoeng","2015","030115","alle","befolkningen_ellers","personer","441"
"grunnskolepoeng","2015","030115","alle","innvandrere","grunnskolepoeng","32,6"
"grunnskolepoeng","2015","030115","alle","innvandrere","personer","69"
"grunnskolepoeng","2015","030115","alle","norskfodte_m_innvf","grunnskolepoeng","36,8"
"grunnskolepoeng","2015","030115","alle","norskfodte_m_innvf","personer","224"
"grunnskolepoeng","2015","030115","1","alle","grunnskolepoeng","36"
"grunnskolepoeng","2015","030115","1","alle","personer","283"
"grunnskolepoeng","2015","030115","1","bef_u_innv_og_norskf","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","030115","1","bef_u_innv_og_norskf","personer","130"
"grunnskolepoeng","2015","030115","1","befolkningen_ellers","grunnskolepoeng","37"
"grunnskolepoeng","2015","030115","1","befolkningen_ellers","personer","246"
"grunnskolepoeng","2015","030115","1","innvandrere","grunnskolepoeng","30,2"
"grunnskolepoeng","2015","030115","1","innvandrere","personer","37"
"grunnskolepoeng","2015","030115","1","norskfodte_m_innvf","grunnskolepoeng","34,8"
"grunnskolepoeng","2015","030115","1","norskfodte_m_innvf","personer","116"
"grunnskolepoeng","2015","030115","0","alle","grunnskolepoeng","39,8"
"grunnskolepoeng","2015","030115","0","alle","personer","227"
"grunnskolepoeng","2015","030115","0","bef_u_innv_og_norskf","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","030115","0","bef_u_innv_og_norskf","personer","87"
"grunnskolepoeng","2015","030115","0","befolkningen_ellers","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","030115","0","befolkningen_ellers","personer","195"
"grunnskolepoeng","2015","030115","0","innvandrere","grunnskolepoeng","35,4"
"grunnskolepoeng","2015","030115","0","innvandrere","personer","32"
"grunnskolepoeng","2015","030115","0","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","030115","0","norskfodte_m_innvf","personer","108"
"grunnskolepoeng","2015","030117","alle","alle","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","030117","alle","alle","personer","23"
"grunnskolepoeng","2015","030117","alle","bef_u_innv_og_norskf","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","030117","alle","bef_u_innv_og_norskf","personer","22"
"grunnskolepoeng","2015","030117","alle","befolkningen_ellers","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","030117","alle","befolkningen_ellers","personer","22"
"grunnskolepoeng","2015","030117","alle","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2015","030117","alle","innvandrere","personer","0"
"grunnskolepoeng","2015","030117","alle","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2015","030117","alle","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2015","030117","1","alle","grunnskolepoeng","37,4"
"grunnskolepoeng","2015","030117","1","alle","personer","14"
"grunnskolepoeng","2015","030117","1","bef_u_innv_og_norskf","grunnskolepoeng","38"
"grunnskolepoeng","2015","030117","1","bef_u_innv_og_norskf","personer","13"
"grunnskolepoeng","2015","030117","1","befolkningen_ellers","grunnskolepoeng","38"
"grunnskolepoeng","2015","030117","1","befolkningen_ellers","personer","13"
"grunnskolepoeng","2015","030117","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2015","030117","1","innvandrere","personer","0"
"grunnskolepoeng","2015","030117","1","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2015","030117","1","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2015","030117","0","alle","grunnskolepoeng","49,6"
"grunnskolepoeng","2015","030117","0","alle","personer","9"
"grunnskolepoeng","2015","030117","0","bef_u_innv_og_norskf","grunnskolepoeng","49,6"
"grunnskolepoeng","2015","030117","0","bef_u_innv_og_norskf","personer","9"
"grunnskolepoeng","2015","030117","0","befolkningen_ellers","grunnskolepoeng","49,6"
"grunnskolepoeng","2015","030117","0","befolkningen_ellers","personer","9"
"grunnskolepoeng","2015","030117","0","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2015","030117","0","innvandrere","personer","0"
"grunnskolepoeng","2015","030117","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2015","030117","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2015","030199","alle","alle","grunnskolepoeng","34"
"grunnskolepoeng","2015","030199","alle","alle","personer","20"
"grunnskolepoeng","2015","030199","alle","bef_u_innv_og_norskf","grunnskolepoeng","41"
"grunnskolepoeng","2015","030199","alle","bef_u_innv_og_norskf","personer","6"
"grunnskolepoeng","2015","030199","alle","befolkningen_ellers","grunnskolepoeng","35,4"
"grunnskolepoeng","2015","030199","alle","befolkningen_ellers","personer","17"
"grunnskolepoeng","2015","030199","alle","innvandrere","grunnskolepoeng","25,8"
"grunnskolepoeng","2015","030199","alle","innvandrere","personer","3"
"grunnskolepoeng","2015","030199","alle","norskfodte_m_innvf","grunnskolepoeng","32,4"
"grunnskolepoeng","2015","030199","alle","norskfodte_m_innvf","personer","11"
"grunnskolepoeng","2015","030199","1","alle","grunnskolepoeng","33,8"
"grunnskolepoeng","2015","030199","1","alle","personer","7"
"grunnskolepoeng","2015","030199","1","bef_u_innv_og_norskf","grunnskolepoeng","37,4"
"grunnskolepoeng","2015","030199","1","bef_u_innv_og_norskf","personer","3"
"grunnskolepoeng","2015","030199","1","befolkningen_ellers","grunnskolepoeng","31,8"
"grunnskolepoeng","2015","030199","1","befolkningen_ellers","personer","6"
"grunnskolepoeng","2015","030199","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2015","030199","1","innvandrere","personer","0"
"grunnskolepoeng","2015","030199","1","norskfodte_m_innvf","grunnskolepoeng","29"
"grunnskolepoeng","2015","030199","1","norskfodte_m_innvf","personer","4"
"grunnskolepoeng","2015","030199","0","alle","grunnskolepoeng","34,2"
"grunnskolepoeng","2015","030199","0","alle","personer","13"
"grunnskolepoeng","2015","030199","0","bef_u_innv_og_norskf","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","030199","0","bef_u_innv_og_norskf","personer","4"
"grunnskolepoeng","2015","030199","0","befolkningen_ellers","grunnskolepoeng","37,4"
"grunnskolepoeng","2015","030199","0","befolkningen_ellers","personer","11"
"grunnskolepoeng","2015","030199","0","innvandrere","grunnskolepoeng","15,8"
"grunnskolepoeng","2015","030199","0","innvandrere","personer","3"
"grunnskolepoeng","2015","030199","0","norskfodte_m_innvf","grunnskolepoeng","34,4"
"grunnskolepoeng","2015","030199","0","norskfodte_m_innvf","personer","7"
