"naringsregion_nr","innvkat_3","vreg_3","enhet","aar","tabellvariabel","tabell_navn"
"50","befolkningen_ellers","alle","prosent","2014","5.6","vedvarende_lavinntekt"
"51","befolkningen_ellers","alle","prosent","2014","5.1","vedvarende_lavinntekt"
"52","befolkningen_ellers","alle","prosent","2014","6.7","vedvarende_lavinntekt"
"53","befolkningen_ellers","alle","prosent","2014","5.4","vedvarende_lavinntekt"
"54","befolkningen_ellers","alle","prosent","2014","5.7","vedvarende_lavinntekt"
"55","befolkningen_ellers","alle","prosent","2014","5.9","vedvarende_lavinntekt"
"56","befolkningen_ellers","alle","prosent","2014","5.6","vedvarende_lavinntekt"
"57","befolkningen_ellers","alle","prosent","2014","8.0","vedvarende_lavinntekt"
"58","befolkningen_ellers","alle","prosent","2014","7.8","vedvarende_lavinntekt"
"59","befolkningen_ellers","alle","prosent","2014","7.5","vedvarende_lavinntekt"
"60","befolkningen_ellers","alle","prosent","2014","6.5","vedvarende_lavinntekt"
"61","befolkningen_ellers","alle","prosent","2014","7.5","vedvarende_lavinntekt"
"62","befolkningen_ellers","alle","prosent","2014","6.4","vedvarende_lavinntekt"
"63","befolkningen_ellers","alle","prosent","2014","6.3","vedvarende_lavinntekt"
"64","befolkningen_ellers","alle","prosent","2014","7.1","vedvarende_lavinntekt"
"65","befolkningen_ellers","alle","prosent","2014","7.5","vedvarende_lavinntekt"
"66","befolkningen_ellers","alle","prosent","2014","6.3","vedvarende_lavinntekt"
"67","befolkningen_ellers","alle","prosent","2014","6.6","vedvarende_lavinntekt"
"68","befolkningen_ellers","alle","prosent","2014","8.3","vedvarende_lavinntekt"
"69","befolkningen_ellers","alle","prosent","2014","6.7","vedvarende_lavinntekt"
"70","befolkningen_ellers","alle","prosent","2014","8.9","vedvarende_lavinntekt"
"71","befolkningen_ellers","alle","prosent","2014","6.0","vedvarende_lavinntekt"
"72","befolkningen_ellers","alle","prosent","2014","5.9","vedvarende_lavinntekt"
"73","befolkningen_ellers","alle","prosent","2014","5.6","vedvarende_lavinntekt"
"74","befolkningen_ellers","alle","prosent","2014","5.9","vedvarende_lavinntekt"
"75","befolkningen_ellers","alle","prosent","2014","7.7","vedvarende_lavinntekt"
"76","befolkningen_ellers","alle","prosent","2014","8.0","vedvarende_lavinntekt"
"77","befolkningen_ellers","alle","prosent","2014","6.0","vedvarende_lavinntekt"
"78","befolkningen_ellers","alle","prosent","2014","6.0","vedvarende_lavinntekt"
"79","befolkningen_ellers","alle","prosent","2014","6.3","vedvarende_lavinntekt"
"80","befolkningen_ellers","alle","prosent","2014","7.5","vedvarende_lavinntekt"
"81","befolkningen_ellers","alle","prosent","2014","5.1","vedvarende_lavinntekt"
"82","befolkningen_ellers","alle","prosent","2014","9.7","vedvarende_lavinntekt"
"83","befolkningen_ellers","alle","prosent","2014","5.2","vedvarende_lavinntekt"
