"tabell_navn","aar","bydel_nr","innvkat_5","kjonn","enhet","tabellvariabel"
"befolkning_hovedgruppe",2015,"030107","befolkningen_ellers","1","prosent",41.6
"befolkning_hovedgruppe",2015,"030107","norskfodte_m_innvf","1","prosent",1.1
"befolkning_hovedgruppe",2015,"030107","bef_u_innv_og_norskf","1","prosent",40.5
"befolkning_hovedgruppe",2015,"030107","alle","0","prosent",51.8
"befolkning_hovedgruppe",2015,"030107","innvandrere","0","prosent",8.2
"befolkning_hovedgruppe",2015,"030107","befolkningen_ellers","0","prosent",43.6
"befolkning_hovedgruppe",2015,"030107","norskfodte_m_innvf","0","prosent",1
"befolkning_hovedgruppe",2015,"030107","bef_u_innv_og_norskf","0","prosent",42.5
"befolkning_hovedgruppe",2015,"030108","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030108","innvandrere","alle","prosent",15.1
"befolkning_hovedgruppe",2015,"030108","befolkningen_ellers","alle","prosent",84.9
"befolkning_hovedgruppe",2015,"030108","norskfodte_m_innvf","alle","prosent",2.1
"befolkning_hovedgruppe",2015,"030108","bef_u_innv_og_norskf","alle","prosent",82.8
"befolkning_hovedgruppe",2015,"030108","alle","1","prosent",49.7
"befolkning_hovedgruppe",2015,"030108","innvandrere","1","prosent",7.6
"befolkning_hovedgruppe",2015,"030108","befolkningen_ellers","1","prosent",42.1
"befolkning_hovedgruppe",2015,"030108","norskfodte_m_innvf","1","prosent",1.1
"befolkning_hovedgruppe",2015,"030108","bef_u_innv_og_norskf","1","prosent",41
"befolkning_hovedgruppe",2015,"030108","alle","0","prosent",50.3
"befolkning_hovedgruppe",2015,"030108","innvandrere","0","prosent",7.5
"befolkning_hovedgruppe",2015,"030108","befolkningen_ellers","0","prosent",42.8
"befolkning_hovedgruppe",2015,"030108","norskfodte_m_innvf","0","prosent",1
"befolkning_hovedgruppe",2015,"030108","bef_u_innv_og_norskf","0","prosent",41.8
"befolkning_hovedgruppe",2015,"030109","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030109","innvandrere","alle","prosent",30.7
"befolkning_hovedgruppe",2015,"030109","befolkningen_ellers","alle","prosent",69.3
"befolkning_hovedgruppe",2015,"030109","norskfodte_m_innvf","alle","prosent",11.5
"befolkning_hovedgruppe",2015,"030109","bef_u_innv_og_norskf","alle","prosent",57.9
"befolkning_hovedgruppe",2015,"030109","alle","1","prosent",50.1
"befolkning_hovedgruppe",2015,"030109","innvandrere","1","prosent",16.6
"befolkning_hovedgruppe",2015,"030109","befolkningen_ellers","1","prosent",33.6
"befolkning_hovedgruppe",2015,"030109","norskfodte_m_innvf","1","prosent",5.6
"befolkning_hovedgruppe",2015,"030109","bef_u_innv_og_norskf","1","prosent",28
"befolkning_hovedgruppe",2015,"030109","alle","0","prosent",49.9
"befolkning_hovedgruppe",2015,"030109","innvandrere","0","prosent",14.1
"befolkning_hovedgruppe",2015,"030109","befolkningen_ellers","0","prosent",35.8
"befolkning_hovedgruppe",2015,"030109","norskfodte_m_innvf","0","prosent",5.9
"befolkning_hovedgruppe",2015,"030109","bef_u_innv_og_norskf","0","prosent",29.9
"befolkning_hovedgruppe",2015,"030110","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030110","innvandrere","alle","prosent",32.9
"befolkning_hovedgruppe",2015,"030110","befolkningen_ellers","alle","prosent",67.1
"befolkning_hovedgruppe",2015,"030110","norskfodte_m_innvf","alle","prosent",14.5
"befolkning_hovedgruppe",2015,"030110","bef_u_innv_og_norskf","alle","prosent",52.6
"befolkning_hovedgruppe",2015,"030110","alle","1","prosent",49.2
"befolkning_hovedgruppe",2015,"030110","innvandrere","1","prosent",16.9
"befolkning_hovedgruppe",2015,"030110","befolkningen_ellers","1","prosent",32.3
"befolkning_hovedgruppe",2015,"030110","norskfodte_m_innvf","1","prosent",7.2
"befolkning_hovedgruppe",2015,"030110","bef_u_innv_og_norskf","1","prosent",25.1
"befolkning_hovedgruppe",2015,"030110","alle","0","prosent",50.8
"befolkning_hovedgruppe",2015,"030110","innvandrere","0","prosent",16
"befolkning_hovedgruppe",2015,"030110","befolkningen_ellers","0","prosent",34.8
"befolkning_hovedgruppe",2015,"030110","norskfodte_m_innvf","0","prosent",7.3
"befolkning_hovedgruppe",2015,"030110","bef_u_innv_og_norskf","0","prosent",27.5
"befolkning_hovedgruppe",2015,"030111","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030111","innvandrere","alle","prosent",34.5
"befolkning_hovedgruppe",2015,"030111","befolkningen_ellers","alle","prosent",65.5
"befolkning_hovedgruppe",2015,"030111","norskfodte_m_innvf","alle","prosent",18.4
"befolkning_hovedgruppe",2015,"030111","bef_u_innv_og_norskf","alle","prosent",47.2
"befolkning_hovedgruppe",2015,"030111","alle","1","prosent",50.6
"befolkning_hovedgruppe",2015,"030111","innvandrere","1","prosent",18.2
"befolkning_hovedgruppe",2015,"030111","befolkningen_ellers","1","prosent",32.4
"befolkning_hovedgruppe",2015,"030111","norskfodte_m_innvf","1","prosent",9.6
"befolkning_hovedgruppe",2015,"030111","bef_u_innv_og_norskf","1","prosent",22.8
"befolkning_hovedgruppe",2015,"030111","alle","0","prosent",49.4
"befolkning_hovedgruppe",2015,"030111","innvandrere","0","prosent",16.3
"befolkning_hovedgruppe",2015,"030111","befolkningen_ellers","0","prosent",33.1
"befolkning_hovedgruppe",2015,"030111","norskfodte_m_innvf","0","prosent",8.7
"befolkning_hovedgruppe",2015,"030111","bef_u_innv_og_norskf","0","prosent",24.3
"befolkning_hovedgruppe",2015,"030112","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030112","innvandrere","alle","prosent",34.3
"befolkning_hovedgruppe",2015,"030112","befolkningen_ellers","alle","prosent",65.7
"befolkning_hovedgruppe",2015,"030112","norskfodte_m_innvf","alle","prosent",16.9
"befolkning_hovedgruppe",2015,"030112","bef_u_innv_og_norskf","alle","prosent",48.8
"befolkning_hovedgruppe",2015,"030112","alle","1","prosent",49.6
"befolkning_hovedgruppe",2015,"030112","innvandrere","1","prosent",17.5
"befolkning_hovedgruppe",2015,"030112","befolkningen_ellers","1","prosent",32.1
"befolkning_hovedgruppe",2015,"030112","norskfodte_m_innvf","1","prosent",8.6
"befolkning_hovedgruppe",2015,"030112","bef_u_innv_og_norskf","1","prosent",23.5
"befolkning_hovedgruppe",2015,"030112","alle","0","prosent",50.4
"befolkning_hovedgruppe",2015,"030112","innvandrere","0","prosent",16.7
"befolkning_hovedgruppe",2015,"030112","befolkningen_ellers","0","prosent",33.7
"befolkning_hovedgruppe",2015,"030112","norskfodte_m_innvf","0","prosent",8.4
"befolkning_hovedgruppe",2015,"030112","bef_u_innv_og_norskf","0","prosent",25.3
"befolkning_hovedgruppe",2015,"030113","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030113","innvandrere","alle","prosent",17.6
"befolkning_hovedgruppe",2015,"030113","befolkningen_ellers","alle","prosent",82.4
"befolkning_hovedgruppe",2015,"030113","norskfodte_m_innvf","alle","prosent",6.3
"befolkning_hovedgruppe",2015,"030113","bef_u_innv_og_norskf","alle","prosent",76.1
"befolkning_hovedgruppe",2015,"030113","alle","1","prosent",47.8
"befolkning_hovedgruppe",2015,"030113","innvandrere","1","prosent",8.6
"befolkning_hovedgruppe",2015,"030113","befolkningen_ellers","1","prosent",39.2
"befolkning_hovedgruppe",2015,"030113","norskfodte_m_innvf","1","prosent",3.3
"befolkning_hovedgruppe",2015,"030113","bef_u_innv_og_norskf","1","prosent",35.9
"befolkning_hovedgruppe",2015,"030113","alle","0","prosent",52.2
"befolkning_hovedgruppe",2015,"030113","innvandrere","0","prosent",8.9
"befolkning_hovedgruppe",2015,"030113","befolkningen_ellers","0","prosent",43.2
"befolkning_hovedgruppe",2015,"030113","norskfodte_m_innvf","0","prosent",3.1
"befolkning_hovedgruppe",2015,"030113","bef_u_innv_og_norskf","0","prosent",40.2
"befolkning_hovedgruppe",2015,"030114","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030114","innvandrere","alle","prosent",13.5
"befolkning_hovedgruppe",2015,"030114","befolkningen_ellers","alle","prosent",86.5
"befolkning_hovedgruppe",2015,"030114","norskfodte_m_innvf","alle","prosent",2.7
"befolkning_hovedgruppe",2015,"030114","bef_u_innv_og_norskf","alle","prosent",83.8
"befolkning_hovedgruppe",2015,"030114","alle","1","prosent",48.4
"befolkning_hovedgruppe",2015,"030114","innvandrere","1","prosent",6.7
"befolkning_hovedgruppe",2015,"030114","befolkningen_ellers","1","prosent",41.6
"befolkning_hovedgruppe",2015,"030114","norskfodte_m_innvf","1","prosent",1.4
"befolkning_hovedgruppe",2015,"030114","bef_u_innv_og_norskf","1","prosent",40.3
"befolkning_hovedgruppe",2015,"030114","alle","0","prosent",51.6
"befolkning_hovedgruppe",2015,"030114","innvandrere","0","prosent",6.8
"befolkning_hovedgruppe",2015,"030114","befolkningen_ellers","0","prosent",44.9
"befolkning_hovedgruppe",2015,"030114","norskfodte_m_innvf","0","prosent",1.4
"befolkning_hovedgruppe",2015,"030114","bef_u_innv_og_norskf","0","prosent",43.5
"befolkning_hovedgruppe",2015,"030115","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030115","innvandrere","alle","prosent",34.2
"befolkning_hovedgruppe",2015,"030115","befolkningen_ellers","alle","prosent",65.8
"befolkning_hovedgruppe",2015,"030115","norskfodte_m_innvf","alle","prosent",18
"befolkning_hovedgruppe",2015,"030115","bef_u_innv_og_norskf","alle","prosent",47.8
"befolkning_hovedgruppe",2015,"030115","alle","1","prosent",50.1
"befolkning_hovedgruppe",2015,"030115","innvandrere","1","prosent",17.2
"befolkning_hovedgruppe",2015,"030115","befolkningen_ellers","1","prosent",32.8
"befolkning_hovedgruppe",2015,"030115","norskfodte_m_innvf","1","prosent",9.2
"befolkning_hovedgruppe",2015,"030115","bef_u_innv_og_norskf","1","prosent",23.6
"befolkning_hovedgruppe",2015,"030115","alle","0","prosent",49.9
"befolkning_hovedgruppe",2015,"030115","innvandrere","0","prosent",17
"befolkning_hovedgruppe",2015,"030115","befolkningen_ellers","0","prosent",32.9
"befolkning_hovedgruppe",2015,"030115","norskfodte_m_innvf","0","prosent",8.8
"befolkning_hovedgruppe",2015,"030115","bef_u_innv_og_norskf","0","prosent",24.2
"befolkning_hovedgruppe",2015,"030116","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030116","innvandrere","alle","prosent",54.4
"befolkning_hovedgruppe",2015,"030116","befolkningen_ellers","alle","prosent",45.6
"befolkning_hovedgruppe",2015,"030116","norskfodte_m_innvf","alle","prosent",2.9
"befolkning_hovedgruppe",2015,"030116","bef_u_innv_og_norskf","alle","prosent",42.7
"befolkning_hovedgruppe",2015,"030116","alle","1","prosent",58.9
"befolkning_hovedgruppe",2015,"030116","innvandrere","1","prosent",31.3
"befolkning_hovedgruppe",2015,"030116","befolkningen_ellers","1","prosent",27.6
"befolkning_hovedgruppe",2015,"030116","norskfodte_m_innvf","1","prosent",1.7
"befolkning_hovedgruppe",2015,"030116","bef_u_innv_og_norskf","1","prosent",25.9
"befolkning_hovedgruppe",2015,"030116","alle","0","prosent",41.1
"befolkning_hovedgruppe",2015,"030116","innvandrere","0","prosent",23
"befolkning_hovedgruppe",2015,"030116","befolkningen_ellers","0","prosent",18.1
"befolkning_hovedgruppe",2015,"030116","norskfodte_m_innvf","0","prosent",1.2
"befolkning_hovedgruppe",2015,"030116","bef_u_innv_og_norskf","0","prosent",16.8
"befolkning_hovedgruppe",2015,"030117","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030117","innvandrere","alle","prosent",10.1
"befolkning_hovedgruppe",2015,"030117","befolkningen_ellers","alle","prosent",89.9
"befolkning_hovedgruppe",2015,"030117","norskfodte_m_innvf","alle","prosent",0.6
"befolkning_hovedgruppe",2015,"030117","bef_u_innv_og_norskf","alle","prosent",89.3
"befolkning_hovedgruppe",2015,"030117","alle","1","prosent",50.9
"befolkning_hovedgruppe",2015,"030117","innvandrere","1","prosent",5.3
"befolkning_hovedgruppe",2015,"030117","befolkningen_ellers","1","prosent",45.7
"befolkning_hovedgruppe",2015,"030117","norskfodte_m_innvf","1","prosent",0.3
"befolkning_hovedgruppe",2015,"030117","bef_u_innv_og_norskf","1","prosent",45.4
"befolkning_hovedgruppe",2015,"030117","alle","0","prosent",49.1
"befolkning_hovedgruppe",2015,"030117","innvandrere","0","prosent",4.9
"befolkning_hovedgruppe",2015,"030117","befolkningen_ellers","0","prosent",44.2
"befolkning_hovedgruppe",2015,"030117","norskfodte_m_innvf","0","prosent",0.3
"befolkning_hovedgruppe",2015,"030117","bef_u_innv_og_norskf","0","prosent",43.9
"befolkning_hovedgruppe",2015,"030199","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030199","innvandrere","alle","prosent",57.6
"befolkning_hovedgruppe",2015,"030199","befolkningen_ellers","alle","prosent",42.4
"befolkning_hovedgruppe",2015,"030199","norskfodte_m_innvf","alle","prosent",8.2
"befolkning_hovedgruppe",2015,"030199","bef_u_innv_og_norskf","alle","prosent",34.3
"befolkning_hovedgruppe",2015,"030199","alle","1","prosent",70
"befolkning_hovedgruppe",2015,"030199","innvandrere","1","prosent",43.1
"befolkning_hovedgruppe",2015,"030199","befolkningen_ellers","1","prosent",26.9
"befolkning_hovedgruppe",2015,"030199","norskfodte_m_innvf","1","prosent",4.3
"befolkning_hovedgruppe",2015,"030199","bef_u_innv_og_norskf","1","prosent",22.5
"befolkning_hovedgruppe",2015,"030199","alle","0","prosent",30
"befolkning_hovedgruppe",2015,"030199","innvandrere","0","prosent",14.5
"befolkning_hovedgruppe",2015,"030199","befolkningen_ellers","0","prosent",15.6
"befolkning_hovedgruppe",2015,"030199","norskfodte_m_innvf","0","prosent",3.8
"befolkning_hovedgruppe",2015,"030199","bef_u_innv_og_norskf","0","prosent",11.7
