"fylke_nr","spraaknivaa","provetype","enhet","tabellvariabel","aar","tabell_navn"
"17","a2","lese","prosent","31",2014,"norsk_prover"
"18","a2","lese","prosent","27",2014,"norsk_prover"
"19","a2","lese","prosent","33",2014,"norsk_prover"
"20","a2","lese","prosent","28",2014,"norsk_prover"
"99","a2","lese","prosent",".",2014,"norsk_prover"
"00","a2","skriftlig","prosent","55",2014,"norsk_prover"
"01","a2","skriftlig","prosent","52",2014,"norsk_prover"
"02","a2","skriftlig","prosent","56",2014,"norsk_prover"
"03","a2","skriftlig","prosent","59",2014,"norsk_prover"
"04","a2","skriftlig","prosent","51",2014,"norsk_prover"
"05","a2","skriftlig","prosent","48",2014,"norsk_prover"
"06","a2","skriftlig","prosent","52",2014,"norsk_prover"
"07","a2","skriftlig","prosent","54",2014,"norsk_prover"
"08","a2","skriftlig","prosent","50",2014,"norsk_prover"
"09","a2","skriftlig","prosent","50",2014,"norsk_prover"
"10","a2","skriftlig","prosent","55",2014,"norsk_prover"
"11","a2","skriftlig","prosent","56",2014,"norsk_prover"
"12","a2","skriftlig","prosent","56",2014,"norsk_prover"
"14","a2","skriftlig","prosent","59",2014,"norsk_prover"
"15","a2","skriftlig","prosent","53",2014,"norsk_prover"
"16","a2","skriftlig","prosent","53",2014,"norsk_prover"
"17","a2","skriftlig","prosent","56",2014,"norsk_prover"
"18","a2","skriftlig","prosent","45",2014,"norsk_prover"
"19","a2","skriftlig","prosent","50",2014,"norsk_prover"
"20","a2","skriftlig","prosent","50",2014,"norsk_prover"
"99","a2","skriftlig","prosent",".",2014,"norsk_prover"
"00","a2","alle","personer","15337",2014,"norsk_prover"
"01","a2","alle","personer","514",2014,"norsk_prover"
"02","a2","alle","personer","1773",2014,"norsk_prover"
"03","a2","alle","personer","3769",2014,"norsk_prover"
"04","a2","alle","personer","350",2014,"norsk_prover"
"05","a2","alle","personer","599",2014,"norsk_prover"
"06","a2","alle","personer","818",2014,"norsk_prover"
"07","a2","alle","personer","274",2014,"norsk_prover"
"08","a2","alle","personer","565",2014,"norsk_prover"
"09","a2","alle","personer","343",2014,"norsk_prover"
"10","a2","alle","personer","320",2014,"norsk_prover"
"11","a2","alle","personer","1276",2014,"norsk_prover"
"12","a2","alle","personer","1476",2014,"norsk_prover"
"14","a2","alle","personer","329",2014,"norsk_prover"
"15","a2","alle","personer","536",2014,"norsk_prover"
"16","a2","alle","personer","539",2014,"norsk_prover"
"17","a2","alle","personer","283",2014,"norsk_prover"
"18","a2","alle","personer","532",2014,"norsk_prover"
"19","a2","alle","personer","644",2014,"norsk_prover"
"20","a2","alle","personer","427",2014,"norsk_prover"
"99","a2","alle","personer",".",2014,"norsk_prover"
"00","a2","muntlig","personer","4186",2014,"norsk_prover"
"01","a2","muntlig","personer","132",2014,"norsk_prover"
"02","a2","muntlig","personer","436",2014,"norsk_prover"
"03","a2","muntlig","personer","960",2014,"norsk_prover"
"04","a2","muntlig","personer","84",2014,"norsk_prover"
"05","a2","muntlig","personer","155",2014,"norsk_prover"
"06","a2","muntlig","personer","253",2014,"norsk_prover"
"07","a2","muntlig","personer","85",2014,"norsk_prover"
"08","a2","muntlig","personer","180",2014,"norsk_prover"
"09","a2","muntlig","personer","106",2014,"norsk_prover"
"10","a2","muntlig","personer","82",2014,"norsk_prover"
"11","a2","muntlig","personer","337",2014,"norsk_prover"
"12","a2","muntlig","personer","442",2014,"norsk_prover"
"14","a2","muntlig","personer","87",2014,"norsk_prover"
"15","a2","muntlig","personer","162",2014,"norsk_prover"
"16","a2","muntlig","personer","157",2014,"norsk_prover"
"17","a2","muntlig","personer","60",2014,"norsk_prover"
"18","a2","muntlig","personer","179",2014,"norsk_prover"
"19","a2","muntlig","personer","200",2014,"norsk_prover"
"20","a2","muntlig","personer","122",2014,"norsk_prover"
"99","a2","muntlig","personer",":",2014,"norsk_prover"
"00","a2","lytting","personer","3490",2014,"norsk_prover"
"01","a2","lytting","personer","114",2014,"norsk_prover"
"02","a2","lytting","personer","397",2014,"norsk_prover"
"03","a2","lytting","personer","813",2014,"norsk_prover"
"04","a2","lytting","personer","92",2014,"norsk_prover"
"05","a2","lytting","personer","154",2014,"norsk_prover"
"06","a2","lytting","personer","176",2014,"norsk_prover"
"07","a2","lytting","personer","50",2014,"norsk_prover"
"08","a2","lytting","personer","139",2014,"norsk_prover"
"09","a2","lytting","personer","76",2014,"norsk_prover"
"10","a2","lytting","personer","65",2014,"norsk_prover"
"11","a2","lytting","personer","310",2014,"norsk_prover"
"12","a2","lytting","personer","349",2014,"norsk_prover"
"14","a2","lytting","personer","75",2014,"norsk_prover"
"15","a2","lytting","personer","115",2014,"norsk_prover"
"16","a2","lytting","personer","122",2014,"norsk_prover"
"17","a2","lytting","personer","74",2014,"norsk_prover"
"18","a2","lytting","personer","118",2014,"norsk_prover"
"19","a2","lytting","personer","147",2014,"norsk_prover"
"20","a2","lytting","personer","107",2014,"norsk_prover"
"99","a2","lytting","personer",":",2014,"norsk_prover"
"00","a2","lese","personer","2328",2014,"norsk_prover"
"01","a2","lese","personer","94",2014,"norsk_prover"
"02","a2","lese","personer","265",2014,"norsk_prover"
"03","a2","lese","personer","542",2014,"norsk_prover"
"04","a2","lese","personer","67",2014,"norsk_prover"
"05","a2","lese","personer","104",2014,"norsk_prover"
"06","a2","lese","personer","119",2014,"norsk_prover"
"07","a2","lese","personer","29",2014,"norsk_prover"
"08","a2","lese","personer","88",2014,"norsk_prover"
"09","a2","lese","personer","52",2014,"norsk_prover"
"10","a2","lese","personer","50",2014,"norsk_prover"
"11","a2","lese","personer","183",2014,"norsk_prover"
"12","a2","lese","personer","217",2014,"norsk_prover"
"14","a2","lese","personer","48",2014,"norsk_prover"
"15","a2","lese","personer","76",2014,"norsk_prover"
"16","a2","lese","personer","90",2014,"norsk_prover"
"17","a2","lese","personer","53",2014,"norsk_prover"
"18","a2","lese","personer","88",2014,"norsk_prover"
"19","a2","lese","personer","118",2014,"norsk_prover"
"20","a2","lese","personer","71",2014,"norsk_prover"
"99","a2","lese","personer",":",2014,"norsk_prover"
"00","a2","skriftlig","personer","5333",2014,"norsk_prover"
"01","a2","skriftlig","personer","174",2014,"norsk_prover"
"02","a2","skriftlig","personer","675",2014,"norsk_prover"
"03","a2","skriftlig","personer","1454",2014,"norsk_prover"
"04","a2","skriftlig","personer","107",2014,"norsk_prover"
"05","a2","skriftlig","personer","186",2014,"norsk_prover"
"06","a2","skriftlig","personer","270",2014,"norsk_prover"
"07","a2","skriftlig","personer","110",2014,"norsk_prover"
"08","a2","skriftlig","personer","158",2014,"norsk_prover"
"09","a2","skriftlig","personer","109",2014,"norsk_prover"
"10","a2","skriftlig","personer","123",2014,"norsk_prover"
"11","a2","skriftlig","personer","446",2014,"norsk_prover"
"12","a2","skriftlig","personer","468",2014,"norsk_prover"
"14","a2","skriftlig","personer","119",2014,"norsk_prover"
"15","a2","skriftlig","personer","183",2014,"norsk_prover"
"16","a2","skriftlig","personer","170",2014,"norsk_prover"
"17","a2","skriftlig","personer","96",2014,"norsk_prover"
"18","a2","skriftlig","personer","147",2014,"norsk_prover"
"19","a2","skriftlig","personer","179",2014,"norsk_prover"
"20","a2","skriftlig","personer","127",2014,"norsk_prover"
"99","a2","skriftlig","personer",":",2014,"norsk_prover"
"00","a1","alle","prosent","13,2",2014,"norsk_prover"
"01","a1","alle","prosent","14,5",2014,"norsk_prover"
"02","a1","alle","prosent","10,6",2014,"norsk_prover"
"03","a1","alle","prosent","9,2",2014,"norsk_prover"
"04","a1","alle","prosent","16,1",2014,"norsk_prover"
"05","a1","alle","prosent","17,2",2014,"norsk_prover"
"06","a1","alle","prosent","10,5",2014,"norsk_prover"
"07","a1","alle","prosent","10,9",2014,"norsk_prover"
"08","a1","alle","prosent","20,1",2014,"norsk_prover"
"09","a1","alle","prosent","17,8",2014,"norsk_prover"
"10","a1","alle","prosent","14",2014,"norsk_prover"
"11","a1","alle","prosent","12,9",2014,"norsk_prover"
"12","a1","alle","prosent","13,3",2014,"norsk_prover"
"14","a1","alle","prosent","13",2014,"norsk_prover"
"15","a1","alle","prosent","12,2",2014,"norsk_prover"
"16","a1","alle","prosent","16,3",2014,"norsk_prover"
"17","a1","alle","prosent","16,6",2014,"norsk_prover"
"18","a1","alle","prosent","21",2014,"norsk_prover"
"19","a1","alle","prosent","19,5",2014,"norsk_prover"
"20","a1","alle","prosent","18,7",2014,"norsk_prover"
"99","a1","alle","prosent",".",2014,"norsk_prover"
"00","a1","muntlig","prosent","9",2014,"norsk_prover"
"01","a1","muntlig","prosent","5",2014,"norsk_prover"
"02","a1","muntlig","prosent","8",2014,"norsk_prover"
"03","a1","muntlig","prosent","6",2014,"norsk_prover"
"04","a1","muntlig","prosent","10",2014,"norsk_prover"
"05","a1","muntlig","prosent","13",2014,"norsk_prover"
"06","a1","muntlig","prosent","8",2014,"norsk_prover"
"07","a1","muntlig","prosent","7",2014,"norsk_prover"
"08","a1","muntlig","prosent","14",2014,"norsk_prover"
"09","a1","muntlig","prosent","10",2014,"norsk_prover"
"10","a1","muntlig","prosent","13",2014,"norsk_prover"
"11","a1","muntlig","prosent","10",2014,"norsk_prover"
"12","a1","muntlig","prosent","11",2014,"norsk_prover"
"14","a1","muntlig","prosent","10",2014,"norsk_prover"
"15","a1","muntlig","prosent","7",2014,"norsk_prover"
"16","a1","muntlig","prosent","12",2014,"norsk_prover"
"17","a1","muntlig","prosent","16",2014,"norsk_prover"
"18","a1","muntlig","prosent","15",2014,"norsk_prover"
"19","a1","muntlig","prosent","11",2014,"norsk_prover"
"20","a1","muntlig","prosent","15",2014,"norsk_prover"
"99","a1","muntlig","prosent",".",2014,"norsk_prover"
"00","a1","lytting","prosent","8",2014,"norsk_prover"
"01","a1","lytting","prosent","10",2014,"norsk_prover"
"02","a1","lytting","prosent","5",2014,"norsk_prover"
"03","a1","lytting","prosent","5",2014,"norsk_prover"
"04","a1","lytting","prosent","11",2014,"norsk_prover"
"05","a1","lytting","prosent","10",2014,"norsk_prover"
"06","a1","lytting","prosent","6",2014,"norsk_prover"
"07","a1","lytting","prosent","6",2014,"norsk_prover"
"08","a1","lytting","prosent","11",2014,"norsk_prover"
"09","a1","lytting","prosent","10",2014,"norsk_prover"
"10","a1","lytting","prosent","10",2014,"norsk_prover"
"11","a1","lytting","prosent","9",2014,"norsk_prover"
"12","a1","lytting","prosent","7",2014,"norsk_prover"
"14","a1","lytting","prosent","8",2014,"norsk_prover"
"15","a1","lytting","prosent","7",2014,"norsk_prover"
"16","a1","lytting","prosent","10",2014,"norsk_prover"
"17","a1","lytting","prosent","8",2014,"norsk_prover"
"18","a1","lytting","prosent","14",2014,"norsk_prover"
"19","a1","lytting","prosent","11",2014,"norsk_prover"
"20","a1","lytting","prosent","12",2014,"norsk_prover"
"99","a1","lytting","prosent",".",2014,"norsk_prover"
"00","a1","lese","prosent","12",2014,"norsk_prover"
"01","a1","lese","prosent","15",2014,"norsk_prover"
"02","a1","lese","prosent","10",2014,"norsk_prover"
"03","a1","lese","prosent","8",2014,"norsk_prover"
"04","a1","lese","prosent","11",2014,"norsk_prover"
"05","a1","lese","prosent","16",2014,"norsk_prover"
"06","a1","lese","prosent","10",2014,"norsk_prover"
"07","a1","lese","prosent","10",2014,"norsk_prover"
"08","a1","lese","prosent","21",2014,"norsk_prover"
"09","a1","lese","prosent","18",2014,"norsk_prover"
"10","a1","lese","prosent","12",2014,"norsk_prover"
"11","a1","lese","prosent","12",2014,"norsk_prover"
"12","a1","lese","prosent","10",2014,"norsk_prover"
"14","a1","lese","prosent","12",2014,"norsk_prover"
"15","a1","lese","prosent","11",2014,"norsk_prover"
"16","a1","lese","prosent","12",2014,"norsk_prover"
"17","a1","lese","prosent","14",2014,"norsk_prover"
"18","a1","lese","prosent","21",2014,"norsk_prover"
"19","a1","lese","prosent","21",2014,"norsk_prover"
"20","a1","lese","prosent","16",2014,"norsk_prover"
"99","a1","lese","prosent",".",2014,"norsk_prover"
"00","a1","skriftlig","prosent","23",2014,"norsk_prover"
"01","a1","skriftlig","prosent","26",2014,"norsk_prover"
"02","a1","skriftlig","prosent","19",2014,"norsk_prover"
"03","a1","skriftlig","prosent","17",2014,"norsk_prover"
"04","a1","skriftlig","prosent","31",2014,"norsk_prover"
"05","a1","skriftlig","prosent","29",2014,"norsk_prover"
"06","a1","skriftlig","prosent","18",2014,"norsk_prover"
"07","a1","skriftlig","prosent","20",2014,"norsk_prover"
"08","a1","skriftlig","prosent","34",2014,"norsk_prover"
"09","a1","skriftlig","prosent","32",2014,"norsk_prover"
"10","a1","skriftlig","prosent","21",2014,"norsk_prover"
"11","a1","skriftlig","prosent","20",2014,"norsk_prover"
"12","a1","skriftlig","prosent","25",2014,"norsk_prover"
"14","a1","skriftlig","prosent","22",2014,"norsk_prover"
"15","a1","skriftlig","prosent","23",2014,"norsk_prover"
"16","a1","skriftlig","prosent","31",2014,"norsk_prover"
"17","a1","skriftlig","prosent","28",2014,"norsk_prover"
"18","a1","skriftlig","prosent","34",2014,"norsk_prover"
"19","a1","skriftlig","prosent","34",2014,"norsk_prover"
"20","a1","skriftlig","prosent","31",2014,"norsk_prover"
"99","a1","skriftlig","prosent",".",2014,"norsk_prover"
"00","a1","alle","personer","4895",2014,"norsk_prover"
"01","a1","alle","personer","183",2014,"norsk_prover"
"02","a1","alle","personer","488",2014,"norsk_prover"
"03","a1","alle","personer","852",2014,"norsk_prover"
"04","a1","alle","personer","127",2014,"norsk_prover"
"05","a1","alle","personer","254",2014,"norsk_prover"
"06","a1","alle","personer","213",2014,"norsk_prover"
"07","a1","alle","personer","86",2014,"norsk_prover"
"08","a1","alle","personer","249",2014,"norsk_prover"
"09","a1","alle","personer","149",2014,"norsk_prover"
"10","a1","alle","personer","122",2014,"norsk_prover"
"11","a1","alle","personer","394",2014,"norsk_prover"
"12","a1","alle","personer","428",2014,"norsk_prover"
"14","a1","alle","personer","101",2014,"norsk_prover"
"15","a1","alle","personer","162",2014,"norsk_prover"
"16","a1","alle","personer","207",2014,"norsk_prover"
"17","a1","alle","personer","109",2014,"norsk_prover"
"18","a1","alle","personer","271",2014,"norsk_prover"
"19","a1","alle","personer","268",2014,"norsk_prover"
"20","a1","alle","personer","186",2014,"norsk_prover"
"99","a1","alle","personer",".",2014,"norsk_prover"
"00","a1","muntlig","personer","725",2014,"norsk_prover"
"01","a1","muntlig","personer","13",2014,"norsk_prover"
"02","a1","muntlig","personer","78",2014,"norsk_prover"
"03","a1","muntlig","personer","113",2014,"norsk_prover"
"04","a1","muntlig","personer","16",2014,"norsk_prover"
"05","a1","muntlig","personer","41",2014,"norsk_prover"
"06","a1","muntlig","personer","37",2014,"norsk_prover"
"07","a1","muntlig","personer","12",2014,"norsk_prover"
"08","a1","muntlig","personer","41",2014,"norsk_prover"
"09","a1","muntlig","personer","19",2014,"norsk_prover"
"10","a1","muntlig","personer","25",2014,"norsk_prover"
"11","a1","muntlig","personer","67",2014,"norsk_prover"
"12","a1","muntlig","personer","78",2014,"norsk_prover"
"14","a1","muntlig","personer","17",2014,"norsk_prover"
"15","a1","muntlig","personer","20",2014,"norsk_prover"
"16","a1","muntlig","personer","38",2014,"norsk_prover"
"17","a1","muntlig","personer","23",2014,"norsk_prover"
"18","a1","muntlig","personer","46",2014,"norsk_prover"
"19","a1","muntlig","personer","33",2014,"norsk_prover"
"20","a1","muntlig","personer","35",2014,"norsk_prover"
"99","a1","muntlig","personer",":",2014,"norsk_prover"
"00","a1","lytting","personer","776",2014,"norsk_prover"
"01","a1","lytting","personer","33",2014,"norsk_prover"
"02","a1","lytting","personer","60",2014,"norsk_prover"
"03","a1","lytting","personer","123",2014,"norsk_prover"
"04","a1","lytting","personer","23",2014,"norsk_prover"
"05","a1","lytting","personer","39",2014,"norsk_prover"
"06","a1","lytting","personer","31",2014,"norsk_prover"
"07","a1","lytting","personer","12",2014,"norsk_prover"
"08","a1","lytting","personer","35",2014,"norsk_prover"
"09","a1","lytting","personer","22",2014,"norsk_prover"
"10","a1","lytting","personer","23",2014,"norsk_prover"
"11","a1","lytting","personer","72",2014,"norsk_prover"
"12","a1","lytting","personer","58",2014,"norsk_prover"
"14","a1","lytting","personer","16",2014,"norsk_prover"
"15","a1","lytting","personer","24",2014,"norsk_prover"
"16","a1","lytting","personer","32",2014,"norsk_prover"
"17","a1","lytting","personer","14",2014,"norsk_prover"
"18","a1","lytting","personer","46",2014,"norsk_prover"
"19","a1","lytting","personer","39",2014,"norsk_prover"
"20","a1","lytting","personer","31",2014,"norsk_prover"
"99","a1","lytting","personer",":",2014,"norsk_prover"
"00","a1","lese","personer","1164",2014,"norsk_prover"
"01","a1","lese","personer","50",2014,"norsk_prover"
"02","a1","lese","personer","121",2014,"norsk_prover"
"03","a1","lese","personer","197",2014,"norsk_prover"
"04","a1","lese","personer","23",2014,"norsk_prover"
"05","a1","lese","personer","62",2014,"norsk_prover"
"06","a1","lese","personer","52",2014,"norsk_prover"
"07","a1","lese","personer","21",2014,"norsk_prover"
"08","a1","lese","personer","66",2014,"norsk_prover"
"09","a1","lese","personer","39",2014,"norsk_prover"
"10","a1","lese","personer","27",2014,"norsk_prover"
"11","a1","lese","personer","96",2014,"norsk_prover"
"12","a1","lese","personer","83",2014,"norsk_prover"
"14","a1","lese","personer","24",2014,"norsk_prover"
"15","a1","lese","personer","38",2014,"norsk_prover"
"16","a1","lese","personer","38",2014,"norsk_prover"
"17","a1","lese","personer","24",2014,"norsk_prover"
"18","a1","lese","personer","68",2014,"norsk_prover"
"19","a1","lese","personer","75",2014,"norsk_prover"
"20","a1","lese","personer","41",2014,"norsk_prover"
"99","a1","lese","personer",":",2014,"norsk_prover"
"00","a1","skriftlig","personer","2230",2014,"norsk_prover"
"01","a1","skriftlig","personer","87",2014,"norsk_prover"
"02","a1","skriftlig","personer","229",2014,"norsk_prover"
"03","a1","skriftlig","personer","419",2014,"norsk_prover"
"04","a1","skriftlig","personer","65",2014,"norsk_prover"
"05","a1","skriftlig","personer","112",2014,"norsk_prover"
"06","a1","skriftlig","personer","93",2014,"norsk_prover"
"07","a1","skriftlig","personer","41",2014,"norsk_prover"
"08","a1","skriftlig","personer","107",2014,"norsk_prover"
"09","a1","skriftlig","personer","69",2014,"norsk_prover"
"10","a1","skriftlig","personer","47",2014,"norsk_prover"
"11","a1","skriftlig","personer","159",2014,"norsk_prover"
"12","a1","skriftlig","personer","209",2014,"norsk_prover"
"14","a1","skriftlig","personer","44",2014,"norsk_prover"
"15","a1","skriftlig","personer","80",2014,"norsk_prover"
"16","a1","skriftlig","personer","99",2014,"norsk_prover"
"17","a1","skriftlig","personer","48",2014,"norsk_prover"
"18","a1","skriftlig","personer","111",2014,"norsk_prover"
"19","a1","skriftlig","personer","121",2014,"norsk_prover"
"20","a1","skriftlig","personer","79",2014,"norsk_prover"
"99","a1","skriftlig","personer",":",2014,"norsk_prover"
"00","under_a1","alle","prosent","0,8",2014,"norsk_prover"
"01","under_a1","alle","prosent","1,3",2014,"norsk_prover"
"02","under_a1","alle","prosent","0,3",2014,"norsk_prover"
"03","under_a1","alle","prosent","0,5",2014,"norsk_prover"
"04","under_a1","alle","prosent","2,2",2014,"norsk_prover"
"05","under_a1","alle","prosent","2,6",2014,"norsk_prover"
"06","under_a1","alle","prosent","0,7",2014,"norsk_prover"
"07","under_a1","alle","prosent","1,5",2014,"norsk_prover"
"08","under_a1","alle","prosent","0,7",2014,"norsk_prover"
"09","under_a1","alle","prosent","0,7",2014,"norsk_prover"
"10","under_a1","alle","prosent","0,7",2014,"norsk_prover"
"11","under_a1","alle","prosent","0,5",2014,"norsk_prover"
"12","under_a1","alle","prosent","0,8",2014,"norsk_prover"
"14","under_a1","alle","prosent","1,3",2014,"norsk_prover"
"15","under_a1","alle","prosent","1,2",2014,"norsk_prover"
"16","under_a1","alle","prosent","1,5",2014,"norsk_prover"
"17","under_a1","alle","prosent","0,6",2014,"norsk_prover"
"18","under_a1","alle","prosent","2,6",2014,"norsk_prover"
"19","under_a1","alle","prosent","2,1",2014,"norsk_prover"
"20","under_a1","alle","prosent","1,5",2014,"norsk_prover"
"99","under_a1","alle","prosent",".",2014,"norsk_prover"
"00","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"01","under_a1","muntlig","prosent","1",2014,"norsk_prover"
"02","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"03","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"04","under_a1","muntlig","prosent","1",2014,"norsk_prover"
"05","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"06","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"07","under_a1","muntlig","prosent","1",2014,"norsk_prover"
"08","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"09","under_a1","muntlig","prosent","1",2014,"norsk_prover"
"10","under_a1","muntlig","prosent","1",2014,"norsk_prover"
"11","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"12","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"14","under_a1","muntlig","prosent","1",2014,"norsk_prover"
"15","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"16","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"17","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"18","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"19","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"20","under_a1","muntlig","prosent","0",2014,"norsk_prover"
"99","under_a1","muntlig","prosent",".",2014,"norsk_prover"
"00","under_a1","lytting","prosent","0",2014,"norsk_prover"
"01","under_a1","lytting","prosent","1",2014,"norsk_prover"
"02","under_a1","lytting","prosent","0",2014,"norsk_prover"
"03","under_a1","lytting","prosent","0",2014,"norsk_prover"
"04","under_a1","lytting","prosent","0",2014,"norsk_prover"
"05","under_a1","lytting","prosent","1",2014,"norsk_prover"
"06","under_a1","lytting","prosent","0",2014,"norsk_prover"
"07","under_a1","lytting","prosent","0",2014,"norsk_prover"
"08","under_a1","lytting","prosent","0",2014,"norsk_prover"
"09","under_a1","lytting","prosent","0",2014,"norsk_prover"
"10","under_a1","lytting","prosent","0",2014,"norsk_prover"
"11","under_a1","lytting","prosent","0",2014,"norsk_prover"
"12","under_a1","lytting","prosent","0",2014,"norsk_prover"
"14","under_a1","lytting","prosent","0",2014,"norsk_prover"
"15","under_a1","lytting","prosent","1",2014,"norsk_prover"
"16","under_a1","lytting","prosent","1",2014,"norsk_prover"
"17","under_a1","lytting","prosent","1",2014,"norsk_prover"
"18","under_a1","lytting","prosent","2",2014,"norsk_prover"
"19","under_a1","lytting","prosent","0",2014,"norsk_prover"
"20","under_a1","lytting","prosent","0",2014,"norsk_prover"
"99","under_a1","lytting","prosent",".",2014,"norsk_prover"
"00","under_a1","lese","prosent","2",2014,"norsk_prover"
"01","under_a1","lese","prosent","2",2014,"norsk_prover"
"02","under_a1","lese","prosent","1",2014,"norsk_prover"
"03","under_a1","lese","prosent","1",2014,"norsk_prover"
"04","under_a1","lese","prosent","5",2014,"norsk_prover"
"05","under_a1","lese","prosent","4",2014,"norsk_prover"
"06","under_a1","lese","prosent","2",2014,"norsk_prover"
"07","under_a1","lese","prosent","3",2014,"norsk_prover"
"08","under_a1","lese","prosent","1",2014,"norsk_prover"
"09","under_a1","lese","prosent","1",2014,"norsk_prover"
"10","under_a1","lese","prosent","1",2014,"norsk_prover"
"11","under_a1","lese","prosent","1",2014,"norsk_prover"
"12","under_a1","lese","prosent","2",2014,"norsk_prover"
"14","under_a1","lese","prosent","3",2014,"norsk_prover"
"15","under_a1","lese","prosent","3",2014,"norsk_prover"
"16","under_a1","lese","prosent","2",2014,"norsk_prover"
"17","under_a1","lese","prosent","1",2014,"norsk_prover"
"18","under_a1","lese","prosent","4",2014,"norsk_prover"
"19","under_a1","lese","prosent","5",2014,"norsk_prover"
"20","under_a1","lese","prosent","4",2014,"norsk_prover"
"99","under_a1","lese","prosent",".",2014,"norsk_prover"
"00","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"01","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"02","under_a1","skriftlig","prosent","0",2014,"norsk_prover"
"03","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"04","under_a1","skriftlig","prosent","2",2014,"norsk_prover"
"05","under_a1","skriftlig","prosent","5",2014,"norsk_prover"
"06","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"07","under_a1","skriftlig","prosent","2",2014,"norsk_prover"
"08","under_a1","skriftlig","prosent","2",2014,"norsk_prover"
"09","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"10","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"11","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"12","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"14","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"15","under_a1","skriftlig","prosent","1",2014,"norsk_prover"
"16","under_a1","skriftlig","prosent","3",2014,"norsk_prover"
"17","under_a1","skriftlig","prosent","0",2014,"norsk_prover"
"18","under_a1","skriftlig","prosent","4",2014,"norsk_prover"
"19","under_a1","skriftlig","prosent","3",2014,"norsk_prover"
"20","under_a1","skriftlig","prosent","2",2014,"norsk_prover"
"99","under_a1","skriftlig","prosent",".",2014,"norsk_prover"
"00","under_a1","alle","personer","291",2014,"norsk_prover"
"01","under_a1","alle","personer","16",2014,"norsk_prover"
"02","under_a1","alle","personer","12",2014,"norsk_prover"
"03","under_a1","alle","personer","50",2014,"norsk_prover"
"04","under_a1","alle","personer","17",2014,"norsk_prover"
"05","under_a1","alle","personer","38",2014,"norsk_prover"
"06","under_a1","alle","personer","15",2014,"norsk_prover"
"07","under_a1","alle","personer","12",2014,"norsk_prover"
"08","under_a1","alle","personer","9",2014,"norsk_prover"
"09","under_a1","alle","personer","6",2014,"norsk_prover"
"10","under_a1","alle","personer","6",2014,"norsk_prover"
"11","under_a1","alle","personer","16",2014,"norsk_prover"
"12","under_a1","alle","personer","25",2014,"norsk_prover"
"14","under_a1","alle","personer","10",2014,"norsk_prover"
"15","under_a1","alle","personer","16",2014,"norsk_prover"
"16","under_a1","alle","personer","19",2014,"norsk_prover"
"17","under_a1","alle","personer","4",2014,"norsk_prover"
"18","under_a1","alle","personer","33",2014,"norsk_prover"
"19","under_a1","alle","personer","29",2014,"norsk_prover"
"20","under_a1","alle","personer","15",2014,"norsk_prover"
"99","under_a1","alle","personer",":",2014,"norsk_prover"
"00","under_a1","muntlig","personer","0",2014,"norsk_prover"
"01","under_a1","muntlig","personer","3",2014,"norsk_prover"
"02","under_a1","muntlig","personer","0",2014,"norsk_prover"
"03","under_a1","muntlig","personer","0",2014,"norsk_prover"
"04","under_a1","muntlig","personer","2",2014,"norsk_prover"
"05","under_a1","muntlig","personer","0",2014,"norsk_prover"
"06","under_a1","muntlig","personer","0",2014,"norsk_prover"
"07","under_a1","muntlig","personer","2",2014,"norsk_prover"
"08","under_a1","muntlig","personer","0",2014,"norsk_prover"
"09","under_a1","muntlig","personer","2",2014,"norsk_prover"
"10","under_a1","muntlig","personer","2",2014,"norsk_prover"
"11","under_a1","muntlig","personer","0",2014,"norsk_prover"
"12","under_a1","muntlig","personer","0",2014,"norsk_prover"
"14","under_a1","muntlig","personer","2",2014,"norsk_prover"
"15","under_a1","muntlig","personer","0",2014,"norsk_prover"
"16","under_a1","muntlig","personer","0",2014,"norsk_prover"
"17","under_a1","muntlig","personer","0",2014,"norsk_prover"
"18","under_a1","muntlig","personer","0",2014,"norsk_prover"
"19","under_a1","muntlig","personer","0",2014,"norsk_prover"
"20","under_a1","muntlig","personer","0",2014,"norsk_prover"
"99","under_a1","muntlig","personer",":",2014,"norsk_prover"
"00","under_a1","lytting","personer","0",2014,"norsk_prover"
