"tabell_navn","aar","naringsregion_nr","enhet","flytting","innvkat_3","tabellvariabel"
"befolkning_flytting","2014","64","personer","nettoinnvandring_og_nettoinnflytting","alle","360"
"befolkning_flytting","2014","64","personer","utflytting","alle","1776"
"befolkning_flytting","2014","64","personer","utvandring","alle","190"
"befolkning_flytting","2014","64","personer","utvandring_og_utflytting","alle","1966"
"befolkning_flytting","2014","65","personer","innflytting","alle","269"
"befolkning_flytting","2014","65","personer","innvandring","alle","115"
"befolkning_flytting","2014","65","personer","innvandring_og_innflytting","alle","384"
"befolkning_flytting","2014","65","personer","nettoinnflytting","alle","-76"
"befolkning_flytting","2014","65","personer","nettoinnvandring","alle","92"
"befolkning_flytting","2014","65","personer","nettoinnvandring_og_nettoinnflytting","alle","16"
"befolkning_flytting","2014","65","personer","utflytting","alle","345"
"befolkning_flytting","2014","65","personer","utvandring","alle","23"
"befolkning_flytting","2014","65","personer","utvandring_og_utflytting","alle","368"
"befolkning_flytting","2014","66","personer","innflytting","alle","291"
"befolkning_flytting","2014","66","personer","innvandring","alle","69"
"befolkning_flytting","2014","66","personer","innvandring_og_innflytting","alle","360"
"befolkning_flytting","2014","66","personer","nettoinnflytting","alle","14"
"befolkning_flytting","2014","66","personer","nettoinnvandring","alle","38"
"befolkning_flytting","2014","66","personer","nettoinnvandring_og_nettoinnflytting","alle","52"
"befolkning_flytting","2014","66","personer","utflytting","alle","277"
"befolkning_flytting","2014","66","personer","utvandring","alle","31"
"befolkning_flytting","2014","66","personer","utvandring_og_utflytting","alle","308"
"befolkning_flytting","2014","67","personer","innflytting","alle","547"
"befolkning_flytting","2014","67","personer","innvandring","alle","203"
"befolkning_flytting","2014","67","personer","innvandring_og_innflytting","alle","750"
"befolkning_flytting","2014","67","personer","nettoinnflytting","alle","-263"
"befolkning_flytting","2014","67","personer","nettoinnvandring","alle","153"
"befolkning_flytting","2014","67","personer","nettoinnvandring_og_nettoinnflytting","alle","-110"
"befolkning_flytting","2014","67","personer","utflytting","alle","810"
"befolkning_flytting","2014","67","personer","utvandring","alle","50"
"befolkning_flytting","2014","67","personer","utvandring_og_utflytting","alle","860"
"befolkning_flytting","2014","68","personer","innflytting","alle","364"
"befolkning_flytting","2014","68","personer","innvandring","alle","93"
"befolkning_flytting","2014","68","personer","innvandring_og_innflytting","alle","457"
"befolkning_flytting","2014","68","personer","nettoinnflytting","alle","-35"
"befolkning_flytting","2014","68","personer","nettoinnvandring","alle","74"
"befolkning_flytting","2014","68","personer","nettoinnvandring_og_nettoinnflytting","alle","39"
"befolkning_flytting","2014","68","personer","utflytting","alle","399"
"befolkning_flytting","2014","68","personer","utvandring","alle","19"
"befolkning_flytting","2014","68","personer","utvandring_og_utflytting","alle","418"
"befolkning_flytting","2014","69","personer","innflytting","alle","341"
"befolkning_flytting","2014","69","personer","innvandring","alle","214"
"befolkning_flytting","2014","69","personer","innvandring_og_innflytting","alle","555"
"befolkning_flytting","2014","69","personer","nettoinnflytting","alle","-119"
"befolkning_flytting","2014","69","personer","nettoinnvandring","alle","167"
"befolkning_flytting","2014","69","personer","nettoinnvandring_og_nettoinnflytting","alle","48"
"befolkning_flytting","2014","69","personer","utflytting","alle","460"
"befolkning_flytting","2014","69","personer","utvandring","alle","47"
"befolkning_flytting","2014","69","personer","utvandring_og_utflytting","alle","507"
"befolkning_flytting","2014","70","personer","innflytting","alle","113"
"befolkning_flytting","2014","70","personer","innvandring","alle","35"
"befolkning_flytting","2014","70","personer","innvandring_og_innflytting","alle","148"
"befolkning_flytting","2014","70","personer","nettoinnflytting","alle","-28"
"befolkning_flytting","2014","70","personer","nettoinnvandring","alle","22"
"befolkning_flytting","2014","70","personer","nettoinnvandring_og_nettoinnflytting","alle","-6"
"befolkning_flytting","2014","70","personer","utflytting","alle","141"
"befolkning_flytting","2014","70","personer","utvandring","alle","13"
"befolkning_flytting","2014","70","personer","utvandring_og_utflytting","alle","154"
"befolkning_flytting","2014","71","personer","innflytting","alle","417"
"befolkning_flytting","2014","71","personer","innvandring","alle","235"
"befolkning_flytting","2014","71","personer","innvandring_og_innflytting","alle","652"
"befolkning_flytting","2014","71","personer","nettoinnflytting","alle","-118"
"befolkning_flytting","2014","71","personer","nettoinnvandring","alle","207"
"befolkning_flytting","2014","71","personer","nettoinnvandring_og_nettoinnflytting","alle","89"
"befolkning_flytting","2014","71","personer","utflytting","alle","535"
"befolkning_flytting","2014","71","personer","utvandring","alle","28"
"befolkning_flytting","2014","71","personer","utvandring_og_utflytting","alle","563"
"befolkning_flytting","2014","72","personer","innflytting","alle","617"
"befolkning_flytting","2014","72","personer","innvandring","alle","343"
"befolkning_flytting","2014","72","personer","innvandring_og_innflytting","alle","960"
"befolkning_flytting","2014","72","personer","nettoinnflytting","alle","-213"
"befolkning_flytting","2014","72","personer","nettoinnvandring","alle","264"
"befolkning_flytting","2014","72","personer","nettoinnvandring_og_nettoinnflytting","alle","51"
"befolkning_flytting","2014","72","personer","utflytting","alle","830"
"befolkning_flytting","2014","72","personer","utvandring","alle","79"
"befolkning_flytting","2014","72","personer","utvandring_og_utflytting","alle","909"
"befolkning_flytting","2014","73","personer","innflytting","alle","1938"
"befolkning_flytting","2014","73","personer","innvandring","alle","897"
"befolkning_flytting","2014","73","personer","innvandring_og_innflytting","alle","2835"
"befolkning_flytting","2014","73","personer","nettoinnflytting","alle","-509"
"befolkning_flytting","2014","73","personer","nettoinnvandring","alle","640"
"befolkning_flytting","2014","73","personer","nettoinnvandring_og_nettoinnflytting","alle","131"
"befolkning_flytting","2014","73","personer","utflytting","alle","2447"
"befolkning_flytting","2014","73","personer","utvandring","alle","257"
"befolkning_flytting","2014","73","personer","utvandring_og_utflytting","alle","2704"
"befolkning_flytting","2014","74","personer","innflytting","alle","857"
"befolkning_flytting","2014","74","personer","innvandring","alle","376"
"befolkning_flytting","2014","74","personer","innvandring_og_innflytting","alle","1233"
"befolkning_flytting","2014","74","personer","nettoinnflytting","alle","-52"
"befolkning_flytting","2014","74","personer","nettoinnvandring","alle","273"
"befolkning_flytting","2014","74","personer","nettoinnvandring_og_nettoinnflytting","alle","221"
"befolkning_flytting","2014","74","personer","utflytting","alle","909"
"befolkning_flytting","2014","74","personer","utvandring","alle","103"
"befolkning_flytting","2014","74","personer","utvandring_og_utflytting","alle","1012"
"befolkning_flytting","2014","75","personer","innflytting","alle","719"
"befolkning_flytting","2014","75","personer","innvandring","alle","301"
"befolkning_flytting","2014","75","personer","innvandring_og_innflytting","alle","1020"
"befolkning_flytting","2014","75","personer","nettoinnflytting","alle","-89"
"befolkning_flytting","2014","75","personer","nettoinnvandring","alle","234"
"befolkning_flytting","2014","75","personer","nettoinnvandring_og_nettoinnflytting","alle","145"
"befolkning_flytting","2014","75","personer","utflytting","alle","808"
"befolkning_flytting","2014","75","personer","utvandring","alle","67"
"befolkning_flytting","2014","75","personer","utvandring_og_utflytting","alle","875"
"befolkning_flytting","2014","76","personer","innflytting","alle","826"
"befolkning_flytting","2014","76","personer","innvandring","alle","408"
"befolkning_flytting","2014","76","personer","innvandring_og_innflytting","alle","1234"
"befolkning_flytting","2014","76","personer","nettoinnflytting","alle","-424"
"befolkning_flytting","2014","76","personer","nettoinnvandring","alle","340"
"befolkning_flytting","2014","76","personer","nettoinnvandring_og_nettoinnflytting","alle","-84"
"befolkning_flytting","2014","76","personer","utflytting","alle","1250"
"befolkning_flytting","2014","76","personer","utvandring","alle","68"
"befolkning_flytting","2014","76","personer","utvandring_og_utflytting","alle","1318"
"befolkning_flytting","2014","77","personer","innflytting","alle","1083"
"befolkning_flytting","2014","77","personer","innvandring","alle","528"
"befolkning_flytting","2014","77","personer","innvandring_og_innflytting","alle","1611"
"befolkning_flytting","2014","77","personer","nettoinnflytting","alle","-251"
"befolkning_flytting","2014","77","personer","nettoinnvandring","alle","395"
"befolkning_flytting","2014","77","personer","nettoinnvandring_og_nettoinnflytting","alle","144"
"befolkning_flytting","2014","77","personer","utflytting","alle","1334"
"befolkning_flytting","2014","77","personer","utvandring","alle","133"
"befolkning_flytting","2014","77","personer","utvandring_og_utflytting","alle","1467"
"befolkning_flytting","2014","78","personer","innflytting","alle","1193"
"befolkning_flytting","2014","78","personer","innvandring","alle","448"
"befolkning_flytting","2014","78","personer","innvandring_og_innflytting","alle","1641"
"befolkning_flytting","2014","78","personer","nettoinnflytting","alle","-212"
"befolkning_flytting","2014","78","personer","nettoinnvandring","alle","352"
"befolkning_flytting","2014","78","personer","nettoinnvandring_og_nettoinnflytting","alle","140"
"befolkning_flytting","2014","78","personer","utflytting","alle","1405"
"befolkning_flytting","2014","78","personer","utvandring","alle","96"
"befolkning_flytting","2014","78","personer","utvandring_og_utflytting","alle","1501"
"befolkning_flytting","2014","79","personer","innflytting","alle","2864"
"befolkning_flytting","2014","79","personer","innvandring","alle","1304"
"befolkning_flytting","2014","79","personer","innvandring_og_innflytting","alle","4168"
"befolkning_flytting","2014","79","personer","nettoinnflytting","alle","-122"
"befolkning_flytting","2014","79","personer","nettoinnvandring","alle","827"
"befolkning_flytting","2014","79","personer","nettoinnvandring_og_nettoinnflytting","alle","705"
"befolkning_flytting","2014","79","personer","utflytting","alle","2986"
"befolkning_flytting","2014","79","personer","utvandring","alle","477"
"befolkning_flytting","2014","79","personer","utvandring_og_utflytting","alle","3463"
"befolkning_flytting","2014","80","personer","innflytting","alle","462"
"befolkning_flytting","2014","80","personer","innvandring","alle","187"
"befolkning_flytting","2014","80","personer","innvandring_og_innflytting","alle","649"
"befolkning_flytting","2014","80","personer","nettoinnflytting","alle","-205"
"befolkning_flytting","2014","80","personer","nettoinnvandring","alle","148"
"befolkning_flytting","2014","80","personer","nettoinnvandring_og_nettoinnflytting","alle","-57"
"befolkning_flytting","2014","80","personer","utflytting","alle","667"
"befolkning_flytting","2014","80","personer","utvandring","alle","39"
"befolkning_flytting","2014","80","personer","utvandring_og_utflytting","alle","706"
"befolkning_flytting","2014","81","personer","innflytting","alle","1125"
"befolkning_flytting","2014","81","personer","innvandring","alle","639"
"befolkning_flytting","2014","81","personer","innvandring_og_innflytting","alle","1764"
"befolkning_flytting","2014","81","personer","nettoinnflytting","alle","-347"
"befolkning_flytting","2014","81","personer","nettoinnvandring","alle","450"
"befolkning_flytting","2014","81","personer","nettoinnvandring_og_nettoinnflytting","alle","103"
"befolkning_flytting","2014","81","personer","utflytting","alle","1472"
"befolkning_flytting","2014","81","personer","utvandring","alle","189"
"befolkning_flytting","2014","81","personer","utvandring_og_utflytting","alle","1661"
"befolkning_flytting","2014","82","personer","innflytting","alle","499"
"befolkning_flytting","2014","82","personer","innvandring","alle","117"
"befolkning_flytting","2014","82","personer","innvandring_og_innflytting","alle","616"
"befolkning_flytting","2014","82","personer","nettoinnflytting","alle","-74"
"befolkning_flytting","2014","82","personer","nettoinnvandring","alle","74"
"befolkning_flytting","2014","82","personer","nettoinnvandring_og_nettoinnflytting","alle","0"
"befolkning_flytting","2014","82","personer","utflytting","alle","573"
"befolkning_flytting","2014","82","personer","utvandring","alle","43"
"befolkning_flytting","2014","82","personer","utvandring_og_utflytting","alle","616"
"befolkning_flytting","2014","83","personer","innflytting","alle","835"
"befolkning_flytting","2014","83","personer","innvandring","alle","567"
"befolkning_flytting","2014","83","personer","innvandring_og_innflytting","alle","1402"
"befolkning_flytting","2014","83","personer","nettoinnflytting","alle","-216"
"befolkning_flytting","2014","83","personer","nettoinnvandring","alle","422"
"befolkning_flytting","2014","83","personer","nettoinnvandring_og_nettoinnflytting","alle","206"
"befolkning_flytting","2014","83","personer","utflytting","alle","1051"
"befolkning_flytting","2014","83","personer","utvandring","alle","145"
"befolkning_flytting","2014","83","personer","utvandring_og_utflytting","alle","1196"
"befolkning_flytting","2014","01","personer","innflytting","innvandrere","239"
"befolkning_flytting","2014","01","personer","innvandring","innvandrere","154"
"befolkning_flytting","2014","01","personer","innvandring_og_innflytting","innvandrere","393"
"befolkning_flytting","2014","01","personer","nettoinnflytting","innvandrere","61"
"befolkning_flytting","2014","01","personer","nettoinnvandring","innvandrere","66"
"befolkning_flytting","2014","01","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","127"
"befolkning_flytting","2014","01","personer","utflytting","innvandrere","178"
"befolkning_flytting","2014","01","personer","utvandring","innvandrere","88"
"befolkning_flytting","2014","01","personer","utvandring_og_utflytting","innvandrere","266"
"befolkning_flytting","2014","02","personer","innflytting","innvandrere","540"
"befolkning_flytting","2014","02","personer","innvandring","innvandrere","442"
"befolkning_flytting","2014","02","personer","innvandring_og_innflytting","innvandrere","982"
"befolkning_flytting","2014","02","personer","nettoinnflytting","innvandrere","-18"
"befolkning_flytting","2014","02","personer","nettoinnvandring","innvandrere","295"
"befolkning_flytting","2014","02","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","277"
"befolkning_flytting","2014","02","personer","utflytting","innvandrere","558"
"befolkning_flytting","2014","02","personer","utvandring","innvandrere","147"
"befolkning_flytting","2014","02","personer","utvandring_og_utflytting","innvandrere","705"
"befolkning_flytting","2014","03","personer","innflytting","innvandrere","588"
"befolkning_flytting","2014","03","personer","innvandring","innvandrere","483"
"befolkning_flytting","2014","03","personer","innvandring_og_innflytting","innvandrere","1071"
"befolkning_flytting","2014","03","personer","nettoinnflytting","innvandrere","188"
"befolkning_flytting","2014","03","personer","nettoinnvandring","innvandrere","329"
"befolkning_flytting","2014","03","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","517"
"befolkning_flytting","2014","03","personer","utflytting","innvandrere","400"
"befolkning_flytting","2014","03","personer","utvandring","innvandrere","154"
"befolkning_flytting","2014","03","personer","utvandring_og_utflytting","innvandrere","554"
"befolkning_flytting","2014","04","personer","innflytting","innvandrere","1075"
"befolkning_flytting","2014","04","personer","innvandring","innvandrere","657"
"befolkning_flytting","2014","04","personer","innvandring_og_innflytting","innvandrere","1732"
"befolkning_flytting","2014","04","personer","nettoinnflytting","innvandrere","294"
"befolkning_flytting","2014","04","personer","nettoinnvandring","innvandrere","219"
"befolkning_flytting","2014","04","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","513"
"befolkning_flytting","2014","04","personer","utflytting","innvandrere","781"
"befolkning_flytting","2014","04","personer","utvandring","innvandrere","438"
"befolkning_flytting","2014","04","personer","utvandring_og_utflytting","innvandrere","1219"
"befolkning_flytting","2014","05","personer","innflytting","innvandrere","2560"
"befolkning_flytting","2014","05","personer","innvandring","innvandrere","2312"
"befolkning_flytting","2014","05","personer","innvandring_og_innflytting","innvandrere","4872"
"befolkning_flytting","2014","05","personer","nettoinnflytting","innvandrere","529"
"befolkning_flytting","2014","05","personer","nettoinnvandring","innvandrere","1293"
"befolkning_flytting","2014","05","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1822"
"befolkning_flytting","2014","05","personer","utflytting","innvandrere","2031"
"befolkning_flytting","2014","05","personer","utvandring","innvandrere","1019"
"befolkning_flytting","2014","05","personer","utvandring_og_utflytting","innvandrere","3050"
"befolkning_flytting","2014","06","personer","innflytting","innvandrere","1436"
"befolkning_flytting","2014","06","personer","innvandring","innvandrere","1243"
"befolkning_flytting","2014","06","personer","innvandring_og_innflytting","innvandrere","2679"
"befolkning_flytting","2014","06","personer","nettoinnflytting","innvandrere","274"
"befolkning_flytting","2014","06","personer","nettoinnvandring","innvandrere","751"
"befolkning_flytting","2014","06","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1025"
"befolkning_flytting","2014","06","personer","utflytting","innvandrere","1162"
"befolkning_flytting","2014","06","personer","utvandring","innvandrere","492"
"befolkning_flytting","2014","06","personer","utvandring_og_utflytting","innvandrere","1654"
"befolkning_flytting","2014","07","personer","innflytting","innvandrere","2530"
"befolkning_flytting","2014","07","personer","innvandring","innvandrere","1566"
"befolkning_flytting","2014","07","personer","innvandring_og_innflytting","innvandrere","4096"
"befolkning_flytting","2014","07","personer","nettoinnflytting","innvandrere","547"
"befolkning_flytting","2014","07","personer","nettoinnvandring","innvandrere","922"
"befolkning_flytting","2014","07","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1469"
"befolkning_flytting","2014","07","personer","utflytting","innvandrere","1983"
"befolkning_flytting","2014","07","personer","utvandring","innvandrere","644"
"befolkning_flytting","2014","07","personer","utvandring_og_utflytting","innvandrere","2627"
"befolkning_flytting","2014","08","personer","innflytting","innvandrere","1282"
"befolkning_flytting","2014","08","personer","innvandring","innvandrere","871"
"befolkning_flytting","2014","08","personer","innvandring_og_innflytting","innvandrere","2153"
"befolkning_flytting","2014","08","personer","nettoinnflytting","innvandrere","453"
"befolkning_flytting","2014","08","personer","nettoinnvandring","innvandrere","576"
"befolkning_flytting","2014","08","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1029"
"befolkning_flytting","2014","08","personer","utflytting","innvandrere","829"
"befolkning_flytting","2014","08","personer","utvandring","innvandrere","295"
"befolkning_flytting","2014","08","personer","utvandring_og_utflytting","innvandrere","1124"
"befolkning_flytting","2014","09","personer","innflytting","innvandrere","6982"
"befolkning_flytting","2014","09","personer","innvandring","innvandrere","13615"
"befolkning_flytting","2014","09","personer","innvandring_og_innflytting","innvandrere","20597"
"befolkning_flytting","2014","09","personer","nettoinnflytting","innvandrere","308"
"befolkning_flytting","2014","09","personer","nettoinnvandring","innvandrere","7202"
"befolkning_flytting","2014","09","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","7510"
"befolkning_flytting","2014","09","personer","utflytting","innvandrere","6674"
"befolkning_flytting","2014","09","personer","utvandring","innvandrere","6413"
"befolkning_flytting","2014","09","personer","utvandring_og_utflytting","innvandrere","13087"
"befolkning_flytting","2014","10","personer","innflytting","innvandrere","104"
"befolkning_flytting","2014","10","personer","innvandring","innvandrere","86"
"befolkning_flytting","2014","10","personer","innvandring_og_innflytting","innvandrere","190"
"befolkning_flytting","2014","10","personer","nettoinnflytting","innvandrere","14"
"befolkning_flytting","2014","10","personer","nettoinnvandring","innvandrere","63"
"befolkning_flytting","2014","10","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","77"
"befolkning_flytting","2014","10","personer","utflytting","innvandrere","90"
"befolkning_flytting","2014","10","personer","utvandring","innvandrere","23"
"befolkning_flytting","2014","10","personer","utvandring_og_utflytting","innvandrere","113"
"befolkning_flytting","2014","11","personer","innflytting","innvandrere","249"
"befolkning_flytting","2014","11","personer","innvandring","innvandrere","466"
"befolkning_flytting","2014","11","personer","innvandring_og_innflytting","innvandrere","715"
"befolkning_flytting","2014","11","personer","nettoinnflytting","innvandrere","-135"
"befolkning_flytting","2014","11","personer","nettoinnvandring","innvandrere","379"
"befolkning_flytting","2014","11","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","244"
"befolkning_flytting","2014","11","personer","utflytting","innvandrere","384"
"befolkning_flytting","2014","11","personer","utvandring","innvandrere","87"
"befolkning_flytting","2014","11","personer","utvandring_og_utflytting","innvandrere","471"
"befolkning_flytting","2014","12","personer","innflytting","innvandrere","446"
"befolkning_flytting","2014","12","personer","innvandring","innvandrere","725"
"befolkning_flytting","2014","12","personer","innvandring_og_innflytting","innvandrere","1171"
"befolkning_flytting","2014","12","personer","nettoinnflytting","innvandrere","4"
"befolkning_flytting","2014","12","personer","nettoinnvandring","innvandrere","540"
"befolkning_flytting","2014","12","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","544"
"befolkning_flytting","2014","12","personer","utflytting","innvandrere","442"
"befolkning_flytting","2014","12","personer","utvandring","innvandrere","185"
"befolkning_flytting","2014","12","personer","utvandring_og_utflytting","innvandrere","627"
"befolkning_flytting","2014","13","personer","innflytting","innvandrere","193"
"befolkning_flytting","2014","13","personer","innvandring","innvandrere","382"
"befolkning_flytting","2014","13","personer","innvandring_og_innflytting","innvandrere","575"
"befolkning_flytting","2014","13","personer","nettoinnflytting","innvandrere","-133"
"befolkning_flytting","2014","13","personer","nettoinnvandring","innvandrere","314"
"befolkning_flytting","2014","13","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","181"
"befolkning_flytting","2014","13","personer","utflytting","innvandrere","326"
"befolkning_flytting","2014","13","personer","utvandring","innvandrere","68"
"befolkning_flytting","2014","13","personer","utvandring_og_utflytting","innvandrere","394"
"befolkning_flytting","2014","14","personer","innflytting","innvandrere","350"
"befolkning_flytting","2014","14","personer","innvandring","innvandrere","712"
"befolkning_flytting","2014","14","personer","innvandring_og_innflytting","innvandrere","1062"
"befolkning_flytting","2014","14","personer","nettoinnflytting","innvandrere","-63"
"befolkning_flytting","2014","14","personer","nettoinnvandring","innvandrere","582"
"befolkning_flytting","2014","14","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","519"
"befolkning_flytting","2014","14","personer","utflytting","innvandrere","413"
"befolkning_flytting","2014","14","personer","utvandring","innvandrere","130"
"befolkning_flytting","2014","14","personer","utvandring_og_utflytting","innvandrere","543"
"befolkning_flytting","2014","15","personer","innflytting","innvandrere","208"
"befolkning_flytting","2014","15","personer","innvandring","innvandrere","231"
"befolkning_flytting","2014","15","personer","innvandring_og_innflytting","innvandrere","439"
"befolkning_flytting","2014","15","personer","nettoinnflytting","innvandrere","23"
"befolkning_flytting","2014","15","personer","nettoinnvandring","innvandrere","192"
"befolkning_flytting","2014","15","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","215"
"befolkning_flytting","2014","15","personer","utflytting","innvandrere","185"
"befolkning_flytting","2014","15","personer","utvandring","innvandrere","39"
"befolkning_flytting","2014","15","personer","utvandring_og_utflytting","innvandrere","224"
"befolkning_flytting","2014","16","personer","innflytting","innvandrere","273"
"befolkning_flytting","2014","16","personer","innvandring","innvandrere","293"
"befolkning_flytting","2014","16","personer","innvandring_og_innflytting","innvandrere","566"
"befolkning_flytting","2014","16","personer","nettoinnflytting","innvandrere","34"
"befolkning_flytting","2014","16","personer","nettoinnvandring","innvandrere","187"
"befolkning_flytting","2014","16","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","221"
"befolkning_flytting","2014","16","personer","utflytting","innvandrere","239"
"befolkning_flytting","2014","16","personer","utvandring","innvandrere","106"
"befolkning_flytting","2014","16","personer","utvandring_og_utflytting","innvandrere","345"
"befolkning_flytting","2014","17","personer","innflytting","innvandrere","69"
"befolkning_flytting","2014","17","personer","innvandring","innvandrere","110"
"befolkning_flytting","2014","17","personer","innvandring_og_innflytting","innvandrere","179"
"befolkning_flytting","2014","17","personer","nettoinnflytting","innvandrere","-41"
"befolkning_flytting","2014","17","personer","nettoinnvandring","innvandrere","98"
"befolkning_flytting","2014","17","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","57"
"befolkning_flytting","2014","17","personer","utflytting","innvandrere","110"
"befolkning_flytting","2014","17","personer","utvandring","innvandrere","12"
"befolkning_flytting","2014","17","personer","utvandring_og_utflytting","innvandrere","122"
"befolkning_flytting","2014","18","personer","innflytting","innvandrere","68"
"befolkning_flytting","2014","18","personer","innvandring","innvandrere","207"
"befolkning_flytting","2014","18","personer","innvandring_og_innflytting","innvandrere","275"
"befolkning_flytting","2014","18","personer","nettoinnflytting","innvandrere","-79"
"befolkning_flytting","2014","18","personer","nettoinnvandring","innvandrere","181"
"befolkning_flytting","2014","18","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","102"
"befolkning_flytting","2014","18","personer","utflytting","innvandrere","147"
"befolkning_flytting","2014","18","personer","utvandring","innvandrere","26"
"befolkning_flytting","2014","18","personer","utvandring_og_utflytting","innvandrere","173"
"befolkning_flytting","2014","19","personer","innflytting","innvandrere","89"
"befolkning_flytting","2014","19","personer","innvandring","innvandrere","256"
"befolkning_flytting","2014","19","personer","innvandring_og_innflytting","innvandrere","345"
"befolkning_flytting","2014","19","personer","nettoinnflytting","innvandrere","-114"
"befolkning_flytting","2014","19","personer","nettoinnvandring","innvandrere","220"
"befolkning_flytting","2014","19","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","106"
"befolkning_flytting","2014","19","personer","utflytting","innvandrere","203"
"befolkning_flytting","2014","19","personer","utvandring","innvandrere","36"
"befolkning_flytting","2014","19","personer","utvandring_og_utflytting","innvandrere","239"
"befolkning_flytting","2014","20","personer","innflytting","innvandrere","1589"
"befolkning_flytting","2014","20","personer","innvandring","innvandrere","1735"
"befolkning_flytting","2014","20","personer","innvandring_og_innflytting","innvandrere","3324"
"befolkning_flytting","2014","20","personer","nettoinnflytting","innvandrere","354"
"befolkning_flytting","2014","20","personer","nettoinnvandring","innvandrere","1118"
"befolkning_flytting","2014","20","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1472"
"befolkning_flytting","2014","20","personer","utflytting","innvandrere","1235"
"befolkning_flytting","2014","20","personer","utvandring","innvandrere","617"
"befolkning_flytting","2014","20","personer","utvandring_og_utflytting","innvandrere","1852"
"befolkning_flytting","2014","21","personer","innflytting","innvandrere","105"
"befolkning_flytting","2014","21","personer","innvandring","innvandrere","328"
"befolkning_flytting","2014","21","personer","innvandring_og_innflytting","innvandrere","433"
"befolkning_flytting","2014","21","personer","nettoinnflytting","innvandrere","-178"
"befolkning_flytting","2014","21","personer","nettoinnvandring","innvandrere","206"
"befolkning_flytting","2014","21","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","28"
"befolkning_flytting","2014","21","personer","utflytting","innvandrere","283"
"befolkning_flytting","2014","21","personer","utvandring","innvandrere","122"
"befolkning_flytting","2014","21","personer","utvandring_og_utflytting","innvandrere","405"
"befolkning_flytting","2014","22","personer","innflytting","innvandrere","255"
"befolkning_flytting","2014","22","personer","innvandring","innvandrere","393"
"befolkning_flytting","2014","22","personer","innvandring_og_innflytting","innvandrere","648"
"befolkning_flytting","2014","22","personer","nettoinnflytting","innvandrere","-42"
"befolkning_flytting","2014","22","personer","nettoinnvandring","innvandrere","214"
"befolkning_flytting","2014","22","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","172"
"befolkning_flytting","2014","22","personer","utflytting","innvandrere","297"
"befolkning_flytting","2014","22","personer","utvandring","innvandrere","179"
"befolkning_flytting","2014","22","personer","utvandring_og_utflytting","innvandrere","476"
"befolkning_flytting","2014","23","personer","innflytting","innvandrere","129"
"befolkning_flytting","2014","23","personer","innvandring","innvandrere","107"
"befolkning_flytting","2014","23","personer","innvandring_og_innflytting","innvandrere","236"
"befolkning_flytting","2014","23","personer","nettoinnflytting","innvandrere","17"
"befolkning_flytting","2014","23","personer","nettoinnvandring","innvandrere","64"
"befolkning_flytting","2014","23","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","81"
"befolkning_flytting","2014","23","personer","utflytting","innvandrere","112"
"befolkning_flytting","2014","23","personer","utvandring","innvandrere","43"
"befolkning_flytting","2014","23","personer","utvandring_og_utflytting","innvandrere","155"
"befolkning_flytting","2014","24","personer","innflytting","innvandrere","282"
"befolkning_flytting","2014","24","personer","innvandring","innvandrere","331"
"befolkning_flytting","2014","24","personer","innvandring_og_innflytting","innvandrere","613"
"befolkning_flytting","2014","24","personer","nettoinnflytting","innvandrere","-27"
"befolkning_flytting","2014","24","personer","nettoinnvandring","innvandrere","201"
"befolkning_flytting","2014","24","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","174"
"befolkning_flytting","2014","24","personer","utflytting","innvandrere","309"
"befolkning_flytting","2014","24","personer","utvandring","innvandrere","130"
"befolkning_flytting","2014","24","personer","utvandring_og_utflytting","innvandrere","439"
"befolkning_flytting","2014","25","personer","innflytting","innvandrere","778"
"befolkning_flytting","2014","25","personer","innvandring","innvandrere","1156"
"befolkning_flytting","2014","25","personer","innvandring_og_innflytting","innvandrere","1934"
"befolkning_flytting","2014","25","personer","nettoinnflytting","innvandrere","46"
"befolkning_flytting","2014","25","personer","nettoinnvandring","innvandrere","670"
"befolkning_flytting","2014","25","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","716"
