"aar","bydel_nr","innvgrunn_6","kjonn","tabellvariabel","tabell_navn","enhet"
"2010","030111","utdanning","0","139","sysselsatte_innvandringsgrunn","personer"
"2011","030111","utdanning","0","139","sysselsatte_innvandringsgrunn","personer"
"2012","030101","utdanning","1","139","sysselsatte_innvandringsgrunn","personer"
"2006","030102","uoppgitt","0","140","sysselsatte_innvandringsgrunn","personer"
"2007","030111","arbeid","1","140","sysselsatte_innvandringsgrunn","personer"
"2009","030116","familie","1","140","sysselsatte_innvandringsgrunn","personer"
"2013","030117","flukt","0","140","sysselsatte_innvandringsgrunn","personer"
"2014","030110","utdanning","1","140","sysselsatte_innvandringsgrunn","personer"
"2006","030104","uoppgitt","0","141","sysselsatte_innvandringsgrunn","personer"
"2014","030116","arbeid","1","142","sysselsatte_innvandringsgrunn","personer"
"2006","030102","utdanning","0","143","sysselsatte_innvandringsgrunn","personer"
"2009","030107","flukt","0","143","sysselsatte_innvandringsgrunn","personer"
"2009","030116","flukt","1","143","sysselsatte_innvandringsgrunn","personer"
"2013","030110","utdanning","0","143","sysselsatte_innvandringsgrunn","personer"
"2014","030199","flukt","alle","143","sysselsatte_innvandringsgrunn","personer"
"2009","030112","flukt","1","144","sysselsatte_innvandringsgrunn","personer"
"2007","030111","flukt","0","145","sysselsatte_innvandringsgrunn","personer"
"2007","030115","flukt","0","145","sysselsatte_innvandringsgrunn","personer"
"2007","030116","uoppgitt","0","145","sysselsatte_innvandringsgrunn","personer"
"2008","030115","flukt","0","145","sysselsatte_innvandringsgrunn","personer"
"2009","030113","flukt","0","145","sysselsatte_innvandringsgrunn","personer"
"2012","030107","flukt","0","145","sysselsatte_innvandringsgrunn","personer"
"2013","030111","utdanning","0","145","sysselsatte_innvandringsgrunn","personer"
"2006","030107","utdanning","alle","146","sysselsatte_innvandringsgrunn","personer"
"2010","030106","utdanning","0","146","sysselsatte_innvandringsgrunn","personer"
"2011","030112","flukt","1","146","sysselsatte_innvandringsgrunn","personer"
"2011","030113","arbeid","0","146","sysselsatte_innvandringsgrunn","personer"
"2012","030111","utdanning","0","146","sysselsatte_innvandringsgrunn","personer"
"2014","030112","flukt","1","146","sysselsatte_innvandringsgrunn","personer"
"2006","030110","utdanning","alle","147","sysselsatte_innvandringsgrunn","personer"
"2008","030117","arbeid","alle","147","sysselsatte_innvandringsgrunn","personer"
"2009","030109","arbeid","0","147","sysselsatte_innvandringsgrunn","personer"
"2012","030113","arbeid","0","147","sysselsatte_innvandringsgrunn","personer"
"2014","030117","flukt","0","147","sysselsatte_innvandringsgrunn","personer"
"2006","030117","arbeid","1","148","sysselsatte_innvandringsgrunn","personer"
"2007","030108","arbeid","0","148","sysselsatte_innvandringsgrunn","personer"
"2012","030116","arbeid","alle","148","sysselsatte_innvandringsgrunn","personer"
"2012","030117","flukt","0","148","sysselsatte_innvandringsgrunn","personer"
"2013","030113","flukt","0","148","sysselsatte_innvandringsgrunn","personer"
"2006","030111","arbeid","0","149","sysselsatte_innvandringsgrunn","personer"
"2007","030101","utdanning","0","149","sysselsatte_innvandringsgrunn","personer"
"2011","030109","utdanning","alle","149","sysselsatte_innvandringsgrunn","personer"
"2013","030102","utdanning","1","149","sysselsatte_innvandringsgrunn","personer"
"2006","030115","arbeid","1","150","sysselsatte_innvandringsgrunn","personer"
"2010","030112","flukt","1","150","sysselsatte_innvandringsgrunn","personer"
"2014","030113","utdanning","alle","150","sysselsatte_innvandringsgrunn","personer"
"2007","030105","utdanning","0","151","sysselsatte_innvandringsgrunn","personer"
"2009","030111","flukt","1","151","sysselsatte_innvandringsgrunn","personer"
"2011","030104","utdanning","1","151","sysselsatte_innvandringsgrunn","personer"
"2009","030199","uoppgitt","1","152","sysselsatte_innvandringsgrunn","personer"
"2014","030105","utdanning","1","152","sysselsatte_innvandringsgrunn","personer"
"2008","030116","familie","1","153","sysselsatte_innvandringsgrunn","personer"
"2009","030107","utdanning","alle","153","sysselsatte_innvandringsgrunn","personer"
"2009","030109","flukt","0","154","sysselsatte_innvandringsgrunn","personer"
"2006","030101","utdanning","0","156","sysselsatte_innvandringsgrunn","personer"
"2006","030111","flukt","0","156","sysselsatte_innvandringsgrunn","personer"
"2011","030107","flukt","0","156","sysselsatte_innvandringsgrunn","personer"
"2013","030106","utdanning","1","156","sysselsatte_innvandringsgrunn","personer"
"2006","030199","arbeid","1","157","sysselsatte_innvandringsgrunn","personer"
"2007","030106","arbeid","0","157","sysselsatte_innvandringsgrunn","personer"
"2010","030199","arbeid","1","157","sysselsatte_innvandringsgrunn","personer"
"2010","030199","uoppgitt","0","157","sysselsatte_innvandringsgrunn","personer"
"2013","030111","arbeid","0","157","sysselsatte_innvandringsgrunn","personer"
"2007","030199","alle","0","158","sysselsatte_innvandringsgrunn","personer"
"2009","030199","arbeid","alle","158","sysselsatte_innvandringsgrunn","personer"
"2010","030110","utdanning","alle","158","sysselsatte_innvandringsgrunn","personer"
"2008","030105","utdanning","0","159","sysselsatte_innvandringsgrunn","personer"
"2008","030114","arbeid","alle","159","sysselsatte_innvandringsgrunn","personer"
"2009","030114","flukt","1","159","sysselsatte_innvandringsgrunn","personer"
"2010","030115","arbeid","1","159","sysselsatte_innvandringsgrunn","personer"
"2012","030112","flukt","1","159","sysselsatte_innvandringsgrunn","personer"
"2014","030113","flukt","0","159","sysselsatte_innvandringsgrunn","personer"
"2006","030108","uoppgitt","alle","161","sysselsatte_innvandringsgrunn","personer"
"2006","030103","uoppgitt","0","162","sysselsatte_innvandringsgrunn","personer"
"2006","030107","uoppgitt","alle","162","sysselsatte_innvandringsgrunn","personer"
"2008","030107","utdanning","alle","162","sysselsatte_innvandringsgrunn","personer"
"2008","030115","arbeid","alle","162","sysselsatte_innvandringsgrunn","personer"
"2009","030105","utdanning","0","162","sysselsatte_innvandringsgrunn","personer"
"2009","030117","arbeid","alle","162","sysselsatte_innvandringsgrunn","personer"
"2014","030110","utdanning","0","162","sysselsatte_innvandringsgrunn","personer"
"2008","030114","uoppgitt","0","163","sysselsatte_innvandringsgrunn","personer"
"2010","030111","flukt","1","163","sysselsatte_innvandringsgrunn","personer"
"2010","030115","flukt","1","163","sysselsatte_innvandringsgrunn","personer"
"2011","030109","flukt","0","163","sysselsatte_innvandringsgrunn","personer"
"2012","030103","utdanning","1","163","sysselsatte_innvandringsgrunn","personer"
"2013","030199","uoppgitt","0","163","sysselsatte_innvandringsgrunn","personer"
"2014","030111","arbeid","0","163","sysselsatte_innvandringsgrunn","personer"
"2008","030102","utdanning","0","164","sysselsatte_innvandringsgrunn","personer"
"2010","030109","flukt","0","164","sysselsatte_innvandringsgrunn","personer"
"2008","030111","flukt","0","165","sysselsatte_innvandringsgrunn","personer"
"2010","030107","utdanning","alle","165","sysselsatte_innvandringsgrunn","personer"
"2013","030107","flukt","0","165","sysselsatte_innvandringsgrunn","personer"
"2009","030115","flukt","1","166","sysselsatte_innvandringsgrunn","personer"
"2013","030107","utdanning","0","166","sysselsatte_innvandringsgrunn","personer"
"2010","030117","arbeid","1","167","sysselsatte_innvandringsgrunn","personer"
"2011","030110","arbeid","0","167","sysselsatte_innvandringsgrunn","personer"
"2006","030113","flukt","0","168","sysselsatte_innvandringsgrunn","personer"
"2010","030116","familie","1","168","sysselsatte_innvandringsgrunn","personer"
"2011","030116","flukt","1","168","sysselsatte_innvandringsgrunn","personer"
"2014","030107","flukt","0","168","sysselsatte_innvandringsgrunn","personer"
"2014","030116","flukt","1","168","sysselsatte_innvandringsgrunn","personer"
"2013","030103","utdanning","1","169","sysselsatte_innvandringsgrunn","personer"
"2006","030199","alle","0","170","sysselsatte_innvandringsgrunn","personer"
"2012","030109","flukt","0","171","sysselsatte_innvandringsgrunn","personer"
"2013","030109","flukt","0","171","sysselsatte_innvandringsgrunn","personer"
"2014","030199","uoppgitt","0","171","sysselsatte_innvandringsgrunn","personer"
"2009","030115","arbeid","alle","172","sysselsatte_innvandringsgrunn","personer"
"2010","030114","flukt","1","172","sysselsatte_innvandringsgrunn","personer"
"2007","030112","familie","1","173","sysselsatte_innvandringsgrunn","personer"
"2008","030101","utdanning","0","173","sysselsatte_innvandringsgrunn","personer"
"2007","030102","utdanning","alle","174","sysselsatte_innvandringsgrunn","personer"
"2012","030116","flukt","1","174","sysselsatte_innvandringsgrunn","personer"
"2013","030116","arbeid","alle","174","sysselsatte_innvandringsgrunn","personer"
"2007","030114","uoppgitt","0","175","sysselsatte_innvandringsgrunn","personer"
"2009","030107","arbeid","0","175","sysselsatte_innvandringsgrunn","personer"
"2010","030109","arbeid","0","175","sysselsatte_innvandringsgrunn","personer"
"2006","030101","uoppgitt","0","176","sysselsatte_innvandringsgrunn","personer"
"2007","030103","utdanning","0","176","sysselsatte_innvandringsgrunn","personer"
"2009","030102","utdanning","0","176","sysselsatte_innvandringsgrunn","personer"
"2009","030116","uoppgitt","0","176","sysselsatte_innvandringsgrunn","personer"
"2011","030116","familie","1","176","sysselsatte_innvandringsgrunn","personer"
"2012","030199","uoppgitt","0","176","sysselsatte_innvandringsgrunn","personer"
"2010","030114","arbeid","1","177","sysselsatte_innvandringsgrunn","personer"
"2011","030106","utdanning","0","177","sysselsatte_innvandringsgrunn","personer"
"2013","030104","utdanning","1","177","sysselsatte_innvandringsgrunn","personer"
"2007","030102","arbeid","0","178","sysselsatte_innvandringsgrunn","personer"
"2011","030110","utdanning","alle","178","sysselsatte_innvandringsgrunn","personer"
"2007","030111","arbeid","alle","179","sysselsatte_innvandringsgrunn","personer"
"2008","030199","uoppgitt","alle","179","sysselsatte_innvandringsgrunn","personer"
"2014","030109","flukt","0","179","sysselsatte_innvandringsgrunn","personer"
"2011","030115","flukt","1","180","sysselsatte_innvandringsgrunn","personer"
"2012","030199","familie","alle","180","sysselsatte_innvandringsgrunn","personer"
"2013","030116","flukt","1","180","sysselsatte_innvandringsgrunn","personer"
"2013","030116","uoppgitt","0","180","sysselsatte_innvandringsgrunn","personer"
"2007","030111","utdanning","alle","182","sysselsatte_innvandringsgrunn","personer"
"2014","030102","utdanning","1","182","sysselsatte_innvandringsgrunn","personer"
"2006","030104","utdanning","0","183","sysselsatte_innvandringsgrunn","personer"
"2006","030106","utdanning","alle","183","sysselsatte_innvandringsgrunn","personer"
"2012","030104","utdanning","1","183","sysselsatte_innvandringsgrunn","personer"
"2012","030116","familie","1","183","sysselsatte_innvandringsgrunn","personer"
"2014","030116","uoppgitt","0","183","sysselsatte_innvandringsgrunn","personer"
"2014","030199","familie","alle","183","sysselsatte_innvandringsgrunn","personer"
"2010","030102","flukt","0","184","sysselsatte_innvandringsgrunn","personer"
"2011","030111","flukt","1","184","sysselsatte_innvandringsgrunn","personer"
"2012","030115","flukt","1","184","sysselsatte_innvandringsgrunn","personer"
"2007","030199","uoppgitt","alle","185","sysselsatte_innvandringsgrunn","personer"
"2010","030105","utdanning","0","185","sysselsatte_innvandringsgrunn","personer"
"2013","030113","arbeid","0","185","sysselsatte_innvandringsgrunn","personer"
"2014","030107","utdanning","0","185","sysselsatte_innvandringsgrunn","personer"
"2007","030106","utdanning","alle","186","sysselsatte_innvandringsgrunn","personer"
"2007","030115","familie","1","186","sysselsatte_innvandringsgrunn","personer"
"2010","030102","utdanning","0","186","sysselsatte_innvandringsgrunn","personer"
"2011","030107","utdanning","alle","186","sysselsatte_innvandringsgrunn","personer"
"2011","030114","flukt","1","186","sysselsatte_innvandringsgrunn","personer"
"2007","030113","arbeid","alle","187","sysselsatte_innvandringsgrunn","personer"
"2009","030101","utdanning","0","187","sysselsatte_innvandringsgrunn","personer"
"2010","030110","flukt","0","187","sysselsatte_innvandringsgrunn","personer"
"2006","030117","flukt","0","188","sysselsatte_innvandringsgrunn","personer"
"2007","030104","arbeid","0","188","sysselsatte_innvandringsgrunn","personer"
"2009","030106","flukt","0","188","sysselsatte_innvandringsgrunn","personer"
"2010","030112","familie","1","188","sysselsatte_innvandringsgrunn","personer"
"2012","030114","flukt","1","188","sysselsatte_innvandringsgrunn","personer"
"2009","030114","arbeid","alle","189","sysselsatte_innvandringsgrunn","personer"
"2010","030116","uoppgitt","0","189","sysselsatte_innvandringsgrunn","personer"
"2012","030106","utdanning","0","189","sysselsatte_innvandringsgrunn","personer"
"2014","030111","flukt","1","189","sysselsatte_innvandringsgrunn","personer"
"2006","030103","utdanning","0","190","sysselsatte_innvandringsgrunn","personer"
"2007","030104","utdanning","0","190","sysselsatte_innvandringsgrunn","personer"
"2007","030117","flukt","0","190","sysselsatte_innvandringsgrunn","personer"
"2008","030116","uoppgitt","1","190","sysselsatte_innvandringsgrunn","personer"
"2012","030109","utdanning","alle","190","sysselsatte_innvandringsgrunn","personer"
"2006","030109","flukt","0","191","sysselsatte_innvandringsgrunn","personer"
"2007","030105","arbeid","0","191","sysselsatte_innvandringsgrunn","personer"
"2009","030111","utdanning","alle","191","sysselsatte_innvandringsgrunn","personer"
"2007","030101","arbeid","0","192","sysselsatte_innvandringsgrunn","personer"
"2012","030105","utdanning","0","192","sysselsatte_innvandringsgrunn","personer"
"2009","030110","flukt","0","193","sysselsatte_innvandringsgrunn","personer"
"2013","030111","flukt","1","193","sysselsatte_innvandringsgrunn","personer"
"2013","030115","flukt","1","193","sysselsatte_innvandringsgrunn","personer"
"2012","030111","flukt","1","194","sysselsatte_innvandringsgrunn","personer"
"2014","030103","utdanning","1","194","sysselsatte_innvandringsgrunn","personer"
"2010","030106","flukt","0","195","sysselsatte_innvandringsgrunn","personer"
"2014","030115","flukt","1","195","sysselsatte_innvandringsgrunn","personer"
"2008","030106","arbeid","0","196","sysselsatte_innvandringsgrunn","personer"
"2008","030115","uoppgitt","0","196","sysselsatte_innvandringsgrunn","personer"
"2008","030117","flukt","0","196","sysselsatte_innvandringsgrunn","personer"
"2010","030107","arbeid","0","196","sysselsatte_innvandringsgrunn","personer"
"2011","030116","uoppgitt","0","196","sysselsatte_innvandringsgrunn","personer"
"2010","030115","arbeid","alle","197","sysselsatte_innvandringsgrunn","personer"
"2011","030117","arbeid","1","197","sysselsatte_innvandringsgrunn","personer"
"2012","030110","flukt","0","197","sysselsatte_innvandringsgrunn","personer"
"2012","030116","uoppgitt","0","197","sysselsatte_innvandringsgrunn","personer"
"2013","030116","familie","1","197","sysselsatte_innvandringsgrunn","personer"
"2014","030106","utdanning","1","197","sysselsatte_innvandringsgrunn","personer"
"2010","030199","arbeid","alle","198","sysselsatte_innvandringsgrunn","personer"
"2007","030105","utdanning","alle","199","sysselsatte_innvandringsgrunn","personer"
"2008","030111","utdanning","alle","199","sysselsatte_innvandringsgrunn","personer"
"2012","030107","utdanning","alle","199","sysselsatte_innvandringsgrunn","personer"
"2012","030110","arbeid","0","199","sysselsatte_innvandringsgrunn","personer"
"2007","030111","familie","1","200","sysselsatte_innvandringsgrunn","personer"
"2011","030110","flukt","0","200","sysselsatte_innvandringsgrunn","personer"
"2013","030114","flukt","1","200","sysselsatte_innvandringsgrunn","personer"
"2007","030113","flukt","0","201","sysselsatte_innvandringsgrunn","personer"
"2006","030106","uoppgitt","alle","202","sysselsatte_innvandringsgrunn","personer"
"2006","030116","familie","1","202","sysselsatte_innvandringsgrunn","personer"
"2007","030116","uoppgitt","1","202","sysselsatte_innvandringsgrunn","personer"
"2008","030199","alle","0","202","sysselsatte_innvandringsgrunn","personer"
"2008","030199","arbeid","1","202","sysselsatte_innvandringsgrunn","personer"
"2009","030102","flukt","0","202","sysselsatte_innvandringsgrunn","personer"
"2012","030106","flukt","0","202","sysselsatte_innvandringsgrunn","personer"
"2006","030112","flukt","1","203","sysselsatte_innvandringsgrunn","personer"
"2007","030115","uoppgitt","0","203","sysselsatte_innvandringsgrunn","personer"
"2008","030106","utdanning","alle","203","sysselsatte_innvandringsgrunn","personer"
"2009","030111","arbeid","1","203","sysselsatte_innvandringsgrunn","personer"
"2011","030105","utdanning","0","203","sysselsatte_innvandringsgrunn","personer"
"2013","030106","utdanning","0","203","sysselsatte_innvandringsgrunn","personer"
"2014","030113","arbeid","0","203","sysselsatte_innvandringsgrunn","personer"
"2014","030116","familie","1","203","sysselsatte_innvandringsgrunn","personer"
"2006","030117","arbeid","alle","204","sysselsatte_innvandringsgrunn","personer"
"2009","030112","familie","1","204","sysselsatte_innvandringsgrunn","personer"
"2011","030115","arbeid","1","204","sysselsatte_innvandringsgrunn","personer"
"2013","030109","utdanning","alle","204","sysselsatte_innvandringsgrunn","personer"
"2008","030117","uoppgitt","0","205","sysselsatte_innvandringsgrunn","personer"
"2009","030106","utdanning","alle","205","sysselsatte_innvandringsgrunn","personer"
"2009","030108","flukt","0","205","sysselsatte_innvandringsgrunn","personer"
"2011","030108","flukt","0","206","sysselsatte_innvandringsgrunn","personer"
"2006","030113","arbeid","1","207","sysselsatte_innvandringsgrunn","personer"
"2006","030114","flukt","1","207","sysselsatte_innvandringsgrunn","personer"
"2007","00","annet","0","207","sysselsatte_innvandringsgrunn","personer"
"2007","030108","utdanning","1","207","sysselsatte_innvandringsgrunn","personer"
"2009","030111","familie","1","207","sysselsatte_innvandringsgrunn","personer"
"2010","030108","flukt","0","207","sysselsatte_innvandringsgrunn","personer"
"2013","030101","utdanning","1","207","sysselsatte_innvandringsgrunn","personer"
"2014","030101","utdanning","1","207","sysselsatte_innvandringsgrunn","personer"
"2006","030102","utdanning","alle","208","sysselsatte_innvandringsgrunn","personer"
"2009","030105","flukt","0","208","sysselsatte_innvandringsgrunn","personer"
"2010","030116","flukt","alle","208","sysselsatte_innvandringsgrunn","personer"
"2006","030110","arbeid","0","209","sysselsatte_innvandringsgrunn","personer"
"2007","030109","flukt","0","209","sysselsatte_innvandringsgrunn","personer"
"2007","030116","familie","0","209","sysselsatte_innvandringsgrunn","personer"
"2011","030102","utdanning","0","209","sysselsatte_innvandringsgrunn","personer"
"2011","030112","familie","1","209","sysselsatte_innvandringsgrunn","personer"
"2008","030111","arbeid","1","210","sysselsatte_innvandringsgrunn","personer"
"2009","030115","familie","1","210","sysselsatte_innvandringsgrunn","personer"
"2010","030105","flukt","0","210","sysselsatte_innvandringsgrunn","personer"
"2010","030117","arbeid","alle","210","sysselsatte_innvandringsgrunn","personer"
"2012","030102","utdanning","0","210","sysselsatte_innvandringsgrunn","personer"
"2011","030109","arbeid","0","211","sysselsatte_innvandringsgrunn","personer"
"2012","030110","utdanning","alle","211","sysselsatte_innvandringsgrunn","personer"
"2008","030112","familie","1","212","sysselsatte_innvandringsgrunn","personer"
"2009","030104","utdanning","0","212","sysselsatte_innvandringsgrunn","personer"
"2011","030106","flukt","0","212","sysselsatte_innvandringsgrunn","personer"
"2014","030116","arbeid","alle","212","sysselsatte_innvandringsgrunn","personer"
"2007","030112","familie","0","213","sysselsatte_innvandringsgrunn","personer"
"2008","030102","utdanning","alle","213","sysselsatte_innvandringsgrunn","personer"
"2009","030112","flukt","alle","213","sysselsatte_innvandringsgrunn","personer"
"2014","030104","utdanning","1","213","sysselsatte_innvandringsgrunn","personer"
"2007","030112","arbeid","1","214","sysselsatte_innvandringsgrunn","personer"
"2009","030103","utdanning","0","214","sysselsatte_innvandringsgrunn","personer"
"2009","030113","arbeid","1","214","sysselsatte_innvandringsgrunn","personer"
"2009","030116","flukt","alle","214","sysselsatte_innvandringsgrunn","personer"
"2012","030108","flukt","0","214","sysselsatte_innvandringsgrunn","personer"
"2013","030106","flukt","0","214","sysselsatte_innvandringsgrunn","personer"
"2006","030105","utdanning","alle","215","sysselsatte_innvandringsgrunn","personer"
"2014","030114","flukt","1","215","sysselsatte_innvandringsgrunn","personer"
"2013","030110","flukt","0","216","sysselsatte_innvandringsgrunn","personer"
"2006","030107","flukt","0","217","sysselsatte_innvandringsgrunn","personer"
"2007","030101","utdanning","alle","217","sysselsatte_innvandringsgrunn","personer"
"2008","030104","utdanning","0","217","sysselsatte_innvandringsgrunn","personer"
"2013","030108","flukt","0","217","sysselsatte_innvandringsgrunn","personer"
"2014","030109","utdanning","alle","217","sysselsatte_innvandringsgrunn","personer"
"2006","030114","arbeid","alle","218","sysselsatte_innvandringsgrunn","personer"
"2008","030105","utdanning","alle","218","sysselsatte_innvandringsgrunn","personer"
"2009","030116","familie","0","218","sysselsatte_innvandringsgrunn","personer"
"2010","030104","utdanning","0","218","sysselsatte_innvandringsgrunn","personer"
"2006","030105","uoppgitt","alle","219","sysselsatte_innvandringsgrunn","personer"
"2008","030103","utdanning","0","219","sysselsatte_innvandringsgrunn","personer"
"2008","030115","familie","1","219","sysselsatte_innvandringsgrunn","personer"
"2010","030103","utdanning","0","219","sysselsatte_innvandringsgrunn","personer"
"2006","030108","utdanning","1","221","sysselsatte_innvandringsgrunn","personer"
"2009","030101","flukt","0","221","sysselsatte_innvandringsgrunn","personer"
"2007","030114","familie","1","222","sysselsatte_innvandringsgrunn","personer"
"2007","030117","uoppgitt","0","222","sysselsatte_innvandringsgrunn","personer"
"2011","030102","flukt","0","222","sysselsatte_innvandringsgrunn","personer"
"2010","030115","familie","1","223","sysselsatte_innvandringsgrunn","personer"
"2014","030110","flukt","0","223","sysselsatte_innvandringsgrunn","personer"
"2008","030112","uoppgitt","0","224","sysselsatte_innvandringsgrunn","personer"
"2008","030113","flukt","0","224","sysselsatte_innvandringsgrunn","personer"
"2009","030103","flukt","0","224","sysselsatte_innvandringsgrunn","personer"
"2010","030101","utdanning","0","224","sysselsatte_innvandringsgrunn","personer"
"2012","030114","arbeid","1","225","sysselsatte_innvandringsgrunn","personer"
"2012","030115","arbeid","1","225","sysselsatte_innvandringsgrunn","personer"
"2012","030117","flukt","1","225","sysselsatte_innvandringsgrunn","personer"
"2014","030108","flukt","0","225","sysselsatte_innvandringsgrunn","personer"
"2008","030113","arbeid","1","226","sysselsatte_innvandringsgrunn","personer"
"2009","030105","utdanning","alle","226","sysselsatte_innvandringsgrunn","personer"
"2008","030113","uoppgitt","0","227","sysselsatte_innvandringsgrunn","personer"
"2014","030111","utdanning","alle","227","sysselsatte_innvandringsgrunn","personer"
"2007","030112","flukt","1","228","sysselsatte_innvandringsgrunn","personer"
"2010","030106","utdanning","alle","228","sysselsatte_innvandringsgrunn","personer"
"2014","030106","flukt","0","228","sysselsatte_innvandringsgrunn","personer"
"2006","030108","utdanning","0","230","sysselsatte_innvandringsgrunn","personer"
"2012","030115","familie","1","230","sysselsatte_innvandringsgrunn","personer"
"2010","030117","flukt","1","231","sysselsatte_innvandringsgrunn","personer"
"2011","030112","flukt","alle","231","sysselsatte_innvandringsgrunn","personer"
"2008","030108","arbeid","0","232","sysselsatte_innvandringsgrunn","personer"
"2011","030115","familie","1","232","sysselsatte_innvandringsgrunn","personer"
"2012","030112","familie","1","232","sysselsatte_innvandringsgrunn","personer"
"2007","030103","arbeid","0","233","sysselsatte_innvandringsgrunn","personer"
"2013","030105","flukt","0","233","sysselsatte_innvandringsgrunn","personer"
"2007","030114","flukt","1","234","sysselsatte_innvandringsgrunn","personer"
"2010","030111","familie","1","234","sysselsatte_innvandringsgrunn","personer"
"2012","030117","arbeid","1","234","sysselsatte_innvandringsgrunn","personer"
"2013","030115","familie","1","234","sysselsatte_innvandringsgrunn","personer"
"2014","030106","utdanning","0","234","sysselsatte_innvandringsgrunn","personer"
"2006","030102","uoppgitt","alle","235","sysselsatte_innvandringsgrunn","personer"
"2013","030117","flukt","1","235","sysselsatte_innvandringsgrunn","personer"
"2008","00","annet","0","236","sysselsatte_innvandringsgrunn","personer"
"2009","030106","arbeid","0","236","sysselsatte_innvandringsgrunn","personer"
"2009","030114","uoppgitt","0","236","sysselsatte_innvandringsgrunn","personer"
"2010","030111","utdanning","alle","236","sysselsatte_innvandringsgrunn","personer"
"2010","030112","flukt","alle","236","sysselsatte_innvandringsgrunn","personer"
"2013","030112","flukt","alle","236","sysselsatte_innvandringsgrunn","personer"
"2008","030111","familie","1","237","sysselsatte_innvandringsgrunn","personer"
"2009","030111","flukt","alle","237","sysselsatte_innvandringsgrunn","personer"
"2006","030116","flukt","1","238","sysselsatte_innvandringsgrunn","personer"
"2009","030104","flukt","0","238","sysselsatte_innvandringsgrunn","personer"
"2011","030111","utdanning","alle","238","sysselsatte_innvandringsgrunn","personer"
"2006","030115","arbeid","alle","239","sysselsatte_innvandringsgrunn","personer"
"2006","030115","flukt","1","239","sysselsatte_innvandringsgrunn","personer"
"2011","030105","flukt","0","239","sysselsatte_innvandringsgrunn","personer"
"2006","030111","arbeid","1","240","sysselsatte_innvandringsgrunn","personer"
"2008","030112","flukt","1","240","sysselsatte_innvandringsgrunn","personer"
"2009","030102","utdanning","alle","240","sysselsatte_innvandringsgrunn","personer"
"2009","030199","alle","0","240","sysselsatte_innvandringsgrunn","personer"
"2012","030102","flukt","0","240","sysselsatte_innvandringsgrunn","personer"
"2007","00","annet","1","241","sysselsatte_innvandringsgrunn","personer"
"2009","00","annet","0","241","sysselsatte_innvandringsgrunn","personer"
"2013","030111","familie","1","241","sysselsatte_innvandringsgrunn","personer"
"2014","030115","uoppgitt","0","241","sysselsatte_innvandringsgrunn","personer"
"2008","030112","familie","0","242","sysselsatte_innvandringsgrunn","personer"
"2009","030114","familie","1","242","sysselsatte_innvandringsgrunn","personer"
"2007","030110","arbeid","1","243","sysselsatte_innvandringsgrunn","personer"
"2011","030104","utdanning","0","243","sysselsatte_innvandringsgrunn","personer"
"2006","030106","flukt","0","244","sysselsatte_innvandringsgrunn","personer"
"2008","030199","arbeid","alle","244","sysselsatte_innvandringsgrunn","personer"
"2013","030107","utdanning","alle","244","sysselsatte_innvandringsgrunn","personer"
"2013","030199","uoppgitt","1","244","sysselsatte_innvandringsgrunn","personer"
"2012","030114","uoppgitt","0","245","sysselsatte_innvandringsgrunn","personer"
"2006","030101","utdanning","alle","246","sysselsatte_innvandringsgrunn","personer"
"2006","030199","arbeid","alle","246","sysselsatte_innvandringsgrunn","personer"
"2009","030108","utdanning","1","246","sysselsatte_innvandringsgrunn","personer"
"2010","030101","flukt","0","246","sysselsatte_innvandringsgrunn","personer"
"2010","030111","arbeid","1","246","sysselsatte_innvandringsgrunn","personer"
"2012","030109","arbeid","0","246","sysselsatte_innvandringsgrunn","personer"
"2012","030115","uoppgitt","0","246","sysselsatte_innvandringsgrunn","personer"
"2014","030112","flukt","alle","246","sysselsatte_innvandringsgrunn","personer"
"2010","030115","uoppgitt","0","247","sysselsatte_innvandringsgrunn","personer"
"2010","030116","familie","0","247","sysselsatte_innvandringsgrunn","personer"
"2007","030108","utdanning","0","248","sysselsatte_innvandringsgrunn","personer"
"2010","00","annet","0","248","sysselsatte_innvandringsgrunn","personer"
"2010","030114","arbeid","alle","248","sysselsatte_innvandringsgrunn","personer"
"2011","030107","arbeid","0","248","sysselsatte_innvandringsgrunn","personer"
"2011","030114","uoppgitt","0","248","sysselsatte_innvandringsgrunn","personer"
"2011","030117","flukt","1","248","sysselsatte_innvandringsgrunn","personer"
"2014","030117","flukt","1","248","sysselsatte_innvandringsgrunn","personer"
"2007","030109","arbeid","1","249","sysselsatte_innvandringsgrunn","personer"
"2009","030112","familie","0","249","sysselsatte_innvandringsgrunn","personer"
"2009","030115","uoppgitt","0","249","sysselsatte_innvandringsgrunn","personer"
"2010","030113","arbeid","1","249","sysselsatte_innvandringsgrunn","personer"
"2013","030115","uoppgitt","0","249","sysselsatte_innvandringsgrunn","personer"
"2006","030109","arbeid","0","250","sysselsatte_innvandringsgrunn","personer"
"2010","030103","flukt","0","250","sysselsatte_innvandringsgrunn","personer"
"2012","030105","flukt","0","250","sysselsatte_innvandringsgrunn","personer"
"2008","030101","utdanning","alle","251","sysselsatte_innvandringsgrunn","personer"
"2008","030108","utdanning","1","251","sysselsatte_innvandringsgrunn","personer"
"2009","030117","flukt","1","251","sysselsatte_innvandringsgrunn","personer"
"2010","030104","flukt","0","251","sysselsatte_innvandringsgrunn","personer"
