"tabell_navn","aar","kommune_nr","forste_bosettingskommune","enhet","botid_3","tabellvariabel"
"flyktning_botid_flytting","2015","1037","uoppgitt","prosent","0_4","7.7"
"flyktning_botid_flytting","2015","1046","alle","personer","0_4","17"
"flyktning_botid_flytting","2015","1046","alle","prosent","0_4","60.7"
"flyktning_botid_flytting","2015","1046","ja","personer","0_4","14"
"flyktning_botid_flytting","2015","1046","ja","prosent","0_4","50.0"
"flyktning_botid_flytting","2015","1046","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","1046","nei","prosent","0_4","10.7"
"flyktning_botid_flytting","2015","1046","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1046","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1101","alle","personer","0_4","166"
"flyktning_botid_flytting","2015","1101","alle","prosent","0_4","41.3"
"flyktning_botid_flytting","2015","1101","ja","personer","0_4","151"
"flyktning_botid_flytting","2015","1101","ja","prosent","0_4","37.6"
"flyktning_botid_flytting","2015","1101","nei","personer","0_4","5"
"flyktning_botid_flytting","2015","1101","nei","prosent","0_4","1.2"
"flyktning_botid_flytting","2015","1101","uoppgitt","personer","0_4","10"
"flyktning_botid_flytting","2015","1101","uoppgitt","prosent","0_4","2.5"
"flyktning_botid_flytting","2015","1102","alle","personer","0_4","493"
"flyktning_botid_flytting","2015","1102","alle","prosent","0_4","15.9"
"flyktning_botid_flytting","2015","1102","ja","personer","0_4","278"
"flyktning_botid_flytting","2015","1102","ja","prosent","0_4","9.0"
"flyktning_botid_flytting","2015","1102","nei","personer","0_4","63"
"flyktning_botid_flytting","2015","1102","nei","prosent","0_4","2.0"
"flyktning_botid_flytting","2015","1102","uoppgitt","personer","0_4","152"
"flyktning_botid_flytting","2015","1102","uoppgitt","prosent","0_4","4.9"
"flyktning_botid_flytting","2015","1103","alle","personer","0_4","721"
"flyktning_botid_flytting","2015","1103","alle","prosent","0_4","14.3"
"flyktning_botid_flytting","2015","1103","ja","personer","0_4","450"
"flyktning_botid_flytting","2015","1103","ja","prosent","0_4","8.9"
"flyktning_botid_flytting","2015","1103","nei","personer","0_4","109"
"flyktning_botid_flytting","2015","1103","nei","prosent","0_4","2.2"
"flyktning_botid_flytting","2015","1103","uoppgitt","personer","0_4","162"
"flyktning_botid_flytting","2015","1103","uoppgitt","prosent","0_4","3.2"
"flyktning_botid_flytting","2015","1106","alle","personer","0_4","296"
"flyktning_botid_flytting","2015","1106","alle","prosent","0_4","22.4"
"flyktning_botid_flytting","2015","1106","ja","personer","0_4","218"
"flyktning_botid_flytting","2015","1106","ja","prosent","0_4","16.5"
"flyktning_botid_flytting","2015","1106","nei","personer","0_4","23"
"flyktning_botid_flytting","2015","1106","nei","prosent","0_4","1.7"
"flyktning_botid_flytting","2015","1106","uoppgitt","personer","0_4","55"
"flyktning_botid_flytting","2015","1106","uoppgitt","prosent","0_4","4.2"
"flyktning_botid_flytting","2015","1112","alle","personer","0_4","59"
"flyktning_botid_flytting","2015","1112","alle","prosent","0_4","44.0"
"flyktning_botid_flytting","2015","1112","ja","personer","0_4","35"
"flyktning_botid_flytting","2015","1112","ja","prosent","0_4","26.1"
"flyktning_botid_flytting","2015","1112","nei","personer","0_4","6"
"flyktning_botid_flytting","2015","1112","nei","prosent","0_4","4.5"
"flyktning_botid_flytting","2015","1112","uoppgitt","personer","0_4","18"
"flyktning_botid_flytting","2015","1112","uoppgitt","prosent","0_4","13.4"
"flyktning_botid_flytting","2015","1114","alle","personer","0_4","9"
"flyktning_botid_flytting","2015","1114","alle","prosent","0_4","37.5"
"flyktning_botid_flytting","2015","1114","ja","personer","0_4","9"
"flyktning_botid_flytting","2015","1114","ja","prosent","0_4","37.5"
"flyktning_botid_flytting","2015","1114","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1114","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1114","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1114","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1119","alle","personer","0_4","120"
"flyktning_botid_flytting","2015","1119","alle","prosent","0_4","28.8"
"flyktning_botid_flytting","2015","1119","ja","personer","0_4","47"
"flyktning_botid_flytting","2015","1119","ja","prosent","0_4","11.3"
"flyktning_botid_flytting","2015","1119","nei","personer","0_4","24"
"flyktning_botid_flytting","2015","1119","nei","prosent","0_4","5.8"
"flyktning_botid_flytting","2015","1119","uoppgitt","personer","0_4","49"
"flyktning_botid_flytting","2015","1119","uoppgitt","prosent","0_4","11.8"
"flyktning_botid_flytting","2015","1120","alle","personer","0_4","124"
"flyktning_botid_flytting","2015","1120","alle","prosent","0_4","27.9"
"flyktning_botid_flytting","2015","1120","ja","personer","0_4","112"
"flyktning_botid_flytting","2015","1120","ja","prosent","0_4","25.2"
"flyktning_botid_flytting","2015","1120","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1120","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1120","uoppgitt","personer","0_4","12"
"flyktning_botid_flytting","2015","1120","uoppgitt","prosent","0_4","2.7"
"flyktning_botid_flytting","2015","1121","alle","personer","0_4","134"
"flyktning_botid_flytting","2015","1121","alle","prosent","0_4","25.9"
"flyktning_botid_flytting","2015","1121","ja","personer","0_4","115"
"flyktning_botid_flytting","2015","1121","ja","prosent","0_4","22.2"
"flyktning_botid_flytting","2015","1121","nei","personer","0_4","4"
"flyktning_botid_flytting","2015","1121","nei","prosent","0_4","0.8"
"flyktning_botid_flytting","2015","1121","uoppgitt","personer","0_4","15"
"flyktning_botid_flytting","2015","1121","uoppgitt","prosent","0_4","2.9"
"flyktning_botid_flytting","2015","1122","alle","personer","0_4","90"
"flyktning_botid_flytting","2015","1122","alle","prosent","0_4","34.9"
"flyktning_botid_flytting","2015","1122","ja","personer","0_4","79"
"flyktning_botid_flytting","2015","1122","ja","prosent","0_4","30.6"
"flyktning_botid_flytting","2015","1122","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","1122","nei","prosent","0_4","1.2"
"flyktning_botid_flytting","2015","1122","uoppgitt","personer","0_4","8"
"flyktning_botid_flytting","2015","1122","uoppgitt","prosent","0_4","3.1"
"flyktning_botid_flytting","2015","1124","alle","personer","0_4","100"
"flyktning_botid_flytting","2015","1124","alle","prosent","0_4","17.9"
"flyktning_botid_flytting","2015","1124","ja","personer","0_4","81"
"flyktning_botid_flytting","2015","1124","ja","prosent","0_4","14.5"
"flyktning_botid_flytting","2015","1124","nei","personer","0_4","6"
"flyktning_botid_flytting","2015","1124","nei","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","1124","uoppgitt","personer","0_4","13"
"flyktning_botid_flytting","2015","1124","uoppgitt","prosent","0_4","2.3"
"flyktning_botid_flytting","2015","1127","alle","personer","0_4","113"
"flyktning_botid_flytting","2015","1127","alle","prosent","0_4","42.2"
"flyktning_botid_flytting","2015","1127","ja","personer","0_4","104"
"flyktning_botid_flytting","2015","1127","ja","prosent","0_4","38.8"
"flyktning_botid_flytting","2015","1127","nei","personer","0_4","6"
"flyktning_botid_flytting","2015","1127","nei","prosent","0_4","2.2"
"flyktning_botid_flytting","2015","1127","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","1127","uoppgitt","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","1130","alle","personer","0_4","157"
"flyktning_botid_flytting","2015","1130","alle","prosent","0_4","51.6"
"flyktning_botid_flytting","2015","1130","ja","personer","0_4","109"
"flyktning_botid_flytting","2015","1130","ja","prosent","0_4","35.9"
"flyktning_botid_flytting","2015","1130","nei","personer","0_4","15"
"flyktning_botid_flytting","2015","1130","nei","prosent","0_4","4.9"
"flyktning_botid_flytting","2015","1130","uoppgitt","personer","0_4","33"
"flyktning_botid_flytting","2015","1130","uoppgitt","prosent","0_4","10.9"
"flyktning_botid_flytting","2015","1133","alle","personer","0_4","36"
"flyktning_botid_flytting","2015","1133","alle","prosent","0_4","40.4"
"flyktning_botid_flytting","2015","1133","ja","personer","0_4","33"
"flyktning_botid_flytting","2015","1133","ja","prosent","0_4","37.1"
"flyktning_botid_flytting","2015","1133","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1133","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1133","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","1133","uoppgitt","prosent","0_4","3.4"
"flyktning_botid_flytting","2015","1134","alle","personer","0_4","69"
"flyktning_botid_flytting","2015","1134","alle","prosent","0_4","66.3"
"flyktning_botid_flytting","2015","1134","ja","personer","0_4","62"
"flyktning_botid_flytting","2015","1134","ja","prosent","0_4","59.6"
"flyktning_botid_flytting","2015","1134","nei","personer","0_4","7"
"flyktning_botid_flytting","2015","1134","nei","prosent","0_4","6.7"
"flyktning_botid_flytting","2015","1134","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1134","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1135","alle","personer","0_4","63"
"flyktning_botid_flytting","2015","1135","alle","prosent","0_4","77.8"
"flyktning_botid_flytting","2015","1135","ja","personer","0_4","63"
"flyktning_botid_flytting","2015","1135","ja","prosent","0_4","77.8"
"flyktning_botid_flytting","2015","1135","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1135","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1135","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1135","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1146","alle","personer","0_4","94"
"flyktning_botid_flytting","2015","1146","alle","prosent","0_4","47.5"
"flyktning_botid_flytting","2015","1146","ja","personer","0_4","91"
"flyktning_botid_flytting","2015","1146","ja","prosent","0_4","46.0"
"flyktning_botid_flytting","2015","1146","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1146","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1146","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","1146","uoppgitt","prosent","0_4","1.5"
"flyktning_botid_flytting","2015","1149","alle","personer","0_4","206"
"flyktning_botid_flytting","2015","1149","alle","prosent","0_4","29.9"
"flyktning_botid_flytting","2015","1149","ja","personer","0_4","184"
"flyktning_botid_flytting","2015","1149","ja","prosent","0_4","26.7"
"flyktning_botid_flytting","2015","1149","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","1149","nei","prosent","0_4","0.4"
"flyktning_botid_flytting","2015","1149","uoppgitt","personer","0_4","19"
"flyktning_botid_flytting","2015","1149","uoppgitt","prosent","0_4","2.8"
"flyktning_botid_flytting","2015","1160","alle","personer","0_4","62"
"flyktning_botid_flytting","2015","1160","alle","prosent","0_4","59.6"
"flyktning_botid_flytting","2015","1160","ja","personer","0_4","57"
"flyktning_botid_flytting","2015","1160","ja","prosent","0_4","54.8"
"flyktning_botid_flytting","2015","1160","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1160","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1160","uoppgitt","personer","0_4","5"
"flyktning_botid_flytting","2015","1160","uoppgitt","prosent","0_4","4.8"
"flyktning_botid_flytting","2015","1201","alle","personer","0_4","1948"
"flyktning_botid_flytting","2015","1201","alle","prosent","0_4","19.6"
"flyktning_botid_flytting","2015","1201","ja","personer","0_4","1548"
"flyktning_botid_flytting","2015","1201","ja","prosent","0_4","15.5"
"flyktning_botid_flytting","2015","1201","nei","personer","0_4","106"
"flyktning_botid_flytting","2015","1201","nei","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","1201","uoppgitt","personer","0_4","294"
"flyktning_botid_flytting","2015","1201","uoppgitt","prosent","0_4","3.0"
"flyktning_botid_flytting","2015","1211","alle","personer","0_4","21"
"flyktning_botid_flytting","2015","1211","alle","prosent","0_4","53.8"
"flyktning_botid_flytting","2015","1211","ja","personer","0_4","21"
"flyktning_botid_flytting","2015","1211","ja","prosent","0_4","53.8"
"flyktning_botid_flytting","2015","1211","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1211","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1211","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1211","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1216","alle","personer","0_4","52"
"flyktning_botid_flytting","2015","1216","alle","prosent","0_4","47.3"
"flyktning_botid_flytting","2015","1216","ja","personer","0_4","52"
"flyktning_botid_flytting","2015","1216","ja","prosent","0_4","47.3"
"flyktning_botid_flytting","2015","1216","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1216","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1216","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1216","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1219","alle","personer","0_4","136"
"flyktning_botid_flytting","2015","1219","alle","prosent","0_4","47.4"
"flyktning_botid_flytting","2015","1219","ja","personer","0_4","110"
"flyktning_botid_flytting","2015","1219","ja","prosent","0_4","38.3"
"flyktning_botid_flytting","2015","1219","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","1219","nei","prosent","0_4","1.0"
"flyktning_botid_flytting","2015","1219","uoppgitt","personer","0_4","23"
"flyktning_botid_flytting","2015","1219","uoppgitt","prosent","0_4","8.0"
"flyktning_botid_flytting","2015","1221","alle","personer","0_4","129"
"flyktning_botid_flytting","2015","1221","alle","prosent","0_4","29.6"
"flyktning_botid_flytting","2015","1221","ja","personer","0_4","61"
"flyktning_botid_flytting","2015","1221","ja","prosent","0_4","14.0"
"flyktning_botid_flytting","2015","1221","nei","personer","0_4","13"
"flyktning_botid_flytting","2015","1221","nei","prosent","0_4","3.0"
"flyktning_botid_flytting","2015","1221","uoppgitt","personer","0_4","55"
"flyktning_botid_flytting","2015","1221","uoppgitt","prosent","0_4","12.6"
"flyktning_botid_flytting","2015","1223","alle","personer","0_4","6"
"flyktning_botid_flytting","2015","1223","alle","prosent","0_4","46.2"
"flyktning_botid_flytting","2015","1223","ja","personer","0_4","6"
"flyktning_botid_flytting","2015","1223","ja","prosent","0_4","46.2"
"flyktning_botid_flytting","2015","1223","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1223","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1223","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1223","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1224","alle","personer","0_4","83"
"flyktning_botid_flytting","2015","1224","alle","prosent","0_4","45.9"
"flyktning_botid_flytting","2015","1224","ja","personer","0_4","79"
"flyktning_botid_flytting","2015","1224","ja","prosent","0_4","43.6"
"flyktning_botid_flytting","2015","1224","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1224","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1224","uoppgitt","personer","0_4","4"
"flyktning_botid_flytting","2015","1224","uoppgitt","prosent","0_4","2.2"
"flyktning_botid_flytting","2015","1228","alle","personer","0_4","74"
"flyktning_botid_flytting","2015","1228","alle","prosent","0_4","58.3"
"flyktning_botid_flytting","2015","1228","ja","personer","0_4","43"
"flyktning_botid_flytting","2015","1228","ja","prosent","0_4","33.9"
"flyktning_botid_flytting","2015","1228","nei","personer","0_4","11"
"flyktning_botid_flytting","2015","1228","nei","prosent","0_4","8.7"
"flyktning_botid_flytting","2015","1228","uoppgitt","personer","0_4","20"
"flyktning_botid_flytting","2015","1228","uoppgitt","prosent","0_4","15.7"
"flyktning_botid_flytting","2015","1231","alle","personer","0_4","78"
"flyktning_botid_flytting","2015","1231","alle","prosent","0_4","76.5"
"flyktning_botid_flytting","2015","1231","ja","personer","0_4","54"
"flyktning_botid_flytting","2015","1231","ja","prosent","0_4","52.9"
"flyktning_botid_flytting","2015","1231","nei","personer","0_4","6"
"flyktning_botid_flytting","2015","1231","nei","prosent","0_4","5.9"
"flyktning_botid_flytting","2015","1231","uoppgitt","personer","0_4","18"
"flyktning_botid_flytting","2015","1231","uoppgitt","prosent","0_4","17.6"
"flyktning_botid_flytting","2015","1233","alle","personer","0_4","12"
"flyktning_botid_flytting","2015","1233","alle","prosent","0_4","80.0"
"flyktning_botid_flytting","2015","1233","ja","personer","0_4","12"
"flyktning_botid_flytting","2015","1233","ja","prosent","0_4","80.0"
"flyktning_botid_flytting","2015","1233","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1233","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1233","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1233","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1235","alle","personer","0_4","157"
"flyktning_botid_flytting","2015","1235","alle","prosent","0_4","48.9"
"flyktning_botid_flytting","2015","1235","ja","personer","0_4","109"
"flyktning_botid_flytting","2015","1235","ja","prosent","0_4","34.0"
"flyktning_botid_flytting","2015","1235","nei","personer","0_4","14"
"flyktning_botid_flytting","2015","1235","nei","prosent","0_4","4.4"
"flyktning_botid_flytting","2015","1235","uoppgitt","personer","0_4","34"
"flyktning_botid_flytting","2015","1235","uoppgitt","prosent","0_4","10.6"
"flyktning_botid_flytting","2015","1238","alle","personer","0_4","88"
"flyktning_botid_flytting","2015","1238","alle","prosent","0_4","51.2"
"flyktning_botid_flytting","2015","1238","ja","personer","0_4","68"
"flyktning_botid_flytting","2015","1238","ja","prosent","0_4","39.5"
"flyktning_botid_flytting","2015","1238","nei","personer","0_4","7"
"flyktning_botid_flytting","2015","1238","nei","prosent","0_4","4.1"
"flyktning_botid_flytting","2015","1238","uoppgitt","personer","0_4","13"
"flyktning_botid_flytting","2015","1238","uoppgitt","prosent","0_4","7.6"
"flyktning_botid_flytting","2015","1241","alle","personer","0_4","7"
"flyktning_botid_flytting","2015","1241","alle","prosent","0_4","46.7"
"flyktning_botid_flytting","2015","1241","ja","personer","0_4","4"
"flyktning_botid_flytting","2015","1241","ja","prosent","0_4","26.7"
"flyktning_botid_flytting","2015","1241","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1241","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1241","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","1241","uoppgitt","prosent","0_4","20.0"
"flyktning_botid_flytting","2015","1242","alle","personer","0_4","9"
"flyktning_botid_flytting","2015","1242","alle","prosent","0_4","29.0"
"flyktning_botid_flytting","2015","1242","ja","personer","0_4","9"
"flyktning_botid_flytting","2015","1242","ja","prosent","0_4","29.0"
"flyktning_botid_flytting","2015","1242","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1242","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1242","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1242","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1243","alle","personer","0_4","45"
"flyktning_botid_flytting","2015","1243","alle","prosent","0_4","17.8"
"flyktning_botid_flytting","2015","1243","ja","personer","0_4","40"
"flyktning_botid_flytting","2015","1243","ja","prosent","0_4","15.8"
"flyktning_botid_flytting","2015","1243","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1243","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1243","uoppgitt","personer","0_4","5"
"flyktning_botid_flytting","2015","1243","uoppgitt","prosent","0_4","2.0"
"flyktning_botid_flytting","2015","1244","alle","personer","0_4","4"
"flyktning_botid_flytting","2015","1244","alle","prosent","0_4","21.1"
"flyktning_botid_flytting","2015","1244","ja","personer","0_4","4"
"flyktning_botid_flytting","2015","1244","ja","prosent","0_4","21.1"
"flyktning_botid_flytting","2015","1244","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1244","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1244","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1244","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1245","alle","personer","0_4","55"
"flyktning_botid_flytting","2015","1245","alle","prosent","0_4","29.9"
"flyktning_botid_flytting","2015","1245","ja","personer","0_4","27"
"flyktning_botid_flytting","2015","1245","ja","prosent","0_4","14.7"
"flyktning_botid_flytting","2015","1245","nei","personer","0_4","8"
"flyktning_botid_flytting","2015","1245","nei","prosent","0_4","4.3"
"flyktning_botid_flytting","2015","1245","uoppgitt","personer","0_4","20"
"flyktning_botid_flytting","2015","1245","uoppgitt","prosent","0_4","10.9"
"flyktning_botid_flytting","2015","1246","alle","personer","0_4","99"
"flyktning_botid_flytting","2015","1246","alle","prosent","0_4","25.0"
"flyktning_botid_flytting","2015","1246","ja","personer","0_4","89"
"flyktning_botid_flytting","2015","1246","ja","prosent","0_4","22.5"
"flyktning_botid_flytting","2015","1246","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","1246","nei","prosent","0_4","0.8"
"flyktning_botid_flytting","2015","1246","uoppgitt","personer","0_4","7"
"flyktning_botid_flytting","2015","1246","uoppgitt","prosent","0_4","1.8"
"flyktning_botid_flytting","2015","1247","alle","personer","0_4","119"
"flyktning_botid_flytting","2015","1247","alle","prosent","0_4","28.5"
"flyktning_botid_flytting","2015","1247","ja","personer","0_4","104"
"flyktning_botid_flytting","2015","1247","ja","prosent","0_4","24.9"
"flyktning_botid_flytting","2015","1247","nei","personer","0_4","5"
"flyktning_botid_flytting","2015","1247","nei","prosent","0_4","1.2"
"flyktning_botid_flytting","2015","1247","uoppgitt","personer","0_4","10"
"flyktning_botid_flytting","2015","1247","uoppgitt","prosent","0_4","2.4"
"flyktning_botid_flytting","2015","1251","alle","personer","0_4","47"
"flyktning_botid_flytting","2015","1251","alle","prosent","0_4","69.1"
"flyktning_botid_flytting","2015","1251","ja","personer","0_4","47"
"flyktning_botid_flytting","2015","1251","ja","prosent","0_4","69.1"
"flyktning_botid_flytting","2015","1251","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1251","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1251","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1251","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1253","alle","personer","0_4","4"
"flyktning_botid_flytting","2015","1253","alle","prosent","0_4","12.9"
"flyktning_botid_flytting","2015","1253","ja","personer","0_4","4"
"flyktning_botid_flytting","2015","1253","ja","prosent","0_4","12.9"
"flyktning_botid_flytting","2015","1253","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1253","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1253","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1253","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1256","alle","personer","0_4","46"
"flyktning_botid_flytting","2015","1256","alle","prosent","0_4","42.6"
"flyktning_botid_flytting","2015","1256","ja","personer","0_4","43"
"flyktning_botid_flytting","2015","1256","ja","prosent","0_4","39.8"
"flyktning_botid_flytting","2015","1256","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","1256","nei","prosent","0_4","2.8"
"flyktning_botid_flytting","2015","1256","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1256","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1259","alle","personer","0_4","105"
"flyktning_botid_flytting","2015","1259","alle","prosent","0_4","79.5"
"flyktning_botid_flytting","2015","1259","ja","personer","0_4","99"
"flyktning_botid_flytting","2015","1259","ja","prosent","0_4","75.0"
"flyktning_botid_flytting","2015","1259","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","1259","nei","prosent","0_4","2.3"
"flyktning_botid_flytting","2015","1259","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","1259","uoppgitt","prosent","0_4","2.3"
"flyktning_botid_flytting","2015","1260","alle","personer","0_4","25"
"flyktning_botid_flytting","2015","1260","alle","prosent","0_4","58.1"
"flyktning_botid_flytting","2015","1260","ja","personer","0_4","25"
"flyktning_botid_flytting","2015","1260","ja","prosent","0_4","58.1"
"flyktning_botid_flytting","2015","1260","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1260","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1260","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1260","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1263","alle","personer","0_4","53"
"flyktning_botid_flytting","2015","1263","alle","prosent","0_4","35.3"
"flyktning_botid_flytting","2015","1263","ja","personer","0_4","50"
"flyktning_botid_flytting","2015","1263","ja","prosent","0_4","33.3"
"flyktning_botid_flytting","2015","1263","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","1263","nei","prosent","0_4","2.0"
"flyktning_botid_flytting","2015","1263","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1263","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1264","alle","personer","0_4","25"
"flyktning_botid_flytting","2015","1264","alle","prosent","0_4","80.6"
"flyktning_botid_flytting","2015","1264","ja","personer","0_4","25"
"flyktning_botid_flytting","2015","1264","ja","prosent","0_4","80.6"
"flyktning_botid_flytting","2015","1264","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1264","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1264","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1264","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1401","alle","personer","0_4","257"
"flyktning_botid_flytting","2015","1401","alle","prosent","0_4","49.6"
"flyktning_botid_flytting","2015","1401","ja","personer","0_4","203"
"flyktning_botid_flytting","2015","1401","ja","prosent","0_4","39.2"
"flyktning_botid_flytting","2015","1401","nei","personer","0_4","15"
"flyktning_botid_flytting","2015","1401","nei","prosent","0_4","2.9"
"flyktning_botid_flytting","2015","1401","uoppgitt","personer","0_4","39"
"flyktning_botid_flytting","2015","1401","uoppgitt","prosent","0_4","7.5"
"flyktning_botid_flytting","2015","1411","alle","personer","0_4","8"
"flyktning_botid_flytting","2015","1411","alle","prosent","0_4","57.1"
"flyktning_botid_flytting","2015","1411","ja","personer","0_4","8"
"flyktning_botid_flytting","2015","1411","ja","prosent","0_4","57.1"
"flyktning_botid_flytting","2015","1411","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1411","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1411","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1411","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1413","alle","personer","0_4","15"
"flyktning_botid_flytting","2015","1413","alle","prosent","0_4","71.4"
"flyktning_botid_flytting","2015","1413","ja","personer","0_4","12"
"flyktning_botid_flytting","2015","1413","ja","prosent","0_4","57.1"
"flyktning_botid_flytting","2015","1413","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","1413","nei","prosent","0_4","14.3"
"flyktning_botid_flytting","2015","1413","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1413","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1416","alle","personer","0_4","57"
"flyktning_botid_flytting","2015","1416","alle","prosent","0_4","52.8"
"flyktning_botid_flytting","2015","1416","ja","personer","0_4","57"
"flyktning_botid_flytting","2015","1416","ja","prosent","0_4","52.8"
"flyktning_botid_flytting","2015","1416","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","1416","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1416","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","1416","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","1417","alle","personer","0_4","9"
"flyktning_botid_flytting","2015","1417","alle","prosent","0_4","29.0"
"flyktning_botid_flytting","2015","1417","ja","personer","0_4","9"
