"aar","bydel_nr","flytting","innvkat_3","enhet","tabellvariabel","tabell_navn","fylke_nr","Fylke","naringsregion_nr","kommune_nr"
2013,"030115","nettoinnvandring","befolkningen_ellers","personer","-2","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","innflytting","alle","personer","944","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","innflytting","innvandrere","personer","409","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","innflytting","befolkningen_ellers","personer","535","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","utflytting","alle","personer","1496","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","utflytting","innvandrere","personer","447","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","utflytting","befolkningen_ellers","personer","1049","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","nettoinnflytting","alle","personer","-552","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","nettoinnflytting","innvandrere","personer","-38","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","nettoinnflytting","befolkningen_ellers","personer","-514","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","innvandring_og_innflytting","alle","personer","1698","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","innvandring_og_innflytting","innvandrere","personer","1046","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","innvandring_og_innflytting","befolkningen_ellers","personer","652","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","utvandring_og_utflytting","alle","personer","1831","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","utvandring_og_utflytting","innvandrere","personer","663","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","utvandring_og_utflytting","befolkningen_ellers","personer","1168","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","nettoinnvandring_og_nettoinnflytting","alle","personer","-133","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","383","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030115","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","-516","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","innvandring","alle","personer","95","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","innvandring","innvandrere","personer","91","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","innvandring","befolkningen_ellers","personer","4","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","utvandring","alle","personer","76","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","utvandring","innvandrere","personer","66","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","utvandring","befolkningen_ellers","personer","10","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","nettoinnvandring","alle","personer","19","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","nettoinnvandring","innvandrere","personer","25","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","nettoinnvandring","befolkningen_ellers","personer","-6","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","innflytting","alle","personer","138","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","innflytting","innvandrere","personer","42","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","innflytting","befolkningen_ellers","personer","96","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","utflytting","alle","personer","84","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","utflytting","innvandrere","personer","25","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","utflytting","befolkningen_ellers","personer","59","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","nettoinnflytting","alle","personer","54","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","nettoinnflytting","innvandrere","personer","17","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","nettoinnflytting","befolkningen_ellers","personer","37","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","innvandring_og_innflytting","alle","personer","233","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","innvandring_og_innflytting","innvandrere","personer","133","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","innvandring_og_innflytting","befolkningen_ellers","personer","100","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","utvandring_og_utflytting","alle","personer","160","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","utvandring_og_utflytting","innvandrere","personer","91","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","utvandring_og_utflytting","befolkningen_ellers","personer","69","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","nettoinnvandring_og_nettoinnflytting","alle","personer","73","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","42","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030116","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","31","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","innvandring","alle","personer","28","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","innvandring","innvandrere","personer","23","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","innvandring","befolkningen_ellers","personer","5","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","utvandring","alle","personer","14","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","utvandring","innvandrere","personer","8","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","utvandring","befolkningen_ellers","personer","6","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","nettoinnvandring","alle","personer","14","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","nettoinnvandring","innvandrere","personer","15","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","nettoinnvandring","befolkningen_ellers","personer","-1","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","innflytting","alle","personer","55","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","innflytting","innvandrere","personer","9","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","innflytting","befolkningen_ellers","personer","46","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","utflytting","alle","personer","72","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","utflytting","innvandrere","personer","8","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","utflytting","befolkningen_ellers","personer","64","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","nettoinnflytting","alle","personer","-17","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","nettoinnflytting","innvandrere","personer","1","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","nettoinnflytting","befolkningen_ellers","personer","-18","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","innvandring_og_innflytting","alle","personer","83","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","innvandring_og_innflytting","innvandrere","personer","32","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","innvandring_og_innflytting","befolkningen_ellers","personer","51","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","utvandring_og_utflytting","alle","personer","86","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","utvandring_og_utflytting","innvandrere","personer","16","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","utvandring_og_utflytting","befolkningen_ellers","personer","70","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","nettoinnvandring_og_nettoinnflytting","alle","personer","-3","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","16","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030117","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","-19","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","innvandring","alle","personer","65","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","innvandring","innvandrere","personer","45","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","innvandring","befolkningen_ellers","personer","20","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","utvandring","alle","personer","1421","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","utvandring","innvandrere","personer","926","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","utvandring","befolkningen_ellers","personer","495","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","nettoinnvandring","alle","personer","-1356","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","nettoinnvandring","innvandrere","personer","-881","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","nettoinnvandring","befolkningen_ellers","personer","-475","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","innflytting","alle","personer","52","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","innflytting","innvandrere","personer","25","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","innflytting","befolkningen_ellers","personer","27","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","utflytting","alle","personer","310","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","utflytting","innvandrere","personer","134","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","utflytting","befolkningen_ellers","personer","176","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","nettoinnflytting","alle","personer","-258","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","nettoinnflytting","innvandrere","personer","-109","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","nettoinnflytting","befolkningen_ellers","personer","-149","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","innvandring_og_innflytting","alle","personer","117","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","innvandring_og_innflytting","innvandrere","personer","70","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","innvandring_og_innflytting","befolkningen_ellers","personer","47","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","utvandring_og_utflytting","alle","personer","1731","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","utvandring_og_utflytting","innvandrere","personer","1060","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","utvandring_og_utflytting","befolkningen_ellers","personer","671","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","nettoinnvandring_og_nettoinnflytting","alle","personer","-1614","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","-990","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030199","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","-624","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"NULL","innvandring","alle","personer","75545","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","innvandring","innvandrere","personer","66879","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","innvandring","befolkningen_ellers","personer","8666","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","utvandring","alle","personer","35715","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","utvandring","innvandrere","personer","25721","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","utvandring","befolkningen_ellers","personer","9994","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","alle","personer","39830","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","innvandrere","personer","41158","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","befolkningen_ellers","personer","-1328","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","innflytting","alle","personer","136956","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","innflytting","innvandrere","personer","28152","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","innflytting","befolkningen_ellers","personer","108804","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","utflytting","alle","personer","136956","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","utflytting","innvandrere","personer","28152","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","utflytting","befolkningen_ellers","personer","108804","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","alle","personer","0","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","innvandrere","personer","0","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","befolkningen_ellers","personer","0","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","212501","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","innvandrere","personer","95031","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","befolkningen_ellers","personer","117470","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","172671","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","innvandrere","personer","53873","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","befolkningen_ellers","personer","118798","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","39830","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","41158","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","-1328","befolkning_flytting","00","NULL","NULL","NULL"
2013,"NULL","innvandring","alle","personer","2612","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","innvandring","innvandrere","personer","2071","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","innvandring","befolkningen_ellers","personer","541","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","utvandring","alle","personer","1461","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","utvandring","innvandrere","personer","856","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","utvandring","befolkningen_ellers","personer","605","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","alle","personer","1151","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","innvandrere","personer","1215","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","befolkningen_ellers","personer","-64","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","innflytting","alle","personer","7346","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","innflytting","innvandrere","personer","1806","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","innflytting","befolkningen_ellers","personer","5540","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","utflytting","alle","personer","5686","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","utflytting","innvandrere","personer","1133","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","utflytting","befolkningen_ellers","personer","4553","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","alle","personer","1660","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","innvandrere","personer","673","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","befolkningen_ellers","personer","987","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","9958","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","innvandrere","personer","3877","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","befolkningen_ellers","personer","6081","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","7147","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","innvandrere","personer","1989","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","befolkningen_ellers","personer","5158","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","2811","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","1888","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","923","befolkning_flytting","01","NULL","NULL","NULL"
2013,"NULL","innvandring","alle","personer","7809","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","innvandring","innvandrere","personer","6656","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","innvandring","befolkningen_ellers","personer","1153","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","utvandring","alle","personer","4207","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","utvandring","innvandrere","personer","2784","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","utvandring","befolkningen_ellers","personer","1423","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","alle","personer","3602","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","innvandrere","personer","3872","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","befolkningen_ellers","personer","-270","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","innflytting","alle","personer","23724","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","innflytting","innvandrere","personer","6240","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","innflytting","befolkningen_ellers","personer","17484","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","utflytting","alle","personer","20425","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","utflytting","innvandrere","personer","4543","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","utflytting","befolkningen_ellers","personer","15882","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","alle","personer","3299","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","innvandrere","personer","1697","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","befolkningen_ellers","personer","1602","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","31533","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","innvandrere","personer","12896","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","befolkningen_ellers","personer","18637","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","24632","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","innvandrere","personer","7327","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","befolkningen_ellers","personer","17305","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","6901","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","5569","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","1332","befolkning_flytting","02","NULL","NULL","NULL"
2013,"NULL","innvandring","alle","personer","16768","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","innvandring","innvandrere","personer","14601","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","innvandring","befolkningen_ellers","personer","2167","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","utvandring","alle","personer","10563","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","utvandring","innvandrere","personer","7616","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","utvandring","befolkningen_ellers","personer","2947","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","alle","personer","6205","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","innvandrere","personer","6985","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","befolkningen_ellers","personer","-780","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","innflytting","alle","personer","28840","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","innflytting","innvandrere","personer","6521","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","innflytting","befolkningen_ellers","personer","22319","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","utflytting","alle","personer","30171","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","utflytting","innvandrere","personer","6601","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","utflytting","befolkningen_ellers","personer","23570","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-1331","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","innvandrere","personer","-80","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","befolkningen_ellers","personer","-1251","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","45608","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","innvandrere","personer","21122","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","befolkningen_ellers","personer","24486","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","40734","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","innvandrere","personer","14217","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","befolkningen_ellers","personer","26517","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","4874","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","6905","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","-2031","befolkning_flytting","03","NULL","NULL","NULL"
2013,"NULL","innvandring","alle","personer","1906","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","innvandring","innvandrere","personer","1649","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","innvandring","befolkningen_ellers","personer","257","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","utvandring","alle","personer","738","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","utvandring","innvandrere","personer","437","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","utvandring","befolkningen_ellers","personer","301","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","alle","personer","1168","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","innvandrere","personer","1212","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","befolkningen_ellers","personer","-44","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","innflytting","alle","personer","4679","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","innflytting","innvandrere","personer","747","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","innflytting","befolkningen_ellers","personer","3932","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","utflytting","alle","personer","4698","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","utflytting","innvandrere","personer","836","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","utflytting","befolkningen_ellers","personer","3862","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-19","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","innvandrere","personer","-89","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","befolkningen_ellers","personer","70","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","6585","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","innvandrere","personer","2396","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","befolkningen_ellers","personer","4189","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","5436","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","innvandrere","personer","1273","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","befolkningen_ellers","personer","4163","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","1149","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","1123","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","26","befolkning_flytting","04","NULL","NULL","NULL"
2013,"NULL","innvandring","alle","personer","1904","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","innvandring","innvandrere","personer","1719","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","innvandring","befolkningen_ellers","personer","185","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","utvandring","alle","personer","542","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","utvandring","innvandrere","personer","378","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","utvandring","befolkningen_ellers","personer","164","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","alle","personer","1362","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","innvandrere","personer","1341","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring","befolkningen_ellers","personer","21","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","innflytting","alle","personer","4606","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","innflytting","innvandrere","personer","651","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","innflytting","befolkningen_ellers","personer","3955","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","utflytting","alle","personer","5032","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","utflytting","innvandrere","personer","1013","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","utflytting","befolkningen_ellers","personer","4019","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-426","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","innvandrere","personer","-362","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","nettoinnflytting","befolkningen_ellers","personer","-64","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","6510","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","innvandrere","personer","2370","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","innvandring_og_innflytting","befolkningen_ellers","personer","4140","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","5574","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","innvandrere","personer","1391","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","utvandring_og_utflytting","befolkningen_ellers","personer","4183","befolkning_flytting","05","NULL","NULL","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","936","befolkning_flytting","05","NULL","NULL","NULL"
