"aar","bydel_nr","innvkat_4","vreg_3","kjonn","invalder_3","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr"
2013,"030110","innvandrere","alle","alle","7+","gjennomsnitt","37.4","grunnskolepoeng","NULL","NULL"
2013,"030110","innvandrere","alle","alle","7+","personer","28","grunnskolepoeng","NULL","NULL"
2013,"030110","norskfodte_m_innvf","alle","0","alle","gjennomsnitt","37.1","grunnskolepoeng","NULL","NULL"
2013,"030110","norskfodte_m_innvf","alle","0","alle","personer","57","grunnskolepoeng","NULL","NULL"
2013,"030110","norskfodte_m_innvf","alle","1","alle","gjennomsnitt","35.1","grunnskolepoeng","NULL","NULL"
2013,"030110","norskfodte_m_innvf","alle","1","alle","personer","53","grunnskolepoeng","NULL","NULL"
2013,"030110","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","36.2","grunnskolepoeng","NULL","NULL"
2013,"030110","norskfodte_m_innvf","alle","alle","alle","personer","110","grunnskolepoeng","NULL","NULL"
2013,"030110","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","44","grunnskolepoeng","NULL","NULL"
2013,"030110","bef_u_innv_og_norskf","alle","0","alle","personer","74","grunnskolepoeng","NULL","NULL"
2013,"030110","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","39.1","grunnskolepoeng","NULL","NULL"
2013,"030110","bef_u_innv_og_norskf","alle","1","alle","personer","62","grunnskolepoeng","NULL","NULL"
2013,"030110","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","41.8","grunnskolepoeng","NULL","NULL"
2013,"030110","bef_u_innv_og_norskf","alle","alle","alle","personer","136","grunnskolepoeng","NULL","NULL"
2013,"030111","alle","alle","0","alle","gjennomsnitt","41.3","grunnskolepoeng","NULL","NULL"
2013,"030111","alle","alle","0","alle","personer","204","grunnskolepoeng","NULL","NULL"
2013,"030111","alle","alle","1","alle","gjennomsnitt","37.1","grunnskolepoeng","NULL","NULL"
2013,"030111","alle","alle","1","alle","personer","240","grunnskolepoeng","NULL","NULL"
2013,"030111","alle","alle","alle","alle","gjennomsnitt","39","grunnskolepoeng","NULL","NULL"
2013,"030111","alle","alle","alle","alle","personer","444","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","1","0","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","1","0","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","1","1","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","1","1","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","1","alle","alle","gjennomsnitt","25.4","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","1","alle","alle","personer","6","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","2","0","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","2","0","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","2","1","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","2","1","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","2","alle","alle","gjennomsnitt","35","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","2","alle","alle","personer","63","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","0","alle","gjennomsnitt","36.3","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","0","alle","personer","32","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","0","0_6","gjennomsnitt","37.7","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","0","0_6","personer","19","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","0","7+","gjennomsnitt","34.1","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","0","7+","personer","13","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","1","alle","gjennomsnitt","32.4","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","1","alle","personer","37","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","1","0_6","gjennomsnitt","35.5","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","1","0_6","personer","16","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","1","7+","gjennomsnitt","29.9","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","1","7+","personer","21","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","alle","alle","gjennomsnitt","34.2","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","alle","alle","personer","69","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","alle","0_6","gjennomsnitt","36.7","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","alle","0_6","personer","35","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","alle","7+","gjennomsnitt","31.5","grunnskolepoeng","NULL","NULL"
2013,"030111","innvandrere","alle","alle","7+","personer","34","grunnskolepoeng","NULL","NULL"
2013,"030111","norskfodte_m_innvf","alle","0","alle","gjennomsnitt","41.5","grunnskolepoeng","NULL","NULL"
2013,"030111","norskfodte_m_innvf","alle","0","alle","personer","93","grunnskolepoeng","NULL","NULL"
2013,"030111","norskfodte_m_innvf","alle","1","alle","gjennomsnitt","36.9","grunnskolepoeng","NULL","NULL"
2013,"030111","norskfodte_m_innvf","alle","1","alle","personer","104","grunnskolepoeng","NULL","NULL"
2013,"030111","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","39.1","grunnskolepoeng","NULL","NULL"
2013,"030111","norskfodte_m_innvf","alle","alle","alle","personer","197","grunnskolepoeng","NULL","NULL"
2013,"030111","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","43","grunnskolepoeng","NULL","NULL"
2013,"030111","bef_u_innv_og_norskf","alle","0","alle","personer","79","grunnskolepoeng","NULL","NULL"
2013,"030111","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","39.2","grunnskolepoeng","NULL","NULL"
2013,"030111","bef_u_innv_og_norskf","alle","1","alle","personer","99","grunnskolepoeng","NULL","NULL"
2013,"030111","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","40.9","grunnskolepoeng","NULL","NULL"
2013,"030111","bef_u_innv_og_norskf","alle","alle","alle","personer","178","grunnskolepoeng","NULL","NULL"
2013,"030112","alle","alle","0","alle","gjennomsnitt","40.5","grunnskolepoeng","NULL","NULL"
2013,"030112","alle","alle","0","alle","personer","243","grunnskolepoeng","NULL","NULL"
2013,"030112","alle","alle","1","alle","gjennomsnitt","36.2","grunnskolepoeng","NULL","NULL"
2013,"030112","alle","alle","1","alle","personer","255","grunnskolepoeng","NULL","NULL"
2013,"030112","alle","alle","alle","alle","gjennomsnitt","38.3","grunnskolepoeng","NULL","NULL"
2013,"030112","alle","alle","alle","alle","personer","498","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","1","0","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","1","0","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","1","1","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","1","1","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","1","alle","alle","gjennomsnitt","30.2","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","1","alle","alle","personer","7","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","2","0","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","2","0","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","2","1","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","2","1","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","2","alle","alle","gjennomsnitt","34","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","2","alle","alle","personer","85","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","0","alle","gjennomsnitt","36.9","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","0","alle","personer","41","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","0","0_6","gjennomsnitt","36.7","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","0","0_6","personer","26","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","0","7+","gjennomsnitt","37.2","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","0","7+","personer","15","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","1","alle","gjennomsnitt","31.1","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","1","alle","personer","51","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","1","0_6","gjennomsnitt","33.3","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","1","0_6","personer","21","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","1","7+","gjennomsnitt","29.6","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","1","7+","personer","30","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","alle","alle","gjennomsnitt","33.7","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","alle","alle","personer","92","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","alle","0_6","gjennomsnitt","35.2","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","alle","0_6","personer","47","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","alle","7+","gjennomsnitt","32.2","grunnskolepoeng","NULL","NULL"
2013,"030112","innvandrere","alle","alle","7+","personer","45","grunnskolepoeng","NULL","NULL"
2013,"030112","norskfodte_m_innvf","alle","0","alle","gjennomsnitt","40.4","grunnskolepoeng","NULL","NULL"
2013,"030112","norskfodte_m_innvf","alle","0","alle","personer","125","grunnskolepoeng","NULL","NULL"
2013,"030112","norskfodte_m_innvf","alle","1","alle","gjennomsnitt","36.8","grunnskolepoeng","NULL","NULL"
2013,"030112","norskfodte_m_innvf","alle","1","alle","personer","105","grunnskolepoeng","NULL","NULL"
2013,"030112","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","38.8","grunnskolepoeng","NULL","NULL"
2013,"030112","norskfodte_m_innvf","alle","alle","alle","personer","230","grunnskolepoeng","NULL","NULL"
2013,"030112","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","42.7","grunnskolepoeng","NULL","NULL"
2013,"030112","bef_u_innv_og_norskf","alle","0","alle","personer","77","grunnskolepoeng","NULL","NULL"
2013,"030112","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","38.1","grunnskolepoeng","NULL","NULL"
2013,"030112","bef_u_innv_og_norskf","alle","1","alle","personer","99","grunnskolepoeng","NULL","NULL"
2013,"030112","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","40.1","grunnskolepoeng","NULL","NULL"
2013,"030112","bef_u_innv_og_norskf","alle","alle","alle","personer","176","grunnskolepoeng","NULL","NULL"
2013,"030113","alle","alle","0","alle","gjennomsnitt","43.9","grunnskolepoeng","NULL","NULL"
2013,"030113","alle","alle","0","alle","personer","216","grunnskolepoeng","NULL","NULL"
2013,"030113","alle","alle","1","alle","gjennomsnitt","40.7","grunnskolepoeng","NULL","NULL"
2013,"030113","alle","alle","1","alle","personer","242","grunnskolepoeng","NULL","NULL"
2013,"030113","alle","alle","alle","alle","gjennomsnitt","42.2","grunnskolepoeng","NULL","NULL"
2013,"030113","alle","alle","alle","alle","personer","458","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","1","0","alle","gjennomsnitt","35.9","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","1","0","alle","personer","3","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","1","1","alle","gjennomsnitt","31.4","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","1","1","alle","personer","4","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","1","alle","alle","gjennomsnitt","33.4","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","1","alle","alle","personer","7","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","2","0","alle","gjennomsnitt","36.4","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","2","0","alle","personer","17","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","2","1","alle","gjennomsnitt","36.7","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","2","1","alle","personer","17","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","2","alle","alle","gjennomsnitt","36.5","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","2","alle","alle","personer","34","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","0","alle","gjennomsnitt","36.3","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","0","alle","personer","20","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","0","0_6","gjennomsnitt","40.7","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","0","0_6","personer","11","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","0","7+","gjennomsnitt","30.9","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","0","7+","personer","9","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","1","alle","gjennomsnitt","35.7","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","1","alle","personer","21","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","1","0_6","gjennomsnitt","37.3","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","1","0_6","personer","10","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","1","7+","gjennomsnitt","34.2","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","1","7+","personer","11","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","alle","alle","gjennomsnitt","36","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","alle","alle","personer","41","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","alle","0_6","gjennomsnitt","39.1","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","alle","0_6","personer","21","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","alle","7+","gjennomsnitt","32.7","grunnskolepoeng","NULL","NULL"
2013,"030113","innvandrere","alle","alle","7+","personer","20","grunnskolepoeng","NULL","NULL"
2013,"030113","norskfodte_m_innvf","alle","0","alle","gjennomsnitt","40.7","grunnskolepoeng","NULL","NULL"
2013,"030113","norskfodte_m_innvf","alle","0","alle","personer","34","grunnskolepoeng","NULL","NULL"
2013,"030113","norskfodte_m_innvf","alle","1","alle","gjennomsnitt","38.6","grunnskolepoeng","NULL","NULL"
2013,"030113","norskfodte_m_innvf","alle","1","alle","personer","44","grunnskolepoeng","NULL","NULL"
2013,"030113","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","39.5","grunnskolepoeng","NULL","NULL"
2013,"030113","norskfodte_m_innvf","alle","alle","alle","personer","78","grunnskolepoeng","NULL","NULL"
2013,"030113","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","45.5","grunnskolepoeng","NULL","NULL"
2013,"030113","bef_u_innv_og_norskf","alle","0","alle","personer","162","grunnskolepoeng","NULL","NULL"
2013,"030113","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","41.9","grunnskolepoeng","NULL","NULL"
2013,"030113","bef_u_innv_og_norskf","alle","1","alle","personer","177","grunnskolepoeng","NULL","NULL"
2013,"030113","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","43.6","grunnskolepoeng","NULL","NULL"
2013,"030113","bef_u_innv_og_norskf","alle","alle","alle","personer","339","grunnskolepoeng","NULL","NULL"
2013,"030114","alle","alle","0","alle","gjennomsnitt","45.1","grunnskolepoeng","NULL","NULL"
2013,"030114","alle","alle","0","alle","personer","233","grunnskolepoeng","NULL","NULL"
2013,"030114","alle","alle","1","alle","gjennomsnitt","40.7","grunnskolepoeng","NULL","NULL"
2013,"030114","alle","alle","1","alle","personer","252","grunnskolepoeng","NULL","NULL"
2013,"030114","alle","alle","alle","alle","gjennomsnitt","42.8","grunnskolepoeng","NULL","NULL"
2013,"030114","alle","alle","alle","alle","personer","485","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","1","0","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","1","0","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","1","1","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","1","1","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","1","alle","alle","gjennomsnitt","41.2","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","1","alle","alle","personer","6","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","2","0","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","2","0","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","2","1","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","2","1","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","2","alle","alle","gjennomsnitt","31.4","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","2","alle","alle","personer","21","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","0","alle","gjennomsnitt","34.4","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","0","alle","personer","12","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","0","0_6","gjennomsnitt","38.7","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","0","0_6","personer","4","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","0","7+","gjennomsnitt","32.3","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","0","7+","personer","8","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","1","alle","gjennomsnitt","32.9","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","1","alle","personer","15","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","1","0_6","gjennomsnitt","34.1","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","1","0_6","personer","5","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","1","7+","gjennomsnitt","32.3","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","1","7+","personer","10","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","alle","alle","gjennomsnitt","33.6","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","alle","alle","personer","27","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","alle","0_6","gjennomsnitt","36.2","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","alle","0_6","personer","9","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","alle","7+","gjennomsnitt","32.3","grunnskolepoeng","NULL","NULL"
2013,"030114","innvandrere","alle","alle","7+","personer","18","grunnskolepoeng","NULL","NULL"
2013,"030114","norskfodte_m_innvf","alle","0","alle","gjennomsnitt","42.3","grunnskolepoeng","NULL","NULL"
2013,"030114","norskfodte_m_innvf","alle","0","alle","personer","12","grunnskolepoeng","NULL","NULL"
2013,"030114","norskfodte_m_innvf","alle","1","alle","gjennomsnitt","36.9","grunnskolepoeng","NULL","NULL"
2013,"030114","norskfodte_m_innvf","alle","1","alle","personer","12","grunnskolepoeng","NULL","NULL"
2013,"030114","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","39.6","grunnskolepoeng","NULL","NULL"
2013,"030114","norskfodte_m_innvf","alle","alle","alle","personer","24","grunnskolepoeng","NULL","NULL"
2013,"030114","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","45.8","grunnskolepoeng","NULL","NULL"
2013,"030114","bef_u_innv_og_norskf","alle","0","alle","personer","209","grunnskolepoeng","NULL","NULL"
2013,"030114","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","41.4","grunnskolepoeng","NULL","NULL"
2013,"030114","bef_u_innv_og_norskf","alle","1","alle","personer","225","grunnskolepoeng","NULL","NULL"
2013,"030114","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","43.6","grunnskolepoeng","NULL","NULL"
2013,"030114","bef_u_innv_og_norskf","alle","alle","alle","personer","434","grunnskolepoeng","NULL","NULL"
2013,"030115","alle","alle","0","alle","gjennomsnitt","40.9","grunnskolepoeng","NULL","NULL"
2013,"030115","alle","alle","0","alle","personer","260","grunnskolepoeng","NULL","NULL"
2013,"030115","alle","alle","1","alle","gjennomsnitt","37.6","grunnskolepoeng","NULL","NULL"
2013,"030115","alle","alle","1","alle","personer","248","grunnskolepoeng","NULL","NULL"
2013,"030115","alle","alle","alle","alle","gjennomsnitt","39.3","grunnskolepoeng","NULL","NULL"
2013,"030115","alle","alle","alle","alle","personer","508","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","1","0","alle","gjennomsnitt","33.9","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","1","0","alle","personer","6","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","1","1","alle","gjennomsnitt","35.9","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","1","1","alle","personer","4","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","1","alle","alle","gjennomsnitt","34.7","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","1","alle","alle","personer","10","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","2","0","alle","gjennomsnitt","35.3","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","2","0","alle","personer","30","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","2","1","alle","gjennomsnitt","35.3","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","2","1","alle","personer","27","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","2","alle","alle","gjennomsnitt","35.3","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","2","alle","alle","personer","57","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","0","alle","gjennomsnitt","35.1","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","0","alle","personer","36","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","0","0_6","gjennomsnitt","35.9","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","0","0_6","personer","16","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","0","7+","gjennomsnitt","34.4","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","0","7+","personer","20","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","1","alle","gjennomsnitt","35.4","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","1","alle","personer","31","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","1","0_6","gjennomsnitt","36.8","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","1","0_6","personer","14","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","1","7+","gjennomsnitt","34.2","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","1","7+","personer","17","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","alle","alle","gjennomsnitt","35.2","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","alle","alle","personer","67","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","alle","0_6","gjennomsnitt","36.3","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","alle","0_6","personer","30","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","alle","7+","gjennomsnitt","34.4","grunnskolepoeng","NULL","NULL"
2013,"030115","innvandrere","alle","alle","7+","personer","37","grunnskolepoeng","NULL","NULL"
2013,"030115","norskfodte_m_innvf","alle","0","alle","gjennomsnitt","40.7","grunnskolepoeng","NULL","NULL"
2013,"030115","norskfodte_m_innvf","alle","0","alle","personer","117","grunnskolepoeng","NULL","NULL"
2013,"030115","norskfodte_m_innvf","alle","1","alle","gjennomsnitt","37.2","grunnskolepoeng","NULL","NULL"
2013,"030115","norskfodte_m_innvf","alle","1","alle","personer","108","grunnskolepoeng","NULL","NULL"
2013,"030115","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","39","grunnskolepoeng","NULL","NULL"
2013,"030115","norskfodte_m_innvf","alle","alle","alle","personer","225","grunnskolepoeng","NULL","NULL"
2013,"030115","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","43","grunnskolepoeng","NULL","NULL"
2013,"030115","bef_u_innv_og_norskf","alle","0","alle","personer","107","grunnskolepoeng","NULL","NULL"
2013,"030115","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","38.7","grunnskolepoeng","NULL","NULL"
2013,"030115","bef_u_innv_og_norskf","alle","1","alle","personer","109","grunnskolepoeng","NULL","NULL"
2013,"030115","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","40.8","grunnskolepoeng","NULL","NULL"
2013,"030115","bef_u_innv_og_norskf","alle","alle","alle","personer","216","grunnskolepoeng","NULL","NULL"
2013,"030116","alle","alle","0","alle","gjennomsnitt",".","grunnskolepoeng","NULL","NULL"
2013,"030116","alle","alle","0","alle","personer",".","grunnskolepoeng","NULL","NULL"
2013,"030116","alle","alle","1","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030116","alle","alle","1","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030116","alle","alle","alle","alle","gjennomsnitt",":","grunnskolepoeng","NULL","NULL"
2013,"030116","alle","alle","alle","alle","personer",":","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","1","0","alle","gjennomsnitt",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","1","0","alle","personer",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","1","1","alle","gjennomsnitt",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","1","1","alle","personer",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","1","alle","alle","gjennomsnitt",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","1","alle","alle","personer",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","2","0","alle","gjennomsnitt",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","2","0","alle","personer",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","2","1","alle","gjennomsnitt",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","2","1","alle","personer",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","2","alle","alle","gjennomsnitt",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","2","alle","alle","personer",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","alle","0","alle","gjennomsnitt",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","alle","0","alle","personer",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","alle","0","0_6","gjennomsnitt",".","grunnskolepoeng","NULL","NULL"
2013,"030116","innvandrere","alle","0","0_6","personer",".","grunnskolepoeng","NULL","NULL"
