"kommune_nr","bosetting","aar","enhet","tabellvariabel"
"1738","vedtak","2016","personer","10"
"1739","vedtak","2016","personer","10"
"1740","vedtak","2016","personer","14"
"1742","vedtak","2016","personer","27"
"1743","vedtak","2016","personer","5"
"1744","vedtak","2016","personer","17"
"1748","vedtak","2016","personer","."
"1749","vedtak","2016","personer","14"
"1750","vedtak","2016","personer","20"
"1751","vedtak","2016","personer","43"
"1755","vedtak","2016","personer","10"
"1756","vedtak","2016","personer","32"
"1804","vedtak","2016","personer","140"
"1805","vedtak","2016","personer","50"
"1811","vedtak","2016","personer","15"
"1812","vedtak","2016","personer","15"
"1813","vedtak","2016","personer","35"
"1815","vedtak","2016","personer","5"
"1816","vedtak","2016","personer","10"
"1818","vedtak","2016","personer","20"
"1820","vedtak","2016","personer","40"
"1822","vedtak","2016","personer","27"
"1824","vedtak","2016","personer","40"
"1825","vedtak","2016","personer","."
"1826","vedtak","2016","personer","."
"1827","vedtak","2016","personer","15"
"1828","vedtak","2016","personer","20"
"1832","vedtak","2016","personer","15"
"1833","vedtak","2016","personer","50"
"1834","vedtak","2016","personer","."
"1835","vedtak","2016","personer","10"
"1836","vedtak","2016","personer","."
"1837","vedtak","2016","personer","30"
"1838","vedtak","2016","personer","."
"1839","vedtak","2016","personer","10"
"1840","vedtak","2016","personer","30"
"1841","vedtak","2016","personer","40"
"1845","vedtak","2016","personer","5"
"1848","vedtak","2016","personer","20"
"1849","vedtak","2016","personer","20"
"1850","vedtak","2016","personer","."
"1851","vedtak","2016","personer","10"
"1852","vedtak","2016","personer","."
"1853","vedtak","2016","personer","25"
"1854","vedtak","2016","personer","20"
"1856","vedtak","2016","personer","."
"1857","vedtak","2016","personer","."
"1859","vedtak","2016","personer","15"
"1860","vedtak","2016","personer","45"
"1865","vedtak","2016","personer","50"
"1866","vedtak","2016","personer","."
"1867","vedtak","2016","personer","25"
"1868","vedtak","2016","personer","21"
"1870","vedtak","2016","personer","."
"1871","vedtak","2016","personer","40"
"1874","vedtak","2016","personer","."
"1902","vedtak","2016","personer","195"
"1903","vedtak","2016","personer","90"
"1911","vedtak","2016","personer","20"
"1913","vedtak","2016","personer","15"
"1917","vedtak","2016","personer","10"
"1919","vedtak","2016","personer","20"
"1920","vedtak","2016","personer","20"
"1922","vedtak","2016","personer","21"
"1923","vedtak","2016","personer","27"
"1924","vedtak","2016","personer","15"
"1925","vedtak","2016","personer","25"
"1926","vedtak","2016","personer","10"
"1927","vedtak","2016","personer","15"
"1928","vedtak","2016","personer","10"
"1929","vedtak","2016","personer","10"
"1931","vedtak","2016","personer","65"
"1933","vedtak","2016","personer","20"
"1936","vedtak","2016","personer","10"
"1938","vedtak","2016","personer","."
"1939","vedtak","2016","personer","5"
"1940","vedtak","2016","personer","10"
"1941","vedtak","2016","personer","20"
"1942","vedtak","2016","personer","25"
"1943","vedtak","2016","personer","."
"2002","vedtak","2016","personer","25"
"2003","vedtak","2016","personer","70"
"2004","vedtak","2016","personer","40"
"2011","vedtak","2016","personer","."
"2012","vedtak","2016","personer","50"
"2014","vedtak","2016","personer","12"
"2015","vedtak","2016","personer","20"
"2017","vedtak","2016","personer","10"
"2018","vedtak","2016","personer","."
"2019","vedtak","2016","personer","10"
"2020","vedtak","2016","personer","25"
"2021","vedtak","2016","personer","10"
"2022","vedtak","2016","personer","8"
"2023","vedtak","2016","personer","15"
"2024","vedtak","2016","personer","0"
"2025","vedtak","2016","personer","15"
"2027","vedtak","2016","personer","10"
"2028","vedtak","2016","personer","17"
"2030","vedtak","2016","personer","80"
"0101","bosatt","2016","personer","."
"0104","bosatt","2016","personer","."
"0105","bosatt","2016","personer","."
"0106","bosatt","2016","personer","."
"0111","bosatt","2016","personer","."
"0118","bosatt","2016","personer","."
"0119","bosatt","2016","personer","."
"0121","bosatt","2016","personer","."
"0122","bosatt","2016","personer","."
"0123","bosatt","2016","personer","."
"0124","bosatt","2016","personer","."
"0125","bosatt","2016","personer","."
"0127","bosatt","2016","personer","."
"0128","bosatt","2016","personer","."
"0135","bosatt","2016","personer","."
"0136","bosatt","2016","personer","."
"0137","bosatt","2016","personer","."
"0138","bosatt","2016","personer","."
"0211","bosatt","2016","personer","."
"0213","bosatt","2016","personer","."
"0214","bosatt","2016","personer","."
"0215","bosatt","2016","personer","."
"0216","bosatt","2016","personer","."
"0217","bosatt","2016","personer","."
"0219","bosatt","2016","personer","."
"0220","bosatt","2016","personer","."
"0221","bosatt","2016","personer","."
"0226","bosatt","2016","personer","."
"0227","bosatt","2016","personer","."
"0228","bosatt","2016","personer","."
"0229","bosatt","2016","personer","."
"0230","bosatt","2016","personer","."
"0231","bosatt","2016","personer","."
"0233","bosatt","2016","personer","."
"0234","bosatt","2016","personer","."
"0235","bosatt","2016","personer","."
"0236","bosatt","2016","personer","."
"0237","bosatt","2016","personer","."
"0238","bosatt","2016","personer","."
"0239","bosatt","2016","personer","."
"0301","bosatt","2016","personer","."
"0402","bosatt","2016","personer","."
"0403","bosatt","2016","personer","."
"0412","bosatt","2016","personer","."
"0415","bosatt","2016","personer","."
"0417","bosatt","2016","personer","."
"0418","bosatt","2016","personer","."
"0419","bosatt","2016","personer","."
"0420","bosatt","2016","personer","."
"0423","bosatt","2016","personer","."
"0425","bosatt","2016","personer","."
"0426","bosatt","2016","personer","."
"0427","bosatt","2016","personer","."
"0428","bosatt","2016","personer","."
"0429","bosatt","2016","personer","."
"0430","bosatt","2016","personer","."
"0432","bosatt","2016","personer","."
"0434","bosatt","2016","personer","."
"0436","bosatt","2016","personer","."
"0437","bosatt","2016","personer","."
"0438","bosatt","2016","personer","."
"0439","bosatt","2016","personer","."
"0441","bosatt","2016","personer","."
"0501","bosatt","2016","personer","."
"0502","bosatt","2016","personer","."
"0511","bosatt","2016","personer","."
"0512","bosatt","2016","personer","."
"0513","bosatt","2016","personer","."
"0514","bosatt","2016","personer","."
"0515","bosatt","2016","personer","."
"0516","bosatt","2016","personer","."
"0517","bosatt","2016","personer","."
"0519","bosatt","2016","personer","."
"0520","bosatt","2016","personer","."
"0521","bosatt","2016","personer","."
"0522","bosatt","2016","personer","."
"0528","bosatt","2016","personer","."
"0529","bosatt","2016","personer","."
"0532","bosatt","2016","personer","."
"0533","bosatt","2016","personer","."
"0534","bosatt","2016","personer","."
"0536","bosatt","2016","personer","."
"0538","bosatt","2016","personer","."
"0540","bosatt","2016","personer","."
"0541","bosatt","2016","personer","."
"0542","bosatt","2016","personer","."
"0543","bosatt","2016","personer","."
"0544","bosatt","2016","personer","."
"0545","bosatt","2016","personer","."
"0602","bosatt","2016","personer","."
"0604","bosatt","2016","personer","."
"0605","bosatt","2016","personer","."
"0612","bosatt","2016","personer","."
"0615","bosatt","2016","personer","."
"0616","bosatt","2016","personer","."
"0617","bosatt","2016","personer","."
"0618","bosatt","2016","personer","."
"0619","bosatt","2016","personer","."
"0620","bosatt","2016","personer","."
"0621","bosatt","2016","personer","."
"0622","bosatt","2016","personer","."
"0623","bosatt","2016","personer","."
"0624","bosatt","2016","personer","."
"0625","bosatt","2016","personer","."
"0626","bosatt","2016","personer","."
"0627","bosatt","2016","personer","."
"0628","bosatt","2016","personer","."
"0631","bosatt","2016","personer","."
"0632","bosatt","2016","personer","."
"0633","bosatt","2016","personer","."
"0701","bosatt","2016","personer","."
"0702","bosatt","2016","personer","."
"0704","bosatt","2016","personer","."
"0706","bosatt","2016","personer","."
"0709","bosatt","2016","personer","."
"0711","bosatt","2016","personer","."
"0713","bosatt","2016","personer","."
"0714","bosatt","2016","personer","."
"0716","bosatt","2016","personer","."
"0719","bosatt","2016","personer","."
"0720","bosatt","2016","personer","."
"0722","bosatt","2016","personer","."
"0723","bosatt","2016","personer","."
"0728","bosatt","2016","personer","."
"0805","bosatt","2016","personer","."
"0806","bosatt","2016","personer","."
"0807","bosatt","2016","personer","."
"0811","bosatt","2016","personer","."
"0814","bosatt","2016","personer","."
"0815","bosatt","2016","personer","."
"0817","bosatt","2016","personer","."
"0819","bosatt","2016","personer","."
"0821","bosatt","2016","personer","."
"0822","bosatt","2016","personer","."
"0826","bosatt","2016","personer","."
"0827","bosatt","2016","personer","."
"0828","bosatt","2016","personer","."
"0829","bosatt","2016","personer","."
"0830","bosatt","2016","personer","."
"0831","bosatt","2016","personer","."
"0833","bosatt","2016","personer","."
"0834","bosatt","2016","personer","."
"0901","bosatt","2016","personer","."
"0904","bosatt","2016","personer","."
"0906","bosatt","2016","personer","."
"0911","bosatt","2016","personer","."
"0912","bosatt","2016","personer","."
"0914","bosatt","2016","personer","."
"0919","bosatt","2016","personer","."
"0926","bosatt","2016","personer","."
"0928","bosatt","2016","personer","."
"0929","bosatt","2016","personer","."
"0935","bosatt","2016","personer","."
"0937","bosatt","2016","personer","."
"0938","bosatt","2016","personer","."
"0940","bosatt","2016","personer","."
"0941","bosatt","2016","personer","."
"1001","bosatt","2016","personer","."
"1002","bosatt","2016","personer","."
"1003","bosatt","2016","personer","."
"1004","bosatt","2016","personer","."
"1014","bosatt","2016","personer","."
"1017","bosatt","2016","personer","."
"1018","bosatt","2016","personer","."
"1021","bosatt","2016","personer","."
"1026","bosatt","2016","personer","."
"1027","bosatt","2016","personer","."
"1029","bosatt","2016","personer","."
"1032","bosatt","2016","personer","."
"1034","bosatt","2016","personer","."
"1037","bosatt","2016","personer","."
"1046","bosatt","2016","personer","."
"1101","bosatt","2016","personer","."
"1102","bosatt","2016","personer","."
"1103","bosatt","2016","personer","."
"1106","bosatt","2016","personer","."
"1111","bosatt","2016","personer","."
"1112","bosatt","2016","personer","."
"1114","bosatt","2016","personer","."
"1119","bosatt","2016","personer","."
"1120","bosatt","2016","personer","."
"1121","bosatt","2016","personer","."
"1122","bosatt","2016","personer","."
"1124","bosatt","2016","personer","."
"1127","bosatt","2016","personer","."
"1129","bosatt","2016","personer","."
"1130","bosatt","2016","personer","."
"1133","bosatt","2016","personer","."
"1134","bosatt","2016","personer","."
"1135","bosatt","2016","personer","."
"1141","bosatt","2016","personer","."
"1142","bosatt","2016","personer","."
"1144","bosatt","2016","personer","."
"1145","bosatt","2016","personer","."
"1146","bosatt","2016","personer","."
"1149","bosatt","2016","personer","."
"1151","bosatt","2016","personer","."
"1160","bosatt","2016","personer","."
"1201","bosatt","2016","personer","."
"1211","bosatt","2016","personer","."
"1216","bosatt","2016","personer","."
"1219","bosatt","2016","personer","."
"1221","bosatt","2016","personer","."
"1222","bosatt","2016","personer","."
"1223","bosatt","2016","personer","."
"1224","bosatt","2016","personer","."
"1227","bosatt","2016","personer","."
"1228","bosatt","2016","personer","."
"1231","bosatt","2016","personer","."
"1232","bosatt","2016","personer","."
"1233","bosatt","2016","personer","."
"1234","bosatt","2016","personer","."
"1235","bosatt","2016","personer","."
"1238","bosatt","2016","personer","."
"1241","bosatt","2016","personer","."
"1242","bosatt","2016","personer","."
"1243","bosatt","2016","personer","."
"1244","bosatt","2016","personer","."
"1245","bosatt","2016","personer","."
"1246","bosatt","2016","personer","."
"1247","bosatt","2016","personer","."
"1251","bosatt","2016","personer","."
"1252","bosatt","2016","personer","."
"1253","bosatt","2016","personer","."
"1256","bosatt","2016","personer","."
"1259","bosatt","2016","personer","."
"1260","bosatt","2016","personer","."
"1263","bosatt","2016","personer","."
"1264","bosatt","2016","personer","."
"1265","bosatt","2016","personer","."
"1266","bosatt","2016","personer","."
"1401","bosatt","2016","personer","."
"1411","bosatt","2016","personer","."
"1412","bosatt","2016","personer","."
"1413","bosatt","2016","personer","."
"1416","bosatt","2016","personer","."
"1417","bosatt","2016","personer","."
"1418","bosatt","2016","personer","."
"1419","bosatt","2016","personer","."
"1420","bosatt","2016","personer","."
"1421","bosatt","2016","personer","."
"1422","bosatt","2016","personer","."
"1424","bosatt","2016","personer","."
"1426","bosatt","2016","personer","."
"1428","bosatt","2016","personer","."
"1429","bosatt","2016","personer","."
"1430","bosatt","2016","personer","."
"1431","bosatt","2016","personer","."
"1432","bosatt","2016","personer","."
"1433","bosatt","2016","personer","."
"1438","bosatt","2016","personer","."
"1439","bosatt","2016","personer","."
"1441","bosatt","2016","personer","."
"1443","bosatt","2016","personer","."
"1444","bosatt","2016","personer","."
"1445","bosatt","2016","personer","."
"1449","bosatt","2016","personer","."
"1502","bosatt","2016","personer","."
"1504","bosatt","2016","personer","."
"1505","bosatt","2016","personer","."
"1511","bosatt","2016","personer","."
"1514","bosatt","2016","personer","."
"1515","bosatt","2016","personer","."
"1516","bosatt","2016","personer","."
"1517","bosatt","2016","personer","."
"1519","bosatt","2016","personer","."
"1520","bosatt","2016","personer","."
"1523","bosatt","2016","personer","."
"1524","bosatt","2016","personer","."
"1525","bosatt","2016","personer","."
"1526","bosatt","2016","personer","."
"1528","bosatt","2016","personer","."
"1529","bosatt","2016","personer","."
"1531","bosatt","2016","personer","."
"1532","bosatt","2016","personer","."
"1534","bosatt","2016","personer","."
"1535","bosatt","2016","personer","."
"1539","bosatt","2016","personer","."
"1543","bosatt","2016","personer","."
"1545","bosatt","2016","personer","."
"1546","bosatt","2016","personer","."
"1547","bosatt","2016","personer","."
"1548","bosatt","2016","personer","."
"1551","bosatt","2016","personer","."
"1554","bosatt","2016","personer","."
"1557","bosatt","2016","personer","."
"1560","bosatt","2016","personer","."
"1563","bosatt","2016","personer","."
"1566","bosatt","2016","personer","."
"1567","bosatt","2016","personer","."
"1571","bosatt","2016","personer","."
"1573","bosatt","2016","personer","."
"1576","bosatt","2016","personer","."
"1601","bosatt","2016","personer","."
"1612","bosatt","2016","personer","."
"1613","bosatt","2016","personer","."
"1617","bosatt","2016","personer","."
"1620","bosatt","2016","personer","."
"1621","bosatt","2016","personer","."
"1622","bosatt","2016","personer","."
"1624","bosatt","2016","personer","."
"1627","bosatt","2016","personer","."
"1630","bosatt","2016","personer","."
"1632","bosatt","2016","personer","."
"1633","bosatt","2016","personer","."
"1634","bosatt","2016","personer","."
"1635","bosatt","2016","personer","."
"1636","bosatt","2016","personer","."
"1638","bosatt","2016","personer","."
"1640","bosatt","2016","personer","."
"1644","bosatt","2016","personer","."
"1648","bosatt","2016","personer","."
"1653","bosatt","2016","personer","."
"1657","bosatt","2016","personer","."
"1662","bosatt","2016","personer","."
"1663","bosatt","2016","personer","."
"1664","bosatt","2016","personer","."
"1665","bosatt","2016","personer","."
"1702","bosatt","2016","personer","."
"1703","bosatt","2016","personer","."
"1711","bosatt","2016","personer","."
"1714","bosatt","2016","personer","."
"1717","bosatt","2016","personer","."
"1718","bosatt","2016","personer","."
"1719","bosatt","2016","personer","."
"1721","bosatt","2016","personer","."
"1724","bosatt","2016","personer","."
"1725","bosatt","2016","personer","."
"1736","bosatt","2016","personer","."
"1738","bosatt","2016","personer","."
"1739","bosatt","2016","personer","."
"1740","bosatt","2016","personer","."
"1742","bosatt","2016","personer","."
"1743","bosatt","2016","personer","."
"1744","bosatt","2016","personer","."
"1748","bosatt","2016","personer","."
"1749","bosatt","2016","personer","."
"1750","bosatt","2016","personer","."
"1751","bosatt","2016","personer","."
"1755","bosatt","2016","personer","."
"1756","bosatt","2016","personer","."
"1804","bosatt","2016","personer","."
"1805","bosatt","2016","personer","."
"1811","bosatt","2016","personer","."
"1812","bosatt","2016","personer","."
"1813","bosatt","2016","personer","."
"1815","bosatt","2016","personer","."
"1816","bosatt","2016","personer","."
"1818","bosatt","2016","personer","."
"1820","bosatt","2016","personer","."
"1822","bosatt","2016","personer","."
"1824","bosatt","2016","personer","."
"1825","bosatt","2016","personer","."
"1826","bosatt","2016","personer","."
"1827","bosatt","2016","personer","."
"1828","bosatt","2016","personer","."
"1832","bosatt","2016","personer","."
"1833","bosatt","2016","personer","."
"1834","bosatt","2016","personer","."
"1835","bosatt","2016","personer","."
"1836","bosatt","2016","personer","."
"1837","bosatt","2016","personer","."
"1838","bosatt","2016","personer","."
"1839","bosatt","2016","personer","."
"1840","bosatt","2016","personer","."
"1841","bosatt","2016","personer","."
"1845","bosatt","2016","personer","."
"1848","bosatt","2016","personer","."
"1849","bosatt","2016","personer","."
"1850","bosatt","2016","personer","."
"1851","bosatt","2016","personer","."
"1852","bosatt","2016","personer","."
"1853","bosatt","2016","personer","."
"1854","bosatt","2016","personer","."
"1856","bosatt","2016","personer","."
"1857","bosatt","2016","personer","."
"1859","bosatt","2016","personer","."
"1860","bosatt","2016","personer","."
"1865","bosatt","2016","personer","."
"1866","bosatt","2016","personer","."
"1867","bosatt","2016","personer","."
"1868","bosatt","2016","personer","."
"1870","bosatt","2016","personer","."
"1871","bosatt","2016","personer","."
"1874","bosatt","2016","personer","."
"1902","bosatt","2016","personer","."
"1903","bosatt","2016","personer","."
"1911","bosatt","2016","personer","."
"1913","bosatt","2016","personer","."
"1917","bosatt","2016","personer","."
"1919","bosatt","2016","personer","."
"1920","bosatt","2016","personer","."
"1922","bosatt","2016","personer","."
"1923","bosatt","2016","personer","."
"1924","bosatt","2016","personer","."
"1925","bosatt","2016","personer","."
"1926","bosatt","2016","personer","."
"1927","bosatt","2016","personer","."
"1928","bosatt","2016","personer","."
"1929","bosatt","2016","personer","."
"1931","bosatt","2016","personer","."
"1933","bosatt","2016","personer","."
"1936","bosatt","2016","personer","."
"1938","bosatt","2016","personer","."
"1939","bosatt","2016","personer","."
"1940","bosatt","2016","personer","."
"1941","bosatt","2016","personer","."
"1942","bosatt","2016","personer","."
"1943","bosatt","2016","personer","."
"2002","bosatt","2016","personer","."
"2003","bosatt","2016","personer","."
"2004","bosatt","2016","personer","."
"2011","bosatt","2016","personer","."
"2012","bosatt","2016","personer","."
"2014","bosatt","2016","personer","."
"2015","bosatt","2016","personer","."
"2017","bosatt","2016","personer","."
"2018","bosatt","2016","personer","."
"2019","bosatt","2016","personer","."
"2020","bosatt","2016","personer","."
"2021","bosatt","2016","personer","."
"2022","bosatt","2016","personer","."
"2023","bosatt","2016","personer","."
"2024","bosatt","2016","personer","."
"2025","bosatt","2016","personer","."
"2027","bosatt","2016","personer","."
"2028","bosatt","2016","personer","."
"2030","bosatt","2016","personer","."
"0101","anmodning","2017","personer","80"
"0104","anmodning","2017","personer","100"
"0105","anmodning","2017","personer","150"
"0106","anmodning","2017","personer","205"
"0111","anmodning","2017","personer","30"
"0118","anmodning","2017","personer","20"
"0119","anmodning","2017","personer","15"
"0121","anmodning","2017","personer","15"
"0122","anmodning","2017","personer","15"
"0123","anmodning","2017","personer","35"
"0124","anmodning","2017","personer","50"
"0125","anmodning","2017","personer","50"
"0127","anmodning","2017","personer","25"
"0128","anmodning","2017","personer","25"
"0135","anmodning","2017","personer","25"
"0136","anmodning","2017","personer","30"
"0137","anmodning","2017","personer","15"
"0138","anmodning","2017","personer","15"
"0211","anmodning","2017","personer","40"
"0213","anmodning","2017","personer","115"
"0214","anmodning","2017","personer","45"
"0215","anmodning","2017","personer","40"
"0216","anmodning","2017","personer","45"
"0217","anmodning","2017","personer","90"
"0219","anmodning","2017","personer","330"
"0220","anmodning","2017","personer","160"
"0221","anmodning","2017","personer","40"
"0226","anmodning","2017","personer","40"
"0227","anmodning","2017","personer","30"
"0228","anmodning","2017","personer","50"
"0229","anmodning","2017","personer","30"
"0230","anmodning","2017","personer","95"
"0231","anmodning","2017","personer","150"
"0233","anmodning","2017","personer","60"
"0234","anmodning","2017","personer","25"
"0235","anmodning","2017","personer","100"
"0236","anmodning","2017","personer","55"
"0237","anmodning","2017","personer","60"
"0238","anmodning","2017","personer","30"
"0239","anmodning","2017","personer","20"
"0301","anmodning","2017","personer","1150"
"0402","anmodning","2017","personer","80"
"0403","anmodning","2017","personer","130"
"0412","anmodning","2017","personer","150"
"0415","anmodning","2017","personer","35"
"0417","anmodning","2017","personer","90"
"0418","anmodning","2017","personer","20"
"0419","anmodning","2017","personer","35"
"0420","anmodning","2017","personer","30"
"0423","anmodning","2017","personer","20"
"0425","anmodning","2017","personer","30"
"0426","anmodning","2017","personer","15"
"0427","anmodning","2017","personer","90"
"0428","anmodning","2017","personer","30"
"0429","anmodning","2017","personer","20"
"0430","anmodning","2017","personer","13"
"0432","anmodning","2017","personer","15"
"0434","anmodning","2017","personer","13"
"0436","anmodning","2017","personer","17"
"0437","anmodning","2017","personer","27"
"0438","anmodning","2017","personer","20"
"0439","anmodning","2017","personer","12"
"0441","anmodning","2017","personer","13"
"0501","anmodning","2017","personer","120"
"0502","anmodning","2017","personer","135"
"0511","anmodning","2017","personer","15"
"0512","anmodning","2017","personer","15"
"0513","anmodning","2017","personer","15"
"0514","anmodning","2017","personer","15"
"0515","anmodning","2017","personer","18"
"0516","anmodning","2017","personer","27"
"0517","anmodning","2017","personer","25"
"0519","anmodning","2017","personer","15"
"0520","anmodning","2017","personer","15"
"0521","anmodning","2017","personer","25"
"0522","anmodning","2017","personer","30"
"0528","anmodning","2017","personer","65"
"0529","anmodning","2017","personer","60"
"0532","anmodning","2017","personer","30"
"0533","anmodning","2017","personer","45"
"0534","anmodning","2017","personer","60"
"0536","anmodning","2017","personer","25"
"0538","anmodning","2017","personer","30"
"0540","anmodning","2017","personer","15"
"0541","anmodning","2017","personer","15"
"0542","anmodning","2017","personer","30"
"0543","anmodning","2017","personer","15"
"0544","anmodning","2017","personer","15"
"0545","anmodning","2017","personer","15"
"0602","anmodning","2017","personer","300"
"0604","anmodning","2017","personer","120"
"0605","anmodning","2017","personer","130"
"0612","anmodning","2017","personer","30"
"0615","anmodning","2017","personer","15"
"0616","anmodning","2017","personer","15"
"0617","anmodning","2017","personer","20"
"0618","anmodning","2017","personer","15"
"0619","anmodning","2017","personer","20"
"0620","anmodning","2017","personer","20"
"0621","anmodning","2017","personer","17"
"0622","anmodning","2017","personer","15"
"0623","anmodning","2017","personer","60"
"0624","anmodning","2017","personer","80"
"0625","anmodning","2017","personer","100"
"0626","anmodning","2017","personer","110"
"0627","anmodning","2017","personer","90"
"0628","anmodning","2017","personer","40"
"0631","anmodning","2017","personer","15"
"0632","anmodning","2017","personer","15"
"0633","anmodning","2017","personer","15"
"0701","anmodning","2017","personer","85"
"0702","anmodning","2017","personer","50"
"0704","anmodning","2017","personer","125"
"0706","anmodning","2017","personer","125"
"0709","anmodning","2017","personer","125"
"0711","anmodning","2017","personer","30"
"0713","anmodning","2017","personer","45"
"0714","anmodning","2017","personer","30"
"0716","anmodning","2017","personer","45"
"0719","anmodning","2017","personer","30"
"0720","anmodning","2017","personer","50"
"0722","anmodning","2017","personer","75"
"0723","anmodning","2017","personer","30"
"0728","anmodning","2017","personer","30"
"0805","anmodning","2017","personer","140"
"0806","anmodning","2017","personer","210"
"0807","anmodning","2017","personer","80"
"0811","anmodning","2017","personer","25"
"0814","anmodning","2017","personer","80"
"0815","anmodning","2017","personer","75"
"0817","anmodning","2017","personer","30"
"0819","anmodning","2017","personer","45"
"0821","anmodning","2017","personer","45"
"0822","anmodning","2017","personer","45"
"0826","anmodning","2017","personer","45"
"0827","anmodning","2017","personer","20"
"0828","anmodning","2017","personer","20"
"0829","anmodning","2017","personer","20"
"0830","anmodning","2017","personer","20"
"0831","anmodning","2017","personer","15"
"0833","anmodning","2017","personer","20"
"0834","anmodning","2017","personer","25"
"0901","anmodning","2017","personer","45"
"0904","anmodning","2017","personer","100"
"0906","anmodning","2017","personer","180"
"0911","anmodning","2017","personer","40"
"0912","anmodning","2017","personer","25"
"0914","anmodning","2017","personer","45"
"0919","anmodning","2017","personer","35"
"0926","anmodning","2017","personer","65"
"0928","anmodning","2017","personer","40"
"0929","anmodning","2017","personer","20"
"0935","anmodning","2017","personer","15"
"0937","anmodning","2017","personer","40"
"0938","anmodning","2017","personer","10"
"0940","anmodning","2017","personer","15"
"0941","anmodning","2017","personer","10"
"1001","anmodning","2017","personer","340"
"1002","anmodning","2017","personer","85"
"1003","anmodning","2017","personer","65"
"1004","anmodning","2017","personer","65"
"1014","anmodning","2017","personer","85"
"1017","anmodning","2017","personer","45"
"1018","anmodning","2017","personer","70"
"1021","anmodning","2017","personer","25"
"1026","anmodning","2017","personer","15"
"1027","anmodning","2017","personer","25"
"1029","anmodning","2017","personer","40"
"1032","anmodning","2017","personer","65"
"1034","anmodning","2017","personer","20"
"1037","anmodning","2017","personer","45"
"1046","anmodning","2017","personer","25"
"1101","anmodning","2017","personer","58"
"1102","anmodning","2017","personer","196"
"1103","anmodning","2017","personer","426"
"1106","anmodning","2017","personer","121"
"1111","anmodning","2017","personer","29"
"1112","anmodning","2017","personer","35"
"1114","anmodning","2017","personer","23"
"1119","anmodning","2017","personer","63"
"1120","anmodning","2017","personer","63"
"1121","anmodning","2017","personer","63"
"1122","anmodning","2017","personer","52"
"1124","anmodning","2017","personer","86"
"1127","anmodning","2017","personer","58"
"1129","anmodning","2017","personer","23"
"1130","anmodning","2017","personer","52"
"1133","anmodning","2017","personer","35"
"1134","anmodning","2017","personer","35"
"1135","anmodning","2017","personer","35"
"1141","anmodning","2017","personer","23"
"1142","anmodning","2017","personer","40"
"1144","anmodning","2017","personer","14"
"1145","anmodning","2017","personer","14"
"1146","anmodning","2017","personer","52"
"1149","anmodning","2017","personer","132"
"1151","anmodning","2017","personer","14"
"1160","anmodning","2017","personer","40"
"1201","anmodning","2017","personer","830"
"1211","anmodning","2017","personer","23"
"1216","anmodning","2017","personer","29"
"1219","anmodning","2017","personer","58"
"1221","anmodning","2017","personer","69"
"1222","anmodning","2017","personer","29"
"1223","anmodning","2017","personer","16"
"1224","anmodning","2017","personer","58"
"1227","anmodning","2017","personer","17"
"1228","anmodning","2017","personer","46"
"1231","anmodning","2017","personer","35"
"1232","anmodning","2017","personer","17"
"1233","anmodning","2017","personer","23"
"1234","anmodning","2017","personer","17"
"1235","anmodning","2017","personer","69"
"1238","anmodning","2017","personer","46"
"1241","anmodning","2017","personer","35"
"1242","anmodning","2017","personer","29"
"1243","anmodning","2017","personer","75"
"1244","anmodning","2017","personer","29"
"1245","anmodning","2017","personer","40"
"1246","anmodning","2017","personer","86"
"1247","anmodning","2017","personer","92"
"1251","anmodning","2017","personer","29"
"1252","anmodning","2017","personer","14"
"1253","anmodning","2017","personer","32"
"1256","anmodning","2017","personer","40"
"1259","anmodning","2017","personer","40"
"1260","anmodning","2017","personer","29"
"1263","anmodning","2017","personer","63"
"1264","anmodning","2017","personer","14"
"1265","anmodning","2017","personer","14"
"1266","anmodning","2017","personer","22"
"1401","anmodning","2017","personer","63"
"1411","anmodning","2017","personer","23"
"1412","anmodning","2017","personer","17"
"1413","anmodning","2017","personer","23"
"1416","anmodning","2017","personer","29"
"1417","anmodning","2017","personer","23"
"1418","anmodning","2017","personer","23"
"1419","anmodning","2017","personer","23"
"1420","anmodning","2017","personer","52"
"1421","anmodning","2017","personer","17"
"1422","anmodning","2017","personer","23"
"1424","anmodning","2017","personer","23"
"1426","anmodning","2017","personer","23"
"1428","anmodning","2017","personer","23"
"1429","anmodning","2017","personer","23"
"1430","anmodning","2017","personer","35"
"1431","anmodning","2017","personer","23"
"1432","anmodning","2017","personer","63"
"1433","anmodning","2017","personer","23"
"1438","anmodning","2017","personer","29"
"1439","anmodning","2017","personer","29"
"1441","anmodning","2017","personer","23"
"1443","anmodning","2017","personer","46"
"1444","anmodning","2017","personer","17"
"1445","anmodning","2017","personer","40"
"1449","anmodning","2017","personer","52"
"1502","anmodning","2017","personer","110"
"1504","anmodning","2017","personer","175"
"1505","anmodning","2017","personer","95"
"1511","anmodning","2017","personer","20"
"1514","anmodning","2017","personer","15"
"1515","anmodning","2017","personer","42"
"1516","anmodning","2017","personer","38"
"1517","anmodning","2017","personer","22"
"1519","anmodning","2017","personer","45"
"1520","anmodning","2017","personer","45"
"1523","anmodning","2017","personer","15"
"1524","anmodning","2017","personer","10"
"1525","anmodning","2017","personer","20"
"1526","anmodning","2017","personer","10"
"1528","anmodning","2017","personer","32"
"1529","anmodning","2017","personer","18"
