"aar","fylke_nr","innvkat_5","kjonn","enhet","tabellvariabel","tabell_navn","kommune_nr","naringsregion_nr","bydel_nr"
"2011","NULL","befolkningen_ellers","1","personer","633","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","82.1","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","1273","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","85.6","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","22","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","81.5","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","18","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","81.8","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","40","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","81.6","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","618","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","89.6","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","615","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","82.1","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","1233","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","85.7","videregaende_fullfort","0219","NULL","NULL"
"2011","NULL","alle","0","personer","284","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","alle","0","prosent","83.8","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","alle","1","personer","289","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","alle","1","prosent","75.3","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","alle","alle","personer","573","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","alle","alle","prosent","79.3","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","innvandrere","0","personer","10","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","innvandrere","0","prosent","66.7","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","innvandrere","1","personer","7","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","innvandrere","1","prosent","41.2","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","innvandrere","alle","personer","17","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","innvandrere","alle","prosent","53.1","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","personer","274","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","prosent","84.6","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","personer","282","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","76.8","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","556","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","80.5","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","8","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","80","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","9","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","56.3","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","17","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","65.4","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","266","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","84.7","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","273","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","77.8","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","539","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","81.1","videregaende_fullfort","0220","NULL","NULL"
"2011","NULL","alle","0","personer","80","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","alle","0","prosent","69.6","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","alle","1","personer","60","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","alle","1","prosent","58.3","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","alle","alle","personer","140","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","alle","alle","prosent","64.2","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","innvandrere","0","personer","2","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","innvandrere","0","prosent","100","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","innvandrere","1","personer","1","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","innvandrere","1","prosent","33.3","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","innvandrere","alle","personer","3","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","innvandrere","alle","prosent","60","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","personer","78","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","prosent","69","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","personer","59","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","59","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","137","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","64.3","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","8","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","88.9","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","9","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","75","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","17","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","81","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","70","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","67.3","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","50","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","56.8","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","120","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","62.5","videregaende_fullfort","0228","NULL","NULL"
"2011","NULL","alle","0","personer","178","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","alle","0","prosent","79.8","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","alle","1","personer","163","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","alle","1","prosent","69.4","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","alle","alle","personer","341","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","alle","alle","prosent","74.5","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","innvandrere","0","personer","6","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","innvandrere","0","prosent","66.7","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","innvandrere","1","personer","4","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","innvandrere","1","prosent","44.4","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","innvandrere","alle","personer","10","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","innvandrere","alle","prosent","55.6","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","personer","172","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","prosent","80.4","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","personer","159","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","70.4","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","331","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","75.2","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","19","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","82.6","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","14","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","70","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","33","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","76.7","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","153","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","80.1","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","145","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","70.4","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","298","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","75.1","videregaende_fullfort","0230","NULL","NULL"
"2011","NULL","alle","0","personer","206","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","alle","0","prosent","78.3","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","alle","1","personer","183","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","alle","1","prosent","64.4","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","alle","alle","personer","389","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","alle","alle","prosent","71.1","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","innvandrere","0","personer","14","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","innvandrere","0","prosent","73.7","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","innvandrere","1","personer","13","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","innvandrere","1","prosent","56.5","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","innvandrere","alle","personer","27","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","innvandrere","alle","prosent","64.3","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","personer","192","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","prosent","78.7","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","personer","170","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","65.1","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","362","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","71.7","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","15","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","88.2","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","8","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","57.1","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","23","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","74.2","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","177","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","78","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","162","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","65.6","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","339","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","71.5","videregaende_fullfort","0231","NULL","NULL"
"2011","NULL","alle","0","personer","106","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","alle","0","prosent","73.6","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","alle","1","personer","83","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","alle","1","prosent","62.9","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","alle","alle","personer","189","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","alle","alle","prosent","68.5","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","innvandrere","0","personer","1","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","innvandrere","0","prosent","50","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","innvandrere","1","personer","3","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","innvandrere","1","prosent","100","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","innvandrere","alle","personer","4","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","innvandrere","alle","prosent","80","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","personer","105","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","prosent","73.9","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","personer","80","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","62","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","185","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","68.3","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","3","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","75","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","4","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","44.4","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","7","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","53.8","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","102","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","73.9","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","76","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","63.3","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","178","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","69","videregaende_fullfort","0233","NULL","NULL"
"2011","NULL","alle","0","personer","101","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","alle","0","prosent","68.2","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","alle","1","personer","109","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","alle","1","prosent","61.2","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","alle","alle","personer","210","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","alle","alle","prosent","64.4","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","innvandrere","0","personer","6","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","innvandrere","0","prosent","66.7","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","innvandrere","1","personer","3","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","innvandrere","1","prosent","33.3","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","innvandrere","alle","personer","9","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","innvandrere","alle","prosent","50","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","personer","95","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","prosent","68.3","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","personer","106","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","62.7","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","201","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","65.3","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","5","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","83.3","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","2","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","40","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","7","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","63.6","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","90","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","67.7","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","104","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","63.4","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","194","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","65.3","videregaende_fullfort","0235","NULL","NULL"
"2011","NULL","alle","0","personer","80","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","alle","0","prosent","70.8","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","alle","1","personer","74","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","alle","1","prosent","63.8","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","alle","alle","personer","154","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","alle","alle","prosent","67.2","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","innvandrere","0","personer","1","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","innvandrere","0","prosent","100","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","innvandrere","1","personer","1","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","innvandrere","1","prosent","50","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","innvandrere","alle","personer","2","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","innvandrere","alle","prosent","66.7","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","personer","79","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","prosent","70.5","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","personer","73","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","64","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","152","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","67.3","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","1","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","25","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","1","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","50","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","2","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","33.3","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","78","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","72.2","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","72","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","64.3","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","150","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","68.2","videregaende_fullfort","0237","NULL","NULL"
"2011","NULL","alle","0","personer","1979","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","alle","0","prosent","81.3","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","alle","1","personer","1728","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","alle","1","prosent","68.8","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","alle","alle","personer","3707","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","alle","alle","prosent","74.9","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","innvandrere","0","personer","160","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","innvandrere","0","prosent","69.6","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","innvandrere","1","personer","100","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","innvandrere","1","prosent","46.1","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","innvandrere","alle","personer","260","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","innvandrere","alle","prosent","58.2","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","personer","1819","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","prosent","82.5","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","personer","1628","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","70.9","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","3447","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","76.6","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","284","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","76.3","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","245","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","56.8","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","529","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","65.9","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","1535","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","83.7","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","1383","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","74.2","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","2918","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","78.9","videregaende_fullfort","0301","NULL","NULL"
"2011","NULL","alle","0","personer","135","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","alle","0","prosent","85.4","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","alle","1","personer","129","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","alle","1","prosent","66.8","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","alle","alle","personer","264","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","alle","alle","prosent","75.2","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","innvandrere","0","personer","3","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","innvandrere","0","prosent","100","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","innvandrere","1","personer","5","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","innvandrere","1","prosent","50","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","innvandrere","alle","personer","8","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","innvandrere","alle","prosent","61.5","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","personer","132","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","befolkningen_ellers","0","prosent","85.2","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","personer","124","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","befolkningen_ellers","1","prosent","67.8","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","personer","256","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","befolkningen_ellers","alle","prosent","75.7","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","personer","1","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","0","prosent","100","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","personer","2","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","1","prosent","50","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","personer","3","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","norskfodte_m_innvf","alle","prosent","60","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","personer","131","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","0","prosent","85.1","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","personer","122","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","1","prosent","68.2","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","personer","253","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","bef_u_innv_og_norskf","alle","prosent","76","videregaende_fullfort","0403","NULL","NULL"
"2011","NULL","alle","0","personer","169","videregaende_fullfort","0412","NULL","NULL"
"2011","NULL","alle","0","prosent","72.5","videregaende_fullfort","0412","NULL","NULL"
"2011","NULL","alle","1","personer","131","videregaende_fullfort","0412","NULL","NULL"
"2011","NULL","alle","1","prosent","59.8","videregaende_fullfort","0412","NULL","NULL"
"2011","NULL","alle","alle","personer","300","videregaende_fullfort","0412","NULL","NULL"
