"aar","naringsregion_nr","innvkat_3","vreg_3","kjonn","tabellvariabel","tabell_navn","enhet"
"2006","54","alle","1","alle","44","ikke_arbutd_innvkat_land","personer"
"2006","54","alle","2","0","42","ikke_arbutd_innvkat_land","personer"
"2006","54","alle","2","1","35","ikke_arbutd_innvkat_land","personer"
"2006","54","alle","2","alle","77","ikke_arbutd_innvkat_land","personer"
"2006","54","alle","alle","0","589","ikke_arbutd_innvkat_land","personer"
"2006","54","alle","alle","1","531","ikke_arbutd_innvkat_land","personer"
"2006","54","alle","alle","alle","1120","ikke_arbutd_innvkat_land","personer"
"2006","54","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","54","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","54","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","54","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","54","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","54","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","54","befolkningen_ellers","alle","0","520","ikke_arbutd_innvkat_land","personer"
"2006","54","befolkningen_ellers","alle","1","479","ikke_arbutd_innvkat_land","personer"
"2006","54","befolkningen_ellers","alle","alle","999","ikke_arbutd_innvkat_land","personer"
"2006","54","innvandrere","1","0","27","ikke_arbutd_innvkat_land","personer"
"2006","54","innvandrere","1","1","17","ikke_arbutd_innvkat_land","personer"
"2006","54","innvandrere","1","alle","44","ikke_arbutd_innvkat_land","personer"
"2006","54","innvandrere","2","0","42","ikke_arbutd_innvkat_land","personer"
"2006","54","innvandrere","2","1","35","ikke_arbutd_innvkat_land","personer"
"2006","54","innvandrere","2","alle","77","ikke_arbutd_innvkat_land","personer"
"2006","54","innvandrere","alle","0","69","ikke_arbutd_innvkat_land","personer"
"2006","54","innvandrere","alle","1","52","ikke_arbutd_innvkat_land","personer"
"2006","54","innvandrere","alle","alle","121","ikke_arbutd_innvkat_land","personer"
"2006","55","alle","1","0","61","ikke_arbutd_innvkat_land","personer"
"2006","55","alle","1","1","32","ikke_arbutd_innvkat_land","personer"
"2006","55","alle","1","alle","93","ikke_arbutd_innvkat_land","personer"
"2006","55","alle","2","0","224","ikke_arbutd_innvkat_land","personer"
"2006","55","alle","2","1","106","ikke_arbutd_innvkat_land","personer"
"2006","55","alle","2","alle","330","ikke_arbutd_innvkat_land","personer"
"2006","55","alle","alle","0","2658","ikke_arbutd_innvkat_land","personer"
"2006","55","alle","alle","1","1738","ikke_arbutd_innvkat_land","personer"
"2006","55","alle","alle","alle","4396","ikke_arbutd_innvkat_land","personer"
"2006","55","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","55","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","55","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","55","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","55","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","55","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","55","befolkningen_ellers","alle","0","2373","ikke_arbutd_innvkat_land","personer"
"2006","55","befolkningen_ellers","alle","1","1600","ikke_arbutd_innvkat_land","personer"
"2006","55","befolkningen_ellers","alle","alle","3973","ikke_arbutd_innvkat_land","personer"
"2006","55","innvandrere","1","0","61","ikke_arbutd_innvkat_land","personer"
"2006","55","innvandrere","1","1","32","ikke_arbutd_innvkat_land","personer"
"2006","55","innvandrere","1","alle","93","ikke_arbutd_innvkat_land","personer"
"2006","55","innvandrere","2","0","224","ikke_arbutd_innvkat_land","personer"
"2006","55","innvandrere","2","1","106","ikke_arbutd_innvkat_land","personer"
"2006","55","innvandrere","2","alle","330","ikke_arbutd_innvkat_land","personer"
"2006","55","innvandrere","alle","0","285","ikke_arbutd_innvkat_land","personer"
"2006","55","innvandrere","alle","1","138","ikke_arbutd_innvkat_land","personer"
"2006","55","innvandrere","alle","alle","423","ikke_arbutd_innvkat_land","personer"
"2006","56","alle","1","0","132","ikke_arbutd_innvkat_land","personer"
"2006","56","alle","1","1","110","ikke_arbutd_innvkat_land","personer"
"2006","56","alle","1","alle","242","ikke_arbutd_innvkat_land","personer"
"2006","56","alle","2","0","287","ikke_arbutd_innvkat_land","personer"
"2006","56","alle","2","1","140","ikke_arbutd_innvkat_land","personer"
"2006","56","alle","2","alle","427","ikke_arbutd_innvkat_land","personer"
"2006","56","alle","alle","0","3976","ikke_arbutd_innvkat_land","personer"
"2006","56","alle","alle","1","2840","ikke_arbutd_innvkat_land","personer"
"2006","56","alle","alle","alle","6816","ikke_arbutd_innvkat_land","personer"
"2006","56","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","56","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","56","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","56","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","56","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","56","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","56","befolkningen_ellers","alle","0","3557","ikke_arbutd_innvkat_land","personer"
"2006","56","befolkningen_ellers","alle","1","2590","ikke_arbutd_innvkat_land","personer"
"2006","56","befolkningen_ellers","alle","alle","6147","ikke_arbutd_innvkat_land","personer"
"2006","56","innvandrere","1","0","132","ikke_arbutd_innvkat_land","personer"
"2006","56","innvandrere","1","1","110","ikke_arbutd_innvkat_land","personer"
"2006","56","innvandrere","1","alle","242","ikke_arbutd_innvkat_land","personer"
"2006","56","innvandrere","2","0","287","ikke_arbutd_innvkat_land","personer"
"2006","56","innvandrere","2","1","140","ikke_arbutd_innvkat_land","personer"
"2006","56","innvandrere","2","alle","427","ikke_arbutd_innvkat_land","personer"
"2006","56","innvandrere","alle","0","419","ikke_arbutd_innvkat_land","personer"
"2006","56","innvandrere","alle","1","250","ikke_arbutd_innvkat_land","personer"
"2006","56","innvandrere","alle","alle","669","ikke_arbutd_innvkat_land","personer"
"2006","57","alle","1","0","44","ikke_arbutd_innvkat_land","personer"
"2006","57","alle","1","1","27","ikke_arbutd_innvkat_land","personer"
"2006","57","alle","1","alle","71","ikke_arbutd_innvkat_land","personer"
"2006","57","alle","2","0","57","ikke_arbutd_innvkat_land","personer"
"2006","57","alle","2","1","5","ikke_arbutd_innvkat_land","personer"
"2006","57","alle","2","alle","62","ikke_arbutd_innvkat_land","personer"
"2006","57","alle","alle","0","1634","ikke_arbutd_innvkat_land","personer"
"2006","57","alle","alle","1","1169","ikke_arbutd_innvkat_land","personer"
"2006","57","alle","alle","alle","2803","ikke_arbutd_innvkat_land","personer"
"2006","57","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","57","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","57","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","57","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","57","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","57","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","57","befolkningen_ellers","alle","0","1533","ikke_arbutd_innvkat_land","personer"
"2006","57","befolkningen_ellers","alle","1","1137","ikke_arbutd_innvkat_land","personer"
"2006","57","befolkningen_ellers","alle","alle","2670","ikke_arbutd_innvkat_land","personer"
"2006","57","innvandrere","1","0","44","ikke_arbutd_innvkat_land","personer"
"2006","57","innvandrere","1","1","27","ikke_arbutd_innvkat_land","personer"
"2006","57","innvandrere","1","alle","71","ikke_arbutd_innvkat_land","personer"
"2006","57","innvandrere","2","0","57","ikke_arbutd_innvkat_land","personer"
"2006","57","innvandrere","2","1","5","ikke_arbutd_innvkat_land","personer"
"2006","57","innvandrere","2","alle","62","ikke_arbutd_innvkat_land","personer"
"2006","57","innvandrere","alle","0","101","ikke_arbutd_innvkat_land","personer"
"2006","57","innvandrere","alle","1","32","ikke_arbutd_innvkat_land","personer"
"2006","57","innvandrere","alle","alle","133","ikke_arbutd_innvkat_land","personer"
"2006","58","alle","1","0","16","ikke_arbutd_innvkat_land","personer"
"2006","58","alle","1","1","18","ikke_arbutd_innvkat_land","personer"
"2006","58","alle","1","alle","34","ikke_arbutd_innvkat_land","personer"
"2006","58","alle","2","0","17","ikke_arbutd_innvkat_land","personer"
"2006","58","alle","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","58","alle","2","alle","18","ikke_arbutd_innvkat_land","personer"
"2006","58","alle","alle","0","513","ikke_arbutd_innvkat_land","personer"
"2006","58","alle","alle","1","460","ikke_arbutd_innvkat_land","personer"
"2006","58","alle","alle","alle","973","ikke_arbutd_innvkat_land","personer"
"2006","58","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","58","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","58","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","58","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","58","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","58","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","58","befolkningen_ellers","alle","0","480","ikke_arbutd_innvkat_land","personer"
"2006","58","befolkningen_ellers","alle","1","441","ikke_arbutd_innvkat_land","personer"
"2006","58","befolkningen_ellers","alle","alle","921","ikke_arbutd_innvkat_land","personer"
"2006","58","innvandrere","1","0","16","ikke_arbutd_innvkat_land","personer"
"2006","58","innvandrere","1","1","18","ikke_arbutd_innvkat_land","personer"
"2006","58","innvandrere","1","alle","34","ikke_arbutd_innvkat_land","personer"
"2006","58","innvandrere","2","0","17","ikke_arbutd_innvkat_land","personer"
"2006","58","innvandrere","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","58","innvandrere","2","alle","18","ikke_arbutd_innvkat_land","personer"
"2006","58","innvandrere","alle","0","33","ikke_arbutd_innvkat_land","personer"
"2006","58","innvandrere","alle","1","19","ikke_arbutd_innvkat_land","personer"
"2006","58","innvandrere","alle","alle","52","ikke_arbutd_innvkat_land","personer"
"2006","59","alle","1","0","9","ikke_arbutd_innvkat_land","personer"
"2006","59","alle","1","1","14","ikke_arbutd_innvkat_land","personer"
"2006","59","alle","1","alle","23","ikke_arbutd_innvkat_land","personer"
"2006","59","alle","2","0","18","ikke_arbutd_innvkat_land","personer"
"2006","59","alle","2","1","8","ikke_arbutd_innvkat_land","personer"
"2006","59","alle","2","alle","26","ikke_arbutd_innvkat_land","personer"
"2006","59","alle","alle","0","531","ikke_arbutd_innvkat_land","personer"
"2006","59","alle","alle","1","377","ikke_arbutd_innvkat_land","personer"
"2006","59","alle","alle","alle","908","ikke_arbutd_innvkat_land","personer"
"2006","59","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","59","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","59","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","59","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","59","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","59","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","59","befolkningen_ellers","alle","0","504","ikke_arbutd_innvkat_land","personer"
"2006","59","befolkningen_ellers","alle","1","355","ikke_arbutd_innvkat_land","personer"
"2006","59","befolkningen_ellers","alle","alle","859","ikke_arbutd_innvkat_land","personer"
"2006","59","innvandrere","1","0","9","ikke_arbutd_innvkat_land","personer"
"2006","59","innvandrere","1","1","14","ikke_arbutd_innvkat_land","personer"
"2006","59","innvandrere","1","alle","23","ikke_arbutd_innvkat_land","personer"
"2006","59","innvandrere","2","0","18","ikke_arbutd_innvkat_land","personer"
"2006","59","innvandrere","2","1","8","ikke_arbutd_innvkat_land","personer"
"2006","59","innvandrere","2","alle","26","ikke_arbutd_innvkat_land","personer"
"2006","59","innvandrere","alle","0","27","ikke_arbutd_innvkat_land","personer"
"2006","59","innvandrere","alle","1","22","ikke_arbutd_innvkat_land","personer"
"2006","59","innvandrere","alle","alle","49","ikke_arbutd_innvkat_land","personer"
"2006","60","alle","1","0","34","ikke_arbutd_innvkat_land","personer"
"2006","60","alle","1","1","16","ikke_arbutd_innvkat_land","personer"
"2006","60","alle","1","alle","50","ikke_arbutd_innvkat_land","personer"
"2006","60","alle","2","0","74","ikke_arbutd_innvkat_land","personer"
"2006","60","alle","2","1","43","ikke_arbutd_innvkat_land","personer"
"2006","60","alle","2","alle","117","ikke_arbutd_innvkat_land","personer"
"2006","60","alle","alle","0","1430","ikke_arbutd_innvkat_land","personer"
"2006","60","alle","alle","1","1058","ikke_arbutd_innvkat_land","personer"
"2006","60","alle","alle","alle","2488","ikke_arbutd_innvkat_land","personer"
"2006","60","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","60","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","60","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","60","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","60","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","60","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","60","befolkningen_ellers","alle","0","1322","ikke_arbutd_innvkat_land","personer"
"2006","60","befolkningen_ellers","alle","1","999","ikke_arbutd_innvkat_land","personer"
"2006","60","befolkningen_ellers","alle","alle","2321","ikke_arbutd_innvkat_land","personer"
"2006","60","innvandrere","1","0","34","ikke_arbutd_innvkat_land","personer"
"2006","60","innvandrere","1","1","16","ikke_arbutd_innvkat_land","personer"
"2006","60","innvandrere","1","alle","50","ikke_arbutd_innvkat_land","personer"
"2006","60","innvandrere","2","0","74","ikke_arbutd_innvkat_land","personer"
"2006","60","innvandrere","2","1","43","ikke_arbutd_innvkat_land","personer"
"2006","60","innvandrere","2","alle","117","ikke_arbutd_innvkat_land","personer"
"2006","60","innvandrere","alle","0","108","ikke_arbutd_innvkat_land","personer"
"2006","60","innvandrere","alle","1","59","ikke_arbutd_innvkat_land","personer"
"2006","60","innvandrere","alle","alle","167","ikke_arbutd_innvkat_land","personer"
"2006","61","alle","1","0","376","ikke_arbutd_innvkat_land","personer"
"2006","61","alle","1","1","449","ikke_arbutd_innvkat_land","personer"
"2006","61","alle","1","alle","825","ikke_arbutd_innvkat_land","personer"
"2006","61","alle","2","0","1363","ikke_arbutd_innvkat_land","personer"
"2006","61","alle","2","1","1017","ikke_arbutd_innvkat_land","personer"
"2006","61","alle","2","alle","2380","ikke_arbutd_innvkat_land","personer"
"2006","61","alle","alle","0","13371","ikke_arbutd_innvkat_land","personer"
"2006","61","alle","alle","1","10468","ikke_arbutd_innvkat_land","personer"
"2006","61","alle","alle","alle","23839","ikke_arbutd_innvkat_land","personer"
"2006","61","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","61","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","61","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","61","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","61","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","61","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","61","befolkningen_ellers","alle","0","11632","ikke_arbutd_innvkat_land","personer"
"2006","61","befolkningen_ellers","alle","1","9002","ikke_arbutd_innvkat_land","personer"
"2006","61","befolkningen_ellers","alle","alle","20634","ikke_arbutd_innvkat_land","personer"
"2006","61","innvandrere","1","0","376","ikke_arbutd_innvkat_land","personer"
"2006","61","innvandrere","1","1","449","ikke_arbutd_innvkat_land","personer"
"2006","61","innvandrere","1","alle","825","ikke_arbutd_innvkat_land","personer"
"2006","61","innvandrere","2","0","1363","ikke_arbutd_innvkat_land","personer"
"2006","61","innvandrere","2","1","1017","ikke_arbutd_innvkat_land","personer"
"2006","61","innvandrere","2","alle","2380","ikke_arbutd_innvkat_land","personer"
"2006","61","innvandrere","alle","0","1739","ikke_arbutd_innvkat_land","personer"
"2006","61","innvandrere","alle","1","1466","ikke_arbutd_innvkat_land","personer"
"2006","61","innvandrere","alle","alle","3205","ikke_arbutd_innvkat_land","personer"
"2006","62","alle","1","0","11","ikke_arbutd_innvkat_land","personer"
"2006","62","alle","1","1","8","ikke_arbutd_innvkat_land","personer"
"2006","62","alle","1","alle","19","ikke_arbutd_innvkat_land","personer"
"2006","62","alle","2","0","7","ikke_arbutd_innvkat_land","personer"
"2006","62","alle","2","1","7","ikke_arbutd_innvkat_land","personer"
"2006","62","alle","2","alle","14","ikke_arbutd_innvkat_land","personer"
"2006","62","alle","alle","0","399","ikke_arbutd_innvkat_land","personer"
"2006","62","alle","alle","1","330","ikke_arbutd_innvkat_land","personer"
"2006","62","alle","alle","alle","729","ikke_arbutd_innvkat_land","personer"
"2006","62","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","62","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","62","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","62","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","62","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","62","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","62","befolkningen_ellers","alle","0","381","ikke_arbutd_innvkat_land","personer"
"2006","62","befolkningen_ellers","alle","1","315","ikke_arbutd_innvkat_land","personer"
"2006","62","befolkningen_ellers","alle","alle","696","ikke_arbutd_innvkat_land","personer"
"2006","62","innvandrere","1","0","11","ikke_arbutd_innvkat_land","personer"
"2006","62","innvandrere","1","1","8","ikke_arbutd_innvkat_land","personer"
"2006","62","innvandrere","1","alle","19","ikke_arbutd_innvkat_land","personer"
"2006","62","innvandrere","2","0","7","ikke_arbutd_innvkat_land","personer"
"2006","62","innvandrere","2","1","7","ikke_arbutd_innvkat_land","personer"
"2006","62","innvandrere","2","alle","14","ikke_arbutd_innvkat_land","personer"
"2006","62","innvandrere","alle","0","18","ikke_arbutd_innvkat_land","personer"
"2006","62","innvandrere","alle","1","15","ikke_arbutd_innvkat_land","personer"
"2006","62","innvandrere","alle","alle","33","ikke_arbutd_innvkat_land","personer"
"2006","63","alle","1","0","46","ikke_arbutd_innvkat_land","personer"
"2006","63","alle","1","1","29","ikke_arbutd_innvkat_land","personer"
"2006","63","alle","1","alle","75","ikke_arbutd_innvkat_land","personer"
"2006","63","alle","2","0","94","ikke_arbutd_innvkat_land","personer"
"2006","63","alle","2","1","51","ikke_arbutd_innvkat_land","personer"
"2006","63","alle","2","alle","145","ikke_arbutd_innvkat_land","personer"
"2006","63","alle","alle","0","1593","ikke_arbutd_innvkat_land","personer"
"2006","63","alle","alle","1","1147","ikke_arbutd_innvkat_land","personer"
"2006","63","alle","alle","alle","2740","ikke_arbutd_innvkat_land","personer"
"2006","63","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","63","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","63","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","63","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","63","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","63","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","63","befolkningen_ellers","alle","0","1453","ikke_arbutd_innvkat_land","personer"
"2006","63","befolkningen_ellers","alle","1","1067","ikke_arbutd_innvkat_land","personer"
"2006","63","befolkningen_ellers","alle","alle","2520","ikke_arbutd_innvkat_land","personer"
"2006","63","innvandrere","1","0","46","ikke_arbutd_innvkat_land","personer"
"2006","63","innvandrere","1","1","29","ikke_arbutd_innvkat_land","personer"
"2006","63","innvandrere","1","alle","75","ikke_arbutd_innvkat_land","personer"
"2006","63","innvandrere","2","0","94","ikke_arbutd_innvkat_land","personer"
"2006","63","innvandrere","2","1","51","ikke_arbutd_innvkat_land","personer"
"2006","63","innvandrere","2","alle","145","ikke_arbutd_innvkat_land","personer"
"2006","63","innvandrere","alle","0","140","ikke_arbutd_innvkat_land","personer"
"2006","63","innvandrere","alle","1","80","ikke_arbutd_innvkat_land","personer"
"2006","63","innvandrere","alle","alle","220","ikke_arbutd_innvkat_land","personer"
"2006","64","alle","1","0","64","ikke_arbutd_innvkat_land","personer"
"2006","64","alle","1","1","54","ikke_arbutd_innvkat_land","personer"
"2006","64","alle","1","alle","118","ikke_arbutd_innvkat_land","personer"
"2006","64","alle","2","0","232","ikke_arbutd_innvkat_land","personer"
"2006","64","alle","2","1","158","ikke_arbutd_innvkat_land","personer"
"2006","64","alle","2","alle","390","ikke_arbutd_innvkat_land","personer"
"2006","64","alle","alle","0","4167","ikke_arbutd_innvkat_land","personer"
"2006","64","alle","alle","1","3031","ikke_arbutd_innvkat_land","personer"
"2006","64","alle","alle","alle","7198","ikke_arbutd_innvkat_land","personer"
"2006","64","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","64","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","64","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","64","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","64","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","64","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","64","befolkningen_ellers","alle","0","3871","ikke_arbutd_innvkat_land","personer"
"2006","64","befolkningen_ellers","alle","1","2819","ikke_arbutd_innvkat_land","personer"
"2006","64","befolkningen_ellers","alle","alle","6690","ikke_arbutd_innvkat_land","personer"
"2006","64","innvandrere","1","0","64","ikke_arbutd_innvkat_land","personer"
"2006","64","innvandrere","1","1","54","ikke_arbutd_innvkat_land","personer"
"2006","64","innvandrere","1","alle","118","ikke_arbutd_innvkat_land","personer"
"2006","64","innvandrere","2","0","232","ikke_arbutd_innvkat_land","personer"
"2006","64","innvandrere","2","1","158","ikke_arbutd_innvkat_land","personer"
"2006","64","innvandrere","2","alle","390","ikke_arbutd_innvkat_land","personer"
"2006","64","innvandrere","alle","0","296","ikke_arbutd_innvkat_land","personer"
"2006","64","innvandrere","alle","1","212","ikke_arbutd_innvkat_land","personer"
"2006","64","innvandrere","alle","alle","508","ikke_arbutd_innvkat_land","personer"
"2006","65","alle","1","0","17","ikke_arbutd_innvkat_land","personer"
"2006","65","alle","1","1","10","ikke_arbutd_innvkat_land","personer"
"2006","65","alle","1","alle","27","ikke_arbutd_innvkat_land","personer"
"2006","65","alle","2","0","14","ikke_arbutd_innvkat_land","personer"
"2006","65","alle","2","1","13","ikke_arbutd_innvkat_land","personer"
"2006","65","alle","2","alle","27","ikke_arbutd_innvkat_land","personer"
"2006","65","alle","alle","0","427","ikke_arbutd_innvkat_land","personer"
"2006","65","alle","alle","1","359","ikke_arbutd_innvkat_land","personer"
"2006","65","alle","alle","alle","786","ikke_arbutd_innvkat_land","personer"
"2006","65","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","65","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","65","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","65","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","65","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","65","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","65","befolkningen_ellers","alle","0","396","ikke_arbutd_innvkat_land","personer"
"2006","65","befolkningen_ellers","alle","1","336","ikke_arbutd_innvkat_land","personer"
"2006","65","befolkningen_ellers","alle","alle","732","ikke_arbutd_innvkat_land","personer"
"2006","65","innvandrere","1","0","17","ikke_arbutd_innvkat_land","personer"
"2006","65","innvandrere","1","1","10","ikke_arbutd_innvkat_land","personer"
"2006","65","innvandrere","1","alle","27","ikke_arbutd_innvkat_land","personer"
"2006","65","innvandrere","2","0","14","ikke_arbutd_innvkat_land","personer"
"2006","65","innvandrere","2","1","13","ikke_arbutd_innvkat_land","personer"
"2006","65","innvandrere","2","alle","27","ikke_arbutd_innvkat_land","personer"
"2006","65","innvandrere","alle","0","31","ikke_arbutd_innvkat_land","personer"
"2006","65","innvandrere","alle","1","23","ikke_arbutd_innvkat_land","personer"
"2006","65","innvandrere","alle","alle","54","ikke_arbutd_innvkat_land","personer"
"2006","66","alle","1","0","13","ikke_arbutd_innvkat_land","personer"
"2006","66","alle","1","1","5","ikke_arbutd_innvkat_land","personer"
"2006","66","alle","1","alle","18","ikke_arbutd_innvkat_land","personer"
"2006","66","alle","2","0","32","ikke_arbutd_innvkat_land","personer"
"2006","66","alle","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","66","alle","2","alle","32","ikke_arbutd_innvkat_land","personer"
"2006","66","alle","alle","0","658","ikke_arbutd_innvkat_land","personer"
"2006","66","alle","alle","1","455","ikke_arbutd_innvkat_land","personer"
"2006","66","alle","alle","alle","1113","ikke_arbutd_innvkat_land","personer"
"2006","66","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","66","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","66","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","66","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","66","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","66","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","66","befolkningen_ellers","alle","0","613","ikke_arbutd_innvkat_land","personer"
"2006","66","befolkningen_ellers","alle","1","450","ikke_arbutd_innvkat_land","personer"
"2006","66","befolkningen_ellers","alle","alle","1063","ikke_arbutd_innvkat_land","personer"
"2006","66","innvandrere","1","0","13","ikke_arbutd_innvkat_land","personer"
"2006","66","innvandrere","1","1","5","ikke_arbutd_innvkat_land","personer"
"2006","66","innvandrere","1","alle","18","ikke_arbutd_innvkat_land","personer"
"2006","66","innvandrere","2","0","32","ikke_arbutd_innvkat_land","personer"
"2006","66","innvandrere","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","66","innvandrere","2","alle","32","ikke_arbutd_innvkat_land","personer"
"2006","66","innvandrere","alle","0","45","ikke_arbutd_innvkat_land","personer"
"2006","66","innvandrere","alle","1","5","ikke_arbutd_innvkat_land","personer"
"2006","66","innvandrere","alle","alle","50","ikke_arbutd_innvkat_land","personer"
"2006","67","alle","1","0","18","ikke_arbutd_innvkat_land","personer"
"2006","67","alle","1","1","14","ikke_arbutd_innvkat_land","personer"
"2006","67","alle","1","alle","32","ikke_arbutd_innvkat_land","personer"
"2006","67","alle","2","0","61","ikke_arbutd_innvkat_land","personer"
"2006","67","alle","2","1","43","ikke_arbutd_innvkat_land","personer"
"2006","67","alle","2","alle","104","ikke_arbutd_innvkat_land","personer"
"2006","67","alle","alle","0","1136","ikke_arbutd_innvkat_land","personer"
