"naringsregion_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"52","alle","3","prosent","96.59574468","2013","barnehagedeltakelse"
"53","alle","3","prosent","95.51777434","2013","barnehagedeltakelse"
"54","alle","3","prosent","100.4901961","2013","barnehagedeltakelse"
"55","alle","3","prosent","99.08256881","2013","barnehagedeltakelse"
"56","alle","3","prosent","97.08029197","2013","barnehagedeltakelse"
"57","alle","3","prosent","95.80152672","2013","barnehagedeltakelse"
"58","alle","3","prosent","93.93939394","2013","barnehagedeltakelse"
"59","alle","3","prosent","96.33027523","2013","barnehagedeltakelse"
"60","alle","3","prosent","98.58657244","2013","barnehagedeltakelse"
"61","alle","3","prosent","99.02692183","2013","barnehagedeltakelse"
"62","alle","3","prosent","98.5915493","2013","barnehagedeltakelse"
"63","alle","3","prosent","97.45762712","2013","barnehagedeltakelse"
"64","alle","3","prosent","98.43137255","2013","barnehagedeltakelse"
"65","alle","3","prosent","96.77419355","2013","barnehagedeltakelse"
"66","alle","3","prosent","98.1981982","2013","barnehagedeltakelse"
"67","alle","3","prosent","98.81422925","2013","barnehagedeltakelse"
"68","alle","3","prosent","98.65771812","2013","barnehagedeltakelse"
"69","alle","3","prosent","95.52238806","2013","barnehagedeltakelse"
"70","alle","3","prosent","93.02325581","2013","barnehagedeltakelse"
"71","alle","3","prosent","98.25581395","2013","barnehagedeltakelse"
"72","alle","3","prosent","97.86666667","2013","barnehagedeltakelse"
"73","alle","3","prosent","97.59562842","2013","barnehagedeltakelse"
"74","alle","3","prosent","96.90721649","2013","barnehagedeltakelse"
"75","alle","3","prosent","91.38576779","2013","barnehagedeltakelse"
"76","alle","3","prosent","93.37539432","2013","barnehagedeltakelse"
"77","alle","3","prosent","97.5","2013","barnehagedeltakelse"
"78","alle","3","prosent","97.56097561","2013","barnehagedeltakelse"
"79","alle","3","prosent","98.43597263","2013","barnehagedeltakelse"
"80","alle","3","prosent","96.57142857","2013","barnehagedeltakelse"
"81","alle","3","prosent","92.21556886","2013","barnehagedeltakelse"
"82","alle","3","prosent","105.8333333","2013","barnehagedeltakelse"
"83","alle","3","prosent","94.57013575","2013","barnehagedeltakelse"
"01","alle","4","prosent","92.47910864","2013","barnehagedeltakelse"
"02","alle","4","prosent","96.26556017","2013","barnehagedeltakelse"
"03","alle","4","prosent","97.31638418","2013","barnehagedeltakelse"
"04","alle","4","prosent","95.9358901","2013","barnehagedeltakelse"
"05","alle","4","prosent","96.98039216","2013","barnehagedeltakelse"
"06","alle","4","prosent","96.98412698","2013","barnehagedeltakelse"
"07","alle","4","prosent","97.16088328","2013","barnehagedeltakelse"
"08","alle","4","prosent","97.31884058","2013","barnehagedeltakelse"
"09","alle","4","prosent","94.02346615","2013","barnehagedeltakelse"
"10","alle","4","prosent","98.46153846","2013","barnehagedeltakelse"
"11","alle","4","prosent","96.16858238","2013","barnehagedeltakelse"
"12","alle","4","prosent","97.61450382","2013","barnehagedeltakelse"
"13","alle","4","prosent","100.2617801","2013","barnehagedeltakelse"
"14","alle","4","prosent","98.2712766","2013","barnehagedeltakelse"
"15","alle","4","prosent","95.23809524","2013","barnehagedeltakelse"
"16","alle","4","prosent","96.18320611","2013","barnehagedeltakelse"
"17","alle","4","prosent","100.7352941","2013","barnehagedeltakelse"
"18","alle","4","prosent","101.1428571","2013","barnehagedeltakelse"
"19","alle","4","prosent","97.59615385","2013","barnehagedeltakelse"
"20","alle","4","prosent","95.79868709","2013","barnehagedeltakelse"
"21","alle","4","prosent","97.84946237","2013","barnehagedeltakelse"
"22","alle","4","prosent","98.36065574","2013","barnehagedeltakelse"
"23","alle","4","prosent","97.98994975","2013","barnehagedeltakelse"
"24","alle","4","prosent","96.1722488","2013","barnehagedeltakelse"
"25","alle","4","prosent","96.85089974","2013","barnehagedeltakelse"
"26","alle","4","prosent","95.30818767","2013","barnehagedeltakelse"
"27","alle","4","prosent","95.65217391","2013","barnehagedeltakelse"
"28","alle","4","prosent","101.6393443","2013","barnehagedeltakelse"
"29","alle","4","prosent","99.08256881","2013","barnehagedeltakelse"
"30","alle","4","prosent","98.7654321","2013","barnehagedeltakelse"
"31","alle","4","prosent","100","2013","barnehagedeltakelse"
"32","alle","4","prosent","97.32988803","2013","barnehagedeltakelse"
"33","alle","4","prosent","97.11340206","2013","barnehagedeltakelse"
"34","alle","4","prosent","97.68786127","2013","barnehagedeltakelse"
"35","alle","4","prosent","97.04203425","2013","barnehagedeltakelse"
"36","alle","4","prosent","96.71232877","2013","barnehagedeltakelse"
"37","alle","4","prosent","97.4248927","2013","barnehagedeltakelse"
"38","alle","4","prosent","96.33802817","2013","barnehagedeltakelse"
"39","alle","4","prosent","96.42226148","2013","barnehagedeltakelse"
"40","alle","4","prosent","97.86144578","2013","barnehagedeltakelse"
"41","alle","4","prosent","96.26436782","2013","barnehagedeltakelse"
"42","alle","4","prosent","98.23788546","2013","barnehagedeltakelse"
"43","alle","4","prosent","98.23529412","2013","barnehagedeltakelse"
"44","alle","4","prosent","96.93877551","2013","barnehagedeltakelse"
"45","alle","4","prosent","96.02272727","2013","barnehagedeltakelse"
"46","alle","4","prosent","97.58656873","2013","barnehagedeltakelse"
"47","alle","4","prosent","97.21393035","2013","barnehagedeltakelse"
"48","alle","4","prosent","97.24770642","2013","barnehagedeltakelse"
"49","alle","4","prosent","96.90721649","2013","barnehagedeltakelse"
"50","alle","4","prosent","95.65217391","2013","barnehagedeltakelse"
"51","alle","4","prosent","99.56896552","2013","barnehagedeltakelse"
"52","alle","4","prosent","97.80058651","2013","barnehagedeltakelse"
"53","alle","4","prosent","98.45070423","2013","barnehagedeltakelse"
"54","alle","4","prosent","95.79439252","2013","barnehagedeltakelse"
"55","alle","4","prosent","99.20127796","2013","barnehagedeltakelse"
"56","alle","4","prosent","98.89196676","2013","barnehagedeltakelse"
"57","alle","4","prosent","98.50187266","2013","barnehagedeltakelse"
"58","alle","4","prosent","96.80851064","2013","barnehagedeltakelse"
"59","alle","4","prosent","102.1276596","2013","barnehagedeltakelse"
"60","alle","4","prosent","99.63235294","2013","barnehagedeltakelse"
"61","alle","4","prosent","98.61568886","2013","barnehagedeltakelse"
"62","alle","4","prosent","96.7032967","2013","barnehagedeltakelse"
"63","alle","4","prosent","97.88359788","2013","barnehagedeltakelse"
"64","alle","4","prosent","100.1269036","2013","barnehagedeltakelse"
"65","alle","4","prosent","100","2013","barnehagedeltakelse"
"66","alle","4","prosent","99.14529915","2013","barnehagedeltakelse"
"67","alle","4","prosent","100.7751938","2013","barnehagedeltakelse"
"68","alle","4","prosent","101.1695906","2013","barnehagedeltakelse"
"69","alle","4","prosent","98.58156028","2013","barnehagedeltakelse"
"70","alle","4","prosent","100","2013","barnehagedeltakelse"
"71","alle","4","prosent","96.40718563","2013","barnehagedeltakelse"
"72","alle","4","prosent","99.49874687","2013","barnehagedeltakelse"
"73","alle","4","prosent","97.08835341","2013","barnehagedeltakelse"
"74","alle","4","prosent","93.33333333","2013","barnehagedeltakelse"
"75","alle","4","prosent","91.07806691","2013","barnehagedeltakelse"
"76","alle","4","prosent","96.28571429","2013","barnehagedeltakelse"
"77","alle","4","prosent","100.4842615","2013","barnehagedeltakelse"
"78","alle","4","prosent","101.0723861","2013","barnehagedeltakelse"
"79","alle","4","prosent","99.19839679","2013","barnehagedeltakelse"
"80","alle","4","prosent","95.20547945","2013","barnehagedeltakelse"
"81","alle","4","prosent","95.6","2013","barnehagedeltakelse"
"82","alle","4","prosent","96.22641509","2013","barnehagedeltakelse"
"83","alle","4","prosent","100.4065041","2013","barnehagedeltakelse"
"01","alle","5","prosent","94.26229508","2013","barnehagedeltakelse"
"02","alle","5","prosent","95.51192146","2013","barnehagedeltakelse"
"03","alle","5","prosent","100","2013","barnehagedeltakelse"
"04","alle","5","prosent","97.47155499","2013","barnehagedeltakelse"
"05","alle","5","prosent","96.69792091","2013","barnehagedeltakelse"
"06","alle","5","prosent","97.08737864","2013","barnehagedeltakelse"
"07","alle","5","prosent","98.22433954","2013","barnehagedeltakelse"
"08","alle","5","prosent","97.85440613","2013","barnehagedeltakelse"
"09","alle","5","prosent","95.48930655","2013","barnehagedeltakelse"
"10","alle","5","prosent","97.68786127","2013","barnehagedeltakelse"
"11","alle","5","prosent","97.62376238","2013","barnehagedeltakelse"
"12","alle","5","prosent","98.3201581","2013","barnehagedeltakelse"
"13","alle","5","prosent","98.7012987","2013","barnehagedeltakelse"
"14","alle","5","prosent","98.68593955","2013","barnehagedeltakelse"
"15","alle","5","prosent","96.13095238","2013","barnehagedeltakelse"
"16","alle","5","prosent","97.11111111","2013","barnehagedeltakelse"
"17","alle","5","prosent","102.7777778","2013","barnehagedeltakelse"
"18","alle","5","prosent","100","2013","barnehagedeltakelse"
"19","alle","5","prosent","101.0526316","2013","barnehagedeltakelse"
"20","alle","5","prosent","96.04377104","2013","barnehagedeltakelse"
"21","alle","5","prosent","98.64864865","2013","barnehagedeltakelse"
"22","alle","5","prosent","98.79518072","2013","barnehagedeltakelse"
"23","alle","5","prosent","99.56709957","2013","barnehagedeltakelse"
"24","alle","5","prosent","99.23273657","2013","barnehagedeltakelse"
"25","alle","5","prosent","96.63341646","2013","barnehagedeltakelse"
"26","alle","5","prosent","96.76225717","2013","barnehagedeltakelse"
"27","alle","5","prosent","98.16176471","2013","barnehagedeltakelse"
"28","alle","5","prosent","99.41520468","2013","barnehagedeltakelse"
"29","alle","5","prosent","100.913242","2013","barnehagedeltakelse"
"30","alle","5","prosent","97.97297297","2013","barnehagedeltakelse"
"31","alle","5","prosent","103.6144578","2013","barnehagedeltakelse"
"32","alle","5","prosent","98.40566873","2013","barnehagedeltakelse"
"33","alle","5","prosent","99.16317992","2013","barnehagedeltakelse"
"34","alle","5","prosent","99.41176471","2013","barnehagedeltakelse"
"35","alle","5","prosent","97.33777038","2013","barnehagedeltakelse"
"36","alle","5","prosent","99.69325153","2013","barnehagedeltakelse"
"37","alle","5","prosent","98.1173063","2013","barnehagedeltakelse"
"38","alle","5","prosent","98.47560976","2013","barnehagedeltakelse"
"39","alle","5","prosent","95.8781362","2013","barnehagedeltakelse"
"40","alle","5","prosent","98.50882532","2013","barnehagedeltakelse"
"41","alle","5","prosent","96.14457831","2013","barnehagedeltakelse"
"42","alle","5","prosent","98.42519685","2013","barnehagedeltakelse"
"43","alle","5","prosent","99.35483871","2013","barnehagedeltakelse"
"44","alle","5","prosent","97.41935484","2013","barnehagedeltakelse"
"45","alle","5","prosent","97.16312057","2013","barnehagedeltakelse"
"46","alle","5","prosent","98.57482185","2013","barnehagedeltakelse"
"47","alle","5","prosent","95.55106168","2013","barnehagedeltakelse"
"48","alle","5","prosent","95.09803922","2013","barnehagedeltakelse"
"49","alle","5","prosent","99.49109415","2013","barnehagedeltakelse"
"50","alle","5","prosent","98.63013699","2013","barnehagedeltakelse"
"51","alle","5","prosent","97.65957447","2013","barnehagedeltakelse"
"52","alle","5","prosent","97.2303207","2013","barnehagedeltakelse"
"53","alle","5","prosent","98.96602659","2013","barnehagedeltakelse"
"54","alle","5","prosent","101.0309278","2013","barnehagedeltakelse"
"55","alle","5","prosent","99.02755267","2013","barnehagedeltakelse"
"56","alle","5","prosent","97.93601651","2013","barnehagedeltakelse"
"57","alle","5","prosent","97.56097561","2013","barnehagedeltakelse"
"58","alle","5","prosent","96.46017699","2013","barnehagedeltakelse"
"59","alle","5","prosent","98.05825243","2013","barnehagedeltakelse"
"60","alle","5","prosent","99.64788732","2013","barnehagedeltakelse"
"61","alle","5","prosent","98.94125683","2013","barnehagedeltakelse"
"62","alle","5","prosent","97.89473684","2013","barnehagedeltakelse"
"63","alle","5","prosent","100.5747126","2013","barnehagedeltakelse"
"64","alle","5","prosent","100","2013","barnehagedeltakelse"
"65","alle","5","prosent","97.56097561","2013","barnehagedeltakelse"
"66","alle","5","prosent","97.43589744","2013","barnehagedeltakelse"
"67","alle","5","prosent","97.60956175","2013","barnehagedeltakelse"
"68","alle","5","prosent","98.4962406","2013","barnehagedeltakelse"
"69","alle","5","prosent","98.57142857","2013","barnehagedeltakelse"
"70","alle","5","prosent","94.28571429","2013","barnehagedeltakelse"
"71","alle","5","prosent","97.66081871","2013","barnehagedeltakelse"
"72","alle","5","prosent","98.64498645","2013","barnehagedeltakelse"
"73","alle","5","prosent","99.59758551","2013","barnehagedeltakelse"
"74","alle","5","prosent","96.06557377","2013","barnehagedeltakelse"
"75","alle","5","prosent","95.50561798","2013","barnehagedeltakelse"
"76","alle","5","prosent","99.17355372","2013","barnehagedeltakelse"
"77","alle","5","prosent","96.70886076","2013","barnehagedeltakelse"
"78","alle","5","prosent","101.9073569","2013","barnehagedeltakelse"
"79","alle","5","prosent","99.0530303","2013","barnehagedeltakelse"
"80","alle","5","prosent","97.57575758","2013","barnehagedeltakelse"
"81","alle","5","prosent","95.49356223","2013","barnehagedeltakelse"
"82","alle","5","prosent","97.84172662","2013","barnehagedeltakelse"
"83","alle","5","prosent","99.23076923","2013","barnehagedeltakelse"
"01","minoritet","1_5","personer","126","2013","barnehagedeltakelse"
"02","minoritet","1_5","personer","383","2013","barnehagedeltakelse"
"03","minoritet","1_5","personer","390","2013","barnehagedeltakelse"
"04","minoritet","1_5","personer","1036","2013","barnehagedeltakelse"
"05","minoritet","1_5","personer","1485","2013","barnehagedeltakelse"
"06","minoritet","1_5","personer","869","2013","barnehagedeltakelse"
"07","minoritet","1_5","personer","1620","2013","barnehagedeltakelse"
"08","minoritet","1_5","personer","667","2013","barnehagedeltakelse"
"09","minoritet","1_5","personer","9648","2013","barnehagedeltakelse"
"10","minoritet","1_5","personer","68","2013","barnehagedeltakelse"
"11","minoritet","1_5","personer","163","2013","barnehagedeltakelse"
"12","minoritet","1_5","personer","401","2013","barnehagedeltakelse"
"13","minoritet","1_5","personer","183","2013","barnehagedeltakelse"
"14","minoritet","1_5","personer","342","2013","barnehagedeltakelse"
"15","minoritet","1_5","personer","111","2013","barnehagedeltakelse"
"16","minoritet","1_5","personer","173","2013","barnehagedeltakelse"
"17","minoritet","1_5","personer","56","2013","barnehagedeltakelse"
"18","minoritet","1_5","personer","65","2013","barnehagedeltakelse"
"19","minoritet","1_5","personer","84","2013","barnehagedeltakelse"
"20","minoritet","1_5","personer","1936","2013","barnehagedeltakelse"
"21","minoritet","1_5","personer","131","2013","barnehagedeltakelse"
"22","minoritet","1_5","personer","254","2013","barnehagedeltakelse"
"23","minoritet","1_5","personer","98","2013","barnehagedeltakelse"
"24","minoritet","1_5","personer","211","2013","barnehagedeltakelse"
"25","minoritet","1_5","personer","669","2013","barnehagedeltakelse"
"26","minoritet","1_5","personer","607","2013","barnehagedeltakelse"
"27","minoritet","1_5","personer","755","2013","barnehagedeltakelse"
"28","minoritet","1_5","personer","115","2013","barnehagedeltakelse"
"29","minoritet","1_5","personer","110","2013","barnehagedeltakelse"
"30","minoritet","1_5","personer","58","2013","barnehagedeltakelse"
"31","minoritet","1_5","personer","47","2013","barnehagedeltakelse"
"32","minoritet","1_5","personer","540","2013","barnehagedeltakelse"
"33","minoritet","1_5","personer","171","2013","barnehagedeltakelse"
"34","minoritet","1_5","personer","130","2013","barnehagedeltakelse"
"35","minoritet","1_5","personer","928","2013","barnehagedeltakelse"
"36","minoritet","1_5","personer","146","2013","barnehagedeltakelse"
"37","minoritet","1_5","personer","583","2013","barnehagedeltakelse"
"38","minoritet","1_5","personer","164","2013","barnehagedeltakelse"
"39","minoritet","1_5","personer","2927","2013","barnehagedeltakelse"
"40","minoritet","1_5","personer","1942","2013","barnehagedeltakelse"
"41","minoritet","1_5","personer","124","2013","barnehagedeltakelse"
"42","minoritet","1_5","personer","139","2013","barnehagedeltakelse"
"43","minoritet","1_5","personer","56","2013","barnehagedeltakelse"
"44","minoritet","1_5","personer","141","2013","barnehagedeltakelse"
"45","minoritet","1_5","personer","57","2013","barnehagedeltakelse"
"46","minoritet","1_5","personer","345","2013","barnehagedeltakelse"
"47","minoritet","1_5","personer","243","2013","barnehagedeltakelse"
"48","minoritet","1_5","personer","37","2013","barnehagedeltakelse"
"49","minoritet","1_5","personer","184","2013","barnehagedeltakelse"
"50","minoritet","1_5","personer","124","2013","barnehagedeltakelse"
"51","minoritet","1_5","personer","213","2013","barnehagedeltakelse"
"52","minoritet","1_5","personer","297","2013","barnehagedeltakelse"
"53","minoritet","1_5","personer","222","2013","barnehagedeltakelse"
"54","minoritet","1_5","personer","150","2013","barnehagedeltakelse"
"55","minoritet","1_5","personer","275","2013","barnehagedeltakelse"
"56","minoritet","1_5","personer","380","2013","barnehagedeltakelse"
"57","minoritet","1_5","personer","47","2013","barnehagedeltakelse"
"58","minoritet","1_5","personer","101","2013","barnehagedeltakelse"
"59","minoritet","1_5","personer","39","2013","barnehagedeltakelse"
"60","minoritet","1_5","personer","85","2013","barnehagedeltakelse"
"61","minoritet","1_5","personer","1328","2013","barnehagedeltakelse"
"62","minoritet","1_5","personer","28","2013","barnehagedeltakelse"
"63","minoritet","1_5","personer","115","2013","barnehagedeltakelse"
"64","minoritet","1_5","personer","245","2013","barnehagedeltakelse"
"65","minoritet","1_5","personer","21","2013","barnehagedeltakelse"
"66","minoritet","1_5","personer","34","2013","barnehagedeltakelse"
"67","minoritet","1_5","personer","105","2013","barnehagedeltakelse"
"68","minoritet","1_5","personer","50","2013","barnehagedeltakelse"
"69","minoritet","1_5","personer","77","2013","barnehagedeltakelse"
"70","minoritet","1_5","personer","17","2013","barnehagedeltakelse"
"71","minoritet","1_5","personer","47","2013","barnehagedeltakelse"
"72","minoritet","1_5","personer","119","2013","barnehagedeltakelse"
"73","minoritet","1_5","personer","326","2013","barnehagedeltakelse"
"74","minoritet","1_5","personer","97","2013","barnehagedeltakelse"
"75","minoritet","1_5","personer","119","2013","barnehagedeltakelse"
"76","minoritet","1_5","personer","167","2013","barnehagedeltakelse"
"77","minoritet","1_5","personer","156","2013","barnehagedeltakelse"
"78","minoritet","1_5","personer","112","2013","barnehagedeltakelse"
"79","minoritet","1_5","personer","411","2013","barnehagedeltakelse"
"80","minoritet","1_5","personer","38","2013","barnehagedeltakelse"
"81","minoritet","1_5","personer","207","2013","barnehagedeltakelse"
"82","minoritet","1_5","personer","13","2013","barnehagedeltakelse"
"83","minoritet","1_5","personer","159","2013","barnehagedeltakelse"
"01","minoritet","1","personer","8","2013","barnehagedeltakelse"
"02","minoritet","1","personer","28","2013","barnehagedeltakelse"
"03","minoritet","1","personer","27","2013","barnehagedeltakelse"
"04","minoritet","1","personer","61","2013","barnehagedeltakelse"
"05","minoritet","1","personer","158","2013","barnehagedeltakelse"
"06","minoritet","1","personer","101","2013","barnehagedeltakelse"
"07","minoritet","1","personer","157","2013","barnehagedeltakelse"
"08","minoritet","1","personer","70","2013","barnehagedeltakelse"
"09","minoritet","1","personer","807","2013","barnehagedeltakelse"
"10","minoritet","1","personer","13","2013","barnehagedeltakelse"
"11","minoritet","1","personer","21","2013","barnehagedeltakelse"
"12","minoritet","1","personer","42","2013","barnehagedeltakelse"
"13","minoritet","1","personer","26","2013","barnehagedeltakelse"
"14","minoritet","1","personer","43","2013","barnehagedeltakelse"
"15","minoritet","1","personer","13","2013","barnehagedeltakelse"
"16","minoritet","1","personer","18","2013","barnehagedeltakelse"
"17","minoritet","1","personer","7","2013","barnehagedeltakelse"
"18","minoritet","1","personer","8","2013","barnehagedeltakelse"
"19","minoritet","1","personer","14","2013","barnehagedeltakelse"
"20","minoritet","1","personer","216","2013","barnehagedeltakelse"
"21","minoritet","1","personer","15","2013","barnehagedeltakelse"
"22","minoritet","1","personer","34","2013","barnehagedeltakelse"
"23","minoritet","1","personer","8","2013","barnehagedeltakelse"
"24","minoritet","1","personer","14","2013","barnehagedeltakelse"
"25","minoritet","1","personer","61","2013","barnehagedeltakelse"
"26","minoritet","1","personer","55","2013","barnehagedeltakelse"
"27","minoritet","1","personer","90","2013","barnehagedeltakelse"
"28","minoritet","1","personer","16","2013","barnehagedeltakelse"
"29","minoritet","1","personer","10","2013","barnehagedeltakelse"
"30","minoritet","1","personer","5","2013","barnehagedeltakelse"
"31","minoritet","1","personer",":","2013","barnehagedeltakelse"
"32","minoritet","1","personer","57","2013","barnehagedeltakelse"
"33","minoritet","1","personer","14","2013","barnehagedeltakelse"
"34","minoritet","1","personer","11","2013","barnehagedeltakelse"
"35","minoritet","1","personer","75","2013","barnehagedeltakelse"
"36","minoritet","1","personer","22","2013","barnehagedeltakelse"
"37","minoritet","1","personer","66","2013","barnehagedeltakelse"
"38","minoritet","1","personer","22","2013","barnehagedeltakelse"
"39","minoritet","1","personer","366","2013","barnehagedeltakelse"
"40","minoritet","1","personer","238","2013","barnehagedeltakelse"
"41","minoritet","1","personer","15","2013","barnehagedeltakelse"
"42","minoritet","1","personer","19","2013","barnehagedeltakelse"
"43","minoritet","1","personer",":","2013","barnehagedeltakelse"
"44","minoritet","1","personer","24","2013","barnehagedeltakelse"
"45","minoritet","1","personer","9","2013","barnehagedeltakelse"
"46","minoritet","1","personer","36","2013","barnehagedeltakelse"
"47","minoritet","1","personer","30","2013","barnehagedeltakelse"
"48","minoritet","1","personer",":","2013","barnehagedeltakelse"
"49","minoritet","1","personer","30","2013","barnehagedeltakelse"
"50","minoritet","1","personer","16","2013","barnehagedeltakelse"
"51","minoritet","1","personer","28","2013","barnehagedeltakelse"
"52","minoritet","1","personer","45","2013","barnehagedeltakelse"
"53","minoritet","1","personer","22","2013","barnehagedeltakelse"
"54","minoritet","1","personer","30","2013","barnehagedeltakelse"
"55","minoritet","1","personer","34","2013","barnehagedeltakelse"
"56","minoritet","1","personer","39","2013","barnehagedeltakelse"
"57","minoritet","1","personer","4","2013","barnehagedeltakelse"
"58","minoritet","1","personer","12","2013","barnehagedeltakelse"
"59","minoritet","1","personer","7","2013","barnehagedeltakelse"
"60","minoritet","1","personer","8","2013","barnehagedeltakelse"
"61","minoritet","1","personer","174","2013","barnehagedeltakelse"
"62","minoritet","1","personer","8","2013","barnehagedeltakelse"
"63","minoritet","1","personer","10","2013","barnehagedeltakelse"
"64","minoritet","1","personer","30","2013","barnehagedeltakelse"
"65","minoritet","1","personer",":","2013","barnehagedeltakelse"
"66","minoritet","1","personer","7","2013","barnehagedeltakelse"
"67","minoritet","1","personer","21","2013","barnehagedeltakelse"
"68","minoritet","1","personer","8","2013","barnehagedeltakelse"
"69","minoritet","1","personer","9","2013","barnehagedeltakelse"
"70","minoritet","1","personer",":","2013","barnehagedeltakelse"
"71","minoritet","1","personer","7","2013","barnehagedeltakelse"
"72","minoritet","1","personer","23","2013","barnehagedeltakelse"
"73","minoritet","1","personer","55","2013","barnehagedeltakelse"
"74","minoritet","1","personer","13","2013","barnehagedeltakelse"
"75","minoritet","1","personer","18","2013","barnehagedeltakelse"
"76","minoritet","1","personer","26","2013","barnehagedeltakelse"
"77","minoritet","1","personer","22","2013","barnehagedeltakelse"
"78","minoritet","1","personer","13","2013","barnehagedeltakelse"
"79","minoritet","1","personer","65","2013","barnehagedeltakelse"
"80","minoritet","1","personer","6","2013","barnehagedeltakelse"
"81","minoritet","1","personer","29","2013","barnehagedeltakelse"
"82","minoritet","1","personer",":","2013","barnehagedeltakelse"
"83","minoritet","1","personer","31","2013","barnehagedeltakelse"
"01","minoritet","2","personer","15","2013","barnehagedeltakelse"
"02","minoritet","2","personer","73","2013","barnehagedeltakelse"
"03","minoritet","2","personer","77","2013","barnehagedeltakelse"
"04","minoritet","2","personer","152","2013","barnehagedeltakelse"
"05","minoritet","2","personer","294","2013","barnehagedeltakelse"
"06","minoritet","2","personer","173","2013","barnehagedeltakelse"
"07","minoritet","2","personer","316","2013","barnehagedeltakelse"
"08","minoritet","2","personer","106","2013","barnehagedeltakelse"
"09","minoritet","2","personer","1793","2013","barnehagedeltakelse"
"10","minoritet","2","personer","16","2013","barnehagedeltakelse"
"11","minoritet","2","personer","32","2013","barnehagedeltakelse"
"12","minoritet","2","personer","72","2013","barnehagedeltakelse"
"13","minoritet","2","personer","29","2013","barnehagedeltakelse"
"14","minoritet","2","personer","69","2013","barnehagedeltakelse"
"15","minoritet","2","personer","32","2013","barnehagedeltakelse"
"16","minoritet","2","personer","32","2013","barnehagedeltakelse"
"17","minoritet","2","personer","7","2013","barnehagedeltakelse"
"18","minoritet","2","personer","11","2013","barnehagedeltakelse"
"19","minoritet","2","personer","13","2013","barnehagedeltakelse"
"20","minoritet","2","personer","357","2013","barnehagedeltakelse"
"21","minoritet","2","personer","23","2013","barnehagedeltakelse"
"22","minoritet","2","personer","55","2013","barnehagedeltakelse"
"23","minoritet","2","personer","19","2013","barnehagedeltakelse"
"24","minoritet","2","personer","47","2013","barnehagedeltakelse"
"25","minoritet","2","personer","116","2013","barnehagedeltakelse"
"26","minoritet","2","personer","123","2013","barnehagedeltakelse"
"27","minoritet","2","personer","143","2013","barnehagedeltakelse"
"28","minoritet","2","personer","14","2013","barnehagedeltakelse"
"29","minoritet","2","personer","21","2013","barnehagedeltakelse"
"30","minoritet","2","personer","11","2013","barnehagedeltakelse"
"31","minoritet","2","personer","4","2013","barnehagedeltakelse"
"32","minoritet","2","personer","102","2013","barnehagedeltakelse"
"33","minoritet","2","personer","32","2013","barnehagedeltakelse"
"34","minoritet","2","personer","18","2013","barnehagedeltakelse"
"35","minoritet","2","personer","162","2013","barnehagedeltakelse"
"36","minoritet","2","personer","30","2013","barnehagedeltakelse"
"37","minoritet","2","personer","128","2013","barnehagedeltakelse"
"38","minoritet","2","personer","31","2013","barnehagedeltakelse"
"39","minoritet","2","personer","581","2013","barnehagedeltakelse"
"40","minoritet","2","personer","358","2013","barnehagedeltakelse"
"41","minoritet","2","personer","28","2013","barnehagedeltakelse"
"42","minoritet","2","personer","33","2013","barnehagedeltakelse"
"43","minoritet","2","personer","11","2013","barnehagedeltakelse"
"44","minoritet","2","personer","17","2013","barnehagedeltakelse"
"45","minoritet","2","personer","8","2013","barnehagedeltakelse"
"46","minoritet","2","personer","73","2013","barnehagedeltakelse"
"47","minoritet","2","personer","47","2013","barnehagedeltakelse"
"48","minoritet","2","personer","7","2013","barnehagedeltakelse"
"49","minoritet","2","personer","29","2013","barnehagedeltakelse"
"50","minoritet","2","personer","22","2013","barnehagedeltakelse"
"51","minoritet","2","personer","43","2013","barnehagedeltakelse"
"52","minoritet","2","personer","61","2013","barnehagedeltakelse"
"53","minoritet","2","personer","48","2013","barnehagedeltakelse"
"54","minoritet","2","personer","26","2013","barnehagedeltakelse"
"55","minoritet","2","personer","64","2013","barnehagedeltakelse"
"56","minoritet","2","personer","75","2013","barnehagedeltakelse"
"57","minoritet","2","personer","17","2013","barnehagedeltakelse"
"58","minoritet","2","personer","27","2013","barnehagedeltakelse"
"59","minoritet","2","personer","11","2013","barnehagedeltakelse"
"60","minoritet","2","personer","19","2013","barnehagedeltakelse"
"61","minoritet","2","personer","290","2013","barnehagedeltakelse"
"62","minoritet","2","personer",":","2013","barnehagedeltakelse"
"63","minoritet","2","personer","25","2013","barnehagedeltakelse"
"64","minoritet","2","personer","53","2013","barnehagedeltakelse"
"65","minoritet","2","personer","11","2013","barnehagedeltakelse"
"66","minoritet","2","personer","9","2013","barnehagedeltakelse"
"67","minoritet","2","personer","19","2013","barnehagedeltakelse"
"68","minoritet","2","personer","14","2013","barnehagedeltakelse"
"69","minoritet","2","personer","18","2013","barnehagedeltakelse"
"70","minoritet","2","personer",":","2013","barnehagedeltakelse"
"71","minoritet","2","personer","10","2013","barnehagedeltakelse"
"72","minoritet","2","personer","22","2013","barnehagedeltakelse"
"73","minoritet","2","personer","56","2013","barnehagedeltakelse"
"74","minoritet","2","personer","24","2013","barnehagedeltakelse"
"75","minoritet","2","personer","22","2013","barnehagedeltakelse"
"76","minoritet","2","personer","24","2013","barnehagedeltakelse"
