"fylke_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"05","minoritet","3","prosent",88.20754717,"2013","barnehagedeltakelse"
"06","minoritet","3","prosent",90.61102832,"2013","barnehagedeltakelse"
"07","minoritet","3","prosent",83.11345646,"2013","barnehagedeltakelse"
"08","minoritet","3","prosent",88.11188811,"2013","barnehagedeltakelse"
"09","minoritet","3","prosent",87.05882353,"2013","barnehagedeltakelse"
"10","minoritet","3","prosent",83.01886792,"2013","barnehagedeltakelse"
"11","minoritet","3","prosent",85.0853549,"2013","barnehagedeltakelse"
"12","minoritet","3","prosent",86.05230386,"2013","barnehagedeltakelse"
"14","minoritet","3","prosent",91.72932331,"2013","barnehagedeltakelse"
"15","minoritet","3","prosent",83.61111111,"2013","barnehagedeltakelse"
"16","minoritet","3","prosent",93.93939394,"2013","barnehagedeltakelse"
"17","minoritet","3","prosent",96.8503937,"2013","barnehagedeltakelse"
"18","minoritet","3","prosent",88,"2013","barnehagedeltakelse"
"19","minoritet","3","prosent",92.1875,"2013","barnehagedeltakelse"
"20","minoritet","3","prosent",91.66666667,"2013","barnehagedeltakelse"
"00","minoritet","4","prosent",93.45391018,"2013","barnehagedeltakelse"
"01","minoritet","4","prosent",88.6035313,"2013","barnehagedeltakelse"
"02","minoritet","4","prosent",96.2962963,"2013","barnehagedeltakelse"
"03","minoritet","4","prosent",98.08076769,"2013","barnehagedeltakelse"
"04","minoritet","4","prosent",96.22641509,"2013","barnehagedeltakelse"
"05","minoritet","4","prosent",90.09433962,"2013","barnehagedeltakelse"
"06","minoritet","4","prosent",95.15859766,"2013","barnehagedeltakelse"
"07","minoritet","4","prosent",82.60869565,"2013","barnehagedeltakelse"
"08","minoritet","4","prosent",91.05058366,"2013","barnehagedeltakelse"
"09","minoritet","4","prosent",90.8045977,"2013","barnehagedeltakelse"
"10","minoritet","4","prosent",90.77380952,"2013","barnehagedeltakelse"
"11","minoritet","4","prosent",89.62162162,"2013","barnehagedeltakelse"
"12","minoritet","4","prosent",91.42156863,"2013","barnehagedeltakelse"
"14","minoritet","4","prosent",90.25974026,"2013","barnehagedeltakelse"
"15","minoritet","4","prosent",88.88888889,"2013","barnehagedeltakelse"
"16","minoritet","4","prosent",92.40837696,"2013","barnehagedeltakelse"
"17","minoritet","4","prosent",93.27731092,"2013","barnehagedeltakelse"
"18","minoritet","4","prosent",91.56118143,"2013","barnehagedeltakelse"
"19","minoritet","4","prosent",102.8169014,"2013","barnehagedeltakelse"
"20","minoritet","4","prosent",96.05263158,"2013","barnehagedeltakelse"
"00","minoritet","5","prosent",95.28973601,"2013","barnehagedeltakelse"
"01","minoritet","5","prosent",91.85185185,"2013","barnehagedeltakelse"
"02","minoritet","5","prosent",95.02304147,"2013","barnehagedeltakelse"
"03","minoritet","5","prosent",101.1575031,"2013","barnehagedeltakelse"
"04","minoritet","5","prosent",89.16256158,"2013","barnehagedeltakelse"
"05","minoritet","5","prosent",93.46733668,"2013","barnehagedeltakelse"
"06","minoritet","5","prosent",99.20508744,"2013","barnehagedeltakelse"
"07","minoritet","5","prosent",91.50141643,"2013","barnehagedeltakelse"
"08","minoritet","5","prosent",101.6806723,"2013","barnehagedeltakelse"
"09","minoritet","5","prosent",100,"2013","barnehagedeltakelse"
"10","minoritet","5","prosent",94.38943894,"2013","barnehagedeltakelse"
"11","minoritet","5","prosent",87.69230769,"2013","barnehagedeltakelse"
"12","minoritet","5","prosent",89.68792402,"2013","barnehagedeltakelse"
"14","minoritet","5","prosent",96.74796748,"2013","barnehagedeltakelse"
"15","minoritet","5","prosent",87.5,"2013","barnehagedeltakelse"
"16","minoritet","5","prosent",94.32835821,"2013","barnehagedeltakelse"
"17","minoritet","5","prosent",95.53571429,"2013","barnehagedeltakelse"
"18","minoritet","5","prosent",101.3392857,"2013","barnehagedeltakelse"
"19","minoritet","5","prosent",87.73006135,"2013","barnehagedeltakelse"
"20","minoritet","5","prosent",91.46341463,"2013","barnehagedeltakelse"
"00","ikke_minoritet","1_5","personer",247141,"2013","barnehagedeltakelse"
"01","ikke_minoritet","1_5","personer",12338,"2013","barnehagedeltakelse"
"02","ikke_minoritet","1_5","personer",30253,"2013","barnehagedeltakelse"
"03","ikke_minoritet","1_5","personer",26357,"2013","barnehagedeltakelse"
"04","ikke_minoritet","1_5","personer",8349,"2013","barnehagedeltakelse"
"05","ikke_minoritet","1_5","personer",8021,"2013","barnehagedeltakelse"
"06","ikke_minoritet","1_5","personer",11999,"2013","barnehagedeltakelse"
"07","ikke_minoritet","1_5","personer",10947,"2013","barnehagedeltakelse"
"08","ikke_minoritet","1_5","personer",7327,"2013","barnehagedeltakelse"
"09","ikke_minoritet","1_5","personer",5752,"2013","barnehagedeltakelse"
"10","ikke_minoritet","1_5","personer",9240,"2013","barnehagedeltakelse"
"11","ikke_minoritet","1_5","personer",25451,"2013","barnehagedeltakelse"
"12","ikke_minoritet","1_5","personer",26593,"2013","barnehagedeltakelse"
"14","ikke_minoritet","1_5","personer",5370,"2013","barnehagedeltakelse"
"15","ikke_minoritet","1_5","personer",13072,"2013","barnehagedeltakelse"
"16","ikke_minoritet","1_5","personer",16024,"2013","barnehagedeltakelse"
"17","ikke_minoritet","1_5","personer",7036,"2013","barnehagedeltakelse"
"18","ikke_minoritet","1_5","personer",11336,"2013","barnehagedeltakelse"
"19","ikke_minoritet","1_5","personer",8181,"2013","barnehagedeltakelse"
"20","ikke_minoritet","1_5","personer",3495,"2013","barnehagedeltakelse"
"00","ikke_minoritet","1","personer",38309,"2013","barnehagedeltakelse"
"01","ikke_minoritet","1","personer",1781,"2013","barnehagedeltakelse"
"02","ikke_minoritet","1","personer",4675,"2013","barnehagedeltakelse"
"03","ikke_minoritet","1","personer",5064,"2013","barnehagedeltakelse"
"04","ikke_minoritet","1","personer",1246,"2013","barnehagedeltakelse"
"05","ikke_minoritet","1","personer",1170,"2013","barnehagedeltakelse"
"06","ikke_minoritet","1","personer",1821,"2013","barnehagedeltakelse"
"07","ikke_minoritet","1","personer",1558,"2013","barnehagedeltakelse"
"08","ikke_minoritet","1","personer",1096,"2013","barnehagedeltakelse"
"09","ikke_minoritet","1","personer",837,"2013","barnehagedeltakelse"
"10","ikke_minoritet","1","personer",1267,"2013","barnehagedeltakelse"
"11","ikke_minoritet","1","personer",3708,"2013","barnehagedeltakelse"
"12","ikke_minoritet","1","personer",4109,"2013","barnehagedeltakelse"
"14","ikke_minoritet","1","personer",756,"2013","barnehagedeltakelse"
"15","ikke_minoritet","1","personer",2006,"2013","barnehagedeltakelse"
"16","ikke_minoritet","1","personer",2576,"2013","barnehagedeltakelse"
"17","ikke_minoritet","1","personer",1074,"2013","barnehagedeltakelse"
"18","ikke_minoritet","1","personer",1754,"2013","barnehagedeltakelse"
"19","ikke_minoritet","1","personer",1268,"2013","barnehagedeltakelse"
"20","ikke_minoritet","1","personer",543,"2013","barnehagedeltakelse"
"00","ikke_minoritet","2","personer",49153,"2013","barnehagedeltakelse"
"01","ikke_minoritet","2","personer",2407,"2013","barnehagedeltakelse"
"02","ikke_minoritet","2","personer",5778,"2013","barnehagedeltakelse"
"03","ikke_minoritet","2","personer",5694,"2013","barnehagedeltakelse"
"04","ikke_minoritet","2","personer",1598,"2013","barnehagedeltakelse"
"05","ikke_minoritet","2","personer",1505,"2013","barnehagedeltakelse"
"06","ikke_minoritet","2","personer",2361,"2013","barnehagedeltakelse"
"07","ikke_minoritet","2","personer",2151,"2013","barnehagedeltakelse"
"08","ikke_minoritet","2","personer",1468,"2013","barnehagedeltakelse"
"09","ikke_minoritet","2","personer",1140,"2013","barnehagedeltakelse"
"10","ikke_minoritet","2","personer",1818,"2013","barnehagedeltakelse"
"11","ikke_minoritet","2","personer",5104,"2013","barnehagedeltakelse"
"12","ikke_minoritet","2","personer",5311,"2013","barnehagedeltakelse"
"14","ikke_minoritet","2","personer",1135,"2013","barnehagedeltakelse"
"15","ikke_minoritet","2","personer",2615,"2013","barnehagedeltakelse"
"16","ikke_minoritet","2","personer",3214,"2013","barnehagedeltakelse"
"17","ikke_minoritet","2","personer",1374,"2013","barnehagedeltakelse"
"18","ikke_minoritet","2","personer",2237,"2013","barnehagedeltakelse"
"19","ikke_minoritet","2","personer",1570,"2013","barnehagedeltakelse"
"20","ikke_minoritet","2","personer",673,"2013","barnehagedeltakelse"
"00","ikke_minoritet","3","personer",52268,"2013","barnehagedeltakelse"
"01","ikke_minoritet","3","personer",2583,"2013","barnehagedeltakelse"
"02","ikke_minoritet","3","personer",6379,"2013","barnehagedeltakelse"
"03","ikke_minoritet","3","personer",5439,"2013","barnehagedeltakelse"
"04","ikke_minoritet","3","personer",1753,"2013","barnehagedeltakelse"
"05","ikke_minoritet","3","personer",1749,"2013","barnehagedeltakelse"
"06","ikke_minoritet","3","personer",2475,"2013","barnehagedeltakelse"
"07","ikke_minoritet","3","personer",2364,"2013","barnehagedeltakelse"
"08","ikke_minoritet","3","personer",1574,"2013","barnehagedeltakelse"
"09","ikke_minoritet","3","personer",1242,"2013","barnehagedeltakelse"
"10","ikke_minoritet","3","personer",1963,"2013","barnehagedeltakelse"
"11","ikke_minoritet","3","personer",5560,"2013","barnehagedeltakelse"
"12","ikke_minoritet","3","personer",5650,"2013","barnehagedeltakelse"
"14","ikke_minoritet","3","personer",1156,"2013","barnehagedeltakelse"
"15","ikke_minoritet","3","personer",2674,"2013","barnehagedeltakelse"
"16","ikke_minoritet","3","personer",3441,"2013","barnehagedeltakelse"
"17","ikke_minoritet","3","personer",1462,"2013","barnehagedeltakelse"
"18","ikke_minoritet","3","personer",2346,"2013","barnehagedeltakelse"
"19","ikke_minoritet","3","personer",1748,"2013","barnehagedeltakelse"
"20","ikke_minoritet","3","personer",710,"2013","barnehagedeltakelse"
"00","ikke_minoritet","4","personer",53864,"2013","barnehagedeltakelse"
"01","ikke_minoritet","4","personer",2841,"2013","barnehagedeltakelse"
"02","ikke_minoritet","4","personer",6635,"2013","barnehagedeltakelse"
"03","ikke_minoritet","4","personer",5240,"2013","barnehagedeltakelse"
"04","ikke_minoritet","4","personer",1896,"2013","barnehagedeltakelse"
"05","ikke_minoritet","4","personer",1743,"2013","barnehagedeltakelse"
"06","ikke_minoritet","4","personer",2631,"2013","barnehagedeltakelse"
"07","ikke_minoritet","4","personer",2407,"2013","barnehagedeltakelse"
"08","ikke_minoritet","4","personer",1560,"2013","barnehagedeltakelse"
"09","ikke_minoritet","4","personer",1294,"2013","barnehagedeltakelse"
"10","ikke_minoritet","4","personer",2131,"2013","barnehagedeltakelse"
"11","ikke_minoritet","4","personer",5594,"2013","barnehagedeltakelse"
"12","ikke_minoritet","4","personer",5779,"2013","barnehagedeltakelse"
"14","ikke_minoritet","4","personer",1135,"2013","barnehagedeltakelse"
"15","ikke_minoritet","4","personer",2943,"2013","barnehagedeltakelse"
"16","ikke_minoritet","4","personer",3401,"2013","barnehagedeltakelse"
"17","ikke_minoritet","4","personer",1559,"2013","barnehagedeltakelse"
"18","ikke_minoritet","4","personer",2495,"2013","barnehagedeltakelse"
"19","ikke_minoritet","4","personer",1775,"2013","barnehagedeltakelse"
"20","ikke_minoritet","4","personer",805,"2013","barnehagedeltakelse"
"00","ikke_minoritet","5","personer",53547,"2013","barnehagedeltakelse"
"01","ikke_minoritet","5","personer",2726,"2013","barnehagedeltakelse"
"02","ikke_minoritet","5","personer",6786,"2013","barnehagedeltakelse"
"03","ikke_minoritet","5","personer",4920,"2013","barnehagedeltakelse"
"04","ikke_minoritet","5","personer",1856,"2013","barnehagedeltakelse"
"05","ikke_minoritet","5","personer",1854,"2013","barnehagedeltakelse"
"06","ikke_minoritet","5","personer",2711,"2013","barnehagedeltakelse"
"07","ikke_minoritet","5","personer",2467,"2013","barnehagedeltakelse"
"08","ikke_minoritet","5","personer",1629,"2013","barnehagedeltakelse"
"09","ikke_minoritet","5","personer",1239,"2013","barnehagedeltakelse"
"10","ikke_minoritet","5","personer",2061,"2013","barnehagedeltakelse"
"11","ikke_minoritet","5","personer",5485,"2013","barnehagedeltakelse"
"12","ikke_minoritet","5","personer",5744,"2013","barnehagedeltakelse"
"14","ikke_minoritet","5","personer",1188,"2013","barnehagedeltakelse"
"15","ikke_minoritet","5","personer",2834,"2013","barnehagedeltakelse"
"16","ikke_minoritet","5","personer",3392,"2013","barnehagedeltakelse"
"17","ikke_minoritet","5","personer",1567,"2013","barnehagedeltakelse"
"18","ikke_minoritet","5","personer",2504,"2013","barnehagedeltakelse"
"19","ikke_minoritet","5","personer",1820,"2013","barnehagedeltakelse"
"20","ikke_minoritet","5","personer",764,"2013","barnehagedeltakelse"
"00","ikke_minoritet","1_5","prosent",92.43062308,"2013","barnehagedeltakelse"
"01","ikke_minoritet","1_5","prosent",91.75280732,"2013","barnehagedeltakelse"
"02","ikke_minoritet","1_5","prosent",93.55537001,"2013","barnehagedeltakelse"
"03","ikke_minoritet","1_5","prosent",88.37513412,"2013","barnehagedeltakelse"
"04","ikke_minoritet","1_5","prosent",93.22242072,"2013","barnehagedeltakelse"
"05","ikke_minoritet","1_5","prosent",93.14829869,"2013","barnehagedeltakelse"
"06","ikke_minoritet","1_5","prosent",91.68640636,"2013","barnehagedeltakelse"
"07","ikke_minoritet","1_5","prosent",92.16198013,"2013","barnehagedeltakelse"
"08","ikke_minoritet","1_5","prosent",92.02461693,"2013","barnehagedeltakelse"
"09","ikke_minoritet","1_5","prosent",91.767709,"2013","barnehagedeltakelse"
"10","ikke_minoritet","1_5","prosent",90.12875536,"2013","barnehagedeltakelse"
"11","ikke_minoritet","1_5","prosent",91.37943415,"2013","barnehagedeltakelse"
"12","ikke_minoritet","1_5","prosent",93.19432276,"2013","barnehagedeltakelse"
"14","ikke_minoritet","1_5","prosent",93.45631744,"2013","barnehagedeltakelse"
"15","ikke_minoritet","1_5","prosent",94.77958237,"2013","barnehagedeltakelse"
"16","ikke_minoritet","1_5","prosent",95.13179767,"2013","barnehagedeltakelse"
"17","ikke_minoritet","1_5","prosent",95.36459745,"2013","barnehagedeltakelse"
"18","ikke_minoritet","1_5","prosent",92.8343297,"2013","barnehagedeltakelse"
"19","ikke_minoritet","1_5","prosent",95.07263219,"2013","barnehagedeltakelse"
"20","ikke_minoritet","1_5","prosent",92.09486166,"2013","barnehagedeltakelse"
"00","ikke_minoritet","1","prosent",74.71428014,"2013","barnehagedeltakelse"
"01","ikke_minoritet","1","prosent",72.63458401,"2013","barnehagedeltakelse"
"02","ikke_minoritet","1","prosent",79.84628523,"2013","barnehagedeltakelse"
"03","ikke_minoritet","1","prosent",74.9112426,"2013","barnehagedeltakelse"
"04","ikke_minoritet","1","prosent",73.72781065,"2013","barnehagedeltakelse"
"05","ikke_minoritet","1","prosent",73.7704918,"2013","barnehagedeltakelse"
"06","ikke_minoritet","1","prosent",74.78439425,"2013","barnehagedeltakelse"
"07","ikke_minoritet","1","prosent",72.73576097,"2013","barnehagedeltakelse"
"08","ikke_minoritet","1","prosent",73.65591398,"2013","barnehagedeltakelse"
"09","ikke_minoritet","1","prosent",71.17346939,"2013","barnehagedeltakelse"
"10","ikke_minoritet","1","prosent",64.64285714,"2013","barnehagedeltakelse"
"11","ikke_minoritet","1","prosent",68.8451541,"2013","barnehagedeltakelse"
"12","ikke_minoritet","1","prosent",74.12953274,"2013","barnehagedeltakelse"
"14","ikke_minoritet","1","prosent",72.34449761,"2013","barnehagedeltakelse"
"15","ikke_minoritet","1","prosent",77.57153906,"2013","barnehagedeltakelse"
"16","ikke_minoritet","1","prosent",79.4081381,"2013","barnehagedeltakelse"
"17","ikke_minoritet","1","prosent",79.61452928,"2013","barnehagedeltakelse"
"18","ikke_minoritet","1","prosent",76.39372822,"2013","barnehagedeltakelse"
"19","ikke_minoritet","1","prosent",80.20240354,"2013","barnehagedeltakelse"
"20","ikke_minoritet","1","prosent",77.57142857,"2013","barnehagedeltakelse"
"00","ikke_minoritet","2","prosent",94.07992956,"2013","barnehagedeltakelse"
"01","ikke_minoritet","2","prosent",92.22222222,"2013","barnehagedeltakelse"
"02","ikke_minoritet","2","prosent",94.04296875,"2013","barnehagedeltakelse"
"03","ikke_minoritet","2","prosent",91.89799871,"2013","barnehagedeltakelse"
"04","ikke_minoritet","2","prosent",95.45997611,"2013","barnehagedeltakelse"
"05","ikke_minoritet","2","prosent",93.24659232,"2013","barnehagedeltakelse"
"06","ikke_minoritet","2","prosent",92.26260258,"2013","barnehagedeltakelse"
"07","ikke_minoritet","2","prosent",93.19757366,"2013","barnehagedeltakelse"
"08","ikke_minoritet","2","prosent",92.38514789,"2013","barnehagedeltakelse"
"09","ikke_minoritet","2","prosent",92.45742092,"2013","barnehagedeltakelse"
"10","ikke_minoritet","2","prosent",90.35785288,"2013","barnehagedeltakelse"
"11","ikke_minoritet","2","prosent",93.65137615,"2013","barnehagedeltakelse"
"12","ikke_minoritet","2","prosent",96.00506146,"2013","barnehagedeltakelse"
"14","ikke_minoritet","2","prosent",97.67641997,"2013","barnehagedeltakelse"
"15","ikke_minoritet","2","prosent",96.70857988,"2013","barnehagedeltakelse"
"16","ikke_minoritet","2","prosent",97.86845311,"2013","barnehagedeltakelse"
"17","ikke_minoritet","2","prosent",97.17114569,"2013","barnehagedeltakelse"
"18","ikke_minoritet","2","prosent",93.91267842,"2013","barnehagedeltakelse"
"19","ikke_minoritet","2","prosent",95.61510353,"2013","barnehagedeltakelse"
"20","ikke_minoritet","2","prosent",91.31614654,"2013","barnehagedeltakelse"
"00","ikke_minoritet","3","prosent",96.93440404,"2013","barnehagedeltakelse"
"01","ikke_minoritet","3","prosent",95.80860534,"2013","barnehagedeltakelse"
"02","ikke_minoritet","3","prosent",97.01901141,"2013","barnehagedeltakelse"
"03","ikke_minoritet","3","prosent",92.3272789,"2013","barnehagedeltakelse"
"04","ikke_minoritet","3","prosent",98.20728291,"2013","barnehagedeltakelse"
"05","ikke_minoritet","3","prosent",98.6463621,"2013","barnehagedeltakelse"
"06","ikke_minoritet","3","prosent",96.00465477,"2013","barnehagedeltakelse"
"07","ikke_minoritet","3","prosent",97.00451375,"2013","barnehagedeltakelse"
"08","ikke_minoritet","3","prosent",96.50521153,"2013","barnehagedeltakelse"
"09","ikke_minoritet","3","prosent",97.56480754,"2013","barnehagedeltakelse"
"10","ikke_minoritet","3","prosent",96.89042448,"2013","barnehagedeltakelse"
"11","ikke_minoritet","3","prosent",97.44128987,"2013","barnehagedeltakelse"
"12","ikke_minoritet","3","prosent",97.80162714,"2013","barnehagedeltakelse"
"14","ikke_minoritet","3","prosent",97.96610169,"2013","barnehagedeltakelse"
"15","ikke_minoritet","3","prosent",99.03703704,"2013","barnehagedeltakelse"
"16","ikke_minoritet","3","prosent",99.13569576,"2013","barnehagedeltakelse"
"17","ikke_minoritet","3","prosent",98.18670248,"2013","barnehagedeltakelse"
"18","ikke_minoritet","3","prosent",97.22337339,"2013","barnehagedeltakelse"
"19","ikke_minoritet","3","prosent",98.53438557,"2013","barnehagedeltakelse"
"20","ikke_minoritet","3","prosent",95.17426273,"2013","barnehagedeltakelse"
"00","ikke_minoritet","4","prosent",97.51611268,"2013","barnehagedeltakelse"
"01","ikke_minoritet","4","prosent",97.49485244,"2013","barnehagedeltakelse"
"02","ikke_minoritet","4","prosent",97.23036342,"2013","barnehagedeltakelse"
"03","ikke_minoritet","4","prosent",92.23728217,"2013","barnehagedeltakelse"
"04","ikke_minoritet","4","prosent",97.98449612,"2013","barnehagedeltakelse"
"05","ikke_minoritet","4","prosent",98.6417657,"2013","barnehagedeltakelse"
"06","ikke_minoritet","4","prosent",96.87039764,"2013","barnehagedeltakelse"
"07","ikke_minoritet","4","prosent",98.16476346,"2013","barnehagedeltakelse"
"08","ikke_minoritet","4","prosent",97.86700125,"2013","barnehagedeltakelse"
"09","ikke_minoritet","4","prosent",97.88199697,"2013","barnehagedeltakelse"
"10","ikke_minoritet","4","prosent",98.38411819,"2013","barnehagedeltakelse"
"11","ikke_minoritet","4","prosent",97.78010837,"2013","barnehagedeltakelse"
"12","ikke_minoritet","4","prosent",98.39945513,"2013","barnehagedeltakelse"
"14","ikke_minoritet","4","prosent",98.52430556,"2013","barnehagedeltakelse"
"15","ikke_minoritet","4","prosent",99.59390863,"2013","barnehagedeltakelse"
"16","ikke_minoritet","4","prosent",99.35728893,"2013","barnehagedeltakelse"
"17","ikke_minoritet","4","prosent",100.1284522,"2013","barnehagedeltakelse"
"18","ikke_minoritet","4","prosent",97.19516946,"2013","barnehagedeltakelse"
"19","ikke_minoritet","4","prosent",99.27293065,"2013","barnehagedeltakelse"
"20","ikke_minoritet","4","prosent",97.10494572,"2013","barnehagedeltakelse"
"00","ikke_minoritet","5","prosent",97.88677038,"2013","barnehagedeltakelse"
"01","ikke_minoritet","5","prosent",98.23423423,"2013","barnehagedeltakelse"
"02","ikke_minoritet","5","prosent",97.79507134,"2013","barnehagedeltakelse"
"03","ikke_minoritet","5","prosent",92.90030211,"2013","barnehagedeltakelse"
"04","ikke_minoritet","5","prosent",99.14529915,"2013","barnehagedeltakelse"
"05","ikke_minoritet","5","prosent",99.09139498,"2013","barnehagedeltakelse"
"06","ikke_minoritet","5","prosent",96.85602001,"2013","barnehagedeltakelse"
"07","ikke_minoritet","5","prosent",97.16423789,"2013","barnehagedeltakelse"
"08","ikke_minoritet","5","prosent",98.13253012,"2013","barnehagedeltakelse"
"09","ikke_minoritet","5","prosent",98.0221519,"2013","barnehagedeltakelse"
"10","ikke_minoritet","5","prosent",98.70689655,"2013","barnehagedeltakelse"
"11","ikke_minoritet","5","prosent",98.139202,"2013","barnehagedeltakelse"
"12","ikke_minoritet","5","prosent",98.86402754,"2013","barnehagedeltakelse"
"14","ikke_minoritet","5","prosent",98.42584921,"2013","barnehagedeltakelse"
"15","ikke_minoritet","5","prosent",99.543379,"2013","barnehagedeltakelse"
"16","ikke_minoritet","5","prosent",99.1233197,"2013","barnehagedeltakelse"
"17","ikke_minoritet","5","prosent",99.87253027,"2013","barnehagedeltakelse"
"18","ikke_minoritet","5","prosent",98.08068939,"2013","barnehagedeltakelse"
"19","ikke_minoritet","5","prosent",100,"2013","barnehagedeltakelse"
"20","ikke_minoritet","5","prosent",97.5734355,"2013","barnehagedeltakelse"
