"tabell_navn","aar","naringsregion_nr","kjonn","enhet","vreg_3","tabellvariabel"
"befolkning_verdensregion_3",2015,"79","0","person","2",1977
"befolkning_verdensregion_3",2015,"79","1","person","2",1825
"befolkning_verdensregion_3",2015,"79","alle","person","2",3802
"befolkning_verdensregion_3",2015,"80","0","person","2",227
"befolkning_verdensregion_3",2015,"80","1","person","2",176
"befolkning_verdensregion_3",2015,"80","alle","person","2",403
"befolkning_verdensregion_3",2015,"81","0","person","2",1055
"befolkning_verdensregion_3",2015,"81","1","person","2",841
"befolkning_verdensregion_3",2015,"81","alle","person","2",1896
"befolkning_verdensregion_3",2015,"82","0","person","2",270
"befolkning_verdensregion_3",2015,"82","1","person","2",99
"befolkning_verdensregion_3",2015,"82","alle","person","2",369
"befolkning_verdensregion_3",2015,"83","0","person","2",1056
"befolkning_verdensregion_3",2015,"83","1","person","2",872
"befolkning_verdensregion_3",2015,"83","alle","person","2",1928
"befolkning_verdensregion_3",2015,"01","0","person","alle",1555
"befolkning_verdensregion_3",2015,"01","1","person","alle",1541
"befolkning_verdensregion_3",2015,"01","alle","person","alle",3096
"befolkning_verdensregion_3",2015,"02","0","person","alle",3448
"befolkning_verdensregion_3",2015,"02","1","person","alle",3817
"befolkning_verdensregion_3",2015,"02","alle","person","alle",7265
"befolkning_verdensregion_3",2015,"03","0","person","alle",3635
"befolkning_verdensregion_3",2015,"03","1","person","alle",3996
"befolkning_verdensregion_3",2015,"03","alle","person","alle",7631
"befolkning_verdensregion_3",2015,"04","0","person","alle",8216
"befolkning_verdensregion_3",2015,"04","1","person","alle",8819
"befolkning_verdensregion_3",2015,"04","alle","person","alle",17035
"befolkning_verdensregion_3",2015,"05","0","person","alle",14563
"befolkning_verdensregion_3",2015,"05","1","person","alle",14813
"befolkning_verdensregion_3",2015,"05","alle","person","alle",29376
"befolkning_verdensregion_3",2015,"06","0","person","alle",8289
"befolkning_verdensregion_3",2015,"06","1","person","alle",8857
"befolkning_verdensregion_3",2015,"06","alle","person","alle",17146
"befolkning_verdensregion_3",2015,"07","0","person","alle",12360
"befolkning_verdensregion_3",2015,"07","1","person","alle",14038
"befolkning_verdensregion_3",2015,"07","alle","person","alle",26398
"befolkning_verdensregion_3",2015,"08","0","person","alle",5951
"befolkning_verdensregion_3",2015,"08","1","person","alle",6640
"befolkning_verdensregion_3",2015,"08","alle","person","alle",12591
"befolkning_verdensregion_3",2015,"09","0","person","alle",75705
"befolkning_verdensregion_3",2015,"09","1","person","alle",83130
"befolkning_verdensregion_3",2015,"09","alle","person","alle",158835
"befolkning_verdensregion_3",2015,"10","0","person","alle",569
"befolkning_verdensregion_3",2015,"10","1","person","alle",599
"befolkning_verdensregion_3",2015,"10","alle","person","alle",1168
"befolkning_verdensregion_3",2015,"11","0","person","alle",1972
"befolkning_verdensregion_3",2015,"11","1","person","alle",1938
"befolkning_verdensregion_3",2015,"11","alle","person","alle",3910
"befolkning_verdensregion_3",2015,"12","0","person","alle",3659
"befolkning_verdensregion_3",2015,"12","1","person","alle",3971
"befolkning_verdensregion_3",2015,"12","alle","person","alle",7630
"befolkning_verdensregion_3",2015,"13","0","person","alle",1508
"befolkning_verdensregion_3",2015,"13","1","person","alle",1564
"befolkning_verdensregion_3",2015,"13","alle","person","alle",3072
"befolkning_verdensregion_3",2015,"14","0","person","alle",2873
"befolkning_verdensregion_3",2015,"14","1","person","alle",3155
"befolkning_verdensregion_3",2015,"14","alle","person","alle",6028
"befolkning_verdensregion_3",2015,"15","0","person","alle",1155
"befolkning_verdensregion_3",2015,"15","1","person","alle",1238
"befolkning_verdensregion_3",2015,"15","alle","person","alle",2393
"befolkning_verdensregion_3",2015,"16","0","person","alle",1705
"befolkning_verdensregion_3",2015,"16","1","person","alle",1805
"befolkning_verdensregion_3",2015,"16","alle","person","alle",3510
"befolkning_verdensregion_3",2015,"17","0","person","alle",429
"befolkning_verdensregion_3",2015,"17","1","person","alle",527
"befolkning_verdensregion_3",2015,"17","alle","person","alle",956
"befolkning_verdensregion_3",2015,"18","0","person","alle",558
"befolkning_verdensregion_3",2015,"18","1","person","alle",594
"befolkning_verdensregion_3",2015,"18","alle","person","alle",1152
"befolkning_verdensregion_3",2015,"19","0","person","alle",719
"befolkning_verdensregion_3",2015,"19","1","person","alle",874
"befolkning_verdensregion_3",2015,"19","alle","person","alle",1593
"befolkning_verdensregion_3",2015,"20","0","person","alle",13488
"befolkning_verdensregion_3",2015,"20","1","person","alle",14857
"befolkning_verdensregion_3",2015,"20","alle","person","alle",28345
"befolkning_verdensregion_3",2015,"21","0","person","alle",1250
"befolkning_verdensregion_3",2015,"21","1","person","alle",1363
"befolkning_verdensregion_3",2015,"21","alle","person","alle",2613
"befolkning_verdensregion_3",2015,"22","0","person","alle",2014
"befolkning_verdensregion_3",2015,"22","1","person","alle",2112
"befolkning_verdensregion_3",2015,"22","alle","person","alle",4126
"befolkning_verdensregion_3",2015,"23","0","person","alle",774
"befolkning_verdensregion_3",2015,"23","1","person","alle",859
"befolkning_verdensregion_3",2015,"23","alle","person","alle",1633
"befolkning_verdensregion_3",2015,"24","0","person","alle",1974
"befolkning_verdensregion_3",2015,"24","1","person","alle",2035
"befolkning_verdensregion_3",2015,"24","alle","person","alle",4009
"befolkning_verdensregion_3",2015,"25","0","person","alle",7038
"befolkning_verdensregion_3",2015,"25","1","person","alle",7247
"befolkning_verdensregion_3",2015,"25","alle","person","alle",14285
"befolkning_verdensregion_3",2015,"26","0","person","alle",5086
"befolkning_verdensregion_3",2015,"26","1","person","alle",5318
"befolkning_verdensregion_3",2015,"26","alle","person","alle",10404
"befolkning_verdensregion_3",2015,"27","0","person","alle",6065
"befolkning_verdensregion_3",2015,"27","1","person","alle",6180
"befolkning_verdensregion_3",2015,"27","alle","person","alle",12245
"befolkning_verdensregion_3",2015,"28","0","person","alle",864
"befolkning_verdensregion_3",2015,"28","1","person","alle",851
"befolkning_verdensregion_3",2015,"28","alle","person","alle",1715
"befolkning_verdensregion_3",2015,"29","0","person","alle",865
"befolkning_verdensregion_3",2015,"29","1","person","alle",954
"befolkning_verdensregion_3",2015,"29","alle","person","alle",1819
"befolkning_verdensregion_3",2015,"30","0","person","alle",550
"befolkning_verdensregion_3",2015,"30","1","person","alle",531
"befolkning_verdensregion_3",2015,"30","alle","person","alle",1081
"befolkning_verdensregion_3",2015,"31","0","person","alle",362
"befolkning_verdensregion_3",2015,"31","1","person","alle",360
"befolkning_verdensregion_3",2015,"31","alle","person","alle",722
"befolkning_verdensregion_3",2015,"32","0","person","alle",4606
"befolkning_verdensregion_3",2015,"32","1","person","alle",4898
"befolkning_verdensregion_3",2015,"32","alle","person","alle",9504
"befolkning_verdensregion_3",2015,"33","0","person","alle",1761
"befolkning_verdensregion_3",2015,"33","1","person","alle",1705
"befolkning_verdensregion_3",2015,"33","alle","person","alle",3466
"befolkning_verdensregion_3",2015,"34","0","person","alle",1214
"befolkning_verdensregion_3",2015,"34","1","person","alle",1192
"befolkning_verdensregion_3",2015,"34","alle","person","alle",2406
"befolkning_verdensregion_3",2015,"35","0","person","alle",7923
"befolkning_verdensregion_3",2015,"35","1","person","alle",8461
"befolkning_verdensregion_3",2015,"35","alle","person","alle",16384
"befolkning_verdensregion_3",2015,"36","0","person","alle",1103
"befolkning_verdensregion_3",2015,"36","1","person","alle",1237
"befolkning_verdensregion_3",2015,"36","alle","person","alle",2340
"befolkning_verdensregion_3",2015,"37","0","person","alle",5019
"befolkning_verdensregion_3",2015,"37","1","person","alle",6098
"befolkning_verdensregion_3",2015,"37","alle","person","alle",11117
"befolkning_verdensregion_3",2015,"38","0","person","alle",1168
"befolkning_verdensregion_3",2015,"38","1","person","alle",1287
"befolkning_verdensregion_3",2015,"38","alle","person","alle",2455
"befolkning_verdensregion_3",2015,"39","0","person","alle",22954
"befolkning_verdensregion_3",2015,"39","1","person","alle",27523
"befolkning_verdensregion_3",2015,"39","alle","person","alle",50477
"befolkning_verdensregion_3",2015,"40","0","person","alle",17329
"befolkning_verdensregion_3",2015,"40","1","person","alle",20912
"befolkning_verdensregion_3",2015,"40","alle","person","alle",38241
"befolkning_verdensregion_3",2015,"41","0","person","alle",1126
"befolkning_verdensregion_3",2015,"41","1","person","alle",1186
"befolkning_verdensregion_3",2015,"41","alle","person","alle",2312
"befolkning_verdensregion_3",2015,"42","0","person","alle",1073
"befolkning_verdensregion_3",2015,"42","1","person","alle",1128
"befolkning_verdensregion_3",2015,"42","alle","person","alle",2201
"befolkning_verdensregion_3",2015,"43","0","person","alle",458
"befolkning_verdensregion_3",2015,"43","1","person","alle",557
"befolkning_verdensregion_3",2015,"43","alle","person","alle",1015
"befolkning_verdensregion_3",2015,"44","0","person","alle",1279
"befolkning_verdensregion_3",2015,"44","1","person","alle",1447
"befolkning_verdensregion_3",2015,"44","alle","person","alle",2726
"befolkning_verdensregion_3",2015,"45","0","person","alle",443
"befolkning_verdensregion_3",2015,"45","1","person","alle",499
"befolkning_verdensregion_3",2015,"45","alle","person","alle",942
"befolkning_verdensregion_3",2015,"46","0","person","alle",2659
"befolkning_verdensregion_3",2015,"46","1","person","alle",3124
"befolkning_verdensregion_3",2015,"46","alle","person","alle",5783
"befolkning_verdensregion_3",2015,"47","0","person","alle",2541
"befolkning_verdensregion_3",2015,"47","1","person","alle",2882
"befolkning_verdensregion_3",2015,"47","alle","person","alle",5423
"befolkning_verdensregion_3",2015,"48","0","person","alle",476
"befolkning_verdensregion_3",2015,"48","1","person","alle",440
"befolkning_verdensregion_3",2015,"48","alle","person","alle",916
"befolkning_verdensregion_3",2015,"49","0","person","alle",1535
"befolkning_verdensregion_3",2015,"49","1","person","alle",1786
"befolkning_verdensregion_3",2015,"49","alle","person","alle",3321
"befolkning_verdensregion_3",2015,"50","0","person","alle",1279
"befolkning_verdensregion_3",2015,"50","1","person","alle",1468
"befolkning_verdensregion_3",2015,"50","alle","person","alle",2747
"befolkning_verdensregion_3",2015,"51","0","person","alle",1372
"befolkning_verdensregion_3",2015,"51","1","person","alle",1638
"befolkning_verdensregion_3",2015,"51","alle","person","alle",3010
"befolkning_verdensregion_3",2015,"52","0","person","alle",2447
"befolkning_verdensregion_3",2015,"52","1","person","alle",2824
"befolkning_verdensregion_3",2015,"52","alle","person","alle",5271
"befolkning_verdensregion_3",2015,"53","0","person","alle",2617
"befolkning_verdensregion_3",2015,"53","1","person","alle",2906
"befolkning_verdensregion_3",2015,"53","alle","person","alle",5523
"befolkning_verdensregion_3",2015,"54","0","person","alle",1008
"befolkning_verdensregion_3",2015,"54","1","person","alle",1098
"befolkning_verdensregion_3",2015,"54","alle","person","alle",2106
"befolkning_verdensregion_3",2015,"55","0","person","alle",2236
"befolkning_verdensregion_3",2015,"55","1","person","alle",2795
"befolkning_verdensregion_3",2015,"55","alle","person","alle",5031
"befolkning_verdensregion_3",2015,"56","0","person","alle",3990
"befolkning_verdensregion_3",2015,"56","1","person","alle",4843
"befolkning_verdensregion_3",2015,"56","alle","person","alle",8833
"befolkning_verdensregion_3",2015,"57","0","person","alle",665
"befolkning_verdensregion_3",2015,"57","1","person","alle",781
"befolkning_verdensregion_3",2015,"57","alle","person","alle",1446
"befolkning_verdensregion_3",2015,"58","0","person","alle",701
"befolkning_verdensregion_3",2015,"58","1","person","alle",926
"befolkning_verdensregion_3",2015,"58","alle","person","alle",1627
"befolkning_verdensregion_3",2015,"59","0","person","alle",285
"befolkning_verdensregion_3",2015,"59","1","person","alle",320
"befolkning_verdensregion_3",2015,"59","alle","person","alle",605
"befolkning_verdensregion_3",2015,"60","0","person","alle",692
"befolkning_verdensregion_3",2015,"60","1","person","alle",695
"befolkning_verdensregion_3",2015,"60","alle","person","alle",1387
"befolkning_verdensregion_3",2015,"61","0","person","alle",11397
"befolkning_verdensregion_3",2015,"61","1","person","alle",13299
"befolkning_verdensregion_3",2015,"61","alle","person","alle",24696
"befolkning_verdensregion_3",2015,"62","0","person","alle",260
"befolkning_verdensregion_3",2015,"62","1","person","alle",223
"befolkning_verdensregion_3",2015,"62","alle","person","alle",483
"befolkning_verdensregion_3",2015,"63","0","person","alle",960
"befolkning_verdensregion_3",2015,"63","1","person","alle",962
"befolkning_verdensregion_3",2015,"63","alle","person","alle",1922
"befolkning_verdensregion_3",2015,"64","0","person","alle",1915
"befolkning_verdensregion_3",2015,"64","1","person","alle",2318
"befolkning_verdensregion_3",2015,"64","alle","person","alle",4233
"befolkning_verdensregion_3",2015,"65","0","person","alle",279
"befolkning_verdensregion_3",2015,"65","1","person","alle",295
"befolkning_verdensregion_3",2015,"65","alle","person","alle",574
"befolkning_verdensregion_3",2015,"66","0","person","alle",374
"befolkning_verdensregion_3",2015,"66","1","person","alle",336
"befolkning_verdensregion_3",2015,"66","alle","person","alle",710
"befolkning_verdensregion_3",2015,"67","0","person","alle",648
"befolkning_verdensregion_3",2015,"67","1","person","alle",647
"befolkning_verdensregion_3",2015,"67","alle","person","alle",1295
"befolkning_verdensregion_3",2015,"68","0","person","alle",432
"befolkning_verdensregion_3",2015,"68","1","person","alle",345
"befolkning_verdensregion_3",2015,"68","alle","person","alle",777
"befolkning_verdensregion_3",2015,"69","0","person","alle",572
"befolkning_verdensregion_3",2015,"69","1","person","alle",657
"befolkning_verdensregion_3",2015,"69","alle","person","alle",1229
"befolkning_verdensregion_3",2015,"70","0","person","alle",149
"befolkning_verdensregion_3",2015,"70","1","person","alle",115
"befolkning_verdensregion_3",2015,"70","alle","person","alle",264
"befolkning_verdensregion_3",2015,"71","0","person","alle",451
"befolkning_verdensregion_3",2015,"71","1","person","alle",575
"befolkning_verdensregion_3",2015,"71","alle","person","alle",1026
"befolkning_verdensregion_3",2015,"72","0","person","alle",927
"befolkning_verdensregion_3",2015,"72","1","person","alle",1140
"befolkning_verdensregion_3",2015,"72","alle","person","alle",2067
"befolkning_verdensregion_3",2015,"73","0","person","alle",2903
"befolkning_verdensregion_3",2015,"73","1","person","alle",3209
"befolkning_verdensregion_3",2015,"73","alle","person","alle",6112
"befolkning_verdensregion_3",2015,"74","0","person","alle",1118
"befolkning_verdensregion_3",2015,"74","1","person","alle",1284
"befolkning_verdensregion_3",2015,"74","alle","person","alle",2402
"befolkning_verdensregion_3",2015,"75","0","person","alle",1100
"befolkning_verdensregion_3",2015,"75","1","person","alle",1228
"befolkning_verdensregion_3",2015,"75","alle","person","alle",2328
"befolkning_verdensregion_3",2015,"76","0","person","alle",1413
"befolkning_verdensregion_3",2015,"76","1","person","alle",1380
"befolkning_verdensregion_3",2015,"76","alle","person","alle",2793
"befolkning_verdensregion_3",2015,"77","0","person","alle",1453
"befolkning_verdensregion_3",2015,"77","1","person","alle",1658
"befolkning_verdensregion_3",2015,"77","alle","person","alle",3111
"befolkning_verdensregion_3",2015,"78","0","person","alle",1123
"befolkning_verdensregion_3",2015,"78","1","person","alle",1087
"befolkning_verdensregion_3",2015,"78","alle","person","alle",2210
"befolkning_verdensregion_3",2015,"79","0","person","alle",4178
"befolkning_verdensregion_3",2015,"79","1","person","alle",4582
"befolkning_verdensregion_3",2015,"79","alle","person","alle",8760
"befolkning_verdensregion_3",2015,"80","0","person","alle",495
"befolkning_verdensregion_3",2015,"80","1","person","alle",506
"befolkning_verdensregion_3",2015,"80","alle","person","alle",1001
"befolkning_verdensregion_3",2015,"81","0","person","alle",1992
"befolkning_verdensregion_3",2015,"81","1","person","alle",2257
"befolkning_verdensregion_3",2015,"81","alle","person","alle",4249
"befolkning_verdensregion_3",2015,"82","0","person","alle",610
"befolkning_verdensregion_3",2015,"82","1","person","alle",417
"befolkning_verdensregion_3",2015,"82","alle","person","alle",1027
"befolkning_verdensregion_3",2015,"83","0","person","alle",1831
"befolkning_verdensregion_3",2015,"83","1","person","alle",1883
"befolkning_verdensregion_3",2015,"83","alle","person","alle",3714
