"tabell_navn","aar","naringsregion_nr","enhet","vreg_6","tabellvariabel"
"befolkning_verdensregion_6","2015","37","person","alle","11117"
"befolkning_verdensregion_6","2015","38","person","alle","2455"
"befolkning_verdensregion_6","2015","39","person","alle","50473"
"befolkning_verdensregion_6","2015","40","person","alle","38234"
"befolkning_verdensregion_6","2015","41","person","alle","2312"
"befolkning_verdensregion_6","2015","42","person","alle","2201"
"befolkning_verdensregion_6","2015","43","person","alle","1015"
"befolkning_verdensregion_6","2015","44","person","alle","2723"
"befolkning_verdensregion_6","2015","45","person","alle","942"
"befolkning_verdensregion_6","2015","46","person","alle","5783"
"befolkning_verdensregion_6","2015","47","person","alle","5423"
"befolkning_verdensregion_6","2015","48","person","alle","916"
"befolkning_verdensregion_6","2015","49","person","alle","3321"
"befolkning_verdensregion_6","2015","50","person","alle","2747"
"befolkning_verdensregion_6","2015","51","person","alle","3010"
"befolkning_verdensregion_6","2015","52","person","alle","5271"
"befolkning_verdensregion_6","2015","53","person","alle","5523"
"befolkning_verdensregion_6","2015","54","person","alle","2099"
"befolkning_verdensregion_6","2015","55","person","alle","5031"
"befolkning_verdensregion_6","2015","56","person","alle","8833"
"befolkning_verdensregion_6","2015","57","person","alle","1446"
"befolkning_verdensregion_6","2015","58","person","alle","1627"
"befolkning_verdensregion_6","2015","59","person","alle","606"
"befolkning_verdensregion_6","2015","60","person","alle","1387"
"befolkning_verdensregion_6","2015","61","person","alle","24687"
"befolkning_verdensregion_6","2015","62","person","alle","483"
"befolkning_verdensregion_6","2015","63","person","alle","1922"
"befolkning_verdensregion_6","2015","64","person","alle","4232"
"befolkning_verdensregion_6","2015","65","person","alle","574"
"befolkning_verdensregion_6","2015","66","person","alle","710"
"befolkning_verdensregion_6","2015","67","person","alle","1295"
"befolkning_verdensregion_6","2015","68","person","alle","777"
"befolkning_verdensregion_6","2015","69","person","alle","1229"
"befolkning_verdensregion_6","2015","70","person","alle","265"
"befolkning_verdensregion_6","2015","71","person","alle","1026"
"befolkning_verdensregion_6","2015","72","person","alle","2067"
"befolkning_verdensregion_6","2015","73","person","alle","6112"
"befolkning_verdensregion_6","2015","74","person","alle","2402"
"befolkning_verdensregion_6","2015","75","person","alle","2328"
"befolkning_verdensregion_6","2015","76","person","alle","2793"
"befolkning_verdensregion_6","2015","77","person","alle","3110"
"befolkning_verdensregion_6","2015","78","person","alle","2210"
"befolkning_verdensregion_6","2015","79","person","alle","8759"
"befolkning_verdensregion_6","2015","80","person","alle","1001"
"befolkning_verdensregion_6","2015","81","person","alle","4249"
"befolkning_verdensregion_6","2015","82","person","alle","1027"
"befolkning_verdensregion_6","2015","83","person","alle","3714"
