"kommune_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"1721","alle","5","personer","162","2014","barnehagedeltakelse"
"1724","alle","5","personer","24","2014","barnehagedeltakelse"
"1725","alle","5","personer","13","2014","barnehagedeltakelse"
"1736","alle","5","personer","26","2014","barnehagedeltakelse"
"1738","alle","5","personer","9","2014","barnehagedeltakelse"
"1739","alle","5","personer",":","2014","barnehagedeltakelse"
"1740","alle","5","personer","13","2014","barnehagedeltakelse"
"1742","alle","5","personer","21","2014","barnehagedeltakelse"
"1743","alle","5","personer","16","2014","barnehagedeltakelse"
"1744","alle","5","personer","54","2014","barnehagedeltakelse"
"1748","alle","5","personer","4","2014","barnehagedeltakelse"
"1749","alle","5","personer","10","2014","barnehagedeltakelse"
"1750","alle","5","personer","58","2014","barnehagedeltakelse"
"1751","alle","5","personer","57","2014","barnehagedeltakelse"
"1755","alle","5","personer","7","2014","barnehagedeltakelse"
"1756","alle","5","personer","81","2014","barnehagedeltakelse"
"1804","alle","5","personer","672","2014","barnehagedeltakelse"
"1805","alle","5","personer","199","2014","barnehagedeltakelse"
"1811","alle","5","personer","16","2014","barnehagedeltakelse"
"1812","alle","5","personer","25","2014","barnehagedeltakelse"
"1813","alle","5","personer","126","2014","barnehagedeltakelse"
"1815","alle","5","personer","8","2014","barnehagedeltakelse"
"1816","alle","5","personer","8","2014","barnehagedeltakelse"
"1818","alle","5","personer","11","2014","barnehagedeltakelse"
"1820","alle","5","personer","74","2014","barnehagedeltakelse"
"1822","alle","5","personer","26","2014","barnehagedeltakelse"
"1824","alle","5","personer","135","2014","barnehagedeltakelse"
"1825","alle","5","personer","12","2014","barnehagedeltakelse"
"1826","alle","5","personer","18","2014","barnehagedeltakelse"
"1827","alle","5","personer","25","2014","barnehagedeltakelse"
"1828","alle","5","personer","22","2014","barnehagedeltakelse"
"1832","alle","5","personer","54","2014","barnehagedeltakelse"
"1833","alle","5","personer","322","2014","barnehagedeltakelse"
"1834","alle","5","personer","19","2014","barnehagedeltakelse"
"1835","alle","5","personer","6","2014","barnehagedeltakelse"
"1836","alle","5","personer","14","2014","barnehagedeltakelse"
"1837","alle","5","personer","68","2014","barnehagedeltakelse"
"1838","alle","5","personer","23","2014","barnehagedeltakelse"
"1839","alle","5","personer","10","2014","barnehagedeltakelse"
"1840","alle","5","personer","51","2014","barnehagedeltakelse"
"1841","alle","5","personer","104","2014","barnehagedeltakelse"
"1845","alle","5","personer","16","2014","barnehagedeltakelse"
"1848","alle","5","personer","15","2014","barnehagedeltakelse"
"1849","alle","5","personer","10","2014","barnehagedeltakelse"
"1850","alle","5","personer","24","2014","barnehagedeltakelse"
"1851","alle","5","personer","17","2014","barnehagedeltakelse"
"1852","alle","5","personer","14","2014","barnehagedeltakelse"
"1853","alle","5","personer","7","2014","barnehagedeltakelse"
"1854","alle","5","personer","18","2014","barnehagedeltakelse"
"1856","alle","5","personer","7","2014","barnehagedeltakelse"
"1857","alle","5","personer","9","2014","barnehagedeltakelse"
"1859","alle","5","personer","6","2014","barnehagedeltakelse"
"1860","alle","5","personer","118","2014","barnehagedeltakelse"
"1865","alle","5","personer","96","2014","barnehagedeltakelse"
"1866","alle","5","personer","85","2014","barnehagedeltakelse"
"1867","alle","5","personer","15","2014","barnehagedeltakelse"
"1868","alle","5","personer","43","2014","barnehagedeltakelse"
"1870","alle","5","personer","132","2014","barnehagedeltakelse"
"1871","alle","5","personer","49","2014","barnehagedeltakelse"
"1874","alle","5","personer","7","2014","barnehagedeltakelse"
"1902","alle","5","personer","904","2014","barnehagedeltakelse"
"1903","alle","5","personer","291","2014","barnehagedeltakelse"
"1911","alle","5","personer","32","2014","barnehagedeltakelse"
"1913","alle","5","personer","31","2014","barnehagedeltakelse"
"1917","alle","5","personer","11","2014","barnehagedeltakelse"
"1919","alle","5","personer","8","2014","barnehagedeltakelse"
"1920","alle","5","personer","13","2014","barnehagedeltakelse"
"1922","alle","5","personer","55","2014","barnehagedeltakelse"
"1923","alle","5","personer","24","2014","barnehagedeltakelse"
"1924","alle","5","personer","77","2014","barnehagedeltakelse"
"1925","alle","5","personer","35","2014","barnehagedeltakelse"
"1926","alle","5","personer","16","2014","barnehagedeltakelse"
"1927","alle","5","personer","15","2014","barnehagedeltakelse"
"1928","alle","5","personer","6","2014","barnehagedeltakelse"
"1929","alle","5","personer","8","2014","barnehagedeltakelse"
"1931","alle","5","personer","160","2014","barnehagedeltakelse"
"1933","alle","5","personer","67","2014","barnehagedeltakelse"
"1936","alle","5","personer","17","2014","barnehagedeltakelse"
"1938","alle","5","personer","19","2014","barnehagedeltakelse"
"1939","alle","5","personer","20","2014","barnehagedeltakelse"
"1940","alle","5","personer","10","2014","barnehagedeltakelse"
"1941","alle","5","personer","20","2014","barnehagedeltakelse"
"1942","alle","5","personer","58","2014","barnehagedeltakelse"
"1943","alle","5","personer","10","2014","barnehagedeltakelse"
"2002","alle","5","personer","18","2014","barnehagedeltakelse"
"2003","alle","5","personer","68","2014","barnehagedeltakelse"
"2004","alle","5","personer","162","2014","barnehagedeltakelse"
"2011","alle","5","personer","44","2014","barnehagedeltakelse"
"2012","alle","5","personer","259","2014","barnehagedeltakelse"
"2014","alle","5","personer",":","2014","barnehagedeltakelse"
"2015","alle","5","personer","11","2014","barnehagedeltakelse"
"2017","alle","5","personer","6","2014","barnehagedeltakelse"
"2018","alle","5","personer","5","2014","barnehagedeltakelse"
"2019","alle","5","personer","27","2014","barnehagedeltakelse"
"2020","alle","5","personer","37","2014","barnehagedeltakelse"
"2021","alle","5","personer","29","2014","barnehagedeltakelse"
"2022","alle","5","personer","15","2014","barnehagedeltakelse"
"2023","alle","5","personer","9","2014","barnehagedeltakelse"
"2024","alle","5","personer","5","2014","barnehagedeltakelse"
"2025","alle","5","personer","31","2014","barnehagedeltakelse"
"2027","alle","5","personer","12","2014","barnehagedeltakelse"
"2028","alle","5","personer","22","2014","barnehagedeltakelse"
"2030","alle","5","personer","100","2014","barnehagedeltakelse"
"0101","alle","1_5","prosent","89.54599761","2014","barnehagedeltakelse"
"0104","alle","1_5","prosent","87.59776536","2014","barnehagedeltakelse"
"0105","alle","1_5","prosent","87.50397456","2014","barnehagedeltakelse"
"0106","alle","1_5","prosent","88.40182648","2014","barnehagedeltakelse"
"0111","alle","1_5","prosent","93.65079365","2014","barnehagedeltakelse"
"0118","alle","1_5","prosent","84.50704225","2014","barnehagedeltakelse"
"0119","alle","1_5","prosent","86.51685393","2014","barnehagedeltakelse"
"0121","alle","1_5","prosent","88.57142857","2014","barnehagedeltakelse"
"0122","alle","1_5","prosent","87.41721854","2014","barnehagedeltakelse"
"0123","alle","1_5","prosent","96.06060606","2014","barnehagedeltakelse"
"0124","alle","1_5","prosent","85.62162162","2014","barnehagedeltakelse"
"0125","alle","1_5","prosent","88.36833603","2014","barnehagedeltakelse"
"0127","alle","1_5","prosent","91.15044248","2014","barnehagedeltakelse"
"0128","alle","1_5","prosent","86.32286996","2014","barnehagedeltakelse"
"0135","alle","1_5","prosent","90.27431421","2014","barnehagedeltakelse"
"0136","alle","1_5","prosent","89.26767677","2014","barnehagedeltakelse"
"0137","alle","1_5","prosent","86.50137741","2014","barnehagedeltakelse"
"0138","alle","1_5","prosent","83.00283286","2014","barnehagedeltakelse"
"0211","alle","1_5","prosent","94.53551913","2014","barnehagedeltakelse"
"0213","alle","1_5","prosent","92.41344196","2014","barnehagedeltakelse"
"0214","alle","1_5","prosent","93.0871956","2014","barnehagedeltakelse"
"0215","alle","1_5","prosent","90.32634033","2014","barnehagedeltakelse"
"0216","alle","1_5","prosent","94.5264987","2014","barnehagedeltakelse"
"0217","alle","1_5","prosent","93.65079365","2014","barnehagedeltakelse"
"0219","alle","1_5","prosent","90.58737687","2014","barnehagedeltakelse"
"0220","alle","1_5","prosent","90.75218959","2014","barnehagedeltakelse"
"0221","alle","1_5","prosent","89.88888889","2014","barnehagedeltakelse"
"0226","alle","1_5","prosent","89.18482647","2014","barnehagedeltakelse"
"0227","alle","1_5","prosent","86.32596685","2014","barnehagedeltakelse"
"0228","alle","1_5","prosent","91.02773246","2014","barnehagedeltakelse"
"0229","alle","1_5","prosent","89.56884562","2014","barnehagedeltakelse"
"0230","alle","1_5","prosent","98.18627451","2014","barnehagedeltakelse"
"0231","alle","1_5","prosent","89.42857143","2014","barnehagedeltakelse"
"0233","alle","1_5","prosent","93.42105263","2014","barnehagedeltakelse"
"0234","alle","1_5","prosent","95.55555556","2014","barnehagedeltakelse"
"0235","alle","1_5","prosent","94.83707152","2014","barnehagedeltakelse"
"0236","alle","1_5","prosent","94.06706793","2014","barnehagedeltakelse"
"0237","alle","1_5","prosent","88.996139","2014","barnehagedeltakelse"
"0238","alle","1_5","prosent","87.97736917","2014","barnehagedeltakelse"
"0239","alle","1_5","prosent","95.56962025","2014","barnehagedeltakelse"
"0301","alle","1_5","prosent","85.70114834","2014","barnehagedeltakelse"
"0402","alle","1_5","prosent","88.26815642","2014","barnehagedeltakelse"
"0403","alle","1_5","prosent","94.8852459","2014","barnehagedeltakelse"
"0412","alle","1_5","prosent","92.37887861","2014","barnehagedeltakelse"
"0415","alle","1_5","prosent","81.06796117","2014","barnehagedeltakelse"
"0417","alle","1_5","prosent","92.23468507","2014","barnehagedeltakelse"
"0418","alle","1_5","prosent","89.31623932","2014","barnehagedeltakelse"
"0419","alle","1_5","prosent","90.74550129","2014","barnehagedeltakelse"
"0420","alle","1_5","prosent","85.60311284","2014","barnehagedeltakelse"
"0423","alle","1_5","prosent","87.42138365","2014","barnehagedeltakelse"
"0425","alle","1_5","prosent","90.13605442","2014","barnehagedeltakelse"
"0426","alle","1_5","prosent","88.46153846","2014","barnehagedeltakelse"
"0427","alle","1_5","prosent","93.02528335","2014","barnehagedeltakelse"
"0428","alle","1_5","prosent","93.04029304","2014","barnehagedeltakelse"
"0429","alle","1_5","prosent","96.95652174","2014","barnehagedeltakelse"
"0430","alle","1_5","prosent","93.1372549","2014","barnehagedeltakelse"
"0432","alle","1_5","prosent","92.1875","2014","barnehagedeltakelse"
"0434","alle","1_5","prosent","90.24390244","2014","barnehagedeltakelse"
"0436","alle","1_5","prosent","92.47311828","2014","barnehagedeltakelse"
"0437","alle","1_5","prosent","96.65653495","2014","barnehagedeltakelse"
"0438","alle","1_5","prosent","89.40397351","2014","barnehagedeltakelse"
"0439","alle","1_5","prosent","92.59259259","2014","barnehagedeltakelse"
"0441","alle","1_5","prosent","91.46341463","2014","barnehagedeltakelse"
"0501","alle","1_5","prosent","94.51445515","2014","barnehagedeltakelse"
"0502","alle","1_5","prosent","92.07920792","2014","barnehagedeltakelse"
"0511","alle","1_5","prosent","85.48387097","2014","barnehagedeltakelse"
"0512","alle","1_5","prosent","94.31818182","2014","barnehagedeltakelse"
"0513","alle","1_5","prosent","88.88888889","2014","barnehagedeltakelse"
"0514","alle","1_5","prosent","89.09090909","2014","barnehagedeltakelse"
"0515","alle","1_5","prosent","90.25641026","2014","barnehagedeltakelse"
"0516","alle","1_5","prosent","89.53068592","2014","barnehagedeltakelse"
"0517","alle","1_5","prosent","92.30769231","2014","barnehagedeltakelse"
"0519","alle","1_5","prosent","87.42857143","2014","barnehagedeltakelse"
"0520","alle","1_5","prosent","94.33962264","2014","barnehagedeltakelse"
"0521","alle","1_5","prosent","94.49152542","2014","barnehagedeltakelse"
"0522","alle","1_5","prosent","91.14754098","2014","barnehagedeltakelse"
"0528","alle","1_5","prosent","88.0733945","2014","barnehagedeltakelse"
"0529","alle","1_5","prosent","91.72932331","2014","barnehagedeltakelse"
"0532","alle","1_5","prosent","87.80487805","2014","barnehagedeltakelse"
"0533","alle","1_5","prosent","93.79844961","2014","barnehagedeltakelse"
"0534","alle","1_5","prosent","88.07854137","2014","barnehagedeltakelse"
"0536","alle","1_5","prosent","89.16666667","2014","barnehagedeltakelse"
"0538","alle","1_5","prosent","92.49249249","2014","barnehagedeltakelse"
"0540","alle","1_5","prosent","86.30136986","2014","barnehagedeltakelse"
"0541","alle","1_5","prosent","90.47619048","2014","barnehagedeltakelse"
"0542","alle","1_5","prosent","88.52459016","2014","barnehagedeltakelse"
"0543","alle","1_5","prosent","81.98198198","2014","barnehagedeltakelse"
"0544","alle","1_5","prosent","91.97530864","2014","barnehagedeltakelse"
"0545","alle","1_5","prosent","94.66666667","2014","barnehagedeltakelse"
"0602","alle","1_5","prosent","88.86397608","2014","barnehagedeltakelse"
"0604","alle","1_5","prosent","94.99072356","2014","barnehagedeltakelse"
"0605","alle","1_5","prosent","91.67733675","2014","barnehagedeltakelse"
"0612","alle","1_5","prosent","89.34240363","2014","barnehagedeltakelse"
"0615","alle","1_5","prosent","92.68292683","2014","barnehagedeltakelse"
"0616","alle","1_5","prosent","92.36641221","2014","barnehagedeltakelse"
"0617","alle","1_5","prosent","92.64069264","2014","barnehagedeltakelse"
"0618","alle","1_5","prosent","91.15646259","2014","barnehagedeltakelse"
"0619","alle","1_5","prosent","94.53781513","2014","barnehagedeltakelse"
"0620","alle","1_5","prosent","91.17647059","2014","barnehagedeltakelse"
"0621","alle","1_5","prosent","94.07894737","2014","barnehagedeltakelse"
"0622","alle","1_5","prosent","89.68253968","2014","barnehagedeltakelse"
"0623","alle","1_5","prosent","82.94573643","2014","barnehagedeltakelse"
"0624","alle","1_5","prosent","90.13409962","2014","barnehagedeltakelse"
"0625","alle","1_5","prosent","86.8928809","2014","barnehagedeltakelse"
"0626","alle","1_5","prosent","93.03915475","2014","barnehagedeltakelse"
"0627","alle","1_5","prosent","87.24489796","2014","barnehagedeltakelse"
"0628","alle","1_5","prosent","94.88752556","2014","barnehagedeltakelse"
"0631","alle","1_5","prosent","80.50314465","2014","barnehagedeltakelse"
"0632","alle","1_5","prosent","92.5","2014","barnehagedeltakelse"
"0633","alle","1_5","prosent","90.26548673","2014","barnehagedeltakelse"
"0701","alle","1_5","prosent","86.25","2014","barnehagedeltakelse"
"0702","alle","1_5","prosent","92.57340242","2014","barnehagedeltakelse"
"0704","alle","1_5","prosent","90.16736402","2014","barnehagedeltakelse"
"0706","alle","1_5","prosent","90.12","2014","barnehagedeltakelse"
"0709","alle","1_5","prosent","89.69417679","2014","barnehagedeltakelse"
"0711","alle","1_5","prosent","84.01253918","2014","barnehagedeltakelse"
"0713","alle","1_5","prosent","91.26559715","2014","barnehagedeltakelse"
"0714","alle","1_5","prosent","91.50326797","2014","barnehagedeltakelse"
"0716","alle","1_5","prosent","86.74911661","2014","barnehagedeltakelse"
"0719","alle","1_5","prosent","80.42328042","2014","barnehagedeltakelse"
"0720","alle","1_5","prosent","89.03703704","2014","barnehagedeltakelse"
"0722","alle","1_5","prosent","94.01148482","2014","barnehagedeltakelse"
"0723","alle","1_5","prosent","88.51674641","2014","barnehagedeltakelse"
"0728","alle","1_5","prosent","89.70588235","2014","barnehagedeltakelse"
"0805","alle","1_5","prosent","96.60657476","2014","barnehagedeltakelse"
"0806","alle","1_5","prosent","86.47327249","2014","barnehagedeltakelse"
"0807","alle","1_5","prosent","92.3880597","2014","barnehagedeltakelse"
"0811","alle","1_5","prosent","74.41860465","2014","barnehagedeltakelse"
"0814","alle","1_5","prosent","90.94650206","2014","barnehagedeltakelse"
"0815","alle","1_5","prosent","91.31313131","2014","barnehagedeltakelse"
"0817","alle","1_5","prosent","86.23853211","2014","barnehagedeltakelse"
"0819","alle","1_5","prosent","86.98224852","2014","barnehagedeltakelse"
"0821","alle","1_5","prosent","90","2014","barnehagedeltakelse"
"0822","alle","1_5","prosent","87.98076923","2014","barnehagedeltakelse"
"0826","alle","1_5","prosent","102.4221453","2014","barnehagedeltakelse"
"0827","alle","1_5","prosent","92.20779221","2014","barnehagedeltakelse"
"0828","alle","1_5","prosent","90.60773481","2014","barnehagedeltakelse"
"0829","alle","1_5","prosent","89.52380952","2014","barnehagedeltakelse"
"0830","alle","1_5","prosent","87.23404255","2014","barnehagedeltakelse"
"0831","alle","1_5","prosent","91.93548387","2014","barnehagedeltakelse"
"0833","alle","1_5","prosent","87.80487805","2014","barnehagedeltakelse"
"0834","alle","1_5","prosent","93.2642487","2014","barnehagedeltakelse"
"0901","alle","1_5","prosent","82.42074928","2014","barnehagedeltakelse"
"0904","alle","1_5","prosent","95.18332135","2014","barnehagedeltakelse"
"0906","alle","1_5","prosent","90.056926","2014","barnehagedeltakelse"
"0911","alle","1_5","prosent","89.51612903","2014","barnehagedeltakelse"
"0912","alle","1_5","prosent","92.48120301","2014","barnehagedeltakelse"
"0914","alle","1_5","prosent","95.45454545","2014","barnehagedeltakelse"
"0919","alle","1_5","prosent","88.47117794","2014","barnehagedeltakelse"
"0926","alle","1_5","prosent","88.52005533","2014","barnehagedeltakelse"
"0928","alle","1_5","prosent","87.27735369","2014","barnehagedeltakelse"
"0929","alle","1_5","prosent","93.87755102","2014","barnehagedeltakelse"
"0935","alle","1_5","prosent","91.08910891","2014","barnehagedeltakelse"
"0937","alle","1_5","prosent","80.83333333","2014","barnehagedeltakelse"
"0938","alle","1_5","prosent","95.74468085","2014","barnehagedeltakelse"
"0940","alle","1_5","prosent","94.54545455","2014","barnehagedeltakelse"
"0941","alle","1_5","prosent","100","2014","barnehagedeltakelse"
"1001","alle","1_5","prosent","89.64611072","2014","barnehagedeltakelse"
"1002","alle","1_5","prosent","88.92438765","2014","barnehagedeltakelse"
"1003","alle","1_5","prosent","89.88549618","2014","barnehagedeltakelse"
"1004","alle","1_5","prosent","87.72893773","2014","barnehagedeltakelse"
"1014","alle","1_5","prosent","89.9710704","2014","barnehagedeltakelse"
"1017","alle","1_5","prosent","82.35294118","2014","barnehagedeltakelse"
"1018","alle","1_5","prosent","87.15083799","2014","barnehagedeltakelse"
"1021","alle","1_5","prosent","94.63087248","2014","barnehagedeltakelse"
"1026","alle","1_5","prosent","85.71428571","2014","barnehagedeltakelse"
"1027","alle","1_5","prosent","80","2014","barnehagedeltakelse"
"1029","alle","1_5","prosent","83.92857143","2014","barnehagedeltakelse"
"1032","alle","1_5","prosent","83.16326531","2014","barnehagedeltakelse"
"1034","alle","1_5","prosent","81.81818182","2014","barnehagedeltakelse"
"1037","alle","1_5","prosent","88.86075949","2014","barnehagedeltakelse"
"1046","alle","1_5","prosent","93.00699301","2014","barnehagedeltakelse"
"1101","alle","1_5","prosent","87.98370672","2014","barnehagedeltakelse"
"1102","alle","1_5","prosent","87.51560549","2014","barnehagedeltakelse"
"1103","alle","1_5","prosent","88.06262231","2014","barnehagedeltakelse"
"1106","alle","1_5","prosent","89.81269986","2014","barnehagedeltakelse"
"1111","alle","1_5","prosent","84.54935622","2014","barnehagedeltakelse"
"1112","alle","1_5","prosent","91.15044248","2014","barnehagedeltakelse"
"1114","alle","1_5","prosent","86.95652174","2014","barnehagedeltakelse"
"1119","alle","1_5","prosent","81.0793238","2014","barnehagedeltakelse"
"1120","alle","1_5","prosent","90.82321188","2014","barnehagedeltakelse"
"1121","alle","1_5","prosent","86.86030429","2014","barnehagedeltakelse"
"1122","alle","1_5","prosent","85.06097561","2014","barnehagedeltakelse"
"1124","alle","1_5","prosent","96.62638469","2014","barnehagedeltakelse"
"1127","alle","1_5","prosent","92.28611501","2014","barnehagedeltakelse"
"1129","alle","1_5","prosent","95.34883721","2014","barnehagedeltakelse"
"1130","alle","1_5","prosent","86.04395604","2014","barnehagedeltakelse"
"1133","alle","1_5","prosent","89.6373057","2014","barnehagedeltakelse"
"1134","alle","1_5","prosent","88.35341365","2014","barnehagedeltakelse"
"1135","alle","1_5","prosent","93.46153846","2014","barnehagedeltakelse"
"1141","alle","1_5","prosent","88.34080717","2014","barnehagedeltakelse"
"1142","alle","1_5","prosent","90.51094891","2014","barnehagedeltakelse"
"1144","alle","1_5","prosent","93.10344828","2014","barnehagedeltakelse"
"1145","alle","1_5","prosent","86.36363636","2014","barnehagedeltakelse"
"1146","alle","1_5","prosent","87.54534462","2014","barnehagedeltakelse"
"1149","alle","1_5","prosent","90.33043478","2014","barnehagedeltakelse"
"1151","alle","1_5","prosent","75","2014","barnehagedeltakelse"
"1160","alle","1_5","prosent","84.41780822","2014","barnehagedeltakelse"
"1201","alle","1_5","prosent","91.5246011","2014","barnehagedeltakelse"
"1211","alle","1_5","prosent","93.79310345","2014","barnehagedeltakelse"
"1216","alle","1_5","prosent","93.95973154","2014","barnehagedeltakelse"
"1219","alle","1_5","prosent","94.45843829","2014","barnehagedeltakelse"
"1221","alle","1_5","prosent","91.3618677","2014","barnehagedeltakelse"
"1222","alle","1_5","prosent","85.56701031","2014","barnehagedeltakelse"
"1223","alle","1_5","prosent","95.20547945","2014","barnehagedeltakelse"
"1224","alle","1_5","prosent","90","2014","barnehagedeltakelse"
"1227","alle","1_5","prosent","94.54545455","2014","barnehagedeltakelse"
"1228","alle","1_5","prosent","89.30635838","2014","barnehagedeltakelse"
"1231","alle","1_5","prosent","87.43455497","2014","barnehagedeltakelse"
"1232","alle","1_5","prosent","100","2014","barnehagedeltakelse"
"1233","alle","1_5","prosent","87.5","2014","barnehagedeltakelse"
"1234","alle","1_5","prosent","102.9411765","2014","barnehagedeltakelse"
"1235","alle","1_5","prosent","90.94159714","2014","barnehagedeltakelse"
"1238","alle","1_5","prosent","89.35281837","2014","barnehagedeltakelse"
"1241","alle","1_5","prosent","91.28205128","2014","barnehagedeltakelse"
"1242","alle","1_5","prosent","85.31468531","2014","barnehagedeltakelse"
"1243","alle","1_5","prosent","89.46657664","2014","barnehagedeltakelse"
"1244","alle","1_5","prosent","89.03394256","2014","barnehagedeltakelse"
"1245","alle","1_5","prosent","86.72897196","2014","barnehagedeltakelse"
"1246","alle","1_5","prosent","90.01154734","2014","barnehagedeltakelse"
"1247","alle","1_5","prosent","93.48404255","2014","barnehagedeltakelse"
"1251","alle","1_5","prosent","87.33031674","2014","barnehagedeltakelse"
"1252","alle","1_5","prosent","123.5294118","2014","barnehagedeltakelse"
"1253","alle","1_5","prosent","84","2014","barnehagedeltakelse"
"1256","alle","1_5","prosent","92.00626959","2014","barnehagedeltakelse"
"1259","alle","1_5","prosent","88.4272997","2014","barnehagedeltakelse"
"1260","alle","1_5","prosent","83.71335505","2014","barnehagedeltakelse"
"1263","alle","1_5","prosent","88.31417625","2014","barnehagedeltakelse"
"1264","alle","1_5","prosent","100","2014","barnehagedeltakelse"
"1265","alle","1_5","prosent","91.30434783","2014","barnehagedeltakelse"
"1266","alle","1_5","prosent","95.69892473","2014","barnehagedeltakelse"
"1401","alle","1_5","prosent","92.64305177","2014","barnehagedeltakelse"
"1411","alle","1_5","prosent","93.57798165","2014","barnehagedeltakelse"
"1412","alle","1_5","prosent","96.2962963","2014","barnehagedeltakelse"
"1413","alle","1_5","prosent","86.79245283","2014","barnehagedeltakelse"
"1416","alle","1_5","prosent","91.45728643","2014","barnehagedeltakelse"
"1417","alle","1_5","prosent","90.51094891","2014","barnehagedeltakelse"
"1418","alle","1_5","prosent","85.71428571","2014","barnehagedeltakelse"
"1419","alle","1_5","prosent","93.23308271","2014","barnehagedeltakelse"
"1420","alle","1_5","prosent","92.07048458","2014","barnehagedeltakelse"
"1421","alle","1_5","prosent","93.05555556","2014","barnehagedeltakelse"
"1422","alle","1_5","prosent","89.47368421","2014","barnehagedeltakelse"
"1424","alle","1_5","prosent","96.62921348","2014","barnehagedeltakelse"
"1426","alle","1_5","prosent","89.75265018","2014","barnehagedeltakelse"
"1428","alle","1_5","prosent","91.92546584","2014","barnehagedeltakelse"
"1429","alle","1_5","prosent","90.10989011","2014","barnehagedeltakelse"
"1430","alle","1_5","prosent","94.66019417","2014","barnehagedeltakelse"
"1431","alle","1_5","prosent","99.49748744","2014","barnehagedeltakelse"
"1432","alle","1_5","prosent","94.78357381","2014","barnehagedeltakelse"
"1433","alle","1_5","prosent","93.8547486","2014","barnehagedeltakelse"
"1438","alle","1_5","prosent","90","2014","barnehagedeltakelse"
"1439","alle","1_5","prosent","87.74373259","2014","barnehagedeltakelse"
"1441","alle","1_5","prosent","87.80487805","2014","barnehagedeltakelse"
"1443","alle","1_5","prosent","96.99453552","2014","barnehagedeltakelse"
"1444","alle","1_5","prosent","94.20289855","2014","barnehagedeltakelse"
"1445","alle","1_5","prosent","93.83116883","2014","barnehagedeltakelse"
"1449","alle","1_5","prosent","92.58426966","2014","barnehagedeltakelse"
"1502","alle","1_5","prosent","94.58577952","2014","barnehagedeltakelse"
"1504","alle","1_5","prosent","95.50802139","2014","barnehagedeltakelse"
"1505","alle","1_5","prosent","93.5925126","2014","barnehagedeltakelse"
"1511","alle","1_5","prosent","91.42857143","2014","barnehagedeltakelse"
"1514","alle","1_5","prosent","79.6460177","2014","barnehagedeltakelse"
"1515","alle","1_5","prosent","94.18604651","2014","barnehagedeltakelse"
"1516","alle","1_5","prosent","96.44859813","2014","barnehagedeltakelse"
"1517","alle","1_5","prosent","91.48264984","2014","barnehagedeltakelse"
"1519","alle","1_5","prosent","94.88188976","2014","barnehagedeltakelse"
"1520","alle","1_5","prosent","92.8358209","2014","barnehagedeltakelse"
"1523","alle","1_5","prosent","94.92753623","2014","barnehagedeltakelse"
"1524","alle","1_5","prosent","85.39325843","2014","barnehagedeltakelse"
"1525","alle","1_5","prosent","88.5106383","2014","barnehagedeltakelse"
"1526","alle","1_5","prosent","88.23529412","2014","barnehagedeltakelse"
"1528","alle","1_5","prosent","92.49448124","2014","barnehagedeltakelse"
"1529","alle","1_5","prosent","82.90598291","2014","barnehagedeltakelse"
"1531","alle","1_5","prosent","91.21338912","2014","barnehagedeltakelse"
"1532","alle","1_5","prosent","93.9177102","2014","barnehagedeltakelse"
"1534","alle","1_5","prosent","88.27838828","2014","barnehagedeltakelse"
"1535","alle","1_5","prosent","91.15044248","2014","barnehagedeltakelse"
"1539","alle","1_5","prosent","92.08144796","2014","barnehagedeltakelse"
"1543","alle","1_5","prosent","87.59124088","2014","barnehagedeltakelse"
"1545","alle","1_5","prosent","88.05970149","2014","barnehagedeltakelse"
"1546","alle","1_5","prosent","91.54929577","2014","barnehagedeltakelse"
"1547","alle","1_5","prosent","83.62831858","2014","barnehagedeltakelse"
"1548","alle","1_5","prosent","85.47008547","2014","barnehagedeltakelse"
"1551","alle","1_5","prosent","87.09677419","2014","barnehagedeltakelse"
"1554","alle","1_5","prosent","88.50574713","2014","barnehagedeltakelse"
"1557","alle","1_5","prosent","96.03174603","2014","barnehagedeltakelse"
"1560","alle","1_5","prosent","92.46575342","2014","barnehagedeltakelse"
"1563","alle","1_5","prosent","97.15189873","2014","barnehagedeltakelse"
"1566","alle","1_5","prosent","93.68421053","2014","barnehagedeltakelse"
"1567","alle","1_5","prosent","97.08737864","2014","barnehagedeltakelse"
"1571","alle","1_5","prosent","84.375","2014","barnehagedeltakelse"
"1573","alle","1_5","prosent","94.33962264","2014","barnehagedeltakelse"
"1576","alle","1_5","prosent","90.53254438","2014","barnehagedeltakelse"
"1601","alle","1_5","prosent","95.28359779","2014","barnehagedeltakelse"
"1612","alle","1_5","prosent","101.3333333","2014","barnehagedeltakelse"
"1613","alle","1_5","prosent","84.61538462","2014","barnehagedeltakelse"
"1617","alle","1_5","prosent","89.21568627","2014","barnehagedeltakelse"
"1620","alle","1_5","prosent","95.27272727","2014","barnehagedeltakelse"
"1621","alle","1_5","prosent","91.00719424","2014","barnehagedeltakelse"
"1622","alle","1_5","prosent","89.18918919","2014","barnehagedeltakelse"
"1624","alle","1_5","prosent","90.25069638","2014","barnehagedeltakelse"
"1627","alle","1_5","prosent","91.1971831","2014","barnehagedeltakelse"
"1630","alle","1_5","prosent","96","2014","barnehagedeltakelse"
"1632","alle","1_5","prosent","78.04878049","2014","barnehagedeltakelse"
"1633","alle","1_5","prosent","95.65217391","2014","barnehagedeltakelse"
"1634","alle","1_5","prosent","93.01745636","2014","barnehagedeltakelse"
