"tabell_navn","aar","bydel_nr","enhet","flytting","innvkat_3","tabellvariabel"
"befolkning_flytting","2014","030107","personer","innflytting","befolkningen_ellers","1025"
"befolkning_flytting","2014","030107","personer","innvandring","befolkningen_ellers","193"
"befolkning_flytting","2014","030107","personer","innvandring_og_innflytting","befolkningen_ellers","1218"
"befolkning_flytting","2014","030107","personer","nettoinnflytting","befolkningen_ellers","-219"
"befolkning_flytting","2014","030107","personer","nettoinnvandring","befolkningen_ellers","55"
"befolkning_flytting","2014","030107","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-164"
"befolkning_flytting","2014","030107","personer","utflytting","befolkningen_ellers","1244"
"befolkning_flytting","2014","030107","personer","utvandring","befolkningen_ellers","138"
"befolkning_flytting","2014","030107","personer","utvandring_og_utflytting","befolkningen_ellers","1382"
"befolkning_flytting","2014","030108","personer","innflytting","befolkningen_ellers","1408"
"befolkning_flytting","2014","030108","personer","innvandring","befolkningen_ellers","128"
"befolkning_flytting","2014","030108","personer","innvandring_og_innflytting","befolkningen_ellers","1536"
"befolkning_flytting","2014","030108","personer","nettoinnflytting","befolkningen_ellers","-96"
"befolkning_flytting","2014","030108","personer","nettoinnvandring","befolkningen_ellers","28"
"befolkning_flytting","2014","030108","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-68"
"befolkning_flytting","2014","030108","personer","utflytting","befolkningen_ellers","1504"
"befolkning_flytting","2014","030108","personer","utvandring","befolkningen_ellers","100"
"befolkning_flytting","2014","030108","personer","utvandring_og_utflytting","befolkningen_ellers","1604"
"befolkning_flytting","2014","030109","personer","innflytting","befolkningen_ellers","623"
"befolkning_flytting","2014","030109","personer","innvandring","befolkningen_ellers","80"
"befolkning_flytting","2014","030109","personer","innvandring_og_innflytting","befolkningen_ellers","703"
"befolkning_flytting","2014","030109","personer","nettoinnflytting","befolkningen_ellers","-416"
"befolkning_flytting","2014","030109","personer","nettoinnvandring","befolkningen_ellers","-43"
"befolkning_flytting","2014","030109","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-459"
"befolkning_flytting","2014","030109","personer","utflytting","befolkningen_ellers","1039"
"befolkning_flytting","2014","030109","personer","utvandring","befolkningen_ellers","123"
"befolkning_flytting","2014","030109","personer","utvandring_og_utflytting","befolkningen_ellers","1162"
"befolkning_flytting","2014","030110","personer","innflytting","befolkningen_ellers","392"
"befolkning_flytting","2014","030110","personer","innvandring","befolkningen_ellers","60"
"befolkning_flytting","2014","030110","personer","innvandring_og_innflytting","befolkningen_ellers","452"
"befolkning_flytting","2014","030110","personer","nettoinnflytting","befolkningen_ellers","-299"
"befolkning_flytting","2014","030110","personer","nettoinnvandring","befolkningen_ellers","-16"
"befolkning_flytting","2014","030110","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-315"
"befolkning_flytting","2014","030110","personer","utflytting","befolkningen_ellers","691"
"befolkning_flytting","2014","030110","personer","utvandring","befolkningen_ellers","76"
"befolkning_flytting","2014","030110","personer","utvandring_og_utflytting","befolkningen_ellers","767"
"befolkning_flytting","2014","030111","personer","innflytting","befolkningen_ellers","439"
"befolkning_flytting","2014","030111","personer","innvandring","befolkningen_ellers","116"
"befolkning_flytting","2014","030111","personer","innvandring_og_innflytting","befolkningen_ellers","555"
"befolkning_flytting","2014","030111","personer","nettoinnflytting","befolkningen_ellers","-285"
"befolkning_flytting","2014","030111","personer","nettoinnvandring","befolkningen_ellers","-21"
"befolkning_flytting","2014","030111","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-306"
"befolkning_flytting","2014","030111","personer","utflytting","befolkningen_ellers","724"
"befolkning_flytting","2014","030111","personer","utvandring","befolkningen_ellers","137"
"befolkning_flytting","2014","030111","personer","utvandring_og_utflytting","befolkningen_ellers","861"
"befolkning_flytting","2014","030112","personer","innflytting","befolkningen_ellers","772"
"befolkning_flytting","2014","030112","personer","innvandring","befolkningen_ellers","105"
"befolkning_flytting","2014","030112","personer","innvandring_og_innflytting","befolkningen_ellers","877"
"befolkning_flytting","2014","030112","personer","nettoinnflytting","befolkningen_ellers","-480"
"befolkning_flytting","2014","030112","personer","nettoinnvandring","befolkningen_ellers","-34"
"befolkning_flytting","2014","030112","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-514"
"befolkning_flytting","2014","030112","personer","utflytting","befolkningen_ellers","1252"
"befolkning_flytting","2014","030112","personer","utvandring","befolkningen_ellers","139"
"befolkning_flytting","2014","030112","personer","utvandring_og_utflytting","befolkningen_ellers","1391"
"befolkning_flytting","2014","030113","personer","innflytting","befolkningen_ellers","792"
"befolkning_flytting","2014","030113","personer","innvandring","befolkningen_ellers","73"
"befolkning_flytting","2014","030113","personer","innvandring_og_innflytting","befolkningen_ellers","865"
"befolkning_flytting","2014","030113","personer","nettoinnflytting","befolkningen_ellers","-537"
"befolkning_flytting","2014","030113","personer","nettoinnvandring","befolkningen_ellers","-27"
"befolkning_flytting","2014","030113","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-564"
"befolkning_flytting","2014","030113","personer","utflytting","befolkningen_ellers","1329"
"befolkning_flytting","2014","030113","personer","utvandring","befolkningen_ellers","100"
"befolkning_flytting","2014","030113","personer","utvandring_og_utflytting","befolkningen_ellers","1429"
"befolkning_flytting","2014","030114","personer","innflytting","befolkningen_ellers","1000"
"befolkning_flytting","2014","030114","personer","innvandring","befolkningen_ellers","118"
"befolkning_flytting","2014","030114","personer","innvandring_og_innflytting","befolkningen_ellers","1118"
"befolkning_flytting","2014","030114","personer","nettoinnflytting","befolkningen_ellers","-362"
"befolkning_flytting","2014","030114","personer","nettoinnvandring","befolkningen_ellers","31"
"befolkning_flytting","2014","030114","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-331"
"befolkning_flytting","2014","030114","personer","utflytting","befolkningen_ellers","1362"
"befolkning_flytting","2014","030114","personer","utvandring","befolkningen_ellers","87"
"befolkning_flytting","2014","030114","personer","utvandring_og_utflytting","befolkningen_ellers","1449"
"befolkning_flytting","2014","030115","personer","innflytting","befolkningen_ellers","573"
"befolkning_flytting","2014","030115","personer","innvandring","befolkningen_ellers","122"
"befolkning_flytting","2014","030115","personer","innvandring_og_innflytting","befolkningen_ellers","695"
"befolkning_flytting","2014","030115","personer","nettoinnflytting","befolkningen_ellers","-359"
"befolkning_flytting","2014","030115","personer","nettoinnvandring","befolkningen_ellers","-16"
"befolkning_flytting","2014","030115","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-375"
"befolkning_flytting","2014","030115","personer","utflytting","befolkningen_ellers","932"
"befolkning_flytting","2014","030115","personer","utvandring","befolkningen_ellers","138"
"befolkning_flytting","2014","030115","personer","utvandring_og_utflytting","befolkningen_ellers","1070"
"befolkning_flytting","2014","030116","personer","innflytting","befolkningen_ellers","103"
"befolkning_flytting","2014","030116","personer","innvandring","befolkningen_ellers","5"
"befolkning_flytting","2014","030116","personer","innvandring_og_innflytting","befolkningen_ellers","108"
"befolkning_flytting","2014","030116","personer","nettoinnflytting","befolkningen_ellers","42"
"befolkning_flytting","2014","030116","personer","nettoinnvandring","befolkningen_ellers","-1"
"befolkning_flytting","2014","030116","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","41"
"befolkning_flytting","2014","030116","personer","utflytting","befolkningen_ellers","61"
"befolkning_flytting","2014","030116","personer","utvandring","befolkningen_ellers","6"
"befolkning_flytting","2014","030116","personer","utvandring_og_utflytting","befolkningen_ellers","67"
"befolkning_flytting","2014","030117","personer","innflytting","befolkningen_ellers","26"
"befolkning_flytting","2014","030117","personer","innvandring","befolkningen_ellers","4"
"befolkning_flytting","2014","030117","personer","innvandring_og_innflytting","befolkningen_ellers","30"
"befolkning_flytting","2014","030117","personer","nettoinnflytting","befolkningen_ellers","-30"
"befolkning_flytting","2014","030117","personer","nettoinnvandring","befolkningen_ellers","0"
"befolkning_flytting","2014","030117","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-30"
"befolkning_flytting","2014","030117","personer","utflytting","befolkningen_ellers","56"
"befolkning_flytting","2014","030117","personer","utvandring","befolkningen_ellers","4"
"befolkning_flytting","2014","030117","personer","utvandring_og_utflytting","befolkningen_ellers","60"
"befolkning_flytting","2014","030199","personer","innflytting","befolkningen_ellers","110"
"befolkning_flytting","2014","030199","personer","innvandring","befolkningen_ellers","4"
"befolkning_flytting","2014","030199","personer","innvandring_og_innflytting","befolkningen_ellers","114"
"befolkning_flytting","2014","030199","personer","nettoinnflytting","befolkningen_ellers","-32"
"befolkning_flytting","2014","030199","personer","nettoinnvandring","befolkningen_ellers","-109"
"befolkning_flytting","2014","030199","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-141"
"befolkning_flytting","2014","030199","personer","utflytting","befolkningen_ellers","142"
"befolkning_flytting","2014","030199","personer","utvandring","befolkningen_ellers","113"
"befolkning_flytting","2014","030199","personer","utvandring_og_utflytting","befolkningen_ellers","255"
