"aar","bydel_nr","flytting","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","Fylke","naringsregion_nr","kommune_nr"
2013,"NULL","nettoinnvandring","alle","personer","47","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","innflytting","1","personer","20","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","innflytting","2","personer","33","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","innflytting","alle","personer","53","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","utflytting","1","personer","17","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","utflytting","2","personer","18","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","utflytting","alle","personer","35","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","nettoinnflytting","1","personer","3","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","nettoinnflytting","2","personer","15","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","nettoinnflytting","alle","personer","18","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","46","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","69","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","115","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","28","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","22","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","50","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","18","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","47","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","65","befolkning_flytting_vreg","NULL","NULL","68","NULL"
2013,"NULL","innvandring","1","personer","82","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","innvandring","2","personer","115","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","innvandring","alle","personer","197","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","utvandring","1","personer","16","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","utvandring","2","personer","10","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","utvandring","alle","personer","26","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","nettoinnvandring","1","personer","66","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","nettoinnvandring","2","personer","105","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","nettoinnvandring","alle","personer","171","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","innflytting","1","personer","17","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","innflytting","2","personer","35","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","innflytting","alle","personer","52","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","utflytting","1","personer","53","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","utflytting","2","personer","99","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","utflytting","alle","personer","152","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","nettoinnflytting","1","personer","-36","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","nettoinnflytting","2","personer","-64","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-100","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","99","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","150","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","249","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","69","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","109","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","178","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","30","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","41","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","71","befolkning_flytting_vreg","NULL","NULL","69","NULL"
2013,"NULL","innvandring","1","personer","32","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","innvandring","2","personer","13","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","innvandring","alle","personer","45","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","utvandring","1","personer","14","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","utvandring","2","personer","4","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","utvandring","alle","personer","18","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","nettoinnvandring","1","personer","18","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","nettoinnvandring","2","personer","9","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","nettoinnvandring","alle","personer","27","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","innflytting","1","personer","5","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","innflytting","2","personer","3","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","innflytting","alle","personer","8","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","utflytting","1","personer","12","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","utflytting","2","personer","9","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","utflytting","alle","personer","21","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","nettoinnflytting","1","personer","-7","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","nettoinnflytting","2","personer","-6","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-13","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","37","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","16","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","53","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","26","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","13","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","39","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","11","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","3","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","14","befolkning_flytting_vreg","NULL","NULL","70","NULL"
2013,"NULL","innvandring","1","personer","49","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","innvandring","2","personer","135","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","innvandring","alle","personer","184","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","utvandring","1","personer","14","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","utvandring","2","personer","4","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","utvandring","alle","personer","18","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","nettoinnvandring","1","personer","35","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","nettoinnvandring","2","personer","131","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","nettoinnvandring","alle","personer","166","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","innflytting","1","personer","14","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","innflytting","2","personer","24","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","innflytting","alle","personer","38","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","utflytting","1","personer","29","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","utflytting","2","personer","90","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","utflytting","alle","personer","119","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","nettoinnflytting","1","personer","-15","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","nettoinnflytting","2","personer","-66","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-81","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","63","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","159","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","222","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","43","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","94","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","137","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","20","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","65","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","85","befolkning_flytting_vreg","NULL","NULL","71","NULL"
2013,"NULL","innvandring","1","personer","126","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","innvandring","2","personer","188","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","innvandring","alle","personer","314","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","utvandring","1","personer","27","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","utvandring","2","personer","12","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","utvandring","alle","personer","39","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","nettoinnvandring","1","personer","99","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","nettoinnvandring","2","personer","176","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","nettoinnvandring","alle","personer","275","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","innflytting","1","personer","35","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","innflytting","2","personer","70","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","innflytting","alle","personer","105","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","utflytting","1","personer","52","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","utflytting","2","personer","131","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","utflytting","alle","personer","183","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","nettoinnflytting","1","personer","-17","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","nettoinnflytting","2","personer","-61","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-78","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","161","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","258","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","419","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","79","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","143","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","222","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","82","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","115","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","197","befolkning_flytting_vreg","NULL","NULL","72","NULL"
2013,"NULL","innvandring","1","personer","402","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","innvandring","2","personer","464","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","innvandring","alle","personer","866","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","utvandring","1","personer","76","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","utvandring","2","personer","94","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","utvandring","alle","personer","170","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","nettoinnvandring","1","personer","326","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","nettoinnvandring","2","personer","370","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","nettoinnvandring","alle","personer","696","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","innflytting","1","personer","125","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","innflytting","2","personer","189","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","innflytting","alle","personer","314","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","utflytting","1","personer","119","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","utflytting","2","personer","319","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","utflytting","alle","personer","438","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","nettoinnflytting","1","personer","6","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","nettoinnflytting","2","personer","-130","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-124","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","527","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","653","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","1180","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","195","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","413","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","608","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","332","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","240","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","572","befolkning_flytting_vreg","NULL","NULL","73","NULL"
2013,"NULL","innvandring","1","personer","183","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","innvandring","2","personer","201","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","innvandring","alle","personer","384","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","utvandring","1","personer","31","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","utvandring","2","personer","50","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","utvandring","alle","personer","81","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","nettoinnvandring","1","personer","152","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","nettoinnvandring","2","personer","151","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","nettoinnvandring","alle","personer","303","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","innflytting","1","personer","67","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","innflytting","2","personer","102","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","innflytting","alle","personer","169","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","utflytting","1","personer","70","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","utflytting","2","personer","142","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","utflytting","alle","personer","212","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","nettoinnflytting","1","personer","-3","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","nettoinnflytting","2","personer","-40","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-43","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","250","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","303","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","553","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","101","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","192","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","293","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","149","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","111","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","260","befolkning_flytting_vreg","NULL","NULL","74","NULL"
2013,"NULL","innvandring","1","personer","200","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","innvandring","2","personer","154","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","innvandring","alle","personer","354","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","utvandring","1","personer","26","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","utvandring","2","personer","13","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","utvandring","alle","personer","39","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","nettoinnvandring","1","personer","174","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","nettoinnvandring","2","personer","141","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","nettoinnvandring","alle","personer","315","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","innflytting","1","personer","44","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","innflytting","2","personer","70","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","innflytting","alle","personer","114","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","utflytting","1","personer","64","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","utflytting","2","personer","119","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","utflytting","alle","personer","183","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","nettoinnflytting","1","personer","-20","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","nettoinnflytting","2","personer","-49","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-69","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","244","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","224","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","468","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","90","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","132","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","222","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","154","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","92","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","246","befolkning_flytting_vreg","NULL","NULL","75","NULL"
2013,"NULL","innvandring","1","personer","240","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","innvandring","2","personer","257","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","innvandring","alle","personer","497","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","utvandring","1","personer","44","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","utvandring","2","personer","21","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","utvandring","alle","personer","65","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","nettoinnvandring","1","personer","196","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","nettoinnvandring","2","personer","236","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","nettoinnvandring","alle","personer","432","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","innflytting","1","personer","54","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","innflytting","2","personer","82","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","innflytting","alle","personer","136","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","utflytting","1","personer","51","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","utflytting","2","personer","220","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","utflytting","alle","personer","271","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","nettoinnflytting","1","personer","3","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","nettoinnflytting","2","personer","-138","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-135","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","294","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","339","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","633","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","95","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","241","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","336","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","199","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","98","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","297","befolkning_flytting_vreg","NULL","NULL","76","NULL"
2013,"NULL","innvandring","1","personer","148","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","innvandring","2","personer","291","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","innvandring","alle","personer","439","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","utvandring","1","personer","41","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","utvandring","2","personer","43","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","utvandring","alle","personer","84","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","nettoinnvandring","1","personer","107","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","nettoinnvandring","2","personer","248","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","nettoinnvandring","alle","personer","355","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","innflytting","1","personer","75","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","innflytting","2","personer","91","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","innflytting","alle","personer","166","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","utflytting","1","personer","70","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","utflytting","2","personer","236","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","utflytting","alle","personer","306","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","nettoinnflytting","1","personer","5","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","nettoinnflytting","2","personer","-145","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","nettoinnflytting","alle","personer","-140","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","innvandring_og_innflytting","1","personer","223","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","innvandring_og_innflytting","2","personer","382","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","innvandring_og_innflytting","alle","personer","605","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","utvandring_og_utflytting","1","personer","111","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","utvandring_og_utflytting","2","personer","279","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","utvandring_og_utflytting","alle","personer","390","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","1","personer","112","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","2","personer","103","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","nettoinnvandring_og_nettoinnflytting","alle","personer","215","befolkning_flytting_vreg","NULL","NULL","77","NULL"
2013,"NULL","innvandring","1","personer","145","befolkning_flytting_vreg","NULL","NULL","78","NULL"
2013,"NULL","innvandring","2","personer","325","befolkning_flytting_vreg","NULL","NULL","78","NULL"
