"tabell_navn","aar","fylke_nr","innvkat_5","kjonn","enhet","tabellvariabel"
"befolkning_hovedgruppe",2015,"07","innvandrere","alle","prosent",10.8
"befolkning_hovedgruppe",2015,"07","befolkningen_ellers","alle","prosent",89.2
"befolkning_hovedgruppe",2015,"07","norskfodte_m_innvf","alle","prosent",2
"befolkning_hovedgruppe",2015,"07","bef_u_innv_og_norskf","alle","prosent",87.1
"befolkning_hovedgruppe",2015,"07","alle","1","prosent",49.7
"befolkning_hovedgruppe",2015,"07","innvandrere","1","prosent",5.5
"befolkning_hovedgruppe",2015,"07","befolkningen_ellers","1","prosent",44.2
"befolkning_hovedgruppe",2015,"07","norskfodte_m_innvf","1","prosent",1.1
"befolkning_hovedgruppe",2015,"07","bef_u_innv_og_norskf","1","prosent",43.2
"befolkning_hovedgruppe",2015,"07","alle","0","prosent",50.3
"befolkning_hovedgruppe",2015,"07","innvandrere","0","prosent",5.3
"befolkning_hovedgruppe",2015,"07","befolkningen_ellers","0","prosent",44.9
"befolkning_hovedgruppe",2015,"07","norskfodte_m_innvf","0","prosent",1
"befolkning_hovedgruppe",2015,"07","bef_u_innv_og_norskf","0","prosent",44
"befolkning_hovedgruppe",2015,"08","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"08","innvandrere","alle","prosent",9.8
"befolkning_hovedgruppe",2015,"08","befolkningen_ellers","alle","prosent",90.2
"befolkning_hovedgruppe",2015,"08","norskfodte_m_innvf","alle","prosent",1.8
"befolkning_hovedgruppe",2015,"08","bef_u_innv_og_norskf","alle","prosent",88.3
"befolkning_hovedgruppe",2015,"08","alle","1","prosent",49.9
"befolkning_hovedgruppe",2015,"08","innvandrere","1","prosent",5
"befolkning_hovedgruppe",2015,"08","befolkningen_ellers","1","prosent",44.9
"befolkning_hovedgruppe",2015,"08","norskfodte_m_innvf","1","prosent",0.9
"befolkning_hovedgruppe",2015,"08","bef_u_innv_og_norskf","1","prosent",44
"befolkning_hovedgruppe",2015,"08","alle","0","prosent",50.1
"befolkning_hovedgruppe",2015,"08","innvandrere","0","prosent",4.9
"befolkning_hovedgruppe",2015,"08","befolkningen_ellers","0","prosent",45.3
"befolkning_hovedgruppe",2015,"08","norskfodte_m_innvf","0","prosent",0.9
"befolkning_hovedgruppe",2015,"08","bef_u_innv_og_norskf","0","prosent",44.4
"befolkning_hovedgruppe",2015,"09","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"09","innvandrere","alle","prosent",10.2
"befolkning_hovedgruppe",2015,"09","befolkningen_ellers","alle","prosent",89.8
"befolkning_hovedgruppe",2015,"09","norskfodte_m_innvf","alle","prosent",1.6
"befolkning_hovedgruppe",2015,"09","bef_u_innv_og_norskf","alle","prosent",88.2
"befolkning_hovedgruppe",2015,"09","alle","1","prosent",50.2
"befolkning_hovedgruppe",2015,"09","innvandrere","1","prosent",5.2
"befolkning_hovedgruppe",2015,"09","befolkningen_ellers","1","prosent",45
"befolkning_hovedgruppe",2015,"09","norskfodte_m_innvf","1","prosent",0.8
"befolkning_hovedgruppe",2015,"09","bef_u_innv_og_norskf","1","prosent",44.2
"befolkning_hovedgruppe",2015,"09","alle","0","prosent",49.8
"befolkning_hovedgruppe",2015,"09","innvandrere","0","prosent",5
"befolkning_hovedgruppe",2015,"09","befolkningen_ellers","0","prosent",44.8
"befolkning_hovedgruppe",2015,"09","norskfodte_m_innvf","0","prosent",0.7
"befolkning_hovedgruppe",2015,"09","bef_u_innv_og_norskf","0","prosent",44
"befolkning_hovedgruppe",2015,"10","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"10","innvandrere","alle","prosent",11.5
"befolkning_hovedgruppe",2015,"10","befolkningen_ellers","alle","prosent",88.5
"befolkning_hovedgruppe",2015,"10","norskfodte_m_innvf","alle","prosent",2.2
"befolkning_hovedgruppe",2015,"10","bef_u_innv_og_norskf","alle","prosent",86.3
"befolkning_hovedgruppe",2015,"10","alle","1","prosent",50.1
"befolkning_hovedgruppe",2015,"10","innvandrere","1","prosent",5.9
"befolkning_hovedgruppe",2015,"10","befolkningen_ellers","1","prosent",44.3
"befolkning_hovedgruppe",2015,"10","norskfodte_m_innvf","1","prosent",1.2
"befolkning_hovedgruppe",2015,"10","bef_u_innv_og_norskf","1","prosent",43.1
"befolkning_hovedgruppe",2015,"10","alle","0","prosent",49.9
"befolkning_hovedgruppe",2015,"10","innvandrere","0","prosent",5.6
"befolkning_hovedgruppe",2015,"10","befolkningen_ellers","0","prosent",44.2
"befolkning_hovedgruppe",2015,"10","norskfodte_m_innvf","0","prosent",1
"befolkning_hovedgruppe",2015,"10","bef_u_innv_og_norskf","0","prosent",43.2
"befolkning_hovedgruppe",2015,"11","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"11","innvandrere","alle","prosent",14.2
"befolkning_hovedgruppe",2015,"11","befolkningen_ellers","alle","prosent",85.8
"befolkning_hovedgruppe",2015,"11","norskfodte_m_innvf","alle","prosent",2.3
"befolkning_hovedgruppe",2015,"11","bef_u_innv_og_norskf","alle","prosent",83.4
"befolkning_hovedgruppe",2015,"11","alle","1","prosent",50.9
"befolkning_hovedgruppe",2015,"11","innvandrere","1","prosent",7.8
"befolkning_hovedgruppe",2015,"11","befolkningen_ellers","1","prosent",43.1
"befolkning_hovedgruppe",2015,"11","norskfodte_m_innvf","1","prosent",1.2
"befolkning_hovedgruppe",2015,"11","bef_u_innv_og_norskf","1","prosent",41.9
"befolkning_hovedgruppe",2015,"11","alle","0","prosent",49.1
"befolkning_hovedgruppe",2015,"11","innvandrere","0","prosent",6.5
"befolkning_hovedgruppe",2015,"11","befolkningen_ellers","0","prosent",42.6
"befolkning_hovedgruppe",2015,"11","norskfodte_m_innvf","0","prosent",1.1
"befolkning_hovedgruppe",2015,"11","bef_u_innv_og_norskf","0","prosent",41.5
"befolkning_hovedgruppe",2015,"12","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"12","innvandrere","alle","prosent",11.5
"befolkning_hovedgruppe",2015,"12","befolkningen_ellers","alle","prosent",88.5
"befolkning_hovedgruppe",2015,"12","norskfodte_m_innvf","alle","prosent",1.7
"befolkning_hovedgruppe",2015,"12","bef_u_innv_og_norskf","alle","prosent",86.8
"befolkning_hovedgruppe",2015,"12","alle","1","prosent",50.6
"befolkning_hovedgruppe",2015,"12","innvandrere","1","prosent",6.2
"befolkning_hovedgruppe",2015,"12","befolkningen_ellers","1","prosent",44.4
"befolkning_hovedgruppe",2015,"12","norskfodte_m_innvf","1","prosent",0.9
"befolkning_hovedgruppe",2015,"12","bef_u_innv_og_norskf","1","prosent",43.5
"befolkning_hovedgruppe",2015,"12","alle","0","prosent",49.4
"befolkning_hovedgruppe",2015,"12","innvandrere","0","prosent",5.3
"befolkning_hovedgruppe",2015,"12","befolkningen_ellers","0","prosent",44.2
"befolkning_hovedgruppe",2015,"12","norskfodte_m_innvf","0","prosent",0.8
"befolkning_hovedgruppe",2015,"12","bef_u_innv_og_norskf","0","prosent",43.3
"befolkning_hovedgruppe",2015,"14","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"14","innvandrere","alle","prosent",9.2
"befolkning_hovedgruppe",2015,"14","befolkningen_ellers","alle","prosent",90.8
"befolkning_hovedgruppe",2015,"14","norskfodte_m_innvf","alle","prosent",1
"befolkning_hovedgruppe",2015,"14","bef_u_innv_og_norskf","alle","prosent",89.9
"befolkning_hovedgruppe",2015,"14","alle","1","prosent",50.9
"befolkning_hovedgruppe",2015,"14","innvandrere","1","prosent",4.9
"befolkning_hovedgruppe",2015,"14","befolkningen_ellers","1","prosent",46
"befolkning_hovedgruppe",2015,"14","norskfodte_m_innvf","1","prosent",0.5
"befolkning_hovedgruppe",2015,"14","bef_u_innv_og_norskf","1","prosent",45.5
"befolkning_hovedgruppe",2015,"14","alle","0","prosent",49.1
"befolkning_hovedgruppe",2015,"14","innvandrere","0","prosent",4.3
"befolkning_hovedgruppe",2015,"14","befolkningen_ellers","0","prosent",44.9
"befolkning_hovedgruppe",2015,"14","norskfodte_m_innvf","0","prosent",0.5
"befolkning_hovedgruppe",2015,"14","bef_u_innv_og_norskf","0","prosent",44.4
"befolkning_hovedgruppe",2015,"15","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"15","innvandrere","alle","prosent",10.1
"befolkning_hovedgruppe",2015,"15","befolkningen_ellers","alle","prosent",89.9
"befolkning_hovedgruppe",2015,"15","norskfodte_m_innvf","alle","prosent",1.1
"befolkning_hovedgruppe",2015,"15","bef_u_innv_og_norskf","alle","prosent",88.8
"befolkning_hovedgruppe",2015,"15","alle","1","prosent",50.9
"befolkning_hovedgruppe",2015,"15","innvandrere","1","prosent",5.5
"befolkning_hovedgruppe",2015,"15","befolkningen_ellers","1","prosent",45.4
"befolkning_hovedgruppe",2015,"15","norskfodte_m_innvf","1","prosent",0.5
"befolkning_hovedgruppe",2015,"15","bef_u_innv_og_norskf","1","prosent",44.9
"befolkning_hovedgruppe",2015,"15","alle","0","prosent",49.1
"befolkning_hovedgruppe",2015,"15","innvandrere","0","prosent",4.7
"befolkning_hovedgruppe",2015,"15","befolkningen_ellers","0","prosent",44.4
"befolkning_hovedgruppe",2015,"15","norskfodte_m_innvf","0","prosent",0.5
"befolkning_hovedgruppe",2015,"15","bef_u_innv_og_norskf","0","prosent",43.9
"befolkning_hovedgruppe",2015,"16","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"16","innvandrere","alle","prosent",9.7
"befolkning_hovedgruppe",2015,"16","befolkningen_ellers","alle","prosent",90.3
"befolkning_hovedgruppe",2015,"16","norskfodte_m_innvf","alle","prosent",1.4
"befolkning_hovedgruppe",2015,"16","bef_u_innv_og_norskf","alle","prosent",88.9
"befolkning_hovedgruppe",2015,"16","alle","1","prosent",50.7
"befolkning_hovedgruppe",2015,"16","innvandrere","1","prosent",5.2
"befolkning_hovedgruppe",2015,"16","befolkningen_ellers","1","prosent",45.5
"befolkning_hovedgruppe",2015,"16","norskfodte_m_innvf","1","prosent",0.7
"befolkning_hovedgruppe",2015,"16","bef_u_innv_og_norskf","1","prosent",44.7
"befolkning_hovedgruppe",2015,"16","alle","0","prosent",49.3
"befolkning_hovedgruppe",2015,"16","innvandrere","0","prosent",4.5
"befolkning_hovedgruppe",2015,"16","befolkningen_ellers","0","prosent",44.8
"befolkning_hovedgruppe",2015,"16","norskfodte_m_innvf","0","prosent",0.7
"befolkning_hovedgruppe",2015,"16","bef_u_innv_og_norskf","0","prosent",44.2
"befolkning_hovedgruppe",2015,"17","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"17","innvandrere","alle","prosent",6.6
"befolkning_hovedgruppe",2015,"17","befolkningen_ellers","alle","prosent",93.4
"befolkning_hovedgruppe",2015,"17","norskfodte_m_innvf","alle","prosent",0.7
"befolkning_hovedgruppe",2015,"17","bef_u_innv_og_norskf","alle","prosent",92.7
"befolkning_hovedgruppe",2015,"17","alle","1","prosent",50.3
"befolkning_hovedgruppe",2015,"17","innvandrere","1","prosent",3.4
"befolkning_hovedgruppe",2015,"17","befolkningen_ellers","1","prosent",46.9
"befolkning_hovedgruppe",2015,"17","norskfodte_m_innvf","1","prosent",0.3
"befolkning_hovedgruppe",2015,"17","bef_u_innv_og_norskf","1","prosent",46.6
"befolkning_hovedgruppe",2015,"17","alle","0","prosent",49.7
"befolkning_hovedgruppe",2015,"17","innvandrere","0","prosent",3.2
"befolkning_hovedgruppe",2015,"17","befolkningen_ellers","0","prosent",46.5
"befolkning_hovedgruppe",2015,"17","norskfodte_m_innvf","0","prosent",0.3
"befolkning_hovedgruppe",2015,"17","bef_u_innv_og_norskf","0","prosent",46.2
"befolkning_hovedgruppe",2015,"18","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"18","innvandrere","alle","prosent",7.9
"befolkning_hovedgruppe",2015,"18","befolkningen_ellers","alle","prosent",92.1
"befolkning_hovedgruppe",2015,"18","norskfodte_m_innvf","alle","prosent",0.7
"befolkning_hovedgruppe",2015,"18","bef_u_innv_og_norskf","alle","prosent",91.4
"befolkning_hovedgruppe",2015,"18","alle","1","prosent",50.6
"befolkning_hovedgruppe",2015,"18","innvandrere","1","prosent",4.1
"befolkning_hovedgruppe",2015,"18","befolkningen_ellers","1","prosent",46.5
"befolkning_hovedgruppe",2015,"18","norskfodte_m_innvf","1","prosent",0.4
"befolkning_hovedgruppe",2015,"18","bef_u_innv_og_norskf","1","prosent",46.1
"befolkning_hovedgruppe",2015,"18","alle","0","prosent",49.4
"befolkning_hovedgruppe",2015,"18","innvandrere","0","prosent",3.8
"befolkning_hovedgruppe",2015,"18","befolkningen_ellers","0","prosent",45.7
"befolkning_hovedgruppe",2015,"18","norskfodte_m_innvf","0","prosent",0.3
"befolkning_hovedgruppe",2015,"18","bef_u_innv_og_norskf","0","prosent",45.3
"befolkning_hovedgruppe",2015,"19","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"19","innvandrere","alle","prosent",9.2
"befolkning_hovedgruppe",2015,"19","befolkningen_ellers","alle","prosent",90.8
"befolkning_hovedgruppe",2015,"19","norskfodte_m_innvf","alle","prosent",0.8
"befolkning_hovedgruppe",2015,"19","bef_u_innv_og_norskf","alle","prosent",89.9
"befolkning_hovedgruppe",2015,"19","alle","1","prosent",50.8
"befolkning_hovedgruppe",2015,"19","innvandrere","1","prosent",4.8
"befolkning_hovedgruppe",2015,"19","befolkningen_ellers","1","prosent",46
"befolkning_hovedgruppe",2015,"19","norskfodte_m_innvf","1","prosent",0.4
"befolkning_hovedgruppe",2015,"19","bef_u_innv_og_norskf","1","prosent",45.6
"befolkning_hovedgruppe",2015,"19","alle","0","prosent",49.2
"befolkning_hovedgruppe",2015,"19","innvandrere","0","prosent",4.4
"befolkning_hovedgruppe",2015,"19","befolkningen_ellers","0","prosent",44.8
"befolkning_hovedgruppe",2015,"19","norskfodte_m_innvf","0","prosent",0.4
"befolkning_hovedgruppe",2015,"19","bef_u_innv_og_norskf","0","prosent",44.4
"befolkning_hovedgruppe",2015,"20","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"20","innvandrere","alle","prosent",11.9
"befolkning_hovedgruppe",2015,"20","befolkningen_ellers","alle","prosent",88.1
"befolkning_hovedgruppe",2015,"20","norskfodte_m_innvf","alle","prosent",0.9
"befolkning_hovedgruppe",2015,"20","bef_u_innv_og_norskf","alle","prosent",87.2
"befolkning_hovedgruppe",2015,"20","alle","1","prosent",51.4
"befolkning_hovedgruppe",2015,"20","innvandrere","1","prosent",6
"befolkning_hovedgruppe",2015,"20","befolkningen_ellers","1","prosent",45.4
"befolkning_hovedgruppe",2015,"20","norskfodte_m_innvf","1","prosent",0.5
"befolkning_hovedgruppe",2015,"20","bef_u_innv_og_norskf","1","prosent",44.9
"befolkning_hovedgruppe",2015,"20","alle","0","prosent",48.6
"befolkning_hovedgruppe",2015,"20","innvandrere","0","prosent",5.9
"befolkning_hovedgruppe",2015,"20","befolkningen_ellers","0","prosent",42.7
"befolkning_hovedgruppe",2015,"20","norskfodte_m_innvf","0","prosent",0.5
"befolkning_hovedgruppe",2015,"20","bef_u_innv_og_norskf","0","prosent",42.2
"befolkning_hovedgruppe",2015,"00","alle","alle","person",5165802
"befolkning_hovedgruppe",2015,"00","innvandrere","alle","person",669380
"befolkning_hovedgruppe",2015,"00","befolkningen_ellers","alle","person",4496422
"befolkning_hovedgruppe",2015,"00","norskfodte_m_innvf","alle","person",135583
"befolkning_hovedgruppe",2015,"00","bef_u_innv_og_norskf","alle","person",4360839
"befolkning_hovedgruppe",2015,"00","alle","1","person",2598824
"befolkning_hovedgruppe",2015,"00","innvandrere","1","person",351642
"befolkning_hovedgruppe",2015,"00","befolkningen_ellers","1","person",2247182
"befolkning_hovedgruppe",2015,"00","norskfodte_m_innvf","1","person",69635
"befolkning_hovedgruppe",2015,"00","bef_u_innv_og_norskf","1","person",2177547
"befolkning_hovedgruppe",2015,"00","alle","0","person",2566978
"befolkning_hovedgruppe",2015,"00","innvandrere","0","person",317738
"befolkning_hovedgruppe",2015,"00","befolkningen_ellers","0","person",2249240
"befolkning_hovedgruppe",2015,"00","norskfodte_m_innvf","0","person",65948
"befolkning_hovedgruppe",2015,"00","bef_u_innv_og_norskf","0","person",2183292
"befolkning_hovedgruppe",2015,"00","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"00","innvandrere","alle","prosent",13
"befolkning_hovedgruppe",2015,"00","befolkningen_ellers","alle","prosent",87
"befolkning_hovedgruppe",2015,"00","norskfodte_m_innvf","alle","prosent",2.6
"befolkning_hovedgruppe",2015,"00","bef_u_innv_og_norskf","alle","prosent",84.4
"befolkning_hovedgruppe",2015,"00","alle","1","prosent",50.3
"befolkning_hovedgruppe",2015,"00","innvandrere","1","prosent",6.8
"befolkning_hovedgruppe",2015,"00","befolkningen_ellers","1","prosent",43.5
"befolkning_hovedgruppe",2015,"00","norskfodte_m_innvf","1","prosent",1.3
"befolkning_hovedgruppe",2015,"00","bef_u_innv_og_norskf","1","prosent",42.2
"befolkning_hovedgruppe",2015,"00","alle","0","prosent",49.7
"befolkning_hovedgruppe",2015,"00","innvandrere","0","prosent",6.2
"befolkning_hovedgruppe",2015,"00","befolkningen_ellers","0","prosent",43.5
"befolkning_hovedgruppe",2015,"00","norskfodte_m_innvf","0","prosent",1.3
"befolkning_hovedgruppe",2015,"00","bef_u_innv_og_norskf","0","prosent",42.3
