"aar","naringsregion_nr","innvkat_3","kjonn","aldersinndeling_etter_grskole","tabellvariabel","tabell_navn","enhet"
"2011","10","alle","1","16_25","91","ikke_arbutd_innvkat_alder","personer"
"2011","62","alle","alle","16_25","91","ikke_arbutd_innvkat_alder","personer"
"2011","66","innvandrere","alle","26_66","91","ikke_arbutd_innvkat_alder","personer"
"2011","82","innvandrere","0","alle","91","ikke_arbutd_innvkat_alder","personer"
"2013","11","innvandrere","0","16_25","91","ikke_arbutd_innvkat_alder","personer"
"2013","42","befolkningen_ellers","0","16_25","91","ikke_arbutd_innvkat_alder","personer"
"2013","43","innvandrere","0","26_66","91","ikke_arbutd_innvkat_alder","personer"
"2014","30","befolkningen_ellers","1","16_25","91","ikke_arbutd_innvkat_alder","personer"
"2014","47","innvandrere","0","16_25","91","ikke_arbutd_innvkat_alder","personer"
"2014","82","befolkningen_ellers","0","16_25","91","ikke_arbutd_innvkat_alder","personer"
"2006","02","innvandrere","0","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2006","21","innvandrere","0","26_66","92","ikke_arbutd_innvkat_alder","personer"
"2006","42","alle","0","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2007","49","innvandrere","1","alle","92","ikke_arbutd_innvkat_alder","personer"
"2007","52","innvandrere","alle","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2007","72","innvandrere","1","alle","92","ikke_arbutd_innvkat_alder","personer"
"2007","76","innvandrere","1","alle","92","ikke_arbutd_innvkat_alder","personer"
"2007","79","innvandrere","0","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2008","41","innvandrere","1","26_66","92","ikke_arbutd_innvkat_alder","personer"
"2008","47","innvandrere","alle","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2008","54","innvandrere","0","alle","92","ikke_arbutd_innvkat_alder","personer"
"2008","67","befolkningen_ellers","1","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2009","31","alle","alle","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2009","45","innvandrere","alle","26_66","92","ikke_arbutd_innvkat_alder","personer"
"2010","31","innvandrere","0","alle","92","ikke_arbutd_innvkat_alder","personer"
"2010","56","innvandrere","1","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2011","43","innvandrere","0","alle","92","ikke_arbutd_innvkat_alder","personer"
"2011","43","innvandrere","1","alle","92","ikke_arbutd_innvkat_alder","personer"
"2011","68","alle","0","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2011","68","befolkningen_ellers","1","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2011","69","innvandrere","1","26_66","92","ikke_arbutd_innvkat_alder","personer"
"2011","74","innvandrere","alle","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2012","58","innvandrere","0","26_66","92","ikke_arbutd_innvkat_alder","personer"
"2012","68","innvandrere","0","26_66","92","ikke_arbutd_innvkat_alder","personer"
"2012","71","befolkningen_ellers","0","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2012","76","innvandrere","1","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2013","10","alle","1","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2013","18","befolkningen_ellers","1","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2014","10","befolkningen_ellers","1","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2014","38","innvandrere","alle","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2014","45","befolkningen_ellers","0","16_25","92","ikke_arbutd_innvkat_alder","personer"
"2014","82","innvandrere","1","26_66","92","ikke_arbutd_innvkat_alder","personer"
"2006","19","alle","1","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2006","29","innvandrere","1","alle","93","ikke_arbutd_innvkat_alder","personer"
"2006","42","innvandrere","0","26_66","93","ikke_arbutd_innvkat_alder","personer"
"2006","60","innvandrere","0","26_66","93","ikke_arbutd_innvkat_alder","personer"
"2006","67","befolkningen_ellers","0","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2006","67","befolkningen_ellers","1","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2007","60","innvandrere","0","26_66","93","ikke_arbutd_innvkat_alder","personer"
"2007","67","befolkningen_ellers","1","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2008","21","alle","0","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2008","29","innvandrere","1","26_66","93","ikke_arbutd_innvkat_alder","personer"
"2008","32","innvandrere","1","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2008","76","innvandrere","1","26_66","93","ikke_arbutd_innvkat_alder","personer"
"2009","23","innvandrere","1","alle","93","ikke_arbutd_innvkat_alder","personer"
"2009","76","innvandrere","alle","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2010","18","alle","0","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2010","54","alle","0","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2010","54","innvandrere","1","alle","93","ikke_arbutd_innvkat_alder","personer"
"2011","54","innvandrere","1","26_66","93","ikke_arbutd_innvkat_alder","personer"
"2011","68","innvandrere","0","alle","93","ikke_arbutd_innvkat_alder","personer"
"2011","69","befolkningen_ellers","1","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2013","31","alle","alle","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2014","17","alle","0","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2014","31","innvandrere","1","alle","93","ikke_arbutd_innvkat_alder","personer"
"2014","43","alle","1","16_25","93","ikke_arbutd_innvkat_alder","personer"
"2014","45","innvandrere","0","26_66","93","ikke_arbutd_innvkat_alder","personer"
"2006","18","innvandrere","alle","alle","94","ikke_arbutd_innvkat_alder","personer"
"2006","60","befolkningen_ellers","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2006","82","alle","0","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2007","19","innvandrere","1","alle","94","ikke_arbutd_innvkat_alder","personer"
"2007","34","innvandrere","1","26_66","94","ikke_arbutd_innvkat_alder","personer"
"2007","36","befolkningen_ellers","0","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2007","49","befolkningen_ellers","0","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2008","18","innvandrere","alle","26_66","94","ikke_arbutd_innvkat_alder","personer"
"2008","24","innvandrere","alle","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2008","58","alle","alle","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2008","71","befolkningen_ellers","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2008","72","innvandrere","1","26_66","94","ikke_arbutd_innvkat_alder","personer"
"2008","77","innvandrere","alle","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2009","30","alle","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2010","28","befolkningen_ellers","0","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2010","67","innvandrere","0","26_66","94","ikke_arbutd_innvkat_alder","personer"
"2010","68","befolkningen_ellers","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2010","69","befolkningen_ellers","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2011","53","innvandrere","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2011","55","innvandrere","0","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2011","58","innvandrere","0","alle","94","ikke_arbutd_innvkat_alder","personer"
"2011","83","innvandrere","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2012","10","innvandrere","1","26_66","94","ikke_arbutd_innvkat_alder","personer"
"2012","36","befolkningen_ellers","0","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2012","68","befolkningen_ellers","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2013","11","innvandrere","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2013","58","innvandrere","0","26_66","94","ikke_arbutd_innvkat_alder","personer"
"2014","43","innvandrere","0","26_66","94","ikke_arbutd_innvkat_alder","personer"
"2014","65","alle","1","16_25","94","ikke_arbutd_innvkat_alder","personer"
"2006","21","innvandrere","1","alle","95","ikke_arbutd_innvkat_alder","personer"
"2006","23","befolkningen_ellers","0","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2006","51","innvandrere","1","26_66","95","ikke_arbutd_innvkat_alder","personer"
"2006","53","innvandrere","1","26_66","95","ikke_arbutd_innvkat_alder","personer"
"2006","80","befolkningen_ellers","1","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2007","18","alle","1","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2007","42","innvandrere","0","26_66","95","ikke_arbutd_innvkat_alder","personer"
"2007","57","innvandrere","0","alle","95","ikke_arbutd_innvkat_alder","personer"
"2007","67","befolkningen_ellers","0","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2007","78","innvandrere","1","alle","95","ikke_arbutd_innvkat_alder","personer"
"2008","19","innvandrere","0","26_66","95","ikke_arbutd_innvkat_alder","personer"
"2008","58","innvandrere","alle","26_66","95","ikke_arbutd_innvkat_alder","personer"
"2008","67","innvandrere","0","alle","95","ikke_arbutd_innvkat_alder","personer"
"2008","80","befolkningen_ellers","1","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2009","43","innvandrere","1","alle","95","ikke_arbutd_innvkat_alder","personer"
"2009","68","alle","0","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2009","68","innvandrere","alle","26_66","95","ikke_arbutd_innvkat_alder","personer"
"2009","80","befolkningen_ellers","0","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2010","17","alle","1","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2010","21","innvandrere","alle","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2010","28","innvandrere","alle","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2010","68","alle","0","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2010","69","innvandrere","1","alle","95","ikke_arbutd_innvkat_alder","personer"
"2010","82","innvandrere","0","alle","95","ikke_arbutd_innvkat_alder","personer"
"2011","38","befolkningen_ellers","1","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2011","80","innvandrere","0","alle","95","ikke_arbutd_innvkat_alder","personer"
"2012","10","innvandrere","0","26_66","95","ikke_arbutd_innvkat_alder","personer"
"2012","17","innvandrere","1","26_66","95","ikke_arbutd_innvkat_alder","personer"
"2012","21","befolkningen_ellers","1","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2012","47","innvandrere","0","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2013","66","innvandrere","0","alle","95","ikke_arbutd_innvkat_alder","personer"
"2013","68","befolkningen_ellers","0","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2013","68","befolkningen_ellers","1","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2013","82","innvandrere","1","alle","95","ikke_arbutd_innvkat_alder","personer"
"2014","30","alle","0","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2014","36","innvandrere","alle","16_25","95","ikke_arbutd_innvkat_alder","personer"
"2014","48","innvandrere","alle","26_66","95","ikke_arbutd_innvkat_alder","personer"
"2006","15","innvandrere","1","alle","96","ikke_arbutd_innvkat_alder","personer"
"2007","18","innvandrere","alle","26_66","96","ikke_arbutd_innvkat_alder","personer"
"2007","29","innvandrere","1","alle","96","ikke_arbutd_innvkat_alder","personer"
"2007","38","innvandrere","0","alle","96","ikke_arbutd_innvkat_alder","personer"
"2007","53","innvandrere","1","26_66","96","ikke_arbutd_innvkat_alder","personer"
"2007","54","befolkningen_ellers","alle","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2008","21","innvandrere","1","alle","96","ikke_arbutd_innvkat_alder","personer"
"2008","28","alle","1","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2008","28","innvandrere","1","26_66","96","ikke_arbutd_innvkat_alder","personer"
"2008","29","befolkningen_ellers","0","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2008","67","befolkningen_ellers","0","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2008","80","innvandrere","alle","26_66","96","ikke_arbutd_innvkat_alder","personer"
"2009","49","befolkningen_ellers","0","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2009","57","innvandrere","0","26_66","96","ikke_arbutd_innvkat_alder","personer"
"2009","71","alle","0","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2010","10","innvandrere","1","alle","96","ikke_arbutd_innvkat_alder","personer"
"2010","69","innvandrere","0","26_66","96","ikke_arbutd_innvkat_alder","personer"
"2011","11","innvandrere","0","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2011","18","innvandrere","1","26_66","96","ikke_arbutd_innvkat_alder","personer"
"2011","80","alle","0","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2012","82","innvandrere","0","26_66","96","ikke_arbutd_innvkat_alder","personer"
"2013","36","innvandrere","alle","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2013","43","alle","1","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2014","10","alle","0","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2014","80","befolkningen_ellers","0","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2006","19","innvandrere","0","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2006","23","befolkningen_ellers","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2006","28","befolkningen_ellers","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2006","42","befolkningen_ellers","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2006","80","innvandrere","alle","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2007","16","innvandrere","alle","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2007","23","alle","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2007","29","befolkningen_ellers","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2007","43","innvandrere","alle","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2007","50","befolkningen_ellers","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2007","81","innvandrere","1","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2008","38","innvandrere","0","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2008","42","innvandrere","0","alle","97","ikke_arbutd_innvkat_alder","personer"
"2010","18","innvandrere","0","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2010","19","alle","0","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2012","38","befolkningen_ellers","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2012","43","innvandrere","1","alle","97","ikke_arbutd_innvkat_alder","personer"
"2012","54","alle","0","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2012","80","innvandrere","0","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2013","17","innvandrere","0","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2013","17","innvandrere","1","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2013","28","innvandrere","alle","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2013","30","alle","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2013","43","innvandrere","1","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2013","45","innvandrere","0","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2013","67","innvandrere","1","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2013","71","innvandrere","0","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2013","76","innvandrere","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2014","30","innvandrere","1","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2014","43","innvandrere","1","26_66","97","ikke_arbutd_innvkat_alder","personer"
"2014","54","befolkningen_ellers","1","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2014","62","befolkningen_ellers","alle","16_25","97","ikke_arbutd_innvkat_alder","personer"
"2006","29","innvandrere","0","26_66","98","ikke_arbutd_innvkat_alder","personer"
"2006","43","innvandrere","alle","alle","98","ikke_arbutd_innvkat_alder","personer"
"2007","21","innvandrere","0","26_66","98","ikke_arbutd_innvkat_alder","personer"
"2007","50","innvandrere","0","26_66","98","ikke_arbutd_innvkat_alder","personer"
"2007","51","befolkningen_ellers","0","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2007","80","innvandrere","alle","26_66","98","ikke_arbutd_innvkat_alder","personer"
"2008","03","innvandrere","0","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2008","17","befolkningen_ellers","alle","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2008","23","befolkningen_ellers","1","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2008","36","befolkningen_ellers","1","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2008","36","innvandrere","1","alle","98","ikke_arbutd_innvkat_alder","personer"
"2008","51","innvandrere","1","26_66","98","ikke_arbutd_innvkat_alder","personer"
"2009","01","innvandrere","alle","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2009","03","innvandrere","1","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2009","17","innvandrere","1","alle","98","ikke_arbutd_innvkat_alder","personer"
"2009","77","innvandrere","1","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2010","10","alle","1","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2010","49","befolkningen_ellers","0","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2011","17","innvandrere","0","26_66","98","ikke_arbutd_innvkat_alder","personer"
"2011","18","alle","0","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2011","30","innvandrere","0","alle","98","ikke_arbutd_innvkat_alder","personer"
"2011","59","innvandrere","alle","alle","98","ikke_arbutd_innvkat_alder","personer"
"2013","18","alle","0","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2014","10","innvandrere","1","26_66","98","ikke_arbutd_innvkat_alder","personer"
"2014","11","innvandrere","0","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2014","34","innvandrere","alle","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2014","44","innvandrere","alle","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2014","66","innvandrere","0","26_66","98","ikke_arbutd_innvkat_alder","personer"
"2014","76","innvandrere","1","16_25","98","ikke_arbutd_innvkat_alder","personer"
"2006","80","alle","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2007","41","innvandrere","0","26_66","99","ikke_arbutd_innvkat_alder","personer"
"2008","02","innvandrere","0","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2008","26","innvandrere","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2008","37","innvandrere","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2008","49","befolkningen_ellers","0","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2009","42","innvandrere","1","26_66","99","ikke_arbutd_innvkat_alder","personer"
"2009","54","alle","0","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2010","17","innvandrere","1","alle","99","ikke_arbutd_innvkat_alder","personer"
"2010","33","innvandrere","alle","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2010","75","innvandrere","alle","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2010","80","innvandrere","0","alle","99","ikke_arbutd_innvkat_alder","personer"
"2011","02","innvandrere","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2011","42","alle","0","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2011","52","innvandrere","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2011","66","befolkningen_ellers","alle","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2011","71","befolkningen_ellers","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2011","83","befolkningen_ellers","0","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2012","31","innvandrere","0","alle","99","ikke_arbutd_innvkat_alder","personer"
"2012","42","befolkningen_ellers","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2012","45","innvandrere","0","alle","99","ikke_arbutd_innvkat_alder","personer"
"2012","48","innvandrere","alle","alle","99","ikke_arbutd_innvkat_alder","personer"
"2012","52","innvandrere","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2013","29","innvandrere","alle","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2013","30","innvandrere","0","26_66","99","ikke_arbutd_innvkat_alder","personer"
"2013","54","alle","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2013","65","innvandrere","alle","26_66","99","ikke_arbutd_innvkat_alder","personer"
"2014","17","innvandrere","1","26_66","99","ikke_arbutd_innvkat_alder","personer"
"2014","19","innvandrere","alle","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2014","59","befolkningen_ellers","alle","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2014","66","alle","1","16_25","99","ikke_arbutd_innvkat_alder","personer"
"2006","21","alle","1","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2006","41","innvandrere","0","26_66","100","ikke_arbutd_innvkat_alder","personer"
"2006","71","alle","0","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2006","74","innvandrere","alle","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2006","75","innvandrere","1","26_66","100","ikke_arbutd_innvkat_alder","personer"
"2008","10","innvandrere","alle","26_66","100","ikke_arbutd_innvkat_alder","personer"
"2008","19","alle","1","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2008","23","befolkningen_ellers","0","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2008","29","innvandrere","0","26_66","100","ikke_arbutd_innvkat_alder","personer"
"2008","38","befolkningen_ellers","0","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2009","17","innvandrere","0","alle","100","ikke_arbutd_innvkat_alder","personer"
"2009","42","befolkningen_ellers","0","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2009","69","innvandrere","0","alle","100","ikke_arbutd_innvkat_alder","personer"
"2010","03","innvandrere","1","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2010","17","innvandrere","0","alle","100","ikke_arbutd_innvkat_alder","personer"
"2010","23","befolkningen_ellers","0","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2010","59","alle","alle","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2010","64","innvandrere","0","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2011","18","befolkningen_ellers","1","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2011","21","innvandrere","alle","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2011","54","alle","0","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2012","53","innvandrere","1","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2012","55","innvandrere","1","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2012","60","innvandrere","1","26_66","100","ikke_arbutd_innvkat_alder","personer"
"2012","69","befolkningen_ellers","0","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2012","72","innvandrere","alle","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2013","48","innvandrere","alle","alle","100","ikke_arbutd_innvkat_alder","personer"
"2013","82","alle","0","16_25","100","ikke_arbutd_innvkat_alder","personer"
"2014","31","innvandrere","0","alle","100","ikke_arbutd_innvkat_alder","personer"
"2014","58","innvandrere","0","alle","100","ikke_arbutd_innvkat_alder","personer"
"2006","31","innvandrere","alle","alle","101","ikke_arbutd_innvkat_alder","personer"
"2006","44","innvandrere","0","26_66","101","ikke_arbutd_innvkat_alder","personer"
"2006","57","innvandrere","0","alle","101","ikke_arbutd_innvkat_alder","personer"
"2006","71","innvandrere","0","alle","101","ikke_arbutd_innvkat_alder","personer"
"2007","19","innvandrere","0","alle","101","ikke_arbutd_innvkat_alder","personer"
"2007","21","innvandrere","1","alle","101","ikke_arbutd_innvkat_alder","personer"
"2007","28","alle","1","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2007","75","innvandrere","1","26_66","101","ikke_arbutd_innvkat_alder","personer"
"2007","77","innvandrere","1","26_66","101","ikke_arbutd_innvkat_alder","personer"
"2007","83","befolkningen_ellers","0","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2008","01","innvandrere","alle","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2008","18","befolkningen_ellers","1","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2008","30","innvandrere","alle","26_66","101","ikke_arbutd_innvkat_alder","personer"
"2008","60","innvandrere","0","26_66","101","ikke_arbutd_innvkat_alder","personer"
"2008","68","innvandrere","alle","alle","101","ikke_arbutd_innvkat_alder","personer"
"2008","75","innvandrere","1","26_66","101","ikke_arbutd_innvkat_alder","personer"
"2009","10","innvandrere","1","alle","101","ikke_arbutd_innvkat_alder","personer"
"2009","36","befolkningen_ellers","0","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2009","56","innvandrere","0","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2009","81","innvandrere","alle","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2010","38","innvandrere","1","26_66","101","ikke_arbutd_innvkat_alder","personer"
"2011","17","innvandrere","1","alle","101","ikke_arbutd_innvkat_alder","personer"
"2011","22","innvandrere","alle","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2011","38","innvandrere","1","26_66","101","ikke_arbutd_innvkat_alder","personer"
"2011","63","innvandrere","alle","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2012","30","innvandrere","0","alle","101","ikke_arbutd_innvkat_alder","personer"
"2012","65","alle","alle","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2013","19","alle","0","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2013","55","innvandrere","0","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2014","55","innvandrere","0","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2014","68","befolkningen_ellers","0","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2006","23","innvandrere","0","26_66","102","ikke_arbutd_innvkat_alder","personer"
"2006","30","innvandrere","alle","26_66","102","ikke_arbutd_innvkat_alder","personer"
"2006","67","alle","1","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2007","29","innvandrere","0","26_66","102","ikke_arbutd_innvkat_alder","personer"
"2007","54","innvandrere","alle","26_66","102","ikke_arbutd_innvkat_alder","personer"
"2007","73","innvandrere","0","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2008","52","innvandrere","alle","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2008","57","innvandrere","0","alle","102","ikke_arbutd_innvkat_alder","personer"
"2009","19","innvandrere","0","26_66","102","ikke_arbutd_innvkat_alder","personer"
"2009","23","befolkningen_ellers","0","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2009","33","innvandrere","alle","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2009","53","innvandrere","alle","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2009","71","innvandrere","1","alle","102","ikke_arbutd_innvkat_alder","personer"
"2011","36","befolkningen_ellers","0","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2012","46","innvandrere","0","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2012","57","innvandrere","1","26_66","102","ikke_arbutd_innvkat_alder","personer"
"2012","80","innvandrere","1","alle","102","ikke_arbutd_innvkat_alder","personer"
"2013","69","alle","0","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2014","21","befolkningen_ellers","0","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2014","66","alle","0","16_25","102","ikke_arbutd_innvkat_alder","personer"
"2006","52","innvandrere","alle","16_25","103","ikke_arbutd_innvkat_alder","personer"
"2006","78","innvandrere","0","26_66","103","ikke_arbutd_innvkat_alder","personer"
"2007","17","alle","alle","16_25","103","ikke_arbutd_innvkat_alder","personer"
"2007","30","innvandrere","alle","26_66","103","ikke_arbutd_innvkat_alder","personer"
"2007","42","alle","0","16_25","103","ikke_arbutd_innvkat_alder","personer"
"2007","44","innvandrere","0","26_66","103","ikke_arbutd_innvkat_alder","personer"
