"aar","bydel_nr","vreg_9","tabellvariabel","tabell_navn","enhet"
"2010","030103","ost_europa_ellers","474","sysselsatte_land","personer"
"2010","030103","sor_og_mellom_amerika","318","sysselsatte_land","personer"
"2010","030103","vest_europa","803","sysselsatte_land","personer"
"2010","030104","afrika","691","sysselsatte_land","personer"
"2010","030104","alle","6446","sysselsatte_land","personer"
"2010","030104","asia","1893","sysselsatte_land","personer"
"2010","030104","eu_ost_europa","1011","sysselsatte_land","personer"
"2010","030104","nord_amerika_oseania","143","sysselsatte_land","personer"
"2010","030104","norden","1275","sysselsatte_land","personer"
"2010","030104","ost_europa_ellers","485","sysselsatte_land","personer"
"2010","030104","sor_og_mellom_amerika","260","sysselsatte_land","personer"
"2010","030104","vest_europa","688","sysselsatte_land","personer"
"2010","030105","afrika","554","sysselsatte_land","personer"
"2010","030105","alle","5387","sysselsatte_land","personer"
"2010","030105","asia","1480","sysselsatte_land","personer"
"2010","030105","eu_ost_europa","761","sysselsatte_land","personer"
"2010","030105","nord_amerika_oseania","120","sysselsatte_land","personer"
"2010","030105","norden","1208","sysselsatte_land","personer"
"2010","030105","ost_europa_ellers","419","sysselsatte_land","personer"
"2010","030105","sor_og_mellom_amerika","234","sysselsatte_land","personer"
"2010","030105","vest_europa","611","sysselsatte_land","personer"
"2010","030106","afrika","526","sysselsatte_land","personer"
"2010","030106","alle","5387","sysselsatte_land","personer"
"2010","030106","asia","1750","sysselsatte_land","personer"
"2010","030106","eu_ost_europa","771","sysselsatte_land","personer"
"2010","030106","nord_amerika_oseania","137","sysselsatte_land","personer"
"2010","030106","norden","1084","sysselsatte_land","personer"
"2010","030106","ost_europa_ellers","357","sysselsatte_land","personer"
"2010","030106","sor_og_mellom_amerika","193","sysselsatte_land","personer"
"2010","030106","vest_europa","569","sysselsatte_land","personer"
"2010","030107","afrika","499","sysselsatte_land","personer"
"2010","030107","alle","4373","sysselsatte_land","personer"
"2010","030107","asia","1536","sysselsatte_land","personer"
"2010","030107","eu_ost_europa","679","sysselsatte_land","personer"
"2010","030107","nord_amerika_oseania","82","sysselsatte_land","personer"
"2010","030107","norden","732","sysselsatte_land","personer"
"2010","030107","ost_europa_ellers","253","sysselsatte_land","personer"
"2010","030107","sor_og_mellom_amerika","183","sysselsatte_land","personer"
"2010","030107","vest_europa","409","sysselsatte_land","personer"
"2010","030108","afrika","681","sysselsatte_land","personer"
"2010","030108","alle","4892","sysselsatte_land","personer"
"2010","030108","asia","1522","sysselsatte_land","personer"
"2010","030108","eu_ost_europa","654","sysselsatte_land","personer"
"2010","030108","nord_amerika_oseania","86","sysselsatte_land","personer"
"2010","030108","norden","886","sysselsatte_land","personer"
"2010","030108","ost_europa_ellers","422","sysselsatte_land","personer"
"2010","030108","sor_og_mellom_amerika","177","sysselsatte_land","personer"
"2010","030108","vest_europa","464","sysselsatte_land","personer"
"2010","030109","afrika","438","sysselsatte_land","personer"
"2010","030109","alle","3570","sysselsatte_land","personer"
"2010","030109","asia","1280","sysselsatte_land","personer"
"2010","030109","eu_ost_europa","423","sysselsatte_land","personer"
"2010","030109","nord_amerika_oseania","75","sysselsatte_land","personer"
"2010","030109","norden","590","sysselsatte_land","personer"
"2010","030109","ost_europa_ellers","285","sysselsatte_land","personer"
"2010","030109","sor_og_mellom_amerika","147","sysselsatte_land","personer"
"2010","030109","vest_europa","332","sysselsatte_land","personer"
"2010","030110","afrika","548","sysselsatte_land","personer"
"2010","030110","alle","3662","sysselsatte_land","personer"
"2010","030110","asia","1422","sysselsatte_land","personer"
"2010","030110","eu_ost_europa","391","sysselsatte_land","personer"
"2010","030110","nord_amerika_oseania","53","sysselsatte_land","personer"
"2010","030110","norden","508","sysselsatte_land","personer"
"2010","030110","ost_europa_ellers","323","sysselsatte_land","personer"
"2010","030110","sor_og_mellom_amerika","142","sysselsatte_land","personer"
"2010","030110","vest_europa","275","sysselsatte_land","personer"
"2010","030111","afrika","281","sysselsatte_land","personer"
"2010","030111","alle","2274","sysselsatte_land","personer"
"2010","030111","asia","922","sysselsatte_land","personer"
"2010","030111","eu_ost_europa","272","sysselsatte_land","personer"
"2010","030111","nord_amerika_oseania","41","sysselsatte_land","personer"
"2010","030111","norden","266","sysselsatte_land","personer"
"2010","030111","ost_europa_ellers","193","sysselsatte_land","personer"
"2010","030111","sor_og_mellom_amerika","101","sysselsatte_land","personer"
"2010","030111","vest_europa","198","sysselsatte_land","personer"
"2010","030112","afrika","197","sysselsatte_land","personer"
"2010","030112","alle","1906","sysselsatte_land","personer"
"2010","030112","asia","722","sysselsatte_land","personer"
"2010","030112","eu_ost_europa","357","sysselsatte_land","personer"
"2010","030112","nord_amerika_oseania","32","sysselsatte_land","personer"
"2010","030112","norden","253","sysselsatte_land","personer"
"2010","030112","ost_europa_ellers","118","sysselsatte_land","personer"
"2010","030112","sor_og_mellom_amerika","77","sysselsatte_land","personer"
"2010","030112","vest_europa","150","sysselsatte_land","personer"
"2010","030113","afrika","373","sysselsatte_land","personer"
"2010","030113","alle","2550","sysselsatte_land","personer"
"2010","030113","asia","1122","sysselsatte_land","personer"
"2010","030113","eu_ost_europa","267","sysselsatte_land","personer"
"2010","030113","nord_amerika_oseania","34","sysselsatte_land","personer"
"2010","030113","norden","237","sysselsatte_land","personer"
"2010","030113","ost_europa_ellers","216","sysselsatte_land","personer"
"2010","030113","sor_og_mellom_amerika","130","sysselsatte_land","personer"
"2010","030113","vest_europa","171","sysselsatte_land","personer"
"2010","030114","afrika","249","sysselsatte_land","personer"
"2010","030114","alle","1809","sysselsatte_land","personer"
"2010","030114","asia","896","sysselsatte_land","personer"
"2010","030114","eu_ost_europa","216","sysselsatte_land","personer"
"2010","030114","nord_amerika_oseania","15","sysselsatte_land","personer"
"2010","030114","norden","130","sysselsatte_land","personer"
"2010","030114","ost_europa_ellers","177","sysselsatte_land","personer"
"2010","030114","sor_og_mellom_amerika","51","sysselsatte_land","personer"
"2010","030114","vest_europa","75","sysselsatte_land","personer"
"2010","030115","afrika","243","sysselsatte_land","personer"
"2010","030115","alle","1720","sysselsatte_land","personer"
"2010","030115","asia","811","sysselsatte_land","personer"
"2010","030115","eu_ost_europa","203","sysselsatte_land","personer"
"2010","030115","nord_amerika_oseania","22","sysselsatte_land","personer"
"2010","030115","norden","144","sysselsatte_land","personer"
"2010","030115","ost_europa_ellers","156","sysselsatte_land","personer"
"2010","030115","sor_og_mellom_amerika","58","sysselsatte_land","personer"
"2010","030115","vest_europa","83","sysselsatte_land","personer"
"2010","030116","afrika","198","sysselsatte_land","personer"
"2010","030116","alle","1234","sysselsatte_land","personer"
"2010","030116","asia","684","sysselsatte_land","personer"
"2010","030116","eu_ost_europa","90","sysselsatte_land","personer"
"2010","030116","nord_amerika_oseania","8","sysselsatte_land","personer"
"2010","030116","norden","76","sysselsatte_land","personer"
"2010","030116","ost_europa_ellers","100","sysselsatte_land","personer"
"2010","030116","sor_og_mellom_amerika","37","sysselsatte_land","personer"
"2010","030116","vest_europa","41","sysselsatte_land","personer"
"2010","030117","afrika","322","sysselsatte_land","personer"
"2010","030117","alle","2083","sysselsatte_land","personer"
"2010","030117","asia","1208","sysselsatte_land","personer"
"2010","030117","eu_ost_europa","170","sysselsatte_land","personer"
"2010","030117","nord_amerika_oseania","9","sysselsatte_land","personer"
"2010","030117","norden","84","sysselsatte_land","personer"
"2010","030117","ost_europa_ellers","164","sysselsatte_land","personer"
"2010","030117","sor_og_mellom_amerika","54","sysselsatte_land","personer"
"2010","030117","vest_europa","72","sysselsatte_land","personer"
"2010","030199","afrika","97","sysselsatte_land","personer"
"2010","030199","alle","820","sysselsatte_land","personer"
"2010","030199","asia","159","sysselsatte_land","personer"
"2010","030199","eu_ost_europa","118","sysselsatte_land","personer"
"2010","030199","nord_amerika_oseania","24","sysselsatte_land","personer"
"2010","030199","norden","293","sysselsatte_land","personer"
"2010","030199","ost_europa_ellers","30","sysselsatte_land","personer"
"2010","030199","sor_og_mellom_amerika","28","sysselsatte_land","personer"
"2010","030199","vest_europa","71","sysselsatte_land","personer"
"2011","00","afrika","22880","sysselsatte_land","personer"
"2011","00","alle","307161","sysselsatte_land","personer"
"2011","00","asia","80364","sysselsatte_land","personer"
"2011","00","eu_ost_europa","77636","sysselsatte_land","personer"
"2011","00","nord_amerika_oseania","6126","sysselsatte_land","personer"
"2011","00","norden","45533","sysselsatte_land","personer"
"2011","00","ost_europa_ellers","26986","sysselsatte_land","personer"
"2011","00","sor_og_mellom_amerika","10537","sysselsatte_land","personer"
"2011","00","vest_europa","37099","sysselsatte_land","personer"
"2011","030101","afrika","755","sysselsatte_land","personer"
"2011","030101","alle","8069","sysselsatte_land","personer"
"2011","030101","asia","1957","sysselsatte_land","personer"
"2011","030101","eu_ost_europa","1332","sysselsatte_land","personer"
"2011","030101","nord_amerika_oseania","210","sysselsatte_land","personer"
"2011","030101","norden","1965","sysselsatte_land","personer"
"2011","030101","ost_europa_ellers","500","sysselsatte_land","personer"
"2011","030101","sor_og_mellom_amerika","374","sysselsatte_land","personer"
"2011","030101","vest_europa","976","sysselsatte_land","personer"
"2011","030102","afrika","675","sysselsatte_land","personer"
"2011","030102","alle","6339","sysselsatte_land","personer"
"2011","030102","asia","1631","sysselsatte_land","personer"
"2011","030102","eu_ost_europa","968","sysselsatte_land","personer"
"2011","030102","nord_amerika_oseania","144","sysselsatte_land","personer"
"2011","030102","norden","1491","sysselsatte_land","personer"
"2011","030102","ost_europa_ellers","428","sysselsatte_land","personer"
"2011","030102","sor_og_mellom_amerika","281","sysselsatte_land","personer"
"2011","030102","vest_europa","721","sysselsatte_land","personer"
"2011","030103","afrika","673","sysselsatte_land","personer"
"2011","030103","alle","7335","sysselsatte_land","personer"
"2011","030103","asia","2085","sysselsatte_land","personer"
"2011","030103","eu_ost_europa","1096","sysselsatte_land","personer"
"2011","030103","nord_amerika_oseania","182","sysselsatte_land","personer"
"2011","030103","norden","1596","sysselsatte_land","personer"
"2011","030103","ost_europa_ellers","531","sysselsatte_land","personer"
"2011","030103","sor_og_mellom_amerika","311","sysselsatte_land","personer"
"2011","030103","vest_europa","861","sysselsatte_land","personer"
"2011","030104","afrika","742","sysselsatte_land","personer"
"2011","030104","alle","7192","sysselsatte_land","personer"
"2011","030104","asia","2035","sysselsatte_land","personer"
"2011","030104","eu_ost_europa","1243","sysselsatte_land","personer"
"2011","030104","nord_amerika_oseania","158","sysselsatte_land","personer"
"2011","030104","norden","1485","sysselsatte_land","personer"
"2011","030104","ost_europa_ellers","517","sysselsatte_land","personer"
"2011","030104","sor_og_mellom_amerika","271","sysselsatte_land","personer"
"2011","030104","vest_europa","741","sysselsatte_land","personer"
"2011","030105","afrika","593","sysselsatte_land","personer"
"2011","030105","alle","6125","sysselsatte_land","personer"
"2011","030105","asia","1635","sysselsatte_land","personer"
"2011","030105","eu_ost_europa","1007","sysselsatte_land","personer"
"2011","030105","nord_amerika_oseania","129","sysselsatte_land","personer"
"2011","030105","norden","1407","sysselsatte_land","personer"
"2011","030105","ost_europa_ellers","459","sysselsatte_land","personer"
"2011","030105","sor_og_mellom_amerika","239","sysselsatte_land","personer"
"2011","030105","vest_europa","656","sysselsatte_land","personer"
"2011","030106","afrika","561","sysselsatte_land","personer"
"2011","030106","alle","5856","sysselsatte_land","personer"
"2011","030106","asia","1868","sysselsatte_land","personer"
"2011","030106","eu_ost_europa","976","sysselsatte_land","personer"
"2011","030106","nord_amerika_oseania","146","sysselsatte_land","personer"
"2011","030106","norden","1128","sysselsatte_land","personer"
"2011","030106","ost_europa_ellers","384","sysselsatte_land","personer"
"2011","030106","sor_og_mellom_amerika","187","sysselsatte_land","personer"
"2011","030106","vest_europa","606","sysselsatte_land","personer"
"2011","030107","afrika","508","sysselsatte_land","personer"
"2011","030107","alle","4847","sysselsatte_land","personer"
"2011","030107","asia","1648","sysselsatte_land","personer"
"2011","030107","eu_ost_europa","811","sysselsatte_land","personer"
"2011","030107","nord_amerika_oseania","104","sysselsatte_land","personer"
"2011","030107","norden","831","sysselsatte_land","personer"
"2011","030107","ost_europa_ellers","292","sysselsatte_land","personer"
"2011","030107","sor_og_mellom_amerika","193","sysselsatte_land","personer"
"2011","030107","vest_europa","460","sysselsatte_land","personer"
"2011","030108","afrika","650","sysselsatte_land","personer"
"2011","030108","alle","5309","sysselsatte_land","personer"
"2011","030108","asia","1610","sysselsatte_land","personer"
"2011","030108","eu_ost_europa","797","sysselsatte_land","personer"
"2011","030108","nord_amerika_oseania","110","sysselsatte_land","personer"
"2011","030108","norden","987","sysselsatte_land","personer"
"2011","030108","ost_europa_ellers","449","sysselsatte_land","personer"
"2011","030108","sor_og_mellom_amerika","199","sysselsatte_land","personer"
"2011","030108","vest_europa","507","sysselsatte_land","personer"
"2011","030109","afrika","453","sysselsatte_land","personer"
"2011","030109","alle","3894","sysselsatte_land","personer"
"2011","030109","asia","1284","sysselsatte_land","personer"
"2011","030109","eu_ost_europa","520","sysselsatte_land","personer"
"2011","030109","nord_amerika_oseania","73","sysselsatte_land","personer"
"2011","030109","norden","743","sysselsatte_land","personer"
"2011","030109","ost_europa_ellers","303","sysselsatte_land","personer"
"2011","030109","sor_og_mellom_amerika","170","sysselsatte_land","personer"
"2011","030109","vest_europa","348","sysselsatte_land","personer"
"2011","030110","afrika","575","sysselsatte_land","personer"
"2011","030110","alle","3980","sysselsatte_land","personer"
"2011","030110","asia","1484","sysselsatte_land","personer"
"2011","030110","eu_ost_europa","480","sysselsatte_land","personer"
"2011","030110","nord_amerika_oseania","64","sysselsatte_land","personer"
"2011","030110","norden","602","sysselsatte_land","personer"
"2011","030110","ost_europa_ellers","337","sysselsatte_land","personer"
"2011","030110","sor_og_mellom_amerika","153","sysselsatte_land","personer"
"2011","030110","vest_europa","285","sysselsatte_land","personer"
"2011","030111","afrika","308","sysselsatte_land","personer"
"2011","030111","alle","2523","sysselsatte_land","personer"
"2011","030111","asia","956","sysselsatte_land","personer"
"2011","030111","eu_ost_europa","356","sysselsatte_land","personer"
"2011","030111","nord_amerika_oseania","49","sysselsatte_land","personer"
"2011","030111","norden","360","sysselsatte_land","personer"
"2011","030111","ost_europa_ellers","198","sysselsatte_land","personer"
"2011","030111","sor_og_mellom_amerika","96","sysselsatte_land","personer"
"2011","030111","vest_europa","200","sysselsatte_land","personer"
"2011","030112","afrika","224","sysselsatte_land","personer"
"2011","030112","alle","2036","sysselsatte_land","personer"
"2011","030112","asia","769","sysselsatte_land","personer"
"2011","030112","eu_ost_europa","390","sysselsatte_land","personer"
"2011","030112","nord_amerika_oseania","29","sysselsatte_land","personer"
"2011","030112","norden","262","sysselsatte_land","personer"
"2011","030112","ost_europa_ellers","116","sysselsatte_land","personer"
"2011","030112","sor_og_mellom_amerika","92","sysselsatte_land","personer"
"2011","030112","vest_europa","154","sysselsatte_land","personer"
"2011","030113","afrika","400","sysselsatte_land","personer"
"2011","030113","alle","2780","sysselsatte_land","personer"
"2011","030113","asia","1186","sysselsatte_land","personer"
"2011","030113","eu_ost_europa","330","sysselsatte_land","personer"
"2011","030113","nord_amerika_oseania","32","sysselsatte_land","personer"
"2011","030113","norden","285","sysselsatte_land","personer"
"2011","030113","ost_europa_ellers","202","sysselsatte_land","personer"
"2011","030113","sor_og_mellom_amerika","149","sysselsatte_land","personer"
"2011","030113","vest_europa","196","sysselsatte_land","personer"
"2011","030114","afrika","261","sysselsatte_land","personer"
"2011","030114","alle","1987","sysselsatte_land","personer"
"2011","030114","asia","925","sysselsatte_land","personer"
"2011","030114","eu_ost_europa","300","sysselsatte_land","personer"
"2011","030114","nord_amerika_oseania","19","sysselsatte_land","personer"
"2011","030114","norden","146","sysselsatte_land","personer"
"2011","030114","ost_europa_ellers","200","sysselsatte_land","personer"
"2011","030114","sor_og_mellom_amerika","61","sysselsatte_land","personer"
"2011","030114","vest_europa","75","sysselsatte_land","personer"
"2011","030115","afrika","251","sysselsatte_land","personer"
"2011","030115","alle","1860","sysselsatte_land","personer"
"2011","030115","asia","844","sysselsatte_land","personer"
"2011","030115","eu_ost_europa","262","sysselsatte_land","personer"
"2011","030115","nord_amerika_oseania","26","sysselsatte_land","personer"
"2011","030115","norden","147","sysselsatte_land","personer"
"2011","030115","ost_europa_ellers","175","sysselsatte_land","personer"
"2011","030115","sor_og_mellom_amerika","59","sysselsatte_land","personer"
"2011","030115","vest_europa","96","sysselsatte_land","personer"
"2011","030116","afrika","225","sysselsatte_land","personer"
"2011","030116","alle","1340","sysselsatte_land","personer"
"2011","030116","asia","711","sysselsatte_land","personer"
"2011","030116","eu_ost_europa","93","sysselsatte_land","personer"
"2011","030116","nord_amerika_oseania","12","sysselsatte_land","personer"
"2011","030116","norden","85","sysselsatte_land","personer"
"2011","030116","ost_europa_ellers","123","sysselsatte_land","personer"
"2011","030116","sor_og_mellom_amerika","40","sysselsatte_land","personer"
"2011","030116","vest_europa","51","sysselsatte_land","personer"
"2011","030117","afrika","370","sysselsatte_land","personer"
"2011","030117","alle","2143","sysselsatte_land","personer"
"2011","030117","asia","1188","sysselsatte_land","personer"
"2011","030117","eu_ost_europa","216","sysselsatte_land","personer"
"2011","030117","nord_amerika_oseania","9","sysselsatte_land","personer"
"2011","030117","norden","88","sysselsatte_land","personer"
"2011","030117","ost_europa_ellers","155","sysselsatte_land","personer"
"2011","030117","sor_og_mellom_amerika","43","sysselsatte_land","personer"
"2011","030117","vest_europa","74","sysselsatte_land","personer"
"2011","030199","afrika","81","sysselsatte_land","personer"
"2011","030199","alle","329","sysselsatte_land","personer"
"2011","030199","asia","81","sysselsatte_land","personer"
"2011","030199","eu_ost_europa","50","sysselsatte_land","personer"
"2011","030199","nord_amerika_oseania","5","sysselsatte_land","personer"
"2011","030199","norden","69","sysselsatte_land","personer"
"2011","030199","ost_europa_ellers","14","sysselsatte_land","personer"
"2011","030199","sor_og_mellom_amerika","12","sysselsatte_land","personer"
"2011","030199","vest_europa","17","sysselsatte_land","personer"
"2012","00","afrika","24703","sysselsatte_land","personer"
"2012","00","alle","333959","sysselsatte_land","personer"
"2012","00","asia","85914","sysselsatte_land","personer"
"2012","00","eu_ost_europa","89487","sysselsatte_land","personer"
"2012","00","nord_amerika_oseania","6501","sysselsatte_land","personer"
"2012","00","norden","46676","sysselsatte_land","personer"
"2012","00","ost_europa_ellers","30277","sysselsatte_land","personer"
"2012","00","sor_og_mellom_amerika","11114","sysselsatte_land","personer"
"2012","00","vest_europa","39287","sysselsatte_land","personer"
"2012","030101","afrika","786","sysselsatte_land","personer"
"2012","030101","alle","8739","sysselsatte_land","personer"
"2012","030101","asia","2139","sysselsatte_land","personer"
"2012","030101","eu_ost_europa","1578","sysselsatte_land","personer"
"2012","030101","nord_amerika_oseania","225","sysselsatte_land","personer"
"2012","030101","norden","2005","sysselsatte_land","personer"
"2012","030101","ost_europa_ellers","605","sysselsatte_land","personer"
"2012","030101","sor_og_mellom_amerika","365","sysselsatte_land","personer"
"2012","030101","vest_europa","1036","sysselsatte_land","personer"
"2012","030102","afrika","683","sysselsatte_land","personer"
"2012","030102","alle","6642","sysselsatte_land","personer"
"2012","030102","asia","1703","sysselsatte_land","personer"
"2012","030102","eu_ost_europa","1037","sysselsatte_land","personer"
"2012","030102","nord_amerika_oseania","151","sysselsatte_land","personer"
"2012","030102","norden","1496","sysselsatte_land","personer"
"2012","030102","ost_europa_ellers","496","sysselsatte_land","personer"
"2012","030102","sor_og_mellom_amerika","305","sysselsatte_land","personer"
"2012","030102","vest_europa","771","sysselsatte_land","personer"
"2012","030103","afrika","741","sysselsatte_land","personer"
"2012","030103","alle","7795","sysselsatte_land","personer"
"2012","030103","asia","2214","sysselsatte_land","personer"
"2012","030103","eu_ost_europa","1234","sysselsatte_land","personer"
"2012","030103","nord_amerika_oseania","200","sysselsatte_land","personer"
"2012","030103","norden","1584","sysselsatte_land","personer"
"2012","030103","ost_europa_ellers","580","sysselsatte_land","personer"
"2012","030103","sor_og_mellom_amerika","318","sysselsatte_land","personer"
"2012","030103","vest_europa","924","sysselsatte_land","personer"
"2012","030104","afrika","759","sysselsatte_land","personer"
"2012","030104","alle","7339","sysselsatte_land","personer"
"2012","030104","asia","2070","sysselsatte_land","personer"
"2012","030104","eu_ost_europa","1273","sysselsatte_land","personer"
"2012","030104","nord_amerika_oseania","179","sysselsatte_land","personer"
"2012","030104","norden","1437","sysselsatte_land","personer"
"2012","030104","ost_europa_ellers","528","sysselsatte_land","personer"
"2012","030104","sor_og_mellom_amerika","305","sysselsatte_land","personer"
"2012","030104","vest_europa","788","sysselsatte_land","personer"
"2012","030105","afrika","622","sysselsatte_land","personer"
"2012","030105","alle","6485","sysselsatte_land","personer"
"2012","030105","asia","1655","sysselsatte_land","personer"
"2012","030105","eu_ost_europa","1086","sysselsatte_land","personer"
"2012","030105","nord_amerika_oseania","128","sysselsatte_land","personer"
"2012","030105","norden","1443","sysselsatte_land","personer"
"2012","030105","ost_europa_ellers","524","sysselsatte_land","personer"
"2012","030105","sor_og_mellom_amerika","265","sysselsatte_land","personer"
"2012","030105","vest_europa","762","sysselsatte_land","personer"
"2012","030106","afrika","580","sysselsatte_land","personer"
"2012","030106","alle","6058","sysselsatte_land","personer"
"2012","030106","asia","1890","sysselsatte_land","personer"
"2012","030106","eu_ost_europa","1017","sysselsatte_land","personer"
"2012","030106","nord_amerika_oseania","147","sysselsatte_land","personer"
"2012","030106","norden","1176","sysselsatte_land","personer"
"2012","030106","ost_europa_ellers","440","sysselsatte_land","personer"
"2012","030106","sor_og_mellom_amerika","199","sysselsatte_land","personer"
"2012","030106","vest_europa","609","sysselsatte_land","personer"
"2012","030107","afrika","493","sysselsatte_land","personer"
"2012","030107","alle","5033","sysselsatte_land","personer"
"2012","030107","asia","1703","sysselsatte_land","personer"
"2012","030107","eu_ost_europa","889","sysselsatte_land","personer"
"2012","030107","nord_amerika_oseania","105","sysselsatte_land","personer"
"2012","030107","norden","843","sysselsatte_land","personer"
"2012","030107","ost_europa_ellers","306","sysselsatte_land","personer"
"2012","030107","sor_og_mellom_amerika","189","sysselsatte_land","personer"
"2012","030107","vest_europa","505","sysselsatte_land","personer"
"2012","030108","afrika","699","sysselsatte_land","personer"
"2012","030108","alle","5557","sysselsatte_land","personer"
"2012","030108","asia","1672","sysselsatte_land","personer"
"2012","030108","eu_ost_europa","878","sysselsatte_land","personer"
"2012","030108","nord_amerika_oseania","117","sysselsatte_land","personer"
"2012","030108","norden","996","sysselsatte_land","personer"
"2012","030108","ost_europa_ellers","482","sysselsatte_land","personer"
"2012","030108","sor_og_mellom_amerika","196","sysselsatte_land","personer"
"2012","030108","vest_europa","517","sysselsatte_land","personer"
"2012","030109","afrika","479","sysselsatte_land","personer"
"2012","030109","alle","4097","sysselsatte_land","personer"
"2012","030109","asia","1410","sysselsatte_land","personer"
"2012","030109","eu_ost_europa","590","sysselsatte_land","personer"
"2012","030109","nord_amerika_oseania","87","sysselsatte_land","personer"
"2012","030109","norden","702","sysselsatte_land","personer"
"2012","030109","ost_europa_ellers","340","sysselsatte_land","personer"
"2012","030109","sor_og_mellom_amerika","157","sysselsatte_land","personer"
"2012","030109","vest_europa","332","sysselsatte_land","personer"
"2012","030110","afrika","569","sysselsatte_land","personer"
"2012","030110","alle","4179","sysselsatte_land","personer"
"2012","030110","asia","1573","sysselsatte_land","personer"
"2012","030110","eu_ost_europa","538","sysselsatte_land","personer"
"2012","030110","nord_amerika_oseania","68","sysselsatte_land","personer"
"2012","030110","norden","590","sysselsatte_land","personer"
"2012","030110","ost_europa_ellers","398","sysselsatte_land","personer"
"2012","030110","sor_og_mellom_amerika","151","sysselsatte_land","personer"
"2012","030110","vest_europa","292","sysselsatte_land","personer"
"2012","030111","afrika","315","sysselsatte_land","personer"
"2012","030111","alle","2426","sysselsatte_land","personer"
"2012","030111","asia","939","sysselsatte_land","personer"
"2012","030111","eu_ost_europa","339","sysselsatte_land","personer"
"2012","030111","nord_amerika_oseania","49","sysselsatte_land","personer"
"2012","030111","norden","300","sysselsatte_land","personer"
"2012","030111","ost_europa_ellers","216","sysselsatte_land","personer"
"2012","030111","sor_og_mellom_amerika","94","sysselsatte_land","personer"
"2012","030111","vest_europa","174","sysselsatte_land","personer"
"2012","030112","afrika","229","sysselsatte_land","personer"
"2012","030112","alle","2057","sysselsatte_land","personer"
"2012","030112","asia","809","sysselsatte_land","personer"
"2012","030112","eu_ost_europa","309","sysselsatte_land","personer"
"2012","030112","nord_amerika_oseania","37","sysselsatte_land","personer"
"2012","030112","norden","281","sysselsatte_land","personer"
"2012","030112","ost_europa_ellers","143","sysselsatte_land","personer"
"2012","030112","sor_og_mellom_amerika","90","sysselsatte_land","personer"
"2012","030112","vest_europa","159","sysselsatte_land","personer"
"2012","030113","afrika","408","sysselsatte_land","personer"
"2012","030113","alle","2801","sysselsatte_land","personer"
"2012","030113","asia","1181","sysselsatte_land","personer"
"2012","030113","eu_ost_europa","346","sysselsatte_land","personer"
"2012","030113","nord_amerika_oseania","31","sysselsatte_land","personer"
"2012","030113","norden","286","sysselsatte_land","personer"
"2012","030113","ost_europa_ellers","214","sysselsatte_land","personer"
"2012","030113","sor_og_mellom_amerika","157","sysselsatte_land","personer"
"2012","030113","vest_europa","178","sysselsatte_land","personer"
"2012","030114","afrika","271","sysselsatte_land","personer"
"2012","030114","alle","2000","sysselsatte_land","personer"
"2012","030114","asia","960","sysselsatte_land","personer"
"2012","030114","eu_ost_europa","248","sysselsatte_land","personer"
"2012","030114","nord_amerika_oseania","13","sysselsatte_land","personer"
"2012","030114","norden","147","sysselsatte_land","personer"
"2012","030114","ost_europa_ellers","230","sysselsatte_land","personer"
"2012","030114","sor_og_mellom_amerika","60","sysselsatte_land","personer"
"2012","030114","vest_europa","71","sysselsatte_land","personer"
"2012","030115","afrika","247","sysselsatte_land","personer"
"2012","030115","alle","1901","sysselsatte_land","personer"
"2012","030115","asia","861","sysselsatte_land","personer"
"2012","030115","eu_ost_europa","244","sysselsatte_land","personer"
"2012","030115","nord_amerika_oseania","25","sysselsatte_land","personer"
"2012","030115","norden","147","sysselsatte_land","personer"
"2012","030115","ost_europa_ellers","190","sysselsatte_land","personer"
"2012","030115","sor_og_mellom_amerika","71","sysselsatte_land","personer"
"2012","030115","vest_europa","116","sysselsatte_land","personer"
"2012","030116","afrika","228","sysselsatte_land","personer"
"2012","030116","alle","1377","sysselsatte_land","personer"
"2012","030116","asia","718","sysselsatte_land","personer"
"2012","030116","eu_ost_europa","114","sysselsatte_land","personer"
"2012","030116","nord_amerika_oseania","11","sysselsatte_land","personer"
"2012","030116","norden","82","sysselsatte_land","personer"
"2012","030116","ost_europa_ellers","141","sysselsatte_land","personer"
"2012","030116","sor_og_mellom_amerika","36","sysselsatte_land","personer"
"2012","030116","vest_europa","47","sysselsatte_land","personer"
"2012","030117","afrika","355","sysselsatte_land","personer"
"2012","030117","alle","2202","sysselsatte_land","personer"
"2012","030117","asia","1191","sysselsatte_land","personer"
"2012","030117","eu_ost_europa","230","sysselsatte_land","personer"
"2012","030117","nord_amerika_oseania","8","sysselsatte_land","personer"
"2012","030117","norden","90","sysselsatte_land","personer"
"2012","030117","ost_europa_ellers","198","sysselsatte_land","personer"
"2012","030117","sor_og_mellom_amerika","50","sysselsatte_land","personer"
"2012","030117","vest_europa","80","sysselsatte_land","personer"
"2012","030199","afrika","129","sysselsatte_land","personer"
"2012","030199","alle","1412","sysselsatte_land","personer"
"2012","030199","asia","258","sysselsatte_land","personer"
"2012","030199","eu_ost_europa","438","sysselsatte_land","personer"
"2012","030199","nord_amerika_oseania","32","sysselsatte_land","personer"
"2012","030199","norden","350","sysselsatte_land","personer"
"2012","030199","ost_europa_ellers","51","sysselsatte_land","personer"
"2012","030199","sor_og_mellom_amerika","38","sysselsatte_land","personer"
