"fylke_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"05","minoritet","3","prosent",84.10041841,"2014","barnehagedeltakelse"
"06","minoritet","3","prosent",100.1550388,"2014","barnehagedeltakelse"
"07","minoritet","3","prosent",84.55497382,"2014","barnehagedeltakelse"
"08","minoritet","3","prosent",89.3129771,"2014","barnehagedeltakelse"
"09","minoritet","3","prosent",85.02994012,"2014","barnehagedeltakelse"
"10","minoritet","3","prosent",85.25641026,"2014","barnehagedeltakelse"
"11","minoritet","3","prosent",88.69955157,"2014","barnehagedeltakelse"
"12","minoritet","3","prosent",82.76990185,"2014","barnehagedeltakelse"
"14","minoritet","3","prosent",103.5971223,"2014","barnehagedeltakelse"
"15","minoritet","3","prosent",90.38961039,"2014","barnehagedeltakelse"
"16","minoritet","3","prosent",97.13656388,"2014","barnehagedeltakelse"
"17","minoritet","3","prosent",89.54248366,"2014","barnehagedeltakelse"
"18","minoritet","3","prosent",88.75,"2014","barnehagedeltakelse"
"19","minoritet","3","prosent",98.21428571,"2014","barnehagedeltakelse"
"20","minoritet","3","prosent",102.0833333,"2014","barnehagedeltakelse"
"00","minoritet","4","prosent",93.23815954,"2014","barnehagedeltakelse"
"01","minoritet","4","prosent",87.05882353,"2014","barnehagedeltakelse"
"02","minoritet","4","prosent",97.07278481,"2014","barnehagedeltakelse"
"03","minoritet","4","prosent",97.13613182,"2014","barnehagedeltakelse"
"04","minoritet","4","prosent",92.10526316,"2014","barnehagedeltakelse"
"05","minoritet","4","prosent",88.88888889,"2014","barnehagedeltakelse"
"06","minoritet","4","prosent",98.4081042,"2014","barnehagedeltakelse"
"07","minoritet","4","prosent",84.59657702,"2014","barnehagedeltakelse"
"08","minoritet","4","prosent",94.07665505,"2014","barnehagedeltakelse"
"09","minoritet","4","prosent",92.89617486,"2014","barnehagedeltakelse"
"10","minoritet","4","prosent",91.74311927,"2014","barnehagedeltakelse"
"11","minoritet","4","prosent",87.17948718,"2014","barnehagedeltakelse"
"12","minoritet","4","prosent",86.98795181,"2014","barnehagedeltakelse"
"14","minoritet","4","prosent",96.42857143,"2014","barnehagedeltakelse"
"15","minoritet","4","prosent",93.08510638,"2014","barnehagedeltakelse"
"16","minoritet","4","prosent",91.36690647,"2014","barnehagedeltakelse"
"17","minoritet","4","prosent",98.51851852,"2014","barnehagedeltakelse"
"18","minoritet","4","prosent",97.01492537,"2014","barnehagedeltakelse"
"19","minoritet","4","prosent",97.14285714,"2014","barnehagedeltakelse"
"20","minoritet","4","prosent",96.07843137,"2014","barnehagedeltakelse"
"00","minoritet","5","prosent",96.44730332,"2014","barnehagedeltakelse"
"01","minoritet","5","prosent",95.52469136,"2014","barnehagedeltakelse"
"02","minoritet","5","prosent",101.9561815,"2014","barnehagedeltakelse"
"03","minoritet","5","prosent",102.8402367,"2014","barnehagedeltakelse"
"04","minoritet","5","prosent",92.79661017,"2014","barnehagedeltakelse"
"05","minoritet","5","prosent",94.59459459,"2014","barnehagedeltakelse"
"06","minoritet","5","prosent",99.03225806,"2014","barnehagedeltakelse"
"07","minoritet","5","prosent",86.71679198,"2014","barnehagedeltakelse"
"08","minoritet","5","prosent",93.45454545,"2014","barnehagedeltakelse"
"09","minoritet","5","prosent",92.30769231,"2014","barnehagedeltakelse"
"10","minoritet","5","prosent",92.09809264,"2014","barnehagedeltakelse"
"11","minoritet","5","prosent",90.12474012,"2014","barnehagedeltakelse"
"12","minoritet","5","prosent",91.39150943,"2014","barnehagedeltakelse"
"14","minoritet","5","prosent",100.6329114,"2014","barnehagedeltakelse"
"15","minoritet","5","prosent",88.9182058,"2014","barnehagedeltakelse"
"16","minoritet","5","prosent",94.94949495,"2014","barnehagedeltakelse"
"17","minoritet","5","prosent",92.68292683,"2014","barnehagedeltakelse"
"18","minoritet","5","prosent",84.16666667,"2014","barnehagedeltakelse"
"19","minoritet","5","prosent",100.6666667,"2014","barnehagedeltakelse"
"20","minoritet","5","prosent",96.55172414,"2014","barnehagedeltakelse"
"00","ikke_minoritet","1_5","personer",242777,"2014","barnehagedeltakelse"
"01","ikke_minoritet","1_5","personer",12153,"2014","barnehagedeltakelse"
"02","ikke_minoritet","1_5","personer",29617,"2014","barnehagedeltakelse"
"03","ikke_minoritet","1_5","personer",26227,"2014","barnehagedeltakelse"
"04","ikke_minoritet","1_5","personer",8171,"2014","barnehagedeltakelse"
"05","ikke_minoritet","1_5","personer",7746,"2014","barnehagedeltakelse"
"06","ikke_minoritet","1_5","personer",11603,"2014","barnehagedeltakelse"
"07","ikke_minoritet","1_5","personer",10724,"2014","barnehagedeltakelse"
"08","ikke_minoritet","1_5","personer",7253,"2014","barnehagedeltakelse"
"09","ikke_minoritet","1_5","personer",5709,"2014","barnehagedeltakelse"
"10","ikke_minoritet","1_5","personer",9243,"2014","barnehagedeltakelse"
"11","ikke_minoritet","1_5","personer",24977,"2014","barnehagedeltakelse"
"12","ikke_minoritet","1_5","personer",26279,"2014","barnehagedeltakelse"
"14","ikke_minoritet","1_5","personer",5187,"2014","barnehagedeltakelse"
"15","ikke_minoritet","1_5","personer",12780,"2014","barnehagedeltakelse"
"16","ikke_minoritet","1_5","personer",15876,"2014","barnehagedeltakelse"
"17","ikke_minoritet","1_5","personer",6900,"2014","barnehagedeltakelse"
"18","ikke_minoritet","1_5","personer",11120,"2014","barnehagedeltakelse"
"19","ikke_minoritet","1_5","personer",7873,"2014","barnehagedeltakelse"
"20","ikke_minoritet","1_5","personer",3339,"2014","barnehagedeltakelse"
"00","ikke_minoritet","1","personer",36943,"2014","barnehagedeltakelse"
"01","ikke_minoritet","1","personer",1748,"2014","barnehagedeltakelse"
"02","ikke_minoritet","1","personer",4472,"2014","barnehagedeltakelse"
"03","ikke_minoritet","1","personer",4890,"2014","barnehagedeltakelse"
"04","ikke_minoritet","1","personer",1183,"2014","barnehagedeltakelse"
"05","ikke_minoritet","1","personer",1067,"2014","barnehagedeltakelse"
"06","ikke_minoritet","1","personer",1699,"2014","barnehagedeltakelse"
"07","ikke_minoritet","1","personer",1531,"2014","barnehagedeltakelse"
"08","ikke_minoritet","1","personer",1074,"2014","barnehagedeltakelse"
"09","ikke_minoritet","1","personer",759,"2014","barnehagedeltakelse"
"10","ikke_minoritet","1","personer",1259,"2014","barnehagedeltakelse"
"11","ikke_minoritet","1","personer",3497,"2014","barnehagedeltakelse"
"12","ikke_minoritet","1","personer",4051,"2014","barnehagedeltakelse"
"14","ikke_minoritet","1","personer",714,"2014","barnehagedeltakelse"
"15","ikke_minoritet","1","personer",1863,"2014","barnehagedeltakelse"
"16","ikke_minoritet","1","personer",2621,"2014","barnehagedeltakelse"
"17","ikke_minoritet","1","personer",1053,"2014","barnehagedeltakelse"
"18","ikke_minoritet","1","personer",1701,"2014","barnehagedeltakelse"
"19","ikke_minoritet","1","personer",1241,"2014","barnehagedeltakelse"
"20","ikke_minoritet","1","personer",520,"2014","barnehagedeltakelse"
"00","ikke_minoritet","2","personer",48565,"2014","barnehagedeltakelse"
"01","ikke_minoritet","2","personer",2330,"2014","barnehagedeltakelse"
"02","ikke_minoritet","2","personer",5793,"2014","barnehagedeltakelse"
"03","ikke_minoritet","2","personer",5724,"2014","barnehagedeltakelse"
"04","ikke_minoritet","2","personer",1629,"2014","barnehagedeltakelse"
"05","ikke_minoritet","2","personer",1534,"2014","barnehagedeltakelse"
"06","ikke_minoritet","2","personer",2285,"2014","barnehagedeltakelse"
"07","ikke_minoritet","2","personer",2059,"2014","barnehagedeltakelse"
"08","ikke_minoritet","2","personer",1425,"2014","barnehagedeltakelse"
"09","ikke_minoritet","2","personer",1134,"2014","barnehagedeltakelse"
"10","ikke_minoritet","2","personer",1852,"2014","barnehagedeltakelse"
"11","ikke_minoritet","2","personer",5003,"2014","barnehagedeltakelse"
"12","ikke_minoritet","2","personer",5337,"2014","barnehagedeltakelse"
"14","ikke_minoritet","2","personer",1017,"2014","barnehagedeltakelse"
"15","ikke_minoritet","2","personer",2543,"2014","barnehagedeltakelse"
"16","ikke_minoritet","2","personer",3169,"2014","barnehagedeltakelse"
"17","ikke_minoritet","2","personer",1354,"2014","barnehagedeltakelse"
"18","ikke_minoritet","2","personer",2190,"2014","barnehagedeltakelse"
"19","ikke_minoritet","2","personer",1535,"2014","barnehagedeltakelse"
"20","ikke_minoritet","2","personer",652,"2014","barnehagedeltakelse"
"00","ikke_minoritet","3","personer",50564,"2014","barnehagedeltakelse"
"01","ikke_minoritet","3","personer",2536,"2014","barnehagedeltakelse"
"02","ikke_minoritet","3","personer",6111,"2014","barnehagedeltakelse"
"03","ikke_minoritet","3","personer",5366,"2014","barnehagedeltakelse"
"04","ikke_minoritet","3","personer",1679,"2014","barnehagedeltakelse"
"05","ikke_minoritet","3","personer",1594,"2014","barnehagedeltakelse"
"06","ikke_minoritet","3","personer",2453,"2014","barnehagedeltakelse"
"07","ikke_minoritet","3","personer",2266,"2014","barnehagedeltakelse"
"08","ikke_minoritet","3","personer",1540,"2014","barnehagedeltakelse"
"09","ikke_minoritet","3","personer",1228,"2014","barnehagedeltakelse"
"10","ikke_minoritet","3","personer",1951,"2014","barnehagedeltakelse"
"11","ikke_minoritet","3","personer",5294,"2014","barnehagedeltakelse"
"12","ikke_minoritet","3","personer",5422,"2014","barnehagedeltakelse"
"14","ikke_minoritet","3","personer",1142,"2014","barnehagedeltakelse"
"15","ikke_minoritet","3","personer",2696,"2014","barnehagedeltakelse"
"16","ikke_minoritet","3","personer",3251,"2014","barnehagedeltakelse"
"17","ikke_minoritet","3","personer",1427,"2014","barnehagedeltakelse"
"18","ikke_minoritet","3","personer",2326,"2014","barnehagedeltakelse"
"19","ikke_minoritet","3","personer",1602,"2014","barnehagedeltakelse"
"20","ikke_minoritet","3","personer",680,"2014","barnehagedeltakelse"
"00","ikke_minoritet","4","personer",52730,"2014","barnehagedeltakelse"
"01","ikke_minoritet","4","personer",2679,"2014","barnehagedeltakelse"
"02","ikke_minoritet","4","personer",6565,"2014","barnehagedeltakelse"
"03","ikke_minoritet","4","personer",5215,"2014","barnehagedeltakelse"
"04","ikke_minoritet","4","personer",1764,"2014","barnehagedeltakelse"
"05","ikke_minoritet","4","personer",1785,"2014","barnehagedeltakelse"
"06","ikke_minoritet","4","personer",2510,"2014","barnehagedeltakelse"
"07","ikke_minoritet","4","personer",2426,"2014","barnehagedeltakelse"
"08","ikke_minoritet","4","personer",1601,"2014","barnehagedeltakelse"
"09","ikke_minoritet","4","personer",1266,"2014","barnehagedeltakelse"
"10","ikke_minoritet","4","personer",2013,"2014","barnehagedeltakelse"
"11","ikke_minoritet","4","personer",5588,"2014","barnehagedeltakelse"
"12","ikke_minoritet","4","personer",5697,"2014","barnehagedeltakelse"
"14","ikke_minoritet","4","personer",1168,"2014","barnehagedeltakelse"
"15","ikke_minoritet","4","personer",2712,"2014","barnehagedeltakelse"
"16","ikke_minoritet","4","personer",3430,"2014","barnehagedeltakelse"
"17","ikke_minoritet","4","personer",1495,"2014","barnehagedeltakelse"
"18","ikke_minoritet","4","personer",2369,"2014","barnehagedeltakelse"
"19","ikke_minoritet","4","personer",1739,"2014","barnehagedeltakelse"
"20","ikke_minoritet","4","personer",708,"2014","barnehagedeltakelse"
"00","ikke_minoritet","5","personer",53975,"2014","barnehagedeltakelse"
"01","ikke_minoritet","5","personer",2860,"2014","barnehagedeltakelse"
"02","ikke_minoritet","5","personer",6676,"2014","barnehagedeltakelse"
"03","ikke_minoritet","5","personer",5032,"2014","barnehagedeltakelse"
"04","ikke_minoritet","5","personer",1916,"2014","barnehagedeltakelse"
"05","ikke_minoritet","5","personer",1766,"2014","barnehagedeltakelse"
"06","ikke_minoritet","5","personer",2656,"2014","barnehagedeltakelse"
"07","ikke_minoritet","5","personer",2442,"2014","barnehagedeltakelse"
"08","ikke_minoritet","5","personer",1613,"2014","barnehagedeltakelse"
"09","ikke_minoritet","5","personer",1322,"2014","barnehagedeltakelse"
"10","ikke_minoritet","5","personer",2168,"2014","barnehagedeltakelse"
"11","ikke_minoritet","5","personer",5595,"2014","barnehagedeltakelse"
"12","ikke_minoritet","5","personer",5772,"2014","barnehagedeltakelse"
"14","ikke_minoritet","5","personer",1146,"2014","barnehagedeltakelse"
"15","ikke_minoritet","5","personer",2966,"2014","barnehagedeltakelse"
"16","ikke_minoritet","5","personer",3405,"2014","barnehagedeltakelse"
"17","ikke_minoritet","5","personer",1571,"2014","barnehagedeltakelse"
"18","ikke_minoritet","5","personer",2534,"2014","barnehagedeltakelse"
"19","ikke_minoritet","5","personer",1756,"2014","barnehagedeltakelse"
"20","ikke_minoritet","5","personer",779,"2014","barnehagedeltakelse"
"00","ikke_minoritet","1_5","prosent",92.42485962,"2014","barnehagedeltakelse"
"01","ikke_minoritet","1_5","prosent",92.06818182,"2014","barnehagedeltakelse"
"02","ikke_minoritet","1_5","prosent",93.52343059,"2014","barnehagedeltakelse"
"03","ikke_minoritet","1_5","prosent",88.37483573,"2014","barnehagedeltakelse"
"04","ikke_minoritet","1_5","prosent",93.22304621,"2014","barnehagedeltakelse"
"05","ikke_minoritet","1_5","prosent",93.08977286,"2014","barnehagedeltakelse"
"06","ikke_minoritet","1_5","prosent",91.5207446,"2014","barnehagedeltakelse"
"07","ikke_minoritet","1_5","prosent",92.5040973,"2014","barnehagedeltakelse"
"08","ikke_minoritet","1_5","prosent",92.11328423,"2014","barnehagedeltakelse"
"09","ikke_minoritet","1_5","prosent",92.33381853,"2014","barnehagedeltakelse"
"10","ikke_minoritet","1_5","prosent",91.05506847,"2014","barnehagedeltakelse"
"11","ikke_minoritet","1_5","prosent",90.91471627,"2014","barnehagedeltakelse"
"12","ikke_minoritet","1_5","prosent",93.8133657,"2014","barnehagedeltakelse"
"14","ikke_minoritet","1_5","prosent",93.57748512,"2014","barnehagedeltakelse"
"15","ikke_minoritet","1_5","prosent",94.29646573,"2014","barnehagedeltakelse"
"16","ikke_minoritet","1_5","prosent",95.25409492,"2014","barnehagedeltakelse"
"17","ikke_minoritet","1_5","prosent",94.53349774,"2014","barnehagedeltakelse"
"18","ikke_minoritet","1_5","prosent",92.52017639,"2014","barnehagedeltakelse"
"19","ikke_minoritet","1_5","prosent",94.49111858,"2014","barnehagedeltakelse"
"20","ikke_minoritet","1_5","prosent",91.0553586,"2014","barnehagedeltakelse"
"00","ikke_minoritet","1","prosent",74.45633553,"2014","barnehagedeltakelse"
"01","ikke_minoritet","1","prosent",73.32214765,"2014","barnehagedeltakelse"
"02","ikke_minoritet","1","prosent",80.18648019,"2014","barnehagedeltakelse"
"03","ikke_minoritet","1","prosent",75.45131924,"2014","barnehagedeltakelse"
"04","ikke_minoritet","1","prosent",74.44933921,"2014","barnehagedeltakelse"
"05","ikke_minoritet","1","prosent",70.8499336,"2014","barnehagedeltakelse"
"06","ikke_minoritet","1","prosent",75.01103753,"2014","barnehagedeltakelse"
"07","ikke_minoritet","1","prosent",73.25358852,"2014","barnehagedeltakelse"
"08","ikke_minoritet","1","prosent",72.66576455,"2014","barnehagedeltakelse"
"09","ikke_minoritet","1","prosent",68.25539568,"2014","barnehagedeltakelse"
"10","ikke_minoritet","1","prosent",65.95075956,"2014","barnehagedeltakelse"
"11","ikke_minoritet","1","prosent",67.15959286,"2014","barnehagedeltakelse"
"12","ikke_minoritet","1","prosent",76.11800075,"2014","barnehagedeltakelse"
"14","ikke_minoritet","1","prosent",73.23076923,"2014","barnehagedeltakelse"
"15","ikke_minoritet","1","prosent",74.96981891,"2014","barnehagedeltakelse"
"16","ikke_minoritet","1","prosent",80.1529052,"2014","barnehagedeltakelse"
"17","ikke_minoritet","1","prosent",75.16059957,"2014","barnehagedeltakelse"
"18","ikke_minoritet","1","prosent",74.31192661,"2014","barnehagedeltakelse"
"19","ikke_minoritet","1","prosent",78.3459596,"2014","barnehagedeltakelse"
"20","ikke_minoritet","1","prosent",75.03607504,"2014","barnehagedeltakelse"
"00","ikke_minoritet","2","prosent",94.35960208,"2014","barnehagedeltakelse"
"01","ikke_minoritet","2","prosent",92.79171645,"2014","barnehagedeltakelse"
"02","ikke_minoritet","2","prosent",94.42542787,"2014","barnehagedeltakelse"
"03","ikke_minoritet","2","prosent",91.03053435,"2014","barnehagedeltakelse"
"04","ikke_minoritet","2","prosent",94.43478261,"2014","barnehagedeltakelse"
"05","ikke_minoritet","2","prosent",95.81511555,"2014","barnehagedeltakelse"
"06","ikke_minoritet","2","prosent",92.66017843,"2014","barnehagedeltakelse"
"07","ikke_minoritet","2","prosent",94.01826484,"2014","barnehagedeltakelse"
"08","ikke_minoritet","2","prosent",93.75,"2014","barnehagedeltakelse"
"09","ikke_minoritet","2","prosent",95.05448449,"2014","barnehagedeltakelse"
"10","ikke_minoritet","2","prosent",92.97188755,"2014","barnehagedeltakelse"
"11","ikke_minoritet","2","prosent",92.73401297,"2014","barnehagedeltakelse"
"12","ikke_minoritet","2","prosent",96.30097438,"2014","barnehagedeltakelse"
"14","ikke_minoritet","2","prosent",96.94947569,"2014","barnehagedeltakelse"
"15","ikke_minoritet","2","prosent",96.65526416,"2014","barnehagedeltakelse"
"16","ikke_minoritet","2","prosent",97.74830352,"2014","barnehagedeltakelse"
"17","ikke_minoritet","2","prosent",97.20028715,"2014","barnehagedeltakelse"
"18","ikke_minoritet","2","prosent",94.15305245,"2014","barnehagedeltakelse"
"19","ikke_minoritet","2","prosent",97.39847716,"2014","barnehagedeltakelse"
"20","ikke_minoritet","2","prosent",94.08369408,"2014","barnehagedeltakelse"
"00","ikke_minoritet","3","prosent",96.60126473,"2014","barnehagedeltakelse"
"01","ikke_minoritet","3","prosent",96.02423324,"2014","barnehagedeltakelse"
"02","ikke_minoritet","3","prosent",96.60132785,"2014","barnehagedeltakelse"
"03","ikke_minoritet","3","prosent",92.62903504,"2014","barnehagedeltakelse"
"04","ikke_minoritet","3","prosent",98.53286385,"2014","barnehagedeltakelse"
"05","ikke_minoritet","3","prosent",97.6117575,"2014","barnehagedeltakelse"
"06","ikke_minoritet","3","prosent",94.30988082,"2014","barnehagedeltakelse"
"07","ikke_minoritet","3","prosent",95.49093974,"2014","barnehagedeltakelse"
"08","ikke_minoritet","3","prosent",95.71162213,"2014","barnehagedeltakelse"
"09","ikke_minoritet","3","prosent",98.31865492,"2014","barnehagedeltakelse"
"10","ikke_minoritet","3","prosent",96.20315582,"2014","barnehagedeltakelse"
"11","ikke_minoritet","3","prosent",96.99523635,"2014","barnehagedeltakelse"
"12","ikke_minoritet","3","prosent",98.20684659,"2014","barnehagedeltakelse"
"14","ikke_minoritet","3","prosent",96.94397284,"2014","barnehagedeltakelse"
"15","ikke_minoritet","3","prosent",98.5380117,"2014","barnehagedeltakelse"
"16","ikke_minoritet","3","prosent",99.08564462,"2014","barnehagedeltakelse"
"17","ikke_minoritet","3","prosent",99.30410578,"2014","barnehagedeltakelse"
"18","ikke_minoritet","3","prosent",96.47449191,"2014","barnehagedeltakelse"
"19","ikke_minoritet","3","prosent",97.86194258,"2014","barnehagedeltakelse"
"20","ikke_minoritet","3","prosent",93.53507565,"2014","barnehagedeltakelse"
"00","ikke_minoritet","4","prosent",97.65538188,"2014","barnehagedeltakelse"
"01","ikke_minoritet","4","prosent",97.95246801,"2014","barnehagedeltakelse"
"02","ikke_minoritet","4","prosent",97.50482697,"2014","barnehagedeltakelse"
"03","ikke_minoritet","4","prosent",92.66169154,"2014","barnehagedeltakelse"
"04","ikke_minoritet","4","prosent",98,"2014","barnehagedeltakelse"
"05","ikke_minoritet","4","prosent",99.38752784,"2014","barnehagedeltakelse"
"06","ikke_minoritet","4","prosent",96.13175029,"2014","barnehagedeltakelse"
"07","ikke_minoritet","4","prosent",98.49776695,"2014","barnehagedeltakelse"
"08","ikke_minoritet","4","prosent",97.08914494,"2014","barnehagedeltakelse"
"09","ikke_minoritet","4","prosent",98.52140078,"2014","barnehagedeltakelse"
"10","ikke_minoritet","4","prosent",98.33903273,"2014","barnehagedeltakelse"
"11","ikke_minoritet","4","prosent",98.05228988,"2014","barnehagedeltakelse"
"12","ikke_minoritet","4","prosent",98.71772656,"2014","barnehagedeltakelse"
"14","ikke_minoritet","4","prosent",98.64864865,"2014","barnehagedeltakelse"
"15","ikke_minoritet","4","prosent",99.55947137,"2014","barnehagedeltakelse"
"16","ikke_minoritet","4","prosent",99.1902834,"2014","barnehagedeltakelse"
"17","ikke_minoritet","4","prosent",99.60026649,"2014","barnehagedeltakelse"
"18","ikke_minoritet","4","prosent",97.93303018,"2014","barnehagedeltakelse"
"19","ikke_minoritet","4","prosent",98.63868406,"2014","barnehagedeltakelse"
"20","ikke_minoritet","4","prosent",96.98630137,"2014","barnehagedeltakelse"
"00","ikke_minoritet","5","prosent",97.69053954,"2014","barnehagedeltakelse"
"01","ikke_minoritet","5","prosent",97.64424718,"2014","barnehagedeltakelse"
"02","ikke_minoritet","5","prosent",96.79570828,"2014","barnehagedeltakelse"
"03","ikke_minoritet","5","prosent",91.70767268,"2014","barnehagedeltakelse"
"04","ikke_minoritet","5","prosent",98.40780688,"2014","barnehagedeltakelse"
"05","ikke_minoritet","5","prosent",98.93557423,"2014","barnehagedeltakelse"
"06","ikke_minoritet","5","prosent",97.11151737,"2014","barnehagedeltakelse"
"07","ikke_minoritet","5","prosent",98.5870004,"2014","barnehagedeltakelse"
"08","ikke_minoritet","5","prosent",99.69097651,"2014","barnehagedeltakelse"
"09","ikke_minoritet","5","prosent",98.36309524,"2014","barnehagedeltakelse"
"10","ikke_minoritet","5","prosent",99.67816092,"2014","barnehagedeltakelse"
"11","ikke_minoritet","5","prosent",97.91739587,"2014","barnehagedeltakelse"
"12","ikke_minoritet","5","prosent",98.56557377,"2014","barnehagedeltakelse"
"14","ikke_minoritet","5","prosent",99.04926534,"2014","barnehagedeltakelse"
"15","ikke_minoritet","5","prosent",99.6305005,"2014","barnehagedeltakelse"
"16","ikke_minoritet","5","prosent",99.67798595,"2014","barnehagedeltakelse"
"17","ikke_minoritet","5","prosent",100.2552648,"2014","barnehagedeltakelse"
"18","ikke_minoritet","5","prosent",98.44599845,"2014","barnehagedeltakelse"
"19","ikke_minoritet","5","prosent",99.09706546,"2014","barnehagedeltakelse"
"20","ikke_minoritet","5","prosent",94.53883495,"2014","barnehagedeltakelse"
