"tabell_navn","aar","naringsregion_nr","vreg_3","enhet","tabellvariabel","flytting"
"befolkning_flytting_vreg","2014","16","1","personer","124","innflytting"
"befolkning_flytting_vreg","2014","16","2","personer","149","innflytting"
"befolkning_flytting_vreg","2014","17","1","personer","22","innflytting"
"befolkning_flytting_vreg","2014","17","2","personer","47","innflytting"
"befolkning_flytting_vreg","2014","18","1","personer","26","innflytting"
"befolkning_flytting_vreg","2014","18","2","personer","42","innflytting"
"befolkning_flytting_vreg","2014","19","1","personer","34","innflytting"
"befolkning_flytting_vreg","2014","19","2","personer","55","innflytting"
"befolkning_flytting_vreg","2014","20","1","personer","751","innflytting"
"befolkning_flytting_vreg","2014","20","2","personer","838","innflytting"
"befolkning_flytting_vreg","2014","21","1","personer","66","innflytting"
"befolkning_flytting_vreg","2014","21","2","personer","39","innflytting"
"befolkning_flytting_vreg","2014","22","1","personer","92","innflytting"
"befolkning_flytting_vreg","2014","22","2","personer","163","innflytting"
"befolkning_flytting_vreg","2014","23","1","personer","72","innflytting"
"befolkning_flytting_vreg","2014","23","2","personer","57","innflytting"
"befolkning_flytting_vreg","2014","24","1","personer","131","innflytting"
"befolkning_flytting_vreg","2014","24","2","personer","151","innflytting"
"befolkning_flytting_vreg","2014","25","1","personer","381","innflytting"
"befolkning_flytting_vreg","2014","25","2","personer","397","innflytting"
"befolkning_flytting_vreg","2014","26","1","personer","272","innflytting"
"befolkning_flytting_vreg","2014","26","2","personer","272","innflytting"
"befolkning_flytting_vreg","2014","27","1","personer","195","innflytting"
"befolkning_flytting_vreg","2014","27","2","personer","407","innflytting"
"befolkning_flytting_vreg","2014","28","1","personer","55","innflytting"
"befolkning_flytting_vreg","2014","28","2","personer","65","innflytting"
"befolkning_flytting_vreg","2014","29","1","personer","45","innflytting"
"befolkning_flytting_vreg","2014","29","2","personer","123","innflytting"
"befolkning_flytting_vreg","2014","30","1","personer","23","innflytting"
"befolkning_flytting_vreg","2014","30","2","personer","28","innflytting"
"befolkning_flytting_vreg","2014","31","1","personer","8","innflytting"
"befolkning_flytting_vreg","2014","31","2","personer","25","innflytting"
"befolkning_flytting_vreg","2014","32","1","personer","161","innflytting"
"befolkning_flytting_vreg","2014","32","2","personer","277","innflytting"
"befolkning_flytting_vreg","2014","33","1","personer","65","innflytting"
"befolkning_flytting_vreg","2014","33","2","personer","75","innflytting"
"befolkning_flytting_vreg","2014","34","1","personer","39","innflytting"
"befolkning_flytting_vreg","2014","34","2","personer","70","innflytting"
"befolkning_flytting_vreg","2014","35","1","personer","236","innflytting"
"befolkning_flytting_vreg","2014","35","2","personer","507","innflytting"
"befolkning_flytting_vreg","2014","36","1","personer","91","innflytting"
"befolkning_flytting_vreg","2014","36","2","personer","61","innflytting"
"befolkning_flytting_vreg","2014","37","1","personer","205","innflytting"
"befolkning_flytting_vreg","2014","37","2","personer","209","innflytting"
"befolkning_flytting_vreg","2014","38","1","personer","67","innflytting"
"befolkning_flytting_vreg","2014","38","2","personer","64","innflytting"
"befolkning_flytting_vreg","2014","39","1","personer","637","innflytting"
"befolkning_flytting_vreg","2014","39","2","personer","850","innflytting"
"befolkning_flytting_vreg","2014","40","1","personer","751","innflytting"
"befolkning_flytting_vreg","2014","40","2","personer","931","innflytting"
"befolkning_flytting_vreg","2014","41","1","personer","146","innflytting"
"befolkning_flytting_vreg","2014","41","2","personer","42","innflytting"
"befolkning_flytting_vreg","2014","42","1","personer","40","innflytting"
"befolkning_flytting_vreg","2014","42","2","personer","38","innflytting"
"befolkning_flytting_vreg","2014","43","1","personer","25","innflytting"
"befolkning_flytting_vreg","2014","43","2","personer","31","innflytting"
"befolkning_flytting_vreg","2014","44","1","personer","129","innflytting"
"befolkning_flytting_vreg","2014","44","2","personer","120","innflytting"
"befolkning_flytting_vreg","2014","45","1","personer","42","innflytting"
"befolkning_flytting_vreg","2014","45","2","personer","24","innflytting"
"befolkning_flytting_vreg","2014","46","1","personer","162","innflytting"
"befolkning_flytting_vreg","2014","46","2","personer","133","innflytting"
"befolkning_flytting_vreg","2014","47","1","personer","322","innflytting"
"befolkning_flytting_vreg","2014","47","2","personer","220","innflytting"
"befolkning_flytting_vreg","2014","48","1","personer","24","innflytting"
"befolkning_flytting_vreg","2014","48","2","personer","15","innflytting"
"befolkning_flytting_vreg","2014","49","1","personer","67","innflytting"
"befolkning_flytting_vreg","2014","49","2","personer","63","innflytting"
"befolkning_flytting_vreg","2014","50","1","personer","57","innflytting"
"befolkning_flytting_vreg","2014","50","2","personer","64","innflytting"
"befolkning_flytting_vreg","2014","51","1","personer","69","innflytting"
"befolkning_flytting_vreg","2014","51","2","personer","51","innflytting"
"befolkning_flytting_vreg","2014","52","1","personer","120","innflytting"
"befolkning_flytting_vreg","2014","52","2","personer","155","innflytting"
"befolkning_flytting_vreg","2014","53","1","personer","133","innflytting"
"befolkning_flytting_vreg","2014","53","2","personer","165","innflytting"
"befolkning_flytting_vreg","2014","54","1","personer","45","innflytting"
"befolkning_flytting_vreg","2014","54","2","personer","28","innflytting"
"befolkning_flytting_vreg","2014","55","1","personer","93","innflytting"
"befolkning_flytting_vreg","2014","55","2","personer","85","innflytting"
"befolkning_flytting_vreg","2014","56","1","personer","203","innflytting"
"befolkning_flytting_vreg","2014","56","2","personer","212","innflytting"
"befolkning_flytting_vreg","2014","57","1","personer","30","innflytting"
"befolkning_flytting_vreg","2014","57","2","personer","57","innflytting"
"befolkning_flytting_vreg","2014","58","1","personer","40","innflytting"
"befolkning_flytting_vreg","2014","58","2","personer","19","innflytting"
"befolkning_flytting_vreg","2014","59","1","personer","14","innflytting"
"befolkning_flytting_vreg","2014","59","2","personer","31","innflytting"
"befolkning_flytting_vreg","2014","60","1","personer","53","innflytting"
"befolkning_flytting_vreg","2014","60","2","personer","55","innflytting"
"befolkning_flytting_vreg","2014","61","1","personer","424","innflytting"
"befolkning_flytting_vreg","2014","61","2","personer","704","innflytting"
"befolkning_flytting_vreg","2014","62","1","personer","26","innflytting"
"befolkning_flytting_vreg","2014","62","2","personer","31","innflytting"
"befolkning_flytting_vreg","2014","63","1","personer","56","innflytting"
"befolkning_flytting_vreg","2014","63","2","personer","72","innflytting"
"befolkning_flytting_vreg","2014","64","1","personer","84","innflytting"
"befolkning_flytting_vreg","2014","64","2","personer","140","innflytting"
"befolkning_flytting_vreg","2014","65","1","personer","12","innflytting"
"befolkning_flytting_vreg","2014","65","2","personer","48","innflytting"
"befolkning_flytting_vreg","2014","66","1","personer","15","innflytting"
"befolkning_flytting_vreg","2014","66","2","personer","40","innflytting"
"befolkning_flytting_vreg","2014","67","1","personer","19","innflytting"
"befolkning_flytting_vreg","2014","67","2","personer","52","innflytting"
"befolkning_flytting_vreg","2014","68","1","personer","16","innflytting"
"befolkning_flytting_vreg","2014","68","2","personer","42","innflytting"
"befolkning_flytting_vreg","2014","69","1","personer","19","innflytting"
"befolkning_flytting_vreg","2014","69","2","personer","41","innflytting"
"befolkning_flytting_vreg","2014","70","1","personer","5","innflytting"
"befolkning_flytting_vreg","2014","70","2","personer","6","innflytting"
"befolkning_flytting_vreg","2014","71","1","personer","18","innflytting"
"befolkning_flytting_vreg","2014","71","2","personer","32","innflytting"
"befolkning_flytting_vreg","2014","72","1","personer","52","innflytting"
"befolkning_flytting_vreg","2014","72","2","personer","64","innflytting"
"befolkning_flytting_vreg","2014","73","1","personer","163","innflytting"
"befolkning_flytting_vreg","2014","73","2","personer","177","innflytting"
"befolkning_flytting_vreg","2014","74","1","personer","44","innflytting"
"befolkning_flytting_vreg","2014","74","2","personer","102","innflytting"
"befolkning_flytting_vreg","2014","75","1","personer","47","innflytting"
"befolkning_flytting_vreg","2014","75","2","personer","62","innflytting"
"befolkning_flytting_vreg","2014","76","1","personer","33","innflytting"
"befolkning_flytting_vreg","2014","76","2","personer","73","innflytting"
"befolkning_flytting_vreg","2014","77","1","personer","70","innflytting"
"befolkning_flytting_vreg","2014","77","2","personer","97","innflytting"
"befolkning_flytting_vreg","2014","78","1","personer","36","innflytting"
"befolkning_flytting_vreg","2014","78","2","personer","82","innflytting"
"befolkning_flytting_vreg","2014","79","1","personer","212","innflytting"
"befolkning_flytting_vreg","2014","79","2","personer","242","innflytting"
"befolkning_flytting_vreg","2014","80","1","personer","29","innflytting"
"befolkning_flytting_vreg","2014","80","2","personer","30","innflytting"
"befolkning_flytting_vreg","2014","81","1","personer","71","innflytting"
"befolkning_flytting_vreg","2014","81","2","personer","125","innflytting"
"befolkning_flytting_vreg","2014","82","1","personer","28","innflytting"
"befolkning_flytting_vreg","2014","82","2","personer","32","innflytting"
"befolkning_flytting_vreg","2014","83","1","personer","60","innflytting"
"befolkning_flytting_vreg","2014","83","2","personer","107","innflytting"
"befolkning_flytting_vreg","2014","01","alle","personer","178","utflytting"
"befolkning_flytting_vreg","2014","02","alle","personer","558","utflytting"
"befolkning_flytting_vreg","2014","03","alle","personer","400","utflytting"
"befolkning_flytting_vreg","2014","04","alle","personer","781","utflytting"
"befolkning_flytting_vreg","2014","05","alle","personer","2031","utflytting"
"befolkning_flytting_vreg","2014","06","alle","personer","1162","utflytting"
"befolkning_flytting_vreg","2014","07","alle","personer","1983","utflytting"
"befolkning_flytting_vreg","2014","08","alle","personer","829","utflytting"
"befolkning_flytting_vreg","2014","09","alle","personer","6674","utflytting"
"befolkning_flytting_vreg","2014","10","alle","personer","90","utflytting"
"befolkning_flytting_vreg","2014","11","alle","personer","384","utflytting"
"befolkning_flytting_vreg","2014","12","alle","personer","442","utflytting"
"befolkning_flytting_vreg","2014","13","alle","personer","326","utflytting"
"befolkning_flytting_vreg","2014","14","alle","personer","413","utflytting"
"befolkning_flytting_vreg","2014","15","alle","personer","185","utflytting"
"befolkning_flytting_vreg","2014","16","alle","personer","239","utflytting"
"befolkning_flytting_vreg","2014","17","alle","personer","110","utflytting"
"befolkning_flytting_vreg","2014","18","alle","personer","147","utflytting"
"befolkning_flytting_vreg","2014","19","alle","personer","203","utflytting"
"befolkning_flytting_vreg","2014","20","alle","personer","1235","utflytting"
"befolkning_flytting_vreg","2014","21","alle","personer","283","utflytting"
"befolkning_flytting_vreg","2014","22","alle","personer","297","utflytting"
"befolkning_flytting_vreg","2014","23","alle","personer","112","utflytting"
"befolkning_flytting_vreg","2014","24","alle","personer","309","utflytting"
"befolkning_flytting_vreg","2014","25","alle","personer","732","utflytting"
"befolkning_flytting_vreg","2014","26","alle","personer","476","utflytting"
"befolkning_flytting_vreg","2014","27","alle","personer","614","utflytting"
"befolkning_flytting_vreg","2014","28","alle","personer","164","utflytting"
"befolkning_flytting_vreg","2014","29","alle","personer","155","utflytting"
"befolkning_flytting_vreg","2014","30","alle","personer","73","utflytting"
"befolkning_flytting_vreg","2014","31","alle","personer","57","utflytting"
"befolkning_flytting_vreg","2014","32","alle","personer","374","utflytting"
"befolkning_flytting_vreg","2014","33","alle","personer","264","utflytting"
"befolkning_flytting_vreg","2014","34","alle","personer","188","utflytting"
"befolkning_flytting_vreg","2014","35","alle","personer","739","utflytting"
"befolkning_flytting_vreg","2014","36","alle","personer","168","utflytting"
"befolkning_flytting_vreg","2014","37","alle","personer","474","utflytting"
"befolkning_flytting_vreg","2014","38","alle","personer","162","utflytting"
"befolkning_flytting_vreg","2014","39","alle","personer","1247","utflytting"
"befolkning_flytting_vreg","2014","40","alle","personer","1644","utflytting"
"befolkning_flytting_vreg","2014","41","alle","personer","143","utflytting"
"befolkning_flytting_vreg","2014","42","alle","personer","182","utflytting"
"befolkning_flytting_vreg","2014","43","alle","personer","77","utflytting"
"befolkning_flytting_vreg","2014","44","alle","personer","148","utflytting"
"befolkning_flytting_vreg","2014","45","alle","personer","49","utflytting"
"befolkning_flytting_vreg","2014","46","alle","personer","320","utflytting"
"befolkning_flytting_vreg","2014","47","alle","personer","396","utflytting"
"befolkning_flytting_vreg","2014","48","alle","personer","50","utflytting"
"befolkning_flytting_vreg","2014","49","alle","personer","179","utflytting"
"befolkning_flytting_vreg","2014","50","alle","personer","276","utflytting"
"befolkning_flytting_vreg","2014","51","alle","personer","243","utflytting"
"befolkning_flytting_vreg","2014","52","alle","personer","417","utflytting"
"befolkning_flytting_vreg","2014","53","alle","personer","362","utflytting"
"befolkning_flytting_vreg","2014","54","alle","personer","95","utflytting"
"befolkning_flytting_vreg","2014","55","alle","personer","340","utflytting"
"befolkning_flytting_vreg","2014","56","alle","personer","379","utflytting"
"befolkning_flytting_vreg","2014","57","alle","personer","84","utflytting"
"befolkning_flytting_vreg","2014","58","alle","personer","87","utflytting"
"befolkning_flytting_vreg","2014","59","alle","personer","38","utflytting"
"befolkning_flytting_vreg","2014","60","alle","personer","131","utflytting"
"befolkning_flytting_vreg","2014","61","alle","personer","1089","utflytting"
"befolkning_flytting_vreg","2014","62","alle","personer","53","utflytting"
"befolkning_flytting_vreg","2014","63","alle","personer","136","utflytting"
"befolkning_flytting_vreg","2014","64","alle","personer","340","utflytting"
"befolkning_flytting_vreg","2014","65","alle","personer","85","utflytting"
"befolkning_flytting_vreg","2014","66","alle","personer","40","utflytting"
"befolkning_flytting_vreg","2014","67","alle","personer","205","utflytting"
"befolkning_flytting_vreg","2014","68","alle","personer","63","utflytting"
"befolkning_flytting_vreg","2014","69","alle","personer","131","utflytting"
"befolkning_flytting_vreg","2014","70","alle","personer","14","utflytting"
"befolkning_flytting_vreg","2014","71","alle","personer","138","utflytting"
"befolkning_flytting_vreg","2014","72","alle","personer","213","utflytting"
"befolkning_flytting_vreg","2014","73","alle","personer","499","utflytting"
"befolkning_flytting_vreg","2014","74","alle","personer","254","utflytting"
"befolkning_flytting_vreg","2014","75","alle","personer","180","utflytting"
"befolkning_flytting_vreg","2014","76","alle","personer","317","utflytting"
"befolkning_flytting_vreg","2014","77","alle","personer","286","utflytting"
"befolkning_flytting_vreg","2014","78","alle","personer","286","utflytting"
"befolkning_flytting_vreg","2014","79","alle","personer","484","utflytting"
"befolkning_flytting_vreg","2014","80","alle","personer","115","utflytting"
"befolkning_flytting_vreg","2014","81","alle","personer","351","utflytting"
"befolkning_flytting_vreg","2014","82","alle","personer","89","utflytting"
"befolkning_flytting_vreg","2014","83","alle","personer","329","utflytting"
"befolkning_flytting_vreg","2014","01","1","personer","58","utflytting"
"befolkning_flytting_vreg","2014","01","2","personer","120","utflytting"
"befolkning_flytting_vreg","2014","02","1","personer","237","utflytting"
"befolkning_flytting_vreg","2014","02","2","personer","321","utflytting"
"befolkning_flytting_vreg","2014","03","1","personer","179","utflytting"
"befolkning_flytting_vreg","2014","03","2","personer","221","utflytting"
"befolkning_flytting_vreg","2014","04","1","personer","333","utflytting"
"befolkning_flytting_vreg","2014","04","2","personer","448","utflytting"
"befolkning_flytting_vreg","2014","05","1","personer","1087","utflytting"
"befolkning_flytting_vreg","2014","05","2","personer","944","utflytting"
"befolkning_flytting_vreg","2014","06","1","personer","598","utflytting"
"befolkning_flytting_vreg","2014","06","2","personer","564","utflytting"
"befolkning_flytting_vreg","2014","07","1","personer","1022","utflytting"
"befolkning_flytting_vreg","2014","07","2","personer","961","utflytting"
"befolkning_flytting_vreg","2014","08","1","personer","470","utflytting"
"befolkning_flytting_vreg","2014","08","2","personer","359","utflytting"
"befolkning_flytting_vreg","2014","09","1","personer","3165","utflytting"
"befolkning_flytting_vreg","2014","09","2","personer","3509","utflytting"
"befolkning_flytting_vreg","2014","10","1","personer","38","utflytting"
"befolkning_flytting_vreg","2014","10","2","personer","52","utflytting"
"befolkning_flytting_vreg","2014","11","1","personer","104","utflytting"
"befolkning_flytting_vreg","2014","11","2","personer","280","utflytting"
"befolkning_flytting_vreg","2014","12","1","personer","170","utflytting"
"befolkning_flytting_vreg","2014","12","2","personer","272","utflytting"
"befolkning_flytting_vreg","2014","13","1","personer","79","utflytting"
"befolkning_flytting_vreg","2014","13","2","personer","247","utflytting"
"befolkning_flytting_vreg","2014","14","1","personer","112","utflytting"
"befolkning_flytting_vreg","2014","14","2","personer","301","utflytting"
"befolkning_flytting_vreg","2014","15","1","personer","72","utflytting"
"befolkning_flytting_vreg","2014","15","2","personer","113","utflytting"
"befolkning_flytting_vreg","2014","16","1","personer","130","utflytting"
"befolkning_flytting_vreg","2014","16","2","personer","109","utflytting"
"befolkning_flytting_vreg","2014","17","1","personer","40","utflytting"
"befolkning_flytting_vreg","2014","17","2","personer","70","utflytting"
"befolkning_flytting_vreg","2014","18","1","personer","47","utflytting"
"befolkning_flytting_vreg","2014","18","2","personer","100","utflytting"
"befolkning_flytting_vreg","2014","19","1","personer","49","utflytting"
"befolkning_flytting_vreg","2014","19","2","personer","154","utflytting"
"befolkning_flytting_vreg","2014","20","1","personer","630","utflytting"
"befolkning_flytting_vreg","2014","20","2","personer","605","utflytting"
"befolkning_flytting_vreg","2014","21","1","personer","94","utflytting"
"befolkning_flytting_vreg","2014","21","2","personer","189","utflytting"
"befolkning_flytting_vreg","2014","22","1","personer","136","utflytting"
"befolkning_flytting_vreg","2014","22","2","personer","161","utflytting"
"befolkning_flytting_vreg","2014","23","1","personer","58","utflytting"
"befolkning_flytting_vreg","2014","23","2","personer","54","utflytting"
"befolkning_flytting_vreg","2014","24","1","personer","160","utflytting"
"befolkning_flytting_vreg","2014","24","2","personer","149","utflytting"
"befolkning_flytting_vreg","2014","25","1","personer","329","utflytting"
"befolkning_flytting_vreg","2014","25","2","personer","403","utflytting"
"befolkning_flytting_vreg","2014","26","1","personer","188","utflytting"
"befolkning_flytting_vreg","2014","26","2","personer","288","utflytting"
"befolkning_flytting_vreg","2014","27","1","personer","154","utflytting"
"befolkning_flytting_vreg","2014","27","2","personer","460","utflytting"
"befolkning_flytting_vreg","2014","28","1","personer","44","utflytting"
"befolkning_flytting_vreg","2014","28","2","personer","120","utflytting"
"befolkning_flytting_vreg","2014","29","1","personer","57","utflytting"
"befolkning_flytting_vreg","2014","29","2","personer","98","utflytting"
"befolkning_flytting_vreg","2014","30","1","personer","43","utflytting"
"befolkning_flytting_vreg","2014","30","2","personer","30","utflytting"
"befolkning_flytting_vreg","2014","31","1","personer","27","utflytting"
"befolkning_flytting_vreg","2014","31","2","personer","30","utflytting"
"befolkning_flytting_vreg","2014","32","1","personer","138","utflytting"
"befolkning_flytting_vreg","2014","32","2","personer","236","utflytting"
"befolkning_flytting_vreg","2014","33","1","personer","60","utflytting"
"befolkning_flytting_vreg","2014","33","2","personer","204","utflytting"
"befolkning_flytting_vreg","2014","34","1","personer","55","utflytting"
"befolkning_flytting_vreg","2014","34","2","personer","133","utflytting"
"befolkning_flytting_vreg","2014","35","1","personer","280","utflytting"
"befolkning_flytting_vreg","2014","35","2","personer","459","utflytting"
"befolkning_flytting_vreg","2014","36","1","personer","87","utflytting"
"befolkning_flytting_vreg","2014","36","2","personer","81","utflytting"
"befolkning_flytting_vreg","2014","37","1","personer","228","utflytting"
"befolkning_flytting_vreg","2014","37","2","personer","246","utflytting"
"befolkning_flytting_vreg","2014","38","1","personer","62","utflytting"
"befolkning_flytting_vreg","2014","38","2","personer","100","utflytting"
"befolkning_flytting_vreg","2014","39","1","personer","568","utflytting"
"befolkning_flytting_vreg","2014","39","2","personer","679","utflytting"
"befolkning_flytting_vreg","2014","40","1","personer","870","utflytting"
"befolkning_flytting_vreg","2014","40","2","personer","774","utflytting"
"befolkning_flytting_vreg","2014","41","1","personer","102","utflytting"
"befolkning_flytting_vreg","2014","41","2","personer","41","utflytting"
"befolkning_flytting_vreg","2014","42","1","personer","57","utflytting"
"befolkning_flytting_vreg","2014","42","2","personer","125","utflytting"
"befolkning_flytting_vreg","2014","43","1","personer","28","utflytting"
"befolkning_flytting_vreg","2014","43","2","personer","49","utflytting"
"befolkning_flytting_vreg","2014","44","1","personer","103","utflytting"
"befolkning_flytting_vreg","2014","44","2","personer","45","utflytting"
"befolkning_flytting_vreg","2014","45","1","personer","30","utflytting"
"befolkning_flytting_vreg","2014","45","2","personer","19","utflytting"
"befolkning_flytting_vreg","2014","46","1","personer","135","utflytting"
"befolkning_flytting_vreg","2014","46","2","personer","185","utflytting"
"befolkning_flytting_vreg","2014","47","1","personer","219","utflytting"
"befolkning_flytting_vreg","2014","47","2","personer","177","utflytting"
"befolkning_flytting_vreg","2014","48","1","personer","29","utflytting"
"befolkning_flytting_vreg","2014","48","2","personer","21","utflytting"
"befolkning_flytting_vreg","2014","49","1","personer","78","utflytting"
"befolkning_flytting_vreg","2014","49","2","personer","101","utflytting"
"befolkning_flytting_vreg","2014","50","1","personer","104","utflytting"
"befolkning_flytting_vreg","2014","50","2","personer","172","utflytting"
"befolkning_flytting_vreg","2014","51","1","personer","69","utflytting"
"befolkning_flytting_vreg","2014","51","2","personer","174","utflytting"
"befolkning_flytting_vreg","2014","52","1","personer","139","utflytting"
"befolkning_flytting_vreg","2014","52","2","personer","278","utflytting"
"befolkning_flytting_vreg","2014","53","1","personer","144","utflytting"
"befolkning_flytting_vreg","2014","53","2","personer","218","utflytting"
"befolkning_flytting_vreg","2014","54","1","personer","74","utflytting"
"befolkning_flytting_vreg","2014","54","2","personer","21","utflytting"
"befolkning_flytting_vreg","2014","55","1","personer","110","utflytting"
"befolkning_flytting_vreg","2014","55","2","personer","230","utflytting"
"befolkning_flytting_vreg","2014","56","1","personer","209","utflytting"
"befolkning_flytting_vreg","2014","56","2","personer","170","utflytting"
"befolkning_flytting_vreg","2014","57","1","personer","50","utflytting"
"befolkning_flytting_vreg","2014","57","2","personer","34","utflytting"
"befolkning_flytting_vreg","2014","58","1","personer","29","utflytting"
"befolkning_flytting_vreg","2014","58","2","personer","58","utflytting"
"befolkning_flytting_vreg","2014","59","1","personer","14","utflytting"
"befolkning_flytting_vreg","2014","59","2","personer","24","utflytting"
"befolkning_flytting_vreg","2014","60","1","personer","48","utflytting"
"befolkning_flytting_vreg","2014","60","2","personer","83","utflytting"
"befolkning_flytting_vreg","2014","61","1","personer","522","utflytting"
"befolkning_flytting_vreg","2014","61","2","personer","567","utflytting"
"befolkning_flytting_vreg","2014","62","1","personer","24","utflytting"
"befolkning_flytting_vreg","2014","62","2","personer","29","utflytting"
"befolkning_flytting_vreg","2014","63","1","personer","50","utflytting"
"befolkning_flytting_vreg","2014","63","2","personer","86","utflytting"
"befolkning_flytting_vreg","2014","64","1","personer","105","utflytting"
"befolkning_flytting_vreg","2014","64","2","personer","235","utflytting"
"befolkning_flytting_vreg","2014","65","1","personer","7","utflytting"
"befolkning_flytting_vreg","2014","65","2","personer","78","utflytting"
"befolkning_flytting_vreg","2014","66","1","personer","14","utflytting"
"befolkning_flytting_vreg","2014","66","2","personer","26","utflytting"
"befolkning_flytting_vreg","2014","67","1","personer","42","utflytting"
"befolkning_flytting_vreg","2014","67","2","personer","163","utflytting"
"befolkning_flytting_vreg","2014","68","1","personer","29","utflytting"
"befolkning_flytting_vreg","2014","68","2","personer","34","utflytting"
"befolkning_flytting_vreg","2014","69","1","personer","60","utflytting"
"befolkning_flytting_vreg","2014","69","2","personer","71","utflytting"
"befolkning_flytting_vreg","2014","70","1","personer","10","utflytting"
"befolkning_flytting_vreg","2014","70","2","personer","4","utflytting"
"befolkning_flytting_vreg","2014","71","1","personer","24","utflytting"
"befolkning_flytting_vreg","2014","71","2","personer","114","utflytting"
"befolkning_flytting_vreg","2014","72","1","personer","31","utflytting"
"befolkning_flytting_vreg","2014","72","2","personer","182","utflytting"
"befolkning_flytting_vreg","2014","73","1","personer","163","utflytting"
"befolkning_flytting_vreg","2014","73","2","personer","336","utflytting"
"befolkning_flytting_vreg","2014","74","1","personer","67","utflytting"
"befolkning_flytting_vreg","2014","74","2","personer","187","utflytting"
"befolkning_flytting_vreg","2014","75","1","personer","57","utflytting"
"befolkning_flytting_vreg","2014","75","2","personer","123","utflytting"
"befolkning_flytting_vreg","2014","76","1","personer","70","utflytting"
"befolkning_flytting_vreg","2014","76","2","personer","247","utflytting"
"befolkning_flytting_vreg","2014","77","1","personer","65","utflytting"
"befolkning_flytting_vreg","2014","77","2","personer","221","utflytting"
"befolkning_flytting_vreg","2014","78","1","personer","43","utflytting"
"befolkning_flytting_vreg","2014","78","2","personer","243","utflytting"
"befolkning_flytting_vreg","2014","79","1","personer","223","utflytting"
"befolkning_flytting_vreg","2014","79","2","personer","261","utflytting"
"befolkning_flytting_vreg","2014","80","1","personer","26","utflytting"
"befolkning_flytting_vreg","2014","80","2","personer","89","utflytting"
"befolkning_flytting_vreg","2014","81","1","personer","128","utflytting"
"befolkning_flytting_vreg","2014","81","2","personer","223","utflytting"
"befolkning_flytting_vreg","2014","82","1","personer","53","utflytting"
"befolkning_flytting_vreg","2014","82","2","personer","36","utflytting"
"befolkning_flytting_vreg","2014","83","1","personer","112","utflytting"
"befolkning_flytting_vreg","2014","83","2","personer","217","utflytting"
"befolkning_flytting_vreg","2014","01","alle","personer","66","nettoinnvandring"
"befolkning_flytting_vreg","2014","02","alle","personer","295","nettoinnvandring"
"befolkning_flytting_vreg","2014","03","alle","personer","329","nettoinnvandring"
"befolkning_flytting_vreg","2014","04","alle","personer","219","nettoinnvandring"
"befolkning_flytting_vreg","2014","05","alle","personer","1293","nettoinnvandring"
"befolkning_flytting_vreg","2014","06","alle","personer","751","nettoinnvandring"
"befolkning_flytting_vreg","2014","07","alle","personer","922","nettoinnvandring"
"befolkning_flytting_vreg","2014","08","alle","personer","576","nettoinnvandring"
"befolkning_flytting_vreg","2014","09","alle","personer","7202","nettoinnvandring"
"befolkning_flytting_vreg","2014","10","alle","personer","63","nettoinnvandring"
"befolkning_flytting_vreg","2014","11","alle","personer","379","nettoinnvandring"
"befolkning_flytting_vreg","2014","12","alle","personer","540","nettoinnvandring"
"befolkning_flytting_vreg","2014","13","alle","personer","314","nettoinnvandring"
"befolkning_flytting_vreg","2014","14","alle","personer","582","nettoinnvandring"
"befolkning_flytting_vreg","2014","15","alle","personer","192","nettoinnvandring"
"befolkning_flytting_vreg","2014","16","alle","personer","187","nettoinnvandring"
"befolkning_flytting_vreg","2014","17","alle","personer","98","nettoinnvandring"
"befolkning_flytting_vreg","2014","18","alle","personer","181","nettoinnvandring"
"befolkning_flytting_vreg","2014","19","alle","personer","220","nettoinnvandring"
"befolkning_flytting_vreg","2014","20","alle","personer","1118","nettoinnvandring"
"befolkning_flytting_vreg","2014","21","alle","personer","206","nettoinnvandring"
"befolkning_flytting_vreg","2014","22","alle","personer","214","nettoinnvandring"
"befolkning_flytting_vreg","2014","23","alle","personer","64","nettoinnvandring"
"befolkning_flytting_vreg","2014","24","alle","personer","201","nettoinnvandring"
"befolkning_flytting_vreg","2014","25","alle","personer","670","nettoinnvandring"
"befolkning_flytting_vreg","2014","26","alle","personer","501","nettoinnvandring"
"befolkning_flytting_vreg","2014","27","alle","personer","435","nettoinnvandring"
"befolkning_flytting_vreg","2014","28","alle","personer","138","nettoinnvandring"
"befolkning_flytting_vreg","2014","29","alle","personer","99","nettoinnvandring"
"befolkning_flytting_vreg","2014","30","alle","personer","58","nettoinnvandring"
"befolkning_flytting_vreg","2014","31","alle","personer","45","nettoinnvandring"
"befolkning_flytting_vreg","2014","32","alle","personer","457","nettoinnvandring"
"befolkning_flytting_vreg","2014","33","alle","personer","430","nettoinnvandring"
"befolkning_flytting_vreg","2014","34","alle","personer","163","nettoinnvandring"
"befolkning_flytting_vreg","2014","35","alle","personer","982","nettoinnvandring"
"befolkning_flytting_vreg","2014","36","alle","personer","164","nettoinnvandring"
"befolkning_flytting_vreg","2014","37","alle","personer","576","nettoinnvandring"
"befolkning_flytting_vreg","2014","38","alle","personer","198","nettoinnvandring"
"befolkning_flytting_vreg","2014","39","alle","personer","2725","nettoinnvandring"
"befolkning_flytting_vreg","2014","40","alle","personer","2009","nettoinnvandring"
"befolkning_flytting_vreg","2014","41","alle","personer","143","nettoinnvandring"
