"aar","bydel_nr","kjonn","enhet","tabellvariabel","tabell_navn","avslutning_arsak_3","fylke_nr","naringsregion_nr","kommune_nr"
2014,"NULL","alle","personer","18","intro_avslutning_direkte_3","annet","NULL","50","NULL"
2014,"NULL","alle","prosent","69.23076923","intro_avslutning_direkte_3","annet","NULL","50","NULL"
2014,"NULL","0","personer","9","intro_avslutning_direkte_3","alle","NULL","51","NULL"
2014,"NULL","1","personer","13","intro_avslutning_direkte_3","alle","NULL","51","NULL"
2014,"NULL","alle","personer","22","intro_avslutning_direkte_3","alle","NULL","51","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","51","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","51","NULL"
2014,"NULL","1","personer","5","intro_avslutning_direkte_3","arbutd","NULL","51","NULL"
2014,"NULL","1","prosent","38.46153846","intro_avslutning_direkte_3","arbutd","NULL","51","NULL"
2014,"NULL","alle","personer","7","intro_avslutning_direkte_3","arbutd","NULL","51","NULL"
2014,"NULL","alle","prosent","31.81818182","intro_avslutning_direkte_3","arbutd","NULL","51","NULL"
2014,"NULL","0","personer","7","intro_avslutning_direkte_3","annet","NULL","51","NULL"
2014,"NULL","0","prosent","77.77777778","intro_avslutning_direkte_3","annet","NULL","51","NULL"
2014,"NULL","1","personer","8","intro_avslutning_direkte_3","annet","NULL","51","NULL"
2014,"NULL","1","prosent","61.53846154","intro_avslutning_direkte_3","annet","NULL","51","NULL"
2014,"NULL","alle","personer","15","intro_avslutning_direkte_3","annet","NULL","51","NULL"
2014,"NULL","alle","prosent","68.18181818","intro_avslutning_direkte_3","annet","NULL","51","NULL"
2014,"NULL","0","personer","30","intro_avslutning_direkte_3","alle","NULL","52","NULL"
2014,"NULL","1","personer","32","intro_avslutning_direkte_3","alle","NULL","52","NULL"
2014,"NULL","alle","personer","62","intro_avslutning_direkte_3","alle","NULL","52","NULL"
2014,"NULL","0","personer","9","intro_avslutning_direkte_3","arbutd","NULL","52","NULL"
2014,"NULL","0","prosent","30","intro_avslutning_direkte_3","arbutd","NULL","52","NULL"
2014,"NULL","1","personer","20","intro_avslutning_direkte_3","arbutd","NULL","52","NULL"
2014,"NULL","1","prosent","62.5","intro_avslutning_direkte_3","arbutd","NULL","52","NULL"
2014,"NULL","alle","personer","29","intro_avslutning_direkte_3","arbutd","NULL","52","NULL"
2014,"NULL","alle","prosent","46.77419355","intro_avslutning_direkte_3","arbutd","NULL","52","NULL"
2014,"NULL","0","personer","21","intro_avslutning_direkte_3","annet","NULL","52","NULL"
2014,"NULL","0","prosent","70","intro_avslutning_direkte_3","annet","NULL","52","NULL"
2014,"NULL","1","personer","12","intro_avslutning_direkte_3","annet","NULL","52","NULL"
2014,"NULL","1","prosent","37.5","intro_avslutning_direkte_3","annet","NULL","52","NULL"
2014,"NULL","alle","personer","33","intro_avslutning_direkte_3","annet","NULL","52","NULL"
2014,"NULL","alle","prosent","53.22580645","intro_avslutning_direkte_3","annet","NULL","52","NULL"
2014,"NULL","0","personer","13","intro_avslutning_direkte_3","alle","NULL","53","NULL"
2014,"NULL","1","personer","21","intro_avslutning_direkte_3","alle","NULL","53","NULL"
2014,"NULL","alle","personer","34","intro_avslutning_direkte_3","alle","NULL","53","NULL"
2014,"NULL","0","personer","5","intro_avslutning_direkte_3","arbutd","NULL","53","NULL"
2014,"NULL","0","prosent","38.46153846","intro_avslutning_direkte_3","arbutd","NULL","53","NULL"
2014,"NULL","1","personer","17","intro_avslutning_direkte_3","arbutd","NULL","53","NULL"
2014,"NULL","1","prosent","80.95238095","intro_avslutning_direkte_3","arbutd","NULL","53","NULL"
2014,"NULL","alle","personer","22","intro_avslutning_direkte_3","arbutd","NULL","53","NULL"
2014,"NULL","alle","prosent","64.70588235","intro_avslutning_direkte_3","arbutd","NULL","53","NULL"
2014,"NULL","0","personer","8","intro_avslutning_direkte_3","annet","NULL","53","NULL"
2014,"NULL","0","prosent","61.53846154","intro_avslutning_direkte_3","annet","NULL","53","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","53","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","53","NULL"
2014,"NULL","alle","personer","12","intro_avslutning_direkte_3","annet","NULL","53","NULL"
2014,"NULL","alle","prosent","35.29411765","intro_avslutning_direkte_3","annet","NULL","53","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","alle","NULL","54","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","alle","NULL","54","NULL"
2014,"NULL","alle","personer","8","intro_avslutning_direkte_3","alle","NULL","54","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","54","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","54","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","54","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","54","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","54","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","54","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","annet","NULL","54","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","54","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","54","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","54","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","54","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","annet","NULL","54","NULL"
2014,"NULL","0","personer","15","intro_avslutning_direkte_3","alle","NULL","55","NULL"
2014,"NULL","1","personer","26","intro_avslutning_direkte_3","alle","NULL","55","NULL"
2014,"NULL","alle","personer","41","intro_avslutning_direkte_3","alle","NULL","55","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","55","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","55","NULL"
2014,"NULL","1","personer","16","intro_avslutning_direkte_3","arbutd","NULL","55","NULL"
2014,"NULL","1","prosent","61.53846154","intro_avslutning_direkte_3","arbutd","NULL","55","NULL"
2014,"NULL","alle","personer","16","intro_avslutning_direkte_3","arbutd","NULL","55","NULL"
2014,"NULL","alle","prosent","39.02439024","intro_avslutning_direkte_3","arbutd","NULL","55","NULL"
2014,"NULL","0","personer","15","intro_avslutning_direkte_3","annet","NULL","55","NULL"
2014,"NULL","0","prosent","100","intro_avslutning_direkte_3","annet","NULL","55","NULL"
2014,"NULL","1","personer","10","intro_avslutning_direkte_3","annet","NULL","55","NULL"
2014,"NULL","1","prosent","38.46153846","intro_avslutning_direkte_3","annet","NULL","55","NULL"
2014,"NULL","alle","personer","25","intro_avslutning_direkte_3","annet","NULL","55","NULL"
2014,"NULL","alle","prosent","60.97560976","intro_avslutning_direkte_3","annet","NULL","55","NULL"
2014,"NULL","0","personer","21","intro_avslutning_direkte_3","alle","NULL","56","NULL"
2014,"NULL","1","personer","12","intro_avslutning_direkte_3","alle","NULL","56","NULL"
2014,"NULL","alle","personer","33","intro_avslutning_direkte_3","alle","NULL","56","NULL"
2014,"NULL","0","personer","12","intro_avslutning_direkte_3","arbutd","NULL","56","NULL"
2014,"NULL","0","prosent","57.14285714","intro_avslutning_direkte_3","arbutd","NULL","56","NULL"
2014,"NULL","1","personer","10","intro_avslutning_direkte_3","arbutd","NULL","56","NULL"
2014,"NULL","1","prosent","83.33333333","intro_avslutning_direkte_3","arbutd","NULL","56","NULL"
2014,"NULL","alle","personer","22","intro_avslutning_direkte_3","arbutd","NULL","56","NULL"
2014,"NULL","alle","prosent","66.66666667","intro_avslutning_direkte_3","arbutd","NULL","56","NULL"
2014,"NULL","0","personer","9","intro_avslutning_direkte_3","annet","NULL","56","NULL"
2014,"NULL","0","prosent","42.85714286","intro_avslutning_direkte_3","annet","NULL","56","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","56","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","56","NULL"
2014,"NULL","alle","personer","11","intro_avslutning_direkte_3","annet","NULL","56","NULL"
2014,"NULL","alle","prosent","33.33333333","intro_avslutning_direkte_3","annet","NULL","56","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","alle","NULL","57","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","alle","NULL","57","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","alle","NULL","57","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","57","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","57","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","57","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","57","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","57","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","57","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","annet","NULL","57","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","57","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","57","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","57","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","57","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","annet","NULL","57","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","alle","NULL","58","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","alle","NULL","58","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","alle","NULL","58","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","58","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","58","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","58","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","58","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","58","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","58","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","annet","NULL","58","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","58","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","58","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","58","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","58","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","annet","NULL","58","NULL"
2014,"NULL","0","personer","7","intro_avslutning_direkte_3","alle","NULL","59","NULL"
2014,"NULL","1","personer","5","intro_avslutning_direkte_3","alle","NULL","59","NULL"
2014,"NULL","alle","personer","12","intro_avslutning_direkte_3","alle","NULL","59","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","59","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","59","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","59","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","59","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","59","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","59","NULL"
2014,"NULL","0","personer","6","intro_avslutning_direkte_3","annet","NULL","59","NULL"
2014,"NULL","0","prosent","85.71428571","intro_avslutning_direkte_3","annet","NULL","59","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","59","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","59","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","59","NULL"
2014,"NULL","alle","prosent","83.33333333","intro_avslutning_direkte_3","annet","NULL","59","NULL"
2014,"NULL","0","personer","6","intro_avslutning_direkte_3","alle","NULL","60","NULL"
2014,"NULL","1","personer","8","intro_avslutning_direkte_3","alle","NULL","60","NULL"
2014,"NULL","alle","personer","14","intro_avslutning_direkte_3","alle","NULL","60","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","60","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","60","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","60","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","60","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","60","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","60","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","annet","NULL","60","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","60","NULL"
2014,"NULL","1","personer","6","intro_avslutning_direkte_3","annet","NULL","60","NULL"
2014,"NULL","1","prosent","75","intro_avslutning_direkte_3","annet","NULL","60","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","60","NULL"
2014,"NULL","alle","prosent","71.42857143","intro_avslutning_direkte_3","annet","NULL","60","NULL"
2014,"NULL","0","personer","92","intro_avslutning_direkte_3","alle","NULL","61","NULL"
2014,"NULL","1","personer","97","intro_avslutning_direkte_3","alle","NULL","61","NULL"
2014,"NULL","alle","personer","189","intro_avslutning_direkte_3","alle","NULL","61","NULL"
2014,"NULL","0","personer","37","intro_avslutning_direkte_3","arbutd","NULL","61","NULL"
2014,"NULL","0","prosent","40.2173913","intro_avslutning_direkte_3","arbutd","NULL","61","NULL"
2014,"NULL","1","personer","54","intro_avslutning_direkte_3","arbutd","NULL","61","NULL"
2014,"NULL","1","prosent","55.67010309","intro_avslutning_direkte_3","arbutd","NULL","61","NULL"
2014,"NULL","alle","personer","91","intro_avslutning_direkte_3","arbutd","NULL","61","NULL"
2014,"NULL","alle","prosent","48.14814815","intro_avslutning_direkte_3","arbutd","NULL","61","NULL"
2014,"NULL","0","personer","55","intro_avslutning_direkte_3","annet","NULL","61","NULL"
2014,"NULL","0","prosent","59.7826087","intro_avslutning_direkte_3","annet","NULL","61","NULL"
2014,"NULL","1","personer","43","intro_avslutning_direkte_3","annet","NULL","61","NULL"
2014,"NULL","1","prosent","44.32989691","intro_avslutning_direkte_3","annet","NULL","61","NULL"
2014,"NULL","alle","personer","98","intro_avslutning_direkte_3","annet","NULL","61","NULL"
2014,"NULL","alle","prosent","51.85185185","intro_avslutning_direkte_3","annet","NULL","61","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","alle","NULL","62","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","alle","NULL","62","NULL"
2014,"NULL","alle","personer","7","intro_avslutning_direkte_3","alle","NULL","62","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","62","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","62","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","62","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","62","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","62","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","62","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","annet","NULL","62","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","62","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","62","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","62","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","62","NULL"
2014,"NULL","alle","prosent","71.42857143","intro_avslutning_direkte_3","annet","NULL","62","NULL"
2014,"NULL","0","personer","11","intro_avslutning_direkte_3","alle","NULL","63","NULL"
2014,"NULL","1","personer","8","intro_avslutning_direkte_3","alle","NULL","63","NULL"
2014,"NULL","alle","personer","19","intro_avslutning_direkte_3","alle","NULL","63","NULL"
2014,"NULL","0","personer","6","intro_avslutning_direkte_3","arbutd","NULL","63","NULL"
2014,"NULL","0","prosent","54.54545455","intro_avslutning_direkte_3","arbutd","NULL","63","NULL"
2014,"NULL","1","personer","7","intro_avslutning_direkte_3","arbutd","NULL","63","NULL"
2014,"NULL","1","prosent","87.5","intro_avslutning_direkte_3","arbutd","NULL","63","NULL"
2014,"NULL","alle","personer","13","intro_avslutning_direkte_3","arbutd","NULL","63","NULL"
2014,"NULL","alle","prosent","68.42105263","intro_avslutning_direkte_3","arbutd","NULL","63","NULL"
2014,"NULL","0","personer","5","intro_avslutning_direkte_3","annet","NULL","63","NULL"
2014,"NULL","0","prosent","45.45454545","intro_avslutning_direkte_3","annet","NULL","63","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","63","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","63","NULL"
2014,"NULL","alle","personer","6","intro_avslutning_direkte_3","annet","NULL","63","NULL"
2014,"NULL","alle","prosent","31.57894737","intro_avslutning_direkte_3","annet","NULL","63","NULL"
2014,"NULL","0","personer","21","intro_avslutning_direkte_3","alle","NULL","64","NULL"
2014,"NULL","1","personer","33","intro_avslutning_direkte_3","alle","NULL","64","NULL"
2014,"NULL","alle","personer","54","intro_avslutning_direkte_3","alle","NULL","64","NULL"
2014,"NULL","0","personer","10","intro_avslutning_direkte_3","arbutd","NULL","64","NULL"
2014,"NULL","0","prosent","47.61904762","intro_avslutning_direkte_3","arbutd","NULL","64","NULL"
2014,"NULL","1","personer","17","intro_avslutning_direkte_3","arbutd","NULL","64","NULL"
2014,"NULL","1","prosent","51.51515152","intro_avslutning_direkte_3","arbutd","NULL","64","NULL"
2014,"NULL","alle","personer","27","intro_avslutning_direkte_3","arbutd","NULL","64","NULL"
2014,"NULL","alle","prosent","50","intro_avslutning_direkte_3","arbutd","NULL","64","NULL"
2014,"NULL","0","personer","11","intro_avslutning_direkte_3","annet","NULL","64","NULL"
2014,"NULL","0","prosent","52.38095238","intro_avslutning_direkte_3","annet","NULL","64","NULL"
2014,"NULL","1","personer","16","intro_avslutning_direkte_3","annet","NULL","64","NULL"
2014,"NULL","1","prosent","48.48484848","intro_avslutning_direkte_3","annet","NULL","64","NULL"
2014,"NULL","alle","personer","27","intro_avslutning_direkte_3","annet","NULL","64","NULL"
2014,"NULL","alle","prosent","50","intro_avslutning_direkte_3","annet","NULL","64","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","alle","NULL","65","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","alle","NULL","65","NULL"
2014,"NULL","alle","personer","6","intro_avslutning_direkte_3","alle","NULL","65","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","65","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","65","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","65","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","65","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","65","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","65","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","annet","NULL","65","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","65","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","65","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","65","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","65","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","annet","NULL","65","NULL"
2014,"NULL","0","personer","5","intro_avslutning_direkte_3","alle","NULL","66","NULL"
2014,"NULL","1","personer","13","intro_avslutning_direkte_3","alle","NULL","66","NULL"
2014,"NULL","alle","personer","18","intro_avslutning_direkte_3","alle","NULL","66","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","66","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","66","NULL"
2014,"NULL","1","personer","9","intro_avslutning_direkte_3","arbutd","NULL","66","NULL"
2014,"NULL","1","prosent","69.23076923","intro_avslutning_direkte_3","arbutd","NULL","66","NULL"
2014,"NULL","alle","personer","11","intro_avslutning_direkte_3","arbutd","NULL","66","NULL"
2014,"NULL","alle","prosent","61.11111111","intro_avslutning_direkte_3","arbutd","NULL","66","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","annet","NULL","66","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","66","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","66","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","66","NULL"
2014,"NULL","alle","personer","7","intro_avslutning_direkte_3","annet","NULL","66","NULL"
2014,"NULL","alle","prosent","38.88888889","intro_avslutning_direkte_3","annet","NULL","66","NULL"
2014,"NULL","0","personer","6","intro_avslutning_direkte_3","alle","NULL","67","NULL"
2014,"NULL","1","personer","12","intro_avslutning_direkte_3","alle","NULL","67","NULL"
2014,"NULL","alle","personer","18","intro_avslutning_direkte_3","alle","NULL","67","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","67","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","67","NULL"
2014,"NULL","1","personer","9","intro_avslutning_direkte_3","arbutd","NULL","67","NULL"
2014,"NULL","1","prosent","75","intro_avslutning_direkte_3","arbutd","NULL","67","NULL"
2014,"NULL","alle","personer","12","intro_avslutning_direkte_3","arbutd","NULL","67","NULL"
2014,"NULL","alle","prosent","66.66666667","intro_avslutning_direkte_3","arbutd","NULL","67","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","annet","NULL","67","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","67","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","67","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","67","NULL"
2014,"NULL","alle","personer","6","intro_avslutning_direkte_3","annet","NULL","67","NULL"
2014,"NULL","alle","prosent","33.33333333","intro_avslutning_direkte_3","annet","NULL","67","NULL"
2014,"NULL","0","personer","8","intro_avslutning_direkte_3","alle","NULL","68","NULL"
2014,"NULL","1","personer","6","intro_avslutning_direkte_3","alle","NULL","68","NULL"
2014,"NULL","alle","personer","14","intro_avslutning_direkte_3","alle","NULL","68","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","68","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","68","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","68","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","68","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","68","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","68","NULL"
2014,"NULL","0","personer","8","intro_avslutning_direkte_3","annet","NULL","68","NULL"
2014,"NULL","0","prosent","100","intro_avslutning_direkte_3","annet","NULL","68","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","68","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","68","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","68","NULL"
2014,"NULL","alle","prosent","85.71428571","intro_avslutning_direkte_3","annet","NULL","68","NULL"
2014,"NULL","0","personer","11","intro_avslutning_direkte_3","alle","NULL","69","NULL"
2014,"NULL","1","personer","20","intro_avslutning_direkte_3","alle","NULL","69","NULL"
2014,"NULL","alle","personer","31","intro_avslutning_direkte_3","alle","NULL","69","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","69","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","69","NULL"
2014,"NULL","1","personer","7","intro_avslutning_direkte_3","arbutd","NULL","69","NULL"
2014,"NULL","1","prosent","35","intro_avslutning_direkte_3","arbutd","NULL","69","NULL"
2014,"NULL","alle","personer","8","intro_avslutning_direkte_3","arbutd","NULL","69","NULL"
2014,"NULL","alle","prosent","25.80645161","intro_avslutning_direkte_3","arbutd","NULL","69","NULL"
2014,"NULL","0","personer","10","intro_avslutning_direkte_3","annet","NULL","69","NULL"
2014,"NULL","0","prosent","90.90909091","intro_avslutning_direkte_3","annet","NULL","69","NULL"
2014,"NULL","1","personer","13","intro_avslutning_direkte_3","annet","NULL","69","NULL"
2014,"NULL","1","prosent","65","intro_avslutning_direkte_3","annet","NULL","69","NULL"
2014,"NULL","alle","personer","23","intro_avslutning_direkte_3","annet","NULL","69","NULL"
2014,"NULL","alle","prosent","74.19354839","intro_avslutning_direkte_3","annet","NULL","69","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","alle","NULL","70","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","alle","NULL","70","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","alle","NULL","70","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","70","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","70","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","70","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","70","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","70","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","70","NULL"
2014,"NULL","0","personer",":","intro_avslutning_direkte_3","annet","NULL","70","NULL"
2014,"NULL","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","70","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","annet","NULL","70","NULL"
2014,"NULL","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","70","NULL"
2014,"NULL","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","70","NULL"
2014,"NULL","alle","prosent",".","intro_avslutning_direkte_3","annet","NULL","70","NULL"
2014,"NULL","0","personer","7","intro_avslutning_direkte_3","alle","NULL","71","NULL"
2014,"NULL","1","personer","5","intro_avslutning_direkte_3","alle","NULL","71","NULL"
2014,"NULL","alle","personer","12","intro_avslutning_direkte_3","alle","NULL","71","NULL"
2014,"NULL","0","personer","5","intro_avslutning_direkte_3","arbutd","NULL","71","NULL"
2014,"NULL","0","prosent","71.42857143","intro_avslutning_direkte_3","arbutd","NULL","71","NULL"
2014,"NULL","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","71","NULL"
