"bydel_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"030115","minoritet","5","prosent","112,0437956","2013","barnehagedeltakelse"
"030116","minoritet","5","prosent",".","2013","barnehagedeltakelse"
"030117","minoritet","5","prosent",".","2013","barnehagedeltakelse"
"030199","minoritet","5","prosent",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","1_5","personer","1859","2013","barnehagedeltakelse"
"030102","ikke_minoritet","1_5","personer","1959","2013","barnehagedeltakelse"
"030103","ikke_minoritet","1_5","personer","1718","2013","barnehagedeltakelse"
"030104","ikke_minoritet","1_5","personer","1643","2013","barnehagedeltakelse"
"030105","ikke_minoritet","1_5","personer","1956","2013","barnehagedeltakelse"
"030106","ikke_minoritet","1_5","personer","1965","2013","barnehagedeltakelse"
"030107","ikke_minoritet","1_5","personer","2690","2013","barnehagedeltakelse"
"030108","ikke_minoritet","1_5","personer","3342","2013","barnehagedeltakelse"
"030109","ikke_minoritet","1_5","personer","1235","2013","barnehagedeltakelse"
"030110","ikke_minoritet","1_5","personer","593","2013","barnehagedeltakelse"
"030111","ikke_minoritet","1_5","personer","407","2013","barnehagedeltakelse"
"030112","ikke_minoritet","1_5","personer","1031","2013","barnehagedeltakelse"
"030113","ikke_minoritet","1_5","personer","2235","2013","barnehagedeltakelse"
"030114","ikke_minoritet","1_5","personer","2715","2013","barnehagedeltakelse"
"030115","ikke_minoritet","1_5","personer","1009","2013","barnehagedeltakelse"
"030116","ikke_minoritet","1_5","personer",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","1_5","personer",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","1_5","personer",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","1","personer","427","2013","barnehagedeltakelse"
"030102","ikke_minoritet","1","personer","406","2013","barnehagedeltakelse"
"030103","ikke_minoritet","1","personer","445","2013","barnehagedeltakelse"
"030104","ikke_minoritet","1","personer","386","2013","barnehagedeltakelse"
"030105","ikke_minoritet","1","personer","408","2013","barnehagedeltakelse"
"030106","ikke_minoritet","1","personer","363","2013","barnehagedeltakelse"
"030107","ikke_minoritet","1","personer","443","2013","barnehagedeltakelse"
"030108","ikke_minoritet","1","personer","631","2013","barnehagedeltakelse"
"030109","ikke_minoritet","1","personer","266","2013","barnehagedeltakelse"
"030110","ikke_minoritet","1","personer","103","2013","barnehagedeltakelse"
"030111","ikke_minoritet","1","personer","52","2013","barnehagedeltakelse"
"030112","ikke_minoritet","1","personer","155","2013","barnehagedeltakelse"
"030113","ikke_minoritet","1","personer","379","2013","barnehagedeltakelse"
"030114","ikke_minoritet","1","personer","442","2013","barnehagedeltakelse"
"030115","ikke_minoritet","1","personer","158","2013","barnehagedeltakelse"
"030116","ikke_minoritet","1","personer",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","1","personer",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","1","personer",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","2","personer","463","2013","barnehagedeltakelse"
"030102","ikke_minoritet","2","personer","518","2013","barnehagedeltakelse"
"030103","ikke_minoritet","2","personer","447","2013","barnehagedeltakelse"
"030104","ikke_minoritet","2","personer","385","2013","barnehagedeltakelse"
"030105","ikke_minoritet","2","personer","406","2013","barnehagedeltakelse"
"030106","ikke_minoritet","2","personer","422","2013","barnehagedeltakelse"
"030107","ikke_minoritet","2","personer","508","2013","barnehagedeltakelse"
"030108","ikke_minoritet","2","personer","704","2013","barnehagedeltakelse"
"030109","ikke_minoritet","2","personer","231","2013","barnehagedeltakelse"
"030110","ikke_minoritet","2","personer","135","2013","barnehagedeltakelse"
"030111","ikke_minoritet","2","personer","73","2013","barnehagedeltakelse"
"030112","ikke_minoritet","2","personer","238","2013","barnehagedeltakelse"
"030113","ikke_minoritet","2","personer","442","2013","barnehagedeltakelse"
"030114","ikke_minoritet","2","personer","516","2013","barnehagedeltakelse"
"030115","ikke_minoritet","2","personer","206","2013","barnehagedeltakelse"
"030116","ikke_minoritet","2","personer",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","2","personer",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","2","personer",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","3","personer","364","2013","barnehagedeltakelse"
"030102","ikke_minoritet","3","personer","369","2013","barnehagedeltakelse"
"030103","ikke_minoritet","3","personer","355","2013","barnehagedeltakelse"
"030104","ikke_minoritet","3","personer","335","2013","barnehagedeltakelse"
"030105","ikke_minoritet","3","personer","413","2013","barnehagedeltakelse"
"030106","ikke_minoritet","3","personer","393","2013","barnehagedeltakelse"
"030107","ikke_minoritet","3","personer","544","2013","barnehagedeltakelse"
"030108","ikke_minoritet","3","personer","706","2013","barnehagedeltakelse"
"030109","ikke_minoritet","3","personer","256","2013","barnehagedeltakelse"
"030110","ikke_minoritet","3","personer","123","2013","barnehagedeltakelse"
"030111","ikke_minoritet","3","personer","89","2013","barnehagedeltakelse"
"030112","ikke_minoritet","3","personer","221","2013","barnehagedeltakelse"
"030113","ikke_minoritet","3","personer","473","2013","barnehagedeltakelse"
"030114","ikke_minoritet","3","personer","585","2013","barnehagedeltakelse"
"030115","ikke_minoritet","3","personer","213","2013","barnehagedeltakelse"
"030116","ikke_minoritet","3","personer",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","3","personer",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","3","personer",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","4","personer","343","2013","barnehagedeltakelse"
"030102","ikke_minoritet","4","personer","360","2013","barnehagedeltakelse"
"030103","ikke_minoritet","4","personer","272","2013","barnehagedeltakelse"
"030104","ikke_minoritet","4","personer","276","2013","barnehagedeltakelse"
"030105","ikke_minoritet","4","personer","387","2013","barnehagedeltakelse"
"030106","ikke_minoritet","4","personer","430","2013","barnehagedeltakelse"
"030107","ikke_minoritet","4","personer","581","2013","barnehagedeltakelse"
"030108","ikke_minoritet","4","personer","646","2013","barnehagedeltakelse"
"030109","ikke_minoritet","4","personer","255","2013","barnehagedeltakelse"
"030110","ikke_minoritet","4","personer","114","2013","barnehagedeltakelse"
"030111","ikke_minoritet","4","personer","99","2013","barnehagedeltakelse"
"030112","ikke_minoritet","4","personer","209","2013","barnehagedeltakelse"
"030113","ikke_minoritet","4","personer","470","2013","barnehagedeltakelse"
"030114","ikke_minoritet","4","personer","582","2013","barnehagedeltakelse"
"030115","ikke_minoritet","4","personer","216","2013","barnehagedeltakelse"
"030116","ikke_minoritet","4","personer",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","4","personer",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","4","personer",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","5","personer","262","2013","barnehagedeltakelse"
"030102","ikke_minoritet","5","personer","306","2013","barnehagedeltakelse"
"030103","ikke_minoritet","5","personer","199","2013","barnehagedeltakelse"
"030104","ikke_minoritet","5","personer","261","2013","barnehagedeltakelse"
"030105","ikke_minoritet","5","personer","342","2013","barnehagedeltakelse"
"030106","ikke_minoritet","5","personer","357","2013","barnehagedeltakelse"
"030107","ikke_minoritet","5","personer","614","2013","barnehagedeltakelse"
"030108","ikke_minoritet","5","personer","655","2013","barnehagedeltakelse"
"030109","ikke_minoritet","5","personer","227","2013","barnehagedeltakelse"
"030110","ikke_minoritet","5","personer","118","2013","barnehagedeltakelse"
"030111","ikke_minoritet","5","personer","94","2013","barnehagedeltakelse"
"030112","ikke_minoritet","5","personer","208","2013","barnehagedeltakelse"
"030113","ikke_minoritet","5","personer","471","2013","barnehagedeltakelse"
"030114","ikke_minoritet","5","personer","590","2013","barnehagedeltakelse"
"030115","ikke_minoritet","5","personer","216","2013","barnehagedeltakelse"
"030116","ikke_minoritet","5","personer",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","5","personer",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","5","personer",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","1_5","prosent","83,92776524","2013","barnehagedeltakelse"
"030102","ikke_minoritet","1_5","prosent","94,04704753","2013","barnehagedeltakelse"
"030103","ikke_minoritet","1_5","prosent","98,05936073","2013","barnehagedeltakelse"
"030104","ikke_minoritet","1_5","prosent","128,1591264","2013","barnehagedeltakelse"
"030105","ikke_minoritet","1_5","prosent","112,3492246","2013","barnehagedeltakelse"
"030106","ikke_minoritet","1_5","prosent","102,5039124","2013","barnehagedeltakelse"
"030107","ikke_minoritet","1_5","prosent","87,28098637","2013","barnehagedeltakelse"
"030108","ikke_minoritet","1_5","prosent","108,9664167","2013","barnehagedeltakelse"
"030109","ikke_minoritet","1_5","prosent","79,11595131","2013","barnehagedeltakelse"
"030110","ikke_minoritet","1_5","prosent","63,15228967","2013","barnehagedeltakelse"
"030111","ikke_minoritet","1_5","prosent","46,14512472","2013","barnehagedeltakelse"
"030112","ikke_minoritet","1_5","prosent","63,95781638","2013","barnehagedeltakelse"
"030113","ikke_minoritet","1_5","prosent","77,60416667","2013","barnehagedeltakelse"
"030114","ikke_minoritet","1_5","prosent","89,22116333","2013","barnehagedeltakelse"
"030115","ikke_minoritet","1_5","prosent","63,26018809","2013","barnehagedeltakelse"
"030116","ikke_minoritet","1_5","prosent",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","1_5","prosent",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","1_5","prosent",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","1","prosent","72,37288136","2013","barnehagedeltakelse"
"030102","ikke_minoritet","1","prosent","67,33001658","2013","barnehagedeltakelse"
"030103","ikke_minoritet","1","prosent","82,86778399","2013","barnehagedeltakelse"
"030104","ikke_minoritet","1","prosent","117,325228","2013","barnehagedeltakelse"
"030105","ikke_minoritet","1","prosent","90,06622517","2013","barnehagedeltakelse"
"030106","ikke_minoritet","1","prosent","94,77806789","2013","barnehagedeltakelse"
"030107","ikke_minoritet","1","prosent","71,79902755","2013","barnehagedeltakelse"
"030108","ikke_minoritet","1","prosent","112,4777184","2013","barnehagedeltakelse"
"030109","ikke_minoritet","1","prosent","75,56818182","2013","barnehagedeltakelse"
"030110","ikke_minoritet","1","prosent","50","2013","barnehagedeltakelse"
"030111","ikke_minoritet","1","prosent","27,08333333","2013","barnehagedeltakelse"
"030112","ikke_minoritet","1","prosent","45,05813953","2013","barnehagedeltakelse"
"030113","ikke_minoritet","1","prosent","61,42625608","2013","barnehagedeltakelse"
"030114","ikke_minoritet","1","prosent","71,29032258","2013","barnehagedeltakelse"
"030115","ikke_minoritet","1","prosent","47,87878788","2013","barnehagedeltakelse"
"030116","ikke_minoritet","1","prosent",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","1","prosent",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","1","prosent",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","2","prosent","90,96267191","2013","barnehagedeltakelse"
"030102","ikke_minoritet","2","prosent","98,47908745","2013","barnehagedeltakelse"
"030103","ikke_minoritet","2","prosent","104,1958042","2013","barnehagedeltakelse"
"030104","ikke_minoritet","2","prosent","127,9069767","2013","barnehagedeltakelse"
"030105","ikke_minoritet","2","prosent","110,9289617","2013","barnehagedeltakelse"
"030106","ikke_minoritet","2","prosent","112,5333333","2013","barnehagedeltakelse"
"030107","ikke_minoritet","2","prosent","86,6894198","2013","barnehagedeltakelse"
"030108","ikke_minoritet","2","prosent","116,7495854","2013","barnehagedeltakelse"
"030109","ikke_minoritet","2","prosent","74,03846154","2013","barnehagedeltakelse"
"030110","ikke_minoritet","2","prosent","71,42857143","2013","barnehagedeltakelse"
"030111","ikke_minoritet","2","prosent","41,95402299","2013","barnehagedeltakelse"
"030112","ikke_minoritet","2","prosent","69,18604651","2013","barnehagedeltakelse"
"030113","ikke_minoritet","2","prosent","80,21778584","2013","barnehagedeltakelse"
"030114","ikke_minoritet","2","prosent","91,32743363","2013","barnehagedeltakelse"
"030115","ikke_minoritet","2","prosent","65,60509554","2013","barnehagedeltakelse"
"030116","ikke_minoritet","2","prosent",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","2","prosent",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","2","prosent",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","3","prosent","91","2013","barnehagedeltakelse"
"030102","ikke_minoritet","3","prosent","104,5325779","2013","barnehagedeltakelse"
"030103","ikke_minoritet","3","prosent","111,9873817","2013","barnehagedeltakelse"
"030104","ikke_minoritet","3","prosent","134","2013","barnehagedeltakelse"
"030105","ikke_minoritet","3","prosent","120,0581395","2013","barnehagedeltakelse"
"030106","ikke_minoritet","3","prosent","102,34375","2013","barnehagedeltakelse"
"030107","ikke_minoritet","3","prosent","89,47368421","2013","barnehagedeltakelse"
"030108","ikke_minoritet","3","prosent","110,3125","2013","barnehagedeltakelse"
"030109","ikke_minoritet","3","prosent","81,01265823","2013","barnehagedeltakelse"
"030110","ikke_minoritet","3","prosent","64,39790576","2013","barnehagedeltakelse"
"030111","ikke_minoritet","3","prosent","53,93939394","2013","barnehagedeltakelse"
"030112","ikke_minoritet","3","prosent","67,79141104","2013","barnehagedeltakelse"
"030113","ikke_minoritet","3","prosent","79,36241611","2013","barnehagedeltakelse"
"030114","ikke_minoritet","3","prosent","90,83850932","2013","barnehagedeltakelse"
"030115","ikke_minoritet","3","prosent","65,94427245","2013","barnehagedeltakelse"
"030116","ikke_minoritet","3","prosent",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","3","prosent",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","3","prosent",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","4","prosent","87,27735369","2013","barnehagedeltakelse"
"030102","ikke_minoritet","4","prosent","110,7692308","2013","barnehagedeltakelse"
"030103","ikke_minoritet","4","prosent","107,5098814","2013","barnehagedeltakelse"
"030104","ikke_minoritet","4","prosent","130,1886792","2013","barnehagedeltakelse"
"030105","ikke_minoritet","4","prosent","122,0820189","2013","barnehagedeltakelse"
"030106","ikke_minoritet","4","prosent","105,1344743","2013","barnehagedeltakelse"
"030107","ikke_minoritet","4","prosent","94,16531605","2013","barnehagedeltakelse"
"030108","ikke_minoritet","4","prosent","101,7322835","2013","barnehagedeltakelse"
"030109","ikke_minoritet","4","prosent","83,06188925","2013","barnehagedeltakelse"
"030110","ikke_minoritet","4","prosent","62,29508197","2013","barnehagedeltakelse"
"030111","ikke_minoritet","4","prosent","52,38095238","2013","barnehagedeltakelse"
"030112","ikke_minoritet","4","prosent","69,20529801","2013","barnehagedeltakelse"
"030113","ikke_minoritet","4","prosent","81,17443869","2013","barnehagedeltakelse"
"030114","ikke_minoritet","4","prosent","97,48743719","2013","barnehagedeltakelse"
"030115","ikke_minoritet","4","prosent","66,05504587","2013","barnehagedeltakelse"
"030116","ikke_minoritet","4","prosent",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","4","prosent",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","4","prosent",".","2013","barnehagedeltakelse"
"030101","ikke_minoritet","5","prosent","81,11455108","2013","barnehagedeltakelse"
"030102","ikke_minoritet","5","prosent","110,8695652","2013","barnehagedeltakelse"
"030103","ikke_minoritet","5","prosent","92,12962963","2013","barnehagedeltakelse"
"030104","ikke_minoritet","5","prosent","137,3684211","2013","barnehagedeltakelse"
"030105","ikke_minoritet","5","prosent","131,0344828","2013","barnehagedeltakelse"
"030106","ikke_minoritet","5","prosent","97,54098361","2013","barnehagedeltakelse"
"030107","ikke_minoritet","5","prosent","93,88379205","2013","barnehagedeltakelse"
"030108","ikke_minoritet","5","prosent","104,2993631","2013","barnehagedeltakelse"
"030109","ikke_minoritet","5","prosent","82,84671533","2013","barnehagedeltakelse"
"030110","ikke_minoritet","5","prosent","69,41176471","2013","barnehagedeltakelse"
"030111","ikke_minoritet","5","prosent","58,02469136","2013","barnehagedeltakelse"
"030112","ikke_minoritet","5","prosent","70,27027027","2013","barnehagedeltakelse"
"030113","ikke_minoritet","5","prosent","87,70949721","2013","barnehagedeltakelse"
"030114","ikke_minoritet","5","prosent","95,62398703","2013","barnehagedeltakelse"
"030115","ikke_minoritet","5","prosent","71,76079734","2013","barnehagedeltakelse"
"030116","ikke_minoritet","5","prosent",".","2013","barnehagedeltakelse"
"030117","ikke_minoritet","5","prosent",".","2013","barnehagedeltakelse"
"030199","ikke_minoritet","5","prosent",".","2013","barnehagedeltakelse"
