"aar","bydel_nr","innvkat_4","enhet","tabell_navn","fylke_nr","naringsregion_nr","kjonn","tabellvariabel"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","19","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","20","0","103"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","21","0","10"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","22","0","13"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","23","0","7"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","24","0","19"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","25","0","51"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","26","0","29"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","27","0","60"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","28","0","12"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","29","0","8"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","30","0","7"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","31","0","4"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","32","0","55"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","33","0","15"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","34","0","12"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","35","0","57"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","36","0","12"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","37","0","44"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","38","0","9"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","39","0","148"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","40","0","87"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","41","0","5"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","42","0","10"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","43","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","44","0","11"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","45","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","46","0","24"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","47","0","36"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","48","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","49","0","15"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","50","0","12"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","51","0","11"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","52","0","17"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","53","0","19"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","54","0","4"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","55","0","12"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","56","0","25"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","57","0","7"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","58","0","5"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","59","0","3"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","60","0","3"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","61","0","64"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","62","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","63","0","10"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","64","0","16"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","65","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","66","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","67","0","9"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","68","0","6"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","69","0","6"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","70","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","71","0","5"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","72","0","16"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","73","0","21"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","74","0","7"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","75","0","12"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","76","0","15"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","77","0","16"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","78","0","5"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","79","0","20"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","80","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","81","0","14"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","82","0",":"
2013,"NULL","innvandrere","personer","grunnskolepoeng","NULL","83","0","17"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","00","NULL","0","40.7"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","01","NULL","0","39.6"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","02","NULL","0","42.2"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","03","NULL","0","39.9"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","04","NULL","0","40.7"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","05","NULL","0","36.6"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","06","NULL","0","40.7"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","07","NULL","0","41"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","08","NULL","0","39.2"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","09","NULL","0","45.1"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","10","NULL","0","41.8"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","11","NULL","0","40.8"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","12","NULL","0","41.8"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","14","NULL","0",":"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","15","NULL","0","42.6"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","16","NULL","0","41.3"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","17","NULL","0",":"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","18","NULL","0","42.9"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","19","NULL","0",":"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","20","NULL","0","43.5"
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","99","NULL","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","01","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","02","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","03","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","04","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","05","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","06","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","07","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","08","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","09","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","10","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","11","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","12","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","13","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","14","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","15","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","16","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","17","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","18","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","19","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","20","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","21","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","22","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","23","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","24","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","25","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","26","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","27","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","28","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","29","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","30","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","31","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","32","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","33","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","34","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","35","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","36","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","37","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","38","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","39","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","40","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","41","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","42","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","43","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","44","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","45","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","46","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","47","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","48","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","49","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","50","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","51","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","52","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","53","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","54","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","55","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","56","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","57","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","58","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","59","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","60","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","61","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","62","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","63","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","64","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","65","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","66","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","67","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","68","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","69","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","70","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","71","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","72","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","73","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","74","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","75","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","76","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","77","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","78","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","79","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","80","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","81","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","82","0","."
2013,"NULL","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","83","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","00","NULL","0","1325"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","01","NULL","0","83"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","02","NULL","0","204"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","03","NULL","0","596"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","04","NULL","0","16"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","05","NULL","0","6"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","06","NULL","0","80"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","07","NULL","0","45"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","08","NULL","0","27"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","09","NULL","0","16"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","10","NULL","0","35"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","11","NULL","0","95"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","12","NULL","0","55"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","14","NULL","0",":"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","15","NULL","0","18"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","16","NULL","0","30"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","17","NULL","0",":"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","18","NULL","0","7"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","19","NULL","0",":"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","20","NULL","0","4"
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","99","NULL","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","01","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","02","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","03","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","04","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","05","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","06","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","07","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","08","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","09","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","10","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","11","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","12","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","13","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","14","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","15","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","16","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","17","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","18","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","19","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","20","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","21","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","22","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","23","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","24","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","25","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","26","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","27","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","28","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","29","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","30","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","31","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","32","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","33","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","34","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","35","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","36","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","37","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","38","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","39","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","40","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","41","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","42","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","43","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","44","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","45","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","46","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","47","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","48","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","49","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","50","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","51","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","52","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","53","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","54","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","55","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","56","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","57","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","58","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","59","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","60","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","61","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","62","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","63","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","64","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","65","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","66","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","67","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","68","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","69","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","70","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","71","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","72","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","73","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","74","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","75","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","76","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","77","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","78","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","79","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","80","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","81","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","82","0","."
2013,"NULL","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","83","0","."
2013,"000301","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","39.6"
2013,"000301","alle","personer","grunnskolepoeng","NULL","NULL","1","2687"
2013,"000301","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","41.6"
2013,"000301","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","1","1777"
2013,"000301","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","33.4"
2013,"000301","innvandrere","personer","grunnskolepoeng","NULL","NULL","1","304"
2013,"000301","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","36.6"
2013,"000301","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","1","606"
2013,"030101","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","37"
2013,"030101","alle","personer","grunnskolepoeng","NULL","NULL","1","123"
2013,"030101","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","42.8"
2013,"030101","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","1","50"
2013,"030101","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","30.8"
2013,"030101","innvandrere","personer","grunnskolepoeng","NULL","NULL","1","22"
2013,"030101","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","34"
2013,"030101","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","1","51"
2013,"030102","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","37.1"
2013,"030102","alle","personer","grunnskolepoeng","NULL","NULL","1","90"
2013,"030102","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","40.1"
2013,"030102","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","1","47"
2013,"030102","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","33.2"
2013,"030102","innvandrere","personer","grunnskolepoeng","NULL","NULL","1","23"
2013,"030102","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","34.3"
2013,"030102","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","1","20"
2013,"030103","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","38"
2013,"030103","alle","personer","grunnskolepoeng","NULL","NULL","1","60"
2013,"030103","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","39.2"
2013,"030103","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","1","42"
2013,"030103","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","1",":"
2013,"030103","innvandrere","personer","grunnskolepoeng","NULL","NULL","1",":"
2013,"030103","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1",":"
2013,"030103","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","1",":"
2013,"030104","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","39.5"
2013,"030104","alle","personer","grunnskolepoeng","NULL","NULL","1","67"
2013,"030104","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","41.7"
2013,"030104","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","1","53"
2013,"030104","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","1",":"
2013,"030104","innvandrere","personer","grunnskolepoeng","NULL","NULL","1",":"
2013,"030104","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","1","32.5"
2013,"030104","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","1","6"
