"fylke_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"19","ettaar","0","ledig_tiltak","2014","personer","5","intro_status_arbutd"
"20","ettaar","0","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"00","ettaar","0","annet","2014","personer","689","intro_status_arbutd"
"01","ettaar","0","annet","2014","personer","28","intro_status_arbutd"
"02","ettaar","0","annet","2014","personer","70","intro_status_arbutd"
"03","ettaar","0","annet","2014","personer",":","intro_status_arbutd"
"04","ettaar","0","annet","2014","personer","39","intro_status_arbutd"
"05","ettaar","0","annet","2014","personer","28","intro_status_arbutd"
"06","ettaar","0","annet","2014","personer","46","intro_status_arbutd"
"07","ettaar","0","annet","2014","personer","23","intro_status_arbutd"
"08","ettaar","0","annet","2014","personer","45","intro_status_arbutd"
"09","ettaar","0","annet","2014","personer","21","intro_status_arbutd"
"10","ettaar","0","annet","2014","personer","34","intro_status_arbutd"
"11","ettaar","0","annet","2014","personer","44","intro_status_arbutd"
"12","ettaar","0","annet","2014","personer","57","intro_status_arbutd"
"14","ettaar","0","annet","2014","personer","14","intro_status_arbutd"
"15","ettaar","0","annet","2014","personer","27","intro_status_arbutd"
"16","ettaar","0","annet","2014","personer","46","intro_status_arbutd"
"17","ettaar","0","annet","2014","personer","15","intro_status_arbutd"
"18","ettaar","0","annet","2014","personer","42","intro_status_arbutd"
"19","ettaar","0","annet","2014","personer","29","intro_status_arbutd"
"20","ettaar","0","annet","2014","personer",":","intro_status_arbutd"
"00","ettaar","0","arbutd","2014","prosent","50","intro_status_arbutd"
"01","ettaar","0","arbutd","2014","prosent","26","intro_status_arbutd"
"02","ettaar","0","arbutd","2014","prosent","49","intro_status_arbutd"
"03","ettaar","0","arbutd","2014","prosent","43","intro_status_arbutd"
"04","ettaar","0","arbutd","2014","prosent","42","intro_status_arbutd"
"05","ettaar","0","arbutd","2014","prosent","53","intro_status_arbutd"
"06","ettaar","0","arbutd","2014","prosent","41","intro_status_arbutd"
"07","ettaar","0","arbutd","2014","prosent","47","intro_status_arbutd"
"08","ettaar","0","arbutd","2014","prosent","42","intro_status_arbutd"
"09","ettaar","0","arbutd","2014","prosent","53","intro_status_arbutd"
"10","ettaar","0","arbutd","2014","prosent","59","intro_status_arbutd"
"11","ettaar","0","arbutd","2014","prosent","63","intro_status_arbutd"
"12","ettaar","0","arbutd","2014","prosent","53","intro_status_arbutd"
"14","ettaar","0","arbutd","2014","prosent","52","intro_status_arbutd"
"15","ettaar","0","arbutd","2014","prosent","60","intro_status_arbutd"
"16","ettaar","0","arbutd","2014","prosent","46","intro_status_arbutd"
"17","ettaar","0","arbutd","2014","prosent","64","intro_status_arbutd"
"18","ettaar","0","arbutd","2014","prosent","51","intro_status_arbutd"
"19","ettaar","0","arbutd","2014","prosent","58","intro_status_arbutd"
"20","ettaar","0","arbutd","2014","prosent","58","intro_status_arbutd"
"00","ettaar","0","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"01","ettaar","0","ledig_tiltak","2014","prosent","34","intro_status_arbutd"
"02","ettaar","0","ledig_tiltak","2014","prosent","6","intro_status_arbutd"
"03","ettaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"04","ettaar","0","ledig_tiltak","2014","prosent","14","intro_status_arbutd"
"05","ettaar","0","ledig_tiltak","2014","prosent","17","intro_status_arbutd"
"06","ettaar","0","ledig_tiltak","2014","prosent","12","intro_status_arbutd"
"07","ettaar","0","ledig_tiltak","2014","prosent","14","intro_status_arbutd"
"08","ettaar","0","ledig_tiltak","2014","prosent","18","intro_status_arbutd"
"09","ettaar","0","ledig_tiltak","2014","prosent","9","intro_status_arbutd"
"10","ettaar","0","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"11","ettaar","0","ledig_tiltak","2014","prosent","6","intro_status_arbutd"
"12","ettaar","0","ledig_tiltak","2014","prosent","6","intro_status_arbutd"
"14","ettaar","0","ledig_tiltak","2014","prosent","17","intro_status_arbutd"
"15","ettaar","0","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"16","ettaar","0","ledig_tiltak","2014","prosent","7","intro_status_arbutd"
"17","ettaar","0","ledig_tiltak","2014","prosent","14","intro_status_arbutd"
"18","ettaar","0","ledig_tiltak","2014","prosent","15","intro_status_arbutd"
"19","ettaar","0","ledig_tiltak","2014","prosent","6","intro_status_arbutd"
"20","ettaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"00","ettaar","0","annet","2014","prosent","39","intro_status_arbutd"
"01","ettaar","0","annet","2014","prosent","40","intro_status_arbutd"
"02","ettaar","0","annet","2014","prosent","45","intro_status_arbutd"
"03","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"04","ettaar","0","annet","2014","prosent","43","intro_status_arbutd"
"05","ettaar","0","annet","2014","prosent","30","intro_status_arbutd"
"06","ettaar","0","annet","2014","prosent","46","intro_status_arbutd"
"07","ettaar","0","annet","2014","prosent","39","intro_status_arbutd"
"08","ettaar","0","annet","2014","prosent","40","intro_status_arbutd"
"09","ettaar","0","annet","2014","prosent","38","intro_status_arbutd"
"10","ettaar","0","annet","2014","prosent","33","intro_status_arbutd"
"11","ettaar","0","annet","2014","prosent","32","intro_status_arbutd"
"12","ettaar","0","annet","2014","prosent","41","intro_status_arbutd"
"14","ettaar","0","annet","2014","prosent","30","intro_status_arbutd"
"15","ettaar","0","annet","2014","prosent","31","intro_status_arbutd"
"16","ettaar","0","annet","2014","prosent","46","intro_status_arbutd"
"17","ettaar","0","annet","2014","prosent","22","intro_status_arbutd"
"18","ettaar","0","annet","2014","prosent","34","intro_status_arbutd"
"19","ettaar","0","annet","2014","prosent","36","intro_status_arbutd"
"20","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"00","toaar","alle","alle","2014","personer","3802","intro_status_arbutd"
"01","toaar","alle","alle","2014","personer","129","intro_status_arbutd"
"02","toaar","alle","alle","2014","personer","260","intro_status_arbutd"
"03","toaar","alle","alle","2014","personer","269","intro_status_arbutd"
"04","toaar","alle","alle","2014","personer","132","intro_status_arbutd"
"05","toaar","alle","alle","2014","personer","216","intro_status_arbutd"
"06","toaar","alle","alle","2014","personer","192","intro_status_arbutd"
"07","toaar","alle","alle","2014","personer","102","intro_status_arbutd"
"08","toaar","alle","alle","2014","personer","189","intro_status_arbutd"
"09","toaar","alle","alle","2014","personer","114","intro_status_arbutd"
"10","toaar","alle","alle","2014","personer","227","intro_status_arbutd"
"11","toaar","alle","alle","2014","personer","309","intro_status_arbutd"
"12","toaar","alle","alle","2014","personer","305","intro_status_arbutd"
"14","toaar","alle","alle","2014","personer","98","intro_status_arbutd"
"15","toaar","alle","alle","2014","personer","187","intro_status_arbutd"
"16","toaar","alle","alle","2014","personer","217","intro_status_arbutd"
"17","toaar","alle","alle","2014","personer","203","intro_status_arbutd"
"18","toaar","alle","alle","2014","personer","343","intro_status_arbutd"
"19","toaar","alle","alle","2014","personer","231","intro_status_arbutd"
"20","toaar","alle","alle","2014","personer","79","intro_status_arbutd"
"00","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"01","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"02","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"03","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"04","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"05","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"06","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"07","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"08","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"09","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"10","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"11","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"12","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"14","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"15","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"16","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"17","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"18","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"19","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"20","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"00","toaar","alle","arbutd","2014","personer","2446","intro_status_arbutd"
"01","toaar","alle","arbutd","2014","personer","68","intro_status_arbutd"
"02","toaar","alle","arbutd","2014","personer","164","intro_status_arbutd"
"03","toaar","alle","arbutd","2014","personer","160","intro_status_arbutd"
"04","toaar","alle","arbutd","2014","personer","87","intro_status_arbutd"
"05","toaar","alle","arbutd","2014","personer","138","intro_status_arbutd"
"06","toaar","alle","arbutd","2014","personer","130","intro_status_arbutd"
"07","toaar","alle","arbutd","2014","personer","58","intro_status_arbutd"
"08","toaar","alle","arbutd","2014","personer","110","intro_status_arbutd"
"09","toaar","alle","arbutd","2014","personer","69","intro_status_arbutd"
"10","toaar","alle","arbutd","2014","personer","150","intro_status_arbutd"
"11","toaar","alle","arbutd","2014","personer","221","intro_status_arbutd"
"12","toaar","alle","arbutd","2014","personer","186","intro_status_arbutd"
"14","toaar","alle","arbutd","2014","personer","65","intro_status_arbutd"
"15","toaar","alle","arbutd","2014","personer","126","intro_status_arbutd"
"16","toaar","alle","arbutd","2014","personer","132","intro_status_arbutd"
"17","toaar","alle","arbutd","2014","personer","147","intro_status_arbutd"
"18","toaar","alle","arbutd","2014","personer","226","intro_status_arbutd"
"19","toaar","alle","arbutd","2014","personer","162","intro_status_arbutd"
"20","toaar","alle","arbutd","2014","personer","47","intro_status_arbutd"
"00","toaar","alle","ledig_tiltak","2014","personer","393","intro_status_arbutd"
"01","toaar","alle","ledig_tiltak","2014","personer","14","intro_status_arbutd"
"02","toaar","alle","ledig_tiltak","2014","personer","22","intro_status_arbutd"
"03","toaar","alle","ledig_tiltak","2014","personer","22","intro_status_arbutd"
"04","toaar","alle","ledig_tiltak","2014","personer","11","intro_status_arbutd"
"05","toaar","alle","ledig_tiltak","2014","personer","29","intro_status_arbutd"
"06","toaar","alle","ledig_tiltak","2014","personer","20","intro_status_arbutd"
"07","toaar","alle","ledig_tiltak","2014","personer","15","intro_status_arbutd"
"08","toaar","alle","ledig_tiltak","2014","personer","25","intro_status_arbutd"
"09","toaar","alle","ledig_tiltak","2014","personer","19","intro_status_arbutd"
"10","toaar","alle","ledig_tiltak","2014","personer","26","intro_status_arbutd"
"11","toaar","alle","ledig_tiltak","2014","personer","31","intro_status_arbutd"
"12","toaar","alle","ledig_tiltak","2014","personer","33","intro_status_arbutd"
"14","toaar","alle","ledig_tiltak","2014","personer","6","intro_status_arbutd"
"15","toaar","alle","ledig_tiltak","2014","personer","17","intro_status_arbutd"
"16","toaar","alle","ledig_tiltak","2014","personer","16","intro_status_arbutd"
"17","toaar","alle","ledig_tiltak","2014","personer","15","intro_status_arbutd"
"18","toaar","alle","ledig_tiltak","2014","personer","40","intro_status_arbutd"
"19","toaar","alle","ledig_tiltak","2014","personer","22","intro_status_arbutd"
"20","toaar","alle","ledig_tiltak","2014","personer","10","intro_status_arbutd"
"00","toaar","alle","annet","2014","personer","963","intro_status_arbutd"
"01","toaar","alle","annet","2014","personer","47","intro_status_arbutd"
"02","toaar","alle","annet","2014","personer","74","intro_status_arbutd"
"03","toaar","alle","annet","2014","personer","87","intro_status_arbutd"
"04","toaar","alle","annet","2014","personer","34","intro_status_arbutd"
"05","toaar","alle","annet","2014","personer","49","intro_status_arbutd"
"06","toaar","alle","annet","2014","personer","42","intro_status_arbutd"
"07","toaar","alle","annet","2014","personer","29","intro_status_arbutd"
"08","toaar","alle","annet","2014","personer","54","intro_status_arbutd"
"09","toaar","alle","annet","2014","personer","26","intro_status_arbutd"
"10","toaar","alle","annet","2014","personer","51","intro_status_arbutd"
"11","toaar","alle","annet","2014","personer","57","intro_status_arbutd"
"12","toaar","alle","annet","2014","personer","86","intro_status_arbutd"
"14","toaar","alle","annet","2014","personer","27","intro_status_arbutd"
"15","toaar","alle","annet","2014","personer","44","intro_status_arbutd"
"16","toaar","alle","annet","2014","personer","69","intro_status_arbutd"
"17","toaar","alle","annet","2014","personer","41","intro_status_arbutd"
"18","toaar","alle","annet","2014","personer","77","intro_status_arbutd"
"19","toaar","alle","annet","2014","personer","47","intro_status_arbutd"
"20","toaar","alle","annet","2014","personer","22","intro_status_arbutd"
"00","toaar","alle","arbutd","2014","prosent","64","intro_status_arbutd"
"01","toaar","alle","arbutd","2014","prosent","53","intro_status_arbutd"
"02","toaar","alle","arbutd","2014","prosent","63","intro_status_arbutd"
"03","toaar","alle","arbutd","2014","prosent","59","intro_status_arbutd"
"04","toaar","alle","arbutd","2014","prosent","66","intro_status_arbutd"
"05","toaar","alle","arbutd","2014","prosent","64","intro_status_arbutd"
"06","toaar","alle","arbutd","2014","prosent","68","intro_status_arbutd"
"07","toaar","alle","arbutd","2014","prosent","57","intro_status_arbutd"
"08","toaar","alle","arbutd","2014","prosent","58","intro_status_arbutd"
"09","toaar","alle","arbutd","2014","prosent","61","intro_status_arbutd"
"10","toaar","alle","arbutd","2014","prosent","66","intro_status_arbutd"
"11","toaar","alle","arbutd","2014","prosent","72","intro_status_arbutd"
"12","toaar","alle","arbutd","2014","prosent","61","intro_status_arbutd"
"14","toaar","alle","arbutd","2014","prosent","66","intro_status_arbutd"
"15","toaar","alle","arbutd","2014","prosent","67","intro_status_arbutd"
"16","toaar","alle","arbutd","2014","prosent","61","intro_status_arbutd"
"17","toaar","alle","arbutd","2014","prosent","72","intro_status_arbutd"
"18","toaar","alle","arbutd","2014","prosent","66","intro_status_arbutd"
"19","toaar","alle","arbutd","2014","prosent","70","intro_status_arbutd"
"20","toaar","alle","arbutd","2014","prosent","59","intro_status_arbutd"
"00","toaar","alle","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"01","toaar","alle","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"02","toaar","alle","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"03","toaar","alle","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"04","toaar","alle","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"05","toaar","alle","ledig_tiltak","2014","prosent","13","intro_status_arbutd"
"06","toaar","alle","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"07","toaar","alle","ledig_tiltak","2014","prosent","15","intro_status_arbutd"
"08","toaar","alle","ledig_tiltak","2014","prosent","13","intro_status_arbutd"
"09","toaar","alle","ledig_tiltak","2014","prosent","17","intro_status_arbutd"
"10","toaar","alle","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"11","toaar","alle","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"12","toaar","alle","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"14","toaar","alle","ledig_tiltak","2014","prosent","6","intro_status_arbutd"
"15","toaar","alle","ledig_tiltak","2014","prosent","9","intro_status_arbutd"
"16","toaar","alle","ledig_tiltak","2014","prosent","7","intro_status_arbutd"
"17","toaar","alle","ledig_tiltak","2014","prosent","7","intro_status_arbutd"
"18","toaar","alle","ledig_tiltak","2014","prosent","12","intro_status_arbutd"
"19","toaar","alle","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"20","toaar","alle","ledig_tiltak","2014","prosent","13","intro_status_arbutd"
"00","toaar","alle","annet","2014","prosent","25","intro_status_arbutd"
"01","toaar","alle","annet","2014","prosent","36","intro_status_arbutd"
"02","toaar","alle","annet","2014","prosent","28","intro_status_arbutd"
"03","toaar","alle","annet","2014","prosent","32","intro_status_arbutd"
"04","toaar","alle","annet","2014","prosent","26","intro_status_arbutd"
"05","toaar","alle","annet","2014","prosent","23","intro_status_arbutd"
"06","toaar","alle","annet","2014","prosent","22","intro_status_arbutd"
"07","toaar","alle","annet","2014","prosent","28","intro_status_arbutd"
"08","toaar","alle","annet","2014","prosent","29","intro_status_arbutd"
"09","toaar","alle","annet","2014","prosent","23","intro_status_arbutd"
"10","toaar","alle","annet","2014","prosent","22","intro_status_arbutd"
"11","toaar","alle","annet","2014","prosent","18","intro_status_arbutd"
"12","toaar","alle","annet","2014","prosent","28","intro_status_arbutd"
"14","toaar","alle","annet","2014","prosent","28","intro_status_arbutd"
"15","toaar","alle","annet","2014","prosent","24","intro_status_arbutd"
"16","toaar","alle","annet","2014","prosent","32","intro_status_arbutd"
"17","toaar","alle","annet","2014","prosent","20","intro_status_arbutd"
"18","toaar","alle","annet","2014","prosent","22","intro_status_arbutd"
"19","toaar","alle","annet","2014","prosent","20","intro_status_arbutd"
"20","toaar","alle","annet","2014","prosent","28","intro_status_arbutd"
"00","toaar","1","alle","2014","personer","2080","intro_status_arbutd"
"01","toaar","1","alle","2014","personer","64","intro_status_arbutd"
"02","toaar","1","alle","2014","personer","141","intro_status_arbutd"
"03","toaar","1","alle","2014","personer","115","intro_status_arbutd"
"04","toaar","1","alle","2014","personer","75","intro_status_arbutd"
"05","toaar","1","alle","2014","personer","116","intro_status_arbutd"
"06","toaar","1","alle","2014","personer","115","intro_status_arbutd"
"07","toaar","1","alle","2014","personer","58","intro_status_arbutd"
"08","toaar","1","alle","2014","personer","106","intro_status_arbutd"
"09","toaar","1","alle","2014","personer","69","intro_status_arbutd"
"10","toaar","1","alle","2014","personer","126","intro_status_arbutd"
"11","toaar","1","alle","2014","personer","165","intro_status_arbutd"
"12","toaar","1","alle","2014","personer","160","intro_status_arbutd"
"14","toaar","1","alle","2014","personer","52","intro_status_arbutd"
"15","toaar","1","alle","2014","personer","109","intro_status_arbutd"
"16","toaar","1","alle","2014","personer","120","intro_status_arbutd"
"17","toaar","1","alle","2014","personer","122","intro_status_arbutd"
"18","toaar","1","alle","2014","personer","189","intro_status_arbutd"
"19","toaar","1","alle","2014","personer","144","intro_status_arbutd"
"20","toaar","1","alle","2014","personer","34","intro_status_arbutd"
"00","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"01","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"02","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"03","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"04","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"05","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"06","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"07","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"08","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"09","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"10","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"11","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"12","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"14","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"15","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"16","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"17","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"18","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"19","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"20","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"00","toaar","1","arbutd","2014","personer","1527","intro_status_arbutd"
"01","toaar","1","arbutd","2014","personer","39","intro_status_arbutd"
"02","toaar","1","arbutd","2014","personer","104","intro_status_arbutd"
"03","toaar","1","arbutd","2014","personer","86","intro_status_arbutd"
"04","toaar","1","arbutd","2014","personer","56","intro_status_arbutd"
"05","toaar","1","arbutd","2014","personer","83","intro_status_arbutd"
"06","toaar","1","arbutd","2014","personer","83","intro_status_arbutd"
"07","toaar","1","arbutd","2014","personer","43","intro_status_arbutd"
"08","toaar","1","arbutd","2014","personer","72","intro_status_arbutd"
"09","toaar","1","arbutd","2014","personer","48","intro_status_arbutd"
"10","toaar","1","arbutd","2014","personer","92","intro_status_arbutd"
"11","toaar","1","arbutd","2014","personer","125","intro_status_arbutd"
"12","toaar","1","arbutd","2014","personer","115","intro_status_arbutd"
"14","toaar","1","arbutd","2014","personer","37","intro_status_arbutd"
"15","toaar","1","arbutd","2014","personer","86","intro_status_arbutd"
"16","toaar","1","arbutd","2014","personer","82","intro_status_arbutd"
"17","toaar","1","arbutd","2014","personer","100","intro_status_arbutd"
"18","toaar","1","arbutd","2014","personer","139","intro_status_arbutd"
"19","toaar","1","arbutd","2014","personer","112","intro_status_arbutd"
"20","toaar","1","arbutd","2014","personer","25","intro_status_arbutd"
"00","toaar","1","ledig_tiltak","2014","personer","195","intro_status_arbutd"
"01","toaar","1","ledig_tiltak","2014","personer","5","intro_status_arbutd"
"02","toaar","1","ledig_tiltak","2014","personer","12","intro_status_arbutd"
"03","toaar","1","ledig_tiltak","2014","personer","6","intro_status_arbutd"
"04","toaar","1","ledig_tiltak","2014","personer","7","intro_status_arbutd"
"05","toaar","1","ledig_tiltak","2014","personer","15","intro_status_arbutd"
"06","toaar","1","ledig_tiltak","2014","personer","9","intro_status_arbutd"
"07","toaar","1","ledig_tiltak","2014","personer","9","intro_status_arbutd"
"08","toaar","1","ledig_tiltak","2014","personer","14","intro_status_arbutd"
"09","toaar","1","ledig_tiltak","2014","personer","8","intro_status_arbutd"
"10","toaar","1","ledig_tiltak","2014","personer","15","intro_status_arbutd"
"11","toaar","1","ledig_tiltak","2014","personer","18","intro_status_arbutd"
"12","toaar","1","ledig_tiltak","2014","personer","17","intro_status_arbutd"
"14","toaar","1","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"15","toaar","1","ledig_tiltak","2014","personer","7","intro_status_arbutd"
"16","toaar","1","ledig_tiltak","2014","personer","8","intro_status_arbutd"
"17","toaar","1","ledig_tiltak","2014","personer","7","intro_status_arbutd"
"18","toaar","1","ledig_tiltak","2014","personer","20","intro_status_arbutd"
"19","toaar","1","ledig_tiltak","2014","personer","12","intro_status_arbutd"
"20","toaar","1","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"00","toaar","1","annet","2014","personer","358","intro_status_arbutd"
"01","toaar","1","annet","2014","personer","20","intro_status_arbutd"
"02","toaar","1","annet","2014","personer","25","intro_status_arbutd"
"03","toaar","1","annet","2014","personer","23","intro_status_arbutd"
"04","toaar","1","annet","2014","personer","12","intro_status_arbutd"
"05","toaar","1","annet","2014","personer","18","intro_status_arbutd"
"06","toaar","1","annet","2014","personer","23","intro_status_arbutd"
"07","toaar","1","annet","2014","personer","6","intro_status_arbutd"
"08","toaar","1","annet","2014","personer","20","intro_status_arbutd"
"09","toaar","1","annet","2014","personer","13","intro_status_arbutd"
"10","toaar","1","annet","2014","personer","19","intro_status_arbutd"
"11","toaar","1","annet","2014","personer","22","intro_status_arbutd"
"12","toaar","1","annet","2014","personer","28","intro_status_arbutd"
"14","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"15","toaar","1","annet","2014","personer","16","intro_status_arbutd"
"16","toaar","1","annet","2014","personer","30","intro_status_arbutd"
"17","toaar","1","annet","2014","personer","15","intro_status_arbutd"
"18","toaar","1","annet","2014","personer","30","intro_status_arbutd"
"19","toaar","1","annet","2014","personer","20","intro_status_arbutd"
"20","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"00","toaar","1","arbutd","2014","prosent","73","intro_status_arbutd"
"01","toaar","1","arbutd","2014","prosent","61","intro_status_arbutd"
"02","toaar","1","arbutd","2014","prosent","74","intro_status_arbutd"
"03","toaar","1","arbutd","2014","prosent","75","intro_status_arbutd"
"04","toaar","1","arbutd","2014","prosent","75","intro_status_arbutd"
"05","toaar","1","arbutd","2014","prosent","72","intro_status_arbutd"
"06","toaar","1","arbutd","2014","prosent","72","intro_status_arbutd"
"07","toaar","1","arbutd","2014","prosent","74","intro_status_arbutd"
"08","toaar","1","arbutd","2014","prosent","68","intro_status_arbutd"
"09","toaar","1","arbutd","2014","prosent","70","intro_status_arbutd"
"10","toaar","1","arbutd","2014","prosent","73","intro_status_arbutd"
"11","toaar","1","arbutd","2014","prosent","76","intro_status_arbutd"
"12","toaar","1","arbutd","2014","prosent","72","intro_status_arbutd"
"14","toaar","1","arbutd","2014","prosent","71","intro_status_arbutd"
"15","toaar","1","arbutd","2014","prosent","79","intro_status_arbutd"
"16","toaar","1","arbutd","2014","prosent","68","intro_status_arbutd"
"17","toaar","1","arbutd","2014","prosent","82","intro_status_arbutd"
"18","toaar","1","arbutd","2014","prosent","74","intro_status_arbutd"
"19","toaar","1","arbutd","2014","prosent","78","intro_status_arbutd"
"20","toaar","1","arbutd","2014","prosent","74","intro_status_arbutd"
"00","toaar","1","ledig_tiltak","2014","prosent","9","intro_status_arbutd"
"01","toaar","1","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"02","toaar","1","ledig_tiltak","2014","prosent","9","intro_status_arbutd"
"03","toaar","1","ledig_tiltak","2014","prosent","5","intro_status_arbutd"
"04","toaar","1","ledig_tiltak","2014","prosent","9","intro_status_arbutd"
"05","toaar","1","ledig_tiltak","2014","prosent","13","intro_status_arbutd"
"06","toaar","1","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"07","toaar","1","ledig_tiltak","2014","prosent","16","intro_status_arbutd"
"08","toaar","1","ledig_tiltak","2014","prosent","13","intro_status_arbutd"
"09","toaar","1","ledig_tiltak","2014","prosent","12","intro_status_arbutd"
"10","toaar","1","ledig_tiltak","2014","prosent","12","intro_status_arbutd"
"11","toaar","1","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"12","toaar","1","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"14","toaar","1","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"15","toaar","1","ledig_tiltak","2014","prosent","6","intro_status_arbutd"
"16","toaar","1","ledig_tiltak","2014","prosent","7","intro_status_arbutd"
"17","toaar","1","ledig_tiltak","2014","prosent","6","intro_status_arbutd"
"18","toaar","1","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"19","toaar","1","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"20","toaar","1","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"00","toaar","1","annet","2014","prosent","17","intro_status_arbutd"
"01","toaar","1","annet","2014","prosent","31","intro_status_arbutd"
"02","toaar","1","annet","2014","prosent","18","intro_status_arbutd"
"03","toaar","1","annet","2014","prosent","20","intro_status_arbutd"
"04","toaar","1","annet","2014","prosent","16","intro_status_arbutd"
"05","toaar","1","annet","2014","prosent","16","intro_status_arbutd"
"06","toaar","1","annet","2014","prosent","20","intro_status_arbutd"
"07","toaar","1","annet","2014","prosent","10","intro_status_arbutd"
"08","toaar","1","annet","2014","prosent","19","intro_status_arbutd"
"09","toaar","1","annet","2014","prosent","19","intro_status_arbutd"
"10","toaar","1","annet","2014","prosent","15","intro_status_arbutd"
"11","toaar","1","annet","2014","prosent","13","intro_status_arbutd"
"12","toaar","1","annet","2014","prosent","18","intro_status_arbutd"
"14","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"15","toaar","1","annet","2014","prosent","15","intro_status_arbutd"
"16","toaar","1","annet","2014","prosent","25","intro_status_arbutd"
"17","toaar","1","annet","2014","prosent","12","intro_status_arbutd"
"18","toaar","1","annet","2014","prosent","16","intro_status_arbutd"
"19","toaar","1","annet","2014","prosent","14","intro_status_arbutd"
"20","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"00","toaar","0","alle","2014","personer","1722","intro_status_arbutd"
"01","toaar","0","alle","2014","personer","65","intro_status_arbutd"
"02","toaar","0","alle","2014","personer","119","intro_status_arbutd"
"03","toaar","0","alle","2014","personer","154","intro_status_arbutd"
"04","toaar","0","alle","2014","personer","57","intro_status_arbutd"
"05","toaar","0","alle","2014","personer","100","intro_status_arbutd"
