"aar","fylke_nr","innvkat_3","tabellvariabel","tabell_navn","enhet"
"2013","07","innvandrere","13446","sysselsatte_innvkat","personer"
"2013","08","alle","83103","sysselsatte_innvkat","personer"
"2013","08","befolkningen_ellers","75361","sysselsatte_innvkat","personer"
"2013","08","innvandrere","7742","sysselsatte_innvkat","personer"
"2013","09","alle","54784","sysselsatte_innvkat","personer"
"2013","09","befolkningen_ellers","49296","sysselsatte_innvkat","personer"
"2013","09","innvandrere","5488","sysselsatte_innvkat","personer"
"2013","10","alle","88586","sysselsatte_innvkat","personer"
"2013","10","befolkningen_ellers","78556","sysselsatte_innvkat","personer"
"2013","10","innvandrere","10030","sysselsatte_innvkat","personer"
"2013","11","alle","246805","sysselsatte_innvkat","personer"
"2013","11","befolkningen_ellers","208233","sysselsatte_innvkat","personer"
"2013","11","innvandrere","38572","sysselsatte_innvkat","personer"
"2013","12","alle","264334","sysselsatte_innvkat","personer"
"2013","12","befolkningen_ellers","232168","sysselsatte_innvkat","personer"
"2013","12","innvandrere","32166","sysselsatte_innvkat","personer"
"2013","14","alle","57167","sysselsatte_innvkat","personer"
"2013","14","befolkningen_ellers","51701","sysselsatte_innvkat","personer"
"2013","14","innvandrere","5466","sysselsatte_innvkat","personer"
"2013","15","alle","135461","sysselsatte_innvkat","personer"
"2013","15","befolkningen_ellers","120446","sysselsatte_innvkat","personer"
"2013","15","innvandrere","15015","sysselsatte_innvkat","personer"
"2013","16","alle","160738","sysselsatte_innvkat","personer"
"2013","16","befolkningen_ellers","144100","sysselsatte_innvkat","personer"
"2013","16","innvandrere","16638","sysselsatte_innvkat","personer"
"2013","17","alle","67275","sysselsatte_innvkat","personer"
"2013","17","befolkningen_ellers","62954","sysselsatte_innvkat","personer"
"2013","17","innvandrere","4321","sysselsatte_innvkat","personer"
"2013","18","alle","119770","sysselsatte_innvkat","personer"
"2013","18","befolkningen_ellers","110515","sysselsatte_innvkat","personer"
"2013","18","innvandrere","9255","sysselsatte_innvkat","personer"
"2013","19","alle","84032","sysselsatte_innvkat","personer"
"2013","19","befolkningen_ellers","76077","sysselsatte_innvkat","personer"
"2013","19","innvandrere","7955","sysselsatte_innvkat","personer"
"2013","20","alle","38421","sysselsatte_innvkat","personer"
"2013","20","befolkningen_ellers","33393","sysselsatte_innvkat","personer"
"2013","20","innvandrere","5028","sysselsatte_innvkat","personer"
"2014","00","alle","2649584","sysselsatte_innvkat","personer"
"2014","00","befolkningen_ellers","2267785","sysselsatte_innvkat","personer"
"2014","00","innvandrere","381799","sysselsatte_innvkat","personer"
"2014","01","alle","135734","sysselsatte_innvkat","personer"
"2014","01","befolkningen_ellers","118109","sysselsatte_innvkat","personer"
"2014","01","innvandrere","17625","sysselsatte_innvkat","personer"
"2014","02","alle","301338","sysselsatte_innvkat","personer"
"2014","02","befolkningen_ellers","250056","sysselsatte_innvkat","personer"
"2014","02","innvandrere","51282","sysselsatte_innvkat","personer"
"2014","03","alle","349929","sysselsatte_innvkat","personer"
"2014","03","befolkningen_ellers","257978","sysselsatte_innvkat","personer"
"2014","03","innvandrere","91951","sysselsatte_innvkat","personer"
"2014","04","alle","94273","sysselsatte_innvkat","personer"
"2014","04","befolkningen_ellers","86439","sysselsatte_innvkat","personer"
"2014","04","innvandrere","7834","sysselsatte_innvkat","personer"
"2014","05","alle","95416","sysselsatte_innvkat","personer"
"2014","05","befolkningen_ellers","87299","sysselsatte_innvkat","personer"
"2014","05","innvandrere","8117","sysselsatte_innvkat","personer"
"2014","06","alle","140157","sysselsatte_innvkat","personer"
"2014","06","befolkningen_ellers","117975","sysselsatte_innvkat","personer"
"2014","06","innvandrere","22182","sysselsatte_innvkat","personer"
"2014","07","alle","119021","sysselsatte_innvkat","personer"
"2014","07","befolkningen_ellers","104616","sysselsatte_innvkat","personer"
"2014","07","innvandrere","14405","sysselsatte_innvkat","personer"
"2014","08","alle","83058","sysselsatte_innvkat","personer"
"2014","08","befolkningen_ellers","75013","sysselsatte_innvkat","personer"
"2014","08","innvandrere","8045","sysselsatte_innvkat","personer"
"2014","09","alle","55184","sysselsatte_innvkat","personer"
"2014","09","befolkningen_ellers","49433","sysselsatte_innvkat","personer"
"2014","09","innvandrere","5751","sysselsatte_innvkat","personer"
"2014","10","alle","89865","sysselsatte_innvkat","personer"
"2014","10","befolkningen_ellers","79296","sysselsatte_innvkat","personer"
"2014","10","innvandrere","10569","sysselsatte_innvkat","personer"
"2014","11","alle","249658","sysselsatte_innvkat","personer"
"2014","11","befolkningen_ellers","208691","sysselsatte_innvkat","personer"
"2014","11","innvandrere","40967","sysselsatte_innvkat","personer"
"2014","12","alle","268154","sysselsatte_innvkat","personer"
"2014","12","befolkningen_ellers","233319","sysselsatte_innvkat","personer"
"2014","12","innvandrere","34835","sysselsatte_innvkat","personer"
"2014","14","alle","57450","sysselsatte_innvkat","personer"
"2014","14","befolkningen_ellers","51597","sysselsatte_innvkat","personer"
"2014","14","innvandrere","5853","sysselsatte_innvkat","personer"
"2014","15","alle","136770","sysselsatte_innvkat","personer"
"2014","15","befolkningen_ellers","120621","sysselsatte_innvkat","personer"
"2014","15","innvandrere","16149","sysselsatte_innvkat","personer"
"2014","16","alle","162679","sysselsatte_innvkat","personer"
"2014","16","befolkningen_ellers","145080","sysselsatte_innvkat","personer"
"2014","16","innvandrere","17599","sysselsatte_innvkat","personer"
"2014","17","alle","67221","sysselsatte_innvkat","personer"
"2014","17","befolkningen_ellers","62725","sysselsatte_innvkat","personer"
"2014","17","innvandrere","4496","sysselsatte_innvkat","personer"
"2014","18","alle","120466","sysselsatte_innvkat","personer"
"2014","18","befolkningen_ellers","110288","sysselsatte_innvkat","personer"
"2014","18","innvandrere","10178","sysselsatte_innvkat","personer"
"2014","19","alle","84631","sysselsatte_innvkat","personer"
"2014","19","befolkningen_ellers","75940","sysselsatte_innvkat","personer"
"2014","19","innvandrere","8691","sysselsatte_innvkat","personer"
"2014","20","alle","38580","sysselsatte_innvkat","personer"
"2014","20","befolkningen_ellers","33310","sysselsatte_innvkat","personer"
"2014","20","innvandrere","5270","sysselsatte_innvkat","personer"
"2006","00","alle","70","sysselsatte_innvkat","prosent"
"2006","00","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2006","00","innvandrere","60","sysselsatte_innvkat","prosent"
"2006","01","alle","67","sysselsatte_innvkat","prosent"
"2006","01","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2006","01","innvandrere","54","sysselsatte_innvkat","prosent"
"2006","02","alle","72","sysselsatte_innvkat","prosent"
"2006","02","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2006","02","innvandrere","65","sysselsatte_innvkat","prosent"
"2006","03","alle","70","sysselsatte_innvkat","prosent"
"2006","03","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2006","03","innvandrere","58","sysselsatte_innvkat","prosent"
"2006","04","alle","67","sysselsatte_innvkat","prosent"
"2006","04","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2006","04","innvandrere","57","sysselsatte_innvkat","prosent"
"2006","05","alle","70","sysselsatte_innvkat","prosent"
"2006","05","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2006","05","innvandrere","60","sysselsatte_innvkat","prosent"
"2006","06","alle","71","sysselsatte_innvkat","prosent"
"2006","06","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2006","06","innvandrere","61","sysselsatte_innvkat","prosent"
"2006","07","alle","67","sysselsatte_innvkat","prosent"
"2006","07","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2006","07","innvandrere","59","sysselsatte_innvkat","prosent"
"2006","08","alle","67","sysselsatte_innvkat","prosent"
"2006","08","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2006","08","innvandrere","53","sysselsatte_innvkat","prosent"
"2006","09","alle","67","sysselsatte_innvkat","prosent"
"2006","09","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2006","09","innvandrere","55","sysselsatte_innvkat","prosent"
"2006","10","alle","68","sysselsatte_innvkat","prosent"
"2006","10","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2006","10","innvandrere","57","sysselsatte_innvkat","prosent"
"2006","11","alle","73","sysselsatte_innvkat","prosent"
"2006","11","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2006","11","innvandrere","65","sysselsatte_innvkat","prosent"
"2006","12","alle","71","sysselsatte_innvkat","prosent"
"2006","12","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2006","12","innvandrere","62","sysselsatte_innvkat","prosent"
"2006","14","alle","74","sysselsatte_innvkat","prosent"
"2006","14","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2006","14","innvandrere","65","sysselsatte_innvkat","prosent"
"2006","15","alle","72","sysselsatte_innvkat","prosent"
"2006","15","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2006","15","innvandrere","65","sysselsatte_innvkat","prosent"
"2006","16","alle","71","sysselsatte_innvkat","prosent"
"2006","16","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2006","16","innvandrere","60","sysselsatte_innvkat","prosent"
"2006","17","alle","69","sysselsatte_innvkat","prosent"
"2006","17","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2006","17","innvandrere","55","sysselsatte_innvkat","prosent"
"2006","18","alle","67","sysselsatte_innvkat","prosent"
"2006","18","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2006","18","innvandrere","56","sysselsatte_innvkat","prosent"
"2006","19","alle","70","sysselsatte_innvkat","prosent"
"2006","19","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2006","19","innvandrere","66","sysselsatte_innvkat","prosent"
"2006","20","alle","68","sysselsatte_innvkat","prosent"
"2006","20","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2006","20","innvandrere","69","sysselsatte_innvkat","prosent"
"2007","00","alle","72","sysselsatte_innvkat","prosent"
"2007","00","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2007","00","innvandrere","63","sysselsatte_innvkat","prosent"
"2007","01","alle","68","sysselsatte_innvkat","prosent"
"2007","01","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2007","01","innvandrere","57","sysselsatte_innvkat","prosent"
"2007","02","alle","74","sysselsatte_innvkat","prosent"
"2007","02","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2007","02","innvandrere","67","sysselsatte_innvkat","prosent"
"2007","03","alle","72","sysselsatte_innvkat","prosent"
"2007","03","befolkningen_ellers","75","sysselsatte_innvkat","prosent"
"2007","03","innvandrere","61","sysselsatte_innvkat","prosent"
"2007","04","alle","68","sysselsatte_innvkat","prosent"
"2007","04","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2007","04","innvandrere","59","sysselsatte_innvkat","prosent"
"2007","05","alle","71","sysselsatte_innvkat","prosent"
"2007","05","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2007","05","innvandrere","62","sysselsatte_innvkat","prosent"
"2007","06","alle","72","sysselsatte_innvkat","prosent"
"2007","06","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2007","06","innvandrere","64","sysselsatte_innvkat","prosent"
"2007","07","alle","69","sysselsatte_innvkat","prosent"
"2007","07","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2007","07","innvandrere","63","sysselsatte_innvkat","prosent"
"2007","08","alle","68","sysselsatte_innvkat","prosent"
"2007","08","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2007","08","innvandrere","57","sysselsatte_innvkat","prosent"
"2007","09","alle","69","sysselsatte_innvkat","prosent"
"2007","09","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2007","09","innvandrere","60","sysselsatte_innvkat","prosent"
"2007","10","alle","71","sysselsatte_innvkat","prosent"
"2007","10","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2007","10","innvandrere","61","sysselsatte_innvkat","prosent"
"2007","11","alle","75","sysselsatte_innvkat","prosent"
"2007","11","befolkningen_ellers","75","sysselsatte_innvkat","prosent"
"2007","11","innvandrere","68","sysselsatte_innvkat","prosent"
"2007","12","alle","73","sysselsatte_innvkat","prosent"
"2007","12","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2007","12","innvandrere","66","sysselsatte_innvkat","prosent"
"2007","14","alle","75","sysselsatte_innvkat","prosent"
"2007","14","befolkningen_ellers","76","sysselsatte_innvkat","prosent"
"2007","14","innvandrere","70","sysselsatte_innvkat","prosent"
"2007","15","alle","74","sysselsatte_innvkat","prosent"
"2007","15","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2007","15","innvandrere","69","sysselsatte_innvkat","prosent"
"2007","16","alle","72","sysselsatte_innvkat","prosent"
"2007","16","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2007","16","innvandrere","63","sysselsatte_innvkat","prosent"
"2007","17","alle","71","sysselsatte_innvkat","prosent"
"2007","17","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2007","17","innvandrere","61","sysselsatte_innvkat","prosent"
"2007","18","alle","69","sysselsatte_innvkat","prosent"
"2007","18","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2007","18","innvandrere","61","sysselsatte_innvkat","prosent"
"2007","19","alle","71","sysselsatte_innvkat","prosent"
"2007","19","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2007","19","innvandrere","68","sysselsatte_innvkat","prosent"
"2007","20","alle","70","sysselsatte_innvkat","prosent"
"2007","20","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2007","20","innvandrere","71","sysselsatte_innvkat","prosent"
"2008","00","alle","72","sysselsatte_innvkat","prosent"
"2008","00","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2008","00","innvandrere","64","sysselsatte_innvkat","prosent"
"2008","01","alle","68","sysselsatte_innvkat","prosent"
"2008","01","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2008","01","innvandrere","58","sysselsatte_innvkat","prosent"
"2008","02","alle","73","sysselsatte_innvkat","prosent"
"2008","02","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2008","02","innvandrere","67","sysselsatte_innvkat","prosent"
"2008","03","alle","72","sysselsatte_innvkat","prosent"
"2008","03","befolkningen_ellers","75","sysselsatte_innvkat","prosent"
"2008","03","innvandrere","61","sysselsatte_innvkat","prosent"
"2008","04","alle","68","sysselsatte_innvkat","prosent"
"2008","04","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2008","04","innvandrere","60","sysselsatte_innvkat","prosent"
"2008","05","alle","71","sysselsatte_innvkat","prosent"
"2008","05","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2008","05","innvandrere","64","sysselsatte_innvkat","prosent"
"2008","06","alle","72","sysselsatte_innvkat","prosent"
"2008","06","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2008","06","innvandrere","65","sysselsatte_innvkat","prosent"
"2008","07","alle","69","sysselsatte_innvkat","prosent"
"2008","07","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2008","07","innvandrere","63","sysselsatte_innvkat","prosent"
"2008","08","alle","69","sysselsatte_innvkat","prosent"
"2008","08","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2008","08","innvandrere","59","sysselsatte_innvkat","prosent"
"2008","09","alle","69","sysselsatte_innvkat","prosent"
"2008","09","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2008","09","innvandrere","61","sysselsatte_innvkat","prosent"
"2008","10","alle","71","sysselsatte_innvkat","prosent"
"2008","10","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2008","10","innvandrere","63","sysselsatte_innvkat","prosent"
"2008","11","alle","75","sysselsatte_innvkat","prosent"
"2008","11","befolkningen_ellers","76","sysselsatte_innvkat","prosent"
"2008","11","innvandrere","70","sysselsatte_innvkat","prosent"
"2008","12","alle","73","sysselsatte_innvkat","prosent"
"2008","12","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2008","12","innvandrere","66","sysselsatte_innvkat","prosent"
"2008","14","alle","75","sysselsatte_innvkat","prosent"
"2008","14","befolkningen_ellers","76","sysselsatte_innvkat","prosent"
"2008","14","innvandrere","70","sysselsatte_innvkat","prosent"
"2008","15","alle","74","sysselsatte_innvkat","prosent"
"2008","15","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2008","15","innvandrere","72","sysselsatte_innvkat","prosent"
"2008","16","alle","72","sysselsatte_innvkat","prosent"
"2008","16","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2008","16","innvandrere","64","sysselsatte_innvkat","prosent"
"2008","17","alle","70","sysselsatte_innvkat","prosent"
"2008","17","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2008","17","innvandrere","62","sysselsatte_innvkat","prosent"
"2008","18","alle","69","sysselsatte_innvkat","prosent"
"2008","18","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2008","18","innvandrere","64","sysselsatte_innvkat","prosent"
"2008","19","alle","71","sysselsatte_innvkat","prosent"
"2008","19","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2008","19","innvandrere","68","sysselsatte_innvkat","prosent"
"2008","20","alle","70","sysselsatte_innvkat","prosent"
"2008","20","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2008","20","innvandrere","72","sysselsatte_innvkat","prosent"
"2009","00","alle","70","sysselsatte_innvkat","prosent"
"2009","00","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2009","00","innvandrere","62","sysselsatte_innvkat","prosent"
"2009","01","alle","65","sysselsatte_innvkat","prosent"
"2009","01","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2009","01","innvandrere","54","sysselsatte_innvkat","prosent"
"2009","02","alle","71","sysselsatte_innvkat","prosent"
"2009","02","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2009","02","innvandrere","65","sysselsatte_innvkat","prosent"
"2009","03","alle","70","sysselsatte_innvkat","prosent"
"2009","03","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2009","03","innvandrere","59","sysselsatte_innvkat","prosent"
"2009","04","alle","66","sysselsatte_innvkat","prosent"
"2009","04","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2009","04","innvandrere","57","sysselsatte_innvkat","prosent"
"2009","05","alle","69","sysselsatte_innvkat","prosent"
"2009","05","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2009","05","innvandrere","59","sysselsatte_innvkat","prosent"
"2009","06","alle","70","sysselsatte_innvkat","prosent"
"2009","06","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2009","06","innvandrere","62","sysselsatte_innvkat","prosent"
"2009","07","alle","67","sysselsatte_innvkat","prosent"
"2009","07","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2009","07","innvandrere","60","sysselsatte_innvkat","prosent"
"2009","08","alle","67","sysselsatte_innvkat","prosent"
"2009","08","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2009","08","innvandrere","55","sysselsatte_innvkat","prosent"
"2009","09","alle","67","sysselsatte_innvkat","prosent"
"2009","09","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2009","09","innvandrere","58","sysselsatte_innvkat","prosent"
"2009","10","alle","69","sysselsatte_innvkat","prosent"
"2009","10","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2009","10","innvandrere","60","sysselsatte_innvkat","prosent"
"2009","11","alle","73","sysselsatte_innvkat","prosent"
"2009","11","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2009","11","innvandrere","67","sysselsatte_innvkat","prosent"
"2009","12","alle","72","sysselsatte_innvkat","prosent"
"2009","12","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2009","12","innvandrere","64","sysselsatte_innvkat","prosent"
"2009","14","alle","73","sysselsatte_innvkat","prosent"
"2009","14","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2009","14","innvandrere","67","sysselsatte_innvkat","prosent"
"2009","15","alle","72","sysselsatte_innvkat","prosent"
"2009","15","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2009","15","innvandrere","69","sysselsatte_innvkat","prosent"
"2009","16","alle","70","sysselsatte_innvkat","prosent"
"2009","16","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2009","16","innvandrere","62","sysselsatte_innvkat","prosent"
"2009","17","alle","69","sysselsatte_innvkat","prosent"
"2009","17","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2009","17","innvandrere","57","sysselsatte_innvkat","prosent"
"2009","18","alle","68","sysselsatte_innvkat","prosent"
"2009","18","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2009","18","innvandrere","62","sysselsatte_innvkat","prosent"
"2009","19","alle","69","sysselsatte_innvkat","prosent"
"2009","19","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2009","19","innvandrere","65","sysselsatte_innvkat","prosent"
"2009","20","alle","69","sysselsatte_innvkat","prosent"
"2009","20","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2009","20","innvandrere","70","sysselsatte_innvkat","prosent"
"2010","00","alle","69","sysselsatte_innvkat","prosent"
"2010","00","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2010","00","innvandrere","62","sysselsatte_innvkat","prosent"
"2010","01","alle","65","sysselsatte_innvkat","prosent"
"2010","01","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2010","01","innvandrere","54","sysselsatte_innvkat","prosent"
"2010","02","alle","71","sysselsatte_innvkat","prosent"
"2010","02","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2010","02","innvandrere","64","sysselsatte_innvkat","prosent"
"2010","03","alle","69","sysselsatte_innvkat","prosent"
"2010","03","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2010","03","innvandrere","59","sysselsatte_innvkat","prosent"
"2010","04","alle","66","sysselsatte_innvkat","prosent"
"2010","04","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2010","04","innvandrere","57","sysselsatte_innvkat","prosent"
"2010","05","alle","69","sysselsatte_innvkat","prosent"
"2010","05","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2010","05","innvandrere","60","sysselsatte_innvkat","prosent"
"2010","06","alle","69","sysselsatte_innvkat","prosent"
"2010","06","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2010","06","innvandrere","62","sysselsatte_innvkat","prosent"
"2010","07","alle","66","sysselsatte_innvkat","prosent"
"2010","07","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2010","07","innvandrere","60","sysselsatte_innvkat","prosent"
"2010","08","alle","66","sysselsatte_innvkat","prosent"
"2010","08","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2010","08","innvandrere","55","sysselsatte_innvkat","prosent"
"2010","09","alle","66","sysselsatte_innvkat","prosent"
"2010","09","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2010","09","innvandrere","58","sysselsatte_innvkat","prosent"
"2010","10","alle","68","sysselsatte_innvkat","prosent"
"2010","10","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2010","10","innvandrere","59","sysselsatte_innvkat","prosent"
"2010","11","alle","73","sysselsatte_innvkat","prosent"
"2010","11","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2010","11","innvandrere","67","sysselsatte_innvkat","prosent"
"2010","12","alle","71","sysselsatte_innvkat","prosent"
"2010","12","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2010","12","innvandrere","63","sysselsatte_innvkat","prosent"
"2010","14","alle","73","sysselsatte_innvkat","prosent"
"2010","14","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2010","14","innvandrere","66","sysselsatte_innvkat","prosent"
"2010","15","alle","71","sysselsatte_innvkat","prosent"
"2010","15","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2010","15","innvandrere","68","sysselsatte_innvkat","prosent"
"2010","16","alle","69","sysselsatte_innvkat","prosent"
"2010","16","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2010","16","innvandrere","62","sysselsatte_innvkat","prosent"
"2010","17","alle","68","sysselsatte_innvkat","prosent"
"2010","17","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2010","17","innvandrere","56","sysselsatte_innvkat","prosent"
"2010","18","alle","68","sysselsatte_innvkat","prosent"
"2010","18","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2010","18","innvandrere","62","sysselsatte_innvkat","prosent"
"2010","19","alle","69","sysselsatte_innvkat","prosent"
"2010","19","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2010","19","innvandrere","65","sysselsatte_innvkat","prosent"
"2010","20","alle","68","sysselsatte_innvkat","prosent"
"2010","20","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2010","20","innvandrere","70","sysselsatte_innvkat","prosent"
"2011","00","alle","69","sysselsatte_innvkat","prosent"
"2011","00","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2011","00","innvandrere","63","sysselsatte_innvkat","prosent"
"2011","01","alle","64","sysselsatte_innvkat","prosent"
"2011","01","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2011","01","innvandrere","55","sysselsatte_innvkat","prosent"
"2011","02","alle","71","sysselsatte_innvkat","prosent"
"2011","02","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2011","02","innvandrere","66","sysselsatte_innvkat","prosent"
"2011","03","alle","70","sysselsatte_innvkat","prosent"
"2011","03","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2011","03","innvandrere","61","sysselsatte_innvkat","prosent"
"2011","04","alle","65","sysselsatte_innvkat","prosent"
"2011","04","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2011","04","innvandrere","57","sysselsatte_innvkat","prosent"
"2011","05","alle","68","sysselsatte_innvkat","prosent"
"2011","05","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2011","05","innvandrere","61","sysselsatte_innvkat","prosent"
"2011","06","alle","69","sysselsatte_innvkat","prosent"
"2011","06","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2011","06","innvandrere","63","sysselsatte_innvkat","prosent"
"2011","07","alle","66","sysselsatte_innvkat","prosent"
"2011","07","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2011","07","innvandrere","61","sysselsatte_innvkat","prosent"
"2011","08","alle","65","sysselsatte_innvkat","prosent"
"2011","08","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2011","08","innvandrere","56","sysselsatte_innvkat","prosent"
"2011","09","alle","66","sysselsatte_innvkat","prosent"
"2011","09","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2011","09","innvandrere","58","sysselsatte_innvkat","prosent"
"2011","10","alle","68","sysselsatte_innvkat","prosent"
"2011","10","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2011","10","innvandrere","60","sysselsatte_innvkat","prosent"
"2011","11","alle","73","sysselsatte_innvkat","prosent"
"2011","11","befolkningen_ellers","74","sysselsatte_innvkat","prosent"
"2011","11","innvandrere","70","sysselsatte_innvkat","prosent"
"2011","12","alle","71","sysselsatte_innvkat","prosent"
"2011","12","befolkningen_ellers","72","sysselsatte_innvkat","prosent"
"2011","12","innvandrere","65","sysselsatte_innvkat","prosent"
"2011","14","alle","73","sysselsatte_innvkat","prosent"
"2011","14","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2011","14","innvandrere","70","sysselsatte_innvkat","prosent"
"2011","15","alle","71","sysselsatte_innvkat","prosent"
"2011","15","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2011","15","innvandrere","69","sysselsatte_innvkat","prosent"
"2011","16","alle","70","sysselsatte_innvkat","prosent"
"2011","16","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2011","16","innvandrere","62","sysselsatte_innvkat","prosent"
