"fylke_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"15","ettaar","alle","annet","2012","prosent","28","intro_status_arbutd"
"16","ettaar","alle","annet","2012","prosent","32","intro_status_arbutd"
"17","ettaar","alle","annet","2012","prosent","18","intro_status_arbutd"
"18","ettaar","alle","annet","2012","prosent","22","intro_status_arbutd"
"19","ettaar","alle","annet","2012","prosent","24","intro_status_arbutd"
"20","ettaar","alle","annet","2012","prosent","19","intro_status_arbutd"
"00","ettaar","1","alle","2012","personer","1876","intro_status_arbutd"
"01","ettaar","1","alle","2012","personer","71","intro_status_arbutd"
"02","ettaar","1","alle","2012","personer","131","intro_status_arbutd"
"03","ettaar","1","alle","2012","personer","116","intro_status_arbutd"
"04","ettaar","1","alle","2012","personer","81","intro_status_arbutd"
"05","ettaar","1","alle","2012","personer","94","intro_status_arbutd"
"06","ettaar","1","alle","2012","personer","92","intro_status_arbutd"
"07","ettaar","1","alle","2012","personer","47","intro_status_arbutd"
"08","ettaar","1","alle","2012","personer","116","intro_status_arbutd"
"09","ettaar","1","alle","2012","personer","51","intro_status_arbutd"
"10","ettaar","1","alle","2012","personer","98","intro_status_arbutd"
"11","ettaar","1","alle","2012","personer","115","intro_status_arbutd"
"12","ettaar","1","alle","2012","personer","179","intro_status_arbutd"
"14","ettaar","1","alle","2012","personer","55","intro_status_arbutd"
"15","ettaar","1","alle","2012","personer","83","intro_status_arbutd"
"16","ettaar","1","alle","2012","personer","121","intro_status_arbutd"
"17","ettaar","1","alle","2012","personer","87","intro_status_arbutd"
"18","ettaar","1","alle","2012","personer","190","intro_status_arbutd"
"19","ettaar","1","alle","2012","personer","97","intro_status_arbutd"
"20","ettaar","1","alle","2012","personer","52","intro_status_arbutd"
"00","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"01","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"02","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"03","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"04","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"05","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"06","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"07","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"08","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"09","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"10","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"11","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"12","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"14","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"15","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"16","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"17","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"18","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"19","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"20","ettaar","1","alle","2012","prosent","100","intro_status_arbutd"
"00","ettaar","1","arbutd","2012","personer","1334","intro_status_arbutd"
"01","ettaar","1","arbutd","2012","personer","42","intro_status_arbutd"
"02","ettaar","1","arbutd","2012","personer","96","intro_status_arbutd"
"03","ettaar","1","arbutd","2012","personer","92","intro_status_arbutd"
"04","ettaar","1","arbutd","2012","personer","54","intro_status_arbutd"
"05","ettaar","1","arbutd","2012","personer","65","intro_status_arbutd"
"06","ettaar","1","arbutd","2012","personer","72","intro_status_arbutd"
"07","ettaar","1","arbutd","2012","personer","26","intro_status_arbutd"
"08","ettaar","1","arbutd","2012","personer","79","intro_status_arbutd"
"09","ettaar","1","arbutd","2012","personer","39","intro_status_arbutd"
"10","ettaar","1","arbutd","2012","personer","69","intro_status_arbutd"
"11","ettaar","1","arbutd","2012","personer","85","intro_status_arbutd"
"12","ettaar","1","arbutd","2012","personer","115","intro_status_arbutd"
"14","ettaar","1","arbutd","2012","personer","37","intro_status_arbutd"
"15","ettaar","1","arbutd","2012","personer","58","intro_status_arbutd"
"16","ettaar","1","arbutd","2012","personer","80","intro_status_arbutd"
"17","ettaar","1","arbutd","2012","personer","73","intro_status_arbutd"
"18","ettaar","1","arbutd","2012","personer","143","intro_status_arbutd"
"19","ettaar","1","arbutd","2012","personer","68","intro_status_arbutd"
"20","ettaar","1","arbutd","2012","personer","41","intro_status_arbutd"
"00","ettaar","1","ledig_tiltak","2012","personer","192","intro_status_arbutd"
"01","ettaar","1","ledig_tiltak","2012","personer","13","intro_status_arbutd"
"02","ettaar","1","ledig_tiltak","2012","personer","11","intro_status_arbutd"
"03","ettaar","1","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"04","ettaar","1","ledig_tiltak","2012","personer","9","intro_status_arbutd"
"05","ettaar","1","ledig_tiltak","2012","personer","11","intro_status_arbutd"
"06","ettaar","1","ledig_tiltak","2012","personer","8","intro_status_arbutd"
"07","ettaar","1","ledig_tiltak","2012","personer","8","intro_status_arbutd"
"08","ettaar","1","ledig_tiltak","2012","personer","14","intro_status_arbutd"
"09","ettaar","1","ledig_tiltak","2012","personer","5","intro_status_arbutd"
"10","ettaar","1","ledig_tiltak","2012","personer","6","intro_status_arbutd"
"11","ettaar","1","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"12","ettaar","1","ledig_tiltak","2012","personer","19","intro_status_arbutd"
"14","ettaar","1","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"15","ettaar","1","ledig_tiltak","2012","personer","9","intro_status_arbutd"
"16","ettaar","1","ledig_tiltak","2012","personer","15","intro_status_arbutd"
"17","ettaar","1","ledig_tiltak","2012","personer","6","intro_status_arbutd"
"18","ettaar","1","ledig_tiltak","2012","personer","21","intro_status_arbutd"
"19","ettaar","1","ledig_tiltak","2012","personer","11","intro_status_arbutd"
"20","ettaar","1","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"00","ettaar","1","annet","2012","personer","350","intro_status_arbutd"
"01","ettaar","1","annet","2012","personer","16","intro_status_arbutd"
"02","ettaar","1","annet","2012","personer","24","intro_status_arbutd"
"03","ettaar","1","annet","2012","personer",":","intro_status_arbutd"
"04","ettaar","1","annet","2012","personer","18","intro_status_arbutd"
"05","ettaar","1","annet","2012","personer","18","intro_status_arbutd"
"06","ettaar","1","annet","2012","personer","12","intro_status_arbutd"
"07","ettaar","1","annet","2012","personer","13","intro_status_arbutd"
"08","ettaar","1","annet","2012","personer","23","intro_status_arbutd"
"09","ettaar","1","annet","2012","personer","7","intro_status_arbutd"
"10","ettaar","1","annet","2012","personer","23","intro_status_arbutd"
"11","ettaar","1","annet","2012","personer",":","intro_status_arbutd"
"12","ettaar","1","annet","2012","personer","45","intro_status_arbutd"
"14","ettaar","1","annet","2012","personer",":","intro_status_arbutd"
"15","ettaar","1","annet","2012","personer","16","intro_status_arbutd"
"16","ettaar","1","annet","2012","personer","26","intro_status_arbutd"
"17","ettaar","1","annet","2012","personer","8","intro_status_arbutd"
"18","ettaar","1","annet","2012","personer","26","intro_status_arbutd"
"19","ettaar","1","annet","2012","personer","18","intro_status_arbutd"
"20","ettaar","1","annet","2012","personer",":","intro_status_arbutd"
"00","ettaar","1","arbutd","2012","prosent","71","intro_status_arbutd"
"01","ettaar","1","arbutd","2012","prosent","59","intro_status_arbutd"
"02","ettaar","1","arbutd","2012","prosent","73","intro_status_arbutd"
"03","ettaar","1","arbutd","2012","prosent","79","intro_status_arbutd"
"04","ettaar","1","arbutd","2012","prosent","67","intro_status_arbutd"
"05","ettaar","1","arbutd","2012","prosent","69","intro_status_arbutd"
"06","ettaar","1","arbutd","2012","prosent","78","intro_status_arbutd"
"07","ettaar","1","arbutd","2012","prosent","55","intro_status_arbutd"
"08","ettaar","1","arbutd","2012","prosent","68","intro_status_arbutd"
"09","ettaar","1","arbutd","2012","prosent","76","intro_status_arbutd"
"10","ettaar","1","arbutd","2012","prosent","70","intro_status_arbutd"
"11","ettaar","1","arbutd","2012","prosent","74","intro_status_arbutd"
"12","ettaar","1","arbutd","2012","prosent","64","intro_status_arbutd"
"14","ettaar","1","arbutd","2012","prosent","67","intro_status_arbutd"
"15","ettaar","1","arbutd","2012","prosent","70","intro_status_arbutd"
"16","ettaar","1","arbutd","2012","prosent","66","intro_status_arbutd"
"17","ettaar","1","arbutd","2012","prosent","84","intro_status_arbutd"
"18","ettaar","1","arbutd","2012","prosent","75","intro_status_arbutd"
"19","ettaar","1","arbutd","2012","prosent","70","intro_status_arbutd"
"20","ettaar","1","arbutd","2012","prosent","79","intro_status_arbutd"
"00","ettaar","1","ledig_tiltak","2012","prosent","10","intro_status_arbutd"
"01","ettaar","1","ledig_tiltak","2012","prosent","18","intro_status_arbutd"
"02","ettaar","1","ledig_tiltak","2012","prosent","8","intro_status_arbutd"
"03","ettaar","1","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"04","ettaar","1","ledig_tiltak","2012","prosent","11","intro_status_arbutd"
"05","ettaar","1","ledig_tiltak","2012","prosent","12","intro_status_arbutd"
"06","ettaar","1","ledig_tiltak","2012","prosent","9","intro_status_arbutd"
"07","ettaar","1","ledig_tiltak","2012","prosent","17","intro_status_arbutd"
"08","ettaar","1","ledig_tiltak","2012","prosent","12","intro_status_arbutd"
"09","ettaar","1","ledig_tiltak","2012","prosent","10","intro_status_arbutd"
"10","ettaar","1","ledig_tiltak","2012","prosent","6","intro_status_arbutd"
"11","ettaar","1","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"12","ettaar","1","ledig_tiltak","2012","prosent","11","intro_status_arbutd"
"14","ettaar","1","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"15","ettaar","1","ledig_tiltak","2012","prosent","11","intro_status_arbutd"
"16","ettaar","1","ledig_tiltak","2012","prosent","12","intro_status_arbutd"
"17","ettaar","1","ledig_tiltak","2012","prosent","7","intro_status_arbutd"
"18","ettaar","1","ledig_tiltak","2012","prosent","11","intro_status_arbutd"
"19","ettaar","1","ledig_tiltak","2012","prosent","11","intro_status_arbutd"
"20","ettaar","1","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"00","ettaar","1","annet","2012","prosent","19","intro_status_arbutd"
"01","ettaar","1","annet","2012","prosent","23","intro_status_arbutd"
"02","ettaar","1","annet","2012","prosent","18","intro_status_arbutd"
"03","ettaar","1","annet","2012","prosent",":","intro_status_arbutd"
"04","ettaar","1","annet","2012","prosent","22","intro_status_arbutd"
"05","ettaar","1","annet","2012","prosent","19","intro_status_arbutd"
"06","ettaar","1","annet","2012","prosent","13","intro_status_arbutd"
"07","ettaar","1","annet","2012","prosent","28","intro_status_arbutd"
"08","ettaar","1","annet","2012","prosent","20","intro_status_arbutd"
"09","ettaar","1","annet","2012","prosent","14","intro_status_arbutd"
"10","ettaar","1","annet","2012","prosent","23","intro_status_arbutd"
"11","ettaar","1","annet","2012","prosent",":","intro_status_arbutd"
"12","ettaar","1","annet","2012","prosent","25","intro_status_arbutd"
"14","ettaar","1","annet","2012","prosent",":","intro_status_arbutd"
"15","ettaar","1","annet","2012","prosent","19","intro_status_arbutd"
"16","ettaar","1","annet","2012","prosent","21","intro_status_arbutd"
"17","ettaar","1","annet","2012","prosent","9","intro_status_arbutd"
"18","ettaar","1","annet","2012","prosent","14","intro_status_arbutd"
"19","ettaar","1","annet","2012","prosent","19","intro_status_arbutd"
"20","ettaar","1","annet","2012","prosent",":","intro_status_arbutd"
"00","ettaar","0","alle","2012","personer","1614","intro_status_arbutd"
"01","ettaar","0","alle","2012","personer","64","intro_status_arbutd"
"02","ettaar","0","alle","2012","personer","132","intro_status_arbutd"
"03","ettaar","0","alle","2012","personer","154","intro_status_arbutd"
"04","ettaar","0","alle","2012","personer","57","intro_status_arbutd"
"05","ettaar","0","alle","2012","personer","79","intro_status_arbutd"
"06","ettaar","0","alle","2012","personer","105","intro_status_arbutd"
"07","ettaar","0","alle","2012","personer","56","intro_status_arbutd"
"08","ettaar","0","alle","2012","personer","97","intro_status_arbutd"
"09","ettaar","0","alle","2012","personer","40","intro_status_arbutd"
"10","ettaar","0","alle","2012","personer","86","intro_status_arbutd"
"11","ettaar","0","alle","2012","personer","92","intro_status_arbutd"
"12","ettaar","0","alle","2012","personer","157","intro_status_arbutd"
"14","ettaar","0","alle","2012","personer","37","intro_status_arbutd"
"15","ettaar","0","alle","2012","personer","69","intro_status_arbutd"
"16","ettaar","0","alle","2012","personer","97","intro_status_arbutd"
"17","ettaar","0","alle","2012","personer","60","intro_status_arbutd"
"18","ettaar","0","alle","2012","personer","132","intro_status_arbutd"
"19","ettaar","0","alle","2012","personer","59","intro_status_arbutd"
"20","ettaar","0","alle","2012","personer","41","intro_status_arbutd"
"00","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"01","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"02","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"03","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"04","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"05","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"06","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"07","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"08","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"09","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"10","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"11","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"12","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"14","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"15","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"16","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"17","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"18","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"19","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"20","ettaar","0","alle","2012","prosent","100","intro_status_arbutd"
"00","ettaar","0","arbutd","2012","personer","851","intro_status_arbutd"
"01","ettaar","0","arbutd","2012","personer","25","intro_status_arbutd"
"02","ettaar","0","arbutd","2012","personer","69","intro_status_arbutd"
"03","ettaar","0","arbutd","2012","personer","74","intro_status_arbutd"
"04","ettaar","0","arbutd","2012","personer","33","intro_status_arbutd"
"05","ettaar","0","arbutd","2012","personer","45","intro_status_arbutd"
"06","ettaar","0","arbutd","2012","personer","58","intro_status_arbutd"
"07","ettaar","0","arbutd","2012","personer","19","intro_status_arbutd"
"08","ettaar","0","arbutd","2012","personer","57","intro_status_arbutd"
"09","ettaar","0","arbutd","2012","personer","21","intro_status_arbutd"
"10","ettaar","0","arbutd","2012","personer","48","intro_status_arbutd"
"11","ettaar","0","arbutd","2012","personer","56","intro_status_arbutd"
"12","ettaar","0","arbutd","2012","personer","81","intro_status_arbutd"
"14","ettaar","0","arbutd","2012","personer","20","intro_status_arbutd"
"15","ettaar","0","arbutd","2012","personer","37","intro_status_arbutd"
"16","ettaar","0","arbutd","2012","personer","47","intro_status_arbutd"
"17","ettaar","0","arbutd","2012","personer","34","intro_status_arbutd"
"18","ettaar","0","arbutd","2012","personer","66","intro_status_arbutd"
"19","ettaar","0","arbutd","2012","personer","35","intro_status_arbutd"
"20","ettaar","0","arbutd","2012","personer","26","intro_status_arbutd"
"00","ettaar","0","ledig_tiltak","2012","personer","175","intro_status_arbutd"
"01","ettaar","0","ledig_tiltak","2012","personer","12","intro_status_arbutd"
"02","ettaar","0","ledig_tiltak","2012","personer","13","intro_status_arbutd"
"03","ettaar","0","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"04","ettaar","0","ledig_tiltak","2012","personer","8","intro_status_arbutd"
"05","ettaar","0","ledig_tiltak","2012","personer","9","intro_status_arbutd"
"06","ettaar","0","ledig_tiltak","2012","personer","17","intro_status_arbutd"
"07","ettaar","0","ledig_tiltak","2012","personer","10","intro_status_arbutd"
"08","ettaar","0","ledig_tiltak","2012","personer","16","intro_status_arbutd"
"09","ettaar","0","ledig_tiltak","2012","personer","5","intro_status_arbutd"
"10","ettaar","0","ledig_tiltak","2012","personer","9","intro_status_arbutd"
"11","ettaar","0","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"12","ettaar","0","ledig_tiltak","2012","personer","15","intro_status_arbutd"
"14","ettaar","0","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"15","ettaar","0","ledig_tiltak","2012","personer","6","intro_status_arbutd"
"16","ettaar","0","ledig_tiltak","2012","personer","7","intro_status_arbutd"
"17","ettaar","0","ledig_tiltak","2012","personer","8","intro_status_arbutd"
"18","ettaar","0","ledig_tiltak","2012","personer","20","intro_status_arbutd"
"19","ettaar","0","ledig_tiltak","2012","personer","4","intro_status_arbutd"
"20","ettaar","0","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"00","ettaar","0","annet","2012","personer","588","intro_status_arbutd"
"01","ettaar","0","annet","2012","personer","27","intro_status_arbutd"
"02","ettaar","0","annet","2012","personer","50","intro_status_arbutd"
"03","ettaar","0","annet","2012","personer",":","intro_status_arbutd"
"04","ettaar","0","annet","2012","personer","16","intro_status_arbutd"
"05","ettaar","0","annet","2012","personer","25","intro_status_arbutd"
"06","ettaar","0","annet","2012","personer","30","intro_status_arbutd"
"07","ettaar","0","annet","2012","personer","27","intro_status_arbutd"
"08","ettaar","0","annet","2012","personer","24","intro_status_arbutd"
"09","ettaar","0","annet","2012","personer","14","intro_status_arbutd"
"10","ettaar","0","annet","2012","personer","29","intro_status_arbutd"
"11","ettaar","0","annet","2012","personer",":","intro_status_arbutd"
"12","ettaar","0","annet","2012","personer","61","intro_status_arbutd"
"14","ettaar","0","annet","2012","personer",":","intro_status_arbutd"
"15","ettaar","0","annet","2012","personer","26","intro_status_arbutd"
"16","ettaar","0","annet","2012","personer","43","intro_status_arbutd"
"17","ettaar","0","annet","2012","personer","18","intro_status_arbutd"
"18","ettaar","0","annet","2012","personer","46","intro_status_arbutd"
"19","ettaar","0","annet","2012","personer","20","intro_status_arbutd"
"20","ettaar","0","annet","2012","personer",":","intro_status_arbutd"
"00","ettaar","0","arbutd","2012","prosent","53","intro_status_arbutd"
"01","ettaar","0","arbutd","2012","prosent","39","intro_status_arbutd"
"02","ettaar","0","arbutd","2012","prosent","52","intro_status_arbutd"
"03","ettaar","0","arbutd","2012","prosent","48","intro_status_arbutd"
"04","ettaar","0","arbutd","2012","prosent","58","intro_status_arbutd"
"05","ettaar","0","arbutd","2012","prosent","57","intro_status_arbutd"
"06","ettaar","0","arbutd","2012","prosent","55","intro_status_arbutd"
"07","ettaar","0","arbutd","2012","prosent","34","intro_status_arbutd"
"08","ettaar","0","arbutd","2012","prosent","59","intro_status_arbutd"
"09","ettaar","0","arbutd","2012","prosent","53","intro_status_arbutd"
"10","ettaar","0","arbutd","2012","prosent","56","intro_status_arbutd"
"11","ettaar","0","arbutd","2012","prosent","61","intro_status_arbutd"
"12","ettaar","0","arbutd","2012","prosent","52","intro_status_arbutd"
"14","ettaar","0","arbutd","2012","prosent","54","intro_status_arbutd"
"15","ettaar","0","arbutd","2012","prosent","54","intro_status_arbutd"
"16","ettaar","0","arbutd","2012","prosent","48","intro_status_arbutd"
"17","ettaar","0","arbutd","2012","prosent","57","intro_status_arbutd"
"18","ettaar","0","arbutd","2012","prosent","50","intro_status_arbutd"
"19","ettaar","0","arbutd","2012","prosent","59","intro_status_arbutd"
"20","ettaar","0","arbutd","2012","prosent","63","intro_status_arbutd"
"00","ettaar","0","ledig_tiltak","2012","prosent","11","intro_status_arbutd"
"01","ettaar","0","ledig_tiltak","2012","prosent","19","intro_status_arbutd"
"02","ettaar","0","ledig_tiltak","2012","prosent","10","intro_status_arbutd"
"03","ettaar","0","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"04","ettaar","0","ledig_tiltak","2012","prosent","14","intro_status_arbutd"
"05","ettaar","0","ledig_tiltak","2012","prosent","11","intro_status_arbutd"
"06","ettaar","0","ledig_tiltak","2012","prosent","16","intro_status_arbutd"
"07","ettaar","0","ledig_tiltak","2012","prosent","18","intro_status_arbutd"
"08","ettaar","0","ledig_tiltak","2012","prosent","16","intro_status_arbutd"
"09","ettaar","0","ledig_tiltak","2012","prosent","13","intro_status_arbutd"
"10","ettaar","0","ledig_tiltak","2012","prosent","10","intro_status_arbutd"
"11","ettaar","0","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"12","ettaar","0","ledig_tiltak","2012","prosent","10","intro_status_arbutd"
"14","ettaar","0","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"15","ettaar","0","ledig_tiltak","2012","prosent","9","intro_status_arbutd"
"16","ettaar","0","ledig_tiltak","2012","prosent","7","intro_status_arbutd"
"17","ettaar","0","ledig_tiltak","2012","prosent","13","intro_status_arbutd"
"18","ettaar","0","ledig_tiltak","2012","prosent","15","intro_status_arbutd"
"19","ettaar","0","ledig_tiltak","2012","prosent","7","intro_status_arbutd"
"20","ettaar","0","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"00","ettaar","0","annet","2012","prosent","36","intro_status_arbutd"
"01","ettaar","0","annet","2012","prosent","42","intro_status_arbutd"
"02","ettaar","0","annet","2012","prosent","38","intro_status_arbutd"
"03","ettaar","0","annet","2012","prosent",":","intro_status_arbutd"
"04","ettaar","0","annet","2012","prosent","28","intro_status_arbutd"
"05","ettaar","0","annet","2012","prosent","32","intro_status_arbutd"
"06","ettaar","0","annet","2012","prosent","29","intro_status_arbutd"
"07","ettaar","0","annet","2012","prosent","48","intro_status_arbutd"
"08","ettaar","0","annet","2012","prosent","25","intro_status_arbutd"
"09","ettaar","0","annet","2012","prosent","35","intro_status_arbutd"
"10","ettaar","0","annet","2012","prosent","34","intro_status_arbutd"
"11","ettaar","0","annet","2012","prosent",":","intro_status_arbutd"
"12","ettaar","0","annet","2012","prosent","39","intro_status_arbutd"
"14","ettaar","0","annet","2012","prosent",":","intro_status_arbutd"
"15","ettaar","0","annet","2012","prosent","38","intro_status_arbutd"
"16","ettaar","0","annet","2012","prosent","44","intro_status_arbutd"
"17","ettaar","0","annet","2012","prosent","30","intro_status_arbutd"
"18","ettaar","0","annet","2012","prosent","35","intro_status_arbutd"
"19","ettaar","0","annet","2012","prosent","34","intro_status_arbutd"
"20","ettaar","0","annet","2012","prosent",":","intro_status_arbutd"
"00","ettaar","alle","alle","2011","personer","2897","intro_status_arbutd"
"01","ettaar","alle","alle","2011","personer","102","intro_status_arbutd"
"02","ettaar","alle","alle","2011","personer","190","intro_status_arbutd"
"03","ettaar","alle","alle","2011","personer","239","intro_status_arbutd"
"04","ettaar","alle","alle","2011","personer","70","intro_status_arbutd"
"05","ettaar","alle","alle","2011","personer","190","intro_status_arbutd"
"06","ettaar","alle","alle","2011","personer","159","intro_status_arbutd"
"07","ettaar","alle","alle","2011","personer","93","intro_status_arbutd"
"08","ettaar","alle","alle","2011","personer","122","intro_status_arbutd"
"09","ettaar","alle","alle","2011","personer","66","intro_status_arbutd"
"10","ettaar","alle","alle","2011","personer","151","intro_status_arbutd"
"11","ettaar","alle","alle","2011","personer","230","intro_status_arbutd"
"12","ettaar","alle","alle","2011","personer","353","intro_status_arbutd"
"14","ettaar","alle","alle","2011","personer","73","intro_status_arbutd"
"15","ettaar","alle","alle","2011","personer","119","intro_status_arbutd"
"16","ettaar","alle","alle","2011","personer","176","intro_status_arbutd"
"17","ettaar","alle","alle","2011","personer","101","intro_status_arbutd"
"18","ettaar","alle","alle","2011","personer","251","intro_status_arbutd"
"19","ettaar","alle","alle","2011","personer","137","intro_status_arbutd"
"20","ettaar","alle","alle","2011","personer","75","intro_status_arbutd"
"00","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"01","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"02","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"03","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"04","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"05","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"06","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"07","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"08","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"09","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"10","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"11","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"12","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"14","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"15","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"16","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"17","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"18","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"19","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"20","ettaar","alle","alle","2011","prosent","100","intro_status_arbutd"
"00","ettaar","alle","arbutd","2011","personer","1771","intro_status_arbutd"
"01","ettaar","alle","arbutd","2011","personer","48","intro_status_arbutd"
"02","ettaar","alle","arbutd","2011","personer","119","intro_status_arbutd"
"03","ettaar","alle","arbutd","2011","personer","141","intro_status_arbutd"
"04","ettaar","alle","arbutd","2011","personer","44","intro_status_arbutd"
"05","ettaar","alle","arbutd","2011","personer","112","intro_status_arbutd"
"06","ettaar","alle","arbutd","2011","personer","106","intro_status_arbutd"
"07","ettaar","alle","arbutd","2011","personer","52","intro_status_arbutd"
"08","ettaar","alle","arbutd","2011","personer","80","intro_status_arbutd"
"09","ettaar","alle","arbutd","2011","personer","39","intro_status_arbutd"
"10","ettaar","alle","arbutd","2011","personer","100","intro_status_arbutd"
"11","ettaar","alle","arbutd","2011","personer","154","intro_status_arbutd"
"12","ettaar","alle","arbutd","2011","personer","196","intro_status_arbutd"
"14","ettaar","alle","arbutd","2011","personer","44","intro_status_arbutd"
"15","ettaar","alle","arbutd","2011","personer","84","intro_status_arbutd"
"16","ettaar","alle","arbutd","2011","personer","91","intro_status_arbutd"
"17","ettaar","alle","arbutd","2011","personer","70","intro_status_arbutd"
"18","ettaar","alle","arbutd","2011","personer","158","intro_status_arbutd"
"19","ettaar","alle","arbutd","2011","personer","85","intro_status_arbutd"
"20","ettaar","alle","arbutd","2011","personer","48","intro_status_arbutd"
"00","ettaar","alle","ledig_tiltak","2011","personer","347","intro_status_arbutd"
"01","ettaar","alle","ledig_tiltak","2011","personer","22","intro_status_arbutd"
"02","ettaar","alle","ledig_tiltak","2011","personer","24","intro_status_arbutd"
"03","ettaar","alle","ledig_tiltak","2011","personer","27","intro_status_arbutd"
"04","ettaar","alle","ledig_tiltak","2011","personer","8","intro_status_arbutd"
"05","ettaar","alle","ledig_tiltak","2011","personer","30","intro_status_arbutd"
"06","ettaar","alle","ledig_tiltak","2011","personer","20","intro_status_arbutd"
"07","ettaar","alle","ledig_tiltak","2011","personer","13","intro_status_arbutd"
"08","ettaar","alle","ledig_tiltak","2011","personer","11","intro_status_arbutd"
"09","ettaar","alle","ledig_tiltak","2011","personer","4","intro_status_arbutd"
"10","ettaar","alle","ledig_tiltak","2011","personer","17","intro_status_arbutd"
"11","ettaar","alle","ledig_tiltak","2011","personer","21","intro_status_arbutd"
"12","ettaar","alle","ledig_tiltak","2011","personer","44","intro_status_arbutd"
"14","ettaar","alle","ledig_tiltak","2011","personer","5","intro_status_arbutd"
"15","ettaar","alle","ledig_tiltak","2011","personer","6","intro_status_arbutd"
"16","ettaar","alle","ledig_tiltak","2011","personer","23","intro_status_arbutd"
"17","ettaar","alle","ledig_tiltak","2011","personer","8","intro_status_arbutd"
