aar,kommune_nr,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2014,0819,1,alle,181,sysselsatte_kjonn_land,personer
2014,1420,1,1,181,sysselsatte_kjonn_land,personer
2014,1820,1,alle,181,sysselsatte_kjonn_land,personer
2006,2030,1,alle,182,sysselsatte_kjonn_land,personer
2007,0121,alle,1,182,sysselsatte_kjonn_land,personer
2007,1246,1,1,182,sysselsatte_kjonn_land,personer
2008,0227,2,alle,182,sysselsatte_kjonn_land,personer
2008,1219,1,alle,182,sysselsatte_kjonn_land,personer
2008,1653,1,alle,182,sysselsatte_kjonn_land,personer
2009,0815,1,alle,182,sysselsatte_kjonn_land,personer
2010,0138,1,alle,182,sysselsatte_kjonn_land,personer
2010,1412,alle,0,182,sysselsatte_kjonn_land,personer
2011,0417,1,1,182,sysselsatte_kjonn_land,personer
2011,1211,1,alle,182,sysselsatte_kjonn_land,personer
2011,1702,1,1,182,sysselsatte_kjonn_land,personer
2012,0402,2,0,182,sysselsatte_kjonn_land,personer
2012,1121,2,0,182,sysselsatte_kjonn_land,personer
2012,1438,1,alle,182,sysselsatte_kjonn_land,personer
2012,1528,1,1,182,sysselsatte_kjonn_land,personer
2014,2030,1,0,182,sysselsatte_kjonn_land,personer
2006,0403,1,0,183,sysselsatte_kjonn_land,personer
2006,1120,2,alle,183,sysselsatte_kjonn_land,personer
2007,1252,alle,alle,183,sysselsatte_kjonn_land,personer
2007,1505,1,1,183,sysselsatte_kjonn_land,personer
2008,0221,1,1,183,sysselsatte_kjonn_land,personer
2008,0807,1,alle,183,sysselsatte_kjonn_land,personer
2008,1805,2,1,183,sysselsatte_kjonn_land,personer
2009,1146,1,alle,183,sysselsatte_kjonn_land,personer
2009,1857,alle,0,183,sysselsatte_kjonn_land,personer
2010,0711,1,alle,183,sysselsatte_kjonn_land,personer
2010,1160,1,1,183,sysselsatte_kjonn_land,personer
2010,1252,alle,alle,183,sysselsatte_kjonn_land,personer
2011,1246,1,0,183,sysselsatte_kjonn_land,personer
2012,1624,1,1,183,sysselsatte_kjonn_land,personer
2012,1866,2,alle,183,sysselsatte_kjonn_land,personer
2013,0529,2,alle,183,sysselsatte_kjonn_land,personer
2013,0620,1,1,183,sysselsatte_kjonn_land,personer
2013,1224,1,1,183,sysselsatte_kjonn_land,personer
2014,0627,2,1,183,sysselsatte_kjonn_land,personer
2006,0238,1,alle,184,sysselsatte_kjonn_land,personer
2006,0427,1,alle,184,sysselsatte_kjonn_land,personer
2006,0904,1,1,184,sysselsatte_kjonn_land,personer
2007,1833,2,alle,184,sysselsatte_kjonn_land,personer
2008,0402,2,0,184,sysselsatte_kjonn_land,personer
2008,1127,1,1,184,sysselsatte_kjonn_land,personer
2008,1401,1,alle,184,sysselsatte_kjonn_land,personer
2008,1534,1,1,184,sysselsatte_kjonn_land,personer
2009,1502,2,0,184,sysselsatte_kjonn_land,personer
2009,1525,1,alle,184,sysselsatte_kjonn_land,personer
2009,2004,2,1,184,sysselsatte_kjonn_land,personer
2010,0216,2,0,184,sysselsatte_kjonn_land,personer
2010,1149,2,1,184,sysselsatte_kjonn_land,personer
2010,1253,1,alle,184,sysselsatte_kjonn_land,personer
2010,2004,2,0,184,sysselsatte_kjonn_land,personer
2011,0427,2,0,184,sysselsatte_kjonn_land,personer
2011,0720,2,alle,184,sysselsatte_kjonn_land,personer
2011,1228,1,alle,184,sysselsatte_kjonn_land,personer
2012,1860,1,alle,184,sysselsatte_kjonn_land,personer
2013,0135,1,1,184,sysselsatte_kjonn_land,personer
2013,1865,2,alle,184,sysselsatte_kjonn_land,personer
2014,1141,1,1,184,sysselsatte_kjonn_land,personer
2014,1519,1,alle,184,sysselsatte_kjonn_land,personer
2006,0215,2,alle,185,sysselsatte_kjonn_land,personer
2007,1149,2,1,185,sysselsatte_kjonn_land,personer
2007,1221,1,1,185,sysselsatte_kjonn_land,personer
2008,0722,2,1,185,sysselsatte_kjonn_land,personer
2010,0428,1,alle,185,sysselsatte_kjonn_land,personer
2010,1514,1,alle,185,sysselsatte_kjonn_land,personer
2010,1865,1,alle,185,sysselsatte_kjonn_land,personer
2011,0121,alle,1,185,sysselsatte_kjonn_land,personer
2011,0716,1,1,185,sysselsatte_kjonn_land,personer
2011,1928,alle,0,185,sysselsatte_kjonn_land,personer
2012,1130,1,1,185,sysselsatte_kjonn_land,personer
2012,1264,1,alle,185,sysselsatte_kjonn_land,personer
2012,1516,2,alle,185,sysselsatte_kjonn_land,personer
2012,2012,1,0,185,sysselsatte_kjonn_land,personer
2013,0532,1,alle,185,sysselsatte_kjonn_land,personer
2013,0826,1,alle,185,sysselsatte_kjonn_land,personer
2013,1119,2,0,185,sysselsatte_kjonn_land,personer
2014,1653,2,alle,185,sysselsatte_kjonn_land,personer
2006,0227,1,alle,186,sysselsatte_kjonn_land,personer
2006,0403,2,0,186,sysselsatte_kjonn_land,personer
2006,0620,1,alle,186,sysselsatte_kjonn_land,personer
2006,1804,1,1,186,sysselsatte_kjonn_land,personer
2007,0722,2,0,186,sysselsatte_kjonn_land,personer
2007,1534,1,alle,186,sysselsatte_kjonn_land,personer
2008,1534,2,alle,186,sysselsatte_kjonn_land,personer
2008,2012,1,1,186,sysselsatte_kjonn_land,personer
2009,1145,alle,0,186,sysselsatte_kjonn_land,personer
2010,0722,2,0,186,sysselsatte_kjonn_land,personer
2010,1539,1,alle,186,sysselsatte_kjonn_land,personer
2010,1723,alle,0,186,sysselsatte_kjonn_land,personer
2011,1130,2,alle,186,sysselsatte_kjonn_land,personer
2011,1247,2,0,186,sysselsatte_kjonn_land,personer
2011,1420,1,alle,186,sysselsatte_kjonn_land,personer
2011,1866,2,alle,186,sysselsatte_kjonn_land,personer
2012,1004,2,alle,186,sysselsatte_kjonn_land,personer
2012,1122,1,0,186,sysselsatte_kjonn_land,personer
2012,1133,1,alle,186,sysselsatte_kjonn_land,personer
2013,0402,2,1,186,sysselsatte_kjonn_land,personer
2013,1252,alle,alle,186,sysselsatte_kjonn_land,personer
2013,1620,1,0,186,sysselsatte_kjonn_land,personer
2014,0620,1,1,186,sysselsatte_kjonn_land,personer
2014,1243,2,0,186,sysselsatte_kjonn_land,personer
2014,1443,1,alle,186,sysselsatte_kjonn_land,personer
2014,1721,1,1,186,sysselsatte_kjonn_land,personer
2007,0214,1,0,187,sysselsatte_kjonn_land,personer
2007,1856,alle,1,187,sysselsatte_kjonn_land,personer
2008,2027,alle,0,187,sysselsatte_kjonn_land,personer
2009,1505,2,0,187,sysselsatte_kjonn_land,personer
2010,0226,2,1,187,sysselsatte_kjonn_land,personer
2010,0229,1,1,187,sysselsatte_kjonn_land,personer
2010,1505,1,0,187,sysselsatte_kjonn_land,personer
2010,1702,2,alle,187,sysselsatte_kjonn_land,personer
2011,1714,2,0,187,sysselsatte_kjonn_land,personer
2011,1748,alle,1,187,sysselsatte_kjonn_land,personer
2012,0716,1,1,187,sysselsatte_kjonn_land,personer
2012,1017,1,alle,187,sysselsatte_kjonn_land,personer
2013,1122,2,alle,187,sysselsatte_kjonn_land,personer
2013,1928,alle,0,187,sysselsatte_kjonn_land,personer
2014,0914,1,alle,187,sysselsatte_kjonn_land,personer
2014,1121,2,1,187,sysselsatte_kjonn_land,personer
2006,0125,2,alle,188,sysselsatte_kjonn_land,personer
2006,0501,2,0,188,sysselsatte_kjonn_land,personer
2006,1119,2,alle,188,sysselsatte_kjonn_land,personer
2007,1002,2,alle,188,sysselsatte_kjonn_land,personer
2008,1648,1,alle,188,sysselsatte_kjonn_land,personer
2009,1534,2,alle,188,sysselsatte_kjonn_land,personer
2010,0720,1,0,188,sysselsatte_kjonn_land,personer
2010,1502,2,1,188,sysselsatte_kjonn_land,personer
2012,0221,1,0,188,sysselsatte_kjonn_land,personer
2012,0926,2,alle,188,sysselsatte_kjonn_land,personer
2012,1648,1,1,188,sysselsatte_kjonn_land,personer
2013,0121,alle,1,188,sysselsatte_kjonn_land,personer
2013,1931,2,alle,188,sysselsatte_kjonn_land,personer
2014,1928,alle,0,188,sysselsatte_kjonn_land,personer
2008,1145,alle,0,189,sysselsatte_kjonn_land,personer
2008,1252,alle,alle,189,sysselsatte_kjonn_land,personer
2008,1505,2,1,189,sysselsatte_kjonn_land,personer
2009,0121,alle,1,189,sysselsatte_kjonn_land,personer
2009,0722,1,0,189,sysselsatte_kjonn_land,personer
2009,0722,2,0,189,sysselsatte_kjonn_land,personer
2009,1412,alle,0,189,sysselsatte_kjonn_land,personer
2009,1505,2,1,189,sysselsatte_kjonn_land,personer
2009,2012,1,1,189,sysselsatte_kjonn_land,personer
2010,0617,1,alle,189,sysselsatte_kjonn_land,personer
2010,0720,2,alle,189,sysselsatte_kjonn_land,personer
2011,1004,2,alle,189,sysselsatte_kjonn_land,personer
2012,0427,1,1,189,sysselsatte_kjonn_land,personer
2012,1127,2,alle,189,sysselsatte_kjonn_land,personer
2012,1252,alle,alle,189,sysselsatte_kjonn_land,personer
2012,1857,alle,0,189,sysselsatte_kjonn_land,personer
2013,0136,1,0,189,sysselsatte_kjonn_land,personer
2013,0723,1,alle,189,sysselsatte_kjonn_land,personer
2013,1029,1,alle,189,sysselsatte_kjonn_land,personer
2013,1219,2,alle,189,sysselsatte_kjonn_land,personer
2013,1638,2,alle,189,sysselsatte_kjonn_land,personer
2013,1824,2,alle,189,sysselsatte_kjonn_land,personer
2013,1860,2,alle,189,sysselsatte_kjonn_land,personer
2014,0402,2,0,189,sysselsatte_kjonn_land,personer
2014,1841,1,alle,189,sysselsatte_kjonn_land,personer
2006,0233,2,0,190,sysselsatte_kjonn_land,personer
2006,1748,alle,1,190,sysselsatte_kjonn_land,personer
2007,0402,2,1,190,sysselsatte_kjonn_land,personer
2007,1122,1,alle,190,sysselsatte_kjonn_land,personer
2009,1122,1,1,190,sysselsatte_kjonn_land,personer
2010,0904,2,1,190,sysselsatte_kjonn_land,personer
2010,1145,alle,0,190,sysselsatte_kjonn_land,personer
2010,1246,2,0,190,sysselsatte_kjonn_land,personer
2010,2015,alle,0,190,sysselsatte_kjonn_land,personer
2011,0624,1,0,190,sysselsatte_kjonn_land,personer
2011,1865,2,alle,190,sysselsatte_kjonn_land,personer
2012,0402,1,1,190,sysselsatte_kjonn_land,personer
2012,0623,2,alle,190,sysselsatte_kjonn_land,personer
2013,1216,1,alle,190,sysselsatte_kjonn_land,personer
2013,1514,1,1,190,sysselsatte_kjonn_land,personer
2013,1516,2,alle,190,sysselsatte_kjonn_land,personer
2013,1519,1,alle,190,sysselsatte_kjonn_land,personer
2014,0532,1,alle,190,sysselsatte_kjonn_land,personer
2014,0711,1,1,190,sysselsatte_kjonn_land,personer
2014,1264,1,alle,190,sysselsatte_kjonn_land,personer
2014,1833,2,1,190,sysselsatte_kjonn_land,personer
2014,1857,alle,0,190,sysselsatte_kjonn_land,personer
2006,0627,1,0,191,sysselsatte_kjonn_land,personer
2007,2030,1,alle,191,sysselsatte_kjonn_land,personer
2009,1247,1,0,191,sysselsatte_kjonn_land,personer
2009,1928,alle,0,191,sysselsatte_kjonn_land,personer
2010,0229,2,alle,191,sysselsatte_kjonn_land,personer
2010,0237,1,0,191,sysselsatte_kjonn_land,personer
2010,1014,2,alle,191,sysselsatte_kjonn_land,personer
2012,0533,1,alle,191,sysselsatte_kjonn_land,personer
2012,1120,2,0,191,sysselsatte_kjonn_land,personer
2012,1714,1,1,191,sysselsatte_kjonn_land,personer
2012,1805,2,1,191,sysselsatte_kjonn_land,personer
2013,0128,1,1,191,sysselsatte_kjonn_land,personer
2013,0624,2,0,191,sysselsatte_kjonn_land,personer
2013,1438,1,alle,191,sysselsatte_kjonn_land,personer
2013,1805,1,0,191,sysselsatte_kjonn_land,personer
2013,1866,2,alle,191,sysselsatte_kjonn_land,personer
2014,0534,1,1,191,sysselsatte_kjonn_land,personer
2014,0807,1,1,191,sysselsatte_kjonn_land,personer
2006,2015,alle,0,192,sysselsatte_kjonn_land,personer
2007,0238,2,alle,192,sysselsatte_kjonn_land,personer
2007,1412,alle,0,192,sysselsatte_kjonn_land,personer
2008,0713,1,alle,192,sysselsatte_kjonn_land,personer
2008,1412,alle,0,192,sysselsatte_kjonn_land,personer
2008,1928,alle,0,192,sysselsatte_kjonn_land,personer
2009,1252,alle,alle,192,sysselsatte_kjonn_land,personer
2009,1502,1,0,192,sysselsatte_kjonn_land,personer
2010,0227,1,1,192,sysselsatte_kjonn_land,personer
2010,0228,1,0,192,sysselsatte_kjonn_land,personer
2010,1901,1,1,192,sysselsatte_kjonn_land,personer
2011,2004,2,0,192,sysselsatte_kjonn_land,personer
2012,0121,alle,1,192,sysselsatte_kjonn_land,personer
2012,0236,2,0,192,sysselsatte_kjonn_land,personer
2012,1238,2,alle,192,sysselsatte_kjonn_land,personer
2012,1412,alle,0,192,sysselsatte_kjonn_land,personer
2012,1928,alle,0,192,sysselsatte_kjonn_land,personer
2013,0402,2,0,192,sysselsatte_kjonn_land,personer
2013,0417,1,0,192,sysselsatte_kjonn_land,personer
2013,1127,2,alle,192,sysselsatte_kjonn_land,personer
2013,1244,1,1,192,sysselsatte_kjonn_land,personer
2013,1253,1,1,192,sysselsatte_kjonn_land,personer
2014,0402,2,1,192,sysselsatte_kjonn_land,personer
2014,0814,2,alle,192,sysselsatte_kjonn_land,personer
2014,1520,1,1,192,sysselsatte_kjonn_land,personer
2006,0605,1,0,193,sysselsatte_kjonn_land,personer
2007,1748,alle,1,193,sysselsatte_kjonn_land,personer
2008,0121,alle,1,193,sysselsatte_kjonn_land,personer
2008,1719,2,alle,193,sysselsatte_kjonn_land,personer
2008,1748,alle,1,193,sysselsatte_kjonn_land,personer
2009,0227,2,alle,193,sysselsatte_kjonn_land,personer
2009,0236,1,1,193,sysselsatte_kjonn_land,personer
2009,1620,1,1,193,sysselsatte_kjonn_land,personer
2010,0121,alle,1,193,sysselsatte_kjonn_land,personer
2010,0211,1,0,193,sysselsatte_kjonn_land,personer
2011,0236,1,0,193,sysselsatte_kjonn_land,personer
2011,0534,2,alle,193,sysselsatte_kjonn_land,personer
2011,1703,2,alle,193,sysselsatte_kjonn_land,personer
2012,0534,2,alle,193,sysselsatte_kjonn_land,personer
2012,1017,2,alle,193,sysselsatte_kjonn_land,personer
2012,1146,1,1,193,sysselsatte_kjonn_land,personer
2012,2028,1,alle,193,sysselsatte_kjonn_land,personer
2013,1017,2,alle,193,sysselsatte_kjonn_land,personer
2013,1703,1,alle,193,sysselsatte_kjonn_land,personer
2013,1929,alle,0,193,sysselsatte_kjonn_land,personer
2014,0702,1,1,193,sysselsatte_kjonn_land,personer
2014,1101,2,1,193,sysselsatte_kjonn_land,personer
2014,1120,2,1,193,sysselsatte_kjonn_land,personer
2014,1133,1,alle,193,sysselsatte_kjonn_land,personer
2014,2012,1,0,193,sysselsatte_kjonn_land,personer
2014,2012,2,1,193,sysselsatte_kjonn_land,personer
2006,0101,2,0,194,sysselsatte_kjonn_land,personer
2006,0604,2,0,194,sysselsatte_kjonn_land,personer
2007,0215,1,1,194,sysselsatte_kjonn_land,personer
2007,0228,1,1,194,sysselsatte_kjonn_land,personer
2007,1502,1,1,194,sysselsatte_kjonn_land,personer
2008,1723,alle,0,194,sysselsatte_kjonn_land,personer
2009,0412,1,0,194,sysselsatte_kjonn_land,personer
2009,1719,2,alle,194,sysselsatte_kjonn_land,personer
2009,1805,2,0,194,sysselsatte_kjonn_land,personer
2009,2015,alle,0,194,sysselsatte_kjonn_land,personer
2010,1548,1,alle,194,sysselsatte_kjonn_land,personer
2011,0216,2,0,194,sysselsatte_kjonn_land,personer
2011,0412,2,0,194,sysselsatte_kjonn_land,personer
2011,1432,1,1,194,sysselsatte_kjonn_land,personer
2011,1515,1,1,194,sysselsatte_kjonn_land,personer
2012,0427,2,0,194,sysselsatte_kjonn_land,personer
2014,0216,2,1,194,sysselsatte_kjonn_land,personer
2014,0412,2,1,194,sysselsatte_kjonn_land,personer
2014,1017,1,alle,194,sysselsatte_kjonn_land,personer
2014,1638,1,alle,194,sysselsatte_kjonn_land,personer
2014,2014,alle,0,194,sysselsatte_kjonn_land,personer
2006,0101,2,1,195,sysselsatte_kjonn_land,personer
2006,0628,1,alle,195,sysselsatte_kjonn_land,personer
2007,1145,alle,0,195,sysselsatte_kjonn_land,personer
2007,1833,1,alle,195,sysselsatte_kjonn_land,personer
2009,1127,1,1,195,sysselsatte_kjonn_land,personer
2009,2003,2,alle,195,sysselsatte_kjonn_land,personer
2010,0926,1,alle,195,sysselsatte_kjonn_land,personer
2010,1432,2,alle,195,sysselsatte_kjonn_land,personer
2011,1412,alle,0,195,sysselsatte_kjonn_land,personer
2011,1520,1,alle,195,sysselsatte_kjonn_land,personer
2012,0402,2,1,195,sysselsatte_kjonn_land,personer
2012,1003,1,alle,195,sysselsatte_kjonn_land,personer
2013,1221,2,0,195,sysselsatte_kjonn_land,personer
2013,1857,alle,0,195,sysselsatte_kjonn_land,personer
2014,0826,1,alle,195,sysselsatte_kjonn_land,personer
2014,1263,2,alle,195,sysselsatte_kjonn_land,personer
2014,1515,1,0,195,sysselsatte_kjonn_land,personer
2014,1824,1,alle,195,sysselsatte_kjonn_land,personer
2006,1243,2,alle,196,sysselsatte_kjonn_land,personer
2007,1247,2,alle,196,sysselsatte_kjonn_land,personer
2008,0211,2,0,196,sysselsatte_kjonn_land,personer
2008,0722,2,0,196,sysselsatte_kjonn_land,personer
2009,0226,1,0,196,sysselsatte_kjonn_land,personer
2010,1235,1,alle,196,sysselsatte_kjonn_land,personer
2010,1517,1,alle,196,sysselsatte_kjonn_land,personer
2011,1719,1,1,196,sysselsatte_kjonn_land,personer
2012,0623,1,1,196,sysselsatte_kjonn_land,personer
2012,0722,2,1,196,sysselsatte_kjonn_land,personer
2012,1145,alle,0,196,sysselsatte_kjonn_land,personer
2012,1865,2,alle,196,sysselsatte_kjonn_land,personer
2013,0926,2,alle,196,sysselsatte_kjonn_land,personer
2013,1017,1,alle,196,sysselsatte_kjonn_land,personer
2013,1532,1,1,196,sysselsatte_kjonn_land,personer
2014,1865,2,alle,196,sysselsatte_kjonn_land,personer
2014,1868,1,alle,196,sysselsatte_kjonn_land,personer
2006,0221,1,alle,197,sysselsatte_kjonn_land,personer
2006,0236,2,alle,197,sysselsatte_kjonn_land,personer
2006,1221,2,alle,197,sysselsatte_kjonn_land,personer
2006,1449,1,alle,197,sysselsatte_kjonn_land,personer
2007,1723,alle,0,197,sysselsatte_kjonn_land,personer
2008,0136,1,1,197,sysselsatte_kjonn_land,personer
2008,0237,2,0,197,sysselsatte_kjonn_land,personer
2008,0625,1,0,197,sysselsatte_kjonn_land,personer
2008,0716,1,alle,197,sysselsatte_kjonn_land,personer
2010,0904,2,0,197,sysselsatte_kjonn_land,personer
2010,1928,alle,0,197,sysselsatte_kjonn_land,personer
2010,2012,2,0,197,sysselsatte_kjonn_land,personer
2011,1141,1,alle,197,sysselsatte_kjonn_land,personer
2011,1145,alle,0,197,sysselsatte_kjonn_land,personer
2011,1246,2,0,197,sysselsatte_kjonn_land,personer
2011,1432,2,alle,197,sysselsatte_kjonn_land,personer
2012,0237,2,1,197,sysselsatte_kjonn_land,personer
2012,1122,2,alle,197,sysselsatte_kjonn_land,personer
2013,0124,1,0,197,sysselsatte_kjonn_land,personer
2013,0521,1,alle,197,sysselsatte_kjonn_land,personer
2013,2012,1,0,197,sysselsatte_kjonn_land,personer
2013,2014,alle,0,197,sysselsatte_kjonn_land,personer
2014,0221,2,alle,197,sysselsatte_kjonn_land,personer
2014,1119,2,0,197,sysselsatte_kjonn_land,personer
2014,1221,1,0,197,sysselsatte_kjonn_land,personer
2014,1620,1,0,197,sysselsatte_kjonn_land,personer
2006,0501,1,1,198,sysselsatte_kjonn_land,personer
2006,1120,1,alle,198,sysselsatte_kjonn_land,personer
2006,1124,2,0,198,sysselsatte_kjonn_land,personer
2006,1723,alle,0,198,sysselsatte_kjonn_land,personer
2007,1928,alle,0,198,sysselsatte_kjonn_land,personer
2008,0720,1,1,198,sysselsatte_kjonn_land,personer
2008,1449,1,1,198,sysselsatte_kjonn_land,personer
2009,0720,1,1,198,sysselsatte_kjonn_land,personer
2009,1149,2,1,198,sysselsatte_kjonn_land,personer
2009,2027,alle,0,198,sysselsatte_kjonn_land,personer
2010,0124,1,1,198,sysselsatte_kjonn_land,personer
2010,0417,1,1,198,sysselsatte_kjonn_land,personer
2010,0618,1,alle,198,sysselsatte_kjonn_land,personer
2010,1531,1,alle,198,sysselsatte_kjonn_land,personer
2011,0713,1,1,198,sysselsatte_kjonn_land,personer
2011,0904,2,1,198,sysselsatte_kjonn_land,personer
2011,1857,alle,1,198,sysselsatte_kjonn_land,personer
2012,0238,1,0,198,sysselsatte_kjonn_land,personer
2013,0138,1,1,198,sysselsatte_kjonn_land,personer
2013,0216,2,0,198,sysselsatte_kjonn_land,personer
2013,1634,1,alle,198,sysselsatte_kjonn_land,personer
2013,1805,2,1,198,sysselsatte_kjonn_land,personer
2013,1920,alle,0,198,sysselsatte_kjonn_land,personer
2013,2004,1,0,198,sysselsatte_kjonn_land,personer
2014,0723,1,alle,198,sysselsatte_kjonn_land,personer
2014,1252,alle,alle,198,sysselsatte_kjonn_land,personer
2014,1638,2,alle,198,sysselsatte_kjonn_land,personer
2014,1929,alle,0,198,sysselsatte_kjonn_land,personer
2014,2027,alle,0,198,sysselsatte_kjonn_land,personer
2006,0604,2,1,199,sysselsatte_kjonn_land,personer
2006,1124,2,1,199,sysselsatte_kjonn_land,personer
2007,0701,1,0,199,sysselsatte_kjonn_land,personer
2007,1120,1,1,199,sysselsatte_kjonn_land,personer
2008,0805,1,0,199,sysselsatte_kjonn_land,personer
2008,1014,1,alle,199,sysselsatte_kjonn_land,personer
2009,1617,1,1,199,sysselsatte_kjonn_land,personer
2010,1141,1,alle,199,sysselsatte_kjonn_land,personer
2010,1247,1,0,199,sysselsatte_kjonn_land,personer
2011,1014,2,alle,199,sysselsatte_kjonn_land,personer
2011,1142,1,alle,199,sysselsatte_kjonn_land,personer
2011,1149,2,1,199,sysselsatte_kjonn_land,personer
2011,1531,1,1,199,sysselsatte_kjonn_land,personer
2012,0807,2,alle,199,sysselsatte_kjonn_land,personer
2012,1247,2,0,199,sysselsatte_kjonn_land,personer
2012,1548,1,1,199,sysselsatte_kjonn_land,personer
2012,1931,1,alle,199,sysselsatte_kjonn_land,personer
2013,1032,2,alle,199,sysselsatte_kjonn_land,personer
2013,1145,alle,0,199,sysselsatte_kjonn_land,personer
2014,1439,1,1,199,sysselsatte_kjonn_land,personer
2014,1931,2,alle,199,sysselsatte_kjonn_land,personer
2007,0215,2,alle,200,sysselsatte_kjonn_land,personer
2007,0403,1,0,200,sysselsatte_kjonn_land,personer
2007,1920,alle,0,200,sysselsatte_kjonn_land,personer
2008,0229,2,alle,200,sysselsatte_kjonn_land,personer
2008,1857,alle,1,200,sysselsatte_kjonn_land,personer
2009,0124,1,1,200,sysselsatte_kjonn_land,personer
2009,0807,1,alle,200,sysselsatte_kjonn_land,personer
2009,1401,1,1,200,sysselsatte_kjonn_land,personer
2010,0805,1,0,200,sysselsatte_kjonn_land,personer
2010,1714,1,alle,200,sysselsatte_kjonn_land,personer
2011,0528,1,1,200,sysselsatte_kjonn_land,personer
2011,0814,1,alle,200,sysselsatte_kjonn_land,personer
2011,1014,1,1,200,sysselsatte_kjonn_land,personer
2011,1539,1,alle,200,sysselsatte_kjonn_land,personer
2011,1833,1,1,200,sysselsatte_kjonn_land,personer
2012,1032,2,alle,200,sysselsatte_kjonn_land,personer
2012,2027,alle,0,200,sysselsatte_kjonn_land,personer
2013,0623,2,alle,200,sysselsatte_kjonn_land,personer
2013,1121,1,0,200,sysselsatte_kjonn_land,personer
2013,1133,1,alle,200,sysselsatte_kjonn_land,personer
2014,0135,1,1,200,sysselsatte_kjonn_land,personer
2014,1017,2,alle,200,sysselsatte_kjonn_land,personer
2014,1216,1,alle,200,sysselsatte_kjonn_land,personer
2014,1517,1,1,200,sysselsatte_kjonn_land,personer
2006,0214,2,0,201,sysselsatte_kjonn_land,personer
2008,0417,2,alle,201,sysselsatte_kjonn_land,personer
2008,1702,1,alle,201,sysselsatte_kjonn_land,personer
2010,1515,1,alle,201,sysselsatte_kjonn_land,personer
2010,2017,alle,0,201,sysselsatte_kjonn_land,personer
2011,0211,2,1,201,sysselsatte_kjonn_land,personer
2013,0437,1,alle,201,sysselsatte_kjonn_land,personer
2013,0716,1,1,201,sysselsatte_kjonn_land,personer
2013,1439,1,1,201,sysselsatte_kjonn_land,personer
2013,2015,alle,0,201,sysselsatte_kjonn_land,personer
2014,0722,2,1,201,sysselsatte_kjonn_land,personer
2014,1122,2,alle,201,sysselsatte_kjonn_land,personer
2014,1224,1,1,201,sysselsatte_kjonn_land,personer
2014,1238,1,1,201,sysselsatte_kjonn_land,personer
2006,1026,alle,0,202,sysselsatte_kjonn_land,personer
2006,1857,alle,1,202,sysselsatte_kjonn_land,personer
2007,0427,1,alle,202,sysselsatte_kjonn_land,personer
2007,1243,2,alle,202,sysselsatte_kjonn_land,personer
2007,1719,1,alle,202,sysselsatte_kjonn_land,personer
2008,0215,1,0,202,sysselsatte_kjonn_land,personer
2008,1121,1,1,202,sysselsatte_kjonn_land,personer
2008,1528,1,alle,202,sysselsatte_kjonn_land,personer
2009,0136,1,1,202,sysselsatte_kjonn_land,personer
2009,0211,2,0,202,sysselsatte_kjonn_land,personer
2010,1439,1,alle,202,sysselsatte_kjonn_land,personer
2010,1505,2,1,202,sysselsatte_kjonn_land,personer
2010,1857,alle,1,202,sysselsatte_kjonn_land,personer
2012,0216,2,0,202,sysselsatte_kjonn_land,personer
2012,0412,2,0,202,sysselsatte_kjonn_land,personer
2012,0529,1,alle,202,sysselsatte_kjonn_land,personer
2012,1014,2,alle,202,sysselsatte_kjonn_land,personer
2012,1721,1,alle,202,sysselsatte_kjonn_land,personer
2012,1857,alle,1,202,sysselsatte_kjonn_land,personer
2012,2004,2,0,202,sysselsatte_kjonn_land,personer
2013,0227,1,0,202,sysselsatte_kjonn_land,personer
2013,0238,1,0,202,sysselsatte_kjonn_land,personer
2013,1146,1,1,202,sysselsatte_kjonn_land,personer
2014,2015,alle,0,202,sysselsatte_kjonn_land,personer
2006,0501,1,0,203,sysselsatte_kjonn_land,personer
2006,0626,1,0,203,sysselsatte_kjonn_land,personer
2006,1928,alle,0,203,sysselsatte_kjonn_land,personer
2007,0412,1,1,203,sysselsatte_kjonn_land,personer
2007,2030,2,0,203,sysselsatte_kjonn_land,personer
2008,0623,1,alle,203,sysselsatte_kjonn_land,personer
2008,0904,1,0,203,sysselsatte_kjonn_land,personer
2008,2015,alle,0,203,sysselsatte_kjonn_land,personer
2009,0713,1,alle,203,sysselsatte_kjonn_land,personer
2009,0805,1,0,203,sysselsatte_kjonn_land,personer
2010,0722,1,0,203,sysselsatte_kjonn_land,personer
2010,0807,1,alle,203,sysselsatte_kjonn_land,personer
2010,1127,1,1,203,sysselsatte_kjonn_land,personer
2010,1929,alle,0,203,sysselsatte_kjonn_land,personer
2011,2027,alle,0,203,sysselsatte_kjonn_land,personer
2012,1740,alle,0,203,sysselsatte_kjonn_land,personer
2012,1929,alle,0,203,sysselsatte_kjonn_land,personer
2013,0722,2,1,203,sysselsatte_kjonn_land,personer
2013,1122,1,0,203,sysselsatte_kjonn_land,personer
2013,1865,1,1,203,sysselsatte_kjonn_land,personer
2014,0138,1,1,203,sysselsatte_kjonn_land,personer
2014,0529,2,alle,203,sysselsatte_kjonn_land,personer
2014,1026,alle,0,203,sysselsatte_kjonn_land,personer
2014,1703,1,alle,203,sysselsatte_kjonn_land,personer
2006,0233,2,1,204,sysselsatte_kjonn_land,personer
2006,1149,2,0,204,sysselsatte_kjonn_land,personer
