aar,fylke_nr,vreg_9,tabellvariabel,tabell_navn,enhet
2008,19,ost_europa_ellers,620,sysselsatte_land,personer
2008,19,sor_og_mellom_amerika,140,sysselsatte_land,personer
2008,19,vest_europa,905,sysselsatte_land,personer
2008,20,afrika,198,sysselsatte_land,personer
2008,20,alle,37675,sysselsatte_land,personer
2008,20,asia,537,sysselsatte_land,personer
2008,20,eu_ost_europa,403,sysselsatte_land,personer
2008,20,nord_amerika_oseania,16,sysselsatte_land,personer
2008,20,norden,937,sysselsatte_land,personer
2008,20,ost_europa_ellers,742,sysselsatte_land,personer
2008,20,sor_og_mellom_amerika,45,sysselsatte_land,personer
2008,20,vest_europa,243,sysselsatte_land,personer
2009,00,afrika,19559,sysselsatte_land,personer
2009,00,alle,2496719,sysselsatte_land,personer
2009,00,asia,71697,sysselsatte_land,personer
2009,00,eu_ost_europa,48305,sysselsatte_land,personer
2009,00,nord_amerika_oseania,5659,sysselsatte_land,personer
2009,00,norden,39412,sysselsatte_land,personer
2009,00,ost_europa_ellers,24234,sysselsatte_land,personer
2009,00,sor_og_mellom_amerika,9385,sysselsatte_land,personer
2009,00,vest_europa,32885,sysselsatte_land,personer
2009,01,afrika,645,sysselsatte_land,personer
2009,01,alle,130726,sysselsatte_land,personer
2009,01,asia,3183,sysselsatte_land,personer
2009,01,eu_ost_europa,2520,sysselsatte_land,personer
2009,01,nord_amerika_oseania,149,sysselsatte_land,personer
2009,01,norden,2080,sysselsatte_land,personer
2009,01,ost_europa_ellers,1937,sysselsatte_land,personer
2009,01,sor_og_mellom_amerika,284,sysselsatte_land,personer
2009,01,vest_europa,975,sysselsatte_land,personer
2009,02,afrika,1987,sysselsatte_land,personer
2009,02,alle,279532,sysselsatte_land,personer
2009,02,asia,10406,sysselsatte_land,personer
2009,02,eu_ost_europa,5870,sysselsatte_land,personer
2009,02,nord_amerika_oseania,873,sysselsatte_land,personer
2009,02,norden,6482,sysselsatte_land,personer
2009,02,ost_europa_ellers,2611,sysselsatte_land,personer
2009,02,sor_og_mellom_amerika,1026,sysselsatte_land,personer
2009,02,vest_europa,4217,sysselsatte_land,personer
2009,03,afrika,8049,sysselsatte_land,personer
2009,03,alle,314826,sysselsatte_land,personer
2009,03,asia,24404,sysselsatte_land,personer
2009,03,eu_ost_europa,8266,sysselsatte_land,personer
2009,03,nord_amerika_oseania,1395,sysselsatte_land,personer
2009,03,norden,10812,sysselsatte_land,personer
2009,03,ost_europa_ellers,4902,sysselsatte_land,personer
2009,03,sor_og_mellom_amerika,2707,sysselsatte_land,personer
2009,03,vest_europa,6362,sysselsatte_land,personer
2009,04,afrika,284,sysselsatte_land,personer
2009,04,alle,92883,sysselsatte_land,personer
2009,04,asia,1142,sysselsatte_land,personer
2009,04,eu_ost_europa,993,sysselsatte_land,personer
2009,04,nord_amerika_oseania,85,sysselsatte_land,personer
2009,04,norden,1174,sysselsatte_land,personer
2009,04,ost_europa_ellers,588,sysselsatte_land,personer
2009,04,sor_og_mellom_amerika,133,sysselsatte_land,personer
2009,04,vest_europa,692,sysselsatte_land,personer
2009,05,afrika,287,sysselsatte_land,personer
2009,05,alle,93862,sysselsatte_land,personer
2009,05,asia,1141,sysselsatte_land,personer
2009,05,eu_ost_europa,1102,sysselsatte_land,personer
2009,05,nord_amerika_oseania,95,sysselsatte_land,personer
2009,05,norden,912,sysselsatte_land,personer
2009,05,ost_europa_ellers,731,sysselsatte_land,personer
2009,05,sor_og_mellom_amerika,116,sysselsatte_land,personer
2009,05,vest_europa,812,sysselsatte_land,personer
2009,06,afrika,794,sysselsatte_land,personer
2009,06,alle,132948,sysselsatte_land,personer
2009,06,asia,4248,sysselsatte_land,personer
2009,06,eu_ost_europa,2995,sysselsatte_land,personer
2009,06,nord_amerika_oseania,262,sysselsatte_land,personer
2009,06,norden,2215,sysselsatte_land,personer
2009,06,ost_europa_ellers,1564,sysselsatte_land,personer
2009,06,sor_og_mellom_amerika,490,sysselsatte_land,personer
2009,06,vest_europa,1644,sysselsatte_land,personer
2009,07,afrika,453,sysselsatte_land,personer
2009,07,alle,113983,sysselsatte_land,personer
2009,07,asia,2463,sysselsatte_land,personer
2009,07,eu_ost_europa,2293,sysselsatte_land,personer
2009,07,nord_amerika_oseania,235,sysselsatte_land,personer
2009,07,norden,1599,sysselsatte_land,personer
2009,07,ost_europa_ellers,1205,sysselsatte_land,personer
2009,07,sor_og_mellom_amerika,240,sysselsatte_land,personer
2009,07,vest_europa,1280,sysselsatte_land,personer
2009,08,afrika,447,sysselsatte_land,personer
2009,08,alle,82675,sysselsatte_land,personer
2009,08,asia,1492,sysselsatte_land,personer
2009,08,eu_ost_europa,987,sysselsatte_land,personer
2009,08,nord_amerika_oseania,97,sysselsatte_land,personer
2009,08,norden,886,sysselsatte_land,personer
2009,08,ost_europa_ellers,744,sysselsatte_land,personer
2009,08,sor_og_mellom_amerika,273,sysselsatte_land,personer
2009,08,vest_europa,856,sysselsatte_land,personer
2009,09,afrika,182,sysselsatte_land,personer
2009,09,alle,53297,sysselsatte_land,personer
2009,09,asia,884,sysselsatte_land,personer
2009,09,eu_ost_europa,815,sysselsatte_land,personer
2009,09,nord_amerika_oseania,114,sysselsatte_land,personer
2009,09,norden,624,sysselsatte_land,personer
2009,09,ost_europa_ellers,454,sysselsatte_land,personer
2009,09,sor_og_mellom_amerika,94,sysselsatte_land,personer
2009,09,vest_europa,711,sysselsatte_land,personer
2009,10,afrika,425,sysselsatte_land,personer
2009,10,alle,85118,sysselsatte_land,personer
2009,10,asia,1979,sysselsatte_land,personer
2009,10,eu_ost_europa,1241,sysselsatte_land,personer
2009,10,nord_amerika_oseania,197,sysselsatte_land,personer
2009,10,norden,940,sysselsatte_land,personer
2009,10,ost_europa_ellers,1130,sysselsatte_land,personer
2009,10,sor_og_mellom_amerika,566,sysselsatte_land,personer
2009,10,vest_europa,1235,sysselsatte_land,personer
2009,11,afrika,1623,sysselsatte_land,personer
2009,11,alle,228088,sysselsatte_land,personer
2009,11,asia,5901,sysselsatte_land,personer
2009,11,eu_ost_europa,6113,sysselsatte_land,personer
2009,11,nord_amerika_oseania,780,sysselsatte_land,personer
2009,11,norden,2881,sysselsatte_land,personer
2009,11,ost_europa_ellers,2332,sysselsatte_land,personer
2009,11,sor_og_mellom_amerika,904,sysselsatte_land,personer
2009,11,vest_europa,4653,sysselsatte_land,personer
2009,12,afrika,1642,sysselsatte_land,personer
2009,12,alle,249453,sysselsatte_land,personer
2009,12,asia,5096,sysselsatte_land,personer
2009,12,eu_ost_europa,5488,sysselsatte_land,personer
2009,12,nord_amerika_oseania,570,sysselsatte_land,personer
2009,12,norden,2194,sysselsatte_land,personer
2009,12,ost_europa_ellers,1471,sysselsatte_land,personer
2009,12,sor_og_mellom_amerika,1299,sysselsatte_land,personer
2009,12,vest_europa,3261,sysselsatte_land,personer
2009,14,afrika,163,sysselsatte_land,personer
2009,14,alle,56256,sysselsatte_land,personer
2009,14,asia,621,sysselsatte_land,personer
2009,14,eu_ost_europa,1239,sysselsatte_land,personer
2009,14,nord_amerika_oseania,60,sysselsatte_land,personer
2009,14,norden,450,sysselsatte_land,personer
2009,14,ost_europa_ellers,277,sysselsatte_land,personer
2009,14,sor_og_mellom_amerika,174,sysselsatte_land,personer
2009,14,vest_europa,726,sysselsatte_land,personer
2009,15,afrika,414,sysselsatte_land,personer
2009,15,alle,130959,sysselsatte_land,personer
2009,15,asia,1994,sysselsatte_land,personer
2009,15,eu_ost_europa,2877,sysselsatte_land,personer
2009,15,nord_amerika_oseania,157,sysselsatte_land,personer
2009,15,norden,991,sysselsatte_land,personer
2009,15,ost_europa_ellers,828,sysselsatte_land,personer
2009,15,sor_og_mellom_amerika,274,sysselsatte_land,personer
2009,15,vest_europa,1623,sysselsatte_land,personer
2009,16,afrika,802,sysselsatte_land,personer
2009,16,alle,151128,sysselsatte_land,personer
2009,16,asia,3051,sysselsatte_land,personer
2009,16,eu_ost_europa,2452,sysselsatte_land,personer
2009,16,nord_amerika_oseania,289,sysselsatte_land,personer
2009,16,norden,1446,sysselsatte_land,personer
2009,16,ost_europa_ellers,1028,sysselsatte_land,personer
2009,16,sor_og_mellom_amerika,435,sysselsatte_land,personer
2009,16,vest_europa,1572,sysselsatte_land,personer
2009,17,afrika,211,sysselsatte_land,personer
2009,17,alle,65427,sysselsatte_land,personer
2009,17,asia,588,sysselsatte_land,personer
2009,17,eu_ost_europa,726,sysselsatte_land,personer
2009,17,nord_amerika_oseania,52,sysselsatte_land,personer
2009,17,norden,455,sysselsatte_land,personer
2009,17,ost_europa_ellers,268,sysselsatte_land,personer
2009,17,sor_og_mellom_amerika,44,sysselsatte_land,personer
2009,17,vest_europa,364,sysselsatte_land,personer
2009,18,afrika,403,sysselsatte_land,personer
2009,18,alle,117569,sysselsatte_land,personer
2009,18,asia,1517,sysselsatte_land,personer
2009,18,eu_ost_europa,1095,sysselsatte_land,personer
2009,18,nord_amerika_oseania,97,sysselsatte_land,personer
2009,18,norden,1149,sysselsatte_land,personer
2009,18,ost_europa_ellers,753,sysselsatte_land,personer
2009,18,sor_og_mellom_amerika,152,sysselsatte_land,personer
2009,18,vest_europa,744,sysselsatte_land,personer
2009,19,afrika,507,sysselsatte_land,personer
2009,19,alle,80758,sysselsatte_land,personer
2009,19,asia,1005,sysselsatte_land,personer
2009,19,eu_ost_europa,762,sysselsatte_land,personer
2009,19,nord_amerika_oseania,130,sysselsatte_land,personer
2009,19,norden,1168,sysselsatte_land,personer
2009,19,ost_europa_ellers,647,sysselsatte_land,personer
2009,19,sor_og_mellom_amerika,137,sysselsatte_land,personer
2009,19,vest_europa,915,sysselsatte_land,personer
2009,20,afrika,241,sysselsatte_land,personer
2009,20,alle,37231,sysselsatte_land,personer
2009,20,asia,582,sysselsatte_land,personer
2009,20,eu_ost_europa,471,sysselsatte_land,personer
2009,20,nord_amerika_oseania,22,sysselsatte_land,personer
2009,20,norden,954,sysselsatte_land,personer
2009,20,ost_europa_ellers,764,sysselsatte_land,personer
2009,20,sor_og_mellom_amerika,37,sysselsatte_land,personer
2009,20,vest_europa,243,sysselsatte_land,personer
2010,00,afrika,20898,sysselsatte_land,personer
2010,00,alle,2516744,sysselsatte_land,personer
2010,00,asia,75202,sysselsatte_land,personer
2010,00,eu_ost_europa,60275,sysselsatte_land,personer
2010,00,nord_amerika_oseania,5823,sysselsatte_land,personer
2010,00,norden,42189,sysselsatte_land,personer
2010,00,ost_europa_ellers,25508,sysselsatte_land,personer
2010,00,sor_og_mellom_amerika,9874,sysselsatte_land,personer
2010,00,vest_europa,35046,sysselsatte_land,personer
2010,01,afrika,733,sysselsatte_land,personer
2010,01,alle,131567,sysselsatte_land,personer
2010,01,asia,3359,sysselsatte_land,personer
2010,01,eu_ost_europa,3126,sysselsatte_land,personer
2010,01,nord_amerika_oseania,150,sysselsatte_land,personer
2010,01,norden,2156,sysselsatte_land,personer
2010,01,ost_europa_ellers,2072,sysselsatte_land,personer
2010,01,sor_og_mellom_amerika,290,sysselsatte_land,personer
2010,01,vest_europa,996,sysselsatte_land,personer
2010,02,afrika,2062,sysselsatte_land,personer
2010,02,alle,282042,sysselsatte_land,personer
2010,02,asia,10855,sysselsatte_land,personer
2010,02,eu_ost_europa,7338,sysselsatte_land,personer
2010,02,nord_amerika_oseania,872,sysselsatte_land,personer
2010,02,norden,6803,sysselsatte_land,personer
2010,02,ost_europa_ellers,2780,sysselsatte_land,personer
2010,02,sor_og_mellom_amerika,1058,sysselsatte_land,personer
2010,02,vest_europa,4433,sysselsatte_land,personer
2010,03,afrika,8308,sysselsatte_land,personer
2010,03,alle,319866,sysselsatte_land,personer
2010,03,asia,25243,sysselsatte_land,personer
2010,03,eu_ost_europa,9455,sysselsatte_land,personer
2010,03,nord_amerika_oseania,1423,sysselsatte_land,personer
2010,03,norden,12234,sysselsatte_land,personer
2010,03,ost_europa_ellers,5256,sysselsatte_land,personer
2010,03,sor_og_mellom_amerika,2885,sysselsatte_land,personer
2010,03,vest_europa,6706,sysselsatte_land,personer
2010,04,afrika,317,sysselsatte_land,personer
2010,04,alle,92856,sysselsatte_land,personer
2010,04,asia,1187,sysselsatte_land,personer
2010,04,eu_ost_europa,1313,sysselsatte_land,personer
2010,04,nord_amerika_oseania,94,sysselsatte_land,personer
2010,04,norden,1180,sysselsatte_land,personer
2010,04,ost_europa_ellers,596,sysselsatte_land,personer
2010,04,sor_og_mellom_amerika,131,sysselsatte_land,personer
2010,04,vest_europa,744,sysselsatte_land,personer
2010,05,afrika,334,sysselsatte_land,personer
2010,05,alle,94215,sysselsatte_land,personer
2010,05,asia,1257,sysselsatte_land,personer
2010,05,eu_ost_europa,1476,sysselsatte_land,personer
2010,05,nord_amerika_oseania,103,sysselsatte_land,personer
2010,05,norden,913,sysselsatte_land,personer
2010,05,ost_europa_ellers,755,sysselsatte_land,personer
2010,05,sor_og_mellom_amerika,114,sysselsatte_land,personer
2010,05,vest_europa,844,sysselsatte_land,personer
2010,06,afrika,835,sysselsatte_land,personer
2010,06,alle,133939,sysselsatte_land,personer
2010,06,asia,4448,sysselsatte_land,personer
2010,06,eu_ost_europa,3866,sysselsatte_land,personer
2010,06,nord_amerika_oseania,259,sysselsatte_land,personer
2010,06,norden,2330,sysselsatte_land,personer
2010,06,ost_europa_ellers,1621,sysselsatte_land,personer
2010,06,sor_og_mellom_amerika,497,sysselsatte_land,personer
2010,06,vest_europa,1780,sysselsatte_land,personer
2010,07,afrika,470,sysselsatte_land,personer
2010,07,alle,114412,sysselsatte_land,personer
2010,07,asia,2574,sysselsatte_land,personer
2010,07,eu_ost_europa,2777,sysselsatte_land,personer
2010,07,nord_amerika_oseania,233,sysselsatte_land,personer
2010,07,norden,1664,sysselsatte_land,personer
2010,07,ost_europa_ellers,1233,sysselsatte_land,personer
2010,07,sor_og_mellom_amerika,257,sysselsatte_land,personer
2010,07,vest_europa,1385,sysselsatte_land,personer
2010,08,afrika,517,sysselsatte_land,personer
2010,08,alle,82518,sysselsatte_land,personer
2010,08,asia,1602,sysselsatte_land,personer
2010,08,eu_ost_europa,1258,sysselsatte_land,personer
2010,08,nord_amerika_oseania,98,sysselsatte_land,personer
2010,08,norden,880,sysselsatte_land,personer
2010,08,ost_europa_ellers,779,sysselsatte_land,personer
2010,08,sor_og_mellom_amerika,287,sysselsatte_land,personer
2010,08,vest_europa,874,sysselsatte_land,personer
2010,09,afrika,206,sysselsatte_land,personer
2010,09,alle,53935,sysselsatte_land,personer
2010,09,asia,957,sysselsatte_land,personer
2010,09,eu_ost_europa,976,sysselsatte_land,personer
2010,09,nord_amerika_oseania,112,sysselsatte_land,personer
2010,09,norden,631,sysselsatte_land,personer
2010,09,ost_europa_ellers,522,sysselsatte_land,personer
2010,09,sor_og_mellom_amerika,110,sysselsatte_land,personer
2010,09,vest_europa,764,sysselsatte_land,personer
2010,10,afrika,478,sysselsatte_land,personer
2010,10,alle,85854,sysselsatte_land,personer
2010,10,asia,2071,sysselsatte_land,personer
2010,10,eu_ost_europa,1512,sysselsatte_land,personer
2010,10,nord_amerika_oseania,195,sysselsatte_land,personer
2010,10,norden,1018,sysselsatte_land,personer
2010,10,ost_europa_ellers,1161,sysselsatte_land,personer
2010,10,sor_og_mellom_amerika,564,sysselsatte_land,personer
2010,10,vest_europa,1292,sysselsatte_land,personer
2010,11,afrika,1754,sysselsatte_land,personer
2010,11,alle,231701,sysselsatte_land,personer
2010,11,asia,6273,sysselsatte_land,personer
2010,11,eu_ost_europa,7879,sysselsatte_land,personer
2010,11,nord_amerika_oseania,854,sysselsatte_land,personer
2010,11,norden,3099,sysselsatte_land,personer
2010,11,ost_europa_ellers,2490,sysselsatte_land,personer
2010,11,sor_og_mellom_amerika,963,sysselsatte_land,personer
2010,11,vest_europa,5012,sysselsatte_land,personer
2010,12,afrika,1787,sysselsatte_land,personer
2010,12,alle,251089,sysselsatte_land,personer
2010,12,asia,5274,sysselsatte_land,personer
2010,12,eu_ost_europa,6890,sysselsatte_land,personer
2010,12,nord_amerika_oseania,582,sysselsatte_land,personer
2010,12,norden,2384,sysselsatte_land,personer
2010,12,ost_europa_ellers,1518,sysselsatte_land,personer
2010,12,sor_og_mellom_amerika,1349,sysselsatte_land,personer
2010,12,vest_europa,3526,sysselsatte_land,personer
2010,14,afrika,184,sysselsatte_land,personer
2010,14,alle,56508,sysselsatte_land,personer
2010,14,asia,660,sysselsatte_land,personer
2010,14,eu_ost_europa,1571,sysselsatte_land,personer
2010,14,nord_amerika_oseania,64,sysselsatte_land,personer
2010,14,norden,477,sysselsatte_land,personer
2010,14,ost_europa_ellers,275,sysselsatte_land,personer
2010,14,sor_og_mellom_amerika,182,sysselsatte_land,personer
2010,14,vest_europa,762,sysselsatte_land,personer
2010,15,afrika,449,sysselsatte_land,personer
2010,15,alle,131792,sysselsatte_land,personer
2010,15,asia,2099,sysselsatte_land,personer
2010,15,eu_ost_europa,4044,sysselsatte_land,personer
2010,15,nord_amerika_oseania,167,sysselsatte_land,personer
2010,15,norden,1036,sysselsatte_land,personer
2010,15,ost_europa_ellers,863,sysselsatte_land,personer
2010,15,sor_og_mellom_amerika,301,sysselsatte_land,personer
2010,15,vest_europa,1721,sysselsatte_land,personer
2010,16,afrika,912,sysselsatte_land,personer
2010,16,alle,152239,sysselsatte_land,personer
2010,16,asia,3253,sysselsatte_land,personer
2010,16,eu_ost_europa,2922,sysselsatte_land,personer
2010,16,nord_amerika_oseania,292,sysselsatte_land,personer
2010,16,norden,1514,sysselsatte_land,personer
2010,16,ost_europa_ellers,1069,sysselsatte_land,personer
2010,16,sor_og_mellom_amerika,462,sysselsatte_land,personer
2010,16,vest_europa,1779,sysselsatte_land,personer
2010,17,afrika,241,sysselsatte_land,personer
2010,17,alle,65488,sysselsatte_land,personer
2010,17,asia,640,sysselsatte_land,personer
2010,17,eu_ost_europa,746,sysselsatte_land,personer
2010,17,nord_amerika_oseania,50,sysselsatte_land,personer
2010,17,norden,480,sysselsatte_land,personer
2010,17,ost_europa_ellers,277,sysselsatte_land,personer
2010,17,sor_og_mellom_amerika,54,sysselsatte_land,personer
2010,17,vest_europa,378,sysselsatte_land,personer
2010,18,afrika,496,sysselsatte_land,personer
2010,18,alle,118310,sysselsatte_land,personer
2010,18,asia,1677,sysselsatte_land,personer
2010,18,eu_ost_europa,1419,sysselsatte_land,personer
2010,18,nord_amerika_oseania,115,sysselsatte_land,personer
2010,18,norden,1191,sysselsatte_land,personer
2010,18,ost_europa_ellers,781,sysselsatte_land,personer
2010,18,sor_og_mellom_amerika,162,sysselsatte_land,personer
2010,18,vest_europa,799,sysselsatte_land,personer
2010,19,afrika,569,sysselsatte_land,personer
2010,19,alle,80887,sysselsatte_land,personer
2010,19,asia,1127,sysselsatte_land,personer
2010,19,eu_ost_europa,1008,sysselsatte_land,personer
2010,19,nord_amerika_oseania,136,sysselsatte_land,personer
2010,19,norden,1199,sysselsatte_land,personer
2010,19,ost_europa_ellers,645,sysselsatte_land,personer
2010,19,sor_og_mellom_amerika,157,sysselsatte_land,personer
2010,19,vest_europa,974,sysselsatte_land,personer
2010,20,afrika,246,sysselsatte_land,personer
2010,20,alle,37526,sysselsatte_land,personer
2010,20,asia,646,sysselsatte_land,personer
2010,20,eu_ost_europa,699,sysselsatte_land,personer
2010,20,nord_amerika_oseania,24,sysselsatte_land,personer
2010,20,norden,1000,sysselsatte_land,personer
2010,20,ost_europa_ellers,815,sysselsatte_land,personer
2010,20,sor_og_mellom_amerika,51,sysselsatte_land,personer
2010,20,vest_europa,277,sysselsatte_land,personer
2011,00,afrika,22880,sysselsatte_land,personer
2011,00,alle,2561684,sysselsatte_land,personer
2011,00,asia,80364,sysselsatte_land,personer
2011,00,eu_ost_europa,77636,sysselsatte_land,personer
2011,00,nord_amerika_oseania,6126,sysselsatte_land,personer
2011,00,norden,45533,sysselsatte_land,personer
2011,00,ost_europa_ellers,26986,sysselsatte_land,personer
2011,00,sor_og_mellom_amerika,10537,sysselsatte_land,personer
2011,00,vest_europa,37099,sysselsatte_land,personer
2011,01,afrika,823,sysselsatte_land,personer
2011,01,alle,133091,sysselsatte_land,personer
2011,01,asia,3596,sysselsatte_land,personer
2011,01,eu_ost_europa,4041,sysselsatte_land,personer
2011,01,nord_amerika_oseania,164,sysselsatte_land,personer
2011,01,norden,2271,sysselsatte_land,personer
2011,01,ost_europa_ellers,2161,sysselsatte_land,personer
2011,01,sor_og_mellom_amerika,315,sysselsatte_land,personer
2011,01,vest_europa,1044,sysselsatte_land,personer
2011,02,afrika,2277,sysselsatte_land,personer
2011,02,alle,288431,sysselsatte_land,personer
2011,02,asia,11762,sysselsatte_land,personer
2011,02,eu_ost_europa,9955,sysselsatte_land,personer
2011,02,nord_amerika_oseania,917,sysselsatte_land,personer
2011,02,norden,7160,sysselsatte_land,personer
2011,02,ost_europa_ellers,3004,sysselsatte_land,personer
2011,02,sor_og_mellom_amerika,1131,sysselsatte_land,personer
2011,02,vest_europa,4614,sysselsatte_land,personer
2011,03,afrika,8857,sysselsatte_land,personer
2011,03,alle,330034,sysselsatte_land,personer
2011,03,asia,26434,sysselsatte_land,personer
2011,03,eu_ost_europa,11624,sysselsatte_land,personer
2011,03,nord_amerika_oseania,1531,sysselsatte_land,personer
2011,03,norden,14117,sysselsatte_land,personer
2011,03,ost_europa_ellers,5704,sysselsatte_land,personer
2011,03,sor_og_mellom_amerika,3044,sysselsatte_land,personer
2011,03,vest_europa,7185,sysselsatte_land,personer
2011,04,afrika,393,sysselsatte_land,personer
2011,04,alle,93153,sysselsatte_land,personer
2011,04,asia,1310,sysselsatte_land,personer
2011,04,eu_ost_europa,1723,sysselsatte_land,personer
2011,04,nord_amerika_oseania,93,sysselsatte_land,personer
2011,04,norden,1206,sysselsatte_land,personer
2011,04,ost_europa_ellers,599,sysselsatte_land,personer
2011,04,sor_og_mellom_amerika,136,sysselsatte_land,personer
2011,04,vest_europa,745,sysselsatte_land,personer
2011,05,afrika,387,sysselsatte_land,personer
2011,05,alle,94688,sysselsatte_land,personer
2011,05,asia,1342,sysselsatte_land,personer
2011,05,eu_ost_europa,2054,sysselsatte_land,personer
2011,05,nord_amerika_oseania,100,sysselsatte_land,personer
2011,05,norden,901,sysselsatte_land,personer
2011,05,ost_europa_ellers,753,sysselsatte_land,personer
2011,05,sor_og_mellom_amerika,119,sysselsatte_land,personer
2011,05,vest_europa,895,sysselsatte_land,personer
2011,06,afrika,951,sysselsatte_land,personer
2011,06,alle,136238,sysselsatte_land,personer
2011,06,asia,4817,sysselsatte_land,personer
2011,06,eu_ost_europa,5122,sysselsatte_land,personer
2011,06,nord_amerika_oseania,277,sysselsatte_land,personer
2011,06,norden,2415,sysselsatte_land,personer
2011,06,ost_europa_ellers,1706,sysselsatte_land,personer
2011,06,sor_og_mellom_amerika,536,sysselsatte_land,personer
2011,06,vest_europa,1948,sysselsatte_land,personer
2011,07,afrika,514,sysselsatte_land,personer
2011,07,alle,115874,sysselsatte_land,personer
2011,07,asia,2708,sysselsatte_land,personer
2011,07,eu_ost_europa,3479,sysselsatte_land,personer
2011,07,nord_amerika_oseania,235,sysselsatte_land,personer
2011,07,norden,1740,sysselsatte_land,personer
2011,07,ost_europa_ellers,1261,sysselsatte_land,personer
2011,07,sor_og_mellom_amerika,271,sysselsatte_land,personer
2011,07,vest_europa,1435,sysselsatte_land,personer
2011,08,afrika,568,sysselsatte_land,personer
2011,08,alle,82722,sysselsatte_land,personer
2011,08,asia,1702,sysselsatte_land,personer
2011,08,eu_ost_europa,1573,sysselsatte_land,personer
2011,08,nord_amerika_oseania,105,sysselsatte_land,personer
2011,08,norden,883,sysselsatte_land,personer
2011,08,ost_europa_ellers,806,sysselsatte_land,personer
2011,08,sor_og_mellom_amerika,298,sysselsatte_land,personer
2011,08,vest_europa,901,sysselsatte_land,personer
2011,09,afrika,241,sysselsatte_land,personer
2011,09,alle,54416,sysselsatte_land,personer
2011,09,asia,1031,sysselsatte_land,personer
2011,09,eu_ost_europa,1275,sysselsatte_land,personer
2011,09,nord_amerika_oseania,115,sysselsatte_land,personer
2011,09,norden,658,sysselsatte_land,personer
2011,09,ost_europa_ellers,514,sysselsatte_land,personer
2011,09,sor_og_mellom_amerika,123,sysselsatte_land,personer
2011,09,vest_europa,773,sysselsatte_land,personer
2011,10,afrika,515,sysselsatte_land,personer
2011,10,alle,86841,sysselsatte_land,personer
2011,10,asia,2179,sysselsatte_land,personer
2011,10,eu_ost_europa,1787,sysselsatte_land,personer
2011,10,nord_amerika_oseania,201,sysselsatte_land,personer
2011,10,norden,1076,sysselsatte_land,personer
2011,10,ost_europa_ellers,1216,sysselsatte_land,personer
2011,10,sor_og_mellom_amerika,599,sysselsatte_land,personer
2011,10,vest_europa,1346,sysselsatte_land,personer
2011,11,afrika,1940,sysselsatte_land,personer
2011,11,alle,238080,sysselsatte_land,personer
2011,11,asia,6857,sysselsatte_land,personer
2011,11,eu_ost_europa,9929,sysselsatte_land,personer
2011,11,nord_amerika_oseania,898,sysselsatte_land,personer
2011,11,norden,3341,sysselsatte_land,personer
2011,11,ost_europa_ellers,2642,sysselsatte_land,personer
2011,11,sor_og_mellom_amerika,1088,sysselsatte_land,personer
2011,11,vest_europa,5304,sysselsatte_land,personer
2011,12,afrika,1974,sysselsatte_land,personer
2011,12,alle,256298,sysselsatte_land,personer
2011,12,asia,5707,sysselsatte_land,personer
2011,12,eu_ost_europa,8852,sysselsatte_land,personer
2011,12,nord_amerika_oseania,599,sysselsatte_land,personer
2011,12,norden,2475,sysselsatte_land,personer
2011,12,ost_europa_ellers,1665,sysselsatte_land,personer
2011,12,sor_og_mellom_amerika,1397,sysselsatte_land,personer
2011,12,vest_europa,3801,sysselsatte_land,personer
2011,14,afrika,195,sysselsatte_land,personer
2011,14,alle,56999,sysselsatte_land,personer
2011,14,asia,691,sysselsatte_land,personer
2011,14,eu_ost_europa,1975,sysselsatte_land,personer
2011,14,nord_amerika_oseania,65,sysselsatte_land,personer
2011,14,norden,513,sysselsatte_land,personer
2011,14,ost_europa_ellers,292,sysselsatte_land,personer
2011,14,sor_og_mellom_amerika,192,sysselsatte_land,personer
2011,14,vest_europa,816,sysselsatte_land,personer
2011,15,afrika,510,sysselsatte_land,personer
2011,15,alle,133431,sysselsatte_land,personer
2011,15,asia,2235,sysselsatte_land,personer
2011,15,eu_ost_europa,5209,sysselsatte_land,personer
2011,15,nord_amerika_oseania,181,sysselsatte_land,personer
2011,15,norden,1120,sysselsatte_land,personer
2011,15,ost_europa_ellers,910,sysselsatte_land,personer
2011,15,sor_og_mellom_amerika,327,sysselsatte_land,personer
2011,15,vest_europa,1829,sysselsatte_land,personer
2011,16,afrika,975,sysselsatte_land,personer
2011,16,alle,155199,sysselsatte_land,personer
2011,16,asia,3521,sysselsatte_land,personer
2011,16,eu_ost_europa,3711,sysselsatte_land,personer
2011,16,nord_amerika_oseania,311,sysselsatte_land,personer
2011,16,norden,1611,sysselsatte_land,personer
2011,16,ost_europa_ellers,1145,sysselsatte_land,personer
2011,16,sor_og_mellom_amerika,499,sysselsatte_land,personer
2011,16,vest_europa,1878,sysselsatte_land,personer
2011,17,afrika,279,sysselsatte_land,personer
2011,17,alle,66538,sysselsatte_land,personer
2011,17,asia,736,sysselsatte_land,personer
2011,17,eu_ost_europa,1117,sysselsatte_land,personer
2011,17,nord_amerika_oseania,51,sysselsatte_land,personer
2011,17,norden,513,sysselsatte_land,personer
2011,17,ost_europa_ellers,305,sysselsatte_land,personer
2011,17,sor_og_mellom_amerika,65,sysselsatte_land,personer
2011,17,vest_europa,421,sysselsatte_land,personer
2011,18,afrika,600,sysselsatte_land,personer
2011,18,alle,119519,sysselsatte_land,personer
2011,18,asia,1826,sysselsatte_land,personer
