aar,fylke_nr,vreg_3,botid_5,tabellvariabel,tabell_navn,enhet
2010,01,alle,10+,6716,sysselsatte_botid_land,personer
2010,01,alle,5_9,2291,sysselsatte_botid_land,personer
2010,01,alle,alle,12882,sysselsatte_botid_land,personer
2010,02,1,0_4,8193,sysselsatte_botid_land,personer
2010,02,1,10+,8376,sysselsatte_botid_land,personer
2010,02,1,5_9,2649,sysselsatte_botid_land,personer
2010,02,1,alle,19218,sysselsatte_botid_land,personer
2010,02,2,0_4,2891,sysselsatte_botid_land,personer
2010,02,2,10+,10501,sysselsatte_botid_land,personer
2010,02,2,5_9,3591,sysselsatte_botid_land,personer
2010,02,2,alle,16983,sysselsatte_botid_land,personer
2010,02,alle,0_4,11084,sysselsatte_botid_land,personer
2010,02,alle,10+,18877,sysselsatte_botid_land,personer
2010,02,alle,5_9,6240,sysselsatte_botid_land,personer
2010,02,alle,alle,36201,sysselsatte_botid_land,personer
2010,03,1,0_4,16100,sysselsatte_botid_land,personer
2010,03,1,10+,9200,sysselsatte_botid_land,personer
2010,03,1,5_9,4156,sysselsatte_botid_land,personer
2010,03,1,alle,29456,sysselsatte_botid_land,personer
2010,03,2,0_4,7504,sysselsatte_botid_land,personer
2010,03,2,10+,26623,sysselsatte_botid_land,personer
2010,03,2,5_9,7927,sysselsatte_botid_land,personer
2010,03,2,alle,42054,sysselsatte_botid_land,personer
2010,03,alle,0_4,23604,sysselsatte_botid_land,personer
2010,03,alle,10+,35823,sysselsatte_botid_land,personer
2010,03,alle,5_9,12083,sysselsatte_botid_land,personer
2010,03,alle,alle,71510,sysselsatte_botid_land,personer
2010,04,1,0_4,1474,sysselsatte_botid_land,personer
2010,04,1,10+,1374,sysselsatte_botid_land,personer
2010,04,1,5_9,426,sysselsatte_botid_land,personer
2010,04,1,alle,3274,sysselsatte_botid_land,personer
2010,04,2,0_4,507,sysselsatte_botid_land,personer
2010,04,2,10+,1159,sysselsatte_botid_land,personer
2010,04,2,5_9,622,sysselsatte_botid_land,personer
2010,04,2,alle,2288,sysselsatte_botid_land,personer
2010,04,alle,0_4,1981,sysselsatte_botid_land,personer
2010,04,alle,10+,2533,sysselsatte_botid_land,personer
2010,04,alle,5_9,1048,sysselsatte_botid_land,personer
2010,04,alle,alle,5562,sysselsatte_botid_land,personer
2010,05,1,0_4,1754,sysselsatte_botid_land,personer
2010,05,1,10+,1108,sysselsatte_botid_land,personer
2010,05,1,5_9,445,sysselsatte_botid_land,personer
2010,05,1,alle,3307,sysselsatte_botid_land,personer
2010,05,2,0_4,552,sysselsatte_botid_land,personer
2010,05,2,10+,1243,sysselsatte_botid_land,personer
2010,05,2,5_9,694,sysselsatte_botid_land,personer
2010,05,2,alle,2489,sysselsatte_botid_land,personer
2010,05,alle,0_4,2306,sysselsatte_botid_land,personer
2010,05,alle,10+,2351,sysselsatte_botid_land,personer
2010,05,alle,5_9,1139,sysselsatte_botid_land,personer
2010,05,alle,alle,5796,sysselsatte_botid_land,personer
2010,06,1,0_4,4221,sysselsatte_botid_land,personer
2010,06,1,10+,2777,sysselsatte_botid_land,personer
2010,06,1,5_9,1127,sysselsatte_botid_land,personer
2010,06,1,alle,8125,sysselsatte_botid_land,personer
2010,06,2,0_4,1252,sysselsatte_botid_land,personer
2010,06,2,10+,4350,sysselsatte_botid_land,personer
2010,06,2,5_9,1909,sysselsatte_botid_land,personer
2010,06,2,alle,7511,sysselsatte_botid_land,personer
2010,06,alle,0_4,5473,sysselsatte_botid_land,personer
2010,06,alle,10+,7127,sysselsatte_botid_land,personer
2010,06,alle,5_9,3036,sysselsatte_botid_land,personer
2010,06,alle,alle,15636,sysselsatte_botid_land,personer
2010,07,1,0_4,3142,sysselsatte_botid_land,personer
2010,07,1,10+,2109,sysselsatte_botid_land,personer
2010,07,1,5_9,752,sysselsatte_botid_land,personer
2010,07,1,alle,6003,sysselsatte_botid_land,personer
2010,07,2,0_4,842,sysselsatte_botid_land,personer
2010,07,2,10+,2648,sysselsatte_botid_land,personer
2010,07,2,5_9,1100,sysselsatte_botid_land,personer
2010,07,2,alle,4590,sysselsatte_botid_land,personer
2010,07,alle,0_4,3984,sysselsatte_botid_land,personer
2010,07,alle,10+,4757,sysselsatte_botid_land,personer
2010,07,alle,5_9,1852,sysselsatte_botid_land,personer
2010,07,alle,alle,10593,sysselsatte_botid_land,personer
2010,08,1,0_4,1432,sysselsatte_botid_land,personer
2010,08,1,10+,1191,sysselsatte_botid_land,personer
2010,08,1,5_9,383,sysselsatte_botid_land,personer
2010,08,1,alle,3006,sysselsatte_botid_land,personer
2010,08,2,0_4,604,sysselsatte_botid_land,personer
2010,08,2,10+,1811,sysselsatte_botid_land,personer
2010,08,2,5_9,874,sysselsatte_botid_land,personer
2010,08,2,alle,3289,sysselsatte_botid_land,personer
2010,08,alle,0_4,2036,sysselsatte_botid_land,personer
2010,08,alle,10+,3002,sysselsatte_botid_land,personer
2010,08,alle,5_9,1257,sysselsatte_botid_land,personer
2010,08,alle,alle,6295,sysselsatte_botid_land,personer
2010,09,1,0_4,1235,sysselsatte_botid_land,personer
2010,09,1,10+,911,sysselsatte_botid_land,personer
2010,09,1,5_9,308,sysselsatte_botid_land,personer
2010,09,1,alle,2454,sysselsatte_botid_land,personer
2010,09,2,0_4,414,sysselsatte_botid_land,personer
2010,09,2,10+,840,sysselsatte_botid_land,personer
2010,09,2,5_9,570,sysselsatte_botid_land,personer
2010,09,2,alle,1824,sysselsatte_botid_land,personer
2010,09,alle,0_4,1649,sysselsatte_botid_land,personer
2010,09,alle,10+,1751,sysselsatte_botid_land,personer
2010,09,alle,5_9,878,sysselsatte_botid_land,personer
2010,09,alle,alle,4278,sysselsatte_botid_land,personer
2010,10,1,0_4,2010,sysselsatte_botid_land,personer
2010,10,1,10+,1395,sysselsatte_botid_land,personer
2010,10,1,5_9,454,sysselsatte_botid_land,personer
2010,10,1,alle,3859,sysselsatte_botid_land,personer
2010,10,2,0_4,755,sysselsatte_botid_land,personer
2010,10,2,10+,2567,sysselsatte_botid_land,personer
2010,10,2,5_9,1110,sysselsatte_botid_land,personer
2010,10,2,alle,4432,sysselsatte_botid_land,personer
2010,10,alle,0_4,2765,sysselsatte_botid_land,personer
2010,10,alle,10+,3962,sysselsatte_botid_land,personer
2010,10,alle,5_9,1564,sysselsatte_botid_land,personer
2010,10,alle,alle,8291,sysselsatte_botid_land,personer
2010,11,1,0_4,10647,sysselsatte_botid_land,personer
2010,11,1,10+,4293,sysselsatte_botid_land,personer
2010,11,1,5_9,1780,sysselsatte_botid_land,personer
2010,11,1,alle,16720,sysselsatte_botid_land,personer
2010,11,2,0_4,3219,sysselsatte_botid_land,personer
2010,11,2,10+,5625,sysselsatte_botid_land,personer
2010,11,2,5_9,2760,sysselsatte_botid_land,personer
2010,11,2,alle,11604,sysselsatte_botid_land,personer
2010,11,alle,0_4,13866,sysselsatte_botid_land,personer
2010,11,alle,10+,9918,sysselsatte_botid_land,personer
2010,11,alle,5_9,4540,sysselsatte_botid_land,personer
2010,11,alle,alle,28324,sysselsatte_botid_land,personer
2010,12,1,0_4,8202,sysselsatte_botid_land,personer
2010,12,1,10+,3302,sysselsatte_botid_land,personer
2010,12,1,5_9,1757,sysselsatte_botid_land,personer
2010,12,1,alle,13261,sysselsatte_botid_land,personer
2010,12,2,0_4,2616,sysselsatte_botid_land,personer
2010,12,2,10+,5007,sysselsatte_botid_land,personer
2010,12,2,5_9,2426,sysselsatte_botid_land,personer
2010,12,2,alle,10049,sysselsatte_botid_land,personer
2010,12,alle,0_4,10818,sysselsatte_botid_land,personer
2010,12,alle,10+,8309,sysselsatte_botid_land,personer
2010,12,alle,5_9,4183,sysselsatte_botid_land,personer
2010,12,alle,alle,23310,sysselsatte_botid_land,personer
2010,14,1,0_4,1827,sysselsatte_botid_land,personer
2010,14,1,10+,628,sysselsatte_botid_land,personer
2010,14,1,5_9,415,sysselsatte_botid_land,personer
2010,14,1,alle,2870,sysselsatte_botid_land,personer
2010,14,2,0_4,375,sysselsatte_botid_land,personer
2010,14,2,10+,596,sysselsatte_botid_land,personer
2010,14,2,5_9,334,sysselsatte_botid_land,personer
2010,14,2,alle,1305,sysselsatte_botid_land,personer
2010,14,alle,0_4,2202,sysselsatte_botid_land,personer
2010,14,alle,10+,1224,sysselsatte_botid_land,personer
2010,14,alle,5_9,749,sysselsatte_botid_land,personer
2010,14,alle,alle,4175,sysselsatte_botid_land,personer
2010,15,1,0_4,4778,sysselsatte_botid_land,personer
2010,15,1,10+,1322,sysselsatte_botid_land,personer
2010,15,1,5_9,829,sysselsatte_botid_land,personer
2010,15,1,alle,6929,sysselsatte_botid_land,personer
2010,15,2,0_4,1015,sysselsatte_botid_land,personer
2010,15,2,10+,1676,sysselsatte_botid_land,personer
2010,15,2,5_9,1060,sysselsatte_botid_land,personer
2010,15,2,alle,3751,sysselsatte_botid_land,personer
2010,15,alle,0_4,5793,sysselsatte_botid_land,personer
2010,15,alle,10+,2998,sysselsatte_botid_land,personer
2010,15,alle,5_9,1889,sysselsatte_botid_land,personer
2010,15,alle,alle,10680,sysselsatte_botid_land,personer
2010,16,1,0_4,3731,sysselsatte_botid_land,personer
2010,16,1,10+,1784,sysselsatte_botid_land,personer
2010,16,1,5_9,926,sysselsatte_botid_land,personer
2010,16,1,alle,6441,sysselsatte_botid_land,personer
2010,16,2,0_4,1752,sysselsatte_botid_land,personer
2010,16,2,10+,2582,sysselsatte_botid_land,personer
2010,16,2,5_9,1428,sysselsatte_botid_land,personer
2010,16,2,alle,5762,sysselsatte_botid_land,personer
2010,16,alle,0_4,5483,sysselsatte_botid_land,personer
2010,16,alle,10+,4366,sysselsatte_botid_land,personer
2010,16,alle,5_9,2354,sysselsatte_botid_land,personer
2010,16,alle,alle,12203,sysselsatte_botid_land,personer
2010,17,1,0_4,884,sysselsatte_botid_land,personer
2010,17,1,10+,564,sysselsatte_botid_land,personer
2010,17,1,5_9,196,sysselsatte_botid_land,personer
2010,17,1,alle,1644,sysselsatte_botid_land,personer
2010,17,2,0_4,341,sysselsatte_botid_land,personer
2010,17,2,10+,456,sysselsatte_botid_land,personer
2010,17,2,5_9,425,sysselsatte_botid_land,personer
2010,17,2,alle,1222,sysselsatte_botid_land,personer
2010,17,alle,0_4,1225,sysselsatte_botid_land,personer
2010,17,alle,10+,1020,sysselsatte_botid_land,personer
2010,17,alle,5_9,621,sysselsatte_botid_land,personer
2010,17,alle,alle,2866,sysselsatte_botid_land,personer
2010,18,1,0_4,1827,sysselsatte_botid_land,personer
2010,18,1,10+,1214,sysselsatte_botid_land,personer
2010,18,1,5_9,417,sysselsatte_botid_land,personer
2010,18,1,alle,3458,sysselsatte_botid_land,personer
2010,18,2,0_4,1167,sysselsatte_botid_land,personer
2010,18,2,10+,949,sysselsatte_botid_land,personer
2010,18,2,5_9,1066,sysselsatte_botid_land,personer
2010,18,2,alle,3182,sysselsatte_botid_land,personer
2010,18,alle,0_4,2994,sysselsatte_botid_land,personer
2010,18,alle,10+,2163,sysselsatte_botid_land,personer
2010,18,alle,5_9,1483,sysselsatte_botid_land,personer
2010,18,alle,alle,6640,sysselsatte_botid_land,personer
2010,19,1,0_4,1586,sysselsatte_botid_land,personer
2010,19,1,10+,1160,sysselsatte_botid_land,personer
2010,19,1,5_9,560,sysselsatte_botid_land,personer
2010,19,1,alle,3306,sysselsatte_botid_land,personer
2010,19,2,0_4,935,sysselsatte_botid_land,personer
2010,19,2,10+,840,sysselsatte_botid_land,personer
2010,19,2,5_9,734,sysselsatte_botid_land,personer
2010,19,2,alle,2509,sysselsatte_botid_land,personer
2010,19,alle,0_4,2521,sysselsatte_botid_land,personer
2010,19,alle,10+,2000,sysselsatte_botid_land,personer
2010,19,alle,5_9,1294,sysselsatte_botid_land,personer
2010,19,alle,alle,5815,sysselsatte_botid_land,personer
2010,20,1,0_4,1010,sysselsatte_botid_land,personer
2010,20,1,10+,773,sysselsatte_botid_land,personer
2010,20,1,5_9,205,sysselsatte_botid_land,personer
2010,20,1,alle,1988,sysselsatte_botid_land,personer
2010,20,2,0_4,690,sysselsatte_botid_land,personer
2010,20,2,10+,534,sysselsatte_botid_land,personer
2010,20,2,5_9,546,sysselsatte_botid_land,personer
2010,20,2,alle,1770,sysselsatte_botid_land,personer
2010,20,alle,0_4,1700,sysselsatte_botid_land,personer
2010,20,alle,10+,1307,sysselsatte_botid_land,personer
2010,20,alle,5_9,751,sysselsatte_botid_land,personer
2010,20,alle,alle,3758,sysselsatte_botid_land,personer
2011,00,1,0_4,91543,sysselsatte_botid_land,personer
2011,00,1,10+,48191,sysselsatte_botid_land,personer
2011,00,1,5_9,24898,sysselsatte_botid_land,personer
2011,00,1,alle,164632,sysselsatte_botid_land,personer
2011,00,2,0_4,31371,sysselsatte_botid_land,personer
2011,00,2,10+,79703,sysselsatte_botid_land,personer
2011,00,2,5_9,31455,sysselsatte_botid_land,personer
2011,00,2,alle,142529,sysselsatte_botid_land,personer
2011,00,alle,0_4,122914,sysselsatte_botid_land,personer
2011,00,alle,10+,127894,sysselsatte_botid_land,personer
2011,00,alle,5_9,56353,sysselsatte_botid_land,personer
2011,00,alle,alle,307161,sysselsatte_botid_land,personer
2011,01,1,0_4,3766,sysselsatte_botid_land,personer
2011,01,1,10+,2625,sysselsatte_botid_land,personer
2011,01,1,5_9,1039,sysselsatte_botid_land,personer
2011,01,1,alle,7430,sysselsatte_botid_land,personer
2011,01,2,0_4,962,sysselsatte_botid_land,personer
2011,01,2,10+,4489,sysselsatte_botid_land,personer
2011,01,2,5_9,1534,sysselsatte_botid_land,personer
2011,01,2,alle,6985,sysselsatte_botid_land,personer
2011,01,alle,0_4,4728,sysselsatte_botid_land,personer
2011,01,alle,10+,7114,sysselsatte_botid_land,personer
2011,01,alle,5_9,2573,sysselsatte_botid_land,personer
2011,01,alle,alle,14415,sysselsatte_botid_land,personer
2011,02,1,0_4,10056,sysselsatte_botid_land,personer
2011,02,1,10+,8776,sysselsatte_botid_land,personer
2011,02,1,5_9,3571,sysselsatte_botid_land,personer
2011,02,1,alle,22403,sysselsatte_botid_land,personer
2011,02,2,0_4,3277,sysselsatte_botid_land,personer
2011,02,2,10+,11426,sysselsatte_botid_land,personer
2011,02,2,5_9,3714,sysselsatte_botid_land,personer
2011,02,2,alle,18417,sysselsatte_botid_land,personer
2011,02,alle,0_4,13333,sysselsatte_botid_land,personer
2011,02,alle,10+,20202,sysselsatte_botid_land,personer
2011,02,alle,5_9,7285,sysselsatte_botid_land,personer
2011,02,alle,alle,40820,sysselsatte_botid_land,personer
2011,03,1,0_4,19298,sysselsatte_botid_land,personer
2011,03,1,10+,9648,sysselsatte_botid_land,personer
2011,03,1,5_9,5146,sysselsatte_botid_land,personer
2011,03,1,alle,34092,sysselsatte_botid_land,personer
2011,03,2,0_4,8346,sysselsatte_botid_land,personer
2011,03,2,10+,28114,sysselsatte_botid_land,personer
2011,03,2,5_9,7944,sysselsatte_botid_land,personer
2011,03,2,alle,44404,sysselsatte_botid_land,personer
2011,03,alle,0_4,27644,sysselsatte_botid_land,personer
2011,03,alle,10+,37762,sysselsatte_botid_land,personer
2011,03,alle,5_9,13090,sysselsatte_botid_land,personer
2011,03,alle,alle,78496,sysselsatte_botid_land,personer
2011,04,1,0_4,1769,sysselsatte_botid_land,personer
2011,04,1,10+,1427,sysselsatte_botid_land,personer
2011,04,1,5_9,505,sysselsatte_botid_land,personer
2011,04,1,alle,3701,sysselsatte_botid_land,personer
2011,04,2,0_4,571,sysselsatte_botid_land,personer
2011,04,2,10+,1237,sysselsatte_botid_land,personer
2011,04,2,5_9,696,sysselsatte_botid_land,personer
2011,04,2,alle,2504,sysselsatte_botid_land,personer
2011,04,alle,0_4,2340,sysselsatte_botid_land,personer
2011,04,alle,10+,2664,sysselsatte_botid_land,personer
2011,04,alle,5_9,1201,sysselsatte_botid_land,personer
2011,04,alle,alle,6205,sysselsatte_botid_land,personer
2011,05,1,0_4,2185,sysselsatte_botid_land,personer
2011,05,1,10+,1148,sysselsatte_botid_land,personer
2011,05,1,5_9,586,sysselsatte_botid_land,personer
2011,05,1,alle,3919,sysselsatte_botid_land,personer
2011,05,2,0_4,627,sysselsatte_botid_land,personer
2011,05,2,10+,1327,sysselsatte_botid_land,personer
2011,05,2,5_9,678,sysselsatte_botid_land,personer
2011,05,2,alle,2632,sysselsatte_botid_land,personer
2011,05,alle,0_4,2812,sysselsatte_botid_land,personer
2011,05,alle,10+,2475,sysselsatte_botid_land,personer
2011,05,alle,5_9,1264,sysselsatte_botid_land,personer
2011,05,alle,alle,6551,sysselsatte_botid_land,personer
2011,06,1,0_4,5160,sysselsatte_botid_land,personer
2011,06,1,10+,2933,sysselsatte_botid_land,personer
2011,06,1,5_9,1562,sysselsatte_botid_land,personer
2011,06,1,alle,9655,sysselsatte_botid_land,personer
2011,06,2,0_4,1425,sysselsatte_botid_land,personer
2011,06,2,10+,4757,sysselsatte_botid_land,personer
2011,06,2,5_9,1935,sysselsatte_botid_land,personer
2011,06,2,alle,8117,sysselsatte_botid_land,personer
2011,06,alle,0_4,6585,sysselsatte_botid_land,personer
2011,06,alle,10+,7690,sysselsatte_botid_land,personer
2011,06,alle,5_9,3497,sysselsatte_botid_land,personer
2011,06,alle,alle,17772,sysselsatte_botid_land,personer
2011,07,1,0_4,3560,sysselsatte_botid_land,personer
2011,07,1,10+,2194,sysselsatte_botid_land,personer
2011,07,1,5_9,1074,sysselsatte_botid_land,personer
2011,07,1,alle,6828,sysselsatte_botid_land,personer
2011,07,2,0_4,910,sysselsatte_botid_land,personer
2011,07,2,10+,2829,sysselsatte_botid_land,personer
2011,07,2,5_9,1076,sysselsatte_botid_land,personer
2011,07,2,alle,4815,sysselsatte_botid_land,personer
2011,07,alle,0_4,4470,sysselsatte_botid_land,personer
2011,07,alle,10+,5023,sysselsatte_botid_land,personer
2011,07,alle,5_9,2150,sysselsatte_botid_land,personer
2011,07,alle,alle,11643,sysselsatte_botid_land,personer
2011,08,1,0_4,1621,sysselsatte_botid_land,personer
2011,08,1,10+,1242,sysselsatte_botid_land,personer
2011,08,1,5_9,481,sysselsatte_botid_land,personer
2011,08,1,alle,3344,sysselsatte_botid_land,personer
2011,08,2,0_4,644,sysselsatte_botid_land,personer
2011,08,2,10+,1949,sysselsatte_botid_land,personer
2011,08,2,5_9,899,sysselsatte_botid_land,personer
2011,08,2,alle,3492,sysselsatte_botid_land,personer
2011,08,alle,0_4,2265,sysselsatte_botid_land,personer
2011,08,alle,10+,3191,sysselsatte_botid_land,personer
2011,08,alle,5_9,1380,sysselsatte_botid_land,personer
2011,08,alle,alle,6836,sysselsatte_botid_land,personer
2011,09,1,0_4,1467,sysselsatte_botid_land,personer
2011,09,1,10+,917,sysselsatte_botid_land,personer
2011,09,1,5_9,412,sysselsatte_botid_land,personer
2011,09,1,alle,2796,sysselsatte_botid_land,personer
2011,09,2,0_4,446,sysselsatte_botid_land,personer
2011,09,2,10+,933,sysselsatte_botid_land,personer
2011,09,2,5_9,555,sysselsatte_botid_land,personer
2011,09,2,alle,1934,sysselsatte_botid_land,personer
2011,09,alle,0_4,1913,sysselsatte_botid_land,personer
2011,09,alle,10+,1850,sysselsatte_botid_land,personer
2011,09,alle,5_9,967,sysselsatte_botid_land,personer
2011,09,alle,alle,4730,sysselsatte_botid_land,personer
2011,10,1,0_4,2216,sysselsatte_botid_land,personer
2011,10,1,10+,1432,sysselsatte_botid_land,personer
2011,10,1,5_9,607,sysselsatte_botid_land,personer
2011,10,1,alle,4255,sysselsatte_botid_land,personer
2011,10,2,0_4,831,sysselsatte_botid_land,personer
2011,10,2,10+,2761,sysselsatte_botid_land,personer
2011,10,2,5_9,1072,sysselsatte_botid_land,personer
2011,10,2,alle,4664,sysselsatte_botid_land,personer
2011,10,alle,0_4,3047,sysselsatte_botid_land,personer
2011,10,alle,10+,4193,sysselsatte_botid_land,personer
2011,10,alle,5_9,1679,sysselsatte_botid_land,personer
2011,10,alle,alle,8919,sysselsatte_botid_land,personer
2011,11,1,0_4,11989,sysselsatte_botid_land,personer
2011,11,1,10+,4561,sysselsatte_botid_land,personer
2011,11,1,5_9,2779,sysselsatte_botid_land,personer
2011,11,1,alle,19329,sysselsatte_botid_land,personer
2011,11,2,0_4,3619,sysselsatte_botid_land,personer
2011,11,2,10+,6020,sysselsatte_botid_land,personer
2011,11,2,5_9,3031,sysselsatte_botid_land,personer
2011,11,2,alle,12670,sysselsatte_botid_land,personer
2011,11,alle,0_4,15608,sysselsatte_botid_land,personer
2011,11,alle,10+,10581,sysselsatte_botid_land,personer
2011,11,alle,5_9,5810,sysselsatte_botid_land,personer
2011,11,alle,alle,31999,sysselsatte_botid_land,personer
2011,12,1,0_4,9574,sysselsatte_botid_land,personer
2011,12,1,10+,3459,sysselsatte_botid_land,personer
2011,12,1,5_9,2536,sysselsatte_botid_land,personer
2011,12,1,alle,15569,sysselsatte_botid_land,personer
2011,12,2,0_4,2899,sysselsatte_botid_land,personer
2011,12,2,10+,5428,sysselsatte_botid_land,personer
2011,12,2,5_9,2574,sysselsatte_botid_land,personer
2011,12,2,alle,10901,sysselsatte_botid_land,personer
2011,12,alle,0_4,12473,sysselsatte_botid_land,personer
2011,12,alle,10+,8887,sysselsatte_botid_land,personer
2011,12,alle,5_9,5110,sysselsatte_botid_land,personer
2011,12,alle,alle,26470,sysselsatte_botid_land,personer
2011,14,1,0_4,2170,sysselsatte_botid_land,personer
2011,14,1,10+,678,sysselsatte_botid_land,personer
2011,14,1,5_9,515,sysselsatte_botid_land,personer
2011,14,1,alle,3363,sysselsatte_botid_land,personer
2011,14,2,0_4,391,sysselsatte_botid_land,personer
2011,14,2,10+,641,sysselsatte_botid_land,personer
2011,14,2,5_9,344,sysselsatte_botid_land,personer
2011,14,2,alle,1376,sysselsatte_botid_land,personer
2011,14,alle,0_4,2561,sysselsatte_botid_land,personer
2011,14,alle,10+,1319,sysselsatte_botid_land,personer
2011,14,alle,5_9,859,sysselsatte_botid_land,personer
2011,14,alle,alle,4739,sysselsatte_botid_land,personer
2011,15,1,0_4,5698,sysselsatte_botid_land,personer
2011,15,1,10+,1429,sysselsatte_botid_land,personer
2011,15,1,5_9,1174,sysselsatte_botid_land,personer
2011,15,1,alle,8301,sysselsatte_botid_land,personer
2011,15,2,0_4,1118,sysselsatte_botid_land,personer
2011,15,2,10+,1804,sysselsatte_botid_land,personer
2011,15,2,5_9,1098,sysselsatte_botid_land,personer
2011,15,2,alle,4020,sysselsatte_botid_land,personer
2011,15,alle,0_4,6816,sysselsatte_botid_land,personer
2011,15,alle,10+,3233,sysselsatte_botid_land,personer
2011,15,alle,5_9,2272,sysselsatte_botid_land,personer
2011,15,alle,alle,12321,sysselsatte_botid_land,personer
2011,16,1,0_4,4338,sysselsatte_botid_land,personer
2011,16,1,10+,1885,sysselsatte_botid_land,personer
2011,16,1,5_9,1221,sysselsatte_botid_land,personer
2011,16,1,alle,7444,sysselsatte_botid_land,personer
2011,16,2,0_4,1850,sysselsatte_botid_land,personer
2011,16,2,10+,2828,sysselsatte_botid_land,personer
2011,16,2,5_9,1529,sysselsatte_botid_land,personer
2011,16,2,alle,6207,sysselsatte_botid_land,personer
2011,16,alle,0_4,6188,sysselsatte_botid_land,personer
2011,16,alle,10+,4713,sysselsatte_botid_land,personer
2011,16,alle,5_9,2750,sysselsatte_botid_land,personer
2011,16,alle,alle,13651,sysselsatte_botid_land,personer
2011,17,1,0_4,1192,sysselsatte_botid_land,personer
2011,17,1,10+,588,sysselsatte_botid_land,personer
2011,17,1,5_9,310,sysselsatte_botid_land,personer
2011,17,1,alle,2090,sysselsatte_botid_land,personer
2011,17,2,0_4,444,sysselsatte_botid_land,personer
2011,17,2,10+,520,sysselsatte_botid_land,personer
2011,17,2,5_9,433,sysselsatte_botid_land,personer
2011,17,2,alle,1397,sysselsatte_botid_land,personer
2011,17,alle,0_4,1636,sysselsatte_botid_land,personer
2011,17,alle,10+,1108,sysselsatte_botid_land,personer
2011,17,alle,5_9,743,sysselsatte_botid_land,personer
2011,17,alle,alle,3487,sysselsatte_botid_land,personer
2011,18,1,0_4,2334,sysselsatte_botid_land,personer
2011,18,1,10+,1275,sysselsatte_botid_land,personer
2011,18,1,5_9,517,sysselsatte_botid_land,personer
2011,18,1,alle,4126,sysselsatte_botid_land,personer
2011,18,2,0_4,1270,sysselsatte_botid_land,personer
2011,18,2,10+,1093,sysselsatte_botid_land,personer
2011,18,2,5_9,1068,sysselsatte_botid_land,personer
2011,18,2,alle,3431,sysselsatte_botid_land,personer
2011,18,alle,0_4,3604,sysselsatte_botid_land,personer
2011,18,alle,10+,2368,sysselsatte_botid_land,personer
2011,18,alle,5_9,1585,sysselsatte_botid_land,personer
2011,18,alle,alle,7557,sysselsatte_botid_land,personer
2011,19,1,0_4,1871,sysselsatte_botid_land,personer
2011,19,1,10+,1195,sysselsatte_botid_land,personer
2011,19,1,5_9,637,sysselsatte_botid_land,personer
2011,19,1,alle,3703,sysselsatte_botid_land,personer
2011,19,2,0_4,982,sysselsatte_botid_land,personer
2011,19,2,10+,944,sysselsatte_botid_land,personer
2011,19,2,5_9,760,sysselsatte_botid_land,personer
2011,19,2,alle,2686,sysselsatte_botid_land,personer
2011,19,alle,0_4,2853,sysselsatte_botid_land,personer
2011,19,alle,10+,2139,sysselsatte_botid_land,personer
2011,19,alle,5_9,1397,sysselsatte_botid_land,personer
2011,19,alle,alle,6389,sysselsatte_botid_land,personer
2011,20,1,0_4,1279,sysselsatte_botid_land,personer
2011,20,1,10+,779,sysselsatte_botid_land,personer
2011,20,1,5_9,226,sysselsatte_botid_land,personer
2011,20,1,alle,2284,sysselsatte_botid_land,personer
2011,20,2,0_4,759,sysselsatte_botid_land,personer
2011,20,2,10+,603,sysselsatte_botid_land,personer
2011,20,2,5_9,515,sysselsatte_botid_land,personer
2011,20,2,alle,1877,sysselsatte_botid_land,personer
2011,20,alle,0_4,2038,sysselsatte_botid_land,personer
2011,20,alle,10+,1382,sysselsatte_botid_land,personer
2011,20,alle,5_9,741,sysselsatte_botid_land,personer
2011,20,alle,alle,4161,sysselsatte_botid_land,personer
2012,00,1,0_4,94857,sysselsatte_botid_land,personer
2012,00,1,10+,50438,sysselsatte_botid_land,personer
2012,00,1,5_9,36616,sysselsatte_botid_land,personer
2012,00,1,alle,181911,sysselsatte_botid_land,personer
2012,00,2,0_4,33271,sysselsatte_botid_land,personer
2012,00,2,10+,86844,sysselsatte_botid_land,personer
2012,00,2,5_9,31933,sysselsatte_botid_land,personer
2012,00,2,alle,152048,sysselsatte_botid_land,personer
2012,00,alle,0_4,128128,sysselsatte_botid_land,personer
2012,00,alle,10+,137282,sysselsatte_botid_land,personer
2012,00,alle,5_9,68549,sysselsatte_botid_land,personer
2012,00,alle,alle,333959,sysselsatte_botid_land,personer
2012,01,1,0_4,3937,sysselsatte_botid_land,personer
2012,01,1,10+,2722,sysselsatte_botid_land,personer
2012,01,1,5_9,1564,sysselsatte_botid_land,personer
2012,01,1,alle,8223,sysselsatte_botid_land,personer
2012,01,2,0_4,1013,sysselsatte_botid_land,personer
2012,01,2,10+,4981,sysselsatte_botid_land,personer
2012,01,2,5_9,1437,sysselsatte_botid_land,personer
2012,01,2,alle,7431,sysselsatte_botid_land,personer
2012,01,alle,0_4,4950,sysselsatte_botid_land,personer
2012,01,alle,10+,7703,sysselsatte_botid_land,personer
2012,01,alle,5_9,3001,sysselsatte_botid_land,personer
2012,01,alle,alle,15654,sysselsatte_botid_land,personer
2012,02,1,0_4,10491,sysselsatte_botid_land,personer
2012,02,1,10+,9256,sysselsatte_botid_land,personer
2012,02,1,5_9,4770,sysselsatte_botid_land,personer
2012,02,1,alle,24517,sysselsatte_botid_land,personer
