aar,naringsregion_nr,botid_5,tabellvariabel,tabell_navn,enhet
2010,74,10+,299,sysselsatte_botid,personer
2010,74,5_9,198,sysselsatte_botid,personer
2010,74,alle,882,sysselsatte_botid,personer
2010,75,0_4,400,sysselsatte_botid,personer
2010,75,10+,233,sysselsatte_botid,personer
2010,75,5_9,190,sysselsatte_botid,personer
2010,75,alle,823,sysselsatte_botid,personer
2010,76,0_4,410,sysselsatte_botid,personer
2010,76,10+,283,sysselsatte_botid,personer
2010,76,5_9,219,sysselsatte_botid,personer
2010,76,alle,912,sysselsatte_botid,personer
2010,77,0_4,431,sysselsatte_botid,personer
2010,77,10+,318,sysselsatte_botid,personer
2010,77,5_9,232,sysselsatte_botid,personer
2010,77,alle,981,sysselsatte_botid,personer
2010,78,0_4,320,sysselsatte_botid,personer
2010,78,10+,222,sysselsatte_botid,personer
2010,78,5_9,184,sysselsatte_botid,personer
2010,78,alle,726,sysselsatte_botid,personer
2010,79,0_4,1613,sysselsatte_botid,personer
2010,79,10+,1355,sysselsatte_botid,personer
2010,79,5_9,795,sysselsatte_botid,personer
2010,79,alle,3763,sysselsatte_botid,personer
2010,80,0_4,157,sysselsatte_botid,personer
2010,80,10+,105,sysselsatte_botid,personer
2010,80,5_9,83,sysselsatte_botid,personer
2010,80,alle,345,sysselsatte_botid,personer
2010,81,0_4,1006,sysselsatte_botid,personer
2010,81,10+,460,sysselsatte_botid,personer
2010,81,5_9,365,sysselsatte_botid,personer
2010,81,alle,1831,sysselsatte_botid,personer
2010,82,0_4,145,sysselsatte_botid,personer
2010,82,10+,249,sysselsatte_botid,personer
2010,82,5_9,104,sysselsatte_botid,personer
2010,82,alle,498,sysselsatte_botid,personer
2010,83,0_4,549,sysselsatte_botid,personer
2010,83,10+,598,sysselsatte_botid,personer
2010,83,5_9,282,sysselsatte_botid,personer
2010,83,alle,1429,sysselsatte_botid,personer
2011,01,0_4,325,sysselsatte_botid,personer
2011,01,10+,691,sysselsatte_botid,personer
2011,01,5_9,191,sysselsatte_botid,personer
2011,01,alle,1207,sysselsatte_botid,personer
2011,02,0_4,1052,sysselsatte_botid,personer
2011,02,10+,1366,sysselsatte_botid,personer
2011,02,5_9,584,sysselsatte_botid,personer
2011,02,alle,3002,sysselsatte_botid,personer
2011,03,0_4,1101,sysselsatte_botid,personer
2011,03,10+,1549,sysselsatte_botid,personer
2011,03,5_9,518,sysselsatte_botid,personer
2011,03,alle,3168,sysselsatte_botid,personer
2011,04,0_4,2250,sysselsatte_botid,personer
2011,04,10+,3508,sysselsatte_botid,personer
2011,04,5_9,1280,sysselsatte_botid,personer
2011,04,alle,7038,sysselsatte_botid,personer
2011,05,0_4,4689,sysselsatte_botid,personer
2011,05,10+,6807,sysselsatte_botid,personer
2011,05,5_9,2687,sysselsatte_botid,personer
2011,05,alle,14183,sysselsatte_botid,personer
2011,06,0_4,2505,sysselsatte_botid,personer
2011,06,10+,4407,sysselsatte_botid,personer
2011,06,5_9,1422,sysselsatte_botid,personer
2011,06,alle,8334,sysselsatte_botid,personer
2011,07,0_4,3782,sysselsatte_botid,personer
2011,07,10+,6702,sysselsatte_botid,personer
2011,07,5_9,2079,sysselsatte_botid,personer
2011,07,alle,12563,sysselsatte_botid,personer
2011,08,0_4,2357,sysselsatte_botid,personer
2011,08,10+,2286,sysselsatte_botid,personer
2011,08,5_9,1097,sysselsatte_botid,personer
2011,08,alle,5740,sysselsatte_botid,personer
2011,09,0_4,27644,sysselsatte_botid,personer
2011,09,10+,37762,sysselsatte_botid,personer
2011,09,5_9,13090,sysselsatte_botid,personer
2011,09,alle,78496,sysselsatte_botid,personer
2011,10,0_4,268,sysselsatte_botid,personer
2011,10,10+,166,sysselsatte_botid,personer
2011,10,5_9,91,sysselsatte_botid,personer
2011,10,alle,525,sysselsatte_botid,personer
2011,11,0_4,506,sysselsatte_botid,personer
2011,11,10+,741,sysselsatte_botid,personer
2011,11,5_9,272,sysselsatte_botid,personer
2011,11,alle,1519,sysselsatte_botid,personer
2011,12,0_4,1167,sysselsatte_botid,personer
2011,12,10+,1240,sysselsatte_botid,personer
2011,12,5_9,627,sysselsatte_botid,personer
2011,12,alle,3034,sysselsatte_botid,personer
2011,13,0_4,399,sysselsatte_botid,personer
2011,13,10+,517,sysselsatte_botid,personer
2011,13,5_9,211,sysselsatte_botid,personer
2011,13,alle,1127,sysselsatte_botid,personer
2011,14,0_4,1010,sysselsatte_botid,personer
2011,14,10+,1073,sysselsatte_botid,personer
2011,14,5_9,499,sysselsatte_botid,personer
2011,14,alle,2582,sysselsatte_botid,personer
2011,15,0_4,403,sysselsatte_botid,personer
2011,15,10+,392,sysselsatte_botid,personer
2011,15,5_9,176,sysselsatte_botid,personer
2011,15,alle,971,sysselsatte_botid,personer
2011,16,0_4,568,sysselsatte_botid,personer
2011,16,10+,650,sysselsatte_botid,personer
2011,16,5_9,325,sysselsatte_botid,personer
2011,16,alle,1543,sysselsatte_botid,personer
2011,17,0_4,239,sysselsatte_botid,personer
2011,17,10+,88,sysselsatte_botid,personer
2011,17,5_9,102,sysselsatte_botid,personer
2011,17,alle,429,sysselsatte_botid,personer
2011,18,0_4,269,sysselsatte_botid,personer
2011,18,10+,110,sysselsatte_botid,personer
2011,18,5_9,83,sysselsatte_botid,personer
2011,18,alle,462,sysselsatte_botid,personer
2011,19,0_4,369,sysselsatte_botid,personer
2011,19,10+,207,sysselsatte_botid,personer
2011,19,5_9,100,sysselsatte_botid,personer
2011,19,alle,676,sysselsatte_botid,personer
2011,20,0_4,4209,sysselsatte_botid,personer
2011,20,10+,5982,sysselsatte_botid,personer
2011,20,5_9,2492,sysselsatte_botid,personer
2011,20,alle,12683,sysselsatte_botid,personer
2011,21,0_4,762,sysselsatte_botid,personer
2011,21,10+,374,sysselsatte_botid,personer
2011,21,5_9,279,sysselsatte_botid,personer
2011,21,alle,1415,sysselsatte_botid,personer
2011,22,0_4,846,sysselsatte_botid,personer
2011,22,10+,687,sysselsatte_botid,personer
2011,22,5_9,368,sysselsatte_botid,personer
2011,22,alle,1901,sysselsatte_botid,personer
2011,23,0_4,328,sysselsatte_botid,personer
2011,23,10+,206,sysselsatte_botid,personer
2011,23,5_9,131,sysselsatte_botid,personer
2011,23,alle,665,sysselsatte_botid,personer
2011,24,0_4,755,sysselsatte_botid,personer
2011,24,10+,722,sysselsatte_botid,personer
2011,24,5_9,348,sysselsatte_botid,personer
2011,24,alle,1825,sysselsatte_botid,personer
2011,25,0_4,2546,sysselsatte_botid,personer
2011,25,10+,2698,sysselsatte_botid,personer
2011,25,5_9,1175,sysselsatte_botid,personer
2011,25,alle,6419,sysselsatte_botid,personer
2011,26,0_4,1609,sysselsatte_botid,personer
2011,26,10+,2044,sysselsatte_botid,personer
2011,26,5_9,854,sysselsatte_botid,personer
2011,26,alle,4507,sysselsatte_botid,personer
2011,27,0_4,1508,sysselsatte_botid,personer
2011,27,10+,2446,sysselsatte_botid,personer
2011,27,5_9,984,sysselsatte_botid,personer
2011,27,alle,4938,sysselsatte_botid,personer
2011,28,0_4,247,sysselsatte_botid,personer
2011,28,10+,230,sysselsatte_botid,personer
2011,28,5_9,126,sysselsatte_botid,personer
2011,28,alle,603,sysselsatte_botid,personer
2011,29,0_4,277,sysselsatte_botid,personer
2011,29,10+,329,sysselsatte_botid,personer
2011,29,5_9,166,sysselsatte_botid,personer
2011,29,alle,772,sysselsatte_botid,personer
2011,30,0_4,233,sysselsatte_botid,personer
2011,30,10+,186,sysselsatte_botid,personer
2011,30,5_9,104,sysselsatte_botid,personer
2011,30,alle,523,sysselsatte_botid,personer
2011,31,0_4,148,sysselsatte_botid,personer
2011,31,10+,127,sysselsatte_botid,personer
2011,31,5_9,56,sysselsatte_botid,personer
2011,31,alle,331,sysselsatte_botid,personer
2011,32,0_4,1549,sysselsatte_botid,personer
2011,32,10+,1450,sysselsatte_botid,personer
2011,32,5_9,780,sysselsatte_botid,personer
2011,32,alle,3779,sysselsatte_botid,personer
2011,33,0_4,556,sysselsatte_botid,personer
2011,33,10+,569,sysselsatte_botid,personer
2011,33,5_9,315,sysselsatte_botid,personer
2011,33,alle,1440,sysselsatte_botid,personer
2011,34,0_4,464,sysselsatte_botid,personer
2011,34,10+,311,sysselsatte_botid,personer
2011,34,5_9,193,sysselsatte_botid,personer
2011,34,alle,968,sysselsatte_botid,personer
2011,35,0_4,2243,sysselsatte_botid,personer
2011,35,10+,3586,sysselsatte_botid,personer
2011,35,5_9,1302,sysselsatte_botid,personer
2011,35,alle,7131,sysselsatte_botid,personer
2011,36,0_4,485,sysselsatte_botid,personer
2011,36,10+,301,sysselsatte_botid,personer
2011,36,5_9,251,sysselsatte_botid,personer
2011,36,alle,1037,sysselsatte_botid,personer
2011,37,0_4,2608,sysselsatte_botid,personer
2011,37,10+,1523,sysselsatte_botid,personer
2011,37,5_9,985,sysselsatte_botid,personer
2011,37,alle,5116,sysselsatte_botid,personer
2011,38,0_4,594,sysselsatte_botid,personer
2011,38,10+,328,sysselsatte_botid,personer
2011,38,5_9,199,sysselsatte_botid,personer
2011,38,alle,1121,sysselsatte_botid,personer
2011,39,0_4,11921,sysselsatte_botid,personer
2011,39,10+,8429,sysselsatte_botid,personer
2011,39,5_9,4375,sysselsatte_botid,personer
2011,39,alle,24725,sysselsatte_botid,personer
2011,40,0_4,7677,sysselsatte_botid,personer
2011,40,10+,6488,sysselsatte_botid,personer
2011,40,5_9,3343,sysselsatte_botid,personer
2011,40,alle,17508,sysselsatte_botid,personer
2011,41,0_4,546,sysselsatte_botid,personer
2011,41,10+,299,sysselsatte_botid,personer
2011,41,5_9,222,sysselsatte_botid,personer
2011,41,alle,1067,sysselsatte_botid,personer
2011,42,0_4,592,sysselsatte_botid,personer
2011,42,10+,242,sysselsatte_botid,personer
2011,42,5_9,176,sysselsatte_botid,personer
2011,42,alle,1010,sysselsatte_botid,personer
2011,43,0_4,185,sysselsatte_botid,personer
2011,43,10+,144,sysselsatte_botid,personer
2011,43,5_9,52,sysselsatte_botid,personer
2011,43,alle,381,sysselsatte_botid,personer
2011,44,0_4,794,sysselsatte_botid,personer
2011,44,10+,231,sysselsatte_botid,personer
2011,44,5_9,261,sysselsatte_botid,personer
2011,44,alle,1286,sysselsatte_botid,personer
2011,45,0_4,209,sysselsatte_botid,personer
2011,45,10+,88,sysselsatte_botid,personer
2011,45,5_9,100,sysselsatte_botid,personer
2011,45,alle,397,sysselsatte_botid,personer
2011,46,0_4,1389,sysselsatte_botid,personer
2011,46,10+,660,sysselsatte_botid,personer
2011,46,5_9,435,sysselsatte_botid,personer
2011,46,alle,2484,sysselsatte_botid,personer
2011,47,0_4,1081,sysselsatte_botid,personer
2011,47,10+,735,sysselsatte_botid,personer
2011,47,5_9,521,sysselsatte_botid,personer
2011,47,alle,2337,sysselsatte_botid,personer
2011,48,0_4,182,sysselsatte_botid,personer
2011,48,10+,56,sysselsatte_botid,personer
2011,48,5_9,70,sysselsatte_botid,personer
2011,48,alle,308,sysselsatte_botid,personer
2011,49,0_4,936,sysselsatte_botid,personer
2011,49,10+,408,sysselsatte_botid,personer
2011,49,5_9,306,sysselsatte_botid,personer
2011,49,alle,1650,sysselsatte_botid,personer
2011,50,0_4,703,sysselsatte_botid,personer
2011,50,10+,387,sysselsatte_botid,personer
2011,50,5_9,231,sysselsatte_botid,personer
2011,50,alle,1321,sysselsatte_botid,personer
2011,51,0_4,694,sysselsatte_botid,personer
2011,51,10+,423,sysselsatte_botid,personer
2011,51,5_9,231,sysselsatte_botid,personer
2011,51,alle,1348,sysselsatte_botid,personer
2011,52,0_4,1158,sysselsatte_botid,personer
2011,52,10+,574,sysselsatte_botid,personer
2011,52,5_9,489,sysselsatte_botid,personer
2011,52,alle,2221,sysselsatte_botid,personer
2011,53,0_4,1352,sysselsatte_botid,personer
2011,53,10+,658,sysselsatte_botid,personer
2011,53,5_9,451,sysselsatte_botid,personer
2011,53,alle,2461,sysselsatte_botid,personer
2011,54,0_4,587,sysselsatte_botid,personer
2011,54,10+,276,sysselsatte_botid,personer
2011,54,5_9,232,sysselsatte_botid,personer
2011,54,alle,1095,sysselsatte_botid,personer
2011,55,0_4,1472,sysselsatte_botid,personer
2011,55,10+,578,sysselsatte_botid,personer
2011,55,5_9,343,sysselsatte_botid,personer
2011,55,alle,2393,sysselsatte_botid,personer
2011,56,0_4,2247,sysselsatte_botid,personer
2011,56,10+,1147,sysselsatte_botid,personer
2011,56,5_9,757,sysselsatte_botid,personer
2011,56,alle,4151,sysselsatte_botid,personer
2011,57,0_4,290,sysselsatte_botid,personer
2011,57,10+,151,sysselsatte_botid,personer
2011,57,5_9,115,sysselsatte_botid,personer
2011,57,alle,556,sysselsatte_botid,personer
2011,58,0_4,650,sysselsatte_botid,personer
2011,58,10+,99,sysselsatte_botid,personer
2011,58,5_9,100,sysselsatte_botid,personer
2011,58,alle,849,sysselsatte_botid,personer
2011,59,0_4,146,sysselsatte_botid,personer
2011,59,10+,73,sysselsatte_botid,personer
2011,59,5_9,55,sysselsatte_botid,personer
2011,59,alle,274,sysselsatte_botid,personer
2011,60,0_4,212,sysselsatte_botid,personer
2011,60,10+,178,sysselsatte_botid,personer
2011,60,5_9,135,sysselsatte_botid,personer
2011,60,alle,525,sysselsatte_botid,personer
2011,61,0_4,4830,sysselsatte_botid,personer
2011,61,10+,4138,sysselsatte_botid,personer
2011,61,5_9,2311,sysselsatte_botid,personer
2011,61,alle,11279,sysselsatte_botid,personer
2011,62,0_4,96,sysselsatte_botid,personer
2011,62,10+,105,sysselsatte_botid,personer
2011,62,5_9,45,sysselsatte_botid,personer
2011,62,alle,246,sysselsatte_botid,personer
2011,63,0_4,297,sysselsatte_botid,personer
2011,63,10+,260,sysselsatte_botid,personer
2011,63,5_9,160,sysselsatte_botid,personer
2011,63,alle,717,sysselsatte_botid,personer
2011,64,0_4,771,sysselsatte_botid,personer
2011,64,10+,490,sysselsatte_botid,personer
2011,64,5_9,391,sysselsatte_botid,personer
2011,64,alle,1652,sysselsatte_botid,personer
2011,65,0_4,87,sysselsatte_botid,personer
2011,65,10+,92,sysselsatte_botid,personer
2011,65,5_9,31,sysselsatte_botid,personer
2011,65,alle,210,sysselsatte_botid,personer
2011,66,0_4,194,sysselsatte_botid,personer
2011,66,10+,68,sysselsatte_botid,personer
2011,66,5_9,44,sysselsatte_botid,personer
2011,66,alle,306,sysselsatte_botid,personer
2011,67,0_4,251,sysselsatte_botid,personer
2011,67,10+,167,sysselsatte_botid,personer
2011,67,5_9,106,sysselsatte_botid,personer
2011,67,alle,524,sysselsatte_botid,personer
2011,68,0_4,143,sysselsatte_botid,personer
2011,68,10+,91,sysselsatte_botid,personer
2011,68,5_9,68,sysselsatte_botid,personer
2011,68,alle,302,sysselsatte_botid,personer
2011,69,0_4,236,sysselsatte_botid,personer
2011,69,10+,148,sysselsatte_botid,personer
2011,69,5_9,67,sysselsatte_botid,personer
2011,69,alle,451,sysselsatte_botid,personer
2011,70,0_4,119,sysselsatte_botid,personer
2011,70,10+,26,sysselsatte_botid,personer
2011,70,5_9,25,sysselsatte_botid,personer
2011,70,alle,170,sysselsatte_botid,personer
2011,71,0_4,160,sysselsatte_botid,personer
2011,71,10+,123,sysselsatte_botid,personer
2011,71,5_9,90,sysselsatte_botid,personer
2011,71,alle,373,sysselsatte_botid,personer
2011,72,0_4,376,sysselsatte_botid,personer
2011,72,10+,280,sysselsatte_botid,personer
2011,72,5_9,155,sysselsatte_botid,personer
2011,72,alle,811,sysselsatte_botid,personer
2011,73,0_4,1127,sysselsatte_botid,personer
2011,73,10+,825,sysselsatte_botid,personer
2011,73,5_9,535,sysselsatte_botid,personer
2011,73,alle,2487,sysselsatte_botid,personer
2011,74,0_4,441,sysselsatte_botid,personer
2011,74,10+,302,sysselsatte_botid,personer
2011,74,5_9,220,sysselsatte_botid,personer
2011,74,alle,963,sysselsatte_botid,personer
2011,75,0_4,506,sysselsatte_botid,personer
2011,75,10+,247,sysselsatte_botid,personer
2011,75,5_9,218,sysselsatte_botid,personer
2011,75,alle,971,sysselsatte_botid,personer
2011,76,0_4,496,sysselsatte_botid,personer
2011,76,10+,326,sysselsatte_botid,personer
2011,76,5_9,207,sysselsatte_botid,personer
2011,76,alle,1029,sysselsatte_botid,personer
2011,77,0_4,509,sysselsatte_botid,personer
2011,77,10+,354,sysselsatte_botid,personer
2011,77,5_9,275,sysselsatte_botid,personer
2011,77,alle,1138,sysselsatte_botid,personer
2011,78,0_4,390,sysselsatte_botid,personer
2011,78,10+,242,sysselsatte_botid,personer
2011,78,5_9,202,sysselsatte_botid,personer
2011,78,alle,834,sysselsatte_botid,personer
2011,79,0_4,1743,sysselsatte_botid,personer
2011,79,10+,1436,sysselsatte_botid,personer
2011,79,5_9,831,sysselsatte_botid,personer
2011,79,alle,4010,sysselsatte_botid,personer
2011,80,0_4,211,sysselsatte_botid,personer
2011,80,10+,107,sysselsatte_botid,personer
2011,80,5_9,89,sysselsatte_botid,personer
2011,80,alle,407,sysselsatte_botid,personer
2011,81,0_4,1184,sysselsatte_botid,personer
2011,81,10+,489,sysselsatte_botid,personer
2011,81,5_9,359,sysselsatte_botid,personer
2011,81,alle,2032,sysselsatte_botid,personer
2011,82,0_4,196,sysselsatte_botid,personer
2011,82,10+,261,sysselsatte_botid,personer
2011,82,5_9,112,sysselsatte_botid,personer
2011,82,alle,569,sysselsatte_botid,personer
2011,83,0_4,658,sysselsatte_botid,personer
2011,83,10+,632,sysselsatte_botid,personer
2011,83,5_9,270,sysselsatte_botid,personer
2011,83,alle,1560,sysselsatte_botid,personer
2012,01,0_4,354,sysselsatte_botid,personer
2012,01,10+,709,sysselsatte_botid,personer
2012,01,5_9,209,sysselsatte_botid,personer
2012,01,alle,1272,sysselsatte_botid,personer
2012,02,0_4,1124,sysselsatte_botid,personer
2012,02,10+,1463,sysselsatte_botid,personer
2012,02,5_9,671,sysselsatte_botid,personer
2012,02,alle,3258,sysselsatte_botid,personer
2012,03,0_4,1185,sysselsatte_botid,personer
2012,03,10+,1656,sysselsatte_botid,personer
2012,03,5_9,652,sysselsatte_botid,personer
2012,03,alle,3493,sysselsatte_botid,personer
2012,04,0_4,2287,sysselsatte_botid,personer
2012,04,10+,3875,sysselsatte_botid,personer
2012,04,5_9,1469,sysselsatte_botid,personer
2012,04,alle,7631,sysselsatte_botid,personer
2012,05,0_4,4719,sysselsatte_botid,personer
2012,05,10+,7330,sysselsatte_botid,personer
2012,05,5_9,3120,sysselsatte_botid,personer
2012,05,alle,15169,sysselsatte_botid,personer
2012,06,0_4,2575,sysselsatte_botid,personer
2012,06,10+,4716,sysselsatte_botid,personer
2012,06,5_9,1639,sysselsatte_botid,personer
2012,06,alle,8930,sysselsatte_botid,personer
2012,07,0_4,4082,sysselsatte_botid,personer
2012,07,10+,7287,sysselsatte_botid,personer
2012,07,5_9,2498,sysselsatte_botid,personer
2012,07,alle,13867,sysselsatte_botid,personer
2012,08,0_4,2528,sysselsatte_botid,personer
2012,08,10+,2600,sysselsatte_botid,personer
2012,08,5_9,1302,sysselsatte_botid,personer
2012,08,alle,6430,sysselsatte_botid,personer
2012,09,0_4,27974,sysselsatte_botid,personer
2012,09,10+,39827,sysselsatte_botid,personer
2012,09,5_9,14548,sysselsatte_botid,personer
2012,09,alle,82349,sysselsatte_botid,personer
2012,10,0_4,285,sysselsatte_botid,personer
2012,10,10+,171,sysselsatte_botid,personer
2012,10,5_9,111,sysselsatte_botid,personer
2012,10,alle,567,sysselsatte_botid,personer
2012,11,0_4,505,sysselsatte_botid,personer
2012,11,10+,792,sysselsatte_botid,personer
2012,11,5_9,302,sysselsatte_botid,personer
2012,11,alle,1599,sysselsatte_botid,personer
2012,12,0_4,1225,sysselsatte_botid,personer
2012,12,10+,1350,sysselsatte_botid,personer
2012,12,5_9,761,sysselsatte_botid,personer
2012,12,alle,3336,sysselsatte_botid,personer
2012,13,0_4,414,sysselsatte_botid,personer
2012,13,10+,525,sysselsatte_botid,personer
2012,13,5_9,256,sysselsatte_botid,personer
2012,13,alle,1195,sysselsatte_botid,personer
2012,14,0_4,1065,sysselsatte_botid,personer
2012,14,10+,1139,sysselsatte_botid,personer
2012,14,5_9,572,sysselsatte_botid,personer
2012,14,alle,2776,sysselsatte_botid,personer
2012,15,0_4,404,sysselsatte_botid,personer
2012,15,10+,401,sysselsatte_botid,personer
2012,15,5_9,230,sysselsatte_botid,personer
2012,15,alle,1035,sysselsatte_botid,personer
2012,16,0_4,536,sysselsatte_botid,personer
2012,16,10+,694,sysselsatte_botid,personer
2012,16,5_9,393,sysselsatte_botid,personer
2012,16,alle,1623,sysselsatte_botid,personer
2012,17,0_4,219,sysselsatte_botid,personer
2012,17,10+,94,sysselsatte_botid,personer
2012,17,5_9,133,sysselsatte_botid,personer
2012,17,alle,446,sysselsatte_botid,personer
2012,18,0_4,262,sysselsatte_botid,personer
2012,18,10+,119,sysselsatte_botid,personer
2012,18,5_9,111,sysselsatte_botid,personer
2012,18,alle,492,sysselsatte_botid,personer
2012,19,0_4,420,sysselsatte_botid,personer
2012,19,10+,216,sysselsatte_botid,personer
2012,19,5_9,123,sysselsatte_botid,personer
2012,19,alle,759,sysselsatte_botid,personer
2012,20,0_4,4340,sysselsatte_botid,personer
2012,20,10+,6485,sysselsatte_botid,personer
2012,20,5_9,3034,sysselsatte_botid,personer
2012,20,alle,13859,sysselsatte_botid,personer
2012,21,0_4,751,sysselsatte_botid,personer
2012,21,10+,417,sysselsatte_botid,personer
2012,21,5_9,340,sysselsatte_botid,personer
2012,21,alle,1508,sysselsatte_botid,personer
2012,22,0_4,929,sysselsatte_botid,personer
2012,22,10+,709,sysselsatte_botid,personer
2012,22,5_9,459,sysselsatte_botid,personer
2012,22,alle,2097,sysselsatte_botid,personer
2012,23,0_4,340,sysselsatte_botid,personer
2012,23,10+,232,sysselsatte_botid,personer
2012,23,5_9,171,sysselsatte_botid,personer
2012,23,alle,743,sysselsatte_botid,personer
2012,24,0_4,715,sysselsatte_botid,personer
2012,24,10+,811,sysselsatte_botid,personer
2012,24,5_9,450,sysselsatte_botid,personer
2012,24,alle,1976,sysselsatte_botid,personer
2012,25,0_4,2592,sysselsatte_botid,personer
2012,25,10+,2899,sysselsatte_botid,personer
2012,25,5_9,1561,sysselsatte_botid,personer
2012,25,alle,7052,sysselsatte_botid,personer
2012,26,0_4,1586,sysselsatte_botid,personer
2012,26,10+,2226,sysselsatte_botid,personer
2012,26,5_9,1046,sysselsatte_botid,personer
2012,26,alle,4858,sysselsatte_botid,personer
2012,27,0_4,1452,sysselsatte_botid,personer
2012,27,10+,2565,sysselsatte_botid,personer
2012,27,5_9,1135,sysselsatte_botid,personer
2012,27,alle,5152,sysselsatte_botid,personer
2012,28,0_4,273,sysselsatte_botid,personer
2012,28,10+,241,sysselsatte_botid,personer
2012,28,5_9,169,sysselsatte_botid,personer
2012,28,alle,683,sysselsatte_botid,personer
2012,29,0_4,315,sysselsatte_botid,personer
2012,29,10+,327,sysselsatte_botid,personer
2012,29,5_9,177,sysselsatte_botid,personer
2012,29,alle,819,sysselsatte_botid,personer
2012,30,0_4,244,sysselsatte_botid,personer
2012,30,10+,186,sysselsatte_botid,personer
2012,30,5_9,146,sysselsatte_botid,personer
2012,30,alle,576,sysselsatte_botid,personer
2012,31,0_4,125,sysselsatte_botid,personer
2012,31,10+,127,sysselsatte_botid,personer
2012,31,5_9,88,sysselsatte_botid,personer
2012,31,alle,340,sysselsatte_botid,personer
2012,32,0_4,1597,sysselsatte_botid,personer
2012,32,10+,1545,sysselsatte_botid,personer
2012,32,5_9,1006,sysselsatte_botid,personer
2012,32,alle,4148,sysselsatte_botid,personer
2012,33,0_4,535,sysselsatte_botid,personer
2012,33,10+,624,sysselsatte_botid,personer
2012,33,5_9,401,sysselsatte_botid,personer
2012,33,alle,1560,sysselsatte_botid,personer
2012,34,0_4,387,sysselsatte_botid,personer
2012,34,10+,346,sysselsatte_botid,personer
2012,34,5_9,260,sysselsatte_botid,personer
2012,34,alle,993,sysselsatte_botid,personer
2012,35,0_4,2267,sysselsatte_botid,personer
2012,35,10+,3777,sysselsatte_botid,personer
2012,35,5_9,1609,sysselsatte_botid,personer
2012,35,alle,7653,sysselsatte_botid,personer
2012,36,0_4,521,sysselsatte_botid,personer
2012,36,10+,329,sysselsatte_botid,personer
2012,36,5_9,351,sysselsatte_botid,personer
2012,36,alle,1201,sysselsatte_botid,personer
2012,37,0_4,2556,sysselsatte_botid,personer
2012,37,10+,1648,sysselsatte_botid,personer
2012,37,5_9,1392,sysselsatte_botid,personer
2012,37,alle,5596,sysselsatte_botid,personer
2012,38,0_4,657,sysselsatte_botid,personer
2012,38,10+,353,sysselsatte_botid,personer
2012,38,5_9,246,sysselsatte_botid,personer
2012,38,alle,1256,sysselsatte_botid,personer
2012,39,0_4,12571,sysselsatte_botid,personer
2012,39,10+,9105,sysselsatte_botid,personer
2012,39,5_9,5999,sysselsatte_botid,personer
2012,39,alle,27675,sysselsatte_botid,personer
2012,40,0_4,8300,sysselsatte_botid,personer
2012,40,10+,7046,sysselsatte_botid,personer
2012,40,5_9,4200,sysselsatte_botid,personer
2012,40,alle,19546,sysselsatte_botid,personer
2012,41,0_4,541,sysselsatte_botid,personer
2012,41,10+,320,sysselsatte_botid,personer
2012,41,5_9,324,sysselsatte_botid,personer
2012,41,alle,1185,sysselsatte_botid,personer
2012,42,0_4,629,sysselsatte_botid,personer
2012,42,10+,268,sysselsatte_botid,personer
2012,42,5_9,214,sysselsatte_botid,personer
2012,42,alle,1111,sysselsatte_botid,personer
2012,43,0_4,211,sysselsatte_botid,personer
2012,43,10+,152,sysselsatte_botid,personer
2012,43,5_9,70,sysselsatte_botid,personer
2012,43,alle,433,sysselsatte_botid,personer
2012,44,0_4,769,sysselsatte_botid,personer
2012,44,10+,258,sysselsatte_botid,personer
2012,44,5_9,398,sysselsatte_botid,personer
2012,44,alle,1425,sysselsatte_botid,personer
2012,45,0_4,189,sysselsatte_botid,personer
2012,45,10+,88,sysselsatte_botid,personer
2012,45,5_9,154,sysselsatte_botid,personer
2012,45,alle,431,sysselsatte_botid,personer
2012,46,0_4,1452,sysselsatte_botid,personer
2012,46,10+,720,sysselsatte_botid,personer
2012,46,5_9,602,sysselsatte_botid,personer
2012,46,alle,2774,sysselsatte_botid,personer
2012,47,0_4,1101,sysselsatte_botid,personer
2012,47,10+,823,sysselsatte_botid,personer
2012,47,5_9,722,sysselsatte_botid,personer
2012,47,alle,2646,sysselsatte_botid,personer
2012,48,0_4,195,sysselsatte_botid,personer
2012,48,10+,62,sysselsatte_botid,personer
2012,48,5_9,89,sysselsatte_botid,personer
2012,48,alle,346,sysselsatte_botid,personer
2012,49,0_4,968,sysselsatte_botid,personer
2012,49,10+,434,sysselsatte_botid,personer
2012,49,5_9,358,sysselsatte_botid,personer
2012,49,alle,1760,sysselsatte_botid,personer
2012,50,0_4,707,sysselsatte_botid,personer
2012,50,10+,417,sysselsatte_botid,personer
2012,50,5_9,292,sysselsatte_botid,personer
2012,50,alle,1416,sysselsatte_botid,personer
2012,51,0_4,783,sysselsatte_botid,personer
2012,51,10+,469,sysselsatte_botid,personer
2012,51,5_9,270,sysselsatte_botid,personer
2012,51,alle,1522,sysselsatte_botid,personer
2012,52,0_4,1275,sysselsatte_botid,personer
2012,52,10+,651,sysselsatte_botid,personer
2012,52,5_9,628,sysselsatte_botid,personer
2012,52,alle,2554,sysselsatte_botid,personer
2012,53,0_4,1498,sysselsatte_botid,personer
2012,53,10+,719,sysselsatte_botid,personer
2012,53,5_9,628,sysselsatte_botid,personer
2012,53,alle,2845,sysselsatte_botid,personer
2012,54,0_4,617,sysselsatte_botid,personer
2012,54,10+,301,sysselsatte_botid,personer
